dataset,outcome,scaling,lag,model,beta,se,p,sig,mean_y,n
hh,has_enterprise,raw,1,M3,0.0021229812120171915,0.005722501531600194,0.7122454046658104,,0.16424625548151944,17362
hh,has_enterprise,raw,1,M4,0.0013353345235658975,0.0052756882773817085,0.801241385152094,,0.16424625548151944,17362
hh,has_enterprise,raw,2,M2,2.8393704300456947e-4,9.279801187988286e-4,0.7609212946611635,,0.16424625548151944,17362
hh,has_enterprise,raw,2,M3,8.50649153405705e-4,0.001916628070573887,0.659122261260875,,0.16424625548151944,17362
hh,has_enterprise,raw,2,M4,5.98696464617377e-4,0.0017538427606944766,0.7342901330454807,,0.16424625548151944,17362
hh,has_enterprise,raw,3,M2,3.631951376217511e-4,8.078874327114936e-4,0.6550090065112091,,0.16424625548151944,17362
hh,has_enterprise,raw,3,M3,9.841601510804637e-5,0.0015914050375923864,0.9509400521854658,,0.16424625548151944,17362
hh,has_enterprise,raw,3,M4,-1.4577597901667893e-4,0.0015009993063218967,0.9230278293513354,,0.16424625548151944,17362
hh,has_enterprise,raw,5,M2,0.012443955758418168,0.025043103308051283,0.6214807008815526,,0.16424625548151944,17362
hh,has_enterprise,raw,5,M3,0.007489320722511919,0.04931547074682923,0.879916552278946,,0.16424625548151944,17362
hh,has_enterprise,raw,5,M4,-9.452810099674306e-5,0.04648719414956488,0.9983858208961279,,0.16424625548151944,17362
hh,has_migrant_intl,lin,0,M2,0.011811025969183847,0.030027941387045197,0.6957786670984636,,0.31989293239933936,17362
hh,has_migrant_intl,lin,0,M3,-0.0029192453905234443,0.026152908165991685,0.9115789564830337,,0.31989293239933936,17362
hh,has_migrant_intl,lin,0,M4,-0.016828070708683373,0.024428396382419712,0.49415201852986035,,0.31989293239933936,17362
hh,has_migrant_intl,lin,1,M2,-0.013528628352864946,0.03769089679984466,0.7211848534187957,,0.31989293239933936,17362
hh,has_migrant_intl,lin,1,M3,-0.015340491984767904,0.0389807060076499,0.6956274518951256,,0.31989293239933936,17362
hh,has_migrant_intl,lin,1,M4,0.01827579323616316,0.029497582473293926,0.5384118872675197,,0.31989293239933936,17362
hh,has_migrant_intl,lin,2,M2,-0.004560236428381111,0.013056007181134697,0.7283737703252815,,0.31989293239933936,17362
hh,has_migrant_intl,lin,2,M3,-0.005620920415242011,0.013646597587288896,0.6822151196674101,,0.31989293239933936,17362
hh,has_migrant_intl,lin,2,M4,0.005766672118089623,0.010419816040927872,0.5824833998891128,,0.31989293239933936,17362
hh,has_migrant_intl,lin,3,M2,-0.004076801439763585,0.009399332795932466,0.6663859806425594,,0.31989293239933936,17362
hh,has_migrant_intl,lin,3,M3,-0.0033442798991080934,0.009224899748699054,0.7185169021552823,,0.31989293239933936,17362
hh,has_migrant_intl,lin,3,M4,0.005096162601235563,0.006608767266907357,0.44433757992824163,,0.31989293239933936,17362
hh,has_migrant_intl,lin,5,M2,-0.13901093860876657,0.3142037039222768,0.6601299619687261,,0.31989293239933936,17362
hh,has_migrant_intl,lin,5,M3,-0.13339879488575568,0.3154941261323014,0.6742728534105299,,0.31989293239933936,17362
hh,has_migrant_intl,lin,5,M4,0.13495855921621058,0.22406415420459963,0.5497377501812897,,0.31989293239933936,17362
hh,has_migrant_intl,log,0,M2,0.0019418081111555185,0.02967420584619553,0.9480918607733061,,0.31989293239933936,17362
hh,has_migrant_intl,log,0,M3,-0.012202015724872457,0.026889285852841872,0.6519854821764131,,0.31989293239933936,17362
hh,has_migrant_intl,log,0,M4,-0.0258423048169232,0.03248134225851182,0.4300993066929799,,0.31989293239933936,17362
hh,has_migrant_intl,log,1,M2,-0.019514911342796287,0.039893781487527265,0.6269027000945022,,0.31989293239933936,17362
hh,has_migrant_intl,log,1,M3,-0.04322413925502145,0.04089411543114198,0.2957054363412014,,0.31989293239933936,17362
hh,has_migrant_intl,log,1,M4,-0.0021508330319028497,0.03867223844518778,0.9558731018654643,,0.31989293239933936,17362
hh,has_migrant_intl,log,2,M2,-0.007056294825395125,0.014027170364198906,0.6171865648009034,,0.31989293239933936,17362
hh,has_migrant_intl,log,2,M3,-0.015745601850911388,0.014336628669943674,0.27745066506316607,,0.31989293239933936,17362
hh,has_migrant_intl,log,2,M4,-0.0018278454610294401,0.01366842372817938,0.8941657146718271,,0.31989293239933936,17362
hh,has_migrant_intl,log,3,M2,-0.004689889905574129,0.009374852614662265,0.6191295124897805,,0.31989293239933936,17362
hh,has_migrant_intl,log,3,M3,-0.00870077554836871,0.009384360731704884,0.35838951664438945,,0.31989293239933936,17362
hh,has_migrant_intl,log,3,M4,0.0011153913089090063,0.008588589795666932,0.897201762924656,,0.31989293239933936,17362
hh,has_migrant_intl,log,5,M2,-0.18134033537795347,0.32092211209198923,0.574610893126547,,0.31989293239933936,17362
hh,has_migrant_intl,log,5,M3,-0.337455927027834,0.321834749730385,0.2995352890460056,,0.31989293239933936,17362
hh,has_migrant_intl,log,5,M4,-0.0346283050963449,0.29059991606637203,0.9056346585797203,,0.31989293239933936,17362
hh,has_migrant_intl,raw,0,M2,0.006026234765996199,0.003464092371534852,0.08820283481642388,*,0.31989293239933936,17362
hh,has_migrant_intl,raw,0,M3,-6.466033008979133e-4,0.005792783574730667,0.9115789564862733,,0.31989293239933936,17362
hh,has_migrant_intl,raw,0,M4,-0.0037273625928933725,0.005410809858047588,0.49415201854054036,,0.31989293239933936,17362
hh,has_migrant_intl,raw,1,M2,-4.1304163843938323e-4,0.004443005967561506,0.9263108663508169,,0.31989293239933936,17362
hh,has_migrant_intl,raw,1,M3,-0.003397868773603825,0.00863409881821017,0.6956274518951747,,0.31989293239933936,17362
hh,has_migrant_intl,raw,1,M4,0.00404802839514604,0.0065336179884150376,0.5384118872685144,,0.31989293239933936,17362
hh,has_migrant_intl,raw,2,M2,1.2187349462838208e-5,0.0015134720414123708,0.993607738995265,,0.31989293239933936,17362
hh,has_migrant_intl,raw,2,M3,-0.0012450154777859375,0.0030226767077563984,0.6822151196676491,,0.31989293239933936,17362
hh,has_migrant_intl,raw,2,M4,0.0012772990030065078,0.002307955154723761,0.5824833998879362,,0.31989293239933936,17362
hh,has_migrant_intl,raw,3,M2,-5.651827965286454e-4,0.0011815600735514233,0.6345384137403174,,0.31989293239933936,17362
hh,has_migrant_intl,raw,3,M3,-7.407470536578525e-4,0.0020432851062973222,0.7185169021552504,,0.31989293239933936,17362
hh,has_migrant_intl,raw,3,M4,0.0011287833392258214,0.0014638203227478122,0.44433757992884737,,0.31989293239933936,17362
hh,has_migrant_intl,raw,5,M2,-0.012651520729250132,0.03862059191212717,0.7446211210314578,,0.31989293239933936,17362
hh,has_migrant_intl,raw,5,M3,-0.029547396533565515,0.06988091661978883,0.6742728538625253,,0.31989293239933936,17362
hh,has_migrant_intl,raw,5,M4,0.029892879228337544,0.04962947687240792,0.5497377497251807,,0.31989293239933936,17362
hh,hlt_spend_total,lin,0,M2,-5293.412777596153,7693.170841363353,0.4946555291819864,,12835.019472289434,16961
hh,hlt_spend_total,lin,0,M3,-12238.046077992378,6753.68722943314,0.0761079561498428,*,12835.019472289434,16961
hh,hlt_spend_total,lin,0,M4,-14683.892332744517,7235.470983573785,0.0478640131575386,**,12835.019472289434,16961
hh,hlt_spend_total,lin,1,M2,1431.265220906127,2836.0031284960833,0.6160479837457604,,12835.019472289434,16961
hh,hlt_spend_total,lin,1,M3,2138.4837558809313,3295.553077001542,0.5194330504811875,,12835.019472289434,16961
hh,hlt_spend_total,lin,1,M4,4051.860311894751,3650.186299267417,0.2723988048519326,,12835.019472289434,16961
hh,hlt_spend_total,lin,2,M2,382.62755483265573,914.991412557675,0.6776454234182407,,12835.019472289434,16961
hh,hlt_spend_total,lin,2,M3,465.58278387773265,1075.585454022975,0.667012587288984,,12835.019472289434,16961
hh,hlt_spend_total,lin,2,M4,1091.3134179982276,1187.9391324297387,0.36277304922522857,,12835.019472289434,16961
hh,hlt_spend_total,lin,3,M2,743.6454693060355,1065.8508163836832,0.4886616569262754,,12835.019472289434,16961
hh,hlt_spend_total,lin,3,M3,1436.7555277409717,1108.257549657781,0.20090699549037228,,12835.019472289434,16961
hh,hlt_spend_total,lin,3,M4,2045.7381300943798,1226.1950632618739,0.10162247111978871,,12835.019472289434,16961
hh,hlt_spend_total,lin,5,M2,21919.105331684463,30876.227519270364,0.4811295771443169,,12835.019472289434,16961
hh,hlt_spend_total,lin,5,M3,39548.335390692126,33396.95268621985,0.24205046277182624,,12835.019472289434,16961
hh,hlt_spend_total,lin,5,M4,59526.859808701396,36855.61611642389,0.11270272032851131,,12835.019472289434,16961
hh,hlt_spend_total,log,0,M2,-1432.6703417362296,7944.3120939493865,0.8576301238692733,,12835.019472289434,16961
hh,hlt_spend_total,log,0,M3,-12330.704648177576,7001.089276198631,0.08443424285244447,*,12835.019472289434,16961
hh,hlt_spend_total,log,0,M4,-11445.081191316858,10035.759328229786,0.2596508292514491,,12835.019472289434,16961
hh,hlt_spend_total,log,1,M2,-232.5102240429187,2862.85316098526,0.9356008014132305,,12835.019472289434,16961
hh,hlt_spend_total,log,1,M3,672.3710256900281,3534.495550667959,0.8499139542393516,,12835.019472289434,16961
hh,hlt_spend_total,log,1,M4,1781.8110393319253,4267.264101186187,0.6780976194097506,,12835.019472289434,16961
hh,hlt_spend_total,log,2,M2,-98.8151413111882,995.0190310091225,0.9212974810455791,,12835.019472289434,16961
hh,hlt_spend_total,log,2,M3,-37.56170117757529,1162.6030901092197,0.9743574555556211,,12835.019472289434,16961
hh,hlt_spend_total,log,2,M4,395.8297270898122,1361.1529006550566,0.7724280038833985,,12835.019472289434,16961
hh,hlt_spend_total,log,3,M2,104.60208394428628,945.5437868274955,0.9123645077968922,,12835.019472289434,16961
hh,hlt_spend_total,log,3,M3,1131.0236723636028,1166.0774047417665,0.3368405980118898,,12835.019472289434,16961
hh,hlt_spend_total,log,3,M4,1302.7717625368252,1560.398280526225,0.4078280313941335,,12835.019472289434,16961
hh,hlt_spend_total,log,5,M2,4467.628285927698,27638.272821602062,0.8722489805769709,,12835.019472289434,16961
hh,hlt_spend_total,log,5,M3,29459.081330439163,35741.09700612834,0.41379995670016156,,12835.019472289434,16961
hh,hlt_spend_total,log,5,M4,38337.72784363304,46038.80767446382,0.4090395707151787,,12835.019472289434,16961
hh,hlt_spend_total,raw,0,M2,1953.4305207435577,905.1953908295947,0.03585430920063826,**,12835.019472289434,16961
hh,hlt_spend_total,raw,0,M3,-2710.687157851171,1495.9196201993268,0.07610795614991035,*,12835.019472289434,16961
hh,hlt_spend_total,raw,0,M4,-3252.434099358824,1602.6331451261967,0.04786401315775779,**,12835.019472289434,16961
hh,hlt_spend_total,raw,1,M2,-130.57891998369882,327.10956741312543,0.6914876477595595,,12835.019472289434,16961
hh,hlt_spend_total,raw,1,M3,473.6671538427672,729.9542220180459,0.519433050481507,,12835.019472289434,16961
hh,hlt_spend_total,raw,1,M4,897.4737995674778,808.5043202299786,0.2723988048523106,,12835.019472289434,16961
hh,hlt_spend_total,raw,2,M2,1.1555090713332277,102.29697607465528,0.9910334460373051,,12835.019472289434,16961
hh,hlt_spend_total,raw,2,M3,103.12506303171926,238.23865826469196,0.6670125872891288,,12835.019472289434,16961
hh,hlt_spend_total,raw,2,M4,241.72235081650828,263.12463035992414,0.3627730492248461,,12835.019472289434,16961
hh,hlt_spend_total,raw,3,M2,-178.73042099124683,129.3575918210182,0.17333840964123143,,12835.019472289434,16961
hh,hlt_spend_total,raw,3,M3,318.2366476815364,245.47542052985162,0.20090699549031926,,12835.019472289434,16961
hh,hlt_spend_total,raw,3,M4,453.1243012365055,271.59819384832383,0.1016224711198436,,12835.019472289434,16961
hh,hlt_spend_total,raw,5,M2,-4254.187683714321,3721.3466421652847,0.2585164907238845,,12835.019472289434,16961
hh,hlt_spend_total,raw,5,M3,8759.826869575088,7397.315730551244,0.2420504627718371,,12835.019472289434,16961
hh,hlt_spend_total,raw,5,M4,13185.004649649782,8163.398362104427,0.11270272033054313,,12835.019472289434,16961
hh,input_intensity_per_sqm,lin,0,M2,-0.4758521824164097,1.0423713232148586,0.6500409822203765,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,0,M3,-0.7541004551516042,1.0729908956151049,0.4855046962361529,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,0,M4,-1.7191642213164913,1.176114410448224,0.15019861888063157,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,1,M2,-1.3668538006198105,0.7017632352357024,0.05718696059328675,*,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,1,M3,-1.219941621395947,0.6736545955380232,0.07628436605644236,*,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,1,M4,-1.5331447228204225,0.7644669833878043,0.050447538360085656,*,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,2,M2,-0.4801736537696829,0.23733769373222813,0.048529261844228906,**,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,2,M3,-0.43682846533654524,0.23108104128583692,0.06463028275696496,*,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,2,M4,-0.570474375582635,0.26703634978113366,0.03767389065252112,**,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,3,M2,-0.2569507538026639,0.1997407349012664,0.20434112194795997,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,3,M3,-0.20457849457841046,0.18857517826140957,0.2832906024690511,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,3,M4,-0.19792264677736607,0.20277787489203214,0.3338308057862751,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,5,M2,-8.34270420551033,6.14067241020454,0.18049589730649204,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,5,M3,-6.870853291814935,5.863442820934931,0.24693880663799533,,2.478957789733526,13310
hh,input_intensity_per_sqm,lin,5,M4,-7.604461179074386,6.433300727016005,0.24289186982875274,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,0,M2,0.42177881497638037,1.1299773683602536,0.7105626644339098,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,0,M3,-0.08594146201702724,1.054192437625699,0.935357724919578,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,0,M4,-1.0548039316022781,1.4633618693085861,0.47445225889441733,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,1,M2,-1.5451134779127011,0.7645471188518902,0.04876624392520406,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,1,M3,-1.292537415415823,0.6192528867636335,0.042088359683310435,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,1,M4,-2.2908997634820385,0.941243429998126,0.018628421510660468,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,2,M2,-0.5227437350381636,0.25706122567061895,0.04743227316264453,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,2,M3,-0.44904659627120247,0.2147484242272902,0.041732642175157174,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,2,M4,-0.8222833427565306,0.33359312702741134,0.01725640626600204,**,2.478957789733526,13310
hh,input_intensity_per_sqm,log,3,M2,-0.36468817258285297,0.21797375782230244,0.10068455332973948,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,3,M3,-0.27298871023373805,0.1687447931339808,0.11213433805030776,,2.478957789733526,13310
hh,input_intensity_per_sqm,log,3,M4,-0.4160702983530355,0.23449282805808233,0.08221978284595273,*,2.478957789733526,13310
hh,input_intensity_per_sqm,log,5,M2,-11.359348635040703,6.629699348358913,0.0929593376491354,*,2.478957789733526,13310
hh,input_intensity_per_sqm,log,5,M3,-8.876419558982054,5.248697468479831,0.09715695920867698,*,2.478957789733526,13310
hh,input_intensity_per_sqm,log,5,M4,-14.68582880846429,7.516684594400711,0.05645006622882257,*,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,0,M2,0.13005719182273728,0.15440118152326524,0.40369435587371616,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,0,M3,-0.16703078305966512,0.23766397206889914,0.4855046962356989,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,0,M4,-0.3807892491416732,0.26050549313789617,0.15019861888045233,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,1,M2,-0.1838379223851009,0.0913695860804197,0.04973205614115236,**,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,1,M3,-0.27021307693891916,0.14921228840666548,0.07628436605121208,*,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,1,M4,-0.3395865389624239,0.1693269351365819,0.050447538356925954,*,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,2,M2,-0.06009828012584982,0.029667768370416823,0.04825826791631166,**,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,2,M3,-0.09675607557190315,0.05118369444320791,0.06463028275690329,*,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,2,M4,-0.12635820734160966,0.05914767761290875,0.03767389065249963,**,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,3,M2,-0.050560749212019966,0.02998885351860774,0.09815716269936173,*,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,3,M3,-0.04531346707585014,0.0417687848818722,0.2832906024708288,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,3,M4,-0.0438392185688689,0.044914635707971703,0.33383080578845137,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,5,M2,-1.511862316157357,0.9057979739591278,0.10147661840286105,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,5,M3,-1.5218715203128284,1.2987333975940707,0.24693880663202114,,2.478957789733526,13310
hh,input_intensity_per_sqm,raw,5,M4,-1.684363266807762,1.4249550590962543,0.2428918698248804,,2.478957789733526,13310
hh,n_enterprises,lin,0,M2,0.030031870811595335,0.030528394497891173,0.33007812037864326,,0.17791445982117432,17362
hh,n_enterprises,lin,0,M3,0.03595948393568338,0.03176461713301957,0.26311846470305517,,0.17791445982117432,17362
hh,n_enterprises,lin,0,M4,0.04070414078757107,0.029020427308494433,0.16703955825252825,,0.17791445982117432,17362
hh,n_enterprises,lin,1,M2,0.0069740500580225545,0.02671507322231207,0.7951457215235397,,0.17791445982117432,17362
hh,n_enterprises,lin,1,M3,0.0058647603593331,0.028244642051615327,0.8363694741319846,,0.17791445982117432,17362
hh,n_enterprises,lin,1,M4,-0.004475277410680064,0.02547021218207385,0.8612487860783042,,0.17791445982117432,17362
hh,n_enterprises,lin,2,M2,0.0031701284320019476,0.008867323878743966,0.7222477614664786,,0.17791445982117432,17362
hh,n_enterprises,lin,2,M3,0.0029104594370509,0.009445462301599003,0.7592871708172331,,0.17791445982117432,17362
hh,n_enterprises,lin,2,M4,-5.830689469902738e-4,0.008450165106544014,0.9452697270244124,,0.17791445982117432,17362
hh,n_enterprises,lin,3,M2,-8.155853470374341e-4,0.007716192127736205,0.916253564913743,,0.17791445982117432,17362
hh,n_enterprises,lin,3,M3,-0.001543291095707097,0.0079641488077107,0.8471494002314233,,0.17791445982117432,17362
hh,n_enterprises,lin,3,M4,-0.0041720794982059405,0.00732393726273383,0.5715177320781832,,0.17791445982117432,17362
hh,n_enterprises,lin,5,M2,0.004297127772979081,0.23960585193936,0.9857642117796088,,0.17791445982117432,17362
hh,n_enterprises,lin,5,M3,-0.019289806506471226,0.24754540612011156,0.9382055972932958,,0.17791445982117432,17362
hh,n_enterprises,lin,5,M4,-0.10409143524570813,0.22691269623631746,0.6484571094969358,,0.17791445982117432,17362
hh,n_enterprises,log,0,M2,0.030394917254806086,0.03423559583347958,0.3789769616680375,,0.17791445982117432,17362
hh,n_enterprises,log,0,M3,0.036076642688826203,0.036847137591157084,0.3323452667071942,,0.17791445982117432,17362
hh,n_enterprises,log,0,M4,0.04128082951623817,0.03706899571115638,0.27087466353306205,,0.17791445982117432,17362
hh,n_enterprises,log,1,M2,-0.012253792982291123,0.027028498066292726,0.6522868830782047,,0.17791445982117432,17362
hh,n_enterprises,log,1,M3,-0.011285624947429873,0.028080500760237114,0.6895034462843338,,0.17791445982117432,17362
hh,n_enterprises,log,1,M4,-0.04025582127734116,0.029064165069256423,0.1723057242558725,,0.17791445982117432,17362
hh,n_enterprises,log,2,M2,-0.0035560655361482375,0.009061645940134925,0.696442093352179,,0.17791445982117432,17362
hh,n_enterprises,log,2,M3,-0.003102204145969429,0.009454459537160361,0.7442184029433487,,0.17791445982117432,17362
hh,n_enterprises,log,2,M4,-0.013145264199190992,0.009632138601079948,0.17857256528346,,0.17791445982117432,17362
hh,n_enterprises,log,3,M2,-0.005040381328422067,0.007679699227789857,0.5146852870376315,,0.17791445982117432,17362
hh,n_enterprises,log,3,M3,-0.00530275631820116,0.007861095682492677,0.5031276902852437,,0.17791445982117432,17362
hh,n_enterprises,log,3,M4,-0.012039575170139948,0.008464768283302278,0.1612694344134934,,0.17791445982117432,17362
hh,n_enterprises,log,5,M2,-0.13782736540704832,0.23767313810449375,0.5646371515898151,,0.17791445982117432,17362
hh,n_enterprises,log,5,M3,-0.14731179122369806,0.24077710766739266,0.5434866320849006,,0.17791445982117432,17362
hh,n_enterprises,log,5,M4,-0.37466210890093465,0.26042816264459656,0.15661000822741694,,0.17791445982117432,17362
hh,n_enterprises,raw,0,M2,2.2974712014870585e-4,0.0034360879582524513,0.9469628548547022,,0.17791445982117432,17362
hh,n_enterprises,raw,0,M3,0.007964908016197297,0.00703575874689263,0.2631184647030622,,0.17791445982117432,17362
hh,n_enterprises,raw,0,M4,0.00901583398224034,0.006427929680985033,0.16703955825310393,,0.17791445982117432,17362
hh,n_enterprises,raw,1,M2,9.093494988320267e-4,0.002851444189537437,0.7511514865706937,,0.17791445982117432,17362
hh,n_enterprises,raw,1,M3,0.0012990252274468258,0.006256095785201099,0.8363694741319165,,0.17791445982117432,17362
hh,n_enterprises,raw,1,M4,-9.91259301325288e-4,0.00564156864828454,0.8612487860797142,,0.17791445982117432,17362
hh,n_enterprises,raw,2,M2,3.308682580189233e-4,9.484447494325973e-4,0.7286939202790164,,0.17791445982117432,17362
hh,n_enterprises,raw,2,M3,6.4465724096944e-4,0.002092138989987441,0.7592871708172872,,0.17791445982117432,17362
hh,n_enterprises,raw,2,M4,-1.291478636942283e-4,0.0018716839183449243,0.9452697270241286,,0.17791445982117432,17362
hh,n_enterprises,raw,3,M2,1.891517041726335e-4,8.330998373941064e-4,0.8213328493305332,,0.17791445982117432,17362
hh,n_enterprises,raw,3,M3,-3.4183392735361593e-4,0.0017640328986150387,0.8471494002313459,,0.17791445982117432,17362
hh,n_enterprises,raw,3,M4,-9.241019559231122e-4,0.0016222281364640682,0.5715177320784137,,0.17791445982117432,17362
hh,n_enterprises,raw,5,M2,0.008396371735837516,0.02587472770044445,0.7469401484226125,,0.17791445982117432,17362
hh,n_enterprises,raw,5,M3,-0.004272629017174012,0.05483049733455437,0.9382055972338383,,0.17791445982117432,17362
hh,n_enterprises,raw,5,M4,-0.023055912278581316,0.050260419623660756,0.6484571092066245,,0.17791445982117432,17362
hh,n_equip_categories,lin,0,M2,0.54572712166083015,0.3223201177517356,0.0967816975984308,*,1.0158614212668267,8172
hh,n_equip_categories,lin,0,M3,0.48501148090797436,0.3106391807019742,0.12488108297017607,,1.0158614212668267,8172
hh,n_equip_categories,lin,0,M4,0.23016468431527307,0.33819612814393313,0.49934969844285393,,1.0158614212668267,8172
hh,n_equip_categories,lin,1,M2,-0.35762906750475754,0.20448003318640187,0.08655854640638332,*,1.0158614212668267,8172
hh,n_equip_categories,lin,1,M3,-0.3665445750420412,0.20586774217623252,0.08119686856504034,*,1.0158614212668267,8172
hh,n_equip_categories,lin,1,M4,-0.3074403806838362,0.21324274322377396,0.1557371110900901,,1.0158614212668267,8172
hh,n_equip_categories,lin,2,M2,-0.11407477388359538,0.0674408530809891,0.0970968767884177,*,1.0158614212668267,8172
hh,n_equip_categories,lin,2,M3,-0.11648174087703929,0.06763857562350277,0.09135537745968372,*,1.0158614212668267,8172
hh,n_equip_categories,lin,2,M4,-0.10231998154454865,0.07071421376307233,0.15427819323526573,,1.0158614212668267,8172
hh,n_equip_categories,lin,3,M2,-0.11674939515235377,0.06248406111446238,0.06768165075865644,*,1.0158614212668267,8172
hh,n_equip_categories,lin,3,M3,-0.11676801811274638,0.0631676835874524,0.07056301809314208,*,1.0158614212668267,8172
hh,n_equip_categories,lin,3,M4,-0.08579657258838413,0.06587932462148405,0.1988921987986493,,1.0158614212668267,8172
hh,n_equip_categories,lin,5,M2,-3.6082637488841556,1.955101348336112,0.07100226404585172,*,1.0158614212668267,8172
hh,n_equip_categories,lin,5,M3,-3.630412519635253,1.975290897074193,0.07214173870828779,*,1.0158614212668267,8172
hh,n_equip_categories,lin,5,M4,-2.756726970175592,2.0503654022014706,0.18497638328450164,,1.0158614212668267,8172
hh,n_equip_categories,log,0,M2,0.6429703544457386,0.24317863613047908,0.010974468913207577,**,1.0158614212668267,8172
hh,n_equip_categories,log,0,M3,0.5926107593488145,0.22093082999149624,0.009938229802524162,***,1.0158614212668267,8172
hh,n_equip_categories,log,0,M4,0.3865550783009695,0.387902100298775,0.3238898176942393,,1.0158614212668267,8172
hh,n_equip_categories,log,1,M2,-0.33505931836871206,0.1820438469084611,0.07174845288842575,*,1.0158614212668267,8172
hh,n_equip_categories,log,1,M3,-0.36969965286429307,0.16942033586716593,0.03392289529603269,**,1.0158614212668267,8172
hh,n_equip_categories,log,1,M4,-0.3369457010777912,0.2722799113167066,0.2217998460208813,,1.0158614212668267,8172
hh,n_equip_categories,log,2,M2,-0.1030801601889102,0.06155359765023739,0.1003765833973791,,1.0158614212668267,8172
hh,n_equip_categories,log,2,M3,-0.1141809516056936,0.05699276791916361,0.05067767437855659,*,1.0158614212668267,8172
hh,n_equip_categories,log,2,M4,-0.10880630509845582,0.09075894176499393,0.23635228013515538,,1.0158614212668267,8172
hh,n_equip_categories,log,3,M2,-0.11996398891447008,0.05044470543700307,0.021344935443206498,**,1.0158614212668267,8172
hh,n_equip_categories,log,3,M3,-0.12448559554272101,0.04835098871573572,0.013106963853993472,**,1.0158614212668267,8172
hh,n_equip_categories,log,3,M4,-0.1040586559289406,0.08171873791516335,0.20889259022218104,,1.0158614212668267,8172
hh,n_equip_categories,log,5,M2,-3.598965341966391,1.5898313663823418,0.028052810704346634,**,1.0158614212668267,8172
hh,n_equip_categories,log,5,M3,-3.7407932754500557,1.5400953884253905,0.018857240882632628,**,1.0158614212668267,8172
hh,n_equip_categories,log,5,M4,-3.2158388354223804,2.5367875101444772,0.21090276791597232,,1.0158614212668267,8172
hh,n_equip_categories,raw,0,M2,0.08822789393040631,0.033762214439354093,0.0118786279738147,**,1.0158614212668267,8172
hh,n_equip_categories,raw,0,M3,0.1074284558437183,0.06880555810348393,0.12488106226228152,,1.0158614212668267,8172
hh,n_equip_categories,raw,0,M4,0.05098072437262239,0.07490933545421441,0.4993496973108096,,1.0158614212668267,8172
hh,n_equip_categories,raw,1,M2,-0.0065915816624856904,0.023224047490049287,0.7777398262246678,,1.0158614212668267,8172
hh,n_equip_categories,raw,1,M3,-0.0811884238723634,0.04559902995810839,0.08119686053594645,*,1.0158614212668267,8172
hh,n_equip_categories,raw,1,M4,-0.06809703823761633,0.04723256970920167,0.1557371103332655,,1.0158614212668267,8172
hh,n_equip_categories,raw,2,M2,-6.515262404221955e-6,0.0077976845261858024,0.9993367295845523,,1.0158614212668267,8172
hh,n_equip_categories,raw,2,M3,-0.025800324423384792,0.014981723140691173,0.09135537712499375,*,1.0158614212668267,8172
hh,n_equip_categories,raw,2,M4,-0.022663541074910698,0.01566296695372001,0.15427819359739078,,1.0158614212668267,8172
hh,n_equip_categories,raw,3,M2,-0.008471338377682484,0.006706078652196172,0.21248332986595042,,1.0158614212668267,8172
hh,n_equip_categories,raw,3,M3,-0.025863733894258972,0.01399143534244919,0.07056302083522066,*,1.0158614212668267,8172
