lgcode,n_firms,rev_total,exp_total,wage_bill_total,value_added_total,profit_proxy_total,cap_total,cap_fixed_total,emp_total,log_rev_total,log_exp_total,log_value_added_total,log_profit_proxy_total,log_cap_total,log_emp_total,mean_rev_per_worker,median_rev_per_worker,p90_rev_per_worker,mean_value_added_per_worker,median_value_added_per_worker,mean_profit_per_worker,median_profit_per_worker,mean_capital_per_worker,median_capital_per_worker,mean_revenue_per_capital,median_revenue_per_capital,mean_profit_margin,median_profit_margin,wage_share_of_revenue,value_added_share_of_revenue,capital_intensity_aggregate,share_positive_revenue,share_positive_capital
20407,1284,5512164336,664599888,59714172,4847564448,4847564448,624301554,156093904,2189,22.430223184618264,20.314695746867,22.301742240299557,22.301742240299557,20.252144070818556,7.691656822810547,805225.2938584022,144000,720000,510158.9496364455,60000,510158.9496364455,60000,260285.00572456323,25000,11.791842111967496,7.2,0.37051748631057085,0.4666666666666667,0.010833162503883664,0.879430320380782,285199.4307903152,0.9984423676012462,0.9937694704049844
20408,821,149378370144,2868004188,439445304,146510365956,146510365956,1523558405,397574719,3056,25.729748321017844,21.776882220282438,25.710362020286013,25.710362020286013,21.144314492379852,8.025189321890835,91553069.93336377,256777.3333333333,1800000,90125145.94286525,90000,90125145.94286525,90000,728075.4561897401,75000,8.406060486489062,4.8,0.2724608760276918,0.28,0.0029418268761158455,0.9808004051374021,498546.5984947644,0.9890377588306942,0.9805115712545676
20409,681,700321668,694125108,41851236,6196560,6196560,355948375,119088379,1284,20.367050314600274,20.358162774558267,15.639505018705536,15.639505018705536,19.690296267065204,7.158513997329321,597930.3699321481,180000,1080000,122328.77241674135,60000,122328.77241674135,60000,195692.9195026542,45500,27.512488774888634,5.4,0.07682351670448019,0.3333333333333333,0.059760018734705204,0.008848162613183632,277218.3605919003,1,0.9985315712187959
20410,844,587896416,387399060,85824156,200497356,200497356,603792555,356190336,2267,20.192061328780003,19.774965885082917,19.116311622579126,19.116311622579126,20.21874124657539,7.7266536648476425,296255.0182637603,144000,560000,105441.0792699257,40000,105441.0792699257,40000,273984.8379098436,52000,5.7832953296578244,2.88,0.08875256527018399,0.3333333333333333,0.14598516620315644,0.3410419770274633,266339.9007498897,0.9964454976303317,0.9917061611374408
20411,625,452998440,303467616,31367748,149530824,149530824,1032862702,411447886,2656,19.931399241940284,19.53078546425384,18.823013116832307,18.823013116832307,20.75560010731146,7.884952945759814,229905.22260000353,84000,360000,49958.260716266355,31200,49958.260716266355,31200,391685.0170554425,87500,3.4597200537185775,0.9818181818181818,-0.5085559792305144,0.4166666666666667,0.06924471527981421,0.33009125594339794,388879.0293674699,0.9952,0.9936
20412,237,144828096,103134756,30295236,41693340,41693340,2332642790,89115990,461,18.7910580591478,18.451547011476894,17.545851985768103,17.545851985768103,21.57026770681846,6.135564891081739,326402.0041938371,216000,600000,117491.68847973405,72000,117491.68847973405,72000,7812768.143886118,125000,4.337160305541019,1.8,0.2502288141635765,0.35,0.20918065511266543,0.287881572371151,5059962.668112799,1,1
20413,714,789591048,570618060,113902548,218972988,218972988,916303334,282545564,1382,20.487025709899736,20.162230648889075,19.20445894227449,19.20445894227449,20.63585801956649,7.232010331664759,544957.2526453376,180000,960000,156762.52871772277,55200,156762.52871772277,55200,602944.6340091047,80000,6.486530838544489,3,-1.2042330480982555,0.3333333333333333,0.1442551157190931,0.277324557509421,663027.01447178,0.9915966386554622,0.9915966386554622
20414,756,720995124,452091312,96910128,268903812,268903812,435801150,182711600,2098,20.396142933783924,19.929394737304737,19.40986430113112,19.40986430113112,19.892696621591085,7.649216319820633,395478.04839779355,120000,360000,170422.84797998544,36000,170422.84797998544,36000,190754.27331617038,50000,7.010719439962767,2.7,0.3015889783622226,0.3333333333333333,0.13441162744950824,0.37296203961567986,207722.18779790276,0.9894179894179894,0.9880952380952381
20415,1393,3608449416,2859021780,428828520,749427636,749427636,1824635157,644773377,4261,22.006543992642452,21.773745368655607,20.434820322480256,20.434820322480256,21.324645890570856,8.357493812658563,660259.7856835017,180000,900000,265969.45303844014,60000,265969.45303844014,60000,443581.35322652286,75000,7.109483459341638,2.7,0.06929433049170258,0.3333333333333333,0.11884010846835161,0.20768688974189572,428217.59141046705,0.964824120603015,0.9662598707824839
20501,2025,3314260296,2078819040,372450684,1235441256,1235441256,5984764431,1919220505,6392,21.921500297525334,21.455065800667928,20.934694036329773,20.934694036329773,22.51248281544907,8.762958920766726,541148.521771699,240000,1080000,181059.3306153056,88844.44444444444,181059.3306153056,88844.44444444444,490234.8682180547,150000,2348.11153650296,1.8,0.2751242245546856,0.3333333333333333,0.11237822341519552,0.372765306783858,936289.8045994993,0.9787654320987654,0.9846913580246913
20502,1428,30288903096,28168070400,1399302024,2120832696,2120832696,4544490222,1451099923,5527,24.13404724795909,24.061454918121516,21.475074630115603,21.475074630115603,22.237181396128992,8.617581365447506,673835.2344437669,240000,900000,216146.4048236533,84000,216146.4048236533,84000,391472.9766481377,100000,77.53310026244269,2.4,-0.5694303005184022,0.37142857142857144,0.04619850443460906,0.07002012219716469,822234.5254206622,0.9698879551820728,0.9726890756302521
20503,829,1974054276,907735272,71328240,1066319004,1066319004,1802237959,603039554,2664,21.40335527352701,20.62646334449726,20.787478372143838,20.787478372143838,21.312295040688433,7.887959336599945,686586.3170753389,180000,900000,349470.33642402955,48000,349470.33642402955,48000,469471.25637619896,100000,6.139909732437762,1.899092558983666,-0.12962796955721045,0.2857142857142857,0.03613286669327627,0.5401670141312771,676515.7503753754,0.9300361881785284,0.9734620024125452
20504,1767,2359178808,920243796,169283076,1438935012,1438935012,1889879944,692080337,3595,21.58157943314287,20.640149189641058,21.087169102608772,21.087169102608772,21.359779142836388,8.18757739559151,647767.1009257002,180000,919350.0000000006,385335.15055014164,75600,385335.15055014164,75600,368923.19521732675,50000,261.68168941553296,3.9473684210526314,-10.126806625585255,0.5,0.07175508504313421,0.6099304584801103,525696.7855354659,0.9745331069609507,0.9683078664402943
20505,673,900941256,722552700,85116084,178388556,178388556,632494570,244725190,1868,20.618950615888892,20.398300917851234,18.999474633676293,18.999474633676293,20.265182195129903,7.533158807455563,621594.3977879845,360000,1080000,152035.19240473254,120000,152035.19240473254,120000,272184.41980542004,125000,5.6455912190750714,3.6923076923076925,0.23598685086352772,0.3333333333333333,0.09447462132869626,0.1980024278075684,338594.52355460386,0.9910846953937593,0.9940564635958395
20506,1554,2556549960,1308313380,106768068,1248236580,1248236580,1333240616,717933351,4228,21.66192451502758,20.992004649205306,20.944997657036858,20.944997657036858,21.010878369730367,8.34972083747249,745296.5438694248,180000,824000.0000000055,432248.77621227707,60000,432248.77621227707,60000,213903.77150908735,59523.80952380953,5.394172832458904,3.36,0.27861212441116534,0.3333333333333333,0.04176255878840717,0.4882504154153123,315336.0018921476,0.9491634491634492,0.9736164736164736
20507,435,33916876296,367240308,33918720,33549635988,33549635988,776887984,585157181,1214,24.247178553328833,19.72152698465103,24.236291850498983,24.236291850498983,20.47080673449021,7.102499355774649,78917204.62783942,240000,1142400.0000000002,77556464.83401506,75300,77556464.83401506,75300,385141.4891083069,97083.33333333334,293.0865516234852,3.141361256544503,-0.028930595384681016,0.27721088435374147,0.0010000543594871152,0.9891723428538933,639940.6787479407,0.9816091954022989,0.9839080459770115
20508,264,166419180,123429588,5228388,42989592,42989592,66642581,38514281,508,18.93002035014095,18.631181421891995,17.57646862110967,17.57646862110967,18.014854300570473,6.2324480165505225,414145.7931968032,264000,900000,112273.32627372627,90000,112273.32627372627,90000,153274.27061188812,75000,4.619873984552443,3.75,0.33140083550531196,0.3333333333333333,0.03141697970149835,0.2583211382245724,131186.18307086613,0.9848484848484849,0.9848484848484849
20509,348,191948400,140568264,19770000,51380136,51380136,103184500,48985300,666,19.072737149082037,18.76120380062667,17.75476221604962,17.75476221604962,18.452029215624446,6.502790045915623,357153.51786767447,180000,654000.000000002,92564.54435886694,60000,92564.54435886694,60000,153359.6376422786,30000,11.586219618067874,6.857142857142857,0.06245337155919476,0.375,0.10299643029064061,0.2676768131435323,154931.6816816817,0.9540229885057471,0.9683908045977011
20510,460,416433156,420258168,32026380,-3825012,-3825012,846351600,456043500,947,19.847236519296732,19.856379768493582,0,0,20.55644543524998,6.854354502255021,487605.5675249827,184500,1038000,-25171.660133620917,24000,-25171.660133620917,24000,384585.0314801901,108000,5.482035718567942,1.8,-0.1624952759522787,0.16666666666666666,0.07690641232226955,-0.00918517640799956,893718.6906019007,0.9478260869565217,0.9934782608695653
20511,528,721543200,431647032,44540160,289896168,289896168,172517758,49673626,1288,20.39690281103154,19.883118758997718,19.485033378902877,19.485033378902877,18.966010739861265,7.161622002939187,422279.35795708845,180000,600000,167734.70344328842,84000,167734.70344328842,84000,168278.9154941924,80000,196.70311552420824,2.187692307692308,0.024454307022935995,0.4666666666666667,0.06172902745116301,0.4017724344155693,133942.35869565216,0.9924242424242424,0.9924242424242424
20512,408,234959580,160845408,41670864,74114172,74114172,185533400,105944966,904,19.274924061570786,18.895954269121987,18.121117340532823,18.121117340532823,19.038745483102225,6.807934943699926,307786.59833396075,192000,600000,119072.69448487631,84000,119072.69448487631,84000,196684.11311838328,100000,4.990054513386232,2,0.1855570399402019,0.4,0.1773533303047273,0.3154337099172547,205236.06194690266,0.9901960784313726,0.9926470588235294
20513,325,309110112,251086800,39154896,58023312,58023312,171382748,91518653,639,19.549208124134267,19.341309258030986,17.876355436026987,17.876355436026987,18.95940991145471,6.461468176353717,777694.7457420985,294000,1458000.0000000007,182829.7363211148,120000,182829.7363211148,120000,266578.90638130787,170000,8.980261209501435,1.92,0.18074609449180204,0.5611111111111111,0.12666973508779938,0.1877108180789634,268204.61345852894,0.9784615384615385,0.9261538461538461
20514,282,293072052,214998792,67889796,78073260,78073260,175220190,113206600,528,19.49592905142505,19.186142972122692,18.17315818743035,18.17315818743035,18.98155397526011,6.270988431858299,424568.93577137147,240000,600000,169206.37920679557,84000,169206.37920679557,84000,235236.16337910455,140000,4.069228313896107,2.16,0.3824867648480384,0.3675438596491228,0.23164882334123077,0.2663961284169123,331856.42045454547,0.9929078014184397,0.9645390070921985
20515,290,156680052,94792992,16614216,61887060,61887060,164245076,28090417,941,18.869716405030932,18.367206050991403,17.940821685110194,17.940821685110194,18.916870242277067,6.848005274576363,366909.64852924854,216000,720000,160011.26372470122,120000,160011.26372470122,120000,238768.04602467362,125000,3.7104720707690966,1.8,-115.26090844105886,0.5,0.10603912743148694,0.39499003995735205,174543.12008501595,0.993103448275862,0.993103448275862
20516,621,316524216,319211952,65810256,-2687736,-2687736,353118384,196864118,1291,19.57291031162928,19.581365869580672,0,0,19.682313926946158,7.163946684342547,282691.02349573135,180000,480000,111051.3655626404,66000,111051.3655626404,66000,204014.06313437328,60000,8.970088282279697,2.4,-146.77516174461087,0.4,0.20791539058736663,-0.008491407178779648,273523.14794732764,0.9565217391304348,0.9790660225442834
20517,1016,1055562420,671063964,108056496,384498456,384498456,436487382,301262253,1756,20.7773395623008,20.324375018261396,19.76745033389802,19.76745033389802,19.89427002790063,7.471363088187097,557930.7015707651,300000,1200000,165846.97787454713,120000,165846.97787454713,120000,173888.9116882037,50000,404.8046975396819,6,0.23459382428156345,0.35714285714285715,0.10236864628052977,0.36425932632198105,248569.12414578587,0.9872047244094488,0.9862204724409449
20518,341,169876320,117788220,40594620,52088100,52088100,194768200,166815000,518,18.950581206711455,18.58439883267124,17.768447092923218,17.768447092923218,19.087320696628026,6.251903883165888,337393.0286478228,262000,720000,135229.93601986248,108000,135229.93601986248,108000,184490.75884899416,128333.33333333334,5.890637530338032,2.138095238095238,0.3740777235447735,0.4,0.23896573695497994,0.30662366597063084,376000.3861003861,0.9970674486803519,0.9970674486803519
20519,200,123080112,107010132,19146696,16069980,16069980,74497000,32613000,338,18.62834602651974,18.48843408887691,16.592463555385677,16.592463555385677,18.126269427505974,5.82600010738045,234315.37357467532,120000,360000,97928.0012987013,63900,97928.0012987013,63900,142241.16883116882,100000,6.664684497221445,1.5,0.36089632898295226,0.5,0.15556287436592517,0.13056520455554996,220405.32544378698,1,1
20520,1466,3286505412,3424394796,159914664,-137889384,-137889384,2297181010,1415003369,2845,21.913090652707474,21.954190591441193,0,0,21.554948560770153,7.953669778649798,848146.9158692842,600000,1500000,180973.85219191722,156000,180973.85219191722,156000,355320.5469126359,175000,4.312641869415781,3.6,0.22567955630824094,0.2857142857142857,0.04865796460158089,-0.04195623214144885,807444.9947275922,0.9965893587994543,0.9965893587994543
20601,2865,6457724256,6282554052,486059280,175170204,175170204,8055701250,1598624560,9285,22.588542810476827,22.561042431085557,18.981268659218863,18.981268659218863,22.8096459076383,9.136263168579868,917702.1158576158,360000,1800000,222728.38501442916,120000,222728.38501442916,120000,371136.5998239642,83333.33333333333,16.29816311921987,4.8,0.20862965294682145,0.3333333333333333,0.07526789016245045,0.027125686550838073,867603.7964458804,0.9706806282722513,0.9703315881326352
20602,709,1479539208,1338467496,160351704,141071712,141071712,788606561,280071660,3799,21.114996530974164,21.014791137477058,18.764778921884737,18.764778921884737,20.485778100448503,8.242756345714477,645800.2717625574,180000,1440000,59891.72211465299,34666.66666666667,59891.72211465299,34666.66666666667,215585.54010048343,65000,14.75560486270306,2.769230769230769,-2.2985093396202085,0.2857142857142857,0.1083794894606132,0.0953484106654374,207582.6693866807,0.8744710860366713,0.997179125528914
20603,603,554971200,443835768,22774572,111135432,111135432,390089466,157445600,1603,20.134426780274282,19.91096516233081,18.52626013265574,18.52626013265574,19.781886673343323,7.38025578842646,315726.83615998254,180000,630000,91941.68402467808,60000,91941.68402467808,60000,247895.58844210784,85000,4.296790297885599,2.4,0.19002148628749557,0.28,0.04103739437289719,0.20025441320198237,243349.6356830942,0.9917081260364843,0.988391376451078
20604,711,6676961892,3096113628,9867660,3580848264,3580848264,537041351,235190024,3001,22.621928914602023,21.85341349387378,21.998865554822586,21.998865554822586,20.101585655094954,8.007034012193408,1013786.9032842831,200000,900000,577065.5325505247,60000,577065.5325505247,60000,187352.4162490205,100000,16.394652587916706,2.88,0.24096349586456403,0.2944444444444444,0.0014778667543127561,0.5362990416779811,178954.13228923694,0.9592123769338959,0.960618846694796
20605,552,3413234772,1257288612,211962348,2155946160,2155946160,529100021,197140137,2947,21.95092629237511,20.95222334481358,21.4914955179745,21.4914955179745,20.086688049454402,7.988882253309227,595632.3243061046,188499,894000.0000000021,242671.55983497924,60000,242671.55983497924,60000,221933.06573185578,70000,12.15466272577077,2.4,0.3280271798118894,0.375,0.062100137306347586,0.6316430905034739,179538.52086868,0.9818840579710145,0.9855072463768116
20606,433,296334192,237599592,18252000,58734600,58734600,119855026,51128133,1227,19.506998405818234,19.286097432488333,17.88853956599325,17.88853956599325,18.601793462061828,7.113142108707088,342914.3181977921,180000,720000,92333.8106599283,60000,92333.8106599283,60000,111477.64038200422,50000,4.852049938031994,3.6,0.2594018149120713,0.3333333333333333,0.061592622426776863,0.19820392511438573,97681.35778321109,0.9792147806004619,0.9792147806004619
20607,478,830658612,709054212,103893360,121604400,121604400,311178692,160610042,1878,20.537729453731146,20.379442545607027,18.61628371927562,18.61628371927562,19.555877880700873,7.538494999413465,458471.62748039706,270000,783442.6229508197,109186.59094391411,90000,109186.59094391411,90000,155038.04562167777,90000,10.388121141546154,4,0.2997284337911155,0.3333333333333333,0.12507347603349714,0.14639515950747767,165696.8541001065,0.9748953974895398,0.9748953974895398
20608,1489,4845306924,5374443456,342139692,-529136532,-529136532,7344963815,1181867763,5377,22.3012764290959,22.404920862715482,0,0,22.717280720215665,8.59007183682881,954472.9224276032,320000,1440000,-528921.0973683121,72000,-528921.0973683121,72000,394169.0347508201,100000,9.670862241299222,3.6,-0.42253741471862133,0.25,0.07061259428278893,-0.10920598845432397,1365996.6180026038,0.9738079247817327,0.9758226997985225
20609,271,143821416,148498800,37246200,-4677384,-4677384,264138500,112221300,559,18.784082928183604,18.816087442100358,0,0,19.391984148543006,6.327936783729195,216457.31294384628,120000,458399.9999999999,48847.266447133115,60000,48847.266447133115,60000,264694.4135083024,139928.57142857142,2.1614667632148055,1,0.18410763631027732,0.38461538461538464,0.2589753392498931,-0.032522166239831764,472519.67799642216,0.996309963099631,0.996309963099631
20610,360,509667408,482400408,27335340,27267000,27267000,157299944,81166344,783,20.04926893173169,19.994285051221002,17.121187774443385,17.121187774443385,18.873665018378095,6.664409020350408,680772.6409347825,300000,1440000,43883.03062800229,86400,43883.03062800229,86400,184371.5908749353,100000,8.176290480229412,3.6,-0.003883045474517043,0.25,0.05363368261523209,0.05349959517128865,200893.92592592593,0.9916666666666667,0.9916666666666667
20611,586,933696264,825208596,45412932,108487668,108487668,454252696,248154980,1455,20.65466174523195,20.531146757187567,18.50214707471658,18.50214707471658,19.934164202482147,7.283448228756631,603210.9397476239,180000,936000.0000000014,74783.27503680682,60000,74783.27503680682,60000,248550.42312690982,60000,11.267599728409907,3.9308494783904617,-0.14691507922862657,0.3333333333333333,0.04863779984022727,0.11619160553907924,312201.1656357388,0.9812286689419796,0.9778156996587031
20612,470,204466104,105167316,12937416,99298788,99298788,62237718,33609943,801,19.13591277398852,18.471063135093495,18.413643933573464,18.413643933573464,17.946471788705257,6.687108607866515,280207.03242355835,180000,420000,103088.16530974448,60000,103088.16530974448,60000,103903.81874871161,60000,5.0264711330253355,2.72,0.1424275236363455,0.3333333333333333,0.06327413564842024,0.4856491421189304,77700.02247191011,0.9425531914893617,0.9382978723404255
20613,550,453782508,332629308,24672108,121153200,121153200,341128149,173582411,1386,19.933128586156005,19.62253924170659,18.612566426668927,18.612566426668927,19.647768771101845,7.234898420314831,359261.8162437106,180000,600000,113857.77066014745,72000,113857.77066014745,72000,160381.87201092183,30000,7.766256612742624,6.24,0.3264346876634269,0.3333333333333333,0.05436989651438923,0.2669851699087529,246124.20562770564,0.9945454545454545,0.9945454545454545
20614,366,510124176,378267888,5100108,131856288,131856288,242067478,43509009,638,20.050164738358877,19.751113203632055,18.697223167767877,18.697223167767877,19.30472708409561,6.459904454377535,560015.667350964,288000,1163999.9999999986,167417.06979778214,96000,167417.06979778214,96000,265677.56404151407,80000,6.464224739991882,3.6,0.1396609777223228,0.3333333333333333,0.009997777482320305,0.2584788061485641,379416.1097178683,0.994535519125683,0.9836065573770492
20615,335,446788104,2672259228,256189836,-2225471124,-2225471124,6443264108,55422404,736,19.917595002154975,21.7061901047563,0,0,22.586301097881595,6.602587892189336,604590.5905872446,240000,1080000,-655923.4710719878,80000,-655923.4710719878,80000,1060901.8348210722,50000,8.67809976591505,5.6,-2.2226688545553936,0.3,0.5734034404819337,-4.9810438193761755,8754434.929347826,0.982089552238806,0.982089552238806
20616,307,174472776,136854228,48078336,37618548,37618548,135875110,90900203,703,18.977279281705936,18.73442689542143,17.443007811183698,17.443007811183698,18.727246720332637,6.556778356158042,275332.4614462144,180000,539257.5000000002,73169.95696003477,57000,73169.95696003477,57000,105213.35399013016,50000,5.438354399935743,3.7199999999999998,0.24335795938046487,0.3333333333333333,0.27556354121401727,0.21561270968715485,193278.9615931721,0.9837133550488599,0.9837133550488599
20617,1208,10813437372,7796138964,217752408,3017298408,3017298408,1512970816,541141126,3915,23.104055398903395,22.776894443599613,21.82762770141345,21.82762770141345,21.13734098339741,8.272826003650401,2548730.2973071192,360000,2000000,642003.832126342,120000,642003.832126342,120000,378337.29384573444,100000,13.198770851600715,4,0.1542581986412233,0.3333333333333333,0.020137205266832336,0.2790323099121936,386454.8699872286,0.9834437086092715,0.9759933774834437
20618,497,407010312,353230608,41064948,53779704,53779704,174189546,122660536,1172,19.824349082152178,19.682631684887053,17.800406723479423,17.800406723479423,18.975654614841734,7.067319848653476,262657.6032085213,80000,390000,44580.45380154819,24000,44580.45380154819,24000,134845.12057137347,25000,6.681090929113864,2.9066666666666663,0.30981648502646675,0.25,0.10089412181772928,0.1321335170495631,148625.8924914676,0.971830985915493,0.9758551307847082
20701,885,1736833848,945015108,74782176,791818740,791818740,1145896023,616934434,2061,21.27532966562909,20.666711473689993,20.489843061211975,20.489843061211975,20.859452721628898,7.631431664576906,667579.0254223389,336000,1080000,226939.56875169175,105000,226939.56875169175,105000,326316.65488849895,100000,5.522658934220997,3.4642857142857144,0.3233534933373037,0.3333333333333333,0.04305660906258432,0.4558978056028765,555990.30713246,0.984180790960452,0.9807909604519774
20702,703,1700973972,1450209696,225014244,250764276,250764276,1928716511,1434210013,2897,21.254466849243663,21.09497400154332,19.340023920373895,19.340023920373895,21.38012059895041,7.971776122880628,720103.4668489933,240000,1445333.3333333344,121192.72559159543,66000,121192.72559159543,66000,313835.7500000349,130000,7.25777490515307,2.4,0.20004074795197763,0.3,0.13228553035143092,0.14742393483255486,665763.3797031412,0.9672830725462305,0.9672830725462305
20703,3105,52258012656,46852874580,2683617588,5405138076,5405138076,32878536758,22675789939,18549,24.679459068321155,24.570278200867033,22.410615833872246,22.410615833872246,24.21608590368062,9.82822506803558,1025347.2856585865,300000,1373571.4285714428,396064.72547560063,96000,396064.72547560063,96000,878397.4934139245,100000,1599.0543064923563,3.6,0.300884906517177,0.3333333333333333,0.05135322702884838,0.10343175718488425,1772523.4113968408,0.9752012882447665,0.9732689210950081
20704,523,1118396604,768266892,233220564,350129712,350129712,722920743,376740100,3257,20.83516189385266,20.45964774766901,19.673814252360767,19.673814252360767,20.398810153090704,8.08886878916199,420817.91506615764,180000,600000,162807.6311058921,72000,162807.6311058921,72000,185079.13614198857,60000,6.405254452727883,2.5714285714285716,0.3964014440346764,0.48,0.20853118041120233,0.31306399782308353,221959.08596868283,0.9082217973231358,0.9082217973231358
20705,308,2812326912,2621009412,208648392,191317500,191317500,580169079,193148744,1304,21.757278060538717,21.68682535265857,19.069444914805217,19.069444914805217,20.178830136263223,7.173958319756794,719960.3192717617,240000,1080000,187726.00183123926,120000,187726.00183123926,120000,323909.9267491349,75000,7.937072804363594,4.114285714285714,0.48083696244086094,0.5,0.07419066080465683,0.0680281866178721,444914.9378834356,0.9642857142857143,0.9642857142857143
20706,414,402808908,267223824,76247496,135585084,135585084,327680300,233018000,1313,19.813972836240357,19.403597161070927,18.72510993479557,18.72510993479557,19.60754899895404,7.1808311990445555,260368.95045781138,180000,540000,59682.92734088234,72000,59682.92734088234,72000,188780.37396618907,85000,2.989470940966617,2.4,0.33571860513445356,0.37936507936507935,0.18928949803662237,0.3365990207942472,249566.10814927646,0.9806763285024155,0.9806763285024155
20707,424,2518444236,523556376,92017608,1994887860,1994887860,678077674,476356518,1776,21.646907181550876,20.076155274931082,21.41385367568333,21.41385367568333,20.334772404239366,7.482681828154651,2800285.647061589,300000,1200000,2382909.061496222,120000,2382909.061496222,120000,550407.6733536471,100000,322.911819005945,3.5,0.27311891585093157,0.4444444444444444,0.03653748083227363,0.7921111897114882,381800.4921171171,0.9929245283018868,0.9929245283018868
20708,2334,6570399336,5367396552,961135380,1203002784,1203002784,7198531960,5894122965,7726,22.605840449483154,22.403608814685654,20.90808658898199,20.90808658898199,22.697142947873594,8.952475967933584,638921.6938843775,247192.32,1080000,221048.0374127749,92000,221048.0374127749,92000,284156.8957199617,100000,29750.043757016007,2.88,0.3538700737907556,0.375,0.14628264293371407,0.1830943177850096,931728.185348175,0.9850042844901457,0.980719794344473
20709,227,344257008,276682260,53795436,67574748,67574748,182077732,51439188,628,19.656899055569113,19.438380333558598,18.02874493572847,18.02874493572847,19.019944258253553,6.444131256700441,356830.35581693705,200760,600000,82247.51192743659,54000,82247.51192743659,54000,204509.57142653115,68965.5172413793,4.006260199717431,3,0.02263629195024035,0.3,0.15626533302119444,0.19629156830410843,289932.6942675159,0.9823788546255506,1
20710,366,341963064,389897844,55856664,-47934780,-47934780,217169413,170129500,1421,19.650213292118753,19.78139532687933,0,0,19.196188316586877,7.259819610363186,426340.8764569318,180000,900000,44600.9491454664,63000,44600.9491454664,63000,206603.11564310032,75000,8.815802979144745,3,0.282957077859169,0.3333333333333333,0.16334121979910673,-0.14017531437254874,152828.5805770584,0.9863387978142076,0.9808743169398907
20711,331,671759796,600132420,39486816,71627376,71627376,394365000,355632200,719,20.325411389648277,20.212660890496057,18.086987919184985,18.086987919184985,19.79278743689713,6.579251212010101,939506.0415624253,348287.4,1350000,137430.38405704725,108000,137430.38405704725,108000,405342.039478926,150000,8.718533861227545,2.713636363636364,0.3221506193562608,0.3333333333333333,0.05878115397069699,0.10662647039389062,548490.959666203,0.9848942598187311,0.9848942598187311
20712,875,595080780,338507892,83895240,256572888,256572888,1612756290,1250979190,1898,20.204207720681037,19.6400579676223,19.362923349848447,19.362923349848447,21.201210534159593,7.549082710812286,387746.9640195469,240000,720000,178055.67030618252,120000,178055.67030618252,120000,994224.0793036156,87500,366.1265811092947,2.9761660686827267,0.49754324908195047,0.5833333333333334,0.14098126308162734,0.4311564019930202,849713.5353003162,0.9817142857142858,0.984
20713,474,318975384,207781728,30343680,111193656,111193656,233578189,106644548,1062,19.580624494762496,19.151998706873414,18.526783896786927,18.526783896786927,19.26902743983356,6.968850378341948,341515.3382222646,240000,540000,132739.80674714292,114000,132739.80674714292,114000,250731.16015912057,55000,4999.341161948757,3.6,-129.50023794645693,0.5,0.09512859462534576,0.3485963543820046,219941.7975517891,0.9852320675105485,0.9810126582278481
20714,1020,1466522172,1198296720,215164524,268225452,268225452,948581850,657675475,3087,21.106159565940168,20.904166986272468,19.407338427366263,19.407338427366263,20.670478638819077,8.035278911144667,618946.4876464896,270000,1080000,120772.17032441623,80000,120772.17032441623,80000,240706.41396918666,100000,780.2124395682227,2.46,0.261862332001935,0.3333333333333333,0.1467175390240196,0.1828990090440992,307282.75024295435,0.9862745098039216,0.9852941176470589
20715,154,91296408,68324448,16493280,22971960,22971960,90563451,40563951,365,18.329622012918733,18.039778225347792,16.94978494324592,16.94978494324592,18.32156129006722,5.902633333401366,263660.7179469768,150000,528000.0000000007,78176.5974025974,48000,78176.5974025974,48000,247305.85581397542,80000,3.121734265651077,1.84,0.24789349959492207,0.29411764705882354,0.1806563955944466,0.2516195379778797,248119.04383561644,0.9935064935064936,0.9935064935064936
20716,306,146727720,109397868,28258776,37329852,37329852,310973143,290619143,661,18.804089189133634,18.510501968786205,17.43530391303142,17.43530391303142,19.555217112717063,6.495265555937008,269998.56661507656,224160,360000,89712.26432840146,84000,89712.26432840146,84000,438742.6907215221,100000,90.96449973546773,2,0.3677074113525312,0.4,0.1925933013884493,0.2544158118179714,470458.61270801816,0.9967320261437909,0.9967320261437909
20801,615,550562184,446680836,82811724,103881348,103881348,833549525,364343052,1385,20.126450468692,19.917354886364773,18.458759930812356,18.458759930812356,20.541203677706,7.234177179749849,405365.95357204275,213000,875431.5428571436,100908.60452057094,63000,100908.60452057094,63000,387520.6866593908,100000,6.112725546195502,2.4,0.2786825215348355,0.3333333333333333,0.15041302582452704,0.18868231603789193,601840.8122743682,0.975609756097561,0.9788617886178862
20802,469,370453896,295767504,26883612,74686392,74686392,134563030,85940056,949,19.73023956040989,19.505084247575002,18.12880847822294,18.12880847822294,18.71754327920276,6.856461984594587,340254.0346017217,189000,540000,97521.5616796873,60000,97521.5616796873,60000,153027.2240051836,70000,8.438192551098881,2.742857142857143,0.329361840238398,0.3333333333333333,0.07256938660998723,0.2016077919720407,141794.5521601686,0.9808102345415778,0.9786780383795309
20803,390,392145600,269101200,102904860,123044400,123044400,304795700,209503500,1325,19.78714375991372,19.410598078712074,18.628055831937573,18.628055831937573,19.53515227734659,7.189922170745808,144601.83923952986,84000,240000,67068.9993585161,30000,67068.9993585161,30000,173161.3150280179,50000,3.0473308083988893,1.6679785330948123,0.44733326082048425,0.42857142857142855,0.26241492955677687,0.31377223153848977,230034.49056603774,1,1
