lgcode,n_firms,emp_total,log_n_firms,log_emp_total,mean_emp_per_firm,median_emp_per_firm,p90_emp_per_firm,share_registered,share_tax_registered,share_keeps_accounts,share_operates_year_round,share_borrowed,share_uses_formal_credit,share_female_led,share_has_foreign_capital,formality_index,n_firms_size_1_worker,n_firms_size_2_9_workers,n_firms_size_10_50_workers,n_firms_size_51plus_workers,share_size_1_worker,share_size_2_9_workers,share_size_10_50_workers,share_size_51plus_workers
10209,421,1181,6.045005314036012,7.074963197966044,2.8052256532066506,2,5,0.9097387173396675,0.2558746736292428,0.8560975609756097,0.997624703087886,0.4073170731707317,0.25121951219512195,0.3854166666666667,0,0.7548339137581015,152,249,20,0,0.36104513064133015,0.5914489311163895,0.047505938242280284,0
10210,527,1972,6.269096283706261,7.587310506022615,3.7419354838709675,2,9,0.5142857142857142,0.5962962962962963,0.7106299212598425,0.9981024667931688,0.2736220472440945,0.2263779527559055,0.3075060532687651,0.003937007874015748,0.7048285996587554,138,345,43,1,0.2618595825426945,0.6546489563567363,0.08159392789373814,0.0018975332068311196
10301,702,2216,6.555356891810665,7.7039102096163115,3.156695156695157,2,6,0.31054131054131057,0.815668202764977,0.9985401459854014,0.9658119658119658,0.016058394160583942,0.004379562043795621,0.37168141592920356,0.00145985401459854,0.7726404062759137,121,566,14,1,0.17236467236467237,0.8062678062678063,0.019943019943019943,0.0014245014245014246
10302,369,1466,5.91350300563827,7.2909747781429814,3.97289972899729,2,6,0.2005420054200542,0.14864864864864866,0.9423076923076923,0.978319783197832,0.23076923076923078,0.01098901098901099,0.39644970414201186,0,0.5674545323935568,102,242,22,3,0.2764227642276423,0.6558265582655827,0.05962059620596206,0.008130081300813009
10303,265,1146,5.583496308781699,7.044905117129371,4.324528301886793,2,9,0.3471698113207547,0.2826086956521739,0.9581749049429658,0.9773584905660377,0.11787072243346007,0.04182509505703422,0.27802690582959644,0,0.641327975620483,72,170,21,2,0.27169811320754716,0.6415094339622641,0.07924528301886792,0.007547169811320755
10304,263,898,5.575949103146316,6.80128303447162,3.414448669201521,2,6,0.4220532319391635,0.08108108108108109,0.996078431372549,1,0.00784313725490196,0,0.34134615384615385,0,0.6248031860981984,17,233,13,0,0.06463878326996197,0.8859315589353612,0.049429657794676805,0
10305,456,4334,6.124683390894205,8.374476889214643,9.50438596491228,2,15,0.4649122807017544,0.3018867924528302,0.5923423423423423,0.9451754385964912,0.36036036036036034,0.21396396396396397,0.349862258953168,0,0.5760792135233546,93,282,68,13,0.20394736842105263,0.618421052631579,0.14912280701754385,0.02850877192982456
10306,353,2981,5.869296913133774,8.000349495324684,8.444759206798867,2,23.80000000000001,0.4475920679886686,0.27848101265822783,0.8202898550724638,0.9971671388101983,0.15072463768115943,0.06666666666666667,0.4098939929328622,0,0.6358825186323896,35,254,54,10,0.09915014164305949,0.7195467422096318,0.1529745042492918,0.028328611898016998
10307,911,3333,6.815639990074331,8.111928063310739,3.658616904500549,2,5,0.6278814489571899,0.3758741258741259,0.9210822998872604,1,0.14430665163472378,0.0935738444193912,0.3803680981595092,0,0.7312094686796441,206,655,47,3,0.2261251372118551,0.7189901207464325,0.05159165751920966,0.003293084522502744
10308,189,2760,5.247024072160486,7.923348211930154,14.603174603174603,2,29.200000000000017,0.3439153439153439,0.12307692307692308,0.994535519125683,1,0.10989010989010989,0.09340659340659341,0.44715447154471544,0,0.6153819465294875,51,85,44,9,0.2698412698412698,0.4497354497354497,0.2328042328042328,0.047619047619047616
10401,327,4163,5.793013608384144,8.33423142973486,12.730886850152904,3,32.00000000000017,0.41284403669724773,0.2814814814814815,0.5714285714285714,0.9969418960244648,0.13636363636363635,0.06493506493506493,0.423963133640553,0,0.5656739964079414,25,244,37,21,0.0764525993883792,0.746177370030581,0.11314984709480122,0.06422018348623854
10402,1442,5622,7.274479558773871,8.634620608292202,3.89875173370319,2,8,0.5922330097087378,0.629976580796253,0.5166051660516605,0.9993065187239945,0.4059040590405904,0.3335793357933579,0.354759967453214,0.004431314623338257,0.6845303188201615,405,929,102,6,0.28085991678224687,0.644244105409154,0.07073509015256588,0.004160887656033287
10403,557,2914,6.324358962381311,7.977625098784593,5.231597845601437,2,14,0.40754039497307004,0.3700440528634361,0.3235294117647059,1,0.34375,0.20772058823529413,0.511727078891258,0.001838235294117647,0.525278464900303,207,270,75,5,0.37163375224416517,0.48473967684021546,0.13464991023339318,0.008976660682226212
10404,479,4470,6.173786103901937,8.405367376233981,9.331941544885177,2,18,0.3235908141962422,0.535483870967742,0.4184549356223176,0.9686847599164927,0.5085836909871244,0.09227467811158799,0.2884097035040431,0.002145922746781116,0.5615535951756986,98,296,71,14,0.2045929018789144,0.6179540709812108,0.14822546972860126,0.029227557411273485
10405,328,1154,5.796057750765372,7.051855622955894,3.518292682926829,2,8,0.3170731707317073,0.2980769230769231,0.590443686006826,0.9939024390243902,0.18430034129692832,0.09215017064846416,0.2567049808429119,0,0.5498740547099616,38,267,23,0,0.11585365853658537,0.8140243902439024,0.0701219512195122,0
10406,269,734,5.598421958998375,6.5998704992128365,2.7286245353159853,2,5,0.5204460966542751,0.4857142857142857,0.3125,1,0.1328125,0.046875,0.3384615384615385,0.00390625,0.5796650955921402,95,162,12,0,0.35315985130111527,0.6022304832713755,0.04460966542750929,0
10407,422,1340,6.0473721790462776,7.201170883281678,3.175355450236967,2,6,0.4052132701421801,0.3742690058479532,0.3,0.9976303317535545,0.23658536585365852,0.12926829268292683,0.42857142857142855,0.00975609756097561,0.519278151935922,137,264,20,1,0.3246445497630332,0.6255924170616114,0.04739336492890995,0.002369668246445498
10408,522,1634,6.259581464064923,7.399398083331354,3.1302681992337167,2,7,0.47701149425287354,0.6184738955823293,0.3084677419354839,1,0.4153225806451613,0.3084677419354839,0.49135802469135803,0.012121212121212121,0.6009882829426717,145,353,24,0,0.2777777777777778,0.6762452107279694,0.04597701149425287,0
10501,214,669,5.3706380281276624,6.507277712385012,3.1261682242990654,2,6,0.7850467289719626,0.35119047619047616,0.98989898989899,1,0.2828282828282828,0.15656565656565657,0.4140625,0,0.7815340487653571,37,168,9,0,0.17289719626168223,0.7850467289719626,0.04205607476635514,0
10502,304,990,5.720311776607412,6.898714534329988,3.2565789473684212,2,7,0.7763157894736842,0.3220338983050847,0.4965034965034965,1,0.36713286713286714,0.23776223776223776,0.4647887323943662,0,0.6487132960705664,88,195,21,0,0.2894736842105263,0.6414473684210527,0.06907894736842106,0
10503,237,588,5.472270673671475,6.3784261836515865,2.481012658227848,1,5,0.5907172995780591,0.2357142857142857,0.3686635944700461,1,0.24423963133640553,0.20276497695852536,0.35185185185185186,0,0.5487737949405977,119,111,7,0,0.5021097046413502,0.46835443037974683,0.029535864978902954,0
10504,612,1514,6.418364935936212,7.323170717943469,2.473856209150327,2,5,0.6127450980392157,0.392,0.38831615120274915,1,0.3539518900343643,0.21305841924398625,0.413953488372093,0,0.5982653123104912,220,377,15,0,0.35947712418300654,0.6160130718954249,0.024509803921568627,0
10505,1355,3714,7.212294468500341,8.220133957151859,2.740959409594096,2,5,0.6206642066420665,0.5053507728894173,0.31530139103554866,1,0.4273570324574961,0.35239567233384855,0.4316081330868762,0,0.6103290926417582,565,744,42,4,0.41697416974169743,0.5490774907749078,0.03099630996309963,0.002952029520295203
10506,214,565,5.3706380281276624,6.338594078203183,2.6401869158878504,1,5,0.5373831775700935,0.1826086956521739,0.2524271844660194,1,0.17475728155339806,0.10194174757281553,0.2,0,0.4931047644220717,120,87,7,0,0.5607476635514018,0.40654205607476634,0.03271028037383177,0
10507,459,1074,6.131226489483141,6.980075940561763,2.3398692810457518,2,4,0.4880174291938998,0.12946428571428573,0.796875,1,0.19196428571428573,0.08928571428571429,0.29310344827586204,0,0.6035891787270464,200,245,14,0,0.4357298474945534,0.5337690631808278,0.030501089324618737,0
10508,449,1056,6.1092475827643655,6.963189985870238,2.351893095768374,2,4,0.6458797327394209,0.3586206896551724,0.7240566037735849,1,0.31839622641509435,0.11556603773584906,0.4061433447098976,0,0.6821392565420445,207,227,15,0,0.4610244988864143,0.5055679287305123,0.0334075723830735,0
