lgcode,n_firms,emp_total,log_n_firms,log_emp_total,mean_emp_per_firm,median_emp_per_firm,p90_emp_per_firm,share_registered,share_tax_registered,share_keeps_accounts,share_operates_year_round,share_borrowed,share_uses_formal_credit,share_female_led,share_has_foreign_capital,formality_index,n_firms_size_1_worker,n_firms_size_2_9_workers,n_firms_size_10_50_workers,n_firms_size_51plus_workers,share_size_1_worker,share_size_2_9_workers,share_size_10_50_workers,share_size_51plus_workers
20617,1208,3915,7.097548850614793,8.272826003650401,3.240894039735099,2,5,0.49503311258278143,0.9380234505862647,0.6973018549747049,0.9966887417218543,0.22960470984020184,0.15391084945332212,0.12006861063464837,8.410428931875525e-4,0.7817617899664013,457,695,52,4,0.3783112582781457,0.5753311258278145,0.04304635761589404,0.0033112582781456954
20618,497,1172,6.210600077024653,7.067319848653476,2.358148893360161,2,3,0.2535211267605634,0.7301587301587301,0.125,0.9979879275653923,0.5100806451612904,0.08669354838709678,0.03829787234042553,0,0.5266669461211715,224,263,9,1,0.4507042253521127,0.5291750503018109,0.018108651911468814,0.002012072434607646
20701,885,2061,6.786716950605081,7.631431664576906,2.328813559322034,2,4,0.3649717514124294,0.7987616099071208,0.4284077892325315,1,0.5229357798165137,0.4736238532110092,0.3988235294117647,0,0.6480352876380204,389,471,25,0,0.43954802259887005,0.5322033898305085,0.02824858757062147,0
20702,703,2897,6.556778356158042,7.971776122880628,4.120910384068279,2,5,0.43812233285917496,0.8441558441558441,0.7536443148688047,0.9957325746799431,0.6661807580174927,0.5830903790087464,0.13230769230769232,0,0.7579137666409417,206,465,28,4,0.2930298719772404,0.6614509246088194,0.03982930298719772,0.005689900426742532
20703,3105,18549,8.041091003708633,9.82822506803558,5.973913043478261,2,5,0.48083735909822867,0.8801071667782987,0.5955130320026394,0.9967793880837359,0.38502144506763447,0.37116463213460904,0.2499151103565365,0.005278785879247773,0.7383092364907257,929,2030,106,40,0.29919484702093396,0.6537842190016103,0.03413848631239936,0.01288244766505636
20704,523,3257,6.261491684321042,8.08886878916199,6.227533460803059,2,10,0.34608030592734224,0.9226519337016574,0.8947368421052632,0.988527724665392,0.5242105263157895,0.4926315789473684,0.084,0,0.7879992015999137,176,292,41,14,0.3365200764818356,0.5583173996175909,0.07839388145315487,0.02676864244741874
20705,308,1304,5.733341276897746,7.173958319756794,4.233766233766234,2,5.300000000000011,0.42207792207792205,0.7923076923076923,0.8888888888888888,0.9512987012987013,0.45791245791245794,0.45454545454545453,0.025362318840579712,0,0.7636433011433011,115,171,19,3,0.37337662337662336,0.5551948051948052,0.06168831168831169,0.00974025974025974
20706,414,1313,6.028278520230698,7.1808311990445555,3.1714975845410627,2,3,0.23671497584541062,0.6326530612244898,0.23891625615763548,0.9927536231884058,0.41379310344827586,0.37438423645320196,0.1984732824427481,0,0.5252594791039854,63,341,6,4,0.15217391304347827,0.8236714975845411,0.014492753623188406,0.00966183574879227
20707,424,1776,6.052089168924417,7.482681828154651,4.188679245283019,2,5,0.28537735849056606,0.6942148760330579,0.8669833729216152,0.9811320754716981,0.5201900237529691,0.4821852731591449,0.05172413793103448,0,0.7069269207292344,137,272,6,9,0.3231132075471698,0.6415094339622641,0.014150943396226415,0.02122641509433962
20708,2334,7726,7.755767170102998,8.952475967933584,3.310197086546701,2,5,0.4130248500428449,0.8755186721991701,0.7716022579244464,0.9845758354755784,0.3970460469157255,0.3518679409209383,0.08023307933662036,0.00998697351280938,0.7611804039105099,751,1477,92,14,0.3217652099400171,0.6328191945158527,0.03941730934018852,0.005998286203941731
20709,227,628,5.429345628954441,6.444131256700441,2.7665198237885464,2,4,0.2907488986784141,0.6515151515151515,0.9955947136563876,0.9074889867841409,0.5462555066079295,0.4889867841409692,0.00980392156862745,0,0.7113369376585236,39,183,5,0,0.17180616740088106,0.8061674008810573,0.022026431718061675,0
20710,366,1421,5.905361848054571,7.259819610363186,3.8825136612021858,2,5,0.27049180327868855,0.7070707070707071,0.9013698630136986,0.9836065573770492,0.7123287671232876,0.5643835616438356,0.11337209302325581,0,0.7156347326850359,142,217,4,3,0.3879781420765027,0.592896174863388,0.01092896174863388,0.00819672131147541
20711,331,719,5.805134968916488,6.579251212010101,2.1722054380664653,2,4,0.2628398791540785,0.7011494252873564,0.5797546012269938,1,0.34355828220858897,0.30368098159509205,0.009708737864077669,0,0.6359359764171072,163,163,5,0,0.49244712990936557,0.49244712990936557,0.015105740181268883,0
20712,875,1898,6.775366090936392,7.549082710812286,2.169142857142857,2,4,0.3554285714285714,0.7781350482315113,0.5484988452655889,0.9977142857142857,0.4561200923787529,0.35912240184757505,0.019704433497536946,0.0011547344110854503,0.6699441876599893,347,519,9,0,0.3965714285714286,0.5931428571428572,0.010285714285714285,0
20713,474,1062,6.163314804034641,6.968850378341948,2.240506329113924,2,4,0.2088607594936709,0.7171717171717171,0.7823275862068966,1,0.32548179871520344,0.3233404710920771,0.02252252252252252,0,0.6770900157180711,184,286,4,0,0.3881856540084388,0.6033755274261603,0.008438818565400843,0
20714,1020,3087,6.928537818164665,8.035278911144667,3.026470588235294,2,5,0.3656862745098039,0.8445040214477212,0.8572844400396432,0.9882352941176471,0.4717542120911794,0.4529236868186323,0.10890052356020942,0,0.7639275075287039,327,651,40,2,0.3205882352941177,0.638235294117647,0.0392156862745098,0.00196078431372549
20715,154,365,5.043425116919247,5.902633333401366,2.3701298701298703,2,4,0.16233766233766234,0.44,0.8376623376623377,0.9935064935064936,0.45454545454545453,0.45454545454545453,0.07042253521126761,0,0.6083766233766233,51,100,3,0,0.33116883116883117,0.6493506493506493,0.01948051948051948,0
20716,306,661,5.726847747587197,6.495265555937008,2.1601307189542482,1,4.5,0.1895424836601307,0.6551724137931034,0.9934426229508196,0.9869281045751634,0.2983606557377049,0.2459016393442623,0.007017543859649123,0,0.7062714062448043,190,109,7,0,0.6209150326797386,0.3562091503267974,0.02287581699346405,0
20801,615,1385,6.423246963533519,7.234177179749849,2.252032520325203,2,4,0.33170731707317075,0.5784313725490197,0.4601328903654485,0.9512195121951219,0.3953488372093023,0.3687707641196013,0.24485981308411214,0,0.5803727730456902,279,325,11,0,0.45365853658536587,0.5284552845528455,0.01788617886178862,0
20802,469,949,6.152732694704104,6.856461984594587,2.023454157782516,1,4,0.18550106609808104,0.6666666666666666,0.1279826464208243,0.9850746268656716,0.41865509761388287,0.40997830802603036,0.045871559633027525,0,0.4913062515128109,248,217,4,0,0.5287846481876333,0.4626865671641791,0.008528784648187633,0
20803,390,1325,5.968707559985366,7.189922170745808,3.3974358974358974,2,4,0.2,0.5512820512820513,0.09743589743589744,0.9743589743589743,0.31794871794871793,0.30256410256410254,0.01634877384196185,0.002564102564102564,0.45576923076923076,163,220,3,4,0.41794871794871796,0.5641025641025641,0.007692307692307693,0.010256410256410256
20804,386,797,5.958424693029782,6.682108597449809,2.064766839378238,2,3,0.22020725388601037,0.7294117647058823,0.34974093264248707,0.9896373056994818,0.4585492227979275,0.4378238341968912,0.11202185792349727,0,0.5722493142334654,164,218,4,0,0.42487046632124353,0.56476683937823835,0.010362694300518135,0
20805,883,2029,6.784457062637643,7.615791072035833,2.2978482446206114,2,3,0.13816534541336353,0.6885245901639344,0.1191827468785471,0.9875424688561721,0.3598183881952327,0.3155505107832009,0.0984759671746776,0.0011350737797956867,0.4833537878280043,406,468,8,1,0.45979614949037373,0.5300113250283126,0.009060022650056626,0.0011325028312570782
20806,870,2728,6.769641976852503,7.911690520708339,3.135632183908046,2,4,0.2517241379310345,0.726027397260274,0.5040840140023337,0.9436781609195403,0.48891481913652274,0.4690781796966161,0.14627659574468085,0,0.6063784275282956,332,516,18,4,0.3816091954022989,0.593103448275862,0.020689655172413793,0.004597701149425287
20807,8811,32910,9.083869707922235,10.401562227376685,3.735103847463398,2,5,0.4902962206332993,0.9236111111111112,0.3843037388586642,0.9905799568720917,0.27464380864126026,0.2518243947642766,0.09982507288629737,4.633383528321557e-4,0.6971977568687916,3223,5141,401,46,0.365792759051186,0.5834752014527296,0.04551129270230394,0.0052207467937805015
20808,686,2010,6.532334292222349,7.606387389772652,2.9300291545189503,2,4,0.260932944606414,0.8324022346368715,0.3167883211678832,0.9737609329446064,0.40875912408759124,0.34890510948905107,0.05246913580246913,0,0.5959711083389437,311,352,22,1,0.45335276967930027,0.5131195335276968,0.03206997084548105,0.0014577259475218659
20809,914,2086,6.818924065275521,7.643482907077201,2.2822757111597376,1,4,0.26914660831509846,0.7845528455284553,0.07477678571428571,0.9321663019693655,0.44419642857142855,0.39620535714285715,0.03541912632821724,0.0011160714285714285,0.5151606353818012,510,393,8,3,0.5579868708971554,0.4299781181619256,0.0087527352297593,0.0032822757111597373
20810,215,456,5.375278407684165,6.124683390894205,2.1209302325581394,1,4,0.2372093023255814,0.37254901960784315,0.6728971962616822,0.9813953488372092,0.29439252336448596,0.21962616822429906,0.034482758620689655,0,0.566012716758079,130,77,8,0,0.6046511627906976,0.3581395348837209,0.037209302325581395,0
20811,257,717,5.552959584921617,6.576469569048224,2.78988326848249,2,4.400000000000006,0.28793774319066145,0.5945945945945946,0.2559055118110236,0.9883268482490273,0.31496062992125984,0.2677165354330709,0.004329004329004329,0,0.5316911744613267,98,150,9,0,0.38132295719844356,0.5836575875486382,0.03501945525291829,0
20812,408,884,6.013715156042802,6.785587645007929,2.1666666666666665,2,3,0.35049019607843135,0.5874125874125874,0.28428927680798005,1,0.10473815461346633,0.10224438902743142,0.0027548209366391185,0,0.5555480150747497,149,253,6,0,0.36519607843137253,0.6200980392156863,0.014705882352941176,0
20813,337,780,5.823045895483019,6.660575149839686,2.314540059347181,2,4,0.2522255192878338,0.5058823529411764,0.14540059347181009,0.9881305637982196,0.26112759643916916,0.2344213649851632,0.01948051948051948,0,0.47290975737476,132,200,5,0,0.3916913946587537,0.5934718100890207,0.01483679525222552,0
20814,484,1054,6.184148890937483,6.961296045910167,2.177685950413223,1,4,0.27892561983471076,0.7925925925925926,0.11825726141078838,0.96900826446281,0.24481327800829875,0.23858921161825727,0.05194805194805195,0,0.5396959345752255,266,204,14,0,0.5495867768595041,0.4214876033057851,0.028925619834710745,0
30101,504,2077,6.22455842927536,7.639161171659173,4.121031746031746,2,9,0.4126984126984127,0.24154589371980675,0.8453815261044176,0.9900793650793651,0.3614457831325301,0.2469879518072289,0.3125,0,0.6224262994005005,84,379,41,0,0.16666666666666666,0.751984126984127,0.08134920634920635,0
30102,540,3019,6.293419278846481,8.013012110368916,5.590740740740741,2,4,0.337037037037037,0.44505494505494503,0.8106060606060606,1,0.36742424242424243,0.20075757575757575,0.44854881266490765,0,0.6481745106745107,204,318,16,2,0.37777777777777777,0.5888888888888889,0.02962962962962963,0.003703703703703704
30103,979,2740,6.887552571664617,7.916078096302786,2.798774259448417,2,7,0.4290091930541369,0.46904761904761905,0.652128764278297,0.9938712972420838,0.37487019730010385,0.29698857736240913,0.3740685543964232,0,0.6360142184055342,418,513,48,0,0.42696629213483145,0.5240040858018387,0.049029622063329927,0
30104,586,1657,6.375024819828097,7.4133673356952405,2.8276450511945392,2,5,0.47440273037542663,0.7194244604316546,0.7565217391304347,0.9863481228668942,0.568695652173913,0.551304347826087,0.4031890660592255,0.0034782608695652175,0.7341742632011026,239,321,26,0,0.40784982935153585,0.5477815699658704,0.04436860068259386,0
30105,538,1659,6.289715570908998,7.414572881350589,3.08364312267658,2,6,0.5966542750929368,0.573208722741433,0.4555984555984556,0.9962825278810409,0.4266409266409266,0.3803088803088803,0.6444954128440367,0.007722007722007722,0.6554359953284665,201,307,29,1,0.3736059479553903,0.570631970260223,0.05390334572490706,0.0018587360594795538
30106,533,1215,6.280395838960195,7.103322062526113,2.279549718574109,1,4,0.4896810506566604,0.2950191570881226,0.43846153846153846,0.99812382739212,0.35384615384615387,0.3076923076923077,0.4222222222222222,0,0.5553213933996104,324,190,19,0,0.6078799249530957,0.35647279549718575,0.03564727954971857,0
30107,537,1588,6.2878585601617845,7.370860166536716,2.9571694599627563,2,6,0.3761638733705773,0.3482587064676617,0.8299065420560747,0.9981378026070763,0.2411214953271028,0.17943925233644858,0.3455056179775281,0,0.6381167311253475,196,308,33,0,0.3649906890130354,0.5735567970204841,0.061452513966480445,0
30108,543,1590,6.298949246855942,7.372118028337787,2.9281767955801103,2,7,0.5432780847145487,0.33220338983050846,0.6542056074766355,0.998158379373849,0.2485981308411215,0.2,0.44047619047619047,0.001869158878504673,0.6319613653488854,186,320,37,0,0.3425414364640884,0.5893186003683242,0.06813996316758748,0
30109,1998,6786,7.6004023345004,8.822764296703758,3.3963963963963963,2,6,0.6446446446446447,0.78027950310559,0.5894179894179894,0.984984984984985,0.48783068783068784,0.4492063492063492,0.5115995115995116,0.00582010582010582,0.7498317805383022,702,1192,94,10,0.35135135135135137,0.5965965965965966,0.04704704704704705,0.005005005005005005
30201,301,1076,5.71042701737487,6.981934677156389,3.574750830564784,2,7,0.23588039867109634,0.3380281690140845,0.21160409556313994,0.9800664451827242,0.3993174061433447,0.16723549488054607,0.508130081300813,0,0.44139477710776126,125,150,26,0,0.4152823920265781,0.4983388704318937,0.08637873754152824,0
30202,613,1640,6.419994928147142,7.403061091090091,2.6753670473083195,2,4,0.28874388254486133,0.4067796610169492,0.28547297297297297,0.964110929853181,0.3327702702702703,0.13851351351351351,0.40638297872340423,0.005067567567567568,0.48627686159699113,194,402,17,0,0.3164763458401305,0.6557911908646004,0.02773246329526917,0
30203,576,2311,6.3578422665081,7.7458682297922685,4.012152777777778,2,11,0.3767361111111111,0.4444444444444444,0.41911764705882354,0.9982638888888888,0.38786764705882354,0.2665441176470588,0.37745098039215685,0,0.559640522875817,165,329,81,1,0.2864583333333333,0.5711805555555556,0.140625,0.001736111111111111
30204,439,1720,6.0867747269123065,7.450660796211539,3.917995444191344,3,8,0.38724373576309795,0.38235294117647056,0.5734265734265734,0.9749430523917996,0.4172494172494173,0.2564102564102564,0.3211267605633803,0.002331002331002331,0.5794915756894854,89,316,34,0,0.20273348519362186,0.7198177676537585,0.0774487471526196,0
30205,1458,5434,7.285506548522785,8.60061479955531,3.7270233196159124,2,9,0.5473251028806584,0.568922305764411,0.5908111988513999,0.9917695473251029,0.41020114942528735,0.2995689655172414,0.2732919254658385,0.004310344827586207,0.6747070387053931,510,825,119,4,0.3497942386831276,0.565843621399177,0.08161865569272976,0.0027434842249657062
30206,970,4336,6.878326468291325,8.374938143835367,4.470103092783505,2,10,0.4422680412371134,0.34032634032634035,0.7300884955752213,0.979381443298969,0.33185840707964603,0.28650442477876104,0.26146788990825687,0,0.623016080109411,253,611,106,0,0.26082474226804125,0.6298969072164948,0.10927835051546392,0
30207,1764,7501,7.475905969367397,8.922924930641832,4.2522675736961455,2,11,0.5544217687074829,0.6734902763561924,0.7956547269524369,0.9982993197278912,0.38520258367586613,0.2918379330593071,0.3758193736343773,0.010569583088667059,0.7554665229360009,482,1080,194,8,0.2732426303854875,0.6122448979591837,0.10997732426303855,0.0045351473922902496
30208,670,1657,6.508769136971682,7.4133673356952405,2.473134328358209,2,4,0.44029850746268656,0.7830508474576271,0.7835365853658537,0.9940298507462687,0.4420731707317073,0.3780487804878049,0.39800995024875624,0.001524390243902439,0.750228947758109,262,380,28,0,0.39104477611940297,0.5671641791044776,0.041791044776119404,0
30209,883,2984,6.784457062637643,8.001355025826703,3.379388448471121,2,8,0.37599093997734995,0.6927710843373494,0.8386336866902238,0.9988674971687429,0.4014084507042254,0.3274647887323944,0.3624641833810888,0.0011737089201877935,0.7265658020434165,194,628,61,0,0.21970554926387317,0.711211778029445,0.06908267270668177,0
30210,361,891,5.8916442118257715,6.79346613258001,2.46814404432133,2,4,0.30193905817174516,0.29357798165137616,0.3839541547277937,0.9944598337950139,0.3037249283667622,0.1346704871060172,0.2653061224489796,0,0.49348275708648226,125,224,12,0,0.3462603878116344,0.6204986149584487,0.0332409972299169,0
30211,495,1875,6.206575926724928,7.53689712956617,3.787878787878788,2,9,0.402020202020202,0.5326633165829145,0.5093945720250522,1,0.4091858037578288,0.3235908141962422,0.5295698924731183,0.0041753653444676405,0.6110195226570422,99,350,45,1,0.2,0.7070707070707071,0.09090909090909091,0.00202020202020202
30212,546,1524,6.304448802421981,7.329749689041512,2.791208791208791,2,4.5,0.47985347985347987,0.3816793893129771,0.2637795275590551,0.99633699633699635,0.2854330708661417,0.23228346456692914,0.3915343915343915,0.007874015748031496,0.5304123482656271,264,257,23,2,0.4835164835164835,0.4706959706959707,0.04212454212454213,0.003663003663003663
30301,459,1419,6.131226489483141,7.258412150595307,3.0915032679738563,2,4,0.7167755991285403,0.47720364741641336,0.19310344827586207,0.8845315904139434,0.41379310344827586,0.4045977011494253,0.40714285714285714,0.0022988505747126436,0.5679035713086897,80,366,12,1,0.17429193899782136,0.7973856209150327,0.026143790849673203,0.002178649237472767
30302,159,598,5.075173815233827,6.395261598115449,3.761006289308176,2,7,0.49056603773584906,0.3974358974358974,0.28,0.9748427672955975,0.25333333333333335,0.18666666666666668,0.4444444444444444,0.013333333333333334,0.535711175616836,47,103,8,1,0.29559748427672955,0.6477987421383647,0.050314465408805034,0.006289308176100629
30303,233,657,5.455321115357702,6.489204931325317,2.819742489270386,2,5,0.5450643776824035,0.5826771653543307,0.2558139534883721,1,0.4186046511627907,0.4,0.5494505494505495,0.009302325581395349,0.5958888741312766,62,164,7,0,0.26609442060085836,0.703862660944206,0.030042918454935622,0
30304,312,948,5.746203190540153,6.855408798609928,3.0384615384615383,2,4,0.8365384615384616,0.6819923371647509,0.08445945945945946,1,0.49158249158249157,0.3939393939393939,0.7090909090909091,0,0.650747564540668,41,262,9,0,0.13141025641025642,0.8397435897435898,0.028846153846153848,0
30305,209,552,5.3471075307174685,6.315358001522335,2.6411483253588517,2,4.200000000000017,0.3397129186602871,0.19718309859154928,0.22772277227722773,0.9904306220095693,0.11386138613861387,0.06435643564356436,0.2840909090909091,0,0.43876235288465837,56,147,6,0,0.2679425837320574,0.7033492822966507,0.028708133971291867,0
30401,316,1109,5.75890177387728,7.01211529430638,3.509493670886076,2,7,0.310126582278481,0.2755102040816326,0.5210355987055016,0.8639240506329114,0.4627831715210356,0.03559870550161812,0.351931330472103,0,0.49264910892463165,56,246,14,0,0.17721518987341772,0.7784810126582279,0.04430379746835443,0
30402,450,2078,6.111467339502679,7.639642287858013,4.6177777777777775,2,10,0.44,0.2878787878787879,0.6378132118451025,1,0.275626423690205,0.07061503416856492,0.39464882943143814,0,0.5914229999309726,139,262,48,1,0.3088888888888889,0.5822222222222222,0.10666666666666667,0.0022222222222222222
30403,756,2009,6.6293632534374485,7.605890001053122,2.6574074074074074,2,5,0.3505291005291005,0.3283018867924528,0.562753036437247,0.9986772486772487,0.35175202156334234,0.13881401617250674,0.30656934306569344,0.0026954177897574125,0.5600653181090123,259,477,19,1,0.3425925925925926,0.6309523809523809,0.02513227513227513,0.0013227513227513227
30404,1028,3424,6.9363427358340495,8.138856750696325,3.330739299610895,2,8,0.3949416342412451,0.6305418719211823,0.7883858267716536,0.9931906614785992,0.41773399014778323,0.32906403940886697,0.2936010037641154,0.004921259842519685,0.7017649986031701,300,649,78,1,0.2918287937743191,0.6313229571984436,0.07587548638132295,9.727626459143969e-4
30405,415,991,6.030685260261263,6.899723107284872,2.387951807228916,1,5,0.40240963855421685,0.41916167664670656,0.924812030075188,1,0.16791979949874686,0.10526315789473684,0.3853211009174312,0,0.6865958363190279,212,192,11,0,0.5108433734939759,0.46265060240963857,0.02650602409638554,0
30406,2382,8212,7.776115477098742,9.013473543740192,3.44752308984047,2,6,0.6675062972292192,0.7484237074401009,0.44190064794816414,0.9979009235936188,0.3795336787564767,0.32944732297063906,0.41399704287826516,0.0030211480362537764,0.7139328940527757,998,1257,118,9,0.418975650713686,0.5277078085642317,0.04953820319059614,0.003778337531486146
30407,648,2203,6.47543271670409,7.698029170272805,3.3996913580246915,2,7,0.39969135802469136,0.4362934362934363,0.6879875195007801,0.9984567901234568,0.4040561622464899,0.25273010920436817,0.32064128256513025,0.0031201248049922,0.6306072759855912,229,367,51,1,0.3533950617283951,0.566358024691358,0.0787037037037037,0.0015432098765432098
30408,682,7010,6.52649485957079,8.855235623206967,10.27859237536657,2,13,0.49266862170087977,0.5416666666666666,0.526706231454006,0.9956011730205279,0.3887240356083086,0.34124629080118696,0.41020408163265304,0.004451038575667656,0.6391606732105201,194,385,75,28,0.2844574780058651,0.5645161290322581,0.10997067448680352,0.04105571847507331
30409,1256,3688,7.136483208590247,8.213110697596676,2.9363057324840764,2,5,0.47250996015936253,0.7048903878583473,0.46774193548387094,0.9960159362549801,0.38225806451612904,0.33548387096774196,0.49343339587242024,0.0032232070910556,0.6602895549391402,394,814,47,1,0.31369426751592355,0.6480891719745223,0.037420382165605094,7.961783439490446e-4
30410,1093,6487,6.9975959829819265,8.77770959579525,5.935041171088747,2,9,0.581651376146789,0.7582938388625592,0.2375366568914956,0.9779816513761468,0.5204280155642024,0.4377431906614786,0.44170403587443946,0.008754863813229572,0.6388658808192477,414,574,89,16,0.3787740164684355,0.52516010978957,0.08142726440988106,0.01463860933211345
30411,934,4941,6.840546529288687,8.505525386548555,5.290149892933619,2,9,0.5353319057815846,0.7398373983739838,0.4061784897025172,0.9849785407725322,0.44811858608893956,0.38426453819840367,0.3748411689961881,0.003416856492027335,0.6665815836576544,216,640,70,8,0.23126338329764454,0.6852248394004282,0.07494646680942184,0.008565310492505354
30412,1018,5312,6.926577033222725,8.577911926450943,5.218074656188605,2,7,0.6686332350049164,0.46176470588235297,0.5900497512437811,0.9211822660098522,0.39821251241310823,0.3485600794438927,0.3614864864864865,0.007936507936507936,0.6604074895352257,365,577,69,7,0.35854616895874264,0.5667976424361493,0.06777996070726916,0.0068762278978389
30413,1073,8057,6.97914527506881,8.994420665751292,7.508853681267475,2,8,0.5246971109040075,0.5985790408525755,0.9809160305343512,0.9682835820895522,0.37523809523809526,0.3514285714285714,0.28600405679513186,0.006660323501427212,0.7681189410951216,327,662,59,25,0.3047530288909599,0.6169617893755824,0.05498602050326188,0.023299161230195712
30501,760,1994,6.634633357861686,7.598399329323964,2.623684210526316,2,5,0.47368421052631576,0.25555555555555554,0.6789772727272727,0.9710144927536232,0.23011363636363635,0.09090909090909091,0.21153846153846154,0,0.5948078828906918,217,532,11,0,0.2855263157894737,0.7,0.014473684210526316,0
30502,564,1614,6.336825731146441,7.387090235656757,2.8617021276595747,2,5,0.599290780141844,0.49554896142433236,0.32222222222222224,0.9893617021276596,0.29259259259259257,0.24814814814814815,0.291866028708134,0,0.6016059164790145,142,406,16,0,0.25177304964539005,0.7198581560283688,0.028368794326241134,0
30503,404,1425,6.003887067106539,7.262628600974241,3.527227722772277,2,9,0.5371287128712872,0.5345622119815668,0.7070707070707071,1,0.41708542713567837,0.3341708542713568,0.6416382252559727,0.01507537688442211,0.6946904079808902,100,273,31,0,0.24752475247524752,0.6757425742574258,0.07673267326732673,0
30504,3010,10480,8.010027528481734,9.257319373170178,3.4817275747508307,2,7,0.620265780730897,0.7305838243170862,0.5394234109065648,0.9960132890365448,0.44821614132317283,0.41253896778662974,0.35876132930513593,0.060941828254847646,0.7215715762477732,1080,1733,190,7,0.3588039867109635,0.5757475083056478,0.06312292358803986,0.002325581395348837
30505,409,1090,6.016157159698354,6.994849985833071,2.665036674816626,2,5,0.43031784841075793,0.4659090909090909,0.46035805626598464,1,0.455,0.33,0.4901315789473684,0.7575,0.5891462488964584,147,249,13,0,0.3594132029339853,0.60880195599022,0.03178484107579462,0
30506,404,1404,6.003887067106539,7.247792581767846,3.4752475247524752,2,9,0.48514851485148514,0.5714285714285714,0.5076142131979695,1,0.37817258883248733,0.2868020304568528,0.5577557755775577,0.0025380710659898475,0.6410478248695065,112,266,26,0,0.27722772277227725,0.6584158415841584,0.06435643564356436,0
30507,391,1116,5.971261839790462,7.018401799069201,2.8542199488491047,2,6,0.47058823529411764,0.27717391304347827,0.5564304461942258,0.9948849104859335,0.39210526315789473,0.2894736842105263,0.24414715719063546,0.007874015748031496,0.5747693762544388,110,267,14,0,0.2813299232736573,0.6828644501278772,0.03580562659846547,0
30508,949,5069,6.856461984594587,8.531096096585228,5.34141201264489,2,7,0.5626975763962065,0.5478424015009381,0.6543878656554712,0.9915700737618546,0.3528138528138528,0.29004329004329005,0.25783475783475784,0.003246753246753247,0.6891244793286176,201,671,69,8,0.21180189673340358,0.7070600632244468,0.07270811380400422,0.008429926238145416
30509,594,1833,6.38856140554563,7.51425465281641,3.085858585858586,2,5,0.5656565656565656,0.6172839506172839,0.3535528596187175,0.9983108108108109,0.5129533678756477,0.39723661485319517,0.2897959183673469,0.11206896551724138,0.6337010466758445,138,433,22,1,0.23232323232323232,0.7289562289562289,0.037037037037037035,0.0016835016835016834
30510,357,1012,5.8805329864007,6.920671504248683,2.834733893557423,2,4.400000000000034,0.5910364145658263,0.6018957345971564,0.4270833333333333,1,0.3068181818181818,0.2528409090909091,0.18442622950819673,0.05397727272727273,0.655003870624079,119,222,15,1,0.3333333333333333,0.6218487394957983,0.04201680672268908,0.0028011204481792717
30511,352,1134,5.8664680569332965,7.034387929915503,3.221590909090909,2,5,0.5738636363636364,0.34375,0.8312883435582822,1,0.3026706231454006,0.16023738872403562,0.3767441860465116,0.8071216617210683,0.6872254949804797,57,281,14,0,0.16193181818181818,0.7982954545454546,0.03977272727272727,0
30512,600,1958,6.398594934535208,7.580189417944541,3.263333333333333,2,6,0.6137123745819398,0.5879120879120879,0.5210526315789473,1,0.3642611683848797,0.31099656357388317,0.4142857142857143,0.2847341337907376,0.6806692735182438,160,402,38,0,0.26666666666666666,0.67,0.06333333333333334,0
30601,855,3459,6.752270376141742,8.14902386805177,4.045614035087719,2,6,0.37894736842105264,0.7376543209876543,0.6290516206482593,0.9964788732394366,0.45280764635603343,0.3763440860215054,0.35031055900621116,0.0023837902264600714,0.6855330458241007,183,632,35,5,0.21403508771929824,0.7391812865497076,0.04093567251461988,0.005847953216374269
30602,3651,10274,8.20303024171486,9.237469039364436,2.8140235551903587,2,4,0.32703368940016436,0.8727735368956743,0.36951693503609107,0.9989035087719298,0.3788424259207976,0.301301578510108,0.45617474096891625,0.0013850415512465374,0.6420569175259648,1773,1736,128,14,0.485620377978636,0.47548616817310324,0.03505888797589701,0.003834565872363736
30603,6542,19968,8.78615105486974,9.90193635004339,3.0522775909507796,2,4,0.387861183305305,0.6909378709932726,0.3477455219271155,0.9995414246407827,0.385101789019124,0.3269586674892042,0.4701842023103341,0.0012338062924120913,0.606521500216619,2536,3764,220,22,0.38764903699174563,0.5753592173647203,0.03362885967594008,0.003362885967594008
30604,6397,21152,8.763740720509464,9.95953701838715,3.306549945286853,2,5,0.5014075695964967,0.5890145395799677,0.3711406175011998,0.9965587361176287,0.3514670896114195,0.2824742268041237,0.4764971023824855,9.517766497461929e-4,0.6145303656988232,2367,3761,233,36,0.37001719556041895,0.5879318430514303,0.03642332343285915,0.0056276379552915425
30605,6746,24278,8.816853240627426,10.097367058163812,3.598873406463089,2,5,0.4688938381588716,0.7891547049441786,0.27888323307110907,0.9994049390062482,0.34285284833909513,0.28047497369607693,0.3956060838838531,0.003600900225056264,0.6340841787951018,2102,4359,254,31,0.31159205455084493,0.6461606878150015,0.03765194189149126,0.004595315742662319
30606,3864,12429,8.259716961021523,9.4278681845047565,3.216614906832298,2,5,0.3307453416149068,0.8854901960784314,0.2853779754119801,1,0.3668933054393305,0.2915794979079498,0.39852203747690684,2.6150627615062765e-4,0.6254033782763295,1258,2460,130,16,0.3255693581780538,0.6366459627329193,0.03364389233954451,0.004140786749482402
