lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
10608,261,5.568344503761097,1982,2017,33,0,1,0,1,0,3,4,1,1,2,6,1,7,5,6,11,5,3,3,3,7,2,3,3,9,14,3,11,8,13,9,16,28,34,36,0,0,2,0,45,50,57,98,11,0.1724137931034483,0.19157088122605365,0.21839080459770116,0.37547892720306514,0.0421455938697318,23,23,0,125,1,21,12,36,18,2,0.08812260536398467,0.08812260536398467,0,0.4789272030651341,0.0038314176245210726,0.08045977011494253,0.04597701149425287,0.13793103448275862,0.06896551724137931,0.007662835249042145
10609,345,5.846438775057725,1981,2018,35,0,3,0,2,0,7,4,0,4,4,10,8,21,5,4,6,3,1,5,2,11,4,12,3,2,24,11,13,14,14,18,22,21,29,53,2,1,1,1,65,75,81,105,19,0.18840579710144928,0.21739130434782608,0.23478260869565218,0.30434782608695654,0.05507246376811594,15,34,0,147,6,20,11,102,9,1,0.043478260869565216,0.09855072463768116,0,0.4260869565217391,0.017391304347826087,0.057971014492753624,0.03188405797101449,0.2956521739130435,0.02608695652173913,0.002898550724637681
10701,727,6.590301048196686,1980,2018,38,1,3,2,1,1,6,8,6,0,4,3,9,14,5,5,9,5,13,7,3,12,9,11,9,4,38,19,19,41,26,71,48,75,100,124,8,2,2,4,60,125,205,307,30,0.08253094910591471,0.171939477303989,0.28198074277854196,0.422283356258597,0.04126547455295736,120,90,1,314,1,86,19,57,36,3,0.16506189821182943,0.12379642365887207,0.001375515818431912,0.43191196698762035,0.001375515818431912,0.11829436038514443,0.026134800550206328,0.07840440165061899,0.04951856946354883,0.0041265474552957355
10702,532,6.278521424165844,1981,2018,37,0,2,4,1,0,5,3,2,1,3,7,5,4,2,3,10,5,3,6,7,7,9,13,7,12,35,12,13,35,18,38,38,48,71,83,17,1,1,1,42,111,142,219,18,0.07894736842105263,0.20864661654135339,0.2669172932330827,0.4116541353383459,0.03383458646616541,7,75,0,295,2,81,12,38,20,2,0.013157894736842105,0.14097744360902256,0,0.5545112781954887,0.0037593984962406013,0.15225563909774437,0.022556390977443608,0.07142857142857142,0.03759398496240601,0.0037593984962406013
10703,528,6.270988431858299,1980,2018,36,2,2,1,0,2,4,4,2,2,4,9,5,9,2,3,6,2,8,5,7,10,5,6,10,3,23,7,16,31,23,44,30,50,78,105,6,0,0,2,44,84,144,239,17,0.08333333333333333,0.1590909090909091,0.2727272727272727,0.45265151515151514,0.032196969696969696,29,61,0,271,1,105,19,27,14,1,0.054924242424242424,0.11553030303030302,0,0.5132575757575758,0.001893939393939394,0.19886363636363635,0.03598484848484849,0.05113636363636364,0.026515151515151516,0.001893939393939394
10704,2356,7.7651449029361315,1980,2018,39,7,10,4,2,3,17,13,7,9,18,24,17,18,17,20,35,25,35,47,23,86,17,43,27,66,113,70,75,99,145,184,136,202,284,403,45,6,3,1,190,527,639,934,66,0.08064516129032258,0.2236842105263158,0.27122241086587434,0.39643463497453313,0.02801358234295416,105,285,12,991,4,522,122,148,161,6,0.04456706281833616,0.12096774193548387,0.0050933786078098476,0.4206281833616299,0.001697792869269949,0.22156196943972836,0.05178268251273345,0.06281833616298811,0.06833616298811546,0.0025466893039049238
10705,338,5.82600010738045,1980,2018,34,1,1,0,0,0,6,3,0,2,1,2,3,4,6,5,6,0,1,7,1,15,3,4,5,11,35,10,10,21,8,26,14,20,33,62,7,1,2,2,29,92,79,122,16,0.08579881656804733,0.27218934911242604,0.23372781065088757,0.3609467455621302,0.047337278106508875,9,30,0,149,1,36,9,59,20,25,0.026627218934911243,0.08875739644970414,0,0.4408284023668639,0.0029585798816568047,0.10650887573964497,0.026627218934911243,0.17455621301775148,0.05917159763313609,0.07396449704142012
10706,519,6.253828811575473,1980,2018,33,1,0,0,0,1,10,7,1,4,5,8,8,15,11,8,7,5,5,4,1,16,0,2,8,3,18,10,13,21,31,63,37,40,75,74,6,0,1,0,72,67,165,195,20,0.13872832369942195,0.12909441233140656,0.3179190751445087,0.37572254335260113,0.038535645472061654,54,32,0,192,4,134,22,57,20,4,0.10404624277456648,0.06165703275529865,0,0.3699421965317919,0.007707129094412331,0.2581888246628131,0.04238921001926782,0.10982658959537572,0.038535645472061654,0.007707129094412331
10707,673,6.513230110912307,1980,2018,38,1,5,1,0,1,8,9,1,2,7,5,8,21,21,16,8,13,10,16,9,21,9,7,14,11,17,22,18,31,20,53,51,38,75,109,11,1,2,1,102,136,173,233,29,0.1515601783060921,0.20208023774145617,0.25705794947994054,0.3462109955423477,0.04309063893016345,54,71,1,260,4,70,45,96,72,0,0.08023774145616643,0.10549777117384844,0.0014858841010401188,0.3863298662704309,0.005943536404160475,0.10401188707280833,0.06686478454680535,0.1426448736998514,0.10698365527488855,0
10801,426,6.056784013228625,1980,2018,38,2,5,3,1,1,4,6,3,2,1,4,4,11,7,7,6,6,10,6,3,22,6,5,3,11,22,20,24,25,25,24,40,20,35,43,3,0,3,3,51,108,138,101,28,0.11971830985915492,0.2535211267605634,0.323943661971831,0.23708920187793428,0.06572769953051644,33,55,1,170,11,34,16,67,33,6,0.07746478873239436,0.12910798122065728,0.002347417840375587,0.39906103286384975,0.025821596244131457,0.07981220657276995,0.03755868544600939,0.1572769953051643,0.07746478873239436,0.014084507042253521
10802,309,5.736572297479192,1981,2018,36,0,3,3,4,1,4,7,3,0,2,10,2,8,3,1,3,1,1,3,4,20,3,4,5,7,19,15,12,12,11,28,19,16,37,30,4,1,3,0,33,81,82,87,26,0.10679611650485436,0.2621359223300971,0.26537216828478966,0.2815533980582524,0.08414239482200647,29,42,4,145,1,12,7,42,19,8,0.09385113268608414,0.13592233009708737,0.012944983818770227,0.4692556634304207,0.003236245954692557,0.038834951456310676,0.022653721682847898,0.13592233009708737,0.061488673139158574,0.025889967637540454
10803,263,5.575949103146316,1980,2018,35,1,2,2,1,0,4,1,0,1,1,3,2,4,5,4,7,4,2,10,2,8,1,4,2,9,15,5,8,21,9,28,17,17,16,41,3,3,0,0,31,58,83,77,14,0.11787072243346007,0.22053231939163498,0.3155893536121673,0.29277566539923955,0.053231939163498096,29,28,1,91,3,10,15,42,41,3,0.11026615969581749,0.10646387832699619,0.0038022813688212928,0.34600760456273766,0.011406844106463879,0.03802281368821293,0.057034220532319393,0.1596958174904943,0.155893536121673,0.011406844106463879
10804,1221,7.108244139731541,1981,2018,38,0,1,2,1,2,5,4,2,3,7,25,10,14,10,8,13,10,8,18,22,70,14,36,21,22,56,29,29,59,58,127,65,84,143,211,20,4,1,7,102,296,338,458,27,0.08353808353808354,0.24242424242424243,0.27682227682227684,0.3751023751023751,0.022113022113022112,40,272,8,573,1,149,57,53,57,11,0.03276003276003276,0.22276822276822278,0.006552006552006552,0.4692874692874693,8.19000819000819e-4,0.12203112203112203,0.04668304668304668,0.043407043407043405,0.04668304668304668,0.009009009009009009
10805,617,6.42648845745769,1980,2018,38,1,5,1,0,2,7,2,4,3,3,12,9,8,12,8,11,8,8,9,4,24,8,13,9,13,26,20,21,25,26,59,37,42,59,105,8,1,3,1,78,134,168,214,23,0.12641815235008103,0.2171799027552674,0.27228525121555913,0.34683954619124796,0.03727714748784441,54,62,11,265,2,75,40,59,45,4,0.08752025931928688,0.10048622366288493,0.017828200972447326,0.42949756888168555,0.0032414910858995136,0.12155591572123177,0.06482982171799027,0.09562398703403566,0.07293354943273905,0.006482982171799027
10806,454,6.12029741895095,1980,2018,38,1,1,4,1,2,4,3,5,0,7,5,11,17,6,3,5,8,9,5,3,19,6,7,5,10,24,20,10,14,24,26,28,53,41,58,5,1,1,2,67,108,102,157,20,0.14757709251101322,0.23788546255506607,0.22466960352422907,0.3458149779735683,0.04405286343612335,64,59,3,161,3,45,17,72,22,8,0.14096916299559473,0.1299559471365639,0.006607929515418502,0.35462555066079293,0.006607929515418502,0.09911894273127753,0.037444933920704845,0.15859030837004406,0.048458149779735685,0.01762114537444934
10901,549,6.309918278226516,1981,2018,33,0,0,0,0,2,2,7,2,2,1,8,5,5,4,7,6,3,3,7,3,14,3,6,5,18,29,15,21,33,27,35,45,44,62,109,14,2,0,0,43,103,161,229,13,0.07832422586520947,0.18761384335154827,0.29326047358834245,0.41712204007285975,0.023679417122040074,7,73,0,322,5,34,21,53,28,6,0.012750455373406194,0.13296903460837886,0,0.5865209471766849,0.009107468123861567,0.061930783242258654,0.03825136612021858,0.0965391621129326,0.051001821493624776,0.01092896174863388
10902,600,6.398594934535208,1980,2018,37,1,2,0,2,4,9,10,2,5,2,8,3,3,6,11,9,9,5,14,7,26,10,4,21,12,27,29,17,45,41,44,43,34,45,82,5,0,2,1,58,155,190,166,31,0.09666666666666666,0.25833333333333336,0.31666666666666665,0.27666666666666667,0.051666666666666666,12,78,2,267,0,79,14,76,66,6,0.02,0.13,0.0033333333333333335,0.445,0,0.13166666666666665,0.023333333333333334,0.12666666666666668,0.11,0.01
10903,548,6.3080984415095305,1983,2018,33,0,1,3,1,0,9,5,0,5,3,7,6,7,7,2,3,7,5,2,2,8,4,9,13,14,26,18,23,31,14,51,29,48,69,111,5,0,0,0,47,101,148,233,19,0.08576642335766424,0.1843065693430657,0.27007299270072993,0.4251824817518248,0.03467153284671533,14,77,0,233,2,10,19,61,112,20,0.025547445255474453,0.14051094890510948,0,0.4251824817518248,0.0036496350364963502,0.01824817518248175,0.03467153284671533,0.11131386861313869,0.20437956204379562,0.0364963503649635
10904,1630,7.396948602621014,1980,2018,39,4,6,4,6,3,23,8,9,6,5,22,6,19,13,7,16,20,8,18,16,63,13,26,33,31,81,39,41,78,89,154,102,133,194,306,18,4,5,1,123,328,464,651,64,0.0754601226993865,0.20122699386503068,0.2846625766871166,0.3993865030674847,0.0392638036809816,11,175,8,888,5,266,80,99,88,10,0.006748466257668712,0.10736196319018405,0.0049079754601227,0.5447852760736196,0.003067484662576687,0.16319018404907976,0.049079754601226995,0.06073619631901841,0.053987730061349694,0.006134969325153374
10905,528,6.270988431858299,1980,2018,36,1,2,1,1,0,2,4,1,2,4,10,2,2,4,4,9,8,4,9,5,16,6,7,14,14,33,13,25,26,33,39,47,31,52,77,16,0,0,4,46,121,170,176,15,0.08712121212121213,0.22916666666666666,0.32196969696969696,0.3333333333333333,0.028409090909090908,8,78,0,281,3,76,13,48,18,3,0.015151515151515152,0.14772727272727273,0,0.5321969696969697,0.005681818181818182,0.14393939393939395,0.02462121212121212,0.09090909090909091,0.03409090909090909,0.005681818181818182
10906,384,5.953243334287785,1982,2018,36,0,4,1,0,1,4,3,3,2,2,4,7,3,8,3,5,2,3,6,1,6,8,11,10,12,13,14,12,28,24,34,20,33,26,63,6,0,1,1,39,84,118,128,15,0.1015625,0.21875,0.3072916666666667,0.3333333333333333,0.0390625,29,44,1,177,2,34,26,48,21,2,0.07552083333333333,0.11458333333333333,0.0026041666666666665,0.4609375,0.005208333333333333,0.08854166666666667,0.06770833333333333,0.125,0.0546875,0.005208333333333333
10907,291,5.676753802268282,1981,2018,33,0,3,0,0,0,4,6,1,3,3,3,3,5,0,3,5,4,6,2,2,9,4,6,9,3,14,7,9,14,9,17,14,31,45,39,6,1,0,1,30,62,63,121,15,0.10309278350515463,0.21305841924398625,0.21649484536082475,0.41580756013745707,0.05154639175257732,12,45,1,136,1,17,2,52,25,0,0.041237113402061855,0.15463917525773196,0.003436426116838488,0.46735395189003437,0.003436426116838488,0.058419243986254296,0.006872852233676976,0.17869415807560138,0.0859106529209622,0
10908,749,6.620073206530356,1981,2018,37,0,9,2,3,1,6,5,2,3,2,5,6,5,4,14,16,10,8,16,10,26,9,7,14,22,38,33,27,36,27,61,56,58,61,123,20,2,0,2,67,183,207,262,30,0.08945260347129506,0.24432576769025366,0.27636849132176233,0.34979973297730305,0.04005340453938585,16,96,0,399,3,93,20,70,49,3,0.021361815754339118,0.12817089452603472,0,0.5327102803738317,0.004005340453938585,0.12416555407209613,0.0267022696929239,0.09345794392523364,0.06542056074766354,0.004005340453938585
11001,539,6.29156913955832,1980,2018,36,2,0,1,1,1,1,5,2,2,2,7,2,5,5,1,6,8,6,1,4,7,6,13,10,9,24,5,13,20,21,60,43,78,53,107,6,0,0,2,40,85,157,244,13,0.07421150278293136,0.15769944341372913,0.2912801484230056,0.45269016697588127,0.02411873840445269,17,135,0,232,1,48,22,48,34,2,0.03153988868274583,0.2504638218923933,0,0.43042671614100186,0.0018552875695732839,0.08905380333951762,0.04081632653061224,0.08905380333951762,0.06307977736549165,0.0037105751391465678
11002,458,6.129050210060545,1981,2018,35,0,0,1,1,1,3,4,4,0,3,6,3,9,6,4,9,4,7,6,6,25,3,8,10,9,22,5,13,17,27,31,41,44,50,63,9,2,0,2,48,101,129,166,14,0.10480349344978165,0.2205240174672489,0.2816593886462882,0.3624454148471616,0.03056768558951965,13,104,0,212,1,57,6,39,25,1,0.028384279475982533,0.22707423580786026,0,0.462882096069869,0.002183406113537118,0.12445414847161572,0.013100436681222707,0.0851528384279476,0.05458515283842795,0.002183406113537118
11003,2699,7.90100705199242,1980,2018,39,1,20,6,3,8,24,11,5,7,8,40,10,22,21,15,54,35,31,54,31,97,21,43,65,50,129,48,57,129,106,290,159,261,301,473,48,5,6,5,217,569,741,1083,89,0.08040014820303816,0.2108188217858466,0.274546128195628,0.4012597258243794,0.032975175991107816,35,311,4,1354,4,531,104,150,196,10,0.012967765839199704,0.1152278621711745,0.0014820303816228233,0.5016672841793257,0.0014820303816228233,0.1967395331604298,0.0385327899221934,0.05557613931085587,0.07261948869951834,0.003705075954057058
11004,966,6.874198495453294,1981,2018,38,0,5,2,5,2,9,6,4,3,4,15,8,10,5,9,15,3,17,23,13,41,8,14,21,22,44,21,26,40,50,86,69,72,117,159,14,2,1,1,76,224,271,362,33,0.07867494824016563,0.2318840579710145,0.2805383022774327,0.3747412008281574,0.034161490683229816,31,193,0,485,1,101,26,68,61,0,0.032091097308488616,0.1997929606625259,0,0.5020703933747412,0.0010351966873706005,0.10455486542443064,0.026915113871635612,0.07039337474120083,0.06314699792960662,0
11005,556,6.322565239927284,1980,2018,33,1,1,0,0,1,2,5,0,2,3,7,6,3,4,5,11,4,4,6,8,13,7,10,6,12,28,16,14,34,28,39,53,56,68,90,9,0,0,0,45,110,168,223,10,0.08093525179856115,0.19784172661870503,0.302158273381295,0.4010791366906475,0.017985611510791366,19,153,0,230,2,53,10,47,37,5,0.0341726618705036,0.2751798561151079,0,0.4136690647482014,0.0035971223021582736,0.09532374100719425,0.017985611510791366,0.08453237410071943,0.06654676258992806,0.008992805755395683
11006,404,6.003887067106539,1980,2017,33,1,1,1,0,0,3,4,0,2,2,3,3,3,4,2,1,4,1,3,5,14,10,7,8,11,11,6,6,29,20,40,31,51,59,56,0,2,0,0,24,76,126,166,12,0.0594059405940594,0.18811881188118812,0.3118811881188119,0.41089108910891087,0.0297029702970297,9,56,0,220,1,51,2,40,23,2,0.022277227722772276,0.13861386138613863,0,0.5445544554455446,0.0024752475247524753,0.12623762376237624,0.0049504950495049506,0.09900990099009901,0.05693069306930693,0.0049504950495049506
11007,435,6.077642243349034,1981,2018,32,0,0,0,0,2,0,1,0,4,1,3,4,3,4,3,4,3,3,6,2,8,3,4,15,11,10,11,9,5,22,48,31,30,83,96,3,1,0,2,29,73,115,212,6,0.06666666666666667,0.167816091954023,0.26436781609195403,0.48735632183908045,0.013793103448275862,25,26,1,250,0,48,7,42,32,4,0.05747126436781609,0.059770114942528735,0.0022988505747126436,0.5747126436781609,0,0.1103448275862069,0.016091954022988506,0.09655172413793103,0.0735632183908046,0.009195402298850575
11008,789,6.672032945461067,1981,2018,37,0,3,0,2,2,4,5,2,2,1,8,8,4,1,2,22,10,11,10,5,29,11,16,11,17,50,14,15,33,29,69,72,63,87,146,18,1,3,3,60,174,218,314,23,0.07604562737642585,0.22053231939163498,0.27629911280101394,0.3979721166032953,0.029150823827629912,29,100,0,437,1,82,18,65,55,2,0.036755386565272496,0.1267427122940431,0,0.5538656527249683,0.0012674271229404308,0.10392902408111533,0.022813688212927757,0.08238276299112801,0.0697084917617237,0.0025348542458808617
11009,2092,7.646353722445999,1980,2018,37,1,5,3,0,3,13,4,6,13,5,26,12,15,22,13,30,20,17,41,26,63,23,41,31,34,99,41,45,90,99,232,187,179,191,431,25,0,1,5,162,416,653,826,35,0.07743785850860421,0.1988527724665392,0.3121414913957935,0.3948374760994264,0.016730401529636712,41,193,1,1155,3,390,56,106,142,5,0.01959847036328872,0.09225621414913958,4.780114722753346e-4,0.5521032504780115,0.0014340344168260039,0.1864244741873805,0.02676864244741874,0.05066921606118547,0.06787762906309751,0.002390057361376673
11010,384,5.953243334287785,1982,2018,34,0,1,3,0,2,2,6,1,0,2,8,2,5,3,7,2,1,2,4,6,14,2,10,2,12,28,3,7,15,22,39,28,51,31,58,4,0,1,0,31,83,111,144,15,0.08072916666666667,0.21614583333333334,0.2890625,0.375,0.0390625,6,14,0,236,4,75,6,29,14,0,0.015625,0.036458333333333336,0,0.6145833333333334,0.010416666666666666,0.1953125,0.015625,0.07552083333333333,0.036458333333333336,0
11101,5603,8.631235907456897,1980,2018,39,2,27,4,4,12,28,5,10,9,7,83,14,31,33,40,70,63,38,107,42,177,50,55,88,120,259,82,117,288,282,591,373,597,668,1083,127,6,5,6,360,1018,1651,2475,99,0.06425129394966982,0.1816883812243441,0.29466357308584684,0.44172764590398,0.017669105836159202,86,579,2,3227,10,1006,130,153,393,17,0.015348920221310012,0.1033374977690523,3.569516330537212e-4,0.5759414599321792,0.001784758165268606,0.17954667142602176,0.02320185614849188,0.027306799928609675,0.07014099589505622,0.0030340888809566305
11102,1869,7.533693709848633,1981,2018,38,0,5,3,2,2,14,3,1,2,3,24,4,17,16,15,45,15,14,15,18,47,9,20,20,41,93,51,32,98,57,179,129,162,215,442,48,2,2,4,142,328,495,867,37,0.07597645799892991,0.17549491706795078,0.26484751203852325,0.463884430176565,0.019796682718031033,20,229,0,1118,1,255,38,65,130,13,0.010700909577314071,0.12252541466024612,0,0.5981808453718566,5.350454788657035e-4,0.13643659711075443,0.020331728196896735,0.034777956126270736,0.06955591225254147,0.006955591225254147
11103,2498,7.823645930834952,1981,2018,37,0,12,2,1,4,6,3,0,5,2,32,7,9,14,10,21,9,14,26,11,74,20,22,40,29,113,38,54,131,134,191,199,265,289,633,74,1,2,1,109,387,709,1261,32,0.043634907926341074,0.15492393915132105,0.2838270616493195,0.5048038430744596,0.012810248198558846,36,245,0,1505,1,399,28,91,185,8,0.014411529223378704,0.09807846277021617,0,0.6024819855884708,4.0032025620496394e-4,0.15972778222578063,0.01120896717373899,0.03642914331465172,0.07405924739791833,0.0032025620496397116
11104,2166,7.681099001536359,1981,2018,38,0,12,1,4,1,8,3,5,10,5,46,4,15,9,16,48,11,13,29,16,76,17,31,28,33,99,23,56,108,94,230,131,192,281,442,58,1,2,8,169,365,619,973,40,0.07802400738688828,0.16851338873499538,0.2857802400738689,0.4492151431209603,0.018467220683287166,22,227,0,1359,2,285,51,65,150,5,0.010156971375807941,0.10480147737765466,0,0.6274238227146814,9.233610341643582e-4,0.13157894736842105,0.023545706371191136,0.030009233610341645,0.06925207756232687,0.0023084025854108957
11105,2167,7.681560362559537,1981,2018,37,0,12,5,0,3,12,4,8,7,3,38,10,13,9,16,30,14,14,22,13,68,23,40,33,45,101,43,57,98,96,228,148,237,260,407,34,3,8,5,148,402,627,938,52,0.06829718504845408,0.1855099215505307,0.2893401015228426,0.43285648361790496,0.023996308260267652,25,292,0,1252,4,290,60,84,158,2,0.011536686663590217,0.13474850023073373,0,0.5777572681125981,0.0018458698661744347,0.13382556529764653,0.02768804799261652,0.03876326718966313,0.07291185971389016,9.229349330872173e-4
11106,1308,7.1770187659099,1982,2018,36,0,7,0,1,1,12,2,1,10,2,11,4,9,10,9,11,7,14,13,15,32,11,29,17,19,34,24,38,59,43,131,100,138,174,300,16,0,2,2,74,208,371,628,27,0.05657492354740061,0.15902140672782875,0.28363914373088683,0.4801223241590214,0.020642201834862386,24,156,0,732,3,217,24,54,97,1,0.01834862385321101,0.11926605504587157,0,0.5596330275229358,0.0022935779816513763,0.1659021406727829,0.01834862385321101,0.04128440366972477,0.07415902140672782,7.645259938837921e-4
11107,5812,8.66785206770135,1980,2018,39,2,10,5,5,7,24,10,11,9,12,50,18,40,26,28,49,25,27,91,36,137,38,66,94,116,262,115,178,289,321,492,383,570,723,1411,111,7,3,11,268,982,1663,2815,84,0.04611149346180317,0.1689607708189952,0.2861321403991741,0.48434273916035786,0.014452856159669649,42,652,2,3256,10,927,241,204,468,10,0.0072264280798348245,0.11218169304886441,3.4411562284927734e-4,0.5602202339986235,0.0017205781142463868,0.15949759119064005,0.04146593255333792,0.03509979353062629,0.0805230557467309,0.0017205781142463868
11108,1786,7.488293515159428,1980,2018,39,1,12,2,3,2,9,8,2,8,6,23,6,16,12,12,31,13,7,24,13,81,10,19,36,35,87,55,48,88,75,193,129,158,235,290,30,3,2,2,129,367,533,713,44,0.07222844344904815,0.20548712206047032,0.29843225083986563,0.3992161254199328,0.02463605823068309,27,232,0,1087,3,195,42,76,122,2,0.015117581187010079,0.12989921612541994,0,0.6086226203807391,0.0016797312430011197,0.10918253079507279,0.023516237402015677,0.0425531914893617,0.0683090705487122,0.0011198208286674132
11109,988,6.8966943316227125,1980,2018,38,1,3,0,1,3,11,2,1,5,4,18,3,11,8,12,23,10,12,19,12,35,10,23,30,17,61,19,32,53,60,74,46,94,91,155,23,3,2,1,95,238,265,363,27,0.09615384615384616,0.2408906882591093,0.2682186234817814,0.3674089068825911,0.027327935222672066,7,108,0,573,0,144,17,41,97,1,0.00708502024291498,0.10931174089068826,0,0.5799595141700404,0,0.145748987854251,0.01720647773279352,0.04149797570850203,0.09817813765182186,0.0010121457489878543
11110,826,6.717804695023691,1981,2018,36,0,2,1,0,3,7,3,1,3,0,19,2,2,2,11,11,4,3,8,5,29,3,12,2,32,39,22,26,34,42,69,46,65,103,195,15,1,2,2,55,155,217,378,21,0.06658595641646489,0.18765133171912832,0.2627118644067797,0.4576271186440678,0.025423728813559324,19,106,0,447,2,115,16,55,66,0,0.023002421307506054,0.12832929782082325,0,0.5411622276029056,0.002421307506053269,0.13922518159806296,0.01937046004842615,0.06658595641646489,0.07990314769975787,0
11111,866,6.7650389767805414,1983,2018,30,0,2,0,0,1,4,0,0,1,1,9,0,4,2,7,5,4,7,5,1,22,9,7,12,12,22,8,15,28,45,62,63,110,180,203,15,0,0,0,33,105,213,508,7,0.03810623556581986,0.12124711316397228,0.24595842956120093,0.5866050808314087,0.008083140877598153,22,112,1,490,1,112,14,38,75,1,0.025404157043879907,0.12933025404157045,0.0011547344110854503,0.5658198614318707,0.0011547344110854503,0.12933025404157045,0.016166281755196306,0.04387990762124711,0.08660508083140878,0.0011547344110854503
