hhid,year,any_shock,n_shocks,total_loss_rs,cope_private_transfer,cope_sell_assets,cope_savings,cope_borrow,cope_gov_transfer,cope_remittance,cope_other_mech,primary_savings,primary_borrow,primary_sell_assets,primary_gov_transfer,primary_private_transfer,primary_remittance,primary_none,shock_type_economic_price,shock_type_natural_disaster,shock_type_other_shock,shock_type_agricultural,shock_type_illness,shock_type_death,shock_type_economic_job
2657,2017,1,1,120000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2658,2016,1,1,1000000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2659,2017,1,2,27750,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2660,2016,1,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2661,2016,1,2,90000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2661,2017,1,2,16600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2662,2016,1,2,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2663,2016,1,2,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2663,2018,1,3,53000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
2664,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2664,2017,1,1,13000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2664,2018,1,1,87000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2665,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2665,2017,1,1,9500,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2666,2016,1,1,25000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2666,2017,1,1,40000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2666,2018,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2667,2016,1,2,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2667,2017,1,1,6000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2669,2016,1,2,6000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2671,2016,1,2,9500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2671,2018,1,1,500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2672,2018,1,2,73000,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2673,2016,1,1,80000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2673,2017,1,2,18000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2674,2016,1,2,50000,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2674,2017,1,1,15000,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2675,2016,1,3,23500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2675,2018,1,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2676,2016,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2677,2016,1,1,4000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2678,2016,1,2,25000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2678,2017,1,1,6000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2679,2016,1,1,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2680,2016,1,1,20000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2680,2017,1,1,4000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2680,2018,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2682,2016,1,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2682,2017,1,1,40000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2683,2016,1,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2684,2016,1,2,24000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2685,2016,1,6,68200,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
2686,2016,1,1,6000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2687,2016,1,1,18000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2688,2016,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2689,2016,1,2,362000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2689,2017,1,1,80000,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2690,2016,1,6,37200,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
2691,2017,1,1,350000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2692,2017,1,1,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2694,2016,1,1,1000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2695,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2695,2017,1,1,17500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2696,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2697,2016,1,1,50000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2698,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2699,2016,1,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2699,2017,1,1,58500,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2700,2016,1,7,72200,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
2701,2017,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2702,2016,1,2,12000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2703,2016,1,2,55000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2704,2016,1,1,400000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2704,2018,1,1,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2705,2016,1,2,100000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2706,2016,1,1,30000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2707,2017,1,1,180000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2708,2016,1,5,52000,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
2708,2017,1,2,10050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2708,2018,1,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2709,2016,1,2,525000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2710,2016,1,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2710,2017,1,1,14000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2711,2016,1,3,8500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2711,2018,1,1,13400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2712,2016,1,2,52000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2712,2017,1,1,155000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2713,2016,1,1,700000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2715,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2717,2016,1,1,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2717,2017,1,1,220000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2718,2016,1,1,800000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2719,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2720,2016,1,3,43900,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2720,2017,1,1,18100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2721,2016,1,1,350000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2721,2018,1,1,70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2722,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2723,2016,1,1,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2724,2016,1,2,124000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2724,2018,1,1,4300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2725,2016,1,1,300000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2726,2016,1,1,700000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2727,2017,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2728,2016,1,1,300000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2728,2017,1,1,57000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2729,2016,1,1,1000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2731,2016,1,1,200000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2731,2017,1,1,23000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2731,2018,1,1,18000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2732,2016,1,2,25000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2733,2017,1,2,9000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2734,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2735,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2736,2016,1,1,350000,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2736,2017,1,2,8910,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2737,2016,1,2,45000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2737,2017,1,1,120000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2737,2018,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2738,2016,1,1,5000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2739,2016,1,2,210000,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2739,2017,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2739,2018,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2740,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2741,2016,1,1,800000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2742,2016,1,2,203000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2742,2017,1,1,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2743,2016,1,1,7000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2744,2016,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2744,2017,1,1,37000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2745,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2746,2016,1,1,25000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2747,2016,1,2,11000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2748,2018,1,1,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2749,2016,1,1,3000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2750,2016,1,1,100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2751,2016,1,3,20000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
2751,2017,1,1,10350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2752,2016,1,3,126000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
2753,2016,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2753,2017,1,2,5400,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2753,2018,1,1,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2754,2016,1,1,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2755,2016,1,2,225000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2755,2017,1,1,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2755,2018,1,1,7000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2756,2016,1,1,40000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2757,2017,1,1,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2758,2016,1,1,15000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2758,2017,1,1,45000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2760,2016,1,1,3000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2760,2017,1,1,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2760,2018,1,1,190000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2761,2016,1,2,203500,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2762,2016,1,1,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2762,2017,1,1,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2765,2016,1,1,250000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2765,2017,1,2,48950,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2766,2016,1,1,100000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2766,2017,1,1,40500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2767,2016,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2768,2017,1,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2769,2016,1,2,15000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2770,2016,1,1,70000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2770,2017,1,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2770,2018,1,2,66000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2771,2016,1,1,40000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2772,2016,1,1,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2772,2017,1,2,58000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2773,2016,1,3,343000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2773,2017,1,3,21050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2773,2018,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2774,2016,1,1,1500,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2775,2016,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2775,2017,1,1,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2776,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2779,2016,1,2,2500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2780,2018,1,1,3500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2781,2016,1,2,24000,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2781,2018,1,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2782,2016,1,1,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2783,2016,1,2,24500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2784,2016,1,5,123000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
2785,2016,1,1,350000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2786,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2787,2016,1,1,10000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2788,2016,1,1,7500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2788,2017,1,1,25000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2789,2016,1,1,100000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2790,2016,1,7,99400,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
2790,2017,1,1,38100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2791,2016,1,3,53000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2791,2017,1,1,70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2792,2016,1,2,100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2792,2017,1,1,70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2793,2016,1,1,4000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2794,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2798,2016,1,1,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2799,2016,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2799,2017,1,1,2950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2800,2016,1,1,600000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2801,2016,1,1,600000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2802,2017,1,1,32000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2803,2016,1,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2804,2016,1,4,28000,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2804,2018,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2805,2016,1,1,40000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2807,2016,1,2,45000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2809,2016,1,1,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2809,2018,1,1,11000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2810,2016,1,2,103000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2810,2017,1,3,138175,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2811,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2812,2016,1,2,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2812,2018,1,1,200000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2813,2016,1,1,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2813,2017,1,1,23700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2814,2016,1,1,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2815,2016,1,1,15000,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2815,2018,1,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2816,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2817,2016,1,1,40000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2818,2016,1,1,350000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2818,2017,1,2,22100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2819,2016,1,3,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2820,2016,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2820,2017,1,1,20000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2821,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2821,2018,1,1,2800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2822,2016,1,2,30000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2823,2016,1,1,150000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2824,2017,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2825,2016,1,2,6800,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2825,2018,1,1,85000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2826,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2827,2016,1,4,73800,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2827,2017,1,1,38000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2828,2016,1,3,32000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2829,2016,1,1,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2829,2018,1,1,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2830,2016,1,6,79800,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
2831,2018,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2832,2016,1,1,250000,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2832,2018,1,1,55000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2833,2016,1,3,1000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2835,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2836,2017,1,2,42800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2837,2016,1,2,20000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2838,2016,1,2,25000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2839,2017,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2840,2016,1,3,22000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2841,2017,1,1,29440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2844,2016,1,3,90000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
2844,2018,1,1,30000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2845,2016,1,1,300000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2846,2016,1,1,247000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2847,2016,1,4,159000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
2847,2018,1,1,200000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2848,2016,1,2,468000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2849,2016,1,1,16000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2849,2017,1,1,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
