hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,hh_any_worker,hh_n_workers,hh_n_working_age,hh_lfp_rate,hh_female_lfp_rate,hh_child_workers,n_jobs_total,n_jobs_wage_agri,n_jobs_wage_nonagri,n_jobs_self_agri,n_jobs_self_nonagri,hh_has_wage_nonagri,hh_total_days_worked_12m,hh_total_hours_12m,hh_work_intensity_per_worker,hh_has_wage_job,wage_daily_income_12m_rs,wage_longterm_income_12m_rs,wage_contract_income_12m_rs,wage_total_income_12m_rs,wage_sector_agri,wage_sector_fish_mine,wage_sector_manufacturing,wage_sector_utilities,wage_sector_construction,wage_sector_trade,wage_sector_hotels,wage_sector_transport,wage_sector_finance,wage_sector_public,wage_sector_community,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any,wage_sector_tradable_any,wage_sector_nontradable_any,hh_foreign_worker_any,hh_returned_foreign_any
25,2016,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,1,2,3,0.6666666666666666,0.5,0,2,0,1,1,0,1,369,2468,184.5,1,0,227000,0,227000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
25,2017,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,1,2,3,0.6666666666666666,0.5,0,2,0,1,1,0,1,696,3816,348,1,0,325000,0,325000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
25,2018,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,1,2,2,1,1,0,2,0,1,1,0,1,622,3654,311,1,0,306500,0,306500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
26,2016,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,0,2,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
26,2017,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,0,2,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2018,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,0,3,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2016,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,1,1,3,0.3333333333333333,0,0,2,0,0,1,1,0,279,2130,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
27,2017,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,1,3,3,1,1,0,4,0,0,3,1,0,436,2136,145.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2018,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,1,2,2,1,1,0,3,0,0,2,1,0,460,2019,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2016,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,1,2,3,0.6666666666666666,0.5,0,4,0,0,2,2,0,425,1655,212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,2017,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,1,3,3,1,1,0,4,0,1,2,1,1,796,5674,265.3333333333333,1,0,200000,0,200000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28,2018,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,1,3,3,1,1,0,5,0,1,3,1,1,1049,6227,349.6666666666667,1,0,240000,0,240000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,2016,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,1,2,4,0.5,0,0,2,0,2,0,0,1,328,2624,164,1,0,450000,0,450000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,
29,2017,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,1,5,5,1,0.6666666666666666,0,5,0,0,5,0,0,865,4383,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2018,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,1,3,4,0.75,0.3333333333333333,0,3,0,0,3,0,0,274,1992,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2016,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,1,3,5,0.6,1,0,5,0,2,3,0,1,239,1423,79.66666666666667,1,39600,0,0,39600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
30,2017,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,1,5,4,1.25,1.5,1,7,0,2,5,0,1,810,4513,162,1,87600,0,0,87600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30,2018,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,1,4,4,1,1,0,6,0,2,4,0,1,726,3902,181.5,1,66350,0,0,66350,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
31,2016,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,1,2,2,1,1,0,2,0,1,1,0,1,323,2584,161.5,1,108500,0,0,108500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
31,2017,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,1,2,2,1,1,0,3,0,1,2,0,1,211,1238,105.5,1,42700,0,0,42700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
31,2018,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,1,2,2,1,1,0,2,0,0,2,0,0,251,1506,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2016,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,1,2,2,1,1,0,3,0,1,2,0,1,209,1185,104.5,1,35000,0,0,35000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
32,2017,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,1,3,2,1.5,1,0,5,1,1,3,0,1,729,4595,243,1,5700,0,0,5700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
32,2018,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,1,3,2,1.5,1,0,4,0,1,3,0,1,250,1211,83.33333333333333,1,64800,0,0,64800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
33,2016,487.4611206054687,1,Padam Pokhari,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
33,2017,487.4611206054687,1,Padam Pokhari,,,,,,,,1,1,2,0.5,0,0,1,0,1,0,0,1,298,2682,298,1,0,216000,0,216000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,2016,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,1,2,2,1,1,0,2,0,1,1,0,1,556,2564,278,1,0,190000,0,190000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,
34,2017,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,1,3,3,1,1,0,4,0,1,3,0,1,1394,8372,464.6666666666667,1,280000,0,0,280000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,2018,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,1,3,3,1,1,0,5,0,2,3,0,1,1434,8050,478,1,320700,0,0,320700,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
35,2016,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,2,1,1,0,3,0,2,1,0,1,66,532,33,1,2000,0,0,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
35,2017,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,2,1,1,0,2,0,1,1,0,1,167,1128,83.5,1,0,60392,0,60392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2018,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,2,1,1,0,3,0,1,2,0,1,193,1249,96.5,1,47600,0,0,47600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
36,2016,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,1,1,1,1,0,1,1,0,0,0,0,94,752,94,1,28200,0,0,28200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
36,2017,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,1,1,1,1,0,1,0,0,1,0,0,52,156,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2018,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,1,1,1,1,0,1,0,0,1,0,0,243,1944,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2016,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,1,2,2,1,1,0,3,0,1,2,0,1,374,1923,187,1,0,254000,0,254000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
37,2017,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,1,3,2,1.5,2,0,3,0,1,2,0,1,722,3130,240.66666666666666,1,0,228000,0,228000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
37,2018,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,1,2,3,0.6666666666666666,0.5,0,2,0,1,1,0,1,505,2600,252.5,1,0,319500,0,319500,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,2016,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,1,3,4,0.75,0.5,0,3,0,1,2,0,1,300,659,100,1,72000,0,0,72000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
38,2017,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,1,2,5,0.4,0.3333333333333333,0,2,0,0,2,0,0,160,960,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2018,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,1,2,4,0.5,0.3333333333333333,0,2,0,0,2,0,0,473,2365,236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2016,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,1,2,2,1,1,0,2,0,0,0,2,0,653,6530,326.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
39,2017,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,1,2,2,1,1,0,2,0,0,0,2,0,531,5310,265.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2018,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,1,2,2,1,1,0,2,0,0,1,1,0,527,4216,263.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2016,990.53192138671875,6,Hajariya,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
40,2017,990.53192138671875,6,Hajariya,,,,,,,,1,2,2,1,1,0,3,0,1,2,0,1,345,2244,172.5,1,43500,0,0,43500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
41,2016,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,1,1,4,0.25,0,0,1,0,1,0,0,1,298,2384,298,1,149000,0,0,149000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
41,2017,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,1,2,4,0.5,0.5,0,2,1,1,0,0,1,330,2640,165,1,229350,0,0,229350,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
41,2018,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,1,2,4,0.5,0.5,0,2,0,2,0,0,1,503,4024,251.5,1,251500,0,0,251500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
42,2016,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,2,5,0.4,0,0,3,0,1,1,1,1,665,5694,332.5,1,87600,0,0,87600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
42,2017,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,4,5,0.8,1,0,4,1,1,0,2,1,910,8557,227.5,1,58200,0,0,58200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,2018,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,5,6,0.8333333333333334,0.5,0,6,0,0,2,4,0,637,2968,127.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2016,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,1,3,5,0.6,0.6666666666666666,0,4,0,0,3,0,0,594,2972,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
43,2017,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,1,2,2,1,1,0,4,0,1,2,0,1,404,1778,202,1,63000,0,0,63000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
43,2018,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,1,2,2,1,1,0,3,0,1,2,0,1,481,2601,240.5,1,56250,0,0,56250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
44,2016,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,1,2,3,0.6666666666666666,1,0,2,0,1,0,1,1,361,2582,180.5,1,156000,0,0,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
44,2017,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,1,2,2,1,1,0,2,0,0,0,2,0,229,2927,114.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2018,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,1,2,2,1,1,0,2,0,0,0,2,0,439,3616,219.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2016,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,1,3,4,0.75,1,0,3,0,3,0,0,1,430,3440,143.33333333333334,1,249750,0,0,249750,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,,
45,2017,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,1,1,5,0.2,0,0,1,0,0,0,1,0,142,852,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2018,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,1,2,5,0.4,1,0,2,0,0,1,1,0,453,837,226.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2016,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,1,2,2,1,1,0,3,0,0,2,0,0,640,3381,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
46,2017,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,1,2,2,1,1,0,2,0,0,2,0,0,631,5048,315.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2018,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,1,2,2,1,1,0,2,0,0,2,0,0,679,5092,339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2016,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,1,2,2,1,1,0,3,0,0,2,1,0,246,1076,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
47,2017,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,1,1,1,1,1,0,1,0,0,1,0,0,85,510,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2018,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,1,1,1,1,1,0,1,0,0,1,0,0,339,1356,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2016,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,1,2,4,0.5,0.3333333333333333,0,2,0,0,2,0,0,224,1344,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
48,2017,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,1,3,5,0.6,0.5,0,4,0,1,3,0,1,362,1855,120.66666666666667,1,9000,0,0,9000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
48,2018,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,1,3,3,1,1,0,3,0,0,3,0,0,917,4349,305.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2016,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,1,3,4,0.75,1,0,4,0,1,2,0,1,736,3501,245.33333333333334,1,0,144000,0,144000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,
49,2017,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,1,3,3,1,1,0,3,0,0,2,0,0,643,3538,214.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2018,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,1,2,3,0.6666666666666666,1,0,2,0,0,2,0,0,686,4798,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2016,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,2,1,1,0,3,0,1,2,0,1,113,504,56.5,1,20000,0,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
50,2017,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,2,1,1,0,2,0,0,2,0,0,265,913,132.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2018,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,1,2,4,0.5,0.5,0,3,0,1,2,0,1,679,3953,339.5,1,0,216392,0,216392,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
51,2016,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,1,1,1,1,1,0,1,0,0,1,0,0,105,840,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
51,2017,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,1,2,1,2,1,1,2,0,0,2,0,0,158,486,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2018,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,1,1,1,1,1,0,1,0,0,1,0,0,99,891,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2016,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,1,4,4,1,1,0,5,0,1,4,0,1,616,4441,154,1,42500,0,0,42500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
52,2017,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,1,2,4,0.5,0.5,0,2,0,0,2,0,0,184,1104,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2018,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,1,2,4,0.5,0.5,0,2,0,0,2,0,0,444,2220,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2016,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,1,2,0.5,0,0,1,0,0,1,0,0,75,675,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
53,2017,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,2,2,1,1,0,2,0,1,1,0,1,331,2648,165.5,1,0,65000,0,65000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
53,2018,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,2,2,1,1,0,2,0,1,1,0,1,608,3648,304,1,0,72000,0,72000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
54,2016,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,1,3,3,1,1,0,3,0,0,3,0,0,310,2385,103.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
54,2017,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,1,3,5,0.6,0,0,4,0,2,2,0,1,331,2510,110.33333333333333,1,68250,0,65000,133250,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
54,2018,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,1,5,5,1,1,0,8,0,3,5,0,1,1399,10450,279.8,1,185600,0,0,185600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
55,2016,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,1,1,2,0.5,0,0,2,0,1,1,0,1,161,1288,161,1,72600,0,0,72600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
55,2017,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,1,2,2,1,1,0,2,2,0,0,0,0,270,2160,135,1,81000,0,0,81000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2018,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,1,2,2,1,1,0,3,1,1,1,0,1,310,2279,155,1,166400,0,0,166400,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
56,2016,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,1,5,3,1.6666666666666667,2,1,7,0,1,5,0,1,728,4039,145.6,1,0,74400,0,74400,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,
56,2017,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,1,3,3,1,1,0,3,0,1,2,0,1,547,2611,182.33333333333334,1,0,84000,0,84000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
56,2018,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,1,3,4,0.75,0.6666666666666666,0,4,0,1,3,0,1,708,4142,236,1,0,97500,0,97500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
