"dname","year","fxshock_2009","fxshock_2010","fxshock_2011","fxshock_dofe"
"Nuwakot",2007,1.15317641275874,1.13837196043951,1.14888769312444,1.1359153092094
"Nuwakot",2008,1.08513949454713,1.06602994465526,1.07913871668722,1.06485986030114
"Nuwakot",2009,0.997916666666667,0.987737050452526,0.992835600085134,0.98510518348027
"Nuwakot",2010,1.02100740398754,0.998954339491112,1.02243471925178,0.998694176025072
"Nuwakot",2011,0.991543623697613,0.96347585807559,0.993856464674672,0.964634480072704
"Nuwakot",2012,0.864552375552816,0.841132826874971,0.866974003251874,0.841922630227877
"Nuwakot",2013,0.797096695901374,0.777814654907167,0.799455170295565,0.778039077183407
"Nuwakot",2014,0.771322665387798,0.756352604690353,0.771818204148224,0.755797602667011
"Nuwakot",2015,0.788282127234928,0.791324450438967,0.781611464897146,0.786890449091376
"Nuwakot",2016,0.771066124374871,0.780156338425685,0.760883258728763,0.774536956382145
"Nuwakot",2017,0.804661366736783,0.818015817777672,0.791954518713187,0.811339883331803
"Nuwakot",2018,0.751162231116283,0.75728304917756,0.744421539552372,0.752383972488358
"Nuwakot",2019,0.734907377661373,0.743440149890897,0.728657327524601,0.738112552293448
"Nuwakot",2020,0.704112458872663,0.713526819937472,0.698088012487717,0.708175047899079
"Nuwakot",2021,0.709442592700983,0.713162845663095,0.71600310283495,0.709056398066903
"Nuwakot",2022,0.6876081017592,0.696720231436785,0.702822579369078,0.691570367094537
"Nuwakot",2023,0.616095494619996,0.664100027845483,0.642898489624665,0.650073823834316
"Okhaldhunga",2000,1.11924518065615,1.1384955191107,1.13991982557805,1.12803187577678
"Okhaldhunga",2001,1.0623782653833,1.08017086214951,1.08201379896347,1.07036063926654
"Okhaldhunga",2002,1.02618650040172,1.04108851850997,1.0413549334388,1.03217918067629
"Okhaldhunga",2003,1.04907420109073,1.06465881541182,1.06393905721989,1.05545963034339
"Okhaldhunga",2004,1.08396361991534,1.10023730334953,1.09880737164268,1.0906880248809
"Okhaldhunga",2005,1.11723384092318,1.133238474807,1.13200617613402,1.12358299105497
"Okhaldhunga",2006,1.08128166296726,1.08934601238133,1.09477075106179,1.08180153012025
"Okhaldhunga",2007,1.15251064996704,1.14581583672005,1.16552859015334,1.14147024241455
"Okhaldhunga",2008,1.08226851908786,1.07045946674167,1.09334214080201,1.06769588954946
"Okhaldhunga",2009,0.997014925373134,0.996632280696068,1.00883241331746,0.991557480725983
"Okhaldhunga",2010,1.01860050160991,0.998899284534948,1.02879682102745,0.998391636509851
"Okhaldhunga",2011,0.987385830528067,0.95861131548386,0.996450754214729,0.960451442869538
"Okhaldhunga",2012,0.861148665693923,0.837423516135628,0.869345212609385,0.838699637467045
"Okhaldhunga",2013,0.794751510096838,0.775860882150033,0.8027402877529,0.776315328828845
"Okhaldhunga",2014,0.769570181991865,0.757352645768214,0.777895457870427,0.756321221766411
"Okhaldhunga",2015,0.790055739887442,0.806110518725255,0.801101543514857,0.798139154109292
"Okhaldhunga",2016,0.773769592800338,0.799522097691367,0.785214479366872,0.789286965601859
"Okhaldhunga",2017,0.808106086107159,0.841329710530541,0.820605832020404,0.82910692492379
"Okhaldhunga",2018,0.753350510898461,0.774018276630245,0.764509431305835,0.765118304672927
"Okhaldhunga",2019,0.73753907903842,0.76178574991199,0.748815924774727,0.752103037525979
"Okhaldhunga",2020,0.706612840303321,0.732018437162961,0.717757763918603,0.722215879055992
"Okhaldhunga",2021,0.715353081098069,0.731330387697775,0.714113541620273,0.723809370364279
"Okhaldhunga",2022,0.69482043435877,0.718532331773505,0.695110963212544,0.70925108515292
"Okhaldhunga",2023,0.651787880409972,0.694295427891955,0.671041382348085,0.680460737299857
"Palpa",2000,1.11285074712768,1.11981751100044,1.11693448209657,1.11312175936721
"Palpa",2001,1.05683064386913,1.06264259247512,1.06017603678103,1.05644609412495
"Palpa",2002,1.02542606524532,1.02545488986678,1.01986845869152,1.02057606926262
"Palpa",2003,1.04872700504315,1.04854855937887,1.04161361163299,1.04360339494143
"Palpa",2004,1.08381097376765,1.08351071025199,1.07555145195837,1.07842496458893
"Palpa",2005,1.11726608941391,1.11626662594192,1.10836205237386,1.11115649345626
"Palpa",2006,1.08290052440983,1.07599951824283,1.0756553409089,1.0721732550801
"Palpa",2007,1.15748203062043,1.13793924667932,1.15322411011984,1.13615421908697
"Palpa",2008,1.08877873598853,1.06525419464347,1.08475001434584,1.06455374799319
"Palpa",2009,1,0.987374217542849,0.996216426943894,0.985021936014976
"Palpa",2010,1.02599799491461,0.9976401179941,1.02578323743642,0.998150289017341
"Palpa",2011,0.996947089720206,0.961453217388675,0.9980323567993,0.963454125435124
"Palpa",2012,0.869204843939288,0.839327432795681,0.869966877897634,0.840870792800359
"Palpa",2013,0.801419105334088,0.776397736325378,0.80196972133391,0.777341079803178
"Palpa",2014,0.774693756075617,0.755304634249838,0.77419266868862,0.755306192578542
"Palpa",2015,0.788943350158364,0.791993904351815,0.782809171196415,0.78767446402706
"Palpa",2016,0.770495113491499,0.781469562842699,0.762142914661197,0.775734818989608
"Palpa",2017,0.803336592594821,0.819821916709629,0.793386800202521,0.812885951458806
"Palpa",2018,0.751052173260924,0.758296574512327,0.744303469908473,0.753359636406837
"Palpa",2019,0.734458096583733,0.744698302449164,0.727177872910757,0.739273683055643
"Palpa",2020,0.702985538434636,0.714634224927702,0.696129718883815,0.709090333972176
"Palpa",2021,0.726277643883988,0.718869724409218,0.693434644667253,0.717041207282255
"Palpa",2022,0.704212286115037,0.70307039523899,0.669688521320013,0.70016364635743
"Palpa",2023,0.669451226045466,0.678116996740904,0.643387194123557,0.673414621297474
"Panchthar",2000,1.11003448729853,1.13663709041414,1.14611552328948,1.12170524603049
"Panchthar",2001,1.0543999826899,1.07865885442453,1.08739733645749,1.06475228855608
"Panchthar",2002,1.02445282784859,1.0415286666573,1.04630836510809,1.02978886723412
"Panchthar",2003,1.04790212028441,1.06515658998747,1.06917475452731,1.05320740098693
"Panchthar",2004,1.08307069073706,1.10076449955432,1.10437279116031,1.08845365503973
"Panchthar",2005,1.11665580199632,1.1337724451906,1.13786858172528,1.12138530745378
"Panchthar",2006,1.08265391133759,1.09001314202838,1.09991180735943,1.08048796131669
"Panchthar",2007,1.15780159503854,1.14660654836995,1.16995221017046,1.1415449011433
"Panchthar",2008,1.08962869692823,1.07109464966552,1.09718287816353,1.06848301255487
"Panchthar",2009,1,0.997045515048853,1.01303096178429,0.990864047084923
"Panchthar",2010,1.02665895528279,0.999762526715745,1.03189333527243,0.999831791421363
"Panchthar",2011,0.998108135061384,0.959504343688803,0.998476936466493,0.962920658406651
"Panchthar",2012,0.870151546291614,0.838260567337608,0.871020794507208,0.840764431245425
"Panchthar",2013,0.802128088667984,0.776623848778125,0.804441797675083,0.777885624668894
"Panchthar",2014,0.775161080056952,0.757961948834229,0.779935516028717,0.757178912974974
"Panchthar",2015,0.788341586585308,0.8064298635839,0.805228038672208,0.796069270321664
"Panchthar",2016,0.769575161494988,0.799661644074619,0.790129556547835,0.78620677507476
"Panchthar",2017,0.802138724071723,0.841341321721452,0.826166275680444,0.825208523000065
"Panchthar",2018,0.750249440523062,0.774165373060856,0.76872930172462,0.76250300337049
"Panchthar",2019,0.733570411291934,0.761922176937165,0.753110306680766,0.749184478668736
"Panchthar",2020,0.70205004372906,0.732032877535766,0.721877232422864,0.719075864525253
"Panchthar",2021,0.72947626034421,0.73724419547248,0.717804109822749,0.730144822014403
"Panchthar",2022,0.707226816712724,0.724533195213047,0.697953541099711,0.715027442206072
"Panchthar",2023,0.664420607968089,0.700289337762036,0.673020870527673,0.685941319005331
"Parbat",2000,1.09611227959913,1.07436185799834,1.08382035944487,1.06937375078462
"Parbat",2001,1.04052647988003,1.01963569139315,1.02899032943294,1.01495307920726
"Parbat",2002,1.00690260972936,0.985895158651667,0.990045607016043,0.981516724165339
"Parbat",2003,1.029975198989,1.0079906619503,1.01101882243027,1.00362807442512
"Parbat",2004,1.06454559981808,1.04146251282329,1.04387306195954,1.0370381929597
"Parbat",2005,1.09825656172417,1.07331999969274,1.07614891581503,1.06900895917536
"Parbat",2006,1.07110979658185,1.04047075944868,1.04884076246799,1.03765266012374
"Parbat",2007,1.15958878002676,1.1127698092686,1.13371729528422,1.11271974773158
"Parbat",2008,1.09787532366005,1.04676953969811,1.0704601896264,1.04822985627144
"Parbat",2009,0.997019374068554,0.961447148525908,0.975835949558024,0.960372150193326
"Parbat",2010,1.04003389152169,0.987084870848709,1.01599520525304,0.989432898908066
"Parbat",2011,1.02062082564045,0.95961901900989,0.995041834521227,0.963916209728286
"Parbat",2012,0.888033439192718,0.83661285976482,0.86639178775093,0.839981507961122
"Parbat",2013,0.815701192129654,0.771185807269976,0.796692498141568,0.773682621932129
"Parbat",2014,0.783090960002345,0.745226047022165,0.765445843999746,0.746556100219989
"Parbat",2015,0.770320926733018,0.757737082125428,0.756511637682822,0.753626136466019
"Parbat",2016,0.743274116788944,0.739658046548025,0.730500009822789,0.733822972375843
"Parbat",2017,0.769268494515579,0.770858345778286,0.756572722316024,0.76365228307045
"Parbat",2018,0.728617996472521,0.721145006261942,0.716092784795589,0.716287633184871
"Parbat",2019,0.708641069771188,0.705028285699101,0.696895310024499,0.69950049011575
"Parbat",2020,0.676223232137689,0.674790022822977,0.665612641380698,0.669072448792234
"Parbat",2021,0.692543709254617,0.686795361610384,0.664433659375317,0.681807671387167
"Parbat",2022,0.662865677934352,0.665153151608462,0.637031370684613,0.658661958028474
"Parbat",2023,0.627514791463725,0.63750174450013,0.609501234476276,0.629607448873415
"Parsa",2000,1.13125445743238,1.16762581205499,1.17064317691039,1.15908779164994
"Parsa",2001,1.07361568162655,1.10756128173666,1.11070061801077,1.0995624111345
"Parsa",2002,1.03708258256732,1.06589690361442,1.06933606991805,1.05889358345924
"Parsa",2003,1.06084725953016,1.09011899617214,1.0929760397893,1.08299283035834
"Parsa",2004,1.09645555057567,1.12659514097749,1.12914857708258,1.11925106484787
"Parsa",2005,1.12981553852882,1.1599119718684,1.16303196325392,1.15251290035447
"Parsa",2006,1.08939466454407,1.11016758975568,1.12060053132836,1.10447413335637
"Parsa",2007,1.15291015043571,1.15745771983723,1.18439603429855,1.15447645607101
"Parsa",2008,1.08050783319276,1.07711835335053,1.10838859480219,1.07566242089082
"Parsa",2009,1,1.00992632691091,1.02832082558338,1.00629482480181
"Parsa",2010,1.01104225807702,0.999424626006905,1.03783434387974,0.999535531816071
"Parsa",2011,0.975275000744937,0.95232968448934,0.999553770638108,0.95448716051174
"Parsa",2012,0.851146313666881,0.832859658786999,0.872638225550643,0.834439669283701
"Parsa",2013,0.787050829799342,0.773844080102519,0.807429876605667,0.774658145938724
"Parsa",2014,0.76544059261195,0.759495092754889,0.785806075574375,0.759081845474302
"Parsa",2015,0.801088175703616,0.827955523156115,0.825496704253525,0.821744989027363
"Parsa",2016,0.790126859549658,0.827749835218905,0.814981320674334,0.819681699740301
"Parsa",2017,0.828684578096985,0.875081369837925,0.855268696577909,0.865407746273915
"Parsa",2018,0.766794464270311,0.798459083320697,0.790612184285576,0.791475044712166
"Parsa",2019,0.752893542866924,0.788475332445831,0.776618207716592,0.780834269267287
"Parsa",2020,0.722328211046696,0.758984039219936,0.745429629930787,0.751212693963606
"Parsa",2021,0.729565470958025,0.751705496105951,0.740240540644079,0.746543623133462
"Parsa",2022,0.713266399781918,0.7440756635605,0.724149234235359,0.737432957193956
"Parsa",2023,0.681400463735323,0.723922608011129,0.70086070277067,0.715239857161762
"Pyuthan",2000,1.1084003801509,1.11413522735568,1.11439540225411,1.10638279223298
"Pyuthan",2001,1.05219612955136,1.05732264976635,1.05742613795429,1.05002167147626
"Pyuthan",2002,1.01819069871537,1.02079858111465,1.01716420464978,1.01416931739307
"Pyuthan",2003,1.04147073086237,1.04372959832455,1.03884282058649,1.03703062590182
