outcome_group,dataset,outcome,spec,threshold,lag,treatment_kind,c_mig_log_flag,scale_form,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag0,50,0,log_int,TRUE,log/log,-4.30844603120527,"",3.44671007668693,0.216492026500431,4,23.0710671545742,399,401,-4.308 units (-108% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag0,100,0,log_int,TRUE,log/log,-3.92358818007455,"",3.92397073680635,0.322478025332789,5,25.9755203270849,305,313,-3.924 units (-78% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag1,0,1,log_int,TRUE,log/log,-2.54347565676971,*,1.41058967663181,0.0753844638671929,3,17.457427843262,714,714,-2.543 units (-85% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag1,25,1,log_int,TRUE,log/log,-4.1665190849937,"",3.12183389495922,0.187301694305954,4,21.2634528225842,469,475,-4.167 units (-104% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag1,50,1,log_int,TRUE,log/log,-4.47690077508079,"",3.52126328578108,0.208845130974642,4,23.0710671545742,399,401,-4.477 units (-112% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag1,100,1,log_int,TRUE,log/log,-4.48078772672199,"",4.14844981407817,0.285604175970237,5,25.9755203270849,305,313,-4.481 units (-90% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag2,0,2,log_int,TRUE,log/log,-2.58292083766613,*,1.41669051968559,0.0722567139294213,3,17.457427843262,714,714,-2.583 units (-86% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag2,25,2,log_int,TRUE,log/log,-4.11143487246656,"",3.10026162960019,0.190077209189965,4,21.2634528225842,469,475,-4.111 units (-103% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag2,50,2,log_int,TRUE,log/log,-4.51846703777305,"",3.57130195486762,0.211033413040963,4,23.0710671545742,399,401,-4.518 units (-113% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag2,100,2,log_int,TRUE,log/log,-4.18299396203335,"",4.09837337374223,0.312646620767699,5,25.9755203270849,305,313,-4.183 units (-84% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag3,0,3,log_int,TRUE,log/log,-2.68625888763281,*,1.36520130247446,0.0528041675565121,3,17.457427843262,714,714,-2.686 units (-89% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag3,25,3,log_int,TRUE,log/log,-4.69557065881928,"",3.19973811120608,0.147740388590779,4,21.2634528225842,469,475,-4.696 units (-117% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag3,50,3,log_int,TRUE,log/log,-5.2525969304035,"",3.68943161414756,0.160085137650185,4,23.0710671545742,399,401,-5.253 units (-131% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag3,100,3,log_int,TRUE,log/log,-4.96476325308171,"",4.32961879220868,0.257310984462617,5,25.9755203270849,305,313,-4.965 units (-99% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag4,0,4,log_int,TRUE,log/log,-2.95501377089086,**,1.45647753905131,0.0460205200384604,3,17.457427843262,714,714,-2.955 units (-98% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag4,25,4,log_int,TRUE,log/log,-5.409230464915,"",3.49388299134009,0.127108886500042,4,21.2634528225842,469,475,-5.409 units (-135% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag4,50,4,log_int,TRUE,log/log,-5.96398376324623,"",3.89828494133025,0.131671304184449,4,23.0710671545742,399,401,-5.964 units (-149% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag4,100,4,log_int,TRUE,log/log,-6.31484985247611,"",4.76805964663053,0.191772430921072,5,25.9755203270849,305,313,-6.315 units (-126% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag5,0,5,log_int,TRUE,log/log,-2.93246516458747,*,1.48866107025928,0.052546044493916,3,17.457427843262,714,714,-2.932 units (-98% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag5,25,5,log_int,TRUE,log/log,-5.41973295050928,"",3.55376707620667,0.132772175998177,4,21.2634528225842,469,475,-5.420 units (-135% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag5,50,5,log_int,TRUE,log/log,-5.90611713446602,"",3.90124001496163,0.135673249380889,4,23.0710671545742,399,401,-5.906 units (-148% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag5,100,5,log_int,TRUE,log/log,-6.52682186358058,"",4.77701955429073,0.178347800176399,5,25.9755203270849,305,313,-6.527 units (-130% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag6,0,6,log_int,TRUE,log/log,-3.01667216648468,*,1.56162061611004,0.0571671726802019,3,17.457427843262,714,714,-3.017 units (-100% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag6,25,6,log_int,TRUE,log/log,-5.46767321334591,"",3.61375213465295,0.13580029147073,4,21.2634528225842,469,475,-5.468 units (-136% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag6,50,6,log_int,TRUE,log/log,-5.98700423281282,"",3.95269737650201,0.135482092711952,4,23.0710671545742,399,401,-5.987 units (-150% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag6,100,6,log_int,TRUE,log/log,-6.85100747700394,"",4.854828274929,0.16477888703421,5,25.9755203270849,305,313,-6.851 units (-137% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag7,0,7,log_int,TRUE,log/log,-3.0064044380626,*,1.51679852228759,0.0511351320530729,3,17.457427843262,714,714,-3.006 units (-100% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag7,25,7,log_int,TRUE,log/log,-5.56378984347571,"",3.6105336766048,0.128853401560217,4,21.2634528225842,469,475,-5.564 units (-139% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag7,50,7,log_int,TRUE,log/log,-6.09015409491915,"",3.93653466913356,0.127475904884523,4,23.0710671545742,399,401,-6.090 units (-152% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag7,100,7,log_int,TRUE,log/log,-7.07648683933798,"",4.9103156489562,0.156172819289422,5,25.9755203270849,305,313,-7.076 units (-141% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag8,0,8,log_int,TRUE,log/log,-2.94244664725122,*,1.48133406825333,0.0506484398039724,3,17.457427843262,714,714,-2.942 units (-98% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag8,25,8,log_int,TRUE,log/log,-5.52261266212482,"",3.57575194458261,0.128010781222558,4,21.2634528225842,469,475,-5.523 units (-138% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag8,50,8,log_int,TRUE,log/log,-5.9262279996715,"",3.85357803058652,0.129716729900646,4,23.0710671545742,399,401,-5.926 units (-148% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag8,100,8,log_int,TRUE,log/log,-6.98334296146618,"",4.85624170230919,0.157055630255941,5,25.9755203270849,305,313,-6.983 units (-140% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag9,0,9,log_int,TRUE,log/log,-2.94592574848491,**,1.46720442526707,0.0482612677143726,3,17.457427843262,714,714,-2.946 units (-98% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag9,25,9,log_int,TRUE,log/log,-5.49577526349733,"",3.50508804748623,0.122429911249872,4,21.2634528225842,469,475,-5.496 units (-137% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag9,50,9,log_int,TRUE,log/log,-5.82558888997296,"",3.7837639355667,0.129283042385397,4,23.0710671545742,399,401,-5.826 units (-146% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag9,100,9,log_int,TRUE,log/log,-6.90269695741318,"",4.78274865120603,0.155582756885038,5,25.9755203270849,305,313,-6.903 units (-138% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag10,0,10,log_int,TRUE,log/log,-2.97041355097401,**,1.37645762507479,0.0341278838949268,3,17.457427843262,714,714,-2.970 units (-99% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag10,25,10,log_int,TRUE,log/log,-5.852526155563,*,3.48612576487228,0.0986646672629622,4,21.2634528225842,469,475,-5.853 units (-146% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag10,50,10,log_int,TRUE,log/log,-6.43938822173205,*,3.8396641552029,0.0991027281271417,4,23.0710671545742,399,401,-6.439 units (-161% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_log_log_lag10,100,10,log_int,TRUE,log/log,-7.40879640983857,"",4.89325364115746,0.136701015388526,5,25.9755203270849,305,313,-7.409 units (-148% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag0,0,0,lin_int,FALSE,lin/lin,-20.9744916192696,*,12.1742715438579,0.0890360309902182,3,17.457427843262,714,714,-20.974 units (-699% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag0,25,0,lin_int,FALSE,lin/lin,-8.10447597487285,"",6.28288732403143,0.20228446123062,4,21.2634528225842,469,475,-8.104 units (-202% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag0,50,0,lin_int,FALSE,lin/lin,-6.85546588169583,"",5.59673710969241,0.225738849643444,4,23.0710671545742,399,401,-6.855 units (-171% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag0,100,0,lin_int,FALSE,lin/lin,-6.18732007225651,"",5.59142779050366,0.274110560691618,5,25.9755203270849,305,313,-6.187 units (-124% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag1,0,1,lin_int,FALSE,lin/lin,-19.9068878689728,*,11.6614297724475,0.0919460181125119,3,17.457427843262,714,714,-19.907 units (-663% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag1,25,1,lin_int,FALSE,lin/lin,-7.99383096805846,"",6.17169199101876,0.200458473930772,4,21.2634528225842,469,475,-7.994 units (-200% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag1,50,1,lin_int,FALSE,lin/lin,-6.96278405512058,"",5.63349982096853,0.221632611996563,4,23.0710671545742,399,401,-6.963 units (-174% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag1,100,1,lin_int,FALSE,lin/lin,-6.56519001204159,"",5.70718275686071,0.255824020192873,5,25.9755203270849,305,313,-6.565 units (-131% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag2,0,2,lin_int,FALSE,lin/lin,-20.2899581228993,*,11.7761635211812,0.0890151981956258,3,17.457427843262,714,714,-20.290 units (-676% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag2,25,2,lin_int,FALSE,lin/lin,-7.93158348174744,"",6.07679288619996,0.197060531885043,4,21.2634528225842,469,475,-7.932 units (-198% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag2,50,2,lin_int,FALSE,lin/lin,-7.02761815411539,"",5.68715369530333,0.221728622022189,4,23.0710671545742,399,401,-7.028 units (-176% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag2,100,2,lin_int,FALSE,lin/lin,-6.34887077207846,"",5.68045663374264,0.269389023991517,5,25.9755203270849,305,313,-6.349 units (-127% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag3,0,3,lin_int,FALSE,lin/lin,-20.7759496865837,*,11.3136987946091,0.0702681630591438,3,17.457427843262,714,714,-20.776 units (-692% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag3,25,3,lin_int,FALSE,lin/lin,-8.94913202706308,"",6.32786769006109,0.162730243166468,4,21.2634528225842,469,475,-8.949 units (-224% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag3,50,3,lin_int,FALSE,lin/lin,-7.93046069606849,"",5.84643038542841,0.180395940151301,4,23.0710671545742,399,401,-7.930 units (-198% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag3,100,3,lin_int,FALSE,lin/lin,-7.28230747026684,"",6.0767603934888,0.236774586074418,5,25.9755203270849,305,313,-7.282 units (-146% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag4,0,4,lin_int,FALSE,lin/lin,-17.1964259143791,*,9.33990766186305,0.0695500496053741,3,17.457427843262,714,714,-17.196 units (-573% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag4,25,4,lin_int,FALSE,lin/lin,-8.51657191282172,"",5.86336696316797,0.151844061358735,4,21.2634528225842,469,475,-8.517 units (-213% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag4,50,4,lin_int,FALSE,lin/lin,-7.92211345229405,"",5.56452659782973,0.160086816171574,4,23.0710671545742,399,401,-7.922 units (-198% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag4,100,4,lin_int,FALSE,lin/lin,-7.68637272033737,"",5.99035934485839,0.205739901182335,5,25.9755203270849,305,313,-7.686 units (-154% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag5,0,5,lin_int,FALSE,lin/lin,-16.611505785844,*,9.25961634531927,0.0768477498370826,3,17.457427843262,714,714,-16.612 units (-554% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag5,25,5,lin_int,FALSE,lin/lin,-8.27301555957143,"",5.81001462411277,0.159920143746285,4,21.2634528225842,469,475,-8.273 units (-207% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag5,50,5,lin_int,FALSE,lin/lin,-7.76580208530519,"",5.50763148020302,0.164067603556589,4,23.0710671545742,399,401,-7.766 units (-194% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag5,100,5,lin_int,FALSE,lin/lin,-7.70227627830197,"",5.87832299158773,0.196467145728617,5,25.9755203270849,305,313,-7.702 units (-154% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,-15.0702920184828,*,8.66059391541905,0.0859434202834751,3,17.457427843262,714,714,-15.070 units (-502% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,-7.56447215753479,"",5.41781618241411,0.168061852020635,4,21.2634528225842,469,475,-7.564 units (-189% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,-7.56802486069226,"",5.37159145643593,0.164393933753662,4,23.0710671545742,399,401,-7.568 units (-189% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-7.65068395014899,"",5.72805299353803,0.188095408207256,5,25.9755203270849,305,313,-7.651 units (-153% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,-14.3478880180365,*,8.21742199310329,0.0849000230037005,3,17.457427843262,714,714,-14.348 units (-478% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,-7.5954426991666,"",5.39919351321159,0.164923677235497,4,21.2634528225842,469,475,-7.595 units (-190% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,-7.75666009625582,"",5.43051615065443,0.158745938124292,4,23.0710671545742,399,401,-7.757 units (-194% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,-7.86630469430355,"",5.81088305924348,0.182300303984212,5,25.9755203270849,305,313,-7.866 units (-157% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,-14.9684412096489,*,8.53115868108731,0.0834186425157026,3,17.457427843262,714,714,-14.968 units (-499% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,-7.99135727532153,"",5.66162070899307,0.163533843795234,4,21.2634528225842,469,475,-7.991 units (-200% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,-7.94791386846524,"",5.56898900175862,0.159082307987254,4,23.0710671545742,399,401,-7.948 units (-198% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,-8.08450270641757,"",5.9222672596481,0.178719939289597,5,25.9755203270849,305,313,-8.085 units (-162% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,-15.5006979296804,*,8.75232617631152,0.080617270834775,3,17.457427843262,714,714,-15.501 units (-517% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,-8.38194039605042,"",5.85622118379355,0.157807911464123,4,21.2634528225842,469,475,-8.382 units (-210% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,-8.18088178495159,"",5.69030394711445,0.156087359169488,4,23.0710671545742,399,401,-8.181 units (-204% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,-8.38586503731952,"",6.03380340508377,0.17113362906957,5,25.9755203270849,305,313,-8.386 units (-168% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag10,0,10,lin_int,FALSE,lin/lin,-15.3497892552675,*,8.20462991965812,0.0652640416074871,3,17.457427843262,714,714,-15.350 units (-511% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag10,25,10,lin_int,FALSE,lin/lin,-8.78235662906632,"",5.80887154555716,0.136087442480294,4,21.2634528225842,469,475,-8.782 units (-220% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag10,50,10,lin_int,FALSE,lin/lin,-8.68855422242843,"",5.71462826558574,0.13403558486827,4,23.0710671545742,399,401,-8.689 units (-217% of mean),""
Firm size distribution (cohort),nec_cs_post2001,n_firms_size_51plus_workers,S_lin_lin_lag10,100,10,lin_int,FALSE,lin/lin,-8.79097576899195,"",6.22875516841857,0.164726257409821,5,25.9755203270849,305,313,-8.791 units (-176% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S0_baseline,0,0,log_int,FALSE,log/lin,-0.00289888306274806,*,0.00157485834656242,0.0696169370667131,0,0.0259333893720646,714,714,-0.29pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S0_baseline,25,0,log_int,FALSE,log/lin,0.00113064312574196,"",0.00214255236746574,0.599749965667423,0,0.0279073593231208,469,475,+0.11pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S0_baseline,50,0,log_int,FALSE,log/lin,-0.000308722609288084,"",0.00160237345456712,0.847917710778343,0,0.025646805838782,399,401,-0.03pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S0_baseline,100,0,log_int,FALSE,log/lin,-0.000298397327776469,"",0.00168996620396117,0.860604827561388,0,0.0225564057652286,305,313,-0.03pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag1,0,1,log_int,FALSE,log/lin,-0.00295732944734466,*,0.00153105819031051,0.0571920855409947,0,0.0259333893720646,714,714,-0.30pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag1,25,1,log_int,FALSE,log/lin,0.0011466401423648,"",0.0021560186002338,0.59690903115176,0,0.0279073593231208,469,475,+0.11pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag1,50,1,log_int,FALSE,log/lin,-0.000225152937558282,"",0.00161163631315149,0.889394675269738,0,0.025646805838782,399,401,-0.02pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag1,100,1,log_int,FALSE,log/lin,-0.000264011460548212,"",0.00176175818388292,0.881518830450975,0,0.0225564057652286,305,313,-0.03pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag2,0,2,log_int,FALSE,log/lin,-0.00323568120469094,*,0.00165783855067023,0.0547020142384994,0,0.0259333893720646,714,714,-0.32pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag2,25,2,log_int,FALSE,log/lin,0.00113156826260408,"",0.00215388714335597,0.601370050082765,0,0.0279073593231208,469,475,+0.11pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag2,50,2,log_int,FALSE,log/lin,-0.000261867027074682,"",0.00159735883840815,0.870370597832338,0,0.025646805838782,399,401,-0.03pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag2,100,2,log_int,FALSE,log/lin,-0.00021362844426074,"",0.00174120819453925,0.902875892319281,0,0.0225564057652286,305,313,-0.02pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag3,0,3,log_int,FALSE,log/lin,-0.0034080037720796,**,0.00161147854979503,0.0377666104214663,0,0.0259333893720646,714,714,-0.34pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag3,25,3,log_int,FALSE,log/lin,0.000800614602151254,"",0.00208066866940576,0.701827117512924,0,0.0279073593231208,469,475,+0.08pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag3,50,3,log_int,FALSE,log/lin,-0.000397182590379542,"",0.00153434699776732,0.796691644563112,0,0.025646805838782,399,401,-0.04pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag3,100,3,log_int,FALSE,log/lin,-0.0000911914837948177,"",0.0017220604694888,0.957992310807889,0,0.0225564057652286,305,313,-0.01pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag4,0,4,log_int,FALSE,log/lin,-0.0035684789417992,**,0.00137790644469272,0.0115317893879395,0,0.0259333893720646,714,714,-0.36pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag4,25,4,log_int,FALSE,log/lin,0.000214349614499168,"",0.00190088451101018,0.910614581675248,0,0.0279073593231208,469,475,+0.02pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag4,50,4,log_int,FALSE,log/lin,-0.000592316889367699,"",0.00150616758072248,0.695619972567695,0,0.025646805838782,399,401,-0.06pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag4,100,4,log_int,FALSE,log/lin,-0.0000655389372459988,"",0.00174225559376957,0.970152147347307,0,0.0225564057652286,305,313,-0.01pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag5,0,5,log_int,FALSE,log/lin,-0.00339310935174232,***,0.00126848557345232,0.00917144548396877,0,0.0259333893720646,714,714,-0.34pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag5,25,5,log_int,FALSE,log/lin,0.000122260472705671,"",0.00193916177765324,0.949948776335287,0,0.0279073593231208,469,475,+0.01pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag5,50,5,log_int,FALSE,log/lin,-0.000619991545895575,"",0.00153833662610357,0.688462791431337,0,0.025646805838782,399,401,-0.06pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag5,100,5,log_int,FALSE,log/lin,-0.000221613640811685,"",0.00172960228981958,0.898592920681296,0,0.0225564057652286,305,313,-0.02pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.00327901755495061,***,0.00121496701176882,0.00859243636050117,0,0.0259333893720646,714,714,-0.33pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,0.0000301539587177639,"",0.00200701482211734,0.988065272986574,0,0.0279073593231208,469,475,+0.00pp (NA% of mean),""
Firm size distribution (cohort),nec_cs_post2001,share_size_10_50_workers,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,-0.000627363726175648,"",0.00153184777158064,0.683700617080159,0,0.025646805838782,399,401,-0.06pp (NA% of mean),""
