lgcode,n_firms,emp_total,rev_total,cap_total,n_firms_size_2_9_workers,n_firms_size_1_worker,n_firms_size_10_50_workers,n_firms_size_51plus_workers,n_firms_manufacturing,n_firms_education,n_firms_other_services,n_firms_transport,n_firms_trade_retail,n_firms_health,n_firms_hospitality,n_firms_construction,n_firms_water_waste,n_firms_agriculture,n_firms_arts,n_firms_energy,n_firms_finance,n_firms_prof_tech,n_firms_admin_sup,n_firms_info_comm,n_firms_mining,n_firms_real_estate,n_firms_surviving_trd_tradable_goods,n_firms_surviving_trd_non_tradable_services,n_firms_surviving_trd_tradable_services,n_firms_surviving_trd_non_tradable_utilities,n_firms_surviving_agor_not_ag,n_firms_surviving_agor_agro_processing,n_firms_surviving_agor_agro_downstream_manuf,n_firms_surviving_agor_crop_livestock_primary,n_firms_surviving_agor_forestry_primary,n_firms_surviving_agor_fishery_primary,n_firms_surviving_mtier_medium_low_tech,n_firms_surviving_mtier_low_tech,n_firms_surviving_mtier_high_tech,n_firms_surviving_mtier_medium_high_tech,n_firms_surviving_modern_industrial_sector,n_firms_surviving_modern_other,n_firms_surviving_modern_public_sector,n_firms_surviving_modern_traditional_commerce,n_firms_surviving_modern_traditional_agriculture,n_firms_surviving_modern_modern_services,n_firms_surviving_modern_traditional_services,n_firms_surviving_modern_modern_manuf,median_firm_age_years_wmean,n_firms_finance_prof_info,n_firms_social_services,n_firms_utilities_mining,share_agriculture,share_manufacturing,share_construction,share_trade_retail,share_transport,share_hospitality,share_finance_prof_info,share_social_services,share_other_services,share_utilities_mining,share_size_1_worker,share_size_2_9_workers,share_size_10_50_workers,share_size_51plus_workers,industry_hhi,industry_diversity,n_industries_present,mean_emp_per_firm,log_n_firms,log_emp_total,log_rev_total,log_cap_total,DIST
11303,812,1445,1087660476,430442400,333,471,8,0,68,16,47,0,507,14,135,0,2,9,1,0,5,4,3,1,0,0,77,723,10,2,757,15,31,7,0,2,4,64,0,0,68,14,30,642,7,10,41,0,2.7820197044335,10,30,2,0.0110837438423645,0.083743842364532,0,0.624384236453202,0,0.166256157635468,0.0123152709359606,0.0369458128078818,0.0578817733990148,0.00246305418719212,0.580049261083744,0.410098522167488,0.00985221674876847,0,0.429505690504501,0.570494309495499,8,1.77955665024631,6.70073110954781,7.27655640271871,20.8072948750979,19.8803240772941,113
11304,426,739,704491968,246101909,139,281,6,0,56,8,29,0,278,11,35,0,0,6,0,0,1,2,0,0,0,0,62,361,3,0,378,21,21,6,0,0,1,55,0,0,56,5,19,313,6,3,24,0,2.79577464788732,3,19,0,0.0140845070422535,0.131455399061033,0,0.652582159624413,0,0.0821596244131455,0.00704225352112676,0.0446009389671362,0.068075117370892,0,0.65962441314554,0.326291079812207,0.0140845070422535,0,0.456765632921158,0.543234367078842,7,1.73474178403756,6.05678401322863,6.60665018619822,20.3729874896639,19.3212562764039,113
11305,1243,2965,2101693440,2623969896,718,503,21,1,157,15,76,1,778,12,154,0,1,28,1,0,8,7,4,1,0,0,185,1040,17,1,1125,34,56,28,0,0,18,138,1,0,156,9,27,932,28,16,74,1,3.05470635559131,16,27,1,0.0225261464199517,0.126307320997586,0,0.625905068382945,0.00080450522928399,0.123893805309735,0.0128720836685438,0.0217216411906677,0.0611423974255833,0.00080450522928399,0.404666130329847,0.577634754625905,0.0168946098149638,0.00080450522928399,0.427945003685967,0.572054996314033,9,2.38535800482703,7.12608727329913,7.99496952269788,21.4660092571858,21.6879542357826,113
11306,6653,17027,21093170256,9935045441,4195,2314,136,8,815,80,371,29,3835,47,1234,3,9,45,10,1,59,54,36,24,0,1,860,5617,166,10,6171,140,297,42,2,1,107,706,0,2,819,101,127,5069,44,137,356,0,2.8170750037577,138,127,10,0.00676386592514655,0.122501127310988,0.00045092439500977,0.576431684954156,0.00435893581842778,0.185480234480685,0.0207425221704494,0.0190891327220803,0.0557643168495416,0.00150308131669923,0.347813016684203,0.630542612355328,0.0204419059071096,0.00120246505335939,0.385654450032306,0.614345549967694,10,2.55929655794378,8.80297345657842,9.74261432694804,23.7722151405289,23.0193342868703,113
11307,1342,3663,6284166924,3021534509,760,546,29,7,227,19,94,1,775,17,162,0,8,20,1,0,8,2,5,2,1,0,248,1073,13,8,1187,56,79,18,2,0,27,198,0,2,227,23,36,937,20,12,87,0,3.10059612518629,12,36,9,0.014903129657228,0.169150521609538,0,0.577496274217586,0.000745156482861401,0.120715350223547,0.00894187779433681,0.0268256333830104,0.0700447093889717,0.00670640834575261,0.406855439642325,0.566318926974665,0.0216095380029806,0.00521609538002981,0.382659509018503,0.617340490981497,9,2.72950819672131,7.20266119652324,8.20631072579402,22.5612991204816,21.8290306551801,113
11308,391,822,1731604476,646652868,233,155,3,0,58,8,25,0,249,5,32,0,0,5,0,0,3,4,0,2,0,0,63,319,9,0,346,27,13,5,0,0,5,53,0,0,58,0,13,281,5,9,25,0,3.03580562659847,9,13,0,0.0127877237851662,0.148337595907928,0,0.636828644501279,0,0.0818414322250639,0.0230179028132992,0.0332480818414322,0.0639386189258312,0,0.396419437340153,0.595907928388747,0.00767263427109975,0,0.440139716511535,0.559860283488465,7,2.10230179028133,5.97126183979046,6.71295620067707,21.2723142589988,20.287320184528,113
11309,1455,3584,82411009524,5529534862,833,593,28,1,203,25,96,2,801,18,177,3,6,36,4,1,20,49,12,2,0,0,239,1136,73,7,1307,33,79,36,0,0,30,173,0,0,207,35,43,978,36,71,85,0,3.25498281786942,71,43,7,0.0247422680412371,0.139518900343643,0.00206185567010309,0.550515463917526,0.0013745704467354,0.121649484536082,0.0487972508591065,0.029553264604811,0.065979381443299,0.00481099656357388,0.407560137457045,0.572508591065292,0.0192439862542955,0.000687285223367698,0.345580708777648,0.654419291222352,10,2.46323024054983,7.28344822875663,8.18451375303372,25.134984875677,22.4333695373698,113
11310,630,1207,502923948,755070824,327,297,6,0,80,22,67,0,380,18,47,0,0,3,0,0,8,2,3,0,0,0,83,537,10,0,580,12,35,3,0,0,10,70,0,0,80,25,40,427,3,10,45,0,3.31746031746032,10,40,0,0.00476190476190476,0.126984126984127,0,0.603174603174603,0,0.0746031746031746,0.0158730158730159,0.0634920634920635,0.106349206349206,0,0.471428571428571,0.519047619047619,0.00952380952380953,0,0.401126228269085,0.598873771730915,7,1.91587301587302,6.44730586254121,7.09672137849476,20.0359495218019,20.4423221107606,113
11311,512,896,32746961808,398886104,206,303,3,0,56,21,55,0,282,10,44,0,1,20,3,0,7,4,9,0,0,0,76,424,11,1,459,14,19,19,0,1,6,50,0,0,56,33,31,326,19,11,36,0,3.001953125,11,31,1,0.0390625,0.109375,0,0.55078125,0,0.0859375,0.021484375,0.060546875,0.107421875,0.001953125,0.591796875,0.40234375,0.005859375,0,0.33990478515625,0.66009521484375,8,1.75,6.24027584517077,6.7990558620588,24.2120760255335,19.8041864829774,113
11312,595,1400,426423516,425923859,349,231,14,1,71,15,46,0,334,7,82,1,0,13,0,1,9,3,11,2,0,0,84,496,14,1,530,32,20,11,0,2,8,63,0,0,73,27,22,416,11,14,32,0,3.04705882352941,14,22,1,0.0218487394957983,0.119327731092437,0.00168067226890756,0.561344537815126,0,0.13781512605042,0.0235294117647059,0.0369747899159664,0.0773109243697479,0.00168067226890756,0.388235294117647,0.58655462184874,0.0235294117647059,0.00168067226890756,0.356720570581174,0.643279429418826,9,2.35294117647059,6.39024066706535,7.24494154633701,19.8709435817341,19.8697711558647,113
11401,1045,1874,1240844964,670770330,526,513,5,1,110,9,127,0,637,12,70,1,2,43,2,0,24,5,3,0,0,0,153,861,29,2,925,49,28,34,5,4,11,99,0,0,111,110,21,707,39,29,28,0,2.64306220095694,29,21,2,0.0411483253588517,0.105263157894737,0.000956937799043062,0.609569377990431,0,0.0669856459330144,0.0277511961722488,0.0200956937799043,0.121531100478469,0.00191387559808612,0.490909090909091,0.503349282296651,0.00478468899521531,0.000956937799043062,0.404783773265264,0.595216226734736,9,1.7933014354067,6.95272864462487,7.53636393840451,20.939058407887,20.3239373576567,114
11402,1108,2098,979712388,526609653,576,521,11,0,125,7,63,0,672,17,140,3,1,45,3,0,16,8,8,0,0,0,170,913,24,1,972,37,54,36,8,1,10,115,0,0,128,37,24,812,44,24,39,0,3.1471119133574,24,24,1,0.0406137184115523,0.112815884476534,0.00270758122743682,0.606498194945848,0,0.126353790613718,0.0216606498194946,0.0216606498194946,0.0568592057761733,0.000902527075812274,0.470216606498195,0.51985559566787,0.00992779783393502,0,0.402361721122392,0.597638278877608,9,1.89350180505415,7.01121398735037,7.64921631982063,20.7027696059428,20.0819701375588,114
11403,2822,6040,3383119620,1828086399,1599,1185,37,1,307,28,147,1,1611,89,349,22,7,103,2,1,52,78,16,8,0,1,410,2265,139,8,2509,64,146,94,6,3,28,278,0,1,330,79,117,1960,100,138,98,0,2.98228206945429,139,117,8,0.0364989369241673,0.108788093550673,0.00779588944011339,0.570871722182849,0.000354358610914245,0.123671155209072,0.0492558469170801,0.0414599574769667,0.0520907158043941,0.00283486888731396,0.419914953933381,0.566619418851878,0.0131112686038271,0.000354358610914245,0.361283546660063,0.638716453339937,10,2.14032600992204,7.94555542825349,8.70632484013874,21.9420640855641,21.3265355736317,114
11404,340,557,223209816,276018063,120,216,4,0,48,9,35,1,173,21,28,2,0,11,0,5,5,1,1,0,0,0,59,269,7,5,285,27,17,6,5,0,1,47,0,0,55,31,30,201,11,6,6,0,3.35882352941177,6,30,5,0.0323529411764706,0.141176470588235,0.00588235294117647,0.508823529411765,0.00294117647058824,0.0823529411764706,0.0176470588235294,0.0882352941176471,0.102941176470588,0.0147058823529412,0.635294117647059,0.352941176470588,0.0117647058823529,0,0.305614186851211,0.694385813148789,10,1.63823529411765,5.83188247728352,6.32435896238131,19.2236227704791,19.4359768708151,114
11405,141,280,198463068,3182123767,73,64,4,0,25,4,11,0,81,4,0,0,0,13,1,1,0,1,0,0,0,0,38,101,1,1,103,19,6,8,5,0,0,25,0,0,26,9,8,81,13,1,3,0,3.19858156028369,1,8,1,0.0921985815602837,0.177304964539007,0,0.574468085106383,0,0,0.00709219858156028,0.0567375886524823,0.0780141843971631,0.00709219858156028,0.453900709219858,0.517730496453901,0.0283687943262411,0,0.379357175192395,0.620642824807605,7,1.98581560283688,4.95582705760126,5.63835466933375,19.1061135904042,21.8808146623972,114
11406,218,373,70064280,214582597,94,121,3,0,24,5,14,0,118,11,4,0,4,34,1,2,0,1,0,0,0,0,58,153,1,6,160,19,5,31,3,0,0,24,0,0,26,19,16,122,34,1,0,0,3.27064220183486,1,16,6,0.155963302752294,0.110091743119266,0,0.541284403669725,0,0.018348623853211,0.00458715596330275,0.073394495412844,0.0642201834862385,0.0275229357798165,0.555045871559633,0.431192660550459,0.0137614678899083,0,0.340059759279522,0.659940240720478,8,1.71100917431193,5.3890717298165,5.92425579741453,18.0649236786341,19.1842052944721,114
11407,1456,2627,3028851768,1103389643,741,705,10,0,216,18,62,1,859,19,177,6,1,51,3,2,25,9,4,1,2,0,269,1148,36,3,1228,81,96,49,2,0,11,204,0,1,224,31,37,1036,51,35,42,0,3.05769230769231,35,37,5,0.0350274725274725,0.148351648351648,0.00412087912087912,0.589972527472528,0.000686813186813187,0.121565934065934,0.0240384615384615,0.0254120879120879,0.0425824175824176,0.00343406593406593,0.484203296703297,0.508928571428571,0.00686813186813187,0,0.389147125196232,0.610852874803768,10,1.80425824175824,7.28413480619521,7.8739783796045,21.831449430521,20.8216527732229,114
11408,472,783,234801960,222317912,185,283,4,0,78,11,52,0,232,37,24,0,4,28,0,1,3,2,0,0,0,0,106,356,5,5,373,47,24,28,0,0,2,76,0,0,79,44,48,256,28,5,12,0,2.9406779661017,5,48,5,0.0593220338983051,0.165254237288136,0,0.491525423728814,0,0.0508474576271187,0.010593220338983,0.101694915254237,0.110169491525424,0.010593220338983,0.599576271186441,0.391949152542373,0.00847457627118644,0,0.297714378052284,0.702285621947716,8,1.65889830508475,6.15909538849193,6.66440902035041,19.2742529976721,19.2196189559849,114
20101,512,971,333528528,237683907,272,234,6,0,56,8,29,0,322,5,74,0,1,5,2,0,6,3,1,0,0,0,61,441,9,1,468,11,28,4,0,1,0,56,0,0,56,8,13,396,4,9,26,0,3.126953125,9,13,1,0.009765625,0.109375,0,0.62890625,0,0.14453125,0.017578125,0.025390625,0.056640625,0.001953125,0.45703125,0.53125,0.01171875,0,0.432636260986328,0.567363739013672,8,1.896484375,6.24027584517077,6.87935580446044,19.6252389638891,19.2864522312588,201
20102,1015,1986,590116164,2110420442885,491,504,20,0,122,22,62,0,645,7,117,0,0,20,5,0,7,3,3,2,0,0,142,861,12,0,920,26,49,20,0,0,15,107,0,0,122,14,29,762,20,12,56,0,3.01970443349754,12,29,0,0.0197044334975369,0.120197044334975,0,0.635467980295567,0,0.115270935960591,0.0118226600985222,0.0285714285714286,0.0610837438423645,0,0.496551724137931,0.483743842364532,0.0197044334975369,0,0.436629862408697,0.563370137591303,7,1.95665024630542,6.92362862813843,7.59438124255182,20.1958299653143,28.3779083055978,201
20103,417,803,3040721868,3001544377423,208,201,8,0,47,9,20,0,278,6,34,0,0,11,0,0,9,2,0,1,0,0,58,347,12,0,375,16,15,11,0,0,4,43,0,0,47,5,15,312,11,12,15,0,3.59712230215827,12,15,0,0.026378896882494,0.112709832134293,0,0.666666666666667,0,0.0815347721822542,0.0287769784172662,0.0359712230215827,0.0479616306954437,0,0.482014388489209,0.498800959232614,0.0191846522781775,0,0.468914077371197,0.531085922628803,7,1.92565947242206,6.03548143252476,6.68959926917897,21.835360781084,28.7301480646111,201
20104,366,1640,390545088,279023226,271,82,6,7,44,7,25,0,248,3,30,0,0,1,1,0,4,3,0,0,0,0,45,314,7,0,340,14,11,1,0,0,10,34,0,0,44,12,10,278,1,7,14,0,3.73497267759563,7,10,0,0.00273224043715847,0.120218579234973,0,0.677595628415301,0,0.0819672131147541,0.0191256830601093,0.0273224043715847,0.0683060109289618,0,0.224043715846995,0.740437158469945,0.0163934426229508,0.0191256830601093,0.486092448266595,0.513907551733405,7,4.48087431693989,5.90536184805457,7.40306109109009,19.7830539853672,19.4468055872165,201
20105,618,1274,882708204,653821398,318,286,14,0,77,15,49,0,406,3,42,0,2,19,1,0,1,2,1,0,0,0,96,517,3,2,553,24,22,14,1,4,8,69,0,0,77,15,18,448,15,3,42,0,2.94336569579288,3,18,2,0.0307443365695793,0.124595469255663,0,0.656957928802589,0,0.0679611650485437,0.00485436893203884,0.029126213592233,0.0792880258899676,0.00323624595469256,0.462783171521036,0.514563106796117,0.0226537216828479,0,0.459850650914842,0.540149349085158,8,2.06148867313916,6.4281052726846,7.15070145759253,20.5985052452911,20.2983447819115,201
20106,751,2417,1184207544,596438678,454,287,7,3,98,9,40,0,517,7,54,3,1,3,0,1,11,3,2,0,1,1,102,633,14,2,694,24,30,3,0,0,18,80,0,0,102,14,16,571,3,14,31,0,3.24367509986684,15,16,3,0.00399467376830892,0.130492676431425,0.00399467376830892,0.688415446071904,0,0.0719041278295606,0.0199733688415446,0.0213049267643143,0.0532623169107856,0.00399467376830892,0.382157123834887,0.604527296937417,0.00932090545938748,0.00399467376830892,0.499851950617109,0.500148049382891,9,3.21837549933422,6.62273632394984,7.79069603117474,20.8923396494316,20.2064869928767,201
20107,861,2315,752100504,2100525159593,446,404,5,6,119,11,93,0,525,13,74,0,0,9,0,0,13,4,0,0,0,0,128,716,17,0,771,41,40,9,0,0,18,101,0,0,119,57,24,599,9,17,36,0,3.27526132404181,17,24,0,0.0104529616724739,0.138211382113821,0,0.609756097560976,0,0.0859465737514518,0.0197444831591173,0.0278745644599303,0.10801393728223,0,0.469221835075494,0.518002322880372,0.00580720092915215,0.00696864111498258,0.411234809212204,0.588765190787797,7,2.68873403019744,6.75925527066369,7.74759683869289,20.4383805232497,28.3732085053913,201
20108,298,682,168998460,159765437,204,88,6,0,47,10,21,0,187,5,25,0,0,2,0,0,1,0,0,0,0,0,49,248,1,0,267,18,11,2,0,0,2,45,0,0,47,9,15,212,2,1,12,0,2.92953020134228,1,15,0,0.00671140939597315,0.157718120805369,0,0.62751677852349,0,0.0838926174496644,0.00335570469798658,0.0503355704697987,0.0704697986577181,0,0.295302013422819,0.684563758389262,0.0201342281879195,0,0.433246250168911,0.566753749831089,7,2.28859060402685,5.70044357339069,6.52649485957079,18.945400166337,18.8892172850504,201
20109,715,1466,843082824,578742670,371,336,7,1,105,20,51,8,377,10,84,22,0,17,0,0,16,4,0,0,1,0,123,564,28,0,629,34,35,15,0,2,8,97,0,0,127,33,30,461,15,20,29,0,2.99160839160839,20,30,1,0.0237762237762238,0.146853146853147,0.0307692307692308,0.527272727272727,0.0111888111888112,0.117482517482517,0.027972027972028,0.041958041958042,0.0713286713286713,0.0013986013986014,0.46993006993007,0.518881118881119,0.00979020979020979,0.0013986013986014,0.322654408528534,0.677345591471466,10,2.05034965034965,6.57368016696065,7.29097477814298,20.5525757614364,20.1763684997856,201
20110,612,1608,481345596,423774968,399,202,7,4,77,14,44,0,429,5,22,0,0,11,0,0,4,5,1,0,0,0,88,515,9,0,558,23,20,9,0,2,9,68,0,0,77,16,19,451,9,9,31,0,3.63071895424837,9,19,0,0.0179738562091503,0.125816993464052,0,0.700980392156863,0,0.0359477124183007,0.0147058823529412,0.0310457516339869,0.0718954248366013,0,0.330065359477124,0.651960784313726,0.011437908496732,0.0065359477124183,0.515167777350592,0.484832222649408,7,2.62745098039216,6.41836493593621,7.38336814699238,19.9920960669562,19.8647131388168,201
20111,255,898,163914000,84429700,120,124,9,2,46,2,24,0,137,11,17,1,0,7,0,0,0,2,8,0,0,0,53,200,2,0,215,15,18,3,0,4,4,42,0,0,47,28,13,154,3,2,8,0,3.1921568627451,2,13,0,0.0274509803921569,0.180392156862745,0.00392156862745098,0.537254901960784,0,0.0666666666666667,0.00784313725490196,0.0509803921568627,0.0941176470588235,0,0.486274509803922,0.470588235294118,0.0352941176470588,0.00784313725490196,0.337916186082276,0.662083813917724,8,3.52156862745098,5.54517744447956,6.80128303447162,18.9148524641047,18.2514298052442,201
20112,235,545,113725044,52826679,165,65,5,0,31,9,18,0,153,8,8,0,0,6,0,0,0,2,0,0,0,0,37,196,2,0,209,10,10,6,0,0,7,24,0,0,31,8,17,161,6,2,10,0,3.20425531914894,2,17,0,0.025531914893617,0.131914893617021,0,0.651063829787234,0,0.0340425531914894,0.00851063829787234,0.0723404255319149,0.0765957446808511,0,0.276595744680851,0.702127659574468,0.0212765957446809,0,0.454268899954731,0.545731100045269,7,2.31914893617021,5.46383180502561,6.30261897574491,18.5492942071116,17.7825269240842,201
20113,996,2082,624275964,546807570,532,453,11,0,108,15,78,1,634,14,114,2,1,6,2,0,1,4,11,5,0,0,114,870,11,1,934,18,38,6,0,0,14,94,0,0,110,24,29,748,6,10,69,0,3.40562248995984,10,29,1,0.00602409638554217,0.108433734939759,0.00200803212851406,0.636546184738956,0.00100401606425703,0.114457831325301,0.0100401606425703,0.0291164658634538,0.0783132530120482,0.00100401606425703,0.454819277108434,0.534136546184739,0.0110441767068273,0,0.437173392364639,0.562826607635361,10,2.09036144578313,6.90475076996184,7.64156444126097,20.2521030801719,20.1196075087314,201
20114,373,758,186624132,596650354,230,139,4,0,76,14,31,0,205,2,34,0,0,7,1,0,0,1,2,0,0,0,83,289,1,0,303,30,33,7,0,0,5,71,0,0,76,19,16,239,7,1,15,0,3.2627345844504,1,16,0,0.0187667560321716,0.203753351206434,0,0.549597855227882,0,0.0911528150134048,0.00268096514745308,0.0428954423592493,0.0831099195710456,0,0.372654155495979,0.616621983914209,0.0107238605898123,0,0.360988722696203,0.639011277303797,7,2.03217158176944,5.92425579741453,6.63200177739563,19.044607168133,20.2068418297685,201
20115,292,633,93893244,1000917923629,185,101,6,0,21,10,16,0,204,2,20,0,0,17,0,0,2,0,0,0,0,0,38,252,2,0,256,9,10,17,0,0,2,19,0,0,21,5,12,224,17,2,11,0,3.26027397260274,2,12,0,0.0582191780821918,0.0719178082191781,0,0.698630136986301,0,0.0684931506849315,0.00684931506849315,0.0410958904109589,0.0547945205479452,0,0.345890410958904,0.633561643835616,0.0205479452054795,0,0.50607524863952,0.49392475136048,7,2.16780821917808,5.68017260901707,6.45204895443723,18.3576690033587,27.6319386185243,201
20116,853,1820,573422736,307450894,521,325,7,0,104,18,125,1,481,29,63,6,0,3,0,0,4,7,12,0,0,0,107,734,12,0,792,24,34,3,0,0,14,90,0,0,110,95,47,544,3,11,43,0,2.80890973036342,11,47,0,0.00351699882766706,0.121922626025791,0.00703399765533412,0.563892145369285,0.00117233294255569,0.0738569753810082,0.0128956623681125,0.0550996483001172,0.146541617819461,0,0.381008206330598,0.610785463071512,0.0082063305978898,0,0.363034267030782,0.636965732969219,9,2.13364595545135,6.74993119378857,7.50714107972761,20.1671337635747,19.543825941402,201
20117,370,799,230398812,164519230,200,165,5,0,44,8,24,0,246,3,37,0,0,1,2,0,1,1,3,0,0,0,45,323,2,0,335,18,16,1,0,0,0,43,0,1,44,16,11,283,1,2,13,0,3.28378378378378,2,11,0,0.0027027027027027,0.118918918918919,0,0.664864864864865,0,0.1,0.00540540540540541,0.0297297297297297,0.0648648648648649,0,0.445945945945946,0.540540540540541,0.0135135135135135,0,0.471314828341855,0.528685171658145,7,2.15945945945946,5.91620206260744,6.68461172766793,19.255322334863,18.9185380271118,201
20118,276,709,192184764,140514200,115,152,7,2,27,9,20,0,194,0,18,2,0,4,0,0,1,1,0,0,0,0,31,243,2,0,257,10,5,4,0,0,2,25,0,0,29,9,9,212,4,2,11,0,3.69202898550725,2,9,0,0.0144927536231884,0.0978260869565217,0.0072463768115942,0.702898550724638,0,0.0652173913043478,0.0072463768115942,0.0326086956521739,0.072463768115942,0,0.550724637681159,0.416666666666667,0.0253623188405797,0.0072463768115942,0.514519008611636,0.485480991388364,8,2.56884057971015,5.62401750618734,6.56526497003536,19.0739677849695,18.7608191163635,201
20201,1499,3880,2555751048,982629340,931,532,35,1,148,34,78,0,1010,23,143,0,1,7,2,0,16,16,14,7,0,0,155,1304,39,1,1397,21,74,6,0,1,19,129,0,0,148,20,57,1153,6,39,76,0,3.06737825216811,39,57,1,0.00466977985323549,0.0987324883255504,0,0.673782521681121,0,0.095396931287525,0.0260173448965977,0.038025350233489,0.0520346897931955,0.00066711140760507,0.354903268845897,0.62108072048032,0.0233488992661775,0.00066711140760507,0.477684255592232,0.522315744407768,8,2.58839226150767,7.3132203870903,8.26384813136891,21.6616119700483,20.705742537827,202
20202,645,1450,748983984,651859658,398,237,10,0,80,13,42,0,409,15,56,2,2,13,0,0,9,2,2,0,0,0,93,539,11,2,573,21,38,8,0,5,10,70,0,0,82,14,28,465,8,11,37,0,2.95503875968992,11,28,2,0.0201550387596899,0.124031007751938,0.00310077519379845,0.634108527131783,0,0.0868217054263566,0.0170542635658915,0.0434108527131783,0.0651162790697674,0.00310077519379845,0.367441860465116,0.617054263565891,0.0155038759689922,0,0.431856258638303,0.568143741361697,9,2.24806201550388,6.4707995037826,7.28000825288419,20.4342281594104,20.2953398497895,202
20203,905,2888,2530802640,1187930350,447,436,18,4,63,19,46,0,674,8,67,0,1,10,2,0,11,1,2,1,0,0,73,818,13,1,864,8,23,10,0,0,11,52,0,0,63,11,27,741,10,13,40,0,3.11270718232044,13,27,1,0.0110497237569061,0.0696132596685083,0,0.74475138121547,0,0.0740331491712707,0.0143646408839779,0.0298342541436464,0.050828729281768,0.00110497237569061,0.481767955801105,0.493922651933702,0.0198895027624309,0.00441988950276243,0.568784835627728,0.431215164372272,8,3.19116022099448,6.80903930604298,7.96866570046624,21.65180233878,20.8954784290639,202
20204,1027,2654,1695167832,927371974,739,265,23,0,82,16,55,0,751,15,65,4,2,6,1,0,13,8,7,2,0,0,88,914,23,2,983,7,31,6,0,0,12,70,0,0,86,18,31,816,6,23,47,0,3.13145082765336,23,31,2,0.00584225900681597,0.0798442064264849,0.00389483933787731,0.731256085686465,0,0.0632911392405063,0.0223953261927946,0.0301850048685492,0.053554040895813,0.00194741966893866,0.258033106134372,0.719571567672834,0.0223953261927946,0,0.549450143117331,0.450549856882669,9,2.5842259006816,6.93537044601511,7.88419993367604,21.2510475893962,20.6478653105735,202
20205,412,791,448037988,421838403,225,182,5,0,44,5,18,0,296,5,35,0,1,5,0,0,0,3,0,0,0,0,49,359,3,1,383,10,14,5,0,0,7,37,0,0,44,2,10,331,5,3,17,0,3.12621359223301,3,10,1,0.0121359223300971,0.106796116504854,0,0.718446601941748,0,0.0849514563106796,0.00728155339805825,0.0242718446601942,0.0436893203883495,0.00242718446601942,0.441747572815534,0.546116504854369,0.0121359223300971,0,0.537491752285795,0.462508247714205,8,1.91990291262136,6.02344759296103,6.67456139181443,19.9203885836592,19.8601328697543,202
20206,576,1205,405298920,262841834,396,177,3,0,40,13,35,0,456,2,27,0,0,1,0,0,1,1,0,0,0,0,41,533,2,0,546,11,18,1,0,0,2,38,0,0,40,0,15,483,1,2,35,0,3.29340277777778,2,15,0,0.00173611111111111,0.0694444444444445,0,0.791666666666667,0,0.046875,0.00347222222222222,0.0260416666666667,0.0607638888888889,0,0.307291666666667,0.6875,0.00520833333333333,0,0.638141396604938,0.361858603395062,7,2.09201388888889,6.3578422665081,7.09506437728713,19.8201354293695,19.3870630214031,202
20207,260,742,141648924,258753758,124,132,2,2,21,4,12,0,189,4,19,0,2,1,0,0,3,2,3,0,0,0,22,231,5,2,246,6,7,1,0,0,6,15,0,0,21,7,8,208,1,5,10,0,2.81153846153846,5,8,2,0.00384615384615385,0.0807692307692308,0,0.726923076923077,0,0.0730769230769231,0.0192307692307692,0.0307692307692308,0.0461538461538462,0.00769230769230769,0.507692307692308,0.476923076923077,0.00769230769230769,0.00769230769230769,0.543801775147929,0.456198224852071,8,2.85384615384615,5.56452040732269,6.61069604471776,18.7688621950839,19.3713874299746,202
20208,396,674,348693480,374601915,162,232,2,0,54,4,28,0,258,4,32,1,1,3,0,0,2,3,6,0,0,0,57,333,5,1,355,20,18,3,0,0,5,49,0,0,55,9,8,290,3,5,26,0,2.67424242424242,5,8,1,0.00757575757575758,0.136363636363636,0.00252525252525253,0.651515151515152,0,0.0808080808080808,0.0126262626262626,0.0202020202020202,0.0707070707070707,0.00252525252525253,0.585858585858586,0.409090909090909,0.00505050505050505,0,0.455234159779614,0.544765840220386,9,1.7020202020202,5.98393628068719,6.51471269087253,19.6697038163177,19.7413744627503,202
20209,167,684,85778448,6100447195,116,46,3,2,22,5,7,0,116,2,10,0,0,0,0,0,4,1,0,0,0,0,22,140,5,0,149,8,10,0,0,0,2,20,0,0,22,0,7,126,0,5,7,0,3.31736526946108,5,7,0,0,0.131736526946108,0,0.694610778443114,0,0.0598802395209581,0.029940119760479,0.0419161676646707,0.0419161676646707,0,0.275449101796407,0.694610778443114,0.0179640718562874,0.0119760479041916,0.507834630140916,0.492165369859084,6,4.09580838323353,5.12396397940326,6.52941883826223,18.2672783557518,22.5316279162582,202
20210,504,1961,990468576,490291270,307,184,10,3,67,13,38,0,339,4,33,0,0,6,0,0,3,0,1,0,0,0,73,428,3,0,460,12,26,6,0,0,5,62,0,0,67,2,17,372,6,3,37,0,3.29761904761905,3,17,0,0.0119047619047619,0.132936507936508,0,0.672619047619048,0,0.0654761904761905,0.00595238095238095,0.0337301587301587,0.0753968253968254,0,0.365079365079365,0.609126984126984,0.0198412698412698,0.00595238095238095,0.481375188964475,0.518624811035525,7,3.89087301587302,6.22455842927536,7.58171964012531,20.713688699218,20.0105102030773,202
