dataset,outcome,sample,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_muni,sd_y
nec_panel,log_new_firms_size_10_50_workers,full,100,-0.0000233639757200479,"",0.791994111116702,-0.00233639757200479,-0.00295001886909298,0.0190332534119673,0.999021353884475,5634,313,0.894185086149976
nec_panel,log_new_firms_size_10_50_workers,rural,0,-0.0267008932649267,*,0.364504971717944,-2.67008932649267,-7.32524803134591,0.0139053485337206,0.0555014496482549,7686,427,0.522904921486004
nec_panel,log_new_firms_size_10_50_workers,rural,25,-0.0148154295816826,"",0.425012972344177,-1.48154295816826,-3.48587703099212,0.0176670736789432,0.402475744997108,4662,259,0.557143242105855
nec_panel,log_new_firms_size_10_50_workers,rural,50,-0.0244363447393779,"",0.424163515891794,-2.44363447393779,-5.76106709413729,0.0201487435619432,0.226569802790332,3798,211,0.552275479091066
nec_panel,log_new_firms_size_10_50_workers,rural,100,0.0058071676721851,"",0.375217916835121,0.58071676721851,1.54767867194809,0.0250328238449618,0.81686599105376,2736,152,0.508990292956843
nec_panel,log_new_firms_size_10_50_workers,urban,0,-0.0301327132866688,*,0.949222934564234,-3.01327132866688,-3.17446115021462,0.0182141403819242,0.0991517625625412,5166,287,0.90607255036206
nec_panel,log_new_firms_size_10_50_workers,urban,25,-0.00372010702284156,"",1.11312416877689,-0.372010702284156,-0.334204137075673,0.0232751334641167,0.873163611136201,3888,216,0.938635522053697
nec_panel,log_new_firms_size_10_50_workers,urban,50,-0.0125322399121323,"",1.14558853419283,-1.25322399121323,-1.09395647198602,0.0288795997603858,0.664821264176704,3420,190,0.965110867202475
nec_panel,log_new_firms_size_10_50_workers,urban,100,-0.000121448854667396,"",1.18547225727074,-0.0121448854667396,-0.0102447656554193,0.0313647356636424,0.996915305348098,2898,161,0.995583701509795
nec_panel,log_new_firms_size_1_worker,full,0,-0.0476921607241637,**,2.22459897110509,-4.76921607241637,-2.14385430109554,0.0185136861472671,0.0101938115040074,12852,714,1.30356987321756
nec_panel,log_new_firms_size_1_worker,full,25,-0.00780104568207282,"",2.39663646402434,-0.780104568207282,-0.32549974930172,0.0218591907395056,0.721342595032514,8550,475,1.33464329156603
nec_panel,log_new_firms_size_1_worker,full,50,-0.0103431361866808,"",2.45478247546345,-1.03431361866808,-0.42134634290674,0.0251631922842226,0.681261645383333,7218,401,1.33730716916247
nec_panel,log_new_firms_size_1_worker,full,100,-0.0231257509194193,"",2.51350065157571,-2.31257509194193,-0.920061465069517,0.0289767526901716,0.425431402368736,5634,313,1.3542652055098
nec_panel,log_new_firms_size_1_worker,rural,0,-0.00785357186905341,"",1.83344734185493,-0.785357186905341,-0.42835000982945,0.0234139868224522,0.737471713089053,7686,427,1.13590715502951
nec_panel,log_new_firms_size_1_worker,rural,25,0.0378572285907644,"",1.89730193063565,3.78572285907644,1.9953191413283,0.0277806259738485,0.174158873148997,4662,259,1.1368341391558
nec_panel,log_new_firms_size_1_worker,rural,50,0.0223423128465205,"",1.94376540923371,2.23423128465205,1.14943463549588,0.030885786000515,0.470248381250394,3798,211,1.1240134620545
nec_panel,log_new_firms_size_1_worker,rural,100,0.0361925378034041,"",1.92882174799827,3.61925378034041,1.87640655965045,0.0390687061959877,0.355725855400622,2736,152,1.1030058296517
nec_panel,log_new_firms_size_1_worker,urban,0,-0.0415863324800218,*,2.8065562731602,-4.15863324800218,-1.48175658823314,0.023285102447997,0.0751646012533027,5166,287,1.31976159155964
nec_panel,log_new_firms_size_1_worker,urban,25,-0.0448287983825541,*,2.99537555730059,-4.48287983825541,-1.49660026013411,0.0262229781471846,0.088796830558686,3888,216,1.30779647757541
nec_panel,log_new_firms_size_1_worker,urban,50,-0.0351553401177546,"",3.0222803753291,-3.51553401177546,-1.16320578344511,0.0319455323900815,0.272523756951522,3420,190,1.32653883754132
nec_panel,log_new_firms_size_1_worker,urban,100,-0.0281590719819014,"",3.06549564128856,-2.81590719819014,-0.918581374007921,0.0378455278050722,0.457935831641773,2898,161,1.33787114041303
nec_panel,log_new_firms_size_2_9_workers,full,0,-0.0324665787571666,**,2.57739350830281,-3.24665787571666,-1.25966712698619,0.0163371381459684,0.0472728190527186,12852,714,1.30154667897872
nec_panel,log_new_firms_size_2_9_workers,full,25,-0.00141672131310288,"",2.8049883535138,-0.141672131310288,-0.0505072083927964,0.0164831341380555,0.931542653416774,8550,475,1.33132077913035
nec_panel,log_new_firms_size_2_9_workers,full,50,-0.0170639923752674,"",2.85274226544646,-1.70639923752674,-0.598161024988246,0.0198925802710341,0.39151278432553,7218,401,1.34781224557225
nec_panel,log_new_firms_size_2_9_workers,full,100,-0.0195959052062657,"",2.9233355022574,-1.95959052062657,-0.670326932749724,0.0224735539695009,0.383903967791529,5634,313,1.38991531554439
nec_panel,log_new_firms_size_2_9_workers,rural,0,0.000919880496391478,"",2.11532097594894,0.0919880496391478,0.0434865680835418,0.0218567624713231,0.966449246664224,7686,427,1.06648320537101
nec_panel,log_new_firms_size_2_9_workers,rural,25,0.0419390669784231,*,2.2309204574627,4.19390669784231,1.87989969961196,0.0222635393579983,0.0607226005020394,4662,259,1.0634650116455
nec_panel,log_new_firms_size_2_9_workers,rural,50,0.00915354118304069,"",2.24098517932684,0.915354118304069,0.408460585437262,0.0263821875854415,0.728969452719864,3798,211,1.05299769491457
nec_panel,log_new_firms_size_2_9_workers,rural,100,0.032451084970218,"",2.21807871535009,3.2451084970218,1.46302675128895,0.0412722431253213,0.432942078377192,2736,152,1.05614593274773
nec_panel,log_new_firms_size_2_9_workers,urban,0,-0.0449734925788828,**,3.26486727595125,-4.49734925788828,-1.37749834151464,0.0206184850113487,0.0299813960581685,5166,287,1.31610642125706
nec_panel,log_new_firms_size_2_9_workers,urban,25,-0.0471552414625009,*,3.49333828442692,-4.71552414625009,-1.34986186916726,0.0249925637208881,0.060538742369295,3888,216,1.29338692978414
nec_panel,log_new_firms_size_2_9_workers,urban,50,-0.0518734845244107,*,3.53211460845298,-5.18734845244107,-1.46862404748329,0.0302190626327719,0.08769400288565,3420,190,1.3136823853358
nec_panel,log_new_firms_size_2_9_workers,urban,100,-0.0681214158969685,**,3.58916799672889,-6.81214158969685,-1.89797234231034,0.0332051442203943,0.0418454163843938,2898,161,1.33793374579633
nec_panel,log_new_firms_size_51plus_workers,full,0,0.0058083266943049,"",0.0840788425511963,0.58083266943049,6.90819059594947,0.00472074524474551,0.218959326718796,12852,714,0.294280870901681
nec_panel,log_new_firms_size_51plus_workers,full,25,0.00959669358194793,"",0.111487852545216,0.959669358194793,8.60783786113002,0.00738629399942738,0.194487365936385,8550,475,0.340000246233685
nec_panel,log_new_firms_size_51plus_workers,full,50,0.00290729561239909,"",0.117656646804858,0.290729561239909,2.4709998893824,0.00946942971163537,0.758988616839527,7218,401,0.353510060493338
nec_panel,log_new_firms_size_51plus_workers,full,100,0.00580179841029591,"",0.124989542117523,0.58017984102959,4.64182707769317,0.0106450895860934,0.586128380968166,5634,313,0.37269785128803
nec_panel,log_new_firms_size_51plus_workers,rural,0,-0.00137754729424649,"",0.0314610690320117,-0.137754729424649,-4.37857751383091,0.00488130563141376,0.777920482126871,7686,427,0.161862266573396
nec_panel,log_new_firms_size_51plus_workers,rural,25,-0.0000113728309561765,"",0.0384136583503424,-0.00113728309561765,-0.0296062167587719,0.00812641473202034,0.998884450891809,4662,259,0.178954416677241
nec_panel,log_new_firms_size_51plus_workers,rural,50,0.00231590103399294,"",0.0373725858446897,0.231590103399294,6.19679099438609,0.0113857464382807,0.83901659779974,3798,211,0.17748724627503
nec_panel,log_new_firms_size_51plus_workers,rural,100,0.0165067377748623,"",0.0274285358494253,1.65067377748623,60.1808928682138,0.0107019811704498,0.125069474851844,2736,152,0.148073252299667
nec_panel,log_new_firms_size_51plus_workers,urban,0,0.014145688872326,"",0.162363822665105,1.4145688872326,8.71234037246289,0.0104714300671225,0.177800318327789,5166,287,0.40772557887979
nec_panel,log_new_firms_size_51plus_workers,urban,25,0.013390284105455,"",0.199109224288144,1.3390284105455,6.72509480830334,0.0138498074609223,0.33471982163305,3888,216,0.449180805428251
nec_panel,log_new_firms_size_51plus_workers,urban,50,-0.00692486388949,"",0.206814209239572,-0.692486388949,-3.34835015202862,0.0160005812477486,0.665662048433266,3420,190,0.462272419021578
nec_panel,log_new_firms_size_51plus_workers,urban,100,-0.0166326966820485,"",0.217096827538336,-1.66326966820485,-7.66141858020075,0.0178783037155924,0.353602530524533,2898,161,0.481572812983631
nec_panel,log_new_firms_trade_retail,full,0,-0.0218659866955789,"",2.49600320853179,-2.18659866955789,-0.876040007514295,0.0162967689489362,0.180108258965765,12852,714,1.36538539784975
nec_panel,log_new_firms_trade_retail,full,25,-0.00406053700276762,"",2.69487430904308,-0.406053700276762,-0.15067630386849,0.0169291489332302,0.810546539714375,8550,475,1.39521588398061
nec_panel,log_new_firms_trade_retail,full,50,-0.0203125673871349,"",2.74625459555405,-2.03125673871349,-0.739646186483189,0.0195482150639299,0.299385515126581,7218,401,1.40358133332774
nec_panel,log_new_firms_trade_retail,full,100,-0.0249240798599678,"",2.8133860235134,-2.49240798599678,-0.885910417257358,0.0210326458911995,0.236911864114559,5634,313,1.43134133385556
nec_panel,log_new_firms_trade_retail,rural,0,0.00155915637375506,"",2.01975725618997,0.155915637375506,0.0771952356639246,0.0225156928229839,0.944825073717789,7686,427,1.15984135684767
nec_panel,log_new_firms_trade_retail,rural,25,0.03530287202226,"",2.09374331485004,3.530287202226,1.68611270406795,0.0232164133968987,0.129584887662186,4662,259,1.15180924293149
nec_panel,log_new_firms_trade_retail,rural,50,0.00425569525918891,"",2.11943761338094,0.425569525918891,0.200793608281784,0.0262563116634727,0.871396532256616,3798,211,1.13568989879838
nec_panel,log_new_firms_trade_retail,rural,100,0.0288682518439858,"",2.0892537321445,2.88682518439858,1.38174944478161,0.0334284060805204,0.389185851101701,2736,152,1.11099060395216
nec_panel,log_new_firms_trade_retail,urban,0,-0.0173300775882586,"",3.20456425957692,-1.73300775882586,-0.540793573930283,0.0212438866390037,0.415311853634636,5166,287,1.34061730665278
nec_panel,log_new_firms_trade_retail,urban,25,-0.0349691820161574,"",3.41567489930233,-3.49691820161574,-1.02378543178392,0.023863411150854,0.144275659418244,3888,216,1.31812255600754
nec_panel,log_new_firms_trade_retail,urban,50,-0.0341770805490404,"",3.44235134944103,-3.41770805490404,-0.992841144893303,0.0287268332592828,0.235646221787533,3420,190,1.34347604580695
nec_panel,log_new_firms_trade_retail,urban,100,-0.0411843379752944,"",3.49703887002317,-4.11843379752944,-1.17769174167119,0.0319772134100889,0.199630731959483,2898,161,1.36219354880414
