dataset,outcome,spec,threshold,lag,c_mig_log_flag,beta,stars,se,pval,mean_y,sd_y,n,n_muni,err
census,amen_assets_tv,S3_lag2,25,2,FALSE,-0.00263739957791754,"",0.00539307937965869,0.625043774671975,0.382459974190735,0.200491807172147,950,475,
census,amen_assets_tv,S4_lag3,25,3,FALSE,-0.00307328949772782,"",0.00525559211354022,0.558983570375193,0.382459974190735,0.200491807172147,950,475,
census,amen_assets_tv,S5_lag4,25,4,FALSE,-0.00365345290200331,"",0.00519361612281989,0.482120303770156,0.382459974190735,0.200491807172147,950,475,
census,amen_assets_tv,S6_lag5,25,5,FALSE,-0.00355478587885189,"",0.00528080293397575,0.501178316194177,0.382459974190735,0.200491807172147,950,475,
census,amen_assets_tv,S7_lag10,25,10,FALSE,-0.0243627926605238,**,0.0111060159914317,0.0287449127245576,0.382459974190735,0.200491807172147,950,475,
census,amen_cooking_biogas,S0_baseline,25,0,FALSE,-0.000137613638538401,"",0.0017982119106583,0.939031294494854,0.015488037395696,0.0291345443813548,1425,475,
census,amen_cooking_biogas,S1_cmig_log,25,0,TRUE,-0.00129513685201541,"",0.00448855158086585,0.773057817254317,0.015488037395696,0.0291345443813548,1425,475,
census,amen_cooking_biogas,S2_lag1,25,1,FALSE,-0.000264043806037834,"",0.00182903749407934,0.885275852527144,0.015488037395696,0.0291345443813548,1425,475,
census,amen_cooking_biogas,S3_lag2,25,2,FALSE,0.000503324315222675,"",0.00209219190762355,0.809990304013121,0.016434520613893,0.0319164359345129,950,475,
census,amen_cooking_biogas,S4_lag3,25,3,FALSE,0.000185612376116841,"",0.0021604964918261,0.931572722134204,0.016434520613893,0.0319164359345129,950,475,
census,amen_cooking_biogas,S5_lag4,25,4,FALSE,-0.000128815533927076,"",0.00229808564333528,0.955322879366227,0.016434520613893,0.0319164359345129,950,475,
census,amen_cooking_biogas,S6_lag5,25,5,FALSE,-0.000123511811792338,"",0.0023411604480998,0.957948017913961,0.016434520613893,0.0319164359345129,950,475,
census,amen_cooking_biogas,S7_lag10,25,10,FALSE,-0.0086349606347311,"",0.00554916378120035,0.120355705848391,0.016434520613893,0.0319164359345129,950,475,
census,amen_cooking_electric,S0_baseline,25,0,FALSE,0.000497028312878343,**,0.000245319230987987,0.0433195435169107,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S1_cmig_log,25,0,TRUE,-0.00131840946692762,"",0.0012243731364959,0.282115726787577,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S2_lag1,25,1,FALSE,0.000542206304323778,**,0.000254027380638522,0.0333191557147857,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S3_lag2,25,2,FALSE,0.000564090346998693,**,0.000257247687920214,0.0288077239437632,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S4_lag3,25,3,FALSE,0.000566129039790108,**,0.000251014576570418,0.0245658393202363,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S5_lag4,25,4,FALSE,0.000587200572706959,**,0.000247774750219644,0.01819250863068,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S6_lag5,25,5,FALSE,0.00059971743784677,**,0.000254000892696964,0.0186253610560679,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_electric,S7_lag10,25,10,FALSE,0.00158600856660233,***,0.000585179989440707,0.00696617739859724,0.00238724102276648,0.00852116596699019,950,475,
census,amen_cooking_kerosene,S0_baseline,25,0,FALSE,0.00530726231998603,**,0.00230422698332337,0.0216955277523616,0.0231593404006335,0.0628736066244297,1425,475,
census,amen_cooking_kerosene,S1_cmig_log,25,0,TRUE,-0.0462087609654802,***,0.0129207795353426,0.000384257828800085,0.0231593404006335,0.0628736066244297,1425,475,
census,amen_cooking_kerosene,S2_lag1,25,1,FALSE,0.00623725075889692,***,0.00236762922431809,0.00870474748692432,0.0231593404006335,0.0628736066244297,1425,475,
census,amen_cooking_kerosene,S3_lag2,25,2,FALSE,-0.000487138130864579,"",0.000353765299949077,0.169159315750691,0.00393431327981094,0.00599252721011965,950,475,
census,amen_cooking_kerosene,S4_lag3,25,3,FALSE,-0.000503254579998473,"",0.00034960156719165,0.15066644395038,0.00393431327981094,0.00599252721011965,950,475,
census,amen_cooking_kerosene,S5_lag4,25,4,FALSE,-0.000505785763571945,"",0.000351363576977834,0.150670668591908,0.00393431327981094,0.00599252721011965,950,475,
