dataset,outcome,spec,threshold,lag,c_mig_log_flag,beta,stars,se,pval,mean_y,sd_y,n,n_muni,err
census,emp_share_employee,S4_lag3,25,3,FALSE,-0.000540411158037808,"",0.00282243739952861,0.848239630378781,0.245384703282113,0.133155314766734,950,475,
census,emp_share_employee,S5_lag4,25,4,FALSE,-0.00024180208602725,"",0.00281669119757985,0.93162497098362,0.245384703282113,0.133155314766734,950,475,
census,emp_share_employee,S6_lag5,25,5,FALSE,-0.00013544381054549,"",0.00287696749645122,0.96247035392801,0.245384703282113,0.133155314766734,950,475,
census,emp_share_employee,S7_lag10,25,10,FALSE,0.000186165250235826,"",0.00639334063962921,0.976782242074342,0.245384703282113,0.133155314766734,950,475,
census,emp_share_employer,S0_baseline,25,0,FALSE,-0.0000433988923653751,"",0.000878016027551996,0.960598748250017,0.0218643196452525,0.0186986393305438,1425,475,
census,emp_share_employer,S1_cmig_log,25,0,TRUE,0.00620171280942719,*,0.0033383075017893,0.0638256002434317,0.0218643196452525,0.0186986393305438,1425,475,
census,emp_share_employer,S2_lag1,25,1,FALSE,-0.000148612248363534,"",0.000916002495438225,0.871185995589838,0.0218643196452525,0.0186986393305438,1425,475,
census,emp_share_employer,S3_lag2,25,2,FALSE,0.00121998562065005,"",0.000826532447273037,0.140600168410537,0.0161181934097102,0.0122827730297635,950,475,
census,emp_share_employer,S4_lag3,25,3,FALSE,0.00115321362669371,"",0.000824750280494707,0.162689497106307,0.0161181934097102,0.0122827730297635,950,475,
census,emp_share_employer,S5_lag4,25,4,FALSE,0.00108165624241989,"",0.000824847311333365,0.190377380053132,0.0161181934097102,0.0122827730297635,950,475,
census,emp_share_employer,S6_lag5,25,5,FALSE,0.00109462660948015,"",0.00083228546074,0.189076638547527,0.0161181934097102,0.0122827730297635,950,475,
census,emp_share_employer,S7_lag10,25,10,FALSE,-0.00200297784740187,"",0.00142939557520938,0.161785916367371,0.0161181934097102,0.0122827730297635,950,475,
census,emp_share_self_employed,S0_baseline,25,0,FALSE,0.00105595063271265,"",0.00303770250650831,0.728283723611121,0.676601596783101,0.145574233812002,1425,475,
census,emp_share_self_employed,S1_cmig_log,25,0,TRUE,0.0155854471182859,"",0.0133655019692964,0.244162367556061,0.676601596783101,0.145574233812002,1425,475,
census,emp_share_self_employed,S2_lag1,25,1,FALSE,0.00078324992714662,"",0.00313388484068664,0.802750234494424,0.676601596783101,0.145574233812002,1425,475,
census,emp_share_self_employed,S3_lag2,25,2,FALSE,0.00570334798527644,"",0.00358399583399386,0.112200240423314,0.666582919511304,0.145191023552588,950,475,
census,emp_share_self_employed,S4_lag3,25,3,FALSE,0.00537782266492378,"",0.00354876073550637,0.130335503993979,0.666582919511304,0.145191023552588,950,475,
census,emp_share_self_employed,S5_lag4,25,4,FALSE,0.00526834834072434,"",0.00357864720130079,0.141640780116162,0.666582919511304,0.145191023552588,950,475,
census,emp_share_self_employed,S6_lag5,25,5,FALSE,0.00514116157193138,"",0.00365450042002493,0.160141168109088,0.666582919511304,0.145191023552588,950,475,
census,emp_share_self_employed,S7_lag10,25,10,FALSE,-0.00294144726282096,"",0.00826754033954009,0.722161640111759,0.666582919511304,0.145191023552588,950,475,
census,emp_share_unpaid_family_worker,S0_baseline,25,0,FALSE,-0.0030499341372091,"",0.00229094797951912,0.183730945622523,0.0706659907953913,0.0573023870959724,1425,475,
census,emp_share_unpaid_family_worker,S1_cmig_log,25,0,TRUE,-0.00438238886331061,"",0.00982975228415218,0.655924321818761,0.0706659907953913,0.0573023870959724,1425,475,
census,emp_share_unpaid_family_worker,S2_lag1,25,1,FALSE,-0.00302537764510939,"",0.00229235019567761,0.187548484418316,0.0706659907953913,0.0573023870959724,1425,475,
census,emp_share_unpaid_family_worker,S3_lag2,25,2,FALSE,-0.00602109410667472,**,0.00267970133352241,0.0251040492233232,0.0719141837968729,0.0644370061251071,950,475,
census,emp_share_unpaid_family_worker,S4_lag3,25,3,FALSE,-0.00599062513357957,**,0.00262721208886274,0.0230377996127153,0.0719141837968729,0.0644370061251071,950,475,
census,emp_share_unpaid_family_worker,S5_lag4,25,4,FALSE,-0.00610820249711689,**,0.00264292014618661,0.0212523582329473,0.0719141837968729,0.0644370061251071,950,475,
census,emp_share_unpaid_family_worker,S6_lag5,25,5,FALSE,-0.00610034437086603,**,0.00270748199145845,0.0247065004694145,0.0719141837968729,0.0644370061251071,950,475,
census,emp_share_unpaid_family_worker,S7_lag10,25,10,FALSE,0.00475825985998709,"",0.00546310969391933,0.384205918210778,0.0719141837968729,0.0644370061251071,950,475,
census,ent_cottage,S0_baseline,25,0,FALSE,0.0121551388213818,***,0.00358218470070632,0.000748672802752962,0.0582768828189845,0.0744153750448627,950,475,
census,ent_cottage,S1_cmig_log,25,0,TRUE,-0.0281242337309566,"",0.0182004068267714,0.122952426244694,0.0582768828189845,0.0744153750448627,950,475,
census,ent_cottage,S2_lag1,25,1,FALSE,0.011823775409737,***,0.00346763338511944,0.000705752592286602,0.0582768828189845,0.0744153750448627,950,475,
census,ent_cottage,S3_lag2,25,2,FALSE,-0.00203578535172462,"",0.00221920375222894,0.359426063586998,0.0265467761270649,0.0350880632053641,475,475,1-year outcome: cross-section (no entity FE)
census,ent_cottage,S4_lag3,25,3,FALSE,-0.00229113147693046,"",0.00236657367212435,0.333477272053051,0.0265467761270649,0.0350880632053641,475,475,1-year outcome: cross-section (no entity FE)
census,ent_cottage,S5_lag4,25,4,FALSE,-0.0023512227720348,"",0.00239048556054305,0.325826102414871,0.0265467761270649,0.0350880632053641,475,475,1-year outcome: cross-section (no entity FE)
census,ent_cottage,S6_lag5,25,5,FALSE,-0.00227255822337772,"",0.0023057131618606,0.324822192501741,0.0265467761270649,0.0350880632053641,475,475,1-year outcome: cross-section (no entity FE)
census,ent_cottage,S7_lag10,25,10,FALSE,0.00235773819677167,"",0.00191931518139041,0.219896371689698,0.0265467761270649,0.0350880632053641,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S0_baseline,25,0,FALSE,-0.0024169982908219,"",0.00147087370549481,0.100996441687284,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S1_cmig_log,25,0,TRUE,-0.0024169982908219,"",0.00147087370549481,0.100996441687284,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S2_lag1,25,1,FALSE,-0.00240977289911038,"",0.00148703109155912,0.105784310970031,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S3_lag2,25,2,FALSE,-0.00324881342780526,"",0.00197304860307329,0.100303963022528,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S4_lag3,25,3,FALSE,-0.00346478887338144,*,0.00205144488357057,0.0918865681832468,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S5_lag4,25,4,FALSE,-0.00352189880211838,*,0.00206964014719495,0.0894680754793862,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S6_lag5,25,5,FALSE,-0.00344754536468082,*,0.00203599451848965,0.091055786790661,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_female_owner_share,S7_lag10,25,10,FALSE,0.000659730311399306,"",0.00189791141420343,0.728288454702383,0.0442124364165771,0.0299792473835139,475,475,1-year outcome: cross-section (no entity FE)
census,ent_has_nonagro,S0_baseline,25,0,FALSE,-0.00672586944409834,"",0.0042902760572845,0.117618269926594,0.136781464837693,0.0847093949567426,950,475,
census,ent_has_nonagro,S1_cmig_log,25,0,TRUE,-0.0490748204684688,**,0.0240816490173054,0.0421195065258983,0.136781464837693,0.0847093949567426,950,475,
census,ent_has_nonagro,S2_lag1,25,1,FALSE,-0.00656481889019902,"",0.00406265759192632,0.106782855241801,0.136781464837693,0.0847093949567426,950,475,
census,ent_has_nonagro,S3_lag2,25,2,FALSE,-0.000845187318826841,"",0.00336491391065107,0.801786498501174,0.0933945981132419,0.0529673809384271,475,475,1-year outcome: cross-section (no entity FE)
census,ent_has_nonagro,S4_lag3,25,3,FALSE,-0.00059359318401096,"",0.00353312894591113,0.866648810557071,0.0933945981132419,0.0529673809384271,475,475,1-year outcome: cross-section (no entity FE)
census,ent_has_nonagro,S5_lag4,25,4,FALSE,-0.000468699638104834,"",0.00356907048764425,0.895575828843567,0.0933945981132419,0.0529673809384271,475,475,1-year outcome: cross-section (no entity FE)
census,ent_has_nonagro,S6_lag5,25,5,FALSE,-0.000582180026758927,"",0.00347938974105471,0.867187697555365,0.0933945981132419,0.0529673809384271,475,475,1-year outcome: cross-section (no entity FE)
census,ent_has_nonagro,S7_lag10,25,10,FALSE,-0.000290173269007793,"",0.0030011723042216,0.923016115249376,0.0933945981132419,0.0529673809384271,475,475,1-year outcome: cross-section (no entity FE)
census,ent_other,S0_baseline,25,0,FALSE,-0.0200573716371715,***,0.00542543670372857,0.000243746676033719,0.123124646206034,0.141910145545279,950,475,
census,ent_other,S1_cmig_log,25,0,TRUE,0.0507307160484334,*,0.0297069501272735,0.0883458277203852,0.123124646206034,0.141910145545279,950,475,
census,ent_other,S2_lag1,25,1,FALSE,-0.0188539502549307,***,0.00525824941890514,0.000371196492389105,0.123124646206034,0.141910145545279,950,475,
census,ent_other,S3_lag2,25,2,FALSE,-0.000464935921166606,"",0.000906014274091249,0.608074137713577,0.00961420204423142,0.0124079116868799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_other,S4_lag3,25,3,FALSE,-0.000328281276658819,"",0.000922320124473256,0.722051445310363,0.00961420204423142,0.0124079116868799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_other,S5_lag4,25,4,FALSE,-0.000286773031845647,"",0.000933819896458091,0.758904620183501,0.00961420204423142,0.0124079116868799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_other,S6_lag5,25,5,FALSE,-0.000337292073935728,"",0.000926935085994513,0.716110727062947,0.00961420204423142,0.0124079116868799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_other,S7_lag10,25,10,FALSE,-0.000632041623135082,"",0.000931046517179603,0.497563749165877,0.00961420204423142,0.0124079116868799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_services,S0_baseline,25,0,FALSE,0.00293125775538,"",0.00627386533842436,0.640559193920695,0.190268280116037,0.201420037630348,950,475,
census,ent_services,S1_cmig_log,25,0,TRUE,-0.0570978326473506,"",0.0348178601509437,0.101689257318793,0.190268280116037,0.201420037630348,950,475,
census,ent_services,S2_lag1,25,1,FALSE,0.002529667788555,"",0.0060885841345187,0.677980628493289,0.190268280116037,0.201420037630348,950,475,
census,ent_services,S3_lag2,25,2,FALSE,0.0002222252355884,"",0.000527085412479399,0.673499794201416,0.0105241507635228,0.0107332138512325,475,475,1-year outcome: cross-section (no entity FE)
census,ent_services,S4_lag3,25,3,FALSE,0.00021465757505723,"",0.000536863538362668,0.689457145457712,0.0105241507635228,0.0107332138512325,475,475,1-year outcome: cross-section (no entity FE)
census,ent_services,S5_lag4,25,4,FALSE,0.00024533181187926,"",0.000540801454999853,0.650292063433209,0.0105241507635228,0.0107332138512325,475,475,1-year outcome: cross-section (no entity FE)
census,ent_services,S6_lag5,25,5,FALSE,0.000229530274054787,"",0.000544585355354515,0.673597771189469,0.0105241507635228,0.0107332138512325,475,475,1-year outcome: cross-section (no entity FE)
census,ent_services,S7_lag10,25,10,FALSE,-0.000807358020647669,"",0.000534182968851599,0.13135585466743,0.0105241507635228,0.0107332138512325,475,475,1-year outcome: cross-section (no entity FE)
census,ent_trade,S0_baseline,25,0,FALSE,0.00689663130287527,*,0.00404645697379533,0.0889686281291862,0.163362891323143,0.140117891286529,950,475,
census,ent_trade,S1_cmig_log,25,0,TRUE,0.0222995265742947,"",0.0218962708975065,0.308999520980544,0.163362891323143,0.140117891286529,950,475,
census,ent_trade,S2_lag1,25,1,FALSE,0.00652861435110328,*,0.00390102576133951,0.0948761517973104,0.163362891323143,0.140117891286529,950,475,
census,ent_trade,S3_lag2,25,2,FALSE,0.000924965732610301,"",0.000812628581615973,0.255595578836283,0.0421025119151031,0.0171554149582426,475,475,1-year outcome: cross-section (no entity FE)
census,ent_trade,S4_lag3,25,3,FALSE,0.00123037927765662,"",0.00082596782586684,0.136988898954064,0.0421025119151031,0.0171554149582426,475,475,1-year outcome: cross-section (no entity FE)
census,ent_trade,S5_lag4,25,4,FALSE,0.00132336181431218,"",0.000831806920884174,0.112287887250196,0.0421025119151031,0.0171554149582426,475,475,1-year outcome: cross-section (no entity FE)
census,ent_trade,S6_lag5,25,5,FALSE,0.00121443255231534,"",0.000830925208671979,0.144529210940387,0.0421025119151031,0.0171554149582426,475,475,1-year outcome: cross-section (no entity FE)
census,ent_trade,S7_lag10,25,10,FALSE,-0.000922736004003763,"",0.000783238104409659,0.239346236669747,0.0421025119151031,0.0171554149582426,475,475,1-year outcome: cross-section (no entity FE)
census,ent_transport,S0_baseline,25,0,FALSE,-0.00167734302156763,*,0.00100305973710158,0.095139582600155,0.0117317478467633,0.0157084540554332,950,475,
census,ent_transport,S1_cmig_log,25,0,TRUE,-0.000799081485240985,"",0.00458653786928909,0.861764407469525,0.0117317478467633,0.0157084540554332,950,475,
census,ent_transport,S2_lag1,25,1,FALSE,-0.00170170429486614,*,0.000970247336745902,0.0800961073530457,0.0117317478467633,0.0157084540554332,950,475,
census,ent_transport,S3_lag2,25,2,FALSE,0.000452789562469747,"",0.000324728057632433,0.16386048936463,0.00474125577200048,0.00404221438738799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_transport,S4_lag3,25,3,FALSE,0.000524650156400811,"",0.00032002946217042,0.101797463676367,0.00474125577200048,0.00404221438738799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_transport,S5_lag4,25,4,FALSE,0.000545230154349744,*,0.00032102414606059,0.0900869322927551,0.00474125577200048,0.00404221438738799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_transport,S6_lag5,25,5,FALSE,0.000528113879760768,"",0.000328058168527493,0.108103372049106,0.00474125577200048,0.00404221438738799,475,475,1-year outcome: cross-section (no entity FE)
census,ent_transport,S7_lag10,25,10,FALSE,-0.00035400139545474,"",0.000305965743629033,0.24785638847706,0.00474125577200048,0.00404221438738799,475,475,1-year outcome: cross-section (no entity FE)
census,fem_ag_specialization_ratio,S0_baseline,25,0,FALSE,0.0560683795800772,***,0.0122426929985041,0.00000595786188595367,1.05372314944577,0.349960560561216,1425,475,
census,fem_ag_specialization_ratio,S1_cmig_log,25,0,TRUE,-0.0788522872846792,"",0.0502960912740405,0.117604055327676,1.05372314944577,0.349960560561216,1425,475,
census,fem_ag_specialization_ratio,S2_lag1,25,1,FALSE,0.0554802347193925,***,0.0121753075375741,0.00000661667468673397,1.05372314944577,0.349960560561216,1425,475,
census,fem_ag_specialization_ratio,S3_lag2,25,2,FALSE,0.0540164202596391,***,0.0146974310628759,0.00026478089679393,1.11337088428674,0.338625746983805,950,475,
census,fem_ag_specialization_ratio,S4_lag3,25,3,FALSE,0.0548073369668913,***,0.0140888251976485,0.000114517669602321,1.11337088428674,0.338625746983805,950,475,
census,fem_ag_specialization_ratio,S5_lag4,25,4,FALSE,0.0563598823130446,***,0.0140135963141272,0.0000671928745259139,1.11337088428674,0.338625746983805,950,475,
census,fem_ag_specialization_ratio,S6_lag5,25,5,FALSE,0.0567921064807145,***,0.0143200442367462,0.0000844079479868885,1.11337088428674,0.338625746983805,950,475,
census,fem_ag_specialization_ratio,S7_lag10,25,10,FALSE,-0.01010795314118,"",0.0357835768173454,0.777702888745684,1.11337088428674,0.338625746983805,950,475,
census,fem_employment_rate,S0_baseline,25,0,FALSE,0.00190151534837751,"",0.00471732483115662,0.687062383484359,0.63438368457102,0.180763873920189,1425,475,
census,fem_employment_rate,S1_cmig_log,25,0,TRUE,-0.0421815614652496,**,0.0170584929319949,0.0137571575840661,0.63438368457102,0.180763873920189,1425,475,
census,fem_employment_rate,S2_lag1,25,1,FALSE,0.00231295920205747,"",0.00473946650264494,0.625760627017953,0.63438368457102,0.180763873920189,1425,475,
census,fem_employment_rate,S3_lag2,25,2,FALSE,0.00166005389232444,"",0.00562490992286414,0.76802729672817,0.634664130277673,0.177611986711317,950,475,
census,fem_employment_rate,S4_lag3,25,3,FALSE,0.0014778322023409,"",0.00551277921389171,0.788759057620364,0.634664130277673,0.177611986711317,950,475,
census,fem_employment_rate,S5_lag4,25,4,FALSE,0.00177173383346277,"",0.00549036530210585,0.747065717752458,0.634664130277673,0.177611986711317,950,475,
census,fem_employment_rate,S6_lag5,25,5,FALSE,0.00149883530375966,"",0.00556728798315362,0.787876153465427,0.634664130277673,0.177611986711317,950,475,
census,fem_employment_rate,S7_lag10,25,10,FALSE,0.0201378928713931,**,0.00918376759240265,0.0288092063020337,0.634664130277673,0.177611986711317,950,475,
census,fem_ownership_both,S0_baseline,25,0,FALSE,-0.000588274126251772,"",0.00152471335102365,0.699798606601773,0.0849994493187456,0.0481644897228769,1425,475,
census,fem_ownership_both,S1_cmig_log,25,0,TRUE,0.00116361969324986,"",0.00568618203754826,0.837941324406003,0.0849994493187456,0.0481644897228769,1425,475,
census,fem_ownership_both,S2_lag1,25,1,FALSE,-0.00102517921374898,"",0.00154627472944033,0.507653216742957,0.0849994493187456,0.0481644897228769,1425,475,
census,fem_ownership_both,S3_lag2,25,2,FALSE,0.000281492763807326,"",0.00163257023007975,0.863178534871024,0.10345909256706,0.0462964999195885,950,475,
census,fem_ownership_both,S4_lag3,25,3,FALSE,0.00026229222789878,"",0.0016163143672011,0.871156109129317,0.10345909256706,0.0462964999195885,950,475,
census,fem_ownership_both,S5_lag4,25,4,FALSE,0.000161241976488799,"",0.00162242828026533,0.920876105349034,0.10345909256706,0.0462964999195885,950,475,
census,fem_ownership_both,S6_lag5,25,5,FALSE,0.000286214479930652,"",0.00164864713835237,0.862249494851303,0.10345909256706,0.0462964999195885,950,475,
census,fem_ownership_both,S7_lag10,25,10,FALSE,0.000554947959563698,"",0.00347606345963962,0.87322605820332,0.10345909256706,0.0462964999195885,950,475,
census,fem_ownership_house,S0_baseline,25,0,FALSE,-0.000821510345881771,"",0.00179467178025018,0.647342080871078,0.0933268639955492,0.0530093584035383,1425,475,
census,fem_ownership_house,S1_cmig_log,25,0,TRUE,0.00444246323890699,"",0.00687902372162424,0.518722362463486,0.0933268639955492,0.0530093584035383,1425,475,
census,fem_ownership_house,S2_lag1,25,1,FALSE,-0.00116861971729079,"",0.00182056375983817,0.521248469226742,0.0933268639955492,0.0530093584035383,1425,475,
census,fem_ownership_house,S3_lag2,25,2,FALSE,-0.000580689526428376,"",0.00188532814324371,0.758214218124452,0.112684496990928,0.0521198512266316,950,475,
census,fem_ownership_house,S4_lag3,25,3,FALSE,-0.00049106350105488,"",0.00186951554653033,0.792919952596328,0.112684496990928,0.0521198512266316,950,475,
census,fem_ownership_house,S5_lag4,25,4,FALSE,-0.000507619313705796,"",0.00187293249145882,0.786486593305718,0.112684496990928,0.0521198512266316,950,475,
census,fem_ownership_house,S6_lag5,25,5,FALSE,-0.000427293258413574,"",0.00190002297655677,0.822162955688815,0.112684496990928,0.0521198512266316,950,475,
census,fem_ownership_house,S7_lag10,25,10,FALSE,-0.0017419939634183,"",0.00351558176987989,0.620472205529528,0.112684496990928,0.0521198512266316,950,475,
census,fem_ownership_land,S0_baseline,25,0,FALSE,-0.00114005344732845,"",0.00213223461228995,0.593125025360386,0.17123346322179,0.076578879046383,1425,475,
census,fem_ownership_land,S1_cmig_log,25,0,TRUE,0.00536265503712529,"",0.00836479448590739,0.521768700515291,0.17123346322179,0.076578879046383,1425,475,
census,fem_ownership_land,S2_lag1,25,1,FALSE,-0.00174460895096262,"",0.00218065792130466,0.424089614527157,0.17123346322179,0.076578879046383,1425,475,
census,fem_ownership_land,S3_lag2,25,2,FALSE,0.0000902225417216604,"",0.00209147357798232,0.965609482238831,0.198172393445697,0.0722803133227184,950,475,
census,fem_ownership_land,S4_lag3,25,3,FALSE,0.0000160633431292929,"",0.00206967195444569,0.993810706812241,0.198172393445697,0.0722803133227184,950,475,
census,fem_ownership_land,S5_lag4,25,4,FALSE,-0.000157658030087006,"",0.00208349998988375,0.939713728277932,0.198172393445697,0.0722803133227184,950,475,
census,fem_ownership_land,S6_lag5,25,5,FALSE,-0.00011019329885373,"",0.00212621394479866,0.958689120967057,0.198172393445697,0.0722803133227184,950,475,
census,fem_ownership_land,S7_lag10,25,10,FALSE,-0.00602870746324573,"",0.00507363531344088,0.235333027663839,0.198172393445697,0.0722803133227184,950,475,
census,fem_ownership_livestock,S0_baseline,25,0,FALSE,0.00170724275566932,"",0.00268866494587043,0.525749226798327,0.0832303441143439,0.046042604471995,475,475,1-year outcome: cross-section (no entity FE)
census,fem_ownership_livestock,S1_cmig_log,25,0,TRUE,0.00170724275566932,"",0.00268866494587043,0.525749226798327,0.0832303441143439,0.046042604471995,475,475,1-year outcome: cross-section (no entity FE)
census,fem_ownership_livestock,S2_lag1,25,1,FALSE,0.00117676839880004,"",0.00244187901811567,0.630091590277547,0.0832303441143439,0.046042604471995,475,475,1-year outcome: cross-section (no entity FE)
census,fem_ownership_livestock,S3_lag2,25,2,FALSE,,"",,,,,0,0,degenerate
census,fem_ownership_livestock,S4_lag3,25,3,FALSE,,"",,,,,0,0,degenerate
census,fem_ownership_livestock,S5_lag4,25,4,FALSE,,"",,,,,0,0,degenerate
census,fem_ownership_livestock,S6_lag5,25,5,FALSE,,"",,,,,0,0,degenerate
census,fem_ownership_livestock,S7_lag10,25,10,FALSE,,"",,,,,0,0,degenerate
census,fem_share_of_ag_workers,S0_baseline,25,0,FALSE,0.0168030588801976,***,0.00334274424004591,0.000000708578818511586,0.535019576720986,0.110920731678969,1425,475,
census,fem_share_of_ag_workers,S1_cmig_log,25,0,TRUE,-0.00991047834208534,"",0.0123945644608299,0.424353166527941,0.535019576720986,0.110920731678969,1425,475,
census,fem_share_of_ag_workers,S2_lag1,25,1,FALSE,0.0167270257232375,***,0.00335177293342996,0.000000847221513458962,0.535019576720986,0.110920731678969,1425,475,
census,fem_share_of_ag_workers,S3_lag2,25,2,FALSE,0.0154900533581446,***,0.00400515555724477,0.000125304215024486,0.557138796523747,0.0984685957512717,950,475,
census,fem_share_of_ag_workers,S4_lag3,25,3,FALSE,0.0153422249554191,***,0.0039790247529221,0.000131286889755364,0.557138796523747,0.0984685957512717,950,475,
census,fem_share_of_ag_workers,S5_lag4,25,4,FALSE,0.0152591418398921,***,0.00399784023052443,0.000153088689189356,0.557138796523747,0.0984685957512717,950,475,
census,fem_share_of_ag_workers,S6_lag5,25,5,FALSE,0.0153675191836114,***,0.00405861234296105,0.000172478988647495,0.557138796523747,0.0984685957512717,950,475,
census,fem_share_of_ag_workers,S7_lag10,25,10,FALSE,0.00671930590839471,"",0.00726024506854034,0.355180470610376,0.557138796523747,0.0984685957512717,950,475,
census,fem_wage_share_of_employment,S0_baseline,25,0,FALSE,-0.0017000864789554,"",0.00259832443374596,0.513235182239638,0.14470560609542,0.120049939463812,1425,475,
census,fem_wage_share_of_employment,S1_cmig_log,25,0,TRUE,-0.0000386436935546919,"",0.0111686394131411,0.997240766241829,0.14470560609542,0.120049939463812,1425,475,
census,fem_wage_share_of_employment,S2_lag1,25,1,FALSE,-0.00154475092547503,"",0.00262518833703563,0.556521079108622,0.14470560609542,0.120049939463812,1425,475,
census,fem_wage_share_of_employment,S3_lag2,25,2,FALSE,-0.000182215477132124,"",0.00287763209952196,0.949537328409376,0.164126820642825,0.121050702523649,950,475,
census,fem_wage_share_of_employment,S4_lag3,25,3,FALSE,0.000121336997398059,"",0.00285272679308091,0.966091165889154,0.164126820642825,0.121050702523649,950,475,
census,fem_wage_share_of_employment,S5_lag4,25,4,FALSE,0.000306816674575201,"",0.00286573781861233,0.914783693902548,0.164126820642825,0.121050702523649,950,475,
census,fem_wage_share_of_employment,S6_lag5,25,5,FALSE,0.0003543323932833,"",0.00290441236362499,0.902952334994588,0.164126820642825,0.121050702523649,950,475,
census,fem_wage_share_of_employment,S7_lag10,25,10,FALSE,0.00120019969718433,"",0.00524648342436974,0.819152025113967,0.164126820642825,0.121050702523649,950,475,
census,fert_birth_dau_mean,S0_baseline,25,0,FALSE,0.01801653421574,**,0.00784381334702179,0.0220590055591294,1.16964823724465,0.239986440185287,1425,475,
census,fert_birth_dau_mean,S1_cmig_log,25,0,TRUE,-0.031472568998245,"",0.0345096837744892,0.362236311410592,1.16964823724465,0.239986440185287,1425,475,
census,fert_birth_dau_mean,S2_lag1,25,1,FALSE,0.0213202046050234,***,0.00813001958172948,0.0090121943562595,1.16964823724465,0.239986440185287,1425,475,
census,fert_birth_dau_mean,S3_lag2,25,2,FALSE,0.00336776350915719,"",0.00790830077823407,0.670409192490845,1.06143067515204,0.168594436620049,950,475,
census,fert_birth_dau_mean,S4_lag3,25,3,FALSE,0.00342130935168508,"",0.00781992312370222,0.661939430531674,1.06143067515204,0.168594436620049,950,475,
census,fert_birth_dau_mean,S5_lag4,25,4,FALSE,0.00328288145104529,"",0.00782142920565419,0.674873538467598,1.06143067515204,0.168594436620049,950,475,
census,fert_birth_dau_mean,S6_lag5,25,5,FALSE,0.00310055570248402,"",0.00789141650663181,0.694568278640786,1.06143067515204,0.168594436620049,950,475,
census,fert_birth_dau_mean,S7_lag10,25,10,FALSE,-0.01001090834743,"",0.0160360170311361,0.532746368146446,1.06143067515204,0.168594436620049,950,475,
census,fert_birth_mean,S0_baseline,25,0,FALSE,0.038910282986722,**,0.0152279546213599,0.0109242482057775,2.43736970365253,0.478893907254102,1425,475,
census,fert_birth_mean,S1_cmig_log,25,0,TRUE,-0.0617791522163181,"",0.0681451023778454,0.365088282939596,2.43736970365253,0.478893907254102,1425,475,
census,fert_birth_mean,S2_lag1,25,1,FALSE,0.0447063985353566,***,0.0157326683808065,0.00468183345476946,2.43736970365253,0.478893907254102,1425,475,
census,fert_birth_mean,S3_lag2,25,2,FALSE,0.0128295256360142,"",0.0153156110958029,0.402634654658129,2.2148706800037,0.333369770320517,950,475,
census,fert_birth_mean,S4_lag3,25,3,FALSE,0.0131186892073818,"",0.0152412936931619,0.38982010623829,2.2148706800037,0.333369770320517,950,475,
census,fert_birth_mean,S5_lag4,25,4,FALSE,0.0132636066028587,"",0.015316796498967,0.386954716821354,2.2148706800037,0.333369770320517,950,475,
census,fert_birth_mean,S6_lag5,25,5,FALSE,0.0130105549824577,"",0.0154407310695813,0.399870088118705,2.2148706800037,0.333369770320517,950,475,
census,fert_birth_mean,S7_lag10,25,10,FALSE,-0.0122766246173279,"",0.0276780059511879,0.657569174142705,2.2148706800037,0.333369770320517,950,475,
census,fert_birth_son_mean,S0_baseline,25,0,FALSE,0.0208937487709819,***,0.00782977394620563,0.00788024830789763,1.26772146640788,0.244494655585949,1425,475,
census,fert_birth_son_mean,S1_cmig_log,25,0,TRUE,-0.0303065832180739,"",0.0349194752559952,0.385888719262201,1.26772146640788,0.244494655585949,1425,475,
census,fert_birth_son_mean,S2_lag1,25,1,FALSE,0.0233861939303336,***,0.00805323305468342,0.00385688506922528,1.26772146640788,0.244494655585949,1425,475,
census,fert_birth_son_mean,S3_lag2,25,2,FALSE,0.0094617621268569,"",0.00807612206191946,0.241957317331805,1.15344000485165,0.172089768245873,950,475,
census,fert_birth_son_mean,S4_lag3,25,3,FALSE,0.00969737985569652,"",0.0080634627827513,0.229719081954313,1.15344000485165,0.172089768245873,950,475,
census,fert_birth_son_mean,S5_lag4,25,4,FALSE,0.00998072515181313,"",0.00812569359008917,0.219946870685664,1.15344000485165,0.172089768245873,950,475,
