outcome_group,dataset,outcome,spec,threshold,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Input use / capital,hh,wet_cost_labour,S_levels,25,107.121669087839,"",177.525138236053,0.546951053535719,2043.11475409836,3892.42587701691,10458,191,+107.122 (mean 2043.115),""
Input use / capital,hh,wet_cost_seed,S0_baseline,25,79.3609307097101,"",192.754547067033,0.681008636691496,567.205919854281,1979.4878473141,10458,191,+79.361 (mean 567.206),
Input use / capital,hh,wet_cost_seed,S_levels,25,-103.476613918881,"",110.240205177247,0.3491038178717,567.205919854281,1979.4878473141,10458,191,-103.477 (mean 567.206),""
Land use / cropping,census,emp_share_self_employed,S0_baseline,25,0.00105595063271265,"",0.00303770250650831,0.728283723611121,0.676601596783101,0.145574233812002,1425,475,+0.11pp (+0% of mean),
Land use / cropping,census,emp_share_self_employed,S_levels,25,0.00301485192747767,*,0.00168351128832227,0.0739614698984953,0.676601596783101,0.145574233812002,1425,475,+0.30pp (+0% of mean),""
Land use / cropping,hh,any_crop_sold,S0_baseline,25,-0.164757496171436,***,0.0423483874461895,0.000138276827509923,0.379907621247113,0.485386950688223,9748,191,-16.48pp (-43% of mean),
Land use / cropping,hh,any_crop_sold,S_levels,25,0.015677706451983,"",0.0305004824455269,0.607838776980582,0.379907621247113,0.485386950688223,9748,191,+1.57pp (+4% of mean),""
Land use / cropping,hh,cashcrop_value_share,S0_baseline,25,-0.0370338674287758,"",0.0355578188352656,0.299108623523942,0.0937379207234028,0.266131521302211,2928,191,-3.70pp (-40% of mean),
Land use / cropping,hh,cashcrop_value_share,S_levels,25,0.00978082747511347,"",0.0229276063765567,0.670210105248012,0.0937379207234028,0.266131521302211,2928,191,+0.98pp (+10% of mean),""
Land use / cropping,hh,crop_hhi,S0_baseline,25,0.125237907407701,***,0.0375296878885776,0.00103891575511984,0.781283459298303,0.24889091239525,2928,191,+12.52pp (+16% of mean),
Land use / cropping,hh,crop_hhi,S_levels,25,0.034600265219821,"",0.0216867781300784,0.112457160963335,0.781283459298303,0.24889091239525,2928,191,+3.46pp (+4% of mean),""
Land use / cropping,hh,crop_sale_rs_12m,S0_baseline,25,-44710.5850188368,"",33485.7227233241,0.18340401895351,56371.9273960739,2226211.35791527,9748,191,-44710.585 (mean 56371.927),
Land use / cropping,hh,crop_sale_rs_12m,S_levels,25,-28552.9954600856,"",54056.8691577478,0.597974892094606,56371.9273960739,2226211.35791527,9748,191,-28552.995 (mean 56371.927),""
Land use / cropping,hh,crop_sale_share,S0_baseline,25,-0.0616785079692226,***,0.0218621651554905,0.00529491520872728,0.141747405259502,0.225063658540294,9363,191,-6.17pp (-44% of mean),
Land use / cropping,hh,crop_sale_share,S_levels,25,0.00447803302772554,"",0.0132221912200212,0.735230109504244,0.141747405259502,0.225063658540294,9363,191,+0.45pp (+3% of mean),""
Land use / cropping,hh,crop_simpson_diversity,S0_baseline,25,-0.1252379074077,***,0.0375296878885775,0.00103891575511985,0.218716540701697,0.24889091239525,2928,191,-12.52pp (-57% of mean),
Land use / cropping,hh,crop_simpson_diversity,S_levels,25,-0.0346002652198208,"",0.0216867781300783,0.112457160963335,0.218716540701697,0.24889091239525,2928,191,-3.46pp (-16% of mean),""
Land use / cropping,hh,grows_horticulture,S0_baseline,25,-0.185278426729672,***,0.0539394967742524,0.000727764594407203,0.376154734411085,0.484442910384609,9748,191,-18.53pp (-49% of mean),
Land use / cropping,hh,grows_horticulture,S_levels,25,-0.0728275194833424,**,0.0326030394502939,0.0266646480263182,0.376154734411085,0.484442910384609,9748,191,-7.28pp (-19% of mean),""
Land use / cropping,hh,share_both_seasons,S0_baseline,25,-0.0587492372555634,"",0.0395456693850583,0.139041008637628,0.64833819484502,0.432893124656754,9959,191,-5.87pp (-9% of mean),
Land use / cropping,hh,share_both_seasons,S_levels,25,-0.0777966011864604,***,0.0222980593765939,0.000602635923341728,0.64833819484502,0.432893124656754,9959,191,-7.78pp (-12% of mean),""
Land use / cropping,hh,share_fallow_dry,S0_baseline,25,0.0460662975783041,"",0.0425962723901541,0.280861863785127,0.277594868887282,0.403206951549677,9959,191,+4.61pp (+17% of mean),
Land use / cropping,hh,share_fallow_dry,S_levels,25,0.0704576701037047,***,0.0241434364439227,0.00394429959162365,0.277594868887282,0.403206951549677,9959,191,+7.05pp (+25% of mean),""
Land use / cropping,hh,share_fallow_wet,S0_baseline,25,0.0137396759591439,"",0.0140816651194582,0.330446906228794,0.0771898017953513,0.220742884823853,9959,191,+1.37pp (+18% of mean),
Land use / cropping,hh,share_fallow_wet,S_levels,25,0.00227445127306568,"",0.00815898436537506,0.780727219944351,0.0771898017953513,0.220742884823853,9959,191,+0.23pp (+3% of mean),""
Land use / cropping,hh,share_self_dry,S0_baseline,25,-0.0560404669395875,"",0.0416973262161355,0.180556766592207,0.65449772265852,0.430397057132127,9959,191,-5.60pp (-9% of mean),
Land use / cropping,hh,share_self_dry,S_levels,25,-0.077345119174534,***,0.0234951997313902,0.00118626809859817,0.65449772265852,0.430397057132127,9959,191,-7.73pp (-12% of mean),""
Land use / cropping,hh,share_self_wet,S0_baseline,25,-0.0374333430477393,**,0.0178837196178151,0.0376631241180742,0.842604068039324,0.322221099198865,9959,191,-3.74pp (-4% of mean),
Land use / cropping,hh,share_self_wet,S_levels,25,-0.0143173927154095,"",0.0103966478931437,0.170096581329098,0.842604068039324,0.322221099198865,9959,191,-1.43pp (-2% of mean),""
Occupation,census,occ_share_agriculture,S0_baseline,25,0.00290445647386271,"",0.00397237697422659,0.465040661229424,0.652176795005383,0.200809937331656,1425,475,+0.29pp (+0% of mean),
Occupation,census,occ_share_agriculture,S_levels,25,-0.0000790817842023419,"",0.00192191679718486,0.967195752150653,0.652176795005383,0.200809937331656,1425,475,-0.01pp (-0% of mean),""
Occupation,census,occ_share_armed_forces,S0_baseline,25,0.000257035225998227,"",0.000929327072252908,0.782221577567819,0.00249104928665046,0.0172429980728381,1425,475,+0.03pp (+10% of mean),
Occupation,census,occ_share_armed_forces,S_levels,25,0.000018519083196908,"",0.000611159815682732,0.975839323049351,0.00249104928665046,0.0172429980728381,1425,475,+0.00pp (+1% of mean),""
Occupation,census,occ_share_craft_trades,S0_baseline,25,0.00257964789427427,*,0.00149246286631359,0.0845587354363201,0.063665275945734,0.0438501548182578,1425,475,+0.26pp (+4% of mean),
Occupation,census,occ_share_craft_trades,S_levels,25,0.000797208382693261,"",0.000774758249646845,0.304015279665461,0.063665275945734,0.0438501548182578,1425,475,+0.08pp (+1% of mean),""
Occupation,census,occ_share_elementary,S0_baseline,25,-0.00229261980518859,"",0.00253059297875661,0.365416515271152,0.127062572030975,0.0956975119753258,1425,475,-0.23pp (-2% of mean),
Occupation,census,occ_share_elementary,S_levels,25,0.00157163551447474,"",0.00125271444579166,0.210248077687206,0.127062572030975,0.0956975119753258,1425,475,+0.16pp (+1% of mean),""
Occupation,census,occ_share_machine_operators,S0_baseline,25,0.00224128947098467,***,0.000669227269308587,0.00087548432020082,0.0179167400696923,0.0183152657528108,1425,475,+0.22pp (+13% of mean),
Occupation,census,occ_share_machine_operators,S_levels,25,0.0013111063869014,***,0.000344521307945741,0.000160004632550738,0.0179167400696923,0.0183152657528108,1425,475,+0.13pp (+7% of mean),""
Occupation,census,occ_share_managers,S0_baseline,25,-0.00406414278019064,***,0.00105113165151837,0.000125844743399628,0.0206366104464587,0.0290679832511788,1425,475,-0.41pp (-20% of mean),
Occupation,census,occ_share_managers,S_levels,25,-0.00234008855692202,***,0.000452845467689855,0.000000350204642378433,0.0206366104464587,0.0290679832511788,1425,475,-0.23pp (-11% of mean),""
Occupation,census,occ_share_office_assistants,S0_baseline,25,0.0000266754836590836,"",0.000334664396938347,0.936503008821808,0.0111696196316781,0.0137579573965635,1425,475,+0.00pp (+0% of mean),
Occupation,census,occ_share_office_assistants,S_levels,25,-0.000135126445200277,"",0.000167830265973504,0.421144000768002,0.0111696196316781,0.0137579573965635,1425,475,-0.01pp (-1% of mean),""
Occupation,census,occ_share_professionals,S0_baseline,25,0.00040716364797588,"",0.00050379377346125,0.419383712755888,0.0338769472629159,0.019558486899473,1425,475,+0.04pp (+1% of mean),
Occupation,census,occ_share_professionals,S_levels,25,-0.000199493294236353,"",0.000243726877813804,0.413476377709781,0.0338769472629159,0.019558486899473,1425,475,-0.02pp (-1% of mean),""
Occupation,census,occ_share_service_sales,S0_baseline,25,-0.00132782923131321,"",0.0012398166943904,0.284719688661685,0.0571424243397464,0.0470168133498872,1425,475,-0.13pp (-2% of mean),
Occupation,census,occ_share_service_sales,S_levels,25,-0.000328026196640832,"",0.000586696821382122,0.576352875136253,0.0571424243397464,0.0470168133498872,1425,475,-0.03pp (-1% of mean),""
Occupation,census,occ_share_technicians,S0_baseline,25,-0.000858594703256616,**,0.00037605098993855,0.0228611537404458,0.0135689472888584,0.0163692754789131,1425,475,-0.09pp (-6% of mean),
Occupation,census,occ_share_technicians,S_levels,25,-0.000516163295751582,***,0.000179914025369824,0.00430230988033334,0.0135689472888584,0.0163692754789131,1425,475,-0.05pp (-4% of mean),""
Other,census,emp_share_employee,S0_baseline,25,0.00203738239686188,"",0.00260165617014269,0.433953732422038,0.230868092776256,0.136767044476594,1425,475,+0.20pp (+1% of mean),
Other,census,emp_share_employee,S_levels,25,-0.000816976546570468,"",0.00127297760600951,0.521323729701206,0.230868092776256,0.136767044476594,1425,475,-0.08pp (-0% of mean),""
Other,census,emp_share_employer,S0_baseline,25,-0.0000433988923653751,"",0.000878016027551996,0.960598748250017,0.0218643196452525,0.0186986393305438,1425,475,-0.00pp (-0% of mean),
Other,census,emp_share_employer,S_levels,25,-0.000658170369438321,"",0.000439179269557129,0.134633457719028,0.0218643196452525,0.0186986393305438,1425,475,-0.07pp (-3% of mean),""
Other,census,emp_share_unpaid_family_worker,S0_baseline,25,-0.0030499341372091,"",0.00229094797951912,0.183730945622523,0.0706659907953913,0.0573023870959724,1425,475,-0.30pp (-4% of mean),
Other,census,emp_share_unpaid_family_worker,S_levels,25,-0.00153970501146885,"",0.00126146176996948,0.222854928775149,0.0706659907953913,0.0573023870959724,1425,475,-0.15pp (-2% of mean),""
Other,census,ent_cottage,S0_baseline,25,0.0121551388213818,***,0.00358218470070632,0.000748672802752962,0.0582768828189845,0.0744153750448627,950,475,+1.22pp (+21% of mean),
Other,census,ent_cottage,S_levels,25,0.00532249551437162,***,0.00191488166122928,0.00565994306651223,0.0582768828189845,0.0744153750448627,950,475,+0.53pp (+9% of mean),""
Other,census,ent_female_owner_share,S0_baseline,25,-0.0024169982908219,"",0.00147087370549481,0.100996441687284,0.0442124364165771,0.0299792473835139,475,475,-0.24pp (-5% of mean),1-year outcome: cross-section (no entity FE)
Other,census,ent_female_owner_share,S_levels,25,,,,,,,,,"",All observations are fixed-effects singletons. The estimation cannot be done.
Other,census,ent_has_nonagro,S0_baseline,25,-0.00672586944409834,"",0.0042902760572845,0.117618269926594,0.136781464837693,0.0847093949567426,950,475,-0.67pp (-5% of mean),
Other,census,ent_has_nonagro,S_levels,25,-0.00323154231476563,"",0.00257213756971178,0.209602684009948,0.136781464837693,0.0847093949567426,950,475,-0.32pp (-2% of mean),""
Other,census,ent_other,S0_baseline,25,-0.0200573716371715,***,0.00542543670372857,0.000243746676033719,0.123124646206034,0.141910145545279,950,475,-2.01pp (-16% of mean),
Other,census,ent_other,S_levels,25,-0.0117224901490745,***,0.00290426408578186,0.0000633031082273077,0.123124646206034,0.141910145545279,950,475,-1.17pp (-10% of mean),""
Other,census,ent_services,S0_baseline,25,0.00293125775538,"",0.00627386533842436,0.640559193920695,0.190268280116037,0.201420037630348,950,475,+0.29pp (+2% of mean),
Other,census,ent_services,S_levels,25,0.0058079819531375,*,0.00308701771978498,0.0605271866061928,0.190268280116037,0.201420037630348,950,475,+0.58pp (+3% of mean),""
Other,census,ent_trade,S0_baseline,25,0.00689663130287527,*,0.00404645697379533,0.0889686281291862,0.163362891323143,0.140117891286529,950,475,+0.69pp (+4% of mean),
Other,census,ent_trade,S_levels,25,0.00142012315641873,"",0.00198321546250027,0.474300105036641,0.163362891323143,0.140117891286529,950,475,+0.14pp (+1% of mean),""
Other,census,ent_transport,S0_baseline,25,-0.00167734302156763,*,0.00100305973710158,0.095139582600155,0.0117317478467633,0.0157084540554332,950,475,-0.17pp (-14% of mean),
Other,census,ent_transport,S_levels,25,-0.000607658276876397,"",0.000466246544940179,0.19310568001786,0.0117317478467633,0.0157084540554332,950,475,-0.06pp (-5% of mean),""
Other,census,fem_ag_specialization_ratio,S0_baseline,25,0.0560683795800772,***,0.0122426929985041,0.00000595786188595367,1.05372314944577,0.349960560561216,1425,475,+0.056 (mean 1.054),
Other,census,fem_ag_specialization_ratio,S_levels,25,0.0582664191783145,***,0.00622786132264849,0.000000000000000000331609281854697,1.05372314944577,0.349960560561216,1425,475,+0.058 (mean 1.054),""
Other,census,fem_employment_rate,S0_baseline,25,0.00190151534837751,"",0.00471732483115662,0.687062383484359,0.63438368457102,0.180763873920189,1425,475,+0.19pp (+0% of mean),
Other,census,fem_employment_rate,S_levels,25,0.00441123245439279,*,0.00252497047094409,0.0812774964958527,0.63438368457102,0.180763873920189,1425,475,+0.44pp (+1% of mean),""
Other,census,fem_ownership_both,S0_baseline,25,-0.000588274126251772,"",0.00152471335102365,0.699798606601773,0.0849994493187456,0.0481644897228769,1425,475,-0.06pp (-1% of mean),
Other,census,fem_ownership_both,S_levels,25,-0.000732742017051946,"",0.000746548252982786,0.326843694835826,0.0849994493187456,0.0481644897228769,1425,475,-0.07pp (-1% of mean),""
Other,census,fem_ownership_house,S0_baseline,25,-0.000821510345881771,"",0.00179467178025018,0.647342080871078,0.0933268639955492,0.0530093584035383,1425,475,-0.08pp (-1% of mean),
Other,census,fem_ownership_house,S_levels,25,-0.000738879879932209,"",0.000900968877004127,0.412574271378582,0.0933268639955492,0.0530093584035383,1425,475,-0.07pp (-1% of mean),""
Other,census,fem_ownership_land,S0_baseline,25,-0.00114005344732845,"",0.00213223461228995,0.593125025360386,0.17123346322179,0.076578879046383,1425,475,-0.11pp (-1% of mean),
Other,census,fem_ownership_land,S_levels,25,-0.00090799872027874,"",0.00109769543330974,0.408547652495283,0.17123346322179,0.076578879046383,1425,475,-0.09pp (-1% of mean),""
Other,census,fem_ownership_livestock,S0_baseline,25,0.00170724275566932,"",0.00268866494587043,0.525749226798327,0.0832303441143439,0.046042604471995,475,475,+0.17pp (+2% of mean),1-year outcome: cross-section (no entity FE)
Other,census,fem_ownership_livestock,S_levels,25,,,,,,,,,"",All observations are fixed-effects singletons. The estimation cannot be done.
Other,census,fem_share_of_ag_workers,S0_baseline,25,0.0168030588801976,***,0.00334274424004591,0.000000708578818511586,0.535019576720986,0.110920731678969,1425,475,+1.68pp (+3% of mean),
Other,census,fem_share_of_ag_workers,S_levels,25,0.0216067083662745,***,0.0017725498029235,0.00000000000000000000000000000639957575702912,0.535019576720986,0.110920731678969,1425,475,+2.16pp (+4% of mean),""
Other,census,fem_wage_share_of_employment,S0_baseline,25,-0.0017000864789554,"",0.00259832443374596,0.513235182239638,0.14470560609542,0.120049939463812,1425,475,-0.17pp (-1% of mean),
Other,census,fem_wage_share_of_employment,S_levels,25,-0.00161090293992865,"",0.00123422596342209,0.192460392185012,0.14470560609542,0.120049939463812,1425,475,-0.16pp (-1% of mean),""
Other,census,fert_birth_dau_mean,S0_baseline,25,0.01801653421574,**,0.00784381334702179,0.0220590055591294,1.16964823724465,0.239986440185287,1425,475,+0.018 (mean 1.170),
Other,census,fert_birth_dau_mean,S_levels,25,0.0155256636267458,***,0.00394950694227753,0.0000971899838455062,1.16964823724465,0.239986440185287,1425,475,+0.016 (mean 1.170),""
Other,census,fert_birth_mean,S0_baseline,25,0.038910282986722,**,0.0152279546213599,0.0109242482057775,2.43736970365253,0.478893907254102,1425,475,+0.039 (mean 2.437),
Other,census,fert_birth_mean,S_levels,25,0.0302230715251191,***,0.00771081600932616,0.000101779655690703,2.43736970365253,0.478893907254102,1425,475,+0.030 (mean 2.437),""
Other,census,fert_birth_son_mean,S0_baseline,25,0.0208937487709819,***,0.00782977394620563,0.00788024830789763,1.26772146640788,0.244494655585949,1425,475,+0.021 (mean 1.268),
Other,census,fert_birth_son_mean,S_levels,25,0.0146974078983734,***,0.00396936670353214,0.000238398074014386,1.26772146640788,0.244494655585949,1425,475,+0.015 (mean 1.268),""
Other,census,fert_births_last12m_rate,S0_baseline,25,0.00298298484263567,***,0.0011161135987395,0.00778480107496651,0.0758778623968389,0.0255344079571442,1425,475,+0.30pp (+4% of mean),
Other,census,fert_births_last12m_rate,S_levels,25,0.00352416866126648,***,0.000568545702689703,0.00000000123986803522784,0.0758778623968389,0.0255344079571442,1425,475,+0.35pp (+5% of mean),""
Other,census,fert_births_last12m_share,S0_baseline,25,0.00299388318570252,***,0.00109716344460966,0.00659381447224411,0.0756524287779237,0.0255806772962052,1425,475,+0.30pp (+4% of mean),
Other,census,fert_births_last12m_share,S_levels,25,0.00353049916520535,***,0.000564176492291268,0.000000000874318917862276,0.0756524287779237,0.0255806772962052,1425,475,+0.35pp (+5% of mean),""
Other,census,flfp_agri,S0_baseline,25,0.00599392436731671,"",0.00525982018943487,0.255041733632178,0.478198729950758,0.212095739876271,1425,475,+0.60pp (+1% of mean),
Other,census,flfp_agri,S_levels,25,0.00859838503149515,***,0.00279918034956455,0.00225047257919695,0.478198729950758,0.212095739876271,1425,475,+0.86pp (+2% of mean),""
Other,census,flfp_all,S0_baseline,25,0.00387605160563424,"",0.00465848292451496,0.405804441761682,0.64761129759457,0.180692734418086,1425,475,+0.39pp (+1% of mean),
Other,census,flfp_all,S_levels,25,0.00672680598168071,***,0.00250318299549822,0.0074564652500231,0.64761129759457,0.180692734418086,1425,475,+0.67pp (+1% of mean),""
Other,census,flfp_chores_only,S0_baseline,25,-0.015233030046045,***,0.00397849171235679,0.000146028494419484,0.216528202447978,0.166525826620878,1425,475,-1.52pp (-7% of mean),
Other,census,flfp_chores_only,S_levels,25,-0.0134439114670628,***,0.00206985036354808,0.000000000210002285702853,0.216528202447978,0.166525826620878,1425,475,-1.34pp (-6% of mean),""
Other,census,flfp_nonagri,S0_baseline,25,-0.00409240901893918,"",0.00290672773468201,0.1598134160947,0.156184954620262,0.0837321178357676,1425,475,-0.41pp (-3% of mean),
Other,census,flfp_nonagri,S_levels,25,-0.00418715257710238,***,0.0016054834980056,0.00939381284797572,0.156184954620262,0.0837321178357676,1425,475,-0.42pp (-3% of mean),""
Other,census,flfp_wage,S0_baseline,25,0.000711109694801255,"",0.00143873599275015,0.621351526028492,0.0794165180315998,0.0584883272743812,1425,475,+0.07pp (+1% of mean),
Other,census,flfp_wage,S_levels,25,0.0000926377529288773,"",0.000762149673060121,0.903308524508579,0.0794165180315998,0.0584883272743812,1425,475,+0.01pp (+0% of mean),""
Other,census,gap_lfp_m_minus_f,S0_baseline,25,-0.017547465860736,***,0.00440705676445163,0.0000791714176687122,0.147279162760839,0.154712906276199,1425,475,-1.75pp (-12% of mean),
Other,census,gap_lfp_m_minus_f,S_levels,25,-0.0197722139552254,***,0.00225208788036152,0.0000000000000000300034987501826,0.147279162760839,0.154712906276199,1425,475,-1.98pp (-13% of mean),""
Other,census,gap_nonagri_m_minus_f,S0_baseline,25,0.00279681291673681,"",0.0040144491264673,0.486340456373966,0.152730879684895,0.101336712404407,1425,475,+0.28pp (+2% of mean),
Other,census,gap_nonagri_m_minus_f,S_levels,25,0.00303944085149698,"",0.00198894104023115,0.127137248210144,0.152730879684895,0.101336712404407,1425,475,+0.30pp (+2% of mean),""
Other,census,head_age_mean,S0_baseline,25,0.00399978245514989,"",0.0697514354758391,0.954295836669588,46.5471730838274,2.67683453688711,1425,475,+0.004 (mean 46.547),
Other,census,head_age_mean,S_levels,25,-0.0750138476080133,**,0.036342262523156,0.0395524079910871,46.5471730838274,2.67683453688711,1425,475,-0.075 (mean 46.547),""
Other,census,head_elderly_share,S0_baseline,25,-0.000742253807670863,"",0.00150203926985902,0.621419252652382,0.223163314835673,0.0565909854348253,1425,475,-0.07pp (-0% of mean),
Other,census,head_elderly_share,S_levels,25,-0.00147278299617574,*,0.00079441258399703,0.0643706120932056,0.223163314835673,0.0565909854348253,1425,475,-0.15pp (-1% of mean),""
Other,census,head_female_elderly,S0_baseline,25,0.000468850795780639,"",0.000730273948611789,0.521170283030152,0.0511555808352856,0.0250739344068016,1425,475,+0.05pp (+1% of mean),
Other,census,head_female_elderly,S_levels,25,-0.000255667759249679,"",0.000353506354318766,0.469892959019348,0.0511555808352856,0.0250739344068016,1425,475,-0.03pp (-0% of mean),""
Other,census,head_female_share,S0_baseline,25,0.00478890058415356,*,0.00279491203664325,0.0872863537235454,0.25521862021644,0.109959956971718,1425,475,+0.48pp (+2% of mean),
Other,census,head_female_share,S_levels,25,0.0121171451696327,***,0.00142486024433947,0.00000000000000024082801249255,0.25521862021644,0.109959956971718,1425,475,+1.21pp (+5% of mean),""
Other,census,head_young_share,S0_baseline,25,0.00000849356719158922,"",0.00120692281537146,0.994387995110437,0.129001404371299,0.038288048265087,1425,475,+0.00pp (+0% of mean),
Other,census,head_young_share,S_levels,25,0.00111084169759488,*,0.000613670362111762,0.0709040798443512,0.129001404371299,0.038288048265087,1425,475,+0.11pp (+1% of mean),""
Other,census,hh_death_12m,S0_baseline,25,-0.000486857940890749,"",0.0005959116040755,0.414340628059284,0.029863706879598,0.00894678272972471,950,475,-0.05pp (-2% of mean),
Other,census,hh_death_12m,S_levels,25,-0.00025152599425842,"",0.000289852474192013,0.385958019043925,0.029863706879598,0.00894678272972471,950,475,-0.03pp (-1% of mean),""
Other,census,left_father_only,S0_baseline,25,-0.000296038833286894,"",0.000356049702434788,0.406136035319611,0.0108460990121728,0.00713889665478348,1425,475,-0.03pp (-3% of mean),
Other,census,left_father_only,S_levels,25,-0.000733356998688742,***,0.000179888333489038,0.0000535567502032569,0.0108460990121728,0.00713889665478348,1425,475,-0.07pp (-7% of mean),""
Other,census,left_mother_only,S0_baseline,25,-0.0064385213478845,**,0.00287302476054569,0.0254866551960262,0.123721706043343,0.0895857557667542,1425,475,-0.64pp (-5% of mean),
Other,census,left_mother_only,S_levels,25,0.00351845656135566,**,0.00146682017518326,0.0168389668692021,0.123721706043343,0.0895857557667542,1425,475,+0.35pp (+3% of mean),""
Other,census,left_not_with_both,S0_baseline,25,-0.00683452278409351,"",0.00471551591808487,0.14789581694154,0.17451784650654,0.0962958595079654,1425,475,-0.68pp (-4% of mean),
Other,census,left_not_with_both,S_levels,25,-0.00129112838809001,"",0.0019786847425965,0.514383065001541,0.17451784650654,0.0962958595079654,1425,475,-0.13pp (-1% of mean),""
Other,census,left_with_relatives,S0_baseline,25,-0.00208114483375651,***,0.000622048535131072,0.000886160161579511,0.0139173288897026,0.0138107561269953,1425,475,-0.21pp (-15% of mean),
Other,census,left_with_relatives,S_levels,25,-0.00209043823470821,***,0.000337548419050758,0.00000000128105957006485,0.0139173288897026,0.0138107561269953,1425,475,-0.21pp (-15% of mean),""
Other,census,left_without_parents,S0_baseline,25,0.0000820493571456893,"",0.00379940013344501,0.982779834299538,0.0322565989714356,0.0335276272490401,1425,475,+0.01pp (+0% of mean),
Other,census,left_without_parents,S_levels,25,-0.00352264541992132,**,0.00144958384000769,0.0154645269295344,0.0322565989714356,0.0335276272490401,1425,475,-0.35pp (-11% of mean),""
Other,census,mar_ever_married_15_60,S0_baseline,25,-0.00986282177975112,***,0.00158270723496755,0.00000000102062484703525,0.741077534950201,0.0460687283507411,1425,475,-0.99pp (-1% of mean),
Other,census,mar_ever_married_15_60,S_levels,25,-0.00767766670130931,***,0.0008613747637842,0.0000000000000000107299270210373,0.741077534950201,0.0460687283507411,1425,475,-0.77pp (-1% of mean),""
Other,census,mar_female_age_first_mean,S0_baseline,25,0.141587509617699,**,0.0551626704227471,0.0105722697869345,18.0695696724214,0.919244041554594,1425,475,+0.142 (mean 18.070),
Other,census,mar_female_age_first_mean,S_levels,25,0.123967389690124,***,0.0214577928656729,0.0000000137646150716053,18.0695696724214,0.919244041554594,1425,475,+0.124 (mean 18.070),""
Other,census,mar_female_married_by_18,S0_baseline,25,-0.0333938854463449,***,0.0049807895135499,0.0000000000576015695223074,0.408521862470826,0.11056942631829,1425,475,-3.34pp (-8% of mean),
Other,census,mar_female_married_by_18,S_levels,25,-0.0273179704612756,***,0.00257145552043937,0.00000000000000000000000860819410844057,0.408521862470826,0.11056942631829,1425,475,-2.73pp (-7% of mean),""
Other,census,mar_female_married_by_20,S0_baseline,25,-0.023318188605452,***,0.00372588133945577,0.00000000087099349649438,0.71775411693138,0.093226219591429,1425,475,-2.33pp (-3% of mean),
Other,census,mar_female_married_by_20,S_levels,25,-0.0135749145073659,***,0.00210715380484129,0.000000000289511731413223,0.71775411693138,0.093226219591429,1425,475,-1.36pp (-2% of mean),""
Other,census,mar_never_married_15_60,S0_baseline,25,0.0101341254138844,***,0.0015845922018433,0.000000000384317869252488,0.257536123800287,0.0468631038437204,1425,475,+1.01pp (+4% of mean),
Other,census,mar_never_married_15_60,S_levels,25,0.00779905521059681,***,0.000865586423700058,0.00000000000000000506174696886427,0.257536123800287,0.0468631038437204,1425,475,+0.78pp (+3% of mean),""
Other,census,mig_in_domestic,S0_baseline,25,-0.0152831326429208,***,0.00467522600565874,0.00115792064558548,0.0978778132951373,0.131605021352087,1425,475,-1.53pp (-16% of mean),
Other,census,mig_in_domestic,S_levels,25,-0.00529616826099456,**,0.0023831643492797,0.0267324840406407,0.0978778132951373,0.131605021352087,1425,475,-0.53pp (-5% of mean),""
Other,census,mig_in_from_rural,S0_baseline,25,-0.00998536007677661,***,0.00384241404687,0.00964870524044137,0.0816475945262721,0.106663769082033,1425,475,-1.00pp (-12% of mean),
Other,census,mig_in_from_rural,S_levels,25,-0.00288131869835822,"",0.00196366263007297,0.142952588832448,0.0816475945262721,0.106663769082033,1425,475,-0.29pp (-4% of mean),""
Other,census,mig_in_from_urban,S0_baseline,25,-0.00653648290762351,***,0.00198640276141085,0.00107423143794296,0.0155895154448729,0.0361004281655081,1425,475,-0.65pp (-42% of mean),
Other,census,mig_in_from_urban,S_levels,25,-0.00200927973579291,**,0.000980862815532191,0.0410630509212594,0.0155895154448729,0.0361004281655081,1425,475,-0.20pp (-13% of mean),""
Other,census,mig_in_international,S0_baseline,25,0.00136969700786098,"",0.00105734825992701,0.195810167252063,0.010983434605418,0.0181659354234004,1425,475,+0.14pp (+12% of mean),
Other,census,mig_in_international,S_levels,25,0.00162301114195794,***,0.000591326738269738,0.00628667164904347,0.010983434605418,0.0181659354234004,1425,475,+0.16pp (+15% of mean),""
Other,census,mig_in_reason_economic,S0_baseline,25,-0.00532759562236226,***,0.00197274155214209,0.00716909850497902,0.0273916059832768,0.0481081277015337,1425,475,-0.53pp (-19% of mean),
Other,census,mig_in_reason_economic,S_levels,25,-0.00405613427702293,***,0.00106618825771727,0.000160794589005963,0.0273916059832768,0.0481081277015337,1425,475,-0.41pp (-15% of mean),""
Other,census,mig_in_reason_marriage,S0_baseline,25,-0.000886388733884794,"",0.00219236296751152,0.686168994143966,0.0471488163483077,0.063917333362434,1425,475,-0.09pp (-2% of mean),
Other,census,mig_in_reason_marriage,S_levels,25,0.00242336670684075,**,0.00115002526153713,0.035622428894805,0.0471488163483077,0.063917333362434,1425,475,+0.24pp (+5% of mean),""
Other,census,mig_in_reason_noneconomic,S0_baseline,25,-0.00885120656239636,**,0.00346937403444475,0.0110470361346153,0.0780741114704437,0.101547105351318,1425,475,-0.89pp (-11% of mean),
Other,census,mig_in_reason_noneconomic,S_levels,25,0.000634362372901702,"",0.001790877106077,0.723332421242921,0.0780741114704437,0.101547105351318,1425,475,+0.06pp (+1% of mean),""
