dataset,outcome,sample,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_muni,sd_y
nec_cs,share_size_51plus_workers,sender,100,0.000904044746464031,"",0.00151207862162259,0.0904044746464031,59.7882103176561,0.000957031432410985,0.353886400937082,122,127,0.00436629905367299
nec_cs,share_social_services,full,0,0.000695627398816715,"",0.10111357102521,0.0695627398816715,0.687966404275523,0.00298958858898392,0.816641135005064,714,714,0.0565471012852258
nec_cs,share_social_services,full,25,0.00476569910773036,**,0.0939456812863158,0.476569910773036,5.072824043083,0.00230562708907126,0.0432878214182536,469,475,0.0542472049306064
nec_cs,share_social_services,full,50,0.00394473494793719,"",0.0942391769950125,0.394473494793719,4.18587584667251,0.00281822333537684,0.167111510906347,399,401,0.0545169304389541
nec_cs,share_social_services,full,100,0.0027465471406783,"",0.0931619841980831,0.27465471406783,2.9481415239488,0.00230645335623573,0.239707811157608,305,313,0.0544687953739064
nec_cs,share_social_services,receiver,0,0.00118251242874554,"",0.0925970611684397,0.118251242874554,1.27705179173503,0.00306032510804199,0.700388770299834,559,564,0.0535104275437752
nec_cs,share_social_services,receiver,25,0.00457553596896481,"",0.0791833699142012,0.457553596896481,5.77840520543974,0.00345414307410465,0.191192001886604,327,338,0.0467752054131236
nec_cs,share_social_services,receiver,50,0.000411810665681386,"",0.0765525530223881,0.0411810665681386,0.537945044838611,0.00313560476833775,0.896038348308455,262,268,0.0453429920687892
nec_cs,share_social_services,receiver,100,0.00123144238475964,"",0.0678588162956989,0.123144238475964,1.814712445607,0.00255276836140836,0.632222021207463,174,186,0.037403827691058
nec_cs,share_social_services,sender,0,0.0179676243519373,*,0.133135648086667,1.79676243519373,13.4957275606913,0.0103715690090138,0.0942074685911312,137,150,0.05634721548486
nec_cs,share_social_services,sender,25,0.000611707983691547,"",0.130366566277372,0.0611707983691547,0.46922151987194,0.00274302817783847,0.825274646156255,131,137,0.0543783101283312
nec_cs,share_social_services,sender,50,0.00363131345640685,"",0.129878389210526,0.363131345640685,2.79593354866811,0.00406937084596901,0.380713192082825,127,133,0.0541549751590707
nec_cs,share_social_services,sender,100,0.00516931188263305,"",0.130220167110236,0.516931188263305,3.9696707486614,0.00327931608020757,0.127519142104505,122,127,0.0544333535085692
nec_cs,share_tax_registered,full,0,-0.00842614672684005,"",0.586593684309119,-0.842614672684005,-1.43645370760584,0.0116522060747698,0.47184466206028,714,714,0.221078117094084
nec_cs,share_tax_registered,full,25,-0.0382598737508867,***,0.600819288911529,-3.82598737508867,-6.36795030668872,0.0109111162199184,0.000892558736015796,469,475,0.222743530151907
nec_cs,share_tax_registered,full,50,-0.0323344083941363,***,0.603791306176309,-3.23344083941363,-5.35522920972541,0.0115835495390756,0.0071643872442026,399,401,0.220642101998671
nec_cs,share_tax_registered,full,100,-0.0187938087684019,"",0.609472030423886,-1.87938087684019,-3.08362120495191,0.0117499475976018,0.116415537091592,305,313,0.218990309222805
nec_cs,share_tax_registered,receiver,0,-0.00446189505441503,"",0.617529413943331,-0.446189505441503,-0.722539680486296,0.0107401729360631,0.679109094882296,559,564,0.206622073293792
nec_cs,share_tax_registered,receiver,25,-0.0350900833154063,***,0.649924905790325,-3.50900833154063,-5.39909811160965,0.0114794085922143,0.00355644118326779,327,338,0.19785764356166
nec_cs,share_tax_registered,receiver,50,-0.023568731501903,*,0.661329849373235,-2.3568731501903,-3.56383906219263,0.0124554365189224,0.0642557374371134,262,268,0.189784258913926
nec_cs,share_tax_registered,receiver,100,-0.017918188909599,*,0.692908178593617,-1.7918188909599,-2.58593987820539,0.0100888790074141,0.0835301755050487,174,186,0.163538359418747
nec_cs,share_tax_registered,sender,0,-0.135745359232436,*,0.470275340884484,-13.5745359232436,-28.8650812473239,0.0743391920504562,0.0785285266180806,137,150,0.235206943931774
nec_cs,share_tax_registered,sender,25,-0.0235038679888355,"",0.479668204933185,-2.35038679888355,-4.90002625713112,0.0191983010363358,0.231829075026143,131,137,0.234814256367806
nec_cs,share_tax_registered,sender,50,-0.02827652020118,"",0.487848978531375,-2.827652020118,-5.79616263342477,0.0210608269396807,0.191462424292866,127,133,0.233244885769982
nec_cs,share_tax_registered,sender,100,-0.0288019205938216,"",0.487274207120187,-2.88019205938216,-5.91082396173651,0.0205556016024672,0.173454930447283,122,127,0.232711102999356
nec_cs,share_trade_retail,full,0,0.00798134903471609,"",0.510040999802521,0.798134903471609,1.56484459833745,0.00574920389843563,0.169169908950733,714,714,0.117779556835974
nec_cs,share_trade_retail,full,25,-0.00382668887576711,"",0.503349763726316,-0.382668887576711,-0.760244496279882,0.00582964327741047,0.514195919181812,469,475,0.113119532926865
nec_cs,share_trade_retail,full,50,-0.00179390349432853,"",0.503390794822943,-0.179390349432853,-0.356363984557863,0.00547147861554997,0.744236803741335,399,401,0.109024749992327
nec_cs,share_trade_retail,full,100,0.00154519772272594,"",0.504820996325879,0.154519772272594,0.306088243946269,0.00493394368371717,0.755531765413292,305,313,0.107083747430388
nec_cs,share_trade_retail,receiver,0,0.00573434867716116,"",0.522686722322695,0.573434867716116,1.09709094037803,0.00593690186289691,0.337476282023776,559,564,0.112203535318907
nec_cs,share_trade_retail,receiver,25,-0.00499155023975348,"",0.518382807822485,-0.499155023975348,-0.962908137467164,0.00587725036920675,0.399683444267783,327,338,0.107092718480917
nec_cs,share_trade_retail,receiver,50,0.000779173693615367,"",0.521519706776119,0.0779173693615367,0.149404458449325,0.00711224792054457,0.913201782989685,262,268,0.0978879252904208
