outcome_group,dataset,outcome,spec,threshold,treatment_type,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Education,hh,edu_spend_other_12m,S_fx_alone,25,fx_alone,-1236.48459559703,"",894.149898212318,0.168330668301394,811.565092506547,2849.86234634777,11561,191,"-1,236 Rs (-152% of mean)",
Education,hh,edu_spend_per_enrolled,S0_baseline,25,log_int,540.878888698421,"",1734.95222471093,0.75556905293423,13925.063757808,24636.2301309024,7228,191,541 Rs (+4% of mean),
Education,hh,edu_spend_per_enrolled,S_fx_alone,25,fx_alone,-3086.01596615543,"",5519.36322249354,0.576734603699931,13925.063757808,24636.2301309024,7228,191,"-3,086 Rs (-22% of mean)",
Education,hh,edu_spend_total_12m,S0_baseline,25,log_int,-1480.33455235633,"",2511.40794822813,0.556263651476169,16431.7286474614,50800.2290431979,11561,191,"-1,480 Rs (-9% of mean)",
Education,hh,edu_spend_total_12m,S_fx_alone,25,fx_alone,-11761.7740869802,"",7520.52855116886,0.119491977636936,16431.7286474614,50800.2290431979,11561,191,"-11,762 Rs (-72% of mean)",
Education,hh,edu_spend_transport_12m,S0_baseline,25,log_int,178.65415660528,"",146.203858328077,0.223239464594795,522.170397904875,2527.06135669125,11561,191,179 Rs (+34% of mean),
Education,hh,edu_spend_transport_12m,S_fx_alone,25,fx_alone,-258.039008645982,"",612.99738486335,0.674270026379294,522.170397904875,2527.06135669125,11561,191,-258 Rs (-49% of mean),
Education,hh,edu_spend_tuition_12m,S0_baseline,25,log_int,-2346.62733148251,"",2337.50615868027,0.316702608117404,7927.21973473008,45600.1621476223,11561,191,"-2,347 Rs (-30% of mean)",
Education,hh,edu_spend_tuition_12m,S_fx_alone,25,fx_alone,-7603.36322896767,"",5640.60616101361,0.179273215285088,7927.21973473008,45600.1621476223,11561,191,"-7,603 Rs (-96% of mean)",
Education,hh,edu_spend_uniforms_12m,S0_baseline,25,log_int,623.678676733019,"",385.764432436701,0.107594690274616,3330.05170228943,5359.55316238229,11561,191,624 Rs (+19% of mean),
Education,hh,edu_spend_uniforms_12m,S_fx_alone,25,fx_alone,-1563.49694633652,"",1505.43905175816,0.300326760154278,3330.05170228943,5359.55316238229,11561,191,"-1,563 Rs (-47% of mean)",
Family structure,census,left_father_only,S0_baseline,25,log_int,-0.000296038833286894,"",0.000356049702434788,0.406136035319611,0.0108460990121728,0.00713889665478348,1425,475,-0.03pp (-3% of mean),
Family structure,census,left_father_only,S_fx_alone,25,fx_alone,-0.00504203817310326,*,0.00272688330920745,0.0650786337672735,0.0108460990121728,0.00713889665478348,1425,475,-0.50pp (-46% of mean),
Family structure,census,left_mother_only,S0_baseline,25,log_int,-0.0064385213478845,**,0.00287302476054569,0.0254866551960262,0.123721706043343,0.0895857557667542,1425,475,-0.64pp (-5% of mean),
Family structure,census,left_mother_only,S_fx_alone,25,fx_alone,0.0224953863312168,"",0.0188427972679148,0.233135590787847,0.123721706043343,0.0895857557667542,1425,475,+2.25pp (+18% of mean),
Family structure,census,left_not_with_both,S0_baseline,25,log_int,-0.00683452278409351,"",0.00471551591808487,0.14789581694154,0.17451784650654,0.0962958595079654,1425,475,-0.68pp (-4% of mean),
Family structure,census,left_not_with_both,S_fx_alone,25,fx_alone,0.0398607514385457,"",0.0256359476242648,0.120642711280749,0.17451784650654,0.0962958595079654,1425,475,+3.99pp (+23% of mean),
Family structure,census,left_with_relatives,S0_baseline,25,log_int,-0.00208114483375651,***,0.000622048535131072,0.000886160161579511,0.0139173288897026,0.0138107561269953,1425,475,-0.21pp (-15% of mean),
Family structure,census,left_with_relatives,S_fx_alone,25,fx_alone,-0.0102903153091624,**,0.00486784084046525,0.0350422323875192,0.0139173288897026,0.0138107561269953,1425,475,-1.03pp (-74% of mean),
Family structure,census,left_without_parents,S0_baseline,25,log_int,0.0000820493571456893,"",0.00379940013344501,0.982779834299538,0.0322565989714356,0.0335276272490401,1425,475,+0.01pp (+0% of mean),
Family structure,census,left_without_parents,S_fx_alone,25,fx_alone,0.0255982655071154,"",0.020897103178186,0.221195967863459,0.0322565989714356,0.0335276272490401,1425,475,+2.56pp (+79% of mean),
Fertility,census,fert_birth_dau_mean,S0_baseline,25,log_int,0.01801653421574,**,0.00784381334702179,0.0220590055591294,1.16964823724465,0.239986440185287,1425,475,+0.018 (baseline 1.170),
Fertility,census,fert_birth_dau_mean,S_fx_alone,25,fx_alone,0.20589719843281,***,0.0614717781300248,0.00087428697419764,1.16964823724465,0.239986440185287,1425,475,+0.206 (baseline 1.170),
Fertility,census,fert_birth_mean,S0_baseline,25,log_int,0.038910282986722,**,0.0152279546213599,0.0109242482057775,2.43736970365253,0.478893907254102,1425,475,+0.039 (baseline 2.437),
Fertility,census,fert_birth_mean,S_fx_alone,25,fx_alone,0.349511958001144,***,0.128501787252131,0.00677004174295179,2.43736970365253,0.478893907254102,1425,475,+0.350 (baseline 2.437),
Fertility,census,fert_birth_son_mean,S0_baseline,25,log_int,0.0208937487709819,***,0.00782977394620563,0.00788024830789763,1.26772146640788,0.244494655585949,1425,475,+0.021 (baseline 1.268),
Fertility,census,fert_birth_son_mean,S_fx_alone,25,fx_alone,0.143614759568333,**,0.070548432794605,0.0423370668853085,1.26772146640788,0.244494655585949,1425,475,+0.144 (baseline 1.268),
Fertility,census,fert_births_last12m_rate,S0_baseline,25,log_int,0.00298298484263567,***,0.0011161135987395,0.00778480107496651,0.0758778623968389,0.0255344079571442,1425,475,+0.30pp (+4% of mean),
Fertility,census,fert_births_last12m_rate,S_fx_alone,25,fx_alone,0.0360246310692563,***,0.0123919433001187,0.0038189399481371,0.0758778623968389,0.0255344079571442,1425,475,+3.60pp (+47% of mean),
Fertility,census,fert_births_last12m_share,S0_baseline,25,log_int,0.00299388318570252,***,0.00109716344460966,0.00659381447224411,0.0756524287779237,0.0255806772962052,1425,475,+0.30pp (+4% of mean),
Fertility,census,fert_births_last12m_share,S_fx_alone,25,fx_alone,0.0360920822212596,***,0.0125112999274343,0.00409559030346309,0.0756524287779237,0.0255806772962052,1425,475,+3.61pp (+48% of mean),
Firm composition (NEC 2018),nec_cs,industry_diversity,S0_baseline,25,log_int,0.0129826371367661,**,0.00494963193032536,0.0111632946577376,0.671046510656842,0.0863712364641289,469,475,+1.30pp (+2% of mean),""
Firm composition (NEC 2018),nec_cs,industry_diversity,S_fx_alone,25,fx_alone,0.00611551309363897,"",0.00507180274204354,0.232881215208819,0.671046510656842,0.0863712364641289,469,475,+0.61pp (+1% of mean),""
Firm composition (NEC 2018),nec_cs,industry_hhi,S0_baseline,25,log_int,-0.0129826371367661,**,0.00494963193032536,0.0111632946577376,0.328953489343158,0.0863712364641289,469,475,-1.30pp (-4% of mean),""
Firm composition (NEC 2018),nec_cs,industry_hhi,S_fx_alone,25,fx_alone,-0.00611551309363897,"",0.00507180274204354,0.232881215208818,0.328953489343158,0.0863712364641289,469,475,-0.61pp (-2% of mean),""
Firm composition (NEC 2018),nec_cs,n_industries_present,S0_baseline,25,log_int,0.0455329619498514,"",0.0596227837643942,0.448205226028691,9.15578947368421,0.932841468058916,469,475,+0.046 index pts (baseline 9.156),""
Firm composition (NEC 2018),nec_cs,n_industries_present,S_fx_alone,25,fx_alone,0.0308327265953115,"",0.097326001783113,0.752553930922646,9.15578947368421,0.932841468058916,469,475,+0.031 index pts (baseline 9.156),""
Firm composition (NEC 2018),nec_cs,share_modern_proxy,S0_baseline,25,log_int,0.00237319177106769,"",0.00289589730883094,0.415913950693769,0.140401329357895,0.0414019991176183,469,475,+0.24pp (+2% of mean),""
Firm composition (NEC 2018),nec_cs,share_modern_proxy,S_fx_alone,25,fx_alone,0.00475292963977351,"",0.00335748365006232,0.162327031290195,0.140401329357895,0.0414019991176183,469,475,+0.48pp (+3% of mean),""
Firm composition (NEC 2018),nec_cs,share_services_total,S0_baseline,25,log_int,-0.00508239358801747,"",0.00529205483636843,0.340919385356037,0.331624400008421,0.09888851838389,469,475,-0.51pp (-2% of mean),""
Firm composition (NEC 2018),nec_cs,share_services_total,S_fx_alone,25,fx_alone,-0.0101901877986197,*,0.00565377597915038,0.076775491695795,0.331624400008421,0.09888851838389,469,475,-1.02pp (-3% of mean),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_agriculture,S0_baseline,25,log_int,0.000501015149010516,"",0.0223604528193573,0.982133279134538,0.614020303256083,0.744660514679136,8550,475,+0.1% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_agriculture,S_fx_alone,25,fx_alone,0.131799412504474,"",0.14448837008015,0.362137620750418,0.614020303256083,0.744660514679136,8550,475,+13.2% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_construction,S0_baseline,25,log_int,-0.0109260727091252,"",0.00737017823805876,0.138879636137637,0.0616186799390616,0.24616206041385,8550,475,-1.1% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_construction,S_fx_alone,25,fx_alone,-0.0161588709151456,"",0.0495835882227548,0.744650253520062,0.0616186799390616,0.24616206041385,8550,475,-1.6% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_education_health_social,S0_baseline,25,log_int,-0.00645511679491846,"",0.01631346243949,0.692509829876936,1.00560016761969,0.794751059986832,8550,475,-0.6% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_education_health_social,S_fx_alone,25,fx_alone,0.0764007825752155,"",0.134713633551556,0.570891113447858,1.00560016761969,0.794751059986832,8550,475,+7.6% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_finance_prof_realestate,S0_baseline,25,log_int,0.0221296576983962,"",0.0155395904669365,0.155080579589209,0.682672118688929,0.809107210034961,8550,475,+2.2% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_finance_prof_realestate,S_fx_alone,25,fx_alone,0.0677881705066193,"",0.132192709557836,0.608331445270727,0.682672118688929,0.809107210034961,8550,475,+6.8% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_hospitality_food,S0_baseline,25,log_int,-0.0264342191428927,"",0.0207091256589694,0.202420574700554,1.51562384795908,1.23878786278466,8550,475,-2.6% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_hospitality_food,S_fx_alone,25,fx_alone,0.0606461857418813,"",0.166373530156492,0.715633621691671,1.51562384795908,1.23878786278466,8550,475,+6.1% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_manufacturing,S0_baseline,25,log_int,-0.0200533613441801,"",0.0171925021095479,0.244038641762726,1.4977597936089,1.13388406736375,8550,475,-2.0% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_manufacturing,S_fx_alone,25,fx_alone,0.0948976239069,"",0.14000946696017,0.498232811688993,1.4977597936089,1.13388406736375,8550,475,+9.5% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_other_services,S0_baseline,25,log_int,0.0194250806230659,"",0.0217128096263122,0.371435268835773,1.09467302884575,0.997806427771417,8550,475,+1.9% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_other_services,S_fx_alone,25,fx_alone,0.0625692358331802,"",0.167001013275382,0.708078074481601,1.09467302884575,0.997806427771417,8550,475,+6.3% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_trade_retail,S0_baseline,25,log_int,-0.00406053700276762,"",0.0169291489332302,0.810546539714375,2.69487430904308,1.39521588398061,8550,475,-0.4% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_trade_retail,S_fx_alone,25,fx_alone,-0.114972980731975,"",0.119348951638395,0.335870799795025,2.69487430904308,1.39521588398061,8550,475,-11.5% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_transport_storage,S0_baseline,25,log_int,-0.0141873640177346,*,0.00781013776133108,0.0699203031276643,0.068248624639516,0.277702556203332,8550,475,-1.4% change (log outcome),""
Firm entry by industry (NEC panel),nec_panel,log_new_firms_transport_storage,S_fx_alone,25,fx_alone,-0.0496764624274318,"",0.0506215377866795,0.326930361897797,0.068248624639516,0.277702556203332,8550,475,-5.0% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_10_50_workers,S0_baseline,25,log_int,-0.00442694267148531,"",0.013378899164851,0.740873867958811,0.737922484827264,0.828999031804938,8550,475,-0.4% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_10_50_workers,S_fx_alone,25,fx_alone,-0.129714208488344,"",0.123778965084873,0.295195537981372,0.737922484827264,0.828999031804938,8550,475,-13.0% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_1_worker,S0_baseline,25,log_int,-0.00780104568207282,"",0.0218591907395056,0.721342595032514,2.39663646402434,1.33464329156603,8550,475,-0.8% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_1_worker,S_fx_alone,25,fx_alone,0.242785914150541,*,0.139653885956249,0.0827750643830378,2.39663646402434,1.33464329156603,8550,475,+24.3% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_2_9_workers,S0_baseline,25,log_int,-0.00141672131310288,"",0.0164831341380555,0.931542653416774,2.8049883535138,1.33132077913035,8550,475,-0.1% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_2_9_workers,S_fx_alone,25,fx_alone,-0.101794181427697,"",0.115207068466129,0.377373150053483,2.8049883535138,1.33132077913035,8550,475,-10.2% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_51plus_workers,S0_baseline,25,log_int,0.00959669358194793,"",0.00738629399942738,0.194487365936385,0.111487852545216,0.340000246233685,8550,475,+1.0% change (log outcome),""
Firm entry by size (NEC panel),nec_panel,log_new_firms_size_51plus_workers,S_fx_alone,25,fx_alone,0.0660078949750517,"",0.062346499018472,0.290263546870968,0.111487852545216,0.340000246233685,8550,475,+6.6% change (log outcome),""
Firm entry — all (NEC panel),nec_panel,log_new_firms,S0_baseline,25,log_int,-0.00720499649679807,"",0.0158552085242219,0.64973128730943,3.35121840141153,1.32719732323975,8550,475,-0.7% change (log outcome),""
Firm entry — all (NEC panel),nec_panel,log_new_firms,S_fx_alone,25,fx_alone,0.00824774218216791,"",0.108019776288377,0.939169680437714,3.35121840141153,1.32719732323975,8550,475,+0.8% change (log outcome),""
Firm industry mix (NEC 2018),nec_cs,share_agriculture,S0_baseline,25,log_int,0.00556074217557073,***,0.00198985082417343,0.00706785664165072,0.0437123182547368,0.0439995786135909,469,475,+0.56pp (+13% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_agriculture,S_fx_alone,25,fx_alone,0.002769206520534,"",0.00268766920243824,0.307203835418807,0.0437123182547368,0.0439995786135909,469,475,+0.28pp (+6% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_construction,S0_baseline,25,log_int,0.0000434429734546206,"",0.000322456079418101,0.893303726799218,0.00178339976842105,0.00664647039627488,469,475,+0.00pp (+2% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_construction,S_fx_alone,25,fx_alone,-0.000043109165005665,"",0.000203542928334362,0.833023264647972,0.00178339976842105,0.00664647039627488,469,475,-0.00pp (-2% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_finance_prof_info,S0_baseline,25,log_int,-0.0000338278804480768,"",0.00135696551658476,0.980198615145226,0.0278116210463158,0.0178393275016391,469,475,-0.00pp (-0% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_finance_prof_info,S_fx_alone,25,fx_alone,0.00211865621822273,"",0.0016176704987135,0.195553117886888,0.0278116210463158,0.0178393275016391,469,475,+0.21pp (+8% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_hospitality,S0_baseline,25,log_int,-0.0114178578108467,"",0.00766418057247062,0.141797918848545,0.135638878905263,0.0877844743361231,469,475,-1.14pp (-8% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_hospitality,S_fx_alone,25,fx_alone,-0.00647486050702332,"",0.00565999059370458,0.257417490919638,0.135638878905263,0.0877844743361231,469,475,-0.65pp (-5% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_manufacturing,S0_baseline,25,log_int,0.00240701966679054,"",0.00230620000914978,0.301022844457676,0.112589708305263,0.0358639473041266,469,475,+0.24pp (+2% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_manufacturing,S_fx_alone,25,fx_alone,0.00263427334327008,"",0.00237199079664782,0.271414392833631,0.112589708305263,0.0358639473041266,469,475,+0.26pp (+2% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_other_services,S0_baseline,25,log_int,0.00137704128707232,"",0.00265991336160958,0.606670033968474,0.0691276150357895,0.0319456692243377,469,475,+0.14pp (+2% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_other_services,S_fx_alone,25,fx_alone,0.000387354137125923,"",0.00223790345792846,0.863195477329475,0.0691276150357895,0.0319456692243377,469,475,+0.04pp (+1% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_social_services,S0_baseline,25,log_int,0.00476569910773036,**,0.00230562708907126,0.0432878214182536,0.0939456812863158,0.0542472049306064,469,475,+0.48pp (+5% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_social_services,S_fx_alone,25,fx_alone,-0.00622835142811296,"",0.00394055570539057,0.119508573063757,0.0939456812863158,0.0542472049306064,469,475,-0.62pp (-7% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_trade_retail,S0_baseline,25,log_int,-0.00382668887576711,"",0.00582964327741047,0.514195919181812,0.503349763726316,0.113119532926865,469,475,-0.38pp (-1% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_trade_retail,S_fx_alone,25,fx_alone,0.00451073137159453,"",0.00560656198409445,0.42442535963935,0.503349763726316,0.113119532926865,469,475,+0.45pp (+1% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_transport,S0_baseline,25,log_int,0.000226551614518303,"",0.000378640767535147,0.551990906520705,0.00510060386105263,0.00749148817847237,469,475,+0.02pp (+4% of mean),""
Firm industry mix (NEC 2018),nec_cs,share_transport,S_fx_alone,25,fx_alone,0.00000702294274917509,"",0.000507430797141054,0.98900580193018,0.00510060386105263,0.00749148817847237,469,475,+0.00pp (+0% of mean),""
Firm productivity (NEC 2018),census,fem_wage_share_of_employment,S0_baseline,25,log_int,-0.0017000864789554,"",0.00259832443374596,0.513235182239638,0.14470560609542,0.120049939463812,1425,475,-0.17pp (-1% of mean),
Firm productivity (NEC 2018),census,fem_wage_share_of_employment,S_fx_alone,25,fx_alone,0.0239934890968608,"",0.0187692324923213,0.201754632487052,0.14470560609542,0.120049939463812,1425,475,+2.40pp (+17% of mean),
Firm productivity (NEC 2018),nec_cs,capital_intensity_aggregate,S0_baseline,25,log_int,-4418498.39977424,"",11768387.3601034,0.708715801031068,20351670.2799153,143012521.16725,469,475,-4418498.400 (baseline 20351670.280),""
Firm productivity (NEC 2018),nec_cs,capital_intensity_aggregate,S_fx_alone,25,fx_alone,23425674.8379842,"",20692276.2489885,0.262333593528001,20351670.2799153,143012521.16725,469,475,+23425674.838 (baseline 20351670.280),""
Firm productivity (NEC 2018),nec_cs,mean_capital_per_worker,S0_baseline,25,log_int,-4393941.54253157,"",15350103.6679839,0.775725752983266,30527872.3937633,258643027.1046,469,475,-4393941.543 (baseline 30527872.394),""
Firm productivity (NEC 2018),nec_cs,mean_capital_per_worker,S_fx_alone,25,fx_alone,37101863.3442835,"",27795565.0732928,0.187245059481467,30527872.3937633,258643027.1046,469,475,+37101863.344 (baseline 30527872.394),""
Firm productivity (NEC 2018),nec_cs,mean_profit_margin,S0_baseline,25,log_int,-1.93839659019696,"",1.4970995340869,0.200620671241833,-6.1859062277962,40.6014921284906,469,475,-1.938 (baseline -6.186),""
Firm productivity (NEC 2018),nec_cs,mean_profit_margin,S_fx_alone,25,fx_alone,-6.05791975281149,"",6.3692160093592,0.345556737637878,-6.1859062277962,40.6014921284906,469,475,-6.058 (baseline -6.186),""
Firm productivity (NEC 2018),nec_cs,mean_profit_per_worker,S0_baseline,25,log_int,-3066820.02574569,"",2885705.67617699,0.29237157950586,-726250.240067667,24726013.0767735,469,475,-3066820.026 (baseline -726250.240),""
Firm productivity (NEC 2018),nec_cs,mean_profit_per_worker,S_fx_alone,25,fx_alone,-4100003.18563311,"",4247824.43032799,0.338521628150828,-726250.240067667,24726013.0767735,469,475,-4100003.186 (baseline -726250.240),""
Firm productivity (NEC 2018),nec_cs,mean_rev_per_worker,S0_baseline,25,log_int,-311852.260274119,"",228926.704092108,0.178482335555193,1151676.54849557,4975593.60572108,469,475,-311852.260 (baseline 1151676.548),""
Firm productivity (NEC 2018),nec_cs,mean_rev_per_worker,S_fx_alone,25,fx_alone,122320.859206045,"",552473.338810044,0.825567667019828,1151676.54849557,4975593.60572108,469,475,+122320.859 (baseline 1151676.548),""
Firm productivity (NEC 2018),nec_cs,mean_value_added_per_worker,S0_baseline,25,log_int,-3066820.02574569,"",2885705.67617699,0.29237157950586,-726250.240067667,24726013.0767735,469,475,-3066820.026 (baseline -726250.240),""
Firm productivity (NEC 2018),nec_cs,mean_value_added_per_worker,S_fx_alone,25,fx_alone,-4100003.18563311,"",4247824.43032799,0.338521628150828,-726250.240067667,24726013.0767735,469,475,-4100003.186 (baseline -726250.240),""
Firm productivity (NEC 2018),nec_cs,median_value_added_per_worker,S0_baseline,25,log_int,-5743.72509349558,**,2185.87453313851,0.0110268312215178,62944.2354271381,33224.4836102781,469,475,-5743.725 (baseline 62944.235),""
Firm productivity (NEC 2018),nec_cs,median_value_added_per_worker,S_fx_alone,25,fx_alone,1697.08917458576,"",2607.88066539088,0.517819944857002,62944.2354271381,33224.4836102781,469,475,+1697.089 (baseline 62944.235),""
Firm productivity (NEC 2018),nec_cs,value_added_share_of_revenue,S0_baseline,25,log_int,-5.55807567331745,"",5.54946392331514,0.320793064236682,-1.87767204698924,43.4306062284348,469,475,-5.558 (baseline -1.878),""
Firm productivity (NEC 2018),nec_cs,value_added_share_of_revenue,S_fx_alone,25,fx_alone,-8.01681209580333,"",7.81758436879804,0.30946701655496,-1.87767204698924,43.4306062284348,469,475,-8.017 (baseline -1.878),""
Firm productivity (NEC 2018),nec_cs,wage_share_of_revenue,S0_baseline,25,log_int,0.125182360067367,"",0.112128333742206,0.268926460037471,0.19139663648614,0.874200891086969,469,475,+12.52pp (+65% of mean),""
Firm productivity (NEC 2018),nec_cs,wage_share_of_revenue,S_fx_alone,25,fx_alone,0.168579034351803,"",0.157917676752674,0.290241138913881,0.19139663648614,0.874200891086969,469,475,+16.86pp (+88% of mean),""
Firm scale (NEC 2018),nec_cs,log_cap_total,S0_baseline,25,log_int,-0.28934558066054,*,0.151931107372813,0.0619022611160086,21.473321415029,1.93043472950286,469,475,-28.9% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_cap_total,S_fx_alone,25,fx_alone,0.20661298244226,"",0.173681977325492,0.239133318566014,21.473321415029,1.93043472950286,469,475,+20.7% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_emp_total,S0_baseline,25,log_int,-0.141540266659441,"",0.0891056149239398,0.117715584800689,7.91875233568091,1.02206066431843,469,475,-14.2% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_emp_total,S_fx_alone,25,fx_alone,0.105032554560804,"",0.0918497204424487,0.257600176486983,7.91875233568091,1.02206066431843,469,475,+10.5% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_exp_total,S0_baseline,25,log_int,-0.148581311985836,"",0.131752245687966,0.264157578063436,20.9490418529916,1.7107656211963,469,475,-14.9% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_exp_total,S_fx_alone,25,fx_alone,0.229732127083465,"",0.187449300987235,0.225400616983249,20.9490418529916,1.7107656211963,469,475,+23.0% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_n_firms,S0_baseline,25,log_int,-0.129159339252362,*,0.0742076617537532,0.0871654053837809,6.8165054606492,0.923049465973341,469,475,-12.9% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_n_firms,S_fx_alone,25,fx_alone,0.168773603136937,*,0.084623620627806,0.0508986783316795,6.8165054606492,0.923049465973341,469,475,+16.9% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_profit_proxy_total,S0_baseline,25,log_int,-0.220915669432013,"",0.510302584945623,0.666713050705953,17.7636324671963,6.25052132866117,469,475,-22.1% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_profit_proxy_total,S_fx_alone,25,fx_alone,-0.118156429641858,"",0.704737172562748,0.867443989722098,17.7636324671963,6.25052132866117,469,475,-11.8% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_rev_total,S0_baseline,25,log_int,-0.195961288719558,"",0.13683991699907,0.157591332537612,21.2510410088225,1.68678805152463,469,475,-19.6% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_rev_total,S_fx_alone,25,fx_alone,0.165769578317442,"",0.179219550960712,0.358890064510441,21.2510410088225,1.68678805152463,469,475,+16.6% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_value_added_total,S0_baseline,25,log_int,-0.220915669432013,"",0.510302584945623,0.666713050705953,17.7636324671963,6.25052132866117,469,475,-22.1% change (log outcome),""
Firm scale (NEC 2018),nec_cs,log_value_added_total,S_fx_alone,25,fx_alone,-0.118156429641858,"",0.704737172562748,0.867443989722098,17.7636324671963,6.25052132866117,469,475,-11.8% change (log outcome),""
Firm size distribution (NEC 2018),nec_cs,share_size_10_50_workers,S0_baseline,25,log_int,0.00093811014262823,"",0.00210165386124115,0.657022952506601,0.0418336471364726,0.0290661867952497,469,475,+0.09pp (+2% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_10_50_workers,S_fx_alone,25,fx_alone,-0.00478399783876311,*,0.00257831635713738,0.0687018663943168,0.0418336471364726,0.0290661867952497,469,475,-0.48pp (-11% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_1_worker,S0_baseline,25,log_int,0.0143885976744779,**,0.00609736822989023,0.0217317810509183,0.386504709064752,0.124051661833377,469,475,+1.44pp (+4% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_1_worker,S_fx_alone,25,fx_alone,0.0130849899167096,"",0.01273068305465,0.308371382165604,0.386504709064752,0.124051661833377,469,475,+1.31pp (+3% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_2_9_workers,S0_baseline,25,log_int,-0.0152818320309943,***,0.00520076016718062,0.00475553994332169,0.56884860031636,0.114923295106215,469,475,-1.53pp (-3% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_2_9_workers,S_fx_alone,25,fx_alone,-0.00714365643287009,"",0.0132251581213943,0.591193357091034,0.56884860031636,0.114923295106215,469,475,-0.71pp (-1% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_51plus_workers,S0_baseline,25,log_int,-0.0000448757861118436,"",0.000431471667450948,0.917529418889787,0.00281304348241547,0.00560901483084834,469,475,-0.00pp (-2% of mean),""
Firm size distribution (NEC 2018),nec_cs,share_size_51plus_workers,S_fx_alone,25,fx_alone,-0.0011573356450763,**,0.000457838939933604,0.0142734486133204,0.00281304348241547,0.00560901483084834,469,475,-0.12pp (-41% of mean),""
Firm structure / formality (NEC 2018),nec_cs,formality_index,S0_baseline,25,log_int,-0.00996677366221406,*,0.00573502497760645,0.08763256305204,0.637840915761833,0.08178763931886,469,475,-1.00pp (-2% of mean),""
Firm structure / formality (NEC 2018),nec_cs,formality_index,S_fx_alone,25,fx_alone,0.0135984154431178,*,0.00766726158655492,0.0814765050932493,0.637840915761833,0.08178763931886,469,475,+1.36pp (+2% of mean),""
