outcome_group,dataset,outcome,spec,threshold,treatment_type,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Labour force,census,flfp_nonagri,S0_baseline,25,log_int,-0.00409240901893918,"",0.00290672773468201,0.1598134160947,0.156184954620262,0.0837321178357676,1425,475,-0.41pp (-3% of mean),
Labour force,census,flfp_nonagri,S_fx_alone,25,fx_alone,0.0147640126105672,"",0.0269630590771595,0.584248736626889,0.156184954620262,0.0837321178357676,1425,475,+1.48pp (+9% of mean),
Labour force,census,flfp_wage,S0_baseline,25,log_int,0.000711109694801255,"",0.00143873599275015,0.621351526028492,0.0794165180315998,0.0584883272743812,1425,475,+0.07pp (+1% of mean),
Labour force,census,flfp_wage,S_fx_alone,25,fx_alone,0.0120790953661901,"",0.0114149585048669,0.290511768124828,0.0794165180315998,0.0584883272743812,1425,475,+1.21pp (+15% of mean),
Labour force,census,gap_lfp_m_minus_f,S0_baseline,25,log_int,-0.017547465860736,***,0.00440705676445163,0.0000791714176687122,0.147279162760839,0.154712906276199,1425,475,-1.75pp (-12% of mean),
Labour force,census,gap_lfp_m_minus_f,S_fx_alone,25,fx_alone,-0.0804357388939111,**,0.0339105498123679,0.0180906408188517,0.147279162760839,0.154712906276199,1425,475,-8.04pp (-55% of mean),
Labour force,census,mlfp_agri,S0_baseline,25,log_int,-0.0117652494748895,***,0.00444260482571622,0.00836010753397976,0.463750510136542,0.177324690704276,1425,475,-1.18pp (-3% of mean),
Labour force,census,mlfp_agri,S_fx_alone,25,fx_alone,0.0291618670717976,"",0.0385926248284113,0.45024449766972,0.463750510136542,0.177324690704276,1425,475,+2.92pp (+6% of mean),
Labour force,census,mlfp_all,S0_baseline,25,log_int,-0.0136714142551018,***,0.003260666187574,0.0000328819097186207,0.794890460355408,0.070884628994556,1425,475,-1.37pp (-2% of mean),
Labour force,census,mlfp_all,S_fx_alone,25,fx_alone,-0.00996569820020212,"",0.0288277166166414,0.729722689821549,0.794890460355408,0.070884628994556,1425,475,-1.00pp (-1% of mean),
Labour force,census,mlfp_nonagri,S0_baseline,25,log_int,-0.00129559610220242,"",0.00377789867394406,0.731794931651757,0.308915834305157,0.142912130987181,1425,475,-0.13pp (-0% of mean),
Labour force,census,mlfp_nonagri,S_fx_alone,25,fx_alone,-0.0446228411782997,"",0.0304128389585751,0.142974781959319,0.308915834305157,0.142912130987181,1425,475,-4.46pp (-14% of mean),
Labour force,census,work_lfp,S0_baseline,25,log_int,-0.00615554850843162,*,0.00365794140859149,0.0930741994655548,0.701096909972474,0.116909327610285,1425,475,-0.62pp (-1% of mean),
Labour force,census,work_lfp,S_fx_alone,25,fx_alone,0.0169107879919611,"",0.0318541111778027,0.595748901842262,0.701096909972474,0.116909327610285,1425,475,+1.69pp (+2% of mean),
Labour force,census,work_share_agriculture,S0_baseline,25,log_int,-0.00569698876342238,"",0.00462252766512838,0.218395656562916,0.460045703630659,0.189126862628514,1425,475,-0.57pp (-1% of mean),
Labour force,census,work_share_agriculture,S_fx_alone,25,fx_alone,-0.000459878920171057,"",0.0415582128262888,0.991175527351868,0.460045703630659,0.189126862628514,1425,475,-0.05pp (-0% of mean),
Labour force,census,work_share_extended_econ,S0_baseline,25,log_int,-0.0100269740612166,"",0.00942155087763994,0.287753055871989,0.03317482662473,0.0290681155715693,950,475,-1.00pp (-30% of mean),
Labour force,census,work_share_extended_econ,S_fx_alone,25,fx_alone,0.00168220862002905,"",0.0225850164074673,0.940657178816704,0.03317482662473,0.0290681155715693,950,475,+0.17pp (+5% of mean),
Labour force,census,work_share_household_chores,S0_baseline,25,log_int,-0.00539747704572985,"",0.00349176731908143,0.122826938477725,0.158138239080848,0.094148513296792,1425,475,-0.54pp (-3% of mean),
Labour force,census,work_share_household_chores,S_fx_alone,25,fx_alone,-0.0124572040762043,"",0.0303581602714931,0.681741080529611,0.158138239080848,0.094148513296792,1425,475,-1.25pp (-8% of mean),
Labour force,census,work_share_job_seeking,S0_baseline,25,log_int,0.000158898896547323,"",0.00180855503141268,0.93002538348005,0.0373138695395736,0.0440845436412097,1425,475,+0.02pp (+0% of mean),
Labour force,census,work_share_job_seeking,S_fx_alone,25,fx_alone,0.0136629677335524,"",0.0159298142671356,0.391492778188802,0.0373138695395736,0.0440845436412097,1425,475,+1.37pp (+37% of mean),
Labour force,census,work_share_no_work,S0_baseline,25,log_int,0.000345831821029287,"",0.000895888944779651,0.699654420623704,0.028573723329463,0.0146443169118783,1425,475,+0.03pp (+1% of mean),
Labour force,census,work_share_no_work,S_fx_alone,25,fx_alone,-0.00452352532386932,"",0.00519762343341798,0.3845734680415,0.028573723329463,0.0146443169118783,1425,475,-0.45pp (-16% of mean),
Labour force,census,work_share_nonagriculture,S0_baseline,25,log_int,-0.000556300603124652,"",0.00276234195696637,0.840482132959009,0.240835087773595,0.114789696581813,1425,475,-0.06pp (-0% of mean),
Labour force,census,work_share_nonagriculture,S_fx_alone,25,fx_alone,0.017321797976018,"",0.0224570352546928,0.440895347660302,0.240835087773595,0.114789696581813,1425,475,+1.73pp (+7% of mean),
Labour force,census,work_share_own_nonagri,S0_baseline,25,log_int,-0.00136027142733653,"",0.00099837454664092,0.173691544903148,0.061286011840426,0.0355349024940731,1425,475,-0.14pp (-2% of mean),
Labour force,census,work_share_own_nonagri,S_fx_alone,25,fx_alone,0.0120924139293774,"",0.00814995270503629,0.138542430684326,0.061286011840426,0.0355349024940731,1425,475,+1.21pp (+20% of mean),
Labour force,census,work_share_student,S0_baseline,25,log_int,0.00879272772249905,***,0.00169409030142096,0.000000312095535199185,0.146924784701719,0.0475386620451526,1425,475,+0.88pp (+6% of mean),
Labour force,census,work_share_student,S_fx_alone,25,fx_alone,-0.0048482467790452,"",0.0142652855587831,0.734110035029296,0.146924784701719,0.0475386620451526,1425,475,-0.48pp (-3% of mean),
Labour force,census,work_share_wage_nonagri,S0_baseline,25,log_int,0.00241626635902932,"",0.00191690699306787,0.208108233719769,0.143478218416624,0.0782677819550903,1425,475,+0.24pp (+2% of mean),
Labour force,census,work_share_wage_nonagri,S_fx_alone,25,fx_alone,-0.0210696941231399,"",0.016367741554756,0.198628587057964,0.143478218416624,0.0782677819550903,1425,475,-2.11pp (-15% of mean),
Land use / cropping,census,emp_share_self_employed,S0_baseline,25,log_int,0.00105595063271265,"",0.00303770250650831,0.728283723611121,0.676601596783101,0.145574233812002,1425,475,+0.11pp (+0% of mean),
Land use / cropping,census,emp_share_self_employed,S_fx_alone,25,fx_alone,0.00736346273033461,"",0.0306721013264446,0.810379489971125,0.676601596783101,0.145574233812002,1425,475,+0.74pp (+1% of mean),
Land use / cropping,hh,any_crop_sold,S0_baseline,25,log_int,-0.164757496171436,***,0.0423483874461895,0.000138276827509923,0.379907621247113,0.485386950688223,9748,191,-16.48pp (-43% of mean),
Land use / cropping,hh,any_crop_sold,S_fx_alone,25,fx_alone,0.101549720911633,"",0.24738269012339,0.681904329781679,0.379907621247113,0.485386950688223,9748,191,+10.15pp (+27% of mean),
Land use / cropping,hh,cashcrop_value_share,S0_baseline,25,log_int,-0.0370338674287758,"",0.0355578188352656,0.299108623523942,0.0937379207234028,0.266131521302211,2928,191,-3.70pp (-40% of mean),
Land use / cropping,hh,cashcrop_value_share,S_fx_alone,25,fx_alone,-0.590904971185733,*,0.351431485097336,0.0945062436443604,0.0937379207234028,0.266131521302211,2928,191,-59.09pp (-630% of mean),
Land use / cropping,hh,crop_hhi,S0_baseline,25,log_int,0.125237907407701,***,0.0375296878885776,0.00103891575511984,0.781283459298303,0.24889091239525,2928,191,+12.52pp (+16% of mean),
Land use / cropping,hh,crop_hhi,S_fx_alone,25,fx_alone,-0.157102505001089,"",0.239525196802866,0.512775557490973,0.781283459298303,0.24889091239525,2928,191,-15.71pp (-20% of mean),
Land use / cropping,hh,crop_sale_rs_12m,S0_baseline,25,log_int,-44710.5850188368,"",33485.7227233241,0.18340401895351,56371.9273960739,2226211.35791527,9748,191,"-44,711 Rs (-79% of mean)",
Land use / cropping,hh,crop_sale_rs_12m,S_fx_alone,25,fx_alone,660200.632307389,"",604014.528309967,0.275768423380945,56371.9273960739,2226211.35791527,9748,191,"660,201 Rs (+1171% of mean)",
Land use / cropping,hh,crop_sale_share,S0_baseline,25,log_int,-0.0616785079692226,***,0.0218621651554905,0.00529491520872728,0.141747405259502,0.225063658540294,9363,191,-6.17pp (-44% of mean),
Land use / cropping,hh,crop_sale_share,S_fx_alone,25,fx_alone,0.192127283704306,"",0.118519322270349,0.106671261215205,0.141747405259502,0.225063658540294,9363,191,+19.21pp (+136% of mean),
Land use / cropping,hh,crop_simpson_diversity,S0_baseline,25,log_int,-0.1252379074077,***,0.0375296878885775,0.00103891575511985,0.218716540701697,0.24889091239525,2928,191,-12.52pp (-57% of mean),
Land use / cropping,hh,crop_simpson_diversity,S_fx_alone,25,fx_alone,0.157102505001091,"",0.239525196802866,0.51277555749097,0.218716540701697,0.24889091239525,2928,191,+15.71pp (+72% of mean),
Land use / cropping,hh,effective_n_crops,S0_baseline,25,log_int,-0.337216203144716,***,0.107230642043347,0.00196038845786141,1.48438577741806,0.708490458136907,2928,191,-0.337 (baseline 1.484),
Land use / cropping,hh,effective_n_crops,S_fx_alone,25,fx_alone,0.768595935586965,"",0.673556582570322,0.255423521399851,1.48438577741806,0.708490458136907,2928,191,+0.769 (baseline 1.484),
Land use / cropping,hh,grows_horticulture,S0_baseline,25,log_int,-0.185278426729672,***,0.0539394967742524,0.000727764594407203,0.376154734411085,0.484442910384609,9748,191,-18.53pp (-49% of mean),
Land use / cropping,hh,grows_horticulture,S_fx_alone,25,fx_alone,-0.0554784021751293,"",0.251543996348314,0.825678491257437,0.376154734411085,0.484442910384609,9748,191,-5.55pp (-15% of mean),
Land use / cropping,hh,horti_value_share,S0_baseline,25,log_int,-0.0935292692632726,**,0.0403469843951258,0.0216265880705182,0.248600485446031,0.395088567935887,2928,191,-9.35pp (-38% of mean),
Land use / cropping,hh,horti_value_share,S_fx_alone,25,fx_alone,0.608196406561819,*,0.354152612424425,0.087729575843461,0.248600485446031,0.395088567935887,2928,191,+60.82pp (+245% of mean),
Land use / cropping,hh,land_sold_12m_rs,S0_baseline,25,log_int,47064.6665171856,**,19433.0255956593,0.0163792724504611,16702.7297771099,250824.808761667,11844,191,"47,065 Rs (+282% of mean)",
Land use / cropping,hh,land_sold_12m_rs,S_fx_alone,25,fx_alone,1947.59286717249,"",46301.1599762329,0.966492177981723,16702.7297771099,250824.808761667,11844,191,"1,948 Rs (+12% of mean)",
Land use / cropping,hh,land_sold_any,S0_baseline,25,log_int,,"",,,0,0,11979,191,"",degenerate
Land use / cropping,hh,land_sold_any,S_fx_alone,25,fx_alone,,"",,,0,0,11979,191,"",degenerate
Land use / cropping,hh,n_crops_dry,S0_baseline,25,log_int,-0.481414296838986,**,0.194883856177374,0.0143830352461181,1.67686682063126,1.59457622908676,9748,191,-0.481 units (-29% of mean),
Land use / cropping,hh,n_crops_dry,S_fx_alone,25,fx_alone,1.10862622943154,"",1.01258408555188,0.274968945383355,1.67686682063126,1.59457622908676,9748,191,+1.109 units (+66% of mean),
Land use / cropping,hh,n_crops_total,S0_baseline,25,log_int,-0.675800606581296,**,0.26011578891966,0.0101095913298276,3.51664742109315,2.25727408727567,9748,191,-0.676 units (-19% of mean),
Land use / cropping,hh,n_crops_total,S_fx_alone,25,fx_alone,0.990495856213157,"",1.47447160681011,0.502550395099137,3.51664742109315,2.25727408727567,9748,191,+0.990 units (+28% of mean),
Land use / cropping,hh,n_crops_wet,S0_baseline,25,log_int,-0.151417070255745,"",0.162024013874557,0.351214301171853,1.97536566589684,1.32249161940125,9748,191,-0.151 units (-8% of mean),
Land use / cropping,hh,n_crops_wet,S_fx_alone,25,fx_alone,0.146901562382826,"",0.826154157152306,0.859058685433418,1.97536566589684,1.32249161940125,9748,191,+0.147 units (+7% of mean),
Land use / cropping,hh,n_plots_rented_out_wet,S0_baseline,25,log_int,0.0534488393536326,**,0.0224204154653664,0.0181135536640254,0.123257882771573,0.430557013245847,9967,191,+5.34pp (+43% of mean),
Land use / cropping,hh,n_plots_rented_out_wet,S_fx_alone,25,fx_alone,0.0221679321189763,"",0.153279274869914,0.885160679004413,0.123257882771573,0.430557013245847,9967,191,+2.22pp (+18% of mean),
Land use / cropping,hh,share_both_seasons,S0_baseline,25,log_int,-0.0587492372555634,"",0.0395456693850583,0.139041008637628,0.64833819484502,0.432893124656754,9959,191,-5.87pp (-9% of mean),
Land use / cropping,hh,share_both_seasons,S_fx_alone,25,fx_alone,0.0292410786008938,"",0.200399783677421,0.884144185937378,0.64833819484502,0.432893124656754,9959,191,+2.92pp (+5% of mean),
Land use / cropping,hh,share_fallow_dry,S0_baseline,25,log_int,0.0460662975783041,"",0.0425962723901541,0.280861863785127,0.277594868887282,0.403206951549677,9959,191,+4.61pp (+17% of mean),
Land use / cropping,hh,share_fallow_dry,S_fx_alone,25,fx_alone,-0.0219506033985681,"",0.184175028573981,0.905255988856595,0.277594868887282,0.403206951549677,9959,191,-2.20pp (-8% of mean),
Land use / cropping,hh,share_fallow_wet,S0_baseline,25,log_int,0.0137396759591439,"",0.0140816651194582,0.330446906228794,0.0771898017953513,0.220742884823853,9959,191,+1.37pp (+18% of mean),
Land use / cropping,hh,share_fallow_wet,S_fx_alone,25,fx_alone,-0.0331788749704877,"",0.0815487967853625,0.684569386136514,0.0771898017953513,0.220742884823853,9959,191,-3.32pp (-43% of mean),
Land use / cropping,hh,share_irr_groundwater_dry,S0_baseline,25,log_int,-0.0331696968516927,"",0.0337829725885106,0.327430603440472,0.157984217759454,0.361230349693463,6908,190,-3.32pp (-21% of mean),
Land use / cropping,hh,share_irr_groundwater_dry,S_fx_alone,25,fx_alone,0.041086518532059,"",0.15639756390818,0.793063628287081,0.157984217759454,0.361230349693463,6908,190,+4.11pp (+26% of mean),
Land use / cropping,hh,share_irr_groundwater_wet,S0_baseline,25,log_int,-0.022868048954131,"",0.0236247129820682,0.334295632796648,0.128613627309136,0.330560083695224,8787,191,-2.29pp (-18% of mean),
Land use / cropping,hh,share_irr_groundwater_wet,S_fx_alone,25,fx_alone,-0.139852163971562,"",0.144811742910091,0.335402629436281,0.128613627309136,0.330560083695224,8787,191,-13.99pp (-109% of mean),
Land use / cropping,hh,share_irr_rainfed_dry,S0_baseline,25,log_int,0.11356397496625,**,0.0508323004741395,0.0266490064226415,0.646336423916554,0.459593903426928,6908,190,+11.36pp (+18% of mean),
Land use / cropping,hh,share_irr_rainfed_dry,S_fx_alone,25,fx_alone,-0.0876818710101628,"",0.227969356456596,0.700950441789229,0.646336423916554,0.459593903426928,6908,190,-8.77pp (-14% of mean),
Land use / cropping,hh,share_irr_rainfed_wet,S0_baseline,25,log_int,0.0877382676198889,**,0.0441402932199148,0.0482871987847291,0.639185237129425,0.445500590293721,8787,191,+8.77pp (+14% of mean),
Land use / cropping,hh,share_irr_rainfed_wet,S_fx_alone,25,fx_alone,-0.0983764056495741,"",0.190502570254773,0.606175521053241,0.639185237129425,0.445500590293721,8787,191,-9.84pp (-15% of mean),
Land use / cropping,hh,share_irr_surface_dry,S0_baseline,25,log_int,-0.0849959052640273,**,0.0430378776489951,0.0497345378668006,0.191625184453353,0.372146629764801,6908,190,-8.50pp (-44% of mean),
Land use / cropping,hh,share_irr_surface_dry,S_fx_alone,25,fx_alone,0.0748290032516164,"",0.211414390304556,0.723774865110909,0.191625184453353,0.372146629764801,6908,190,+7.48pp (+39% of mean),
Land use / cropping,hh,share_irr_surface_wet,S0_baseline,25,log_int,-0.0706311023049732,*,0.0389343580128023,0.0712470508883799,0.230512137637303,0.382273506032431,8787,191,-7.06pp (-31% of mean),
Land use / cropping,hh,share_irr_surface_wet,S_fx_alone,25,fx_alone,0.252786045114482,"",0.175525502940219,0.151474553699123,0.230512137637303,0.382273506032431,8787,191,+25.28pp (+110% of mean),
Land use / cropping,hh,share_rented_out_wet,S0_baseline,25,log_int,0.0167020935524791,"",0.0129421206861995,0.198437655328419,0.0711100559956446,0.237335339452482,9967,191,+1.67pp (+23% of mean),
Land use / cropping,hh,share_rented_out_wet,S_fx_alone,25,fx_alone,0.0383310780299226,"",0.0974593644315922,0.694536532564224,0.0711100559956446,0.237335339452482,9967,191,+3.83pp (+54% of mean),
Land use / cropping,hh,share_self_dry,S0_baseline,25,log_int,-0.0560404669395875,"",0.0416973262161355,0.180556766592207,0.65449772265852,0.430397057132127,9959,191,-5.60pp (-9% of mean),
Land use / cropping,hh,share_self_dry,S_fx_alone,25,fx_alone,-0.0162246174900186,"",0.20498619703951,0.93699676811161,0.65449772265852,0.430397057132127,9959,191,-1.62pp (-2% of mean),
Land use / cropping,hh,share_self_wet,S0_baseline,25,log_int,-0.0374333430477393,**,0.0178837196178151,0.0376631241180742,0.842604068039324,0.322221099198865,9959,191,-3.74pp (-4% of mean),
Land use / cropping,hh,share_self_wet,S_fx_alone,25,fx_alone,0.0123129762597816,"",0.131056623910827,0.925246625219346,0.842604068039324,0.322221099198865,9959,191,+1.23pp (+1% of mean),
Livestock,census,fem_ownership_livestock,S0_baseline,25,log_int,0.00170724275566932,"",0.00268866494587043,0.525749226798327,0.0832303441143439,0.046042604471995,475,475,+0.17pp (+2% of mean),1-year outcome: cross-section (no entity FE)
Livestock,census,fem_ownership_livestock,S_fx_alone,25,fx_alone,-0.0493724669254135,***,0.0163173287657818,0.00261485233626824,0.0832303441143439,0.046042604471995,475,475,-4.94pp (-59% of mean),1-year outcome: cross-section (no entity FE)
Livestock,hh,livestock_has,S0_baseline,25,log_int,-0.0458964430327141,**,0.0218830091626542,0.037285079548545,0.823691460055096,0.381098363813968,11844,191,-4.59pp (-6% of mean),
Livestock,hh,livestock_has,S_fx_alone,25,fx_alone,-0.0642487344995009,"",0.107188779870693,0.54962161928008,0.823691460055096,0.381098363813968,11844,191,-6.42pp (-8% of mean),
Marriage,census,mar_ever_married_15_60,S0_baseline,25,log_int,-0.00986282177975112,***,0.00158270723496755,0.00000000102062484703525,0.741077534950201,0.0460687283507411,1425,475,-0.99pp (-1% of mean),
Marriage,census,mar_ever_married_15_60,S_fx_alone,25,fx_alone,-0.0157027889284535,"",0.0120032770252153,0.191436627401748,0.741077534950201,0.0460687283507411,1425,475,-1.57pp (-2% of mean),
Marriage,census,mar_female_age_first_mean,S0_baseline,25,log_int,0.141587509617699,**,0.0551626704227471,0.0105722697869345,18.0695696724214,0.919244041554594,1425,475,+0.142 (baseline 18.070),
Marriage,census,mar_female_age_first_mean,S_fx_alone,25,fx_alone,0.861515774758698,"",0.644804524673375,0.182161494752771,18.0695696724214,0.919244041554594,1425,475,+0.862 (baseline 18.070),
Marriage,census,mar_female_married_by_18,S0_baseline,25,log_int,-0.0333938854463449,***,0.0049807895135499,0.0000000000576015695223074,0.408521862470826,0.11056942631829,1425,475,-3.34pp (-8% of mean),
Marriage,census,mar_female_married_by_18,S_fx_alone,25,fx_alone,-0.0556765101651848,"",0.0417301499726004,0.182777814533399,0.408521862470826,0.11056942631829,1425,475,-5.57pp (-14% of mean),
Marriage,census,mar_female_married_by_20,S0_baseline,25,log_int,-0.023318188605452,***,0.00372588133945577,0.00000000087099349649438,0.71775411693138,0.093226219591429,1425,475,-2.33pp (-3% of mean),
Marriage,census,mar_female_married_by_20,S_fx_alone,25,fx_alone,-0.00156249888723161,"",0.0408766014112981,0.969524561248285,0.71775411693138,0.093226219591429,1425,475,-0.16pp (-0% of mean),
Marriage,census,mar_never_married_15_60,S0_baseline,25,log_int,0.0101341254138844,***,0.0015845922018433,0.000000000384317869252488,0.257536123800287,0.0468631038437204,1425,475,+1.01pp (+4% of mean),
Marriage,census,mar_never_married_15_60,S_fx_alone,25,fx_alone,0.0173311034582445,"",0.0123138782637627,0.159950958704161,0.257536123800287,0.0468631038437204,1425,475,+1.73pp (+7% of mean),
Migration / remittance,hh,n_migrants_female,S0_baseline,25,log_int,-0.0210717385347617,"",0.0312375960981225,0.500773157967765,0.333107306323106,0.738474702967915,5646,191,-2.11pp (-6% of mean),
Migration / remittance,hh,n_migrants_female,S_fx_alone,25,fx_alone,-0.124653241996312,"",0.151616452917657,0.412015423756288,0.333107306323106,0.738474702967915,5646,191,-12.47pp (-37% of mean),
Migration / remittance,hh,n_migrants_internal,S0_baseline,25,log_int,-0.0342364427359756,"",0.0511441803102532,0.504046394217163,0.678250550940837,1.20508977289951,5646,191,-3.42pp (-5% of mean),
Migration / remittance,hh,n_migrants_internal,S_fx_alone,25,fx_alone,-0.322798499650792,"",0.26189390032661,0.219264998619078,0.678250550940837,1.20508977289951,5646,191,-32.28pp (-48% of mean),
Migration / remittance,hh,n_migrants_international,S0_baseline,25,log_int,0.052292684364821,"",0.0329818671694937,0.114516150633962,0.851330734022716,0.785013175438298,5646,191,+5.23pp (+6% of mean),
Migration / remittance,hh,n_migrants_international,S_fx_alone,25,fx_alone,-0.185448628623189,"",0.191136109000444,0.333158473140989,0.851330734022716,0.785013175438298,5646,191,-18.54pp (-22% of mean),
Migration / remittance,hh,n_migrants_male,S0_baseline,25,log_int,0.0382519685118798,"",0.0343654770058208,0.267074776593552,1.19596541786744,0.794123036163683,5646,191,+0.038 units (+3% of mean),
Migration / remittance,hh,n_migrants_male,S_fx_alone,25,fx_alone,-0.381735819082483,**,0.193325080939073,0.0497645697246839,1.19596541786744,0.794123036163683,5646,191,-0.382 units (-32% of mean),
Migration / remittance,hh,n_migrants_total,S0_baseline,25,log_int,0.00349866605352144,"",0.0521230490212521,0.946554201887897,1.65841668079336,1.22583177841232,5646,191,+0.003 units (+0% of mean),
Migration / remittance,hh,n_migrants_total,S_fx_alone,25,fx_alone,-0.362522996224795,"",0.257039910277627,0.160063631422682,1.65841668079336,1.22583177841232,5646,191,-0.363 units (-22% of mean),
Migration / remittance,hh,remit_amount_12m_rs,S0_baseline,25,log_int,8548.70947009466,"",18271.0045883317,0.640403830490393,154286.333785387,241432.929931734,5646,191,"8,549 Rs (+6% of mean)",
Migration / remittance,hh,remit_amount_12m_rs,S_fx_alone,25,fx_alone,175601.911756571,**,83227.8343535003,0.0361765999610771,154286.333785387,241432.929931734,5646,191,"175,602 Rs (+114% of mean)",
Migration / remittance,hh,remit_amount_intl_12m_rs,S0_baseline,25,log_int,11273.9966058387,"",18053.676102654,0.533067467292321,144245.213595525,243146.816263664,5646,191,"11,274 Rs (+8% of mean)",
Migration / remittance,hh,remit_amount_intl_12m_rs,S_fx_alone,25,fx_alone,138436.673439335,*,80697.4759770935,0.0878834198419082,144245.213595525,243146.816263664,5646,191,"138,437 Rs (+96% of mean)",
Migration / remittance,hh,remittance_amt,S0_baseline,25,log_int,628.81762601799,"",448.272489005112,0.162321056127124,980.933800818098,6639.37196534542,11844,191,629 Rs (+64% of mean),
Migration / remittance,hh,remittance_amt,S_fx_alone,25,fx_alone,881.313658127844,"",2159.05119043752,0.683590236518925,980.933800818098,6639.37196534542,11844,191,881 Rs (+90% of mean),
Migration / remittance,hh,remittance_any,S0_baseline,25,log_int,0.00614971660303627,"",0.0444859056753448,0.890197408891909,0.712496869521663,0.452617037041383,11844,191,+0.61pp (+1% of mean),
Migration / remittance,hh,remittance_any,S_fx_alone,25,fx_alone,0.228886930802135,"",0.248347781515908,0.357885838983187,0.712496869521663,0.452617037041383,11844,191,+22.89pp (+32% of mean),
Migration / remittance,hh,share_male_migrants,S0_baseline,25,log_int,0.0306422525298865,"",0.0244586290900202,0.211811028350605,0.785918230777529,0.350327165921644,5646,191,+3.06pp (+4% of mean),
Migration / remittance,hh,share_male_migrants,S_fx_alone,25,fx_alone,-0.109182405232207,"",0.113500098418607,0.33729299801361,0.785918230777529,0.350327165921644,5646,191,-10.92pp (-14% of mean),
Occupation,census,occ_share_agriculture,S0_baseline,25,log_int,0.00290445647386271,"",0.00397237697422659,0.465040661229424,0.652176795005383,0.200809937331656,1425,475,+0.29pp (+0% of mean),
Occupation,census,occ_share_agriculture,S_fx_alone,25,fx_alone,-0.0498885749100352,"",0.0354675570487668,0.160202067463515,0.652176795005383,0.200809937331656,1425,475,-4.99pp (-8% of mean),
Occupation,census,occ_share_armed_forces,S0_baseline,25,log_int,0.000257035225998227,"",0.000929327072252908,0.782221577567819,0.00249104928665046,0.0172429980728381,1425,475,+0.03pp (+10% of mean),
Occupation,census,occ_share_armed_forces,S_fx_alone,25,fx_alone,0.000724152582351751,"",0.00860658798187246,0.932981174534925,0.00249104928665046,0.0172429980728381,1425,475,+0.07pp (+29% of mean),
Occupation,census,occ_share_craft_trades,S0_baseline,25,log_int,0.00257964789427427,*,0.00149246286631359,0.0845587354363201,0.063665275945734,0.0438501548182578,1425,475,+0.26pp (+4% of mean),
Occupation,census,occ_share_craft_trades,S_fx_alone,25,fx_alone,-0.00602023725600596,"",0.0131917324214915,0.648336983209212,0.063665275945734,0.0438501548182578,1425,475,-0.60pp (-9% of mean),
Occupation,census,occ_share_elementary,S0_baseline,25,log_int,-0.00229261980518859,"",0.00253059297875661,0.365416515271152,0.127062572030975,0.0956975119753258,1425,475,-0.23pp (-2% of mean),
Occupation,census,occ_share_elementary,S_fx_alone,25,fx_alone,0.0296561021643111,"",0.023082199263771,0.199488276234931,0.127062572030975,0.0956975119753258,1425,475,+2.97pp (+23% of mean),
Occupation,census,occ_share_machine_operators,S0_baseline,25,log_int,0.00224128947098467,***,0.000669227269308587,0.00087548432020082,0.0179167400696923,0.0183152657528108,1425,475,+0.22pp (+13% of mean),
Occupation,census,occ_share_machine_operators,S_fx_alone,25,fx_alone,0.00268551597485848,"",0.00387407284406232,0.488522158578127,0.0179167400696923,0.0183152657528108,1425,475,+0.27pp (+15% of mean),
Occupation,census,occ_share_managers,S0_baseline,25,log_int,-0.00406414278019064,***,0.00105113165151837,0.000125844743399628,0.0206366104464587,0.0290679832511788,1425,475,-0.41pp (-20% of mean),
Occupation,census,occ_share_managers,S_fx_alone,25,fx_alone,0.0237113273454817,***,0.0080710558072537,0.00346632543465118,0.0206366104464587,0.0290679832511788,1425,475,+2.37pp (+115% of mean),
Occupation,census,occ_share_office_assistants,S0_baseline,25,log_int,0.0000266754836590836,"",0.000334664396938347,0.936503008821808,0.0111696196316781,0.0137579573965635,1425,475,+0.00pp (+0% of mean),
Occupation,census,occ_share_office_assistants,S_fx_alone,25,fx_alone,0.00274828712955015,"",0.00382618609415414,0.472936263339997,0.0111696196316781,0.0137579573965635,1425,475,+0.27pp (+25% of mean),
Occupation,census,occ_share_professionals,S0_baseline,25,log_int,0.00040716364797588,"",0.00050379377346125,0.419383712755888,0.0338769472629159,0.019558486899473,1425,475,+0.04pp (+1% of mean),
Occupation,census,occ_share_professionals,S_fx_alone,25,fx_alone,0.00511076725837841,"",0.0044555473909707,0.251936681787577,0.0338769472629159,0.019558486899473,1425,475,+0.51pp (+15% of mean),
Occupation,census,occ_share_service_sales,S0_baseline,25,log_int,-0.00132782923131321,"",0.0012398166943904,0.284719688661685,0.0571424243397464,0.0470168133498872,1425,475,-0.13pp (-2% of mean),
Occupation,census,occ_share_service_sales,S_fx_alone,25,fx_alone,-0.00924035073622334,"",0.0118280556741115,0.435061273736561,0.0571424243397464,0.0470168133498872,1425,475,-0.92pp (-16% of mean),
Occupation,census,occ_share_technicians,S0_baseline,25,log_int,-0.000858594703256616,**,0.00037605098993855,0.0228611537404458,0.0135689472888584,0.0163692754789131,1425,475,-0.09pp (-6% of mean),
Occupation,census,occ_share_technicians,S_fx_alone,25,fx_alone,0.000415586344287022,"",0.00378624529009647,0.912644480148361,0.0135689472888584,0.0163692754789131,1425,475,+0.04pp (+3% of mean),
Other,census,emp_share_employee,S0_baseline,25,log_int,0.00203738239686188,"",0.00260165617014269,0.433953732422038,0.230868092776256,0.136767044476594,1425,475,+0.20pp (+1% of mean),
