dataset,outcome,sample,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_unit,n_muni,n_years,sd_y,r2_within,err,group,spec,lag
hh,grows_horticulture,urban,0,0.0085981027950411,"",0.347395904905868,0.85981027950411,2.4750155870061,0.0647893975269666,0.894639045308074,6708,2932,125,3,0.476175544350666,0.0227011221743005,,curated,urb_urban,0
hh,grows_horticulture,urban,25,-0.211709847506044,**,0.338631264023934,-21.1709847506044,-62.5192857240377,0.0887495009171869,0.0191072779712711,4868,2202,93,3,0.473288512688877,0.0415465823625704,,curated,urb_urban,0
hh,grows_horticulture,urban,50,-0.166773832325413,**,0.337646333949476,-16.6773832325413,-49.3930528949171,0.0719558276694453,0.0229264310068652,4440,1996,84,3,0.472955841725722,0.0369515022399916,,curated,urb_urban,0
hh,grows_horticulture,urban,100,-0.108883386167735,"",0.331564374711583,-10.8883386167735,-32.8392898852446,0.0688520440202795,0.118228960005831,3973,1762,72,3,0.470829681863483,0.0385054675627708,,curated,urb_urban,0
hh,hlt_spend_total,full,0,10768.2936890016,**,12797.5013276686,1076829.36890016,84.1437200379125,4730.6794324322,0.0235850341007558,16562,5906,281,3,46965.9817991215,0.0045255499342669,,curated,urb_full,0
hh,hlt_spend_total,full,25,6603.07376432159,**,12400.8768268987,660307.376432159,53.2468296919044,2656.87253955236,0.0138088687673392,11561,4130,191,3,39189.1436817044,0.00361142571131934,,curated,urb_full,0
hh,hlt_spend_total,full,50,4431.53500055426,*,12408.7061679041,443153.500055426,35.7131109447714,2438.17045615476,0.0709121954349672,10274,3657,169,3,39652.3261788871,0.00467905591053441,,curated,urb_full,0
hh,hlt_spend_total,full,100,2798.27093344316,"",12243.7011872576,279827.093344316,22.8547796997481,3223.80780574343,0.386968672543717,8327,2956,133,3,37579.2137582347,0.00622898153189722,,curated,urb_full,0
hh,hlt_spend_total,rural,0,16603.0729409169,**,12860.0927231449,1660307.29409169,129.105390593612,7683.77056564813,0.0322468290644515,8181,2915,156,3,54103.3560527479,0.00694171310655467,,curated,urb_rural,0
hh,hlt_spend_total,rural,25,29.9311477213363,"",13125.3456169738,2993.11477213363,0.228040834845744,2376.51677545229,0.989977140280171,5241,1879,98,3,41988.410254189,0.00881047064249596,,curated,urb_rural,0
hh,hlt_spend_total,rural,50,-1912.94211057042,"",13436.6424268503,-191294.211057042,-14.23675684595,3043.63899834269,0.531378501124439,4539,1622,85,3,42855.4512627291,0.00989023134031797,,curated,urb_rural,0
hh,hlt_spend_total,rural,100,-8879.55016602093,"",13062.7980769231,-887955.016602093,-67.9758663781818,6666.75723390622,0.187925835750522,3249,1162,61,3,37838.6155916875,0.013494844620065,,curated,urb_rural,0
hh,hlt_spend_total,urban,0,5712.00535485377,"",12736.4349498718,571200.535485377,44.8477566708044,3532.75608306314,0.108447709376176,8381,2991,125,3,38759.0164067652,0.00461723053656005,,curated,urb_urban,0
hh,hlt_spend_total,urban,25,11716.5455263684,**,11798.6845606436,1171654.55263684,99.3038288814915,5598.29982461552,0.0391129960944793,6320,2251,93,3,36692.6325161322,0.0103419649058073,,curated,urb_urban,0
hh,hlt_spend_total,urban,50,9812.37936504841,**,11593.0954250597,981237.936504841,84.6398567878418,4247.56892841126,0.0233646304437854,5735,2035,84,3,36896.9794434468,0.0105860863460042,,curated,urb_urban,0
hh,hlt_spend_total,urban,100,6155.52415622215,"",11717.3535431551,615552.415622215,52.5333995731317,4176.96170781776,0.144986546470745,5078,1794,72,3,37405.7703423745,0.0103646313777979,,curated,urb_urban,0
hh,log_dry_cost_seed,full,0,0.236230239753658,"",1.9256057908521,23.6230239753658,12.2678401195047,0.332900876339075,0.478535677970225,15108,5851,281,3,3.10251757452111,0.0159223193480877,,curated,urb_full,0
hh,log_dry_cost_seed,full,25,-1.18649734829811,***,1.93733123075554,-118.649734829811,-61.2439075704875,0.379722687376733,0.00205932408391631,10458,4082,191,3,3.11930399479,0.0281734134957435,,curated,urb_full,0
hh,log_dry_cost_seed,full,50,-1.34987081992095,***,1.89665512702571,-134.987081992095,-71.171126510373,0.342135740911753,0.000116843292034469,9293,3620,169,3,3.09312943178429,0.0326074976987979,,curated,urb_full,0
hh,log_dry_cost_seed,full,100,-1.07312626064016,***,1.88916004344249,-107.312626064016,-56.8044123294435,0.370785054873873,0.00444902498246527,7500,2927,133,3,3.08190930957437,0.040023072638842,,curated,urb_full,0
hh,log_dry_cost_seed,rural,0,-0.068416490307994,"",1.82650982863165,-6.8416490307994,-3.74574991251206,0.723385078248835,0.924771985758829,7800,2903,156,3,3.03038406766,0.0286385893239344,,curated,urb_rural,0
hh,log_dry_cost_seed,rural,25,-1.1445663303741,**,1.76044603570713,-114.45663303741,-65.0157009734387,0.458726862753474,0.0142814968755089,5109,1869,98,3,2.97510410981704,0.0382360372551359,,curated,urb_rural,0
hh,log_dry_cost_seed,rural,50,-1.12089875801525,**,1.73461927888483,-112.089875801525,-64.6192955226388,0.436765226813844,0.012050802326119,4434,1616,85,3,2.95021898024911,0.0520447642900761,,curated,urb_rural,0
hh,log_dry_cost_seed,rural,100,-1.69610247196702,***,1.75133693843493,-169.610247196702,-96.8461542005003,0.553759332309448,0.00327978360736854,3170,1157,61,3,2.95675662545489,0.0643040350152159,,curated,urb_rural,0
hh,log_dry_cost_seed,urban,0,0.284827863329744,"",2.02844194590142,28.4827863329744,14.0417064390358,0.389566408231581,0.466072561176835,7308,2948,125,3,3.17256579949799,0.0151050854939534,,curated,urb_urban,0
hh,log_dry_cost_seed,urban,25,-1.2795189764898,*,2.0991623666509,-127.95189764898,-60.953787892606,0.672847631713015,0.0603464648996972,5349,2213,93,3,3.23742760755362,0.0355102940330861,,curated,urb_urban,0
hh,log_dry_cost_seed,urban,50,-1.40672166010108,**,2.03828853754025,-140.672166010108,-69.0148442770853,0.580580277826034,0.0175699477081109,4859,2004,84,3,3.20642513721852,0.0381880910693155,,curated,urb_urban,0
hh,log_dry_cost_seed,urban,100,-1.00017113807354,*,1.98618202149692,-100.017113807354,-50.3564692081816,0.576677699926517,0.0871927036949392,4330,1770,72,3,3.16376421089361,0.0473473602589186,,curated,urb_urban,0
hh,log_n_migrants_international,full,0,0.0295070295475099,"",0.531221210529205,2.95070295475099,5.55456539811632,0.0224288654981437,0.189390303379174,7899,3294,281,3,0.416776288866954,0.00662916899288402,,curated,urb_full,0
hh,log_n_migrants_international,full,25,0.0367770924096929,*,0.533283569040371,3.67770924096929,6.89634831162571,0.0190357005486325,0.0548461389592294,5646,2330,191,3,0.407286267127658,0.00682281032447973,,curated,urb_full,0
hh,log_n_migrants_international,full,50,0.0556309767843379,***,0.544920689297093,5.56309767843379,10.2090043334742,0.0179849443951335,0.00231946359298557,5124,2111,169,3,0.407710619560343,0.00941569816519905,,curated,urb_full,0
hh,log_n_migrants_international,full,100,0.0524720935042849,***,0.562532748093854,5.24720935042849,9.32782912320874,0.0186818494441394,0.00572992412861971,4213,1727,133,3,0.406508542646487,0.012643251450381,,curated,urb_full,0
hh,log_n_migrants_international,rural,0,0.0281987969825851,"",0.525741945173552,2.81987969825851,5.36361940329422,0.0457912262054199,0.538921681877579,3906,1656,156,3,0.417054438616616,0.0120352287673646,,curated,urb_rural,0
hh,log_n_migrants_international,rural,25,-0.00277368506658536,"",0.527299847582446,-0.277368506658537,-0.526016663820803,0.0208326761181606,0.894357626144533,2702,1130,98,3,0.412979746291307,0.0156684223897847,,curated,urb_rural,0
hh,log_n_migrants_international,rural,50,0.0106930319409975,"",0.544347806826752,1.06930319409975,1.96437494684363,0.0233047092128675,0.647537227145902,2389,993,85,3,0.411782233166167,0.0158151779314567,,curated,urb_rural,0
hh,log_n_migrants_international,rural,100,-0.0169728241070402,"",0.56295711919765,-1.69728241070402,-3.01494084153879,0.033423801362189,0.613450794732727,1757,734,61,3,0.411098028369385,0.0256410469108673,,curated,urb_rural,0
hh,log_n_migrants_international,urban,0,0.0307683920594536,"",0.536642466338263,3.07683920594536,5.73349930157396,0.0295093866553544,0.299132214450524,3993,1638,125,3,0.416480129325455,0.00788619853224537,,curated,urb_urban,0
hh,log_n_migrants_international,urban,25,0.0901246276539426,***,0.538831364367908,9.01246276539426,16.725943145434,0.0337761011792824,0.00901019859952249,2944,1200,93,3,0.401923491027406,0.0155049689503278,,curated,urb_urban,0
hh,log_n_migrants_international,urban,50,0.106727876773428,***,0.545424705052194,10.6727876773428,19.5678479146292,0.0264397158970383,0.000120187962268284,2735,1118,84,3,0.404166352444435,0.0190559217744041,,curated,urb_urban,0
hh,log_n_migrants_international,urban,100,0.0974484098497488,***,0.562225312581158,9.74484098497488,17.3326258475212,0.0236635377579334,0.000101831876767123,2456,993,72,3,0.403231866711559,0.0156179952923758,,curated,urb_urban,0
hh,log_remit_amount_intl_12m_rs,full,0,-0.613882804661671,"",6.94889480359308,-61.3882804661671,-8.83425094223975,0.460931748578463,0.183999113025789,7899,3294,281,3,5.86910876712147,0.0100604169414746,,curated,urb_full,0
hh,log_remit_amount_intl_12m_rs,full,25,0.497120929736248,"",7.29852903836602,49.7120929736248,6.81124822718446,0.345232756653386,0.151524715441227,5646,2330,191,3,5.89863650273945,0.00725714091490826,,curated,urb_full,0
hh,log_remit_amount_intl_12m_rs,full,50,0.831874080000576,**,7.43866782510265,83.1874080000576,11.1831056253557,0.340031778641665,0.0154572144715742,5124,2111,169,3,5.87653548603356,0.00978864310139527,,curated,urb_full,0
hh,log_remit_amount_intl_12m_rs,full,100,1.07271723122129,***,7.73186976354133,107.271723122129,13.8739692212556,0.33274111827735,0.00159377722997626,4213,1727,133,3,5.80855809193842,0.0103123778920214,,curated,urb_full,0
hh,log_remit_amount_intl_12m_rs,rural,0,-0.771289612688015,"",6.80725084099262,-77.1289612688016,-11.3304126835371,0.893391109697866,0.389291032457022,3906,1656,156,3,5.86729118491581,0.0209033163351325,,curated,urb_rural,0
hh,log_remit_amount_intl_12m_rs,rural,25,-0.36591440005954,"",6.96690492880876,-36.591440005954,-5.25218018328988,0.364946172079572,0.318522964568594,2702,1130,98,3,5.93081402163065,0.0171808253826352,,curated,urb_rural,0
hh,log_remit_amount_intl_12m_rs,rural,50,0.0537252314131174,"",7.1951892189073,5.37252314131174,0.746682676140607,0.381841026152448,0.888443390724376,2389,993,85,3,5.90056137323643,0.0182346438595243,,curated,urb_rural,0
hh,log_remit_amount_intl_12m_rs,rural,100,0.052726284332219,"",7.478487948027,5.2726284332219,0.705039370239667,0.523952152670119,0.920178211355287,1757,734,61,3,5.84972192054018,0.0206312963282793,,curated,urb_rural,0
hh,log_remit_amount_intl_12m_rs,urban,0,-0.682598033234579,"",7.08903916697448,-68.2598033234579,-9.62892173617238,0.612626089233256,0.267341371602742,3993,1638,125,3,5.86824790742308,0.0213304119315781,,curated,urb_urban,0
hh,log_remit_amount_intl_12m_rs,urban,25,1.59203245393069,***,7.60599366526033,159.203245393069,20.9312881918657,0.595929566795474,0.00893059851815709,2944,1200,93,3,5.85284708601378,0.0178004980963874,,curated,urb_urban,0
hh,log_remit_amount_intl_12m_rs,urban,50,1.99142806644056,***,7.65287764981513,199.142806644056,26.0219509257236,0.47793555827586,0.0000753395614685914,2735,1118,84,3,5.84797462246597,0.0219639928154901,,curated,urb_urban,0
hh,log_remit_amount_intl_12m_rs,urban,100,2.28594244229557,***,7.91543214011087,228.594244229557,28.8795659141808,0.408699944724874,0.000000389872799454359,2456,993,72,3,5.77276065602913,0.0221708611166532,,curated,urb_urban,0
hh,log_total_input_cost_rs,full,0,0.0169551294077668,"",5.99587252897214,1.69551294077668,0.28278001785127,0.36874437482275,0.963358398511536,16955,5906,281,3,4.0774830768797,0.00773840946429594,,curated,urb_full,0
hh,log_total_input_cost_rs,full,25,-0.472580172962629,"",6.35439931320261,-47.2580172962629,-7.43705501762761,0.303610199240948,0.121244826105691,11844,4130,191,3,3.97707009087557,0.0112098546754016,,curated,urb_full,0
hh,log_total_input_cost_rs,full,50,-0.70332684941516,**,6.34363948047056,-70.332684941516,-11.087118862609,0.307723243486074,0.0235283758079798,10509,3657,169,3,3.99082422380272,0.0138328697313816,,curated,urb_full,0
hh,log_total_input_cost_rs,full,100,-0.831175730217166,**,6.27055086547232,-83.1175730217166,-13.2552266626827,0.338269969961205,0.015302661463185,8506,2956,133,3,4.00828953518272,0.0182321559087868,,curated,urb_full,0
hh,log_total_input_cost_rs,rural,0,0.491447972368177,"",6.12605412300588,49.1447972368177,8.02225972053667,0.597892263727353,0.412358028765768,8361,2915,156,3,3.92880921594316,0.0258133314828825,,curated,urb_rural,0
hh,log_total_input_cost_rs,rural,25,-0.955922580728932,**,6.58270591993734,-95.5922580728932,-14.5217269669254,0.41528372147966,0.0234821972507646,5361,1879,98,3,3.67403983252394,0.027005862159268,,curated,urb_rural,0
hh,log_total_input_cost_rs,rural,50,-1.09295931133895,**,6.56017463386548,-109.295931133895,-16.660521591861,0.49933868319035,0.0313856956188456,4637,1622,85,3,3.71719666211395,0.0346765398546177,,curated,urb_rural,0
hh,log_total_input_cost_rs,rural,100,-1.2547509970027,*,6.42890492374564,-125.47509970027,-19.517336340878,0.645690359640699,0.0566790052418726,3313,1162,61,3,3.7832302841509,0.0438124074211138,,curated,urb_rural,0
hh,log_total_input_cost_rs,urban,0,-0.686482732626427,*,5.86907850433986,-68.6482732626427,-11.696601640595,0.377306111926571,0.0712581266772162,8594,2991,125,3,4.21361416732686,0.0071145234533877,,curated,urb_urban,0
hh,log_total_input_cost_rs,urban,25,-0.443292315893003,"",6.16491110752131,-44.3292315893003,-7.19057109115779,0.395426552906859,0.265184966904519,6483,2251,93,3,4.20292394562622,0.012175092823292,,curated,urb_urban,0
hh,log_total_input_cost_rs,urban,50,-0.577396966515737,"",6.17204076012367,-57.7396966515737,-9.35504137053312,0.350829187112089,0.103585454981482,5872,2035,84,3,4.18737481379951,0.0119136865653451,,curated,urb_urban,0
hh,log_total_input_cost_rs,urban,100,-0.667052577061273,"",6.16895269174722,-66.7052577061273,-10.8130603425384,0.426953373567525,0.122651059102739,5193,1794,72,3,4.14342586175231,0.0133902747337215,,curated,urb_urban,0
hh,nonfood_clothing_footwear_12m,full,0,1891.54046022205,*,11835.7999883341,189154.046022205,15.9815176167765,992.601910089013,0.0577211966050494,16955,5906,281,3,8837.51994127472,0.0128084845082724,,curated,urb_full,0
hh,nonfood_clothing_footwear_12m,full,25,2636.3069892108,**,12151.0350613574,263630.69892108,21.6961516109419,1200.45005845783,0.0292954712334111,11844,4130,191,3,9186.72889092836,0.0160750255663873,,curated,urb_full,0
hh,nonfood_clothing_footwear_12m,full,50,1627.98998881253,"",12368.9598079819,162798.998881253,13.1618989315654,1148.66689979548,0.15825109098404,10509,3657,169,3,9396.16551797078,0.0138442669428902,,curated,urb_full,0
hh,nonfood_clothing_footwear_12m,full,100,670.099800652675,"",12594.070722345,67009.9800652675,5.32075621477774,1247.10982361954,0.591949705397665,8506,2956,133,3,9494.99973511689,0.0232516712924312,,curated,urb_full,0
hh,nonfood_clothing_footwear_12m,rural,0,1875.98782927825,"",11619.7662844308,187598.782927825,16.1447982976376,1639.86178047613,0.254390820309797,8361,2915,156,3,8395.60329915556,0.0206066721062633,,curated,urb_rural,0
hh,nonfood_clothing_footwear_12m,rural,25,1462.25284646647,"",12189.7723173201,146225.284646647,11.9957355100784,1328.38558099484,0.273719009072533,5361,1879,98,3,8961.92753811004,0.027002284925666,,curated,urb_rural,0
hh,nonfood_clothing_footwear_12m,rural,50,114.910096801791,"",12414.3917394081,11491.0096801791,0.925620032087605,1355.93262463073,0.932664844937141,4637,1622,85,3,9177.67566508772,0.0243799817955822,,curated,urb_rural,0
hh,nonfood_clothing_footwear_12m,rural,100,-966.629246444432,"",12563.6130952381,-96662.9246444432,-7.69387945264573,1983.43495933337,0.627785438522643,3313,1162,61,3,8849.36865370768,0.0487381086900562,,curated,urb_rural,0
hh,nonfood_clothing_footwear_12m,urban,0,1503.72194616348,"",12046.21208981,150372.194616348,12.4829443060819,1360.91682056322,0.271327959115197,8594,2991,125,3,9243.29062633383,0.0178121359248041,,curated,urb_urban,0
hh,nonfood_clothing_footwear_12m,urban,25,3276.78265994789,*,12118.8842040941,327678.265994789,27.0386498027674,1837.42074544389,0.0778254699306872,6483,2251,93,3,9369.77342822607,0.0230240007370429,,curated,urb_urban,0
hh,nonfood_clothing_footwear_12m,urban,50,3095.15359929445,*,12332.9561329509,309515.359929445,25.0966075442763,1590.90909331558,0.05509683139036,5872,2035,84,3,9566.38748178588,0.0245566817962506,,curated,urb_urban,0
hh,nonfood_clothing_footwear_12m,urban,100,1683.12451157561,"",12613.6119915982,168312.451157561,13.3437156041959,1448.30353651421,0.249072201300985,5193,1794,72,3,9887.83246059645,0.0296331343177669,,curated,urb_urban,0
hh,nonfood_exp_12m,full,0,29869.0656643098,"",90938.6206427905,2986906.56643098,32.8453031871204,22962.8977060286,0.194412383061626,16955,5906,281,3,215824.168670608,0.00146856964714759,,curated,urb_full,0
hh,nonfood_exp_12m,full,25,44312.7205825012,"",97931.8133650555,4431272.05825012,45.2485449414879,32679.1604359938,0.176710686659943,11844,4130,191,3,236354.566877558,0.00597168933005554,,curated,urb_full,0
hh,nonfood_exp_12m,full,50,29632.4565459966,"",98999.6704913404,2963245.65459966,29.9318739132456,27191.3584614794,0.277373039608109,10509,3657,169,3,242980.473686109,0.00605690950691773,,curated,urb_full,0
hh,nonfood_exp_12m,full,100,29227.9353821553,"",97749.0079446318,2922793.53821553,29.9010046206412,35023.4038047272,0.405492505269626,8506,2956,133,3,249707.261084605,0.00647158146447058,,curated,urb_full,0
hh,nonfood_exp_12m,rural,0,24130.7650336795,"",90074.9486109469,2413076.50336795,26.7896517353626,28772.3255835185,0.40294061110476,8361,2915,156,3,181484.631495001,0.00892767384475346,,curated,urb_rural,0
hh,nonfood_exp_12m,rural,25,6924.46161348559,"",95706.6271489049,692446.161348559,7.23509104830555,26362.1315870482,0.793364336958553,5361,1879,98,3,193416.068039923,0.0223398393672101,,curated,urb_rural,0
hh,nonfood_exp_12m,rural,50,-10953.8965780397,"",94729.5625505642,-1095389.65780397,-11.5633349116257,20755.1511840637,0.599052014906269,4637,1622,85,3,190797.603459717,0.0157483102682136,,curated,urb_rural,0
hh,nonfood_exp_12m,rural,100,-45131.6638465651,"",94727.4149702381,-4513166.38465651,-47.6437194667929,35309.7253425462,0.206113818723504,3313,1162,61,3,199691.206758828,0.033532291292765,,curated,urb_rural,0
hh,nonfood_exp_12m,urban,0,37281.7734506077,"",91779.8183074266,3728177.34506077,40.6208839134201,32655.8199355487,0.255796135294896,8594,2991,125,3,244688.238232268,0.00450483307111571,,curated,urb_urban,0
hh,nonfood_exp_12m,urban,25,118158.985248339,*,99778.6567369386,11815898.5248339,118.421102380501,69177.452461528,0.0909981328583977,6483,2251,93,3,266795.959676262,0.0096909705860444,,curated,urb_urban,0
hh,nonfood_exp_12m,urban,50,102231.285698999,*,102383.624768011,10223128.5698999,99.8512075838715,59270.8058549361,0.0882825678090232,5872,2035,84,3,277418.585728033,0.011534352624352,,curated,urb_urban,0
hh,nonfood_exp_12m,urban,100,98382.2907260683,"",99687.6278403666,9838229.07260683,98.6905725990505,62826.6723553516,0.121811027203468,5193,1794,72,3,277084.00580021,0.0147338423925354,,curated,urb_urban,0
hh,nonfood_fuel_lighting_12m,full,0,1001.40639558009,**,4343.42399673355,100140.639558009,23.0556905412225,453.993114617427,0.028212118624886,16955,5906,281,3,4927.44290365128,0.0172330877894753,,curated,urb_full,0
hh,nonfood_fuel_lighting_12m,full,25,646.546363943175,"",4760.19350530094,64654.6363943175,13.5823546505658,542.353212112613,0.234703701997517,11844,4130,191,3,4518.01522984218,0.027848870514074,,curated,urb_full,0
hh,nonfood_fuel_lighting_12m,full,50,884.58186200005,*,4835.4469126506,88458.186200005,18.2936940055279,484.049456607857,0.0694046219234498,10509,3657,169,3,4595.81713237067,0.0307334851176116,,curated,urb_full,0
hh,nonfood_fuel_lighting_12m,full,100,433.332359900914,"",4944.22286844248,43333.2359900914,8.76441801737431,442.849348049503,0.329612276956394,8506,2956,133,3,4683.78174489425,0.0395663931422338,,curated,urb_full,0
hh,nonfood_fuel_lighting_12m,rural,0,1235.66894885861,"",4049.64913110297,123566.894885861,30.5129878874732,838.581049706071,0.142637853509762,8361,2915,156,3,4232.62320842245,0.0386137731734818,,curated,urb_rural,0
hh,nonfood_fuel_lighting_12m,rural,25,422.132509961764,"",4421.03147432358,42213.2509961764,9.54828103833733,520.739740647835,0.41955684895995,5361,1879,98,3,4316.88653247278,0.0447413484524107,,curated,urb_rural,0
hh,nonfood_fuel_lighting_12m,rural,50,841.157828984555,"",4514.35384287843,84115.7828984555,18.6329618426237,577.701019647312,0.14910815476309,4637,1622,85,3,4412.1890376433,0.0534695665634245,,curated,urb_rural,0
hh,nonfood_fuel_lighting_12m,rural,100,620.884988775617,"",4689.50892857143,62088.4988775617,13.2398721962719,849.89862797728,0.467903229213163,3313,1162,61,3,4425.66457878335,0.0704753576287276,,curated,urb_rural,0
hh,nonfood_fuel_lighting_12m,urban,0,1415.3578894748,**,4629.55428900403,141535.78894748,30.5722279321037,623.103671141937,0.0248426214617643,8594,2991,125,3,5505.9511914828,0.0152440824144153,,curated,urb_urban,0
hh,nonfood_fuel_lighting_12m,urban,25,663.659940358392,"",5041.68866483349,66365.9940358392,13.1634455135541,1047.09418738367,0.52777677442539,6483,2251,93,3,4660.00183325536,0.0353022818457112,,curated,urb_urban,0
hh,nonfood_fuel_lighting_12m,urban,50,1121.8061886515,"",5089.90517968618,112180.61886515,22.039824889639,824.717065915354,0.177439637034927,5872,2035,84,3,4721.16661575874,0.040187253208091,,curated,urb_urban,0
hh,nonfood_fuel_lighting_12m,urban,100,-48.2547682794657,"",5107.64445293107,-4825.47682794657,-0.94475582089067,650.537631406654,0.941078335767127,5193,1794,72,3,4835.50051548841,0.0430683359048661,,curated,urb_urban,0
hh,owns_irrigation_kit,full,0,0.031537150466597,"",0.0991913746630728,3.1537150466597,31.7942468019225,0.0357969504928256,0.379092207499262,7888,4456,281,3,0.298934910275116,0.0127075328678227,,curated,urb_full,0
hh,owns_irrigation_kit,full,25,0.0544292888911721,"",0.106361323155216,5.44292888911721,51.1739486464848,0.0481978634222536,0.260246292379582,4876,2973,191,3,0.30832566941857,0.00968876778816974,,curated,urb_full,0
hh,owns_irrigation_kit,full,50,0.0381698422092201,"",0.112015503875969,3.81698422092201,34.075499273283,0.0599486303659069,0.525207461283876,4255,2620,169,3,0.315416092256021,0.0108494308031277,,curated,urb_full,0
hh,owns_irrigation_kit,full,100,0.00783933136063527,"",0.110288851754595,0.783933136063527,7.10799979863661,0.0747396182696571,0.916628415672448,3468,2125,133,3,0.313286851023477,0.0263411956676747,,curated,urb_full,0
hh,owns_irrigation_kit,rural,0,0.0285824240420009,"",0.0742496050552923,2.85824240420009,38.4950519544395,0.0591338840257373,0.629533011686407,4422,2354,156,3,0.262202550452505,0.0223747382410125,,curated,urb_rural,0
hh,owns_irrigation_kit,rural,25,0.0088096797920574,"",0.073139974779319,0.88096797920574,12.044958750175,0.0444574493735724,0.843334736646978,2750,1516,98,3,0.260407175681448,0.0208209208492299,,curated,urb_rural,0
hh,owns_irrigation_kit,rural,50,-0.0478344925188671,"",0.0778267254038179,-4.78344925188671,-61.4628101987708,0.0662694351744304,0.472410728215786,2360,1310,85,3,0.267947911123465,0.0349187389625172,,curated,urb_rural,0
hh,owns_irrigation_kit,rural,100,-0.147820115737509,"",0.0695784662265109,-14.7820115737509,-212.450954662157,0.107097554990586,0.172634462687409,1706,955,61,3,0.254499898301056,0.0770547432005562,,curated,urb_rural,0
hh,owns_irrigation_kit,urban,0,0.060971838160671,"",0.129185466635004,6.0971838160671,47.1971342820929,0.0479834442504307,0.206340261348026,3466,2102,125,3,0.335444933071954,0.0460059557489025,,curated,urb_urban,0
hh,owns_irrigation_kit,urban,25,0.13662595482437,"",0.14506059493206,13.662595482437,94.1854367055087,0.104270387644893,0.193581715515618,2126,1457,93,3,0.352226603323549,0.0307960826422835,,curated,urb_urban,0
hh,owns_irrigation_kit,urban,50,0.154402025748043,"",0.150246305418719,15.4402025748043,102.765938448698,0.102155877434747,0.134718517835424,1895,1310,84,3,0.357386045201292,0.0495837598095871,,curated,urb_urban,0
hh,owns_irrigation_kit,urban,100,0.112532682039366,"",0.146396396396396,11.2532682039366,76.8684781930442,0.0931995576036039,0.231508797126807,1762,1170,72,3,0.353582815189686,0.0592946682610844,,curated,urb_urban,0
hh,owns_plough,full,0,-0.0154406771789479,"",0.620053908355795,-1.54406771789479,-2.49021528142482,0.0321419030629129,0.631334188543326,7888,4456,281,3,0.485399281055675,0.00963826069758489,,curated,urb_full,0
hh,owns_plough,full,25,0.00824076027354135,"",0.519253604749788,0.824076027354135,1.58703958877904,0.0411393987991244,0.841456949425702,4876,2973,191,3,0.499671543942356,0.0249101619832405,,curated,urb_full,0
hh,owns_plough,full,50,-0.0183747946472506,"",0.513565891472868,-1.83747946472506,-3.57788454263445,0.0415674462000911,0.6590406143849,4255,2620,169,3,0.499864371524843,0.0249145271812553,,curated,urb_full,0
hh,owns_plough,full,100,0.0198948740728969,"",0.513010264979709,1.98948740728969,3.87806549517753,0.035059107421563,0.571391119496339,3468,2125,133,3,0.499890374935212,0.0386971106460736,,curated,urb_full,0
hh,owns_plough,rural,0,0.0574659228263085,"",0.657582938388626,5.74659228263085,8.73896195773052,0.0764838485831537,0.453590401284842,4422,2354,156,3,0.474565159583461,0.0168413418366936,,curated,urb_rural,0
hh,owns_plough,rural,25,0.0203864578164697,"",0.568726355611602,2.03864578164697,3.58458116373847,0.0432183776482282,0.638194508964119,2750,1516,98,3,0.495332250104184,0.0279613038579384,,curated,urb_rural,0
hh,owns_plough,rural,50,-0.0383501064295236,"",0.566079295154185,-3.83501064295236,-6.77468806186915,0.0423575593089017,0.367848474457688,2360,1310,85,3,0.495705289161438,0.0375292025044116,,curated,urb_rural,0
hh,owns_plough,rural,100,0.0203238303436742,"",0.551549009649568,2.03238303436742,3.68486389932729,0.0663346299803327,0.760373417230875,1706,955,61,3,0.497461940122265,0.043582983157881,,curated,urb_rural,0
hh,owns_plough,urban,0,-0.00705044984944545,"",0.574922821182617,-0.705044984944545,-1.22632979413527,0.0409253663128368,0.86351583992796,3466,2102,125,3,0.494413409944301,0.0116502264997181,,curated,urb_urban,0
hh,owns_plough,urban,25,0.0200629190982373,"",0.461623209695189,2.00629190982373,4.34616775692125,0.0860057153396534,0.816102791699293,2126,1457,93,3,0.498616611369308,0.0422780060964985,,curated,urb_urban,0
hh,owns_plough,urban,50,-0.0354300234558263,"",0.454844006568145,-3.54300234558263,-7.7894889114073,0.0608217730602422,0.561895290897726,1895,1310,84,3,0.49805900078591,0.0582441498950076,,curated,urb_urban,0
hh,owns_plough,urban,100,-0.00868761685186363,"",0.478828828828829,-0.868761685186363,-1.81434707536569,0.0431160986365558,0.840923151047241,1762,1170,72,3,0.499664130073301,0.06063370409124,,curated,urb_urban,0
hh,owns_powered_machinery,full,0,0.0106334074374706,"",0.0269541778975741,1.06334074374706,39.4499415930159,0.00952461775830134,0.265227022666176,7888,4456,281,3,0.161958260904935,0.00463609472664117,,curated,urb_full,0
hh,owns_powered_machinery,full,25,-0.00236565854215361,"",0.0340966921119593,-0.236565854215361,-6.93808811243558,0.0135646343113278,0.861743645896738,4876,2973,191,3,0.181492962490494,0.0108884183505367,,curated,urb_full,0
hh,owns_powered_machinery,full,50,-0.0202781964456473,"",0.0321705426356589,-2.02781964456473,-63.0334299153857,0.01730089121115,0.2428713113071,4255,2620,169,3,0.176469923847034,0.0154563356084982,,curated,urb_full,0
