lgcode,n_firms,emp_total,rev_total,cap_total,n_firms_size_2_9_workers,n_firms_size_1_worker,n_firms_size_10_50_workers,n_firms_size_51plus_workers,n_firms_manufacturing,n_firms_education,n_firms_other_services,n_firms_transport,n_firms_trade_retail,n_firms_health,n_firms_hospitality,n_firms_construction,n_firms_water_waste,n_firms_agriculture,n_firms_arts,n_firms_energy,n_firms_finance,n_firms_prof_tech,n_firms_admin_sup,n_firms_info_comm,n_firms_mining,n_firms_real_estate,n_firms_surviving_trd_tradable_goods,n_firms_surviving_trd_non_tradable_services,n_firms_surviving_trd_tradable_services,n_firms_surviving_trd_non_tradable_utilities,n_firms_surviving_agor_not_ag,n_firms_surviving_agor_agro_processing,n_firms_surviving_agor_agro_downstream_manuf,n_firms_surviving_agor_crop_livestock_primary,n_firms_surviving_agor_forestry_primary,n_firms_surviving_agor_fishery_primary,n_firms_surviving_mtier_medium_low_tech,n_firms_surviving_mtier_low_tech,n_firms_surviving_mtier_high_tech,n_firms_surviving_mtier_medium_high_tech,n_firms_surviving_modern_industrial_sector,n_firms_surviving_modern_other,n_firms_surviving_modern_public_sector,n_firms_surviving_modern_traditional_commerce,n_firms_surviving_modern_traditional_agriculture,n_firms_surviving_modern_modern_services,n_firms_surviving_modern_traditional_services,n_firms_surviving_modern_modern_manuf,median_firm_age_years_wmean,n_firms_finance_prof_info,n_firms_social_services,n_firms_utilities_mining,share_agriculture,share_manufacturing,share_construction,share_trade_retail,share_transport,share_hospitality,share_finance_prof_info,share_social_services,share_other_services,share_utilities_mining,share_size_1_worker,share_size_2_9_workers,share_size_10_50_workers,share_size_51plus_workers,industry_hhi,industry_diversity,n_industries_present,mean_emp_per_firm,log_n_firms,log_emp_total,log_rev_total,log_cap_total,DIST
10101,421,805,13689208572,378574453,199,217,5,0,30,20,27,1,118,26,45,3,4,108,23,9,5,2,0,0,0,0,138,262,8,13,286,9,18,105,3,0,1,29,0,0,42,53,46,163,108,7,2,0,5.93586698337292,7,46,13,0.256532066508314,0.0712589073634204,0.00712589073634204,0.280285035629454,0.00237529691211401,0.106888361045131,0.0166270783847981,0.109263657957245,0.0641330166270784,0.0308788598574822,0.515439429928741,0.472684085510689,0.0118764845605701,0,0.178209330798179,0.821790669201821,10,1.91211401425178,6.04500531403601,6.69208374250663,13689208572,378574453,101
10102,202,398,730406484,191033582,51,148,2,1,15,7,18,0,73,24,7,3,1,27,7,7,13,0,0,0,0,0,42,139,13,8,163,8,4,21,6,0,3,12,0,0,25,25,31,80,27,13,1,0,5.13366336633663,13,31,8,0.133663366336634,0.0742574257425743,0.0148514851485149,0.361386138613861,0,0.0346534653465347,0.0643564356435644,0.153465346534653,0.0891089108910891,0.0396039603960396,0.732673267326733,0.252475247524753,0.0099009900990099,0.00495049504950495,0.192603666307225,0.807396333692775,9,1.97029702970297,5.31320597904179,5.98896141688986,730406484,191033582,101
10103,332,840,457252872,370987090,179,145,8,0,21,14,59,2,130,33,27,0,4,6,14,3,15,1,3,0,0,0,27,280,18,7,312,5,9,4,2,0,3,18,0,0,24,73,47,157,6,16,9,0,5.91566265060241,16,47,7,0.0180722891566265,0.0632530120481928,0,0.391566265060241,0.00602409638554217,0.0813253012048193,0.0481927710843374,0.141566265060241,0.177710843373494,0.0210843373493976,0.436746987951807,0.539156626506024,0.0240963855421687,0,0.218691029176949,0.781308970823051,9,2.53012048192771,5.80814248998044,6.73459165997295,457252872,370987090,101
10104,261,572,591595200,1735969907,111,144,6,0,47,11,24,0,92,26,18,3,3,7,16,7,3,3,1,0,0,0,54,191,6,10,216,22,16,5,1,1,4,43,0,0,57,44,37,110,6,6,1,0,6.18390804597701,6,37,10,0.0268199233716475,0.18007662835249,0.0114942528735632,0.352490421455939,0,0.0689655172413793,0.0229885057471264,0.14176245210728,0.0919540229885057,0.0383141762452107,0.551724137931035,0.425287356321839,0.0229885057471264,0,0.192833340673214,0.807166659326786,9,2.19157088122605,5.5683445037611,6.35088571671474,591595200,1735969907,101
10105,346,1070,221648568,267006736,148,178,19,1,30,18,100,0,107,24,9,4,9,20,16,5,4,0,0,0,0,0,50,278,4,14,300,17,9,20,0,0,2,28,0,0,39,122,42,116,20,4,3,0,6.17630057803468,4,42,14,0.0578034682080925,0.0867052023121387,0.0115606936416185,0.309248554913295,0,0.0260115606936416,0.0115606936416185,0.121387283236994,0.289017341040462,0.0404624277456647,0.514450867052023,0.427745664739884,0.0549132947976879,0.00289017341040462,0.207340706338334,0.792659293661666,9,3.09248554913295,5.84932477994686,6.97634807044775,221648568,267006736,101
10106,1379,3058,1366783824,1677148546,576,771,31,1,109,49,139,6,590,67,289,4,6,31,3,6,49,14,14,3,0,0,140,1155,72,12,1289,25,34,28,3,0,9,100,0,0,119,126,116,879,31,66,42,0,5.50108774474257,66,116,12,0.0224800580130529,0.079042784626541,0.00290065264684554,0.427846265409717,0.00435097897026831,0.20957215373459,0.0478607686729514,0.0841189267585207,0.100797679477883,0.00870195794053662,0.559100797679478,0.417693981145758,0.0224800580130529,0.000725163161711385,0.253355917336658,0.746644082663342,10,2.21754894851342,7.22983877815125,8.0258433441509,1366783824,1677148546,101
10107,330,615,187894776,378869193,149,176,5,0,38,18,60,2,120,50,11,0,3,15,4,1,4,1,2,0,1,0,54,265,7,4,285,15,15,13,2,0,5,33,0,0,39,70,68,131,15,5,2,0,5.82727272727273,5,68,5,0.0454545454545455,0.115151515151515,0,0.363636363636364,0.00606060606060606,0.0333333333333333,0.0151515151515152,0.206060606060606,0.181818181818182,0.0151515151515152,0.533333333333333,0.451515151515152,0.0151515151515152,0,0.224683195592287,0.775316804407713,9,1.86363636363636,5.80211837537706,6.42324696353352,187894776,378869193,101
10108,379,730,275696388,436301956,153,218,8,0,29,18,65,5,150,47,23,1,4,15,4,7,9,1,1,0,0,0,44,309,15,11,341,11,12,8,7,0,0,28,1,0,36,78,65,173,15,10,1,1,5.86279683377309,10,65,11,0.0395778364116095,0.0765171503957784,0.00263852242744063,0.395778364116095,0.0131926121372032,0.0606860158311346,0.0263852242744063,0.171503957783641,0.171503957783641,0.029023746701847,0.575197889182058,0.403693931398417,0.0211081794195251,0,0.228291365278716,0.771708634721284,10,1.92612137203166,5.94017125272043,6.59441345974978,275696388,436301956,101
10109,182,279,86605320,169203866,29,150,3,0,13,11,30,0,66,30,3,0,1,5,0,2,21,0,0,0,0,0,18,140,21,3,167,3,7,3,2,0,0,13,0,0,15,29,41,69,5,21,2,0,6.24175824175824,21,41,3,0.0274725274725275,0.0714285714285714,0,0.362637362637363,0,0.0164835164835165,0.115384615384615,0.225274725274725,0.164835164835165,0.0164835164835165,0.824175824175824,0.159340659340659,0.0164835164835165,0,0.229138992875257,0.770861007124743,8,1.53296703296703,5.20948615284142,5.63478960316925,86605320,169203866,101
10201,216,980,100289052,50174086,181,15,19,1,3,3,50,0,82,58,10,4,0,3,0,3,0,0,0,0,0,0,6,207,0,3,211,1,1,1,2,0,0,3,0,0,10,48,61,92,3,0,2,0,5.2037037037037,0,61,3,0.0138888888888889,0.0138888888888889,0.0185185185185185,0.37962962962963,0,0.0462962962962963,0,0.282407407407407,0.231481481481482,0.0138888888888889,0.0694444444444445,0.837962962962963,0.087962962962963,0.00462962962962963,0.280521262002744,0.719478737997257,8,4.53703703703704,5.37989735354046,6.88857245956536,100289052,50174086,102
10202,350,846,186553248,568176704,253,89,8,0,15,11,27,0,207,20,37,0,0,24,3,0,5,1,0,0,0,0,39,305,6,0,316,4,6,6,18,0,1,14,0,0,15,26,31,244,24,6,4,0,5.22857142857143,6,31,0,0.0685714285714286,0.0428571428571429,0,0.591428571428572,0,0.105714285714286,0.0171428571428571,0.0885714285714286,0.0771428571428571,0,0.254285714285714,0.722857142857143,0.0228571428571429,0,0.381591836734694,0.618408163265306,7,2.41714285714286,5.86078622346587,6.74170069465206,186553248,568176704,102
10203,277,1252,109428372,155321143,146,90,41,0,31,11,22,1,131,14,18,2,3,16,1,4,22,1,0,0,0,0,47,199,24,7,230,17,14,1,15,0,0,31,0,0,37,27,25,149,16,23,0,0,7.49819494584838,23,25,7,0.0577617328519856,0.111913357400722,0.0072202166064982,0.472924187725632,0.0036101083032491,0.0649819494584838,0.0830324909747293,0.0902527075812274,0.0794223826714802,0.0252707581227437,0.324909747292419,0.527075812274368,0.148014440433213,0,0.26579259471647,0.73420740528353,10,4.51985559566787,5.62762111369064,7.13329595489607,109428372,155321143,102
10204,155,322,79785996,77681990,117,36,2,0,16,6,16,0,81,7,15,1,0,10,0,0,3,0,0,0,0,0,26,126,3,0,132,10,3,4,6,0,2,14,0,0,17,16,13,96,10,3,0,0,5.41935483870968,3,13,0,0.0645161290322581,0.103225806451613,0.00645161290322581,0.52258064516129,0,0.0967741935483871,0.0193548387096774,0.0838709677419355,0.103225806451613,0,0.232258064516129,0.754838709677419,0.0129032258064516,0,0.315379812695109,0.684620187304891,8,2.07741935483871,5.04985600724954,5.77765232322266,79785996,77681990,102
10205,170,374,1878853428,1112407892,132,35,3,0,19,6,4,0,117,4,16,1,0,0,0,0,2,1,0,0,0,0,19,148,3,0,156,6,8,0,0,0,0,19,0,0,20,1,10,133,0,3,3,0,4.82352941176471,3,10,0,0,0.111764705882353,0.00588235294117647,0.688235294117647,0,0.0941176470588235,0.0176470588235294,0.0588235294117647,0.0235294117647059,0,0.205882352941176,0.776470588235294,0.0176470588235294,0,0.499377162629758,0.500622837370242,7,2.2,5.14166355650266,5.92692602597041,1878853428,1112407892,102
10206,1663,5067,36297516132,111908883701,1137,465,58,3,183,39,84,1,878,54,309,5,2,40,3,1,32,12,11,7,2,0,225,1383,52,3,1491,66,66,29,10,1,8,174,0,1,189,47,93,1187,39,51,57,0,5.40950090198437,51,93,5,0.0240529164161155,0.110042092603728,0.00300661455201443,0.527961515333734,0.000601322910402886,0.185808779314492,0.0306674684305472,0.0559230306674684,0.0505111244738425,0.00300661455201443,0.279615153337342,0.683704149128082,0.0348767288033674,0.00180396873120866,0.332593762802519,0.667406237197481,10,3.04690318701143,7.41697962138115,8.53070154144103,36297516132,111908883701,102
10207,480,961,2202089052,2478336159,279,190,11,0,79,16,23,0,282,26,25,2,1,15,1,3,6,1,0,0,0,0,94,375,7,4,394,54,17,11,4,0,2,77,0,0,84,24,42,307,15,7,1,0,5.34791666666667,7,42,4,0.03125,0.164583333333333,0.00416666666666667,0.5875,0,0.0520833333333333,0.0145833333333333,0.0875,0.0479166666666667,0.00833333333333333,0.395833333333333,0.58125,0.0229166666666667,0,0.386184895833333,0.613815104166667,9,2.00208333333333,6.17586727010576,6.86901445066571,2202089052,2478336159,102
10208,819,1744,592676664,1885079713,450,354,15,0,82,25,62,1,470,24,89,2,0,33,2,6,16,6,1,0,0,0,115,675,23,6,728,32,26,19,14,0,5,76,0,1,90,53,49,559,33,22,13,0,5.48595848595849,22,49,6,0.0402930402930403,0.1001221001221,0.00244200244200244,0.573870573870574,0.00122100122100122,0.108669108669109,0.0268620268620269,0.0598290598290598,0.0757020757020757,0.00732600732600733,0.432234432234432,0.54945054945055,0.0183150183150183,0,0.362877388518414,0.637122611481586,10,2.12942612942613,6.7093043402583,7.46450983463653,592676664,1885079713,102
10209,356,976,1246400460,437660030,207,131,18,0,28,21,23,1,186,40,29,1,0,15,2,3,7,0,0,0,0,0,43,302,8,3,319,14,8,11,4,0,1,27,0,0,32,24,61,215,15,7,2,0,4.76404494382023,7,61,3,0.0421348314606742,0.0786516853932584,0.00280898876404494,0.52247191011236,0.00280898876404494,0.0814606741573034,0.0196629213483146,0.171348314606742,0.0646067415730337,0.00842696629213483,0.367977528089888,0.581460674157303,0.050561797752809,0,0.321581870975887,0.678418129024113,10,2.74157303370787,5.87773578177964,6.88448665204278,1246400460,437660030,102
10210,422,1460,226563648,313095482,270,123,28,1,67,21,21,0,221,2,36,1,2,31,1,2,15,1,0,1,0,0,98,303,17,4,339,34,18,17,14,0,1,66,0,0,70,18,23,257,31,17,6,0,5.26777251184834,17,23,4,0.0734597156398104,0.158767772511848,0.0023696682464455,0.523696682464455,0,0.0853080568720379,0.0402843601895735,0.0545023696682465,0.0497630331753555,0.00947867298578199,0.291469194312796,0.639810426540284,0.0663507109004739,0.0023696682464455,0.319304373217134,0.680695626782867,9,3.45971563981043,6.04737217904628,7.2868764117507,226563648,313095482,102
10301,605,1852,1193713200,3227580000,484,110,10,1,19,4,9,4,121,6,424,0,0,1,6,1,7,1,0,2,0,0,20,570,14,1,585,6,13,1,0,0,0,19,0,0,20,15,10,545,1,10,4,0,6.9801652892562,10,10,1,0.00165289256198347,0.031404958677686,0,0.2,0.00661157024793388,0.700826446280992,0.0165289256198347,0.0165289256198347,0.0148760330578512,0.00165289256198347,0.181818181818182,0.8,0.0165289256198347,0.00165289256198347,0.532960863329008,0.467039136670992,9,3.06115702479339,6.40687998606931,7.52456122628536,1193713200,3227580000,103
10302,306,1168,354548148,360038498,204,85,14,3,34,8,34,1,161,2,53,0,0,4,3,1,5,0,0,0,0,0,38,261,6,1,280,9,13,2,2,0,9,25,0,0,35,37,10,214,4,5,1,0,5.34967320261438,5,10,1,0.0130718954248366,0.111111111111111,0,0.526143790849673,0.00326797385620915,0.173202614379085,0.0163398692810458,0.0326797385620915,0.111111111111111,0.00326797385620915,0.277777777777778,0.666666666666667,0.0457516339869281,0.00980392156862745,0.333044982698962,0.666955017301038,9,3.81699346405229,5.7268477475872,7.06390396147207,354548148,360038498,103
10303,209,881,103607760,94448500,132,60,15,2,20,10,16,0,99,5,50,0,0,3,1,0,3,2,0,0,0,0,23,181,5,0,191,1,14,1,2,0,3,17,0,0,20,12,15,149,3,5,5,0,5.71291866028708,5,15,0,0.0143540669856459,0.0956937799043062,0,0.473684210526316,0,0.239234449760766,0.0239234449760766,0.0717703349282297,0.076555023923445,0,0.287081339712919,0.631578947368421,0.0717703349282297,0.00956937799043062,0.30255717588883,0.69744282411117,7,4.21531100478469,5.34710753071747,6.78219205600679,103607760,94448500,103
10304,222,616,213012600,434350000,202,17,3,0,12,8,25,0,86,18,56,0,0,5,1,7,4,0,0,0,0,0,17,194,4,7,207,4,6,4,1,0,1,11,0,0,19,26,26,142,5,4,0,0,5.43243243243243,4,26,7,0.0225225225225225,0.0540540540540541,0,0.387387387387387,0,0.252252252252252,0.018018018018018,0.117117117117117,0.112612612612613,0.0315315315315315,0.0765765765765766,0.90990990990991,0.0135135135135135,0,0.2448461975489,0.7551538024511,8,2.77477477477478,5.40717177146012,6.42486902390539,213012600,434350000,103
10305,344,3513,424727232,1512837579,214,75,43,12,12,13,42,1,173,8,68,0,0,10,2,3,8,0,3,1,0,0,22,309,10,3,326,2,6,3,7,0,1,11,0,0,15,43,21,241,10,9,5,0,5.10755813953488,9,21,3,0.0290697674418605,0.0348837209302326,0,0.502906976744186,0.00290697674418605,0.197674418604651,0.0261627906976744,0.061046511627907,0.122093023255814,0.00872093023255814,0.218023255813953,0.622093023255814,0.125,0.0348837209302326,0.31345490805841,0.68654509194159,9,10.2122093023256,5.84354441703136,8.16451026874704,424727232,1512837579,103
10306,268,1961,215672892,371782424,196,32,33,7,29,10,20,0,126,9,40,0,0,14,1,1,17,1,0,0,0,0,43,206,18,1,232,14,8,9,5,0,5,24,0,0,30,19,19,166,14,18,2,0,6.58208955223881,18,19,1,0.0522388059701493,0.108208955223881,0,0.470149253731343,0,0.149253731343284,0.0671641791044776,0.0708955223880597,0.0746268656716418,0.00373134328358209,0.119402985074627,0.73134328358209,0.123134328358209,0.0261194029850746,0.27287536199599,0.72712463800401,8,7.31716417910448,5.59471137960184,7.58171964012531,215672892,371782424,103
10307,791,2559,654919620,1912498690,563,201,25,2,75,14,31,2,301,8,326,2,0,14,3,0,9,1,4,1,0,0,89,689,13,0,726,12,39,9,1,4,9,65,0,1,77,32,22,627,10,11,12,0,5.17067003792668,11,22,0,0.0176991150442478,0.0948166877370417,0.00252844500632111,0.380530973451327,0.00252844500632111,0.412136536030341,0.0139064475347661,0.0278128950695322,0.0391908975979773,0,0.254108723135272,0.711757269279393,0.0316055625790139,0.00252844500632111,0.326479467971698,0.673520532028302,9,3.23514538558786,6.67456139181443,7.84776253747361,654919620,1912498690,103
10308,145,2590,123061728,353261716,50,45,41,9,4,4,17,0,37,24,51,1,0,3,0,0,3,1,0,0,0,0,7,134,4,0,139,2,1,1,2,0,0,4,0,0,5,17,28,88,3,4,0,0,6.16551724137931,4,28,0,0.0206896551724138,0.0275862068965517,0.00689655172413793,0.255172413793103,0,0.351724137931035,0.0275862068965517,0.193103448275862,0.117241379310345,0,0.310344827586207,0.344827586206897,0.282758620689655,0.0620689655172414,0.241854934601665,0.758145065398335,8,17.8620689655172,4.98360662170834,7.85979918056211,123061728,353261716,103
10401,200,1044,6285759192,146494847,166,21,9,4,17,19,6,0,128,5,15,0,0,8,0,0,2,0,0,0,0,0,25,173,2,0,179,11,2,6,2,0,2,15,0,0,17,4,24,143,8,2,2,0,4.875,2,24,0,0.04,0.085,0,0.64,0,0.075,0.01,0.12,0.03,0,0.105,0.83,0.045,0.02,0.43945,0.56055,7,5.22,5.30330490805908,6.95177216439891,6285759192,146494847,104
10402,1168,3975,34040157012,1869794395,757,342,66,3,85,29,76,7,645,28,177,5,2,27,3,1,46,27,3,7,0,0,112,966,87,3,1086,18,37,22,5,0,6,79,0,0,91,62,57,822,27,80,29,0,5.19178082191781,80,57,3,0.0231164383561644,0.0727739726027397,0.00428082191780822,0.55222602739726,0.00599315068493151,0.151541095890411,0.0684931506849315,0.0488013698630137,0.0650684931506849,0.00256849315068493,0.292808219178082,0.648116438356164,0.0565068493150685,0.00256849315068493,0.345116344529931,0.654883655470069,10,3.40325342465753,7.06390396147207,8.28803156777646,34040157012,1869794395,104
10403,454,2348,277458840,340603730,211,181,58,4,63,17,26,1,211,15,73,0,2,22,3,4,15,0,1,1,0,0,85,346,17,6,381,27,24,17,5,0,5,58,0,0,67,27,32,284,22,16,6,0,4.92511013215859,16,32,6,0.0484581497797357,0.138766519823789,0,0.464757709251101,0.00220264317180617,0.16079295154185,0.0352422907488987,0.0704845814977974,0.0572687224669604,0.013215859030837,0.398678414096916,0.464757709251101,0.127753303964758,0.00881057268722467,0.273127753303965,0.726872246696035,9,5.17180616740088,6.12029741895095,7.76174498465891,277458840,340603730,104
10404,386,3057,145070736,277123881,237,82,57,10,22,7,36,2,195,35,60,1,2,10,0,5,4,2,3,2,0,0,32,337,10,7,361,10,5,3,7,0,3,19,0,0,28,40,42,255,10,8,3,0,5.08031088082902,8,42,7,0.0259067357512953,0.0569948186528497,0.00259067357512953,0.505181347150259,0.00518134715025907,0.155440414507772,0.0207253886010363,0.10880829015544,0.0932642487046632,0.0181347150259067,0.212435233160622,0.613989637305699,0.147668393782383,0.0259067357512953,0.304618915944052,0.695381084055948,10,7.91968911917098,5.95842469302978,8.02551638648901,145070736,277123881,104
10405,287,859,100791864,175045818,239,36,12,0,30,8,18,1,159,21,15,0,2,4,1,9,12,1,6,0,0,0,34,228,14,11,256,21,6,4,0,0,0,30,0,0,39,27,29,174,4,13,1,0,5.12543554006969,13,29,11,0.0139372822299652,0.104529616724739,0,0.554006968641115,0.00348432055749129,0.0522648083623693,0.0452961672473868,0.101045296167247,0.0627177700348432,0.0383275261324042,0.125435540069686,0.832752613240418,0.0418118466898955,0,0.338452573176802,0.661547426823198,9,2.99303135888502,5.66296048013595,6.75693238924755,100791864,175045818,104
10406,210,452,220900608,169394110,117,87,6,0,10,13,0,0,136,16,31,0,0,1,0,0,2,0,1,0,0,0,11,197,2,0,201,1,7,0,1,0,0,10,0,0,10,1,29,167,1,2,0,0,4.88095238095238,2,29,0,0.00476190476190476,0.0476190476190476,0,0.647619047619048,0,0.147619047619048,0.00952380952380953,0.138095238095238,0,0,0.414285714285714,0.557142857142857,0.0285714285714286,0,0.46265306122449,0.53734693877551,6,2.15238095238095,5.35185813347607,6.11589212548303,220900608,169394110,104
10407,350,944,153756108,377943880,209,129,11,1,34,9,19,0,201,31,27,0,1,17,0,0,10,0,1,0,0,0,51,288,10,1,302,19,12,10,7,0,1,33,0,0,34,19,40,228,17,10,2,0,4.98571428571429,10,40,1,0.0485714285714286,0.0971428571428571,0,0.574285714285714,0,0.0771428571428571,0.0285714285714286,0.114285714285714,0.0542857142857143,0.00285714285714286,0.368571428571429,0.597142857142857,0.0314285714285714,0.00285714285714286,0.364383673469388,0.635616326530612,8,2.69714285714286,5.86078622346587,6.85118492749374,153756108,377943880,104
10408,432,1176,174708228,432088090,284,134,14,0,35,18,25,0,260,8,49,0,0,13,1,1,18,0,4,0,0,0,48,365,18,1,396,10,13,8,5,0,5,30,0,0,36,22,26,309,13,18,8,0,5.20601851851852,18,26,1,0.0300925925925926,0.0810185185185185,0,0.601851851851852,0,0.113425925925926,0.0416666666666667,0.0601851851851852,0.0578703703703704,0.00231481481481482,0.310185185185185,0.657407407407407,0.0324074074074074,0,0.391273362482853,0.608726637517147,8,2.72222222222222,6.07073772800249,7.07072410726028,174708228,432088090,104
10501,149,402,306262392,693652426,108,35,6,0,22,11,5,0,57,6,16,0,0,16,0,8,6,0,2,0,0,0,38,97,6,8,115,15,3,9,7,0,0,22,0,0,30,4,17,73,16,6,3,0,5.51677852348993,6,17,8,0.10738255033557,0.147651006711409,0,0.38255033557047,0,0.10738255033557,0.0402684563758389,0.114093959731544,0.0335570469798658,0.0536912751677852,0.23489932885906,0.724832214765101,0.0402684563758389,0,0.209855411918382,0.790144588081618,8,2.69798657718121,5.01063529409626,5.99893656194668,306262392,693652426,105
10502,240,644,156573828,215047177,149,79,12,0,29,13,7,1,143,3,22,0,0,13,0,2,6,0,1,0,0,0,42,189,7,2,204,17,6,4,9,0,0,29,0,0,31,8,16,165,13,6,1,0,5.50833333333333,6,16,2,0.0541666666666667,0.120833333333333,0,0.595833333333333,0.00416666666666667,0.0916666666666667,0.025,0.0666666666666667,0.0291666666666667,0.00833333333333333,0.329166666666667,0.620833333333333,0.05,0,0.386961805555556,0.613038194444445,9,2.68333333333333,5.48479693349066,6.46925031679577,156573828,215047177,105
10503,175,395,199720428,109932788,70,99,6,0,21,12,8,0,81,3,14,1,0,26,0,1,2,1,5,0,0,0,47,124,3,1,128,17,4,10,15,1,0,21,0,0,23,13,15,95,25,3,1,0,5.66285714285714,3,15,1,0.148571428571429,0.12,0.00571428571428571,0.462857142857143,0,0.08,0.0171428571428571,0.0857142857142857,0.0457142857142857,0.00571428571428571,0.565714285714286,0.4,0.0342857142857143,0,0.26690612244898,0.73309387755102,9,2.25714285714286,5.17048399503815,5.98141421125448,199720428,109932788,105
10504,502,976,339754500,413574695,289,207,6,0,41,24,17,0,241,6,113,0,0,45,2,0,9,1,3,0,0,0,86,406,10,0,422,28,7,23,22,0,0,41,0,0,41,16,30,354,45,10,6,0,4.70916334661355,10,30,0,0.0896414342629482,0.0816733067729084,0,0.4800796812749,0,0.225099601593625,0.0199203187250996,0.0597609561752988,0.0338645418326693,0,0.412350597609562,0.575697211155379,0.0119521912350598,0,0.300967444961191,0.699032555038809,7,1.94422310756972,6.22059017009974,6.88448665204278,339754500,413574695,105
10505,1109,2485,1552374972,2096680747,593,491,24,1,148,33,34,4,546,19,189,3,1,64,5,2,23,8,25,5,0,0,212,854,40,3,926,80,39,43,20,1,2,146,0,0,153,57,52,735,63,36,13,0,5.18034265103697,36,52,3,0.0577096483318305,0.133453561767358,0.00270513976555455,0.492335437330929,0.0036068530207394,0.170423805229937,0.0324616771866546,0.0468890892696123,0.0306582506762849,0.00270513976555455,0.442741208295762,0.534715960324617,0.0216411181244364,0.000901713255184851,0.296798633363716,0.703201366636284,10,2.24075743913436,7.01211529430638,7.81843027207066,1552374972,2096680747,105
10506,161,346,80217768,78748560,53,104,4,0,38,5,10,0,69,0,5,0,0,27,0,5,1,0,1,0,0,0,65,90,1,5,97,35,2,17,10,0,0,38,0,0,43,6,5,74,27,1,5,0,5.22981366459627,1,5,5,0.167701863354037,0.236024844720497,0,0.428571428571429,0,0.031055900621118,0.0062111801242236,0.031055900621118,0.062111801242236,0.031055900621118,0.645962732919255,0.329192546583851,0.0248447204968944,0,0.274294973187763,0.725705026812237,8,2.14906832298137,5.08759633523238,5.84932477994686,80217768,78748560,105
10507,375,747,164678052,170856295,186,179,10,0,38,15,19,0,171,18,23,0,0,81,0,2,6,0,2,0,0,0,119,248,6,2,259,30,5,49,32,0,0,38,0,0,40,17,33,194,81,6,4,0,5.792,6,33,2,0.216,0.101333333333333,0,0.456,0,0.0613333333333333,0.016,0.088,0.0506666666666667,0.00533333333333333,0.477333333333333,0.496,0.0266666666666667,0,0.279217777777778,0.720782222222222,8,1.992,5.9295891433899,6.61740297797448,164678052,170856295,105
10508,348,691,318830556,303989666,157,182,9,0,66,20,20,0,122,9,42,0,0,47,0,9,9,2,2,0,0,0,113,215,11,9,241,46,14,21,26,0,1,65,0,0,75,17,29,164,47,11,5,0,5.23563218390805,11,29,9,0.135057471264368,0.189655172413793,0,0.350574712643678,0,0.120689655172414,0.0316091954022989,0.0833333333333333,0.0574712643678161,0.0258620689655172,0.522988505747127,0.451149425287356,0.0258620689655172,0,0.203593605496103,0.796406394503898,8,1.98563218390805,5.85507192220243,6.53958595561767,318830556,303989666,105
10509,186,319,92658792,70679542,92,92,2,0,22,7,8,0,86,5,27,0,0,26,0,0,3,0,2,0,0,0,48,135,3,0,140,15,5,2,23,1,0,22,0,0,22,6,12,113,25,3,5,0,4.79569892473118,3,12,0,0.139784946236559,0.118279569892473,0,0.462365591397849,0,0.145161290322581,0.0161290322580645,0.0645161290322581,0.0430107526881721,0,0.494623655913979,0.494623655913979,0.010752688172043,0,0.274656029598798,0.725343970401203,7,1.71505376344086,5.23110861685459,5.76832099579377,92658792,70679542,105
10510,150,275,52763064,122287400,92,56,2,0,23,4,4,0,82,2,2,0,0,30,2,1,0,0,0,0,0,0,53,96,0,1,97,21,2,21,9,0,0,23,0,0,24,6,6,84,30,0,0,0,7.02666666666667,0,6,1,0.2,0.153333333333333,0,0.546666666666667,0,0.0133333333333333,0,0.04,0.0266666666666667,0.00666666666666667,0.373333333333333,0.613333333333333,0.0133333333333333,0,0.364888888888889,0.635111111111111,7,1.83333333333333,5.01727983681492,5.62040086571715,52763064,122287400,105
10601,489,1052,426805008,223045312,255,224,10,0,58,22,13,0,283,8,81,1,0,14,0,0,8,0,1,0,0,0,72,409,8,0,429,31,15,4,10,0,3,55,0,0,59,6,30,364,14,8,8,0,6.04498977505113,8,30,0,0.0286298568507157,0.118609406952965,0.00204498977505112,0.578732106339468,0,0.165644171779141,0.016359918200409,0.0613496932515337,0.0265848670756646,0,0.458077709611452,0.521472392638037,0.0204498977505112,0,0.381999071599734,0.618000928400266,8,2.15132924335378,6.19440539110467,6.95939851213398,426805008,223045312,106
10602,158,366,83362572,61590000,102,52,4,0,10,11,0,0,121,3,9,0,0,0,0,0,2,1,1,0,0,0,10,145,3,0,151,2,5,0,0,0,0,10,0,0,10,1,14,130,0,3,0,0,5.19620253164557,3,14,0,0,0.0632911392405063,0,0.765822784810127,0,0.0569620253164557,0.0189873417721519,0.0886075949367089,0,0,0.329113924050633,0.645569620253165,0.0253164556962025,0,0.601946803396892,0.398053196603109,5,2.31645569620253,5.06890420222023,5.90536184805457,83362572,61590000,106
10603,351,577,123131028,1102179953,83,261,7,0,48,14,32,0,130,66,28,0,1,14,0,0,18,0,0,0,0,0,62,270,18,1,292,37,8,5,9,0,1,47,0,0,48,31,80,158,14,18,2,0,5.73219373219373,18,80,1,0.0398860398860399,0.136752136752137,0,0.37037037037037,0,0.0797720797720798,0.0512820512820513,0.227920227920228,0.0911680911680912,0.00284900284900285,0.743589743589744,0.236467236467237,0.0199430199430199,0,0.226727055786885,0.773272944213115,8,1.64387464387464,5.8636311755981,6.35957386867238,123131028,1102179953,106
