outcome_group,dataset,outcome,spec,threshold,lag,treatment_kind,c_mig_log_flag,scale_form,beta,stars,se,pval,mean_y,sd_y,n,n_muni,n_unit,interpret,err
Health spending,hh,hlt_spend_tests,S_log_log_lag9,50,9,log_int,TRUE,log/log,-37.3514915075445,"",588.218516502057,0.949444368793266,1350.41680944222,4837.39159286606,10274,169,3657,-37 Rs (-3% of mean),
Health spending,hh,hlt_spend_tests,S_log_log_lag9,100,9,log_int,TRUE,log/log,-756.785075684079,"",723.173507250448,0.297252926382503,1350.1335370871,4927.20319573249,8327,133,2956,-757 Rs (-56% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,-331.2937873221,"",1642.06194062577,0.84025496131285,1354.62595149584,4710.34778275491,16562,281,5906,-331 Rs (-24% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,-1279.39263516024,"",1365.70474545326,0.350050502199419,1341.94466503337,4724.80846375365,11561,191,4130,"-1,279 Rs (-95% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,-2206.55216713019,"",1572.77698092483,0.162472472048565,1350.41680944222,4837.39159286606,10274,169,3657,"-2,207 Rs (-163% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-1897.43823836859,"",1467.32755449177,0.198226334221895,1350.1335370871,4927.20319573249,8327,133,2956,"-1,897 Rs (-141% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,2061.08100502103,"",1598.41326052458,0.198304279370901,1354.62595149584,4710.34778275491,16562,281,5906,"2,061 Rs (+152% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,2753.12320725359,*,1471.29354854491,0.0628509249708064,1341.94466503337,4724.80846375365,11561,191,4130,"2,753 Rs (+205% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,2646.9752117285,**,1302.6671932735,0.0437323134460376,1350.41680944222,4837.39159286606,10274,169,3657,"2,647 Rs (+196% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,2627.35571471769,**,1206.12260849109,0.0311563110389852,1350.1335370871,4927.20319573249,8327,133,2956,"2,627 Rs (+195% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,723.507776953333,"",875.278136396826,0.409165787798087,1354.62595149584,4710.34778275491,16562,281,5906,724 Rs (+53% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,1373.35966105669,"",1353.2582431703,0.31146597183217,1341.94466503337,4724.80846375365,11561,191,4130,"1,373 Rs (+102% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,2458.64724316643,*,1474.26755085751,0.0972366944087101,1350.41680944222,4837.39159286606,10274,169,3657,"2,459 Rs (+182% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,1074.36810533404,"",1393.15098280702,0.441979379927243,1350.1335370871,4927.20319573249,8327,133,2956,"1,074 Rs (+80% of mean)",
Health spending,hh,hlt_spend_tests,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,222.117223002265,"",560.870659374765,0.692390266189919,1354.62595149584,4710.34778275491,16562,281,5906,222 Rs (+16% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,-111.896995870517,"",887.891625928781,0.899844987317299,1341.94466503337,4724.80846375365,11561,191,4130,-112 Rs (-8% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,113.177033510615,"",884.577212568746,0.89834570048202,1350.41680944222,4837.39159286606,10274,169,3657,113 Rs (+8% of mean),
Health spending,hh,hlt_spend_tests,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,-994.787450252137,"",990.2037323671,0.316913570754189,1350.1335370871,4927.20319573249,8327,133,2956,-995 Rs (-74% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,4181.0799738022,**,1999.036443292,0.0373799560431017,12797.5013276686,46965.9817991215,16562,281,5906,"4,181 Rs (+33% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,2260.66793775574,**,900.165623555555,0.0128590310017435,12400.8768268987,39189.1436817044,11561,191,4130,"2,261 Rs (+18% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,2100.22181769365,**,979.806854177005,0.0335111907352948,12408.7061679041,39652.3261788871,10274,169,3657,"2,100 Rs (+17% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,814.272848740311,"",1356.07935021371,0.549228555821677,12243.7011872576,37579.2137582347,8327,133,2956,814 Rs (+7% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,4911.24851162051,*,2514.62789448779,0.051807076289195,12797.5013276686,46965.9817991215,16562,281,5906,"4,911 Rs (+38% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,1770.15830702846,"",2273.78895068597,0.437239224298754,12400.8768268987,39189.1436817044,11561,191,4130,"1,770 Rs (+14% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,924.571688342132,"",2095.96153603019,0.659692898126931,12408.7061679041,39652.3261788871,10274,169,3657,925 Rs (+7% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,2131.63281383863,"",2128.17548200417,0.318357559954614,12243.7011872576,37579.2137582347,8327,133,2956,"2,132 Rs (+17% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag8,0,8,log_int,FALSE,log/lin,-2864.87224660442,"",1910.46057862942,0.134852082240988,12797.5013276686,46965.9817991215,16562,281,5906,"-2,865 Rs (-22% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag8,25,8,log_int,FALSE,log/lin,-160.744389022401,"",1620.61279242124,0.921094039624134,12400.8768268987,39189.1436817044,11561,191,4130,-161 Rs (-1% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag8,50,8,log_int,FALSE,log/lin,679.2522076839,"",1463.33087943691,0.643118114118002,12408.7061679041,39652.3261788871,10274,169,3657,679 Rs (+5% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag8,100,8,log_int,FALSE,log/lin,745.209618727839,"",1692.76658415141,0.660489284686738,12243.7011872576,37579.2137582347,8327,133,2956,745 Rs (+6% of mean),
Health spending,hh,hlt_spend_total,S_log_lin_lag9,0,9,log_int,FALSE,log/lin,2179.37442801899,"",1468.88601818278,0.13901541109448,12797.5013276686,46965.9817991215,16562,281,5906,"2,179 Rs (+17% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag9,25,9,log_int,FALSE,log/lin,2120.20514671522,**,935.971044058843,0.0246259931622257,12400.8768268987,39189.1436817044,11561,191,4130,"2,120 Rs (+17% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag9,50,9,log_int,FALSE,log/lin,1923.91096428631,**,942.645268034064,0.0428185320986419,12408.7061679041,39652.3261788871,10274,169,3657,"1,924 Rs (+16% of mean)",
Health spending,hh,hlt_spend_total,S_log_lin_lag9,100,9,log_int,FALSE,log/lin,763.204856705669,"",1150.5667887864,0.50827634750782,12243.7011872576,37579.2137582347,8327,133,2956,763 Rs (+6% of mean),
Health spending,hh,hlt_spend_total,S_log_log_lag6,0,6,log_int,TRUE,log/log,-4296.90500832122,"",6996.96832993563,0.539641576957658,12797.5013276686,46965.9817991215,16562,281,5906,"-4,297 Rs (-34% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag6,25,6,log_int,TRUE,log/log,-8582.34311586185,"",6938.9997762513,0.217677846907784,12400.8768268987,39189.1436817044,11561,191,4130,"-8,582 Rs (-69% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag6,50,6,log_int,TRUE,log/log,-18218.1039832647,**,7205.61018467438,0.0123828525487961,12408.7061679041,39652.3261788871,10274,169,3657,"-18,218 Rs (-147% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag6,100,6,log_int,TRUE,log/log,-14906.7854955222,**,7077.92086069504,0.0370895100641606,12243.7011872576,37579.2137582347,8327,133,2956,"-14,907 Rs (-122% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag7,0,7,log_int,TRUE,log/log,-1027.85640981508,"",4218.00278809783,0.807654631012994,12797.5013276686,46965.9817991215,16562,281,5906,"-1,028 Rs (-8% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag7,25,7,log_int,TRUE,log/log,5497.04589495859,"",3792.36667995066,0.14884579784359,12400.8768268987,39189.1436817044,11561,191,4130,"5,497 Rs (+44% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag7,50,7,log_int,TRUE,log/log,7507.96896731896,"",4913.07502256648,0.128353203273934,12408.7061679041,39652.3261788871,10274,169,3657,"7,508 Rs (+61% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag7,100,7,log_int,TRUE,log/log,10178.2164218772,**,4234.19944960777,0.0176143377610923,12243.7011872576,37579.2137582347,8327,133,2956,"10,178 Rs (+83% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag8,0,8,log_int,TRUE,log/log,2713.90875070032,"",2229.99800693298,0.224628777660046,12797.5013276686,46965.9817991215,16562,281,5906,"2,714 Rs (+21% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag8,25,8,log_int,TRUE,log/log,8722.57141425462,**,4384.06246392488,0.0480683910090075,12400.8768268987,39189.1436817044,11561,191,4130,"8,723 Rs (+70% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag8,50,8,log_int,TRUE,log/log,17588.309620596,***,6238.28710962658,0.00538981846001394,12408.7061679041,39652.3261788871,10274,169,3657,"17,588 Rs (+142% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag8,100,8,log_int,TRUE,log/log,17685.1148984237,***,5629.78610868455,0.00207627309030892,12243.7011872576,37579.2137582347,8327,133,2956,"17,685 Rs (+144% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag9,0,9,log_int,TRUE,log/log,-1112.69335517675,"",3170.72496990668,0.725906919732658,12797.5013276686,46965.9817991215,16562,281,5906,"-1,113 Rs (-9% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag9,25,9,log_int,TRUE,log/log,-2421.60401498723,"",4265.18850706861,0.570868138741157,12400.8768268987,39189.1436817044,11561,191,4130,"-2,422 Rs (-20% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag9,50,9,log_int,TRUE,log/log,-8482.38765060476,*,5018.98744553221,0.0928712591679368,12408.7061679041,39652.3261788871,10274,169,3657,"-8,482 Rs (-68% of mean)",
Health spending,hh,hlt_spend_total,S_log_log_lag9,100,9,log_int,TRUE,log/log,-8815.8372664466,*,5128.58088663676,0.0879654667241016,12243.7011872576,37579.2137582347,8327,133,2956,"-8,816 Rs (-72% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,-30650.7101129393,**,13864.3742777621,0.0278612517554355,12797.5013276686,46965.9817991215,16562,281,5906,"-30,651 Rs (-240% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,-36000.9114285355,***,10642.6561588828,0.000871569154168265,12400.8768268987,39189.1436817044,11561,191,4130,"-36,001 Rs (-290% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,-43064.2408832429,***,10079.4088726023,0.0000322919659560965,12408.7061679041,39652.3261788871,10274,169,3657,"-43,064 Rs (-347% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-38022.1039106643,***,12000.6145129306,0.00190522927959207,12243.7011872576,37579.2137582347,8327,133,2956,"-38,022 Rs (-311% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,6401.77005225453,"",10036.1662399112,0.524079556522698,12797.5013276686,46965.9817991215,16562,281,5906,"6,402 Rs (+50% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,10985.1273511102,**,4937.65536399207,0.0272737418613031,12400.8768268987,39189.1436817044,11561,191,4130,"10,985 Rs (+89% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,11326.8926320518,**,5209.1200498251,0.0310710872106889,12408.7061679041,39652.3261788871,10274,169,3657,"11,327 Rs (+91% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,13999.4916721071,***,5191.90166907898,0.00792293230883783,12243.7011872576,37579.2137582347,8327,133,2956,"13,999 Rs (+114% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,12619.6361557042,**,6400.07552049189,0.0496172102675262,12797.5013276686,46965.9817991215,16562,281,5906,"12,620 Rs (+99% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,19034.9784749927,***,6882.31077734618,0.006239033747235,12400.8768268987,39189.1436817044,11561,191,4130,"19,035 Rs (+153% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,23989.071866723,***,7400.23094232794,0.00143310644624453,12408.7061679041,39652.3261788871,10274,169,3657,"23,989 Rs (+193% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,23433.8803074653,***,7500.47338638172,0.00219135859674065,12243.7011872576,37579.2137582347,8327,133,2956,"23,434 Rs (+191% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,-6219.23660020251,"",8329.34764119224,0.455891974889183,12797.5013276686,46965.9817991215,16562,281,5906,"-6,219 Rs (-49% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,-10862.7476532732,*,6450.1505926538,0.0938029442474351,12400.8768268987,39189.1436817044,11561,191,4130,"-10,863 Rs (-88% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,-12885.2061554415,*,6888.62296347305,0.0631530351681516,12408.7061679041,39652.3261788871,10274,169,3657,"-12,885 Rs (-104% of mean)",
Health spending,hh,hlt_spend_total,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,-13966.840661519,*,7148.77916236164,0.0528470057604436,12243.7011872576,37579.2137582347,8327,133,2956,"-13,967 Rs (-114% of mean)",
Health utilisation,hh,any_health_spending,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.0559987590942028,**,0.0216426799641041,0.0101738885934102,0.778898920162861,0.415000668590282,16562,281,5906,-5.60pp (-7% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,-0.0185309699869126,"",0.0181269881326002,0.307945306414799,0.784235870575315,0.411368771409165,11561,191,4130,-1.85pp (-2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,-0.0179540467402708,"",0.0165742835700787,0.280250942820939,0.784028174376547,0.411514416467433,10274,169,3657,-1.80pp (-2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,-0.0136905547533882,"",0.0221148478072602,0.53693970488687,0.781121429411073,0.413510389159161,8327,133,2956,-1.37pp (-2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,0.147171252564723,***,0.0523549684367587,0.00528699271635923,0.778898920162861,0.415000668590282,16562,281,5906,+14.72pp (+19% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,0.00957950932604233,"",0.0496927899414364,0.847341371830786,0.784235870575315,0.411368771409165,11561,191,4130,+0.96pp (+1% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,0.0208077837327058,"",0.0467723611709188,0.656983806965684,0.784028174376547,0.411514416467433,10274,169,3657,+2.08pp (+3% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,0.02704291929542,"",0.0481774096584072,0.575531468060404,0.781121429411073,0.413510389159161,8327,133,2956,+2.70pp (+3% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag8,0,8,log_int,FALSE,log/lin,-0.0300288191599841,"",0.036922119671753,0.416736189374937,0.778898920162861,0.415000668590282,16562,281,5906,-3.00pp (-4% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag8,25,8,log_int,FALSE,log/lin,0.0166886028943608,"",0.0296777011016497,0.574555378820724,0.784235870575315,0.411368771409165,11561,191,4130,+1.67pp (+2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag8,50,8,log_int,FALSE,log/lin,0.0118630005489673,"",0.0275404496213151,0.66720356087456,0.784028174376547,0.411514416467433,10274,169,3657,+1.19pp (+2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag8,100,8,log_int,FALSE,log/lin,0.0107797479038979,"",0.0295473557443341,0.715822509925043,0.781121429411073,0.413510389159161,8327,133,2956,+1.08pp (+1% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag9,0,9,log_int,FALSE,log/lin,-0.0581180099686051,**,0.0272425088602751,0.0337647308851631,0.778898920162861,0.415000668590282,16562,281,5906,-5.81pp (-7% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag9,25,9,log_int,FALSE,log/lin,-0.0162120918088889,"",0.0223831265652216,0.469772685127728,0.784235870575315,0.411368771409165,11561,191,4130,-1.62pp (-2% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag9,50,9,log_int,FALSE,log/lin,-0.00689659246943198,"",0.0207642756339727,0.7401995363146,0.784028174376547,0.411514416467433,10274,169,3657,-0.69pp (-1% of mean),
Health utilisation,hh,any_health_spending,S_log_lin_lag9,100,9,log_int,FALSE,log/lin,-0.00377990494279542,"",0.0261185481890881,0.885151816356317,0.781121429411073,0.413510389159161,8327,133,2956,-0.38pp (-0% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag6,0,6,log_int,TRUE,log/log,-0.0282607252360544,"",0.0879118937555429,0.748096762886765,0.778898920162861,0.415000668590282,16562,281,5906,-2.83pp (-4% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag6,25,6,log_int,TRUE,log/log,0.0747716042404503,"",0.117921752048942,0.526792480710058,0.784235870575315,0.411368771409165,11561,191,4130,+7.48pp (+10% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag6,50,6,log_int,TRUE,log/log,0.0593793205467012,"",0.127418334557265,0.641805789052863,0.784028174376547,0.411514416467433,10274,169,3657,+5.94pp (+8% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag6,100,6,log_int,TRUE,log/log,0.000595642507727753,"",0.106188759644898,0.995532933861026,0.781121429411073,0.413510389159161,8327,133,2956,+0.06pp (+0% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag7,0,7,log_int,TRUE,log/log,0.143384251520582,*,0.085292012598764,0.0938589001478294,0.778898920162861,0.415000668590282,16562,281,5906,+14.34pp (+18% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag7,25,7,log_int,TRUE,log/log,0.150393926254007,"",0.118096634874325,0.204402855979857,0.784235870575315,0.411368771409165,11561,191,4130,+15.04pp (+19% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag7,50,7,log_int,TRUE,log/log,0.166520364712812,"",0.125754437150329,0.187245025359,0.784028174376547,0.411514416467433,10274,169,3657,+16.65pp (+21% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag7,100,7,log_int,TRUE,log/log,0.163353233624777,"",0.129985161570215,0.211079153142006,0.781121429411073,0.413510389159161,8327,133,2956,+16.34pp (+21% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag8,0,8,log_int,TRUE,log/log,0.0584873113295985,"",0.0638789049910635,0.360666341162995,0.778898920162861,0.415000668590282,16562,281,5906,+5.85pp (+8% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag8,25,8,log_int,TRUE,log/log,-0.0642389308889997,"",0.10307005548585,0.533864371893927,0.784235870575315,0.411368771409165,11561,191,4130,-6.42pp (-8% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag8,50,8,log_int,TRUE,log/log,0.0497080607302856,"",0.114551059044917,0.664890188028731,0.784028174376547,0.411514416467433,10274,169,3657,+4.97pp (+6% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag8,100,8,log_int,TRUE,log/log,0.0618288725227215,"",0.116063008245712,0.595124355368276,0.781121429411073,0.413510389159161,8327,133,2956,+6.18pp (+8% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag9,0,9,log_int,TRUE,log/log,-0.0262002948947556,"",0.0673927752301508,0.697741696145099,0.778898920162861,0.415000668590282,16562,281,5906,-2.62pp (-3% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag9,25,9,log_int,TRUE,log/log,-0.000814846665261777,"",0.102663678425039,0.993675544927175,0.784235870575315,0.411368771409165,11561,191,4130,-0.08pp (-0% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag9,50,9,log_int,TRUE,log/log,0.222495010824016,**,0.104091193304179,0.0340036669202653,0.784028174376547,0.411514416467433,10274,169,3657,+22.25pp (+28% of mean),
Health utilisation,hh,any_health_spending,S_log_log_lag9,100,9,log_int,TRUE,log/log,0.18274306061017,"",0.128095466775852,0.156051559276713,0.781121429411073,0.413510389159161,8327,133,2956,+18.27pp (+23% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,0.00570863533453416,"",0.237652215758445,0.980852996342767,0.778898920162861,0.415000668590282,16562,281,5906,+0.57pp (+1% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,0.219557476481834,"",0.181597661656377,0.228152727543714,0.784235870575315,0.411368771409165,11561,191,4130,+21.96pp (+28% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,0.240854666857536,"",0.18578378901798,0.196607225025643,0.784028174376547,0.411514416467433,10274,169,3657,+24.09pp (+31% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,0.134802279719061,"",0.183195171080161,0.463133810949093,0.781121429411073,0.413510389159161,8327,133,2956,+13.48pp (+17% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,0.293120249925184,"",0.187878667041269,0.11985226069205,0.778898920162861,0.415000668590282,16562,281,5906,+29.31pp (+38% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,0.304037220206024,**,0.153553972816602,0.049146866735503,0.784235870575315,0.411368771409165,11561,191,4130,+30.40pp (+39% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,0.302958792606826,**,0.152631879228391,0.0487835909098471,0.784028174376547,0.411514416467433,10274,169,3657,+30.30pp (+39% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,0.311448437711517,*,0.162017889713138,0.0567213643214975,0.781121429411073,0.413510389159161,8327,133,2956,+31.14pp (+40% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,0.0331164158431294,"",0.163805297045742,0.839931118838038,0.778898920162861,0.415000668590282,16562,281,5906,+3.31pp (+4% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,0.0125073600990048,"",0.163561222672063,0.93912645191445,0.784235870575315,0.411368771409165,11561,191,4130,+1.25pp (+2% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,0.166706482324685,"",0.154242096579264,0.281330476189072,0.784028174376547,0.411514416467433,10274,169,3657,+16.67pp (+21% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,0.165101826119276,"",0.166205222178912,0.322351406002344,0.781121429411073,0.413510389159161,8327,133,2956,+16.51pp (+21% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,-0.131439678230986,"",0.146934355575379,0.371797620481599,0.778898920162861,0.415000668590282,16562,281,5906,-13.14pp (-17% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,0.0970336529313021,"",0.163295889433621,0.553071972248859,0.784235870575315,0.411368771409165,11561,191,4130,+9.70pp (+12% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,0.326855376708942,**,0.145055016276555,0.0255324439518989,0.784028174376547,0.411514416467433,10274,169,3657,+32.69pp (+42% of mean),
Health utilisation,hh,any_health_spending,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,0.242690840121451,"",0.178434657338682,0.176113326996474,0.781121429411073,0.413510389159161,8327,133,2956,+24.27pp (+31% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.0136702128827644,***,0.0052672337067126,0.00964438719245904,0.240715241721307,0.244758420920797,1428,714,714,-1.37pp (-6% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,0.0231822602478958,***,0.00692941955685588,0.00088661984142917,0.2772017537435,0.263619758999456,950,475,475,+2.32pp (+8% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,0.019421096382156,***,0.00746084345538504,0.00958286700891083,0.285935657520562,0.271576396624524,802,401,401,+1.94pp (+7% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,0.031084772236893,***,0.00851083973457175,0.000304632662176762,0.290800826673648,0.277681743303824,626,313,313,+3.11pp (+11% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,-0.0165884408244691,***,0.00551168785098502,0.0027074294462818,0.240715241721307,0.244758420920797,1428,714,714,-1.66pp (-7% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,0.0244680368771653,***,0.00729745767764479,0.000863577217886383,0.2772017537435,0.263619758999456,950,475,475,+2.45pp (+9% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,0.0201842827688782,***,0.00762125553633533,0.00840695785425058,0.285935657520562,0.271576396624524,802,401,401,+2.02pp (+7% of mean),
Housing,census,housing_foundation_modern,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,0.0320423341152006,***,0.00844885850448652,0.00017906000254691,0.290800826673648,0.277681743303824,626,313,313,+3.20pp (+11% of mean),
