outcome_group,dataset,outcome,spec,threshold,lag,treatment_kind,c_mig_log_flag,scale_form,beta,stars,se,pval,mean_y,sd_y,n,n_muni,n_unit,interpret,err
Labour force,census,flfp_wage,S_log_log_lag9,50,9,log_int,TRUE,log/log,0.00503166877699605,"",0.00670470775212685,0.453414092284184,0.0942322386719001,0.060830392702898,802,401,401,+0.50pp (+5% of mean),
Labour force,census,flfp_wage,S_log_log_lag9,100,9,log_int,TRUE,log/log,0.00350940254100175,"",0.00607131011044976,0.563660465084393,0.0959966256127788,0.0625320304076841,626,313,313,+0.35pp (+4% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,0.0428140745497456,***,0.0104004157915307,0.0000429533158551699,0.0849491949099655,0.0578947092535741,1428,714,714,+4.28pp (+50% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,-0.00458949666459851,"",0.0132607084502764,0.729423087045571,0.093151216497481,0.0603088124032956,950,475,475,-0.46pp (-5% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,-0.0107664399430004,"",0.014955098501718,0.471996113917693,0.0942322386719001,0.060830392702898,802,401,401,-1.08pp (-11% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-0.00863261776212771,"",0.0150345757112746,0.566256790356385,0.0959966256127788,0.0625320304076841,626,313,313,-0.86pp (-9% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,0.0013909885306956,"",0.0170731641096841,0.935089283219205,0.0849491949099655,0.0578947092535741,1428,714,714,+0.14pp (+2% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,-0.0320213644302992,"",0.0232734891450269,0.169510708028104,0.093151216497481,0.0603088124032956,950,475,475,-3.20pp (-34% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,-0.00817834183117272,"",0.0198110185807609,0.679961268090593,0.0942322386719001,0.060830392702898,802,401,401,-0.82pp (-9% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,-0.0204086700970152,"",0.0209974068284519,0.331822640650416,0.0959966256127788,0.0625320304076841,626,313,313,-2.04pp (-21% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,-0.0315432992161101,**,0.0135435047322796,0.020135723103738,0.0849491949099655,0.0578947092535741,1428,714,714,-3.15pp (-37% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,-0.0240332604276635,"",0.0166300486066335,0.149070687873197,0.093151216497481,0.0603088124032956,950,475,475,-2.40pp (-26% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,-0.000162375131055699,"",0.017413420800603,0.992564712980733,0.0942322386719001,0.060830392702898,802,401,401,-0.02pp (-0% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,-0.0148384982895029,"",0.0191847655449966,0.43984044296949,0.0959966256127788,0.0625320304076841,626,313,313,-1.48pp (-15% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,-0.0271047479274395,***,0.00651381363853909,0.0000355364110924112,0.0849491949099655,0.0578947092535741,1428,714,714,-2.71pp (-32% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,-0.0046160297331987,"",0.00510181499703483,0.366040591938414,0.093151216497481,0.0603088124032956,950,475,475,-0.46pp (-5% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,0.00057903178413084,"",0.00559294084004758,0.917594990122947,0.0942322386719001,0.060830392702898,802,401,401,+0.06pp (+1% of mean),
Labour force,census,flfp_wage,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,-0.00158625550448485,"",0.00548646893044697,0.772680502265933,0.0959966256127788,0.0625320304076841,626,313,313,-0.16pp (-2% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.0199254926270896,***,0.00501190939650635,0.0000773475139481931,0.141869666583022,0.163747466561602,1428,714,714,-1.99pp (-14% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,-0.0183053477849867,***,0.00518590996258289,0.000456424400357945,0.133830246699688,0.138340842365878,950,475,475,-1.83pp (-14% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,-0.0134179880046838,**,0.00536078030993959,0.012712715768966,0.13121457941092,0.135585257429241,802,401,401,-1.34pp (-10% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,-0.0233976235384639,***,0.00694655006678541,0.0008513382384271,0.129472538649158,0.137009887544866,626,313,313,-2.34pp (-18% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,-0.0160670369382046,***,0.00514974977197159,0.00188163755558681,0.141869666583022,0.163747466561602,1428,714,714,-1.61pp (-11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,-0.0191030749198079,***,0.00517127185757901,0.000246406291694309,0.133830246699688,0.138340842365878,950,475,475,-1.91pp (-14% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,-0.0140660546596763,***,0.00539133463972237,0.00942084673110301,0.13121457941092,0.135585257429241,802,401,401,-1.41pp (-11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,-0.0237791214357655,***,0.00692292505206423,0.000673126653691616,0.129472538649158,0.137009887544866,626,313,313,-2.38pp (-18% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag8,0,8,log_int,FALSE,log/lin,-0.0110359451371706,*,0.00566384573073858,0.0517483319374349,0.141869666583022,0.163747466561602,1428,714,714,-1.10pp (-8% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag8,25,8,log_int,FALSE,log/lin,-0.0197630703607195,***,0.00529256962939756,0.000211279140197871,0.133830246699688,0.138340842365878,950,475,475,-1.98pp (-15% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag8,50,8,log_int,FALSE,log/lin,-0.0144092939689724,***,0.00552207876035862,0.00941043183016531,0.13121457941092,0.135585257429241,802,401,401,-1.44pp (-11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag8,100,8,log_int,FALSE,log/lin,-0.0240800527638511,***,0.00692893846289173,0.000582587517633393,0.129472538649158,0.137009887544866,626,313,313,-2.41pp (-19% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag9,0,9,log_int,FALSE,log/lin,0.000422606098648314,"",0.00643365142607347,0.947645579451917,0.141869666583022,0.163747466561602,1428,714,714,+0.04pp (+0% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag9,25,9,log_int,FALSE,log/lin,-0.0191718299784925,***,0.00571031009635396,0.000850108609621485,0.133830246699688,0.138340842365878,950,475,475,-1.92pp (-14% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag9,50,9,log_int,FALSE,log/lin,-0.0140195380482653,**,0.0060482400549863,0.0209555835999019,0.13121457941092,0.135585257429241,802,401,401,-1.40pp (-11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_lin_lag9,100,9,log_int,FALSE,log/lin,-0.0226179267973588,***,0.00709684446693529,0.00158298793230219,0.129472538649158,0.137009887544866,626,313,313,-2.26pp (-17% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag6,0,6,log_int,TRUE,log/log,-0.00509117206182002,"",0.0153578270526434,0.740361676804111,0.141869666583022,0.163747466561602,1428,714,714,-0.51pp (-4% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag6,25,6,log_int,TRUE,log/log,0.0172951694516427,"",0.0232262312690173,0.456858694549503,0.133830246699688,0.138340842365878,950,475,475,+1.73pp (+13% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag6,50,6,log_int,TRUE,log/log,0.00262653582547767,"",0.0288467943838854,0.927497470164042,0.13121457941092,0.135585257429241,802,401,401,+0.26pp (+2% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag6,100,6,log_int,TRUE,log/log,-0.00674449304381678,"",0.0319169342953381,0.832780266992271,0.129472538649158,0.137009887544866,626,313,313,-0.67pp (-5% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag7,0,7,log_int,TRUE,log/log,0.0276826194454512,***,0.0104906228180516,0.00850174655686421,0.141869666583022,0.163747466561602,1428,714,714,+2.77pp (+20% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag7,25,7,log_int,TRUE,log/log,0.0283889371164313,"",0.026506313085471,0.284703002351539,0.133830246699688,0.138340842365878,950,475,475,+2.84pp (+21% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag7,50,7,log_int,TRUE,log/log,0.00296756896172778,"",0.0318658596640088,0.925849367009266,0.13121457941092,0.135585257429241,802,401,401,+0.30pp (+2% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag7,100,7,log_int,TRUE,log/log,-0.00577691604317099,"",0.0326251104008652,0.859568593237331,0.129472538649158,0.137009887544866,626,313,313,-0.58pp (-4% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag8,0,8,log_int,TRUE,log/log,0.0390835145914633,***,0.0119384970371736,0.00111257831891599,0.141869666583022,0.163747466561602,1428,714,714,+3.91pp (+28% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag8,25,8,log_int,TRUE,log/log,0.027577162853861,"",0.0236719566313998,0.244616336870868,0.133830246699688,0.138340842365878,950,475,475,+2.76pp (+21% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag8,50,8,log_int,TRUE,log/log,0.0157696369209419,"",0.0307710661330033,0.608596136876991,0.13121457941092,0.135585257429241,802,401,401,+1.58pp (+12% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag8,100,8,log_int,TRUE,log/log,0.0105380826428352,"",0.0293153215292698,0.719484037149764,0.129472538649158,0.137009887544866,626,313,313,+1.05pp (+8% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag9,0,9,log_int,TRUE,log/log,0.034248451690037,***,0.0063335092320572,0.0000000872830407120439,0.141869666583022,0.163747466561602,1428,714,714,+3.42pp (+24% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag9,25,9,log_int,TRUE,log/log,0.0141110092848495,"",0.0128834996467231,0.273951222590146,0.133830246699688,0.138340842365878,950,475,475,+1.41pp (+11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag9,50,9,log_int,TRUE,log/log,0.0114454171709915,"",0.0160623657504278,0.476532821416549,0.13121457941092,0.135585257429241,802,401,401,+1.14pp (+9% of mean),
Labour force,census,gap_lfp_m_minus_f,S_log_log_lag9,100,9,log_int,TRUE,log/log,0.0144069902565672,"",0.0166985340273206,0.388926755099756,0.129472538649158,0.137009887544866,626,313,313,+1.44pp (+11% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,-0.0563569357351399,*,0.0316359698424544,0.0752695169358899,0.141869666583022,0.163747466561602,1428,714,714,-5.64pp (-40% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,0.0240229759432901,"",0.0347377267330355,0.489556716313433,0.133830246699688,0.138340842365878,950,475,475,+2.40pp (+18% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,0.00846348247685199,"",0.0398670435147333,0.831986823505596,0.13121457941092,0.135585257429241,802,401,401,+0.85pp (+6% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-0.000449585622557269,"",0.0455164790306135,0.992125395691068,0.129472538649158,0.137009887544866,626,313,313,-0.04pp (-0% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,0.0231181389709762,"",0.038505796951814,0.548443295757907,0.141869666583022,0.163747466561602,1428,714,714,+2.31pp (+16% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,0.0456372863211811,"",0.0427682686402622,0.286477605227763,0.133830246699688,0.138340842365878,950,475,475,+4.56pp (+34% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,0.0103442594851553,"",0.0503783440682971,0.837417609247902,0.13121457941092,0.135585257429241,802,401,401,+1.03pp (+8% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,0.00908985778397501,"",0.0575844581569287,0.874675043194169,0.129472538649158,0.137009887544866,626,313,313,+0.91pp (+7% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,0.0765551045209198,***,0.0274597024019536,0.00544627314847789,0.141869666583022,0.163747466561602,1428,714,714,+7.66pp (+54% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,0.0504345672515251,"",0.0357507716074891,0.158981162004173,0.133830246699688,0.138340842365878,950,475,475,+5.04pp (+38% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,0.0357533130230106,"",0.0456691029139158,0.43416229346092,0.13121457941092,0.135585257429241,802,401,401,+3.58pp (+27% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,0.0456963296572261,"",0.0534234749844761,0.393007980933712,0.129472538649158,0.137009887544866,626,313,313,+4.57pp (+35% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,0.0534191560891032,***,0.0144269452272407,0.00022975700499354,0.141869666583022,0.163747466561602,1428,714,714,+5.34pp (+38% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,0.0171624524853359,"",0.0136934500282224,0.210702418115531,0.133830246699688,0.138340842365878,950,475,475,+1.72pp (+13% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,0.0133654655767108,"",0.0156952408973181,0.394966937055116,0.13121457941092,0.135585257429241,802,401,401,+1.34pp (+10% of mean),
Labour force,census,gap_lfp_m_minus_f,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,0.0181761187798584,"",0.0186499482194344,0.330516932932918,0.129472538649158,0.137009887544866,626,313,313,+1.82pp (+14% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.0040327196491639,"",0.00417119696563292,0.333971066832525,0.45604274793345,0.162185304961617,1428,714,714,-0.40pp (-1% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,-0.0136578250400224,***,0.00511254240587557,0.00781268879737696,0.44260747963999,0.175176634639557,950,475,475,-1.37pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,-0.0169363079992347,***,0.00569491553502052,0.00311813422890619,0.437754888927936,0.180818912992519,802,401,401,-1.69pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,-0.01429058718742,**,0.00716520592079833,0.0469736425676164,0.429419711811466,0.187186718735412,626,313,313,-1.43pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,-0.00182617529690718,"",0.00461125045619212,0.692204291413871,0.45604274793345,0.162185304961617,1428,714,714,-0.18pp (-0% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,-0.0136375607258503,***,0.00519540133739366,0.00894662782750845,0.44260747963999,0.175176634639557,950,475,475,-1.36pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,-0.0176234211621697,***,0.00575371064072126,0.00233974184948835,0.437754888927936,0.180818912992519,802,401,401,-1.76pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,-0.0141070770156321,*,0.00724752986182921,0.0524960398452778,0.429419711811466,0.187186718735412,626,313,313,-1.41pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag8,0,8,log_int,FALSE,log/lin,0.00273342582459599,"",0.00529411852765681,0.60579542872863,0.45604274793345,0.162185304961617,1428,714,714,+0.27pp (+1% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag8,25,8,log_int,FALSE,log/lin,-0.0131837844502598,**,0.0054790512547755,0.0165004744336692,0.44260747963999,0.175176634639557,950,475,475,-1.32pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag8,50,8,log_int,FALSE,log/lin,-0.0181129938115591,***,0.00592723188602425,0.00239432837648578,0.437754888927936,0.180818912992519,802,401,401,-1.81pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag8,100,8,log_int,FALSE,log/lin,-0.0142646705793659,*,0.00730204185630093,0.0516516968855597,0.429419711811466,0.187186718735412,626,313,313,-1.43pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag9,0,9,log_int,FALSE,log/lin,0.0126234564078938,**,0.0063814347771453,0.0482959560004063,0.45604274793345,0.162185304961617,1428,714,714,+1.26pp (+3% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag9,25,9,log_int,FALSE,log/lin,-0.0106993705221034,"",0.00686898307087556,0.119987122198908,0.44260747963999,0.175176634639557,950,475,475,-1.07pp (-2% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag9,50,9,log_int,FALSE,log/lin,-0.0186715429091621,***,0.00668720487060027,0.00548744137545552,0.437754888927936,0.180818912992519,802,401,401,-1.87pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_lin_lag9,100,9,log_int,FALSE,log/lin,-0.0145888933416555,*,0.00775519755662175,0.0608789747643471,0.429419711811466,0.187186718735412,626,313,313,-1.46pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_log_lag6,0,6,log_int,TRUE,log/log,-0.0212069999371246,*,0.012263825872812,0.0842004144234969,0.45604274793345,0.162185304961617,1428,714,714,-2.12pp (-5% of mean),
Labour force,census,mlfp_agri,S_log_log_lag6,25,6,log_int,TRUE,log/log,-0.0192551470820295,"",0.0252793544607314,0.446621123497223,0.44260747963999,0.175176634639557,950,475,475,-1.93pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_log_lag6,50,6,log_int,TRUE,log/log,-0.0123626964079137,"",0.029650625951478,0.676941906156419,0.437754888927936,0.180818912992519,802,401,401,-1.24pp (-3% of mean),
Labour force,census,mlfp_agri,S_log_log_lag6,100,6,log_int,TRUE,log/log,-0.0359004100129985,"",0.0307755608645467,0.244293781334165,0.429419711811466,0.187186718735412,626,313,313,-3.59pp (-8% of mean),
Labour force,census,mlfp_agri,S_log_log_lag7,0,7,log_int,TRUE,log/log,-0.00830465845451173,"",0.0113606110319898,0.46501651931017,0.45604274793345,0.162185304961617,1428,714,714,-0.83pp (-2% of mean),
Labour force,census,mlfp_agri,S_log_log_lag7,25,7,log_int,TRUE,log/log,-0.0173390734597489,"",0.029284739642546,0.554075557866044,0.44260747963999,0.175176634639557,950,475,475,-1.73pp (-4% of mean),
Labour force,census,mlfp_agri,S_log_log_lag7,50,7,log_int,TRUE,log/log,-0.03704126915783,"",0.034182015156643,0.279173691991608,0.437754888927936,0.180818912992519,802,401,401,-3.70pp (-8% of mean),
Labour force,census,mlfp_agri,S_log_log_lag7,100,7,log_int,TRUE,log/log,-0.0494696390843341,"",0.0364201681269481,0.175348759199378,0.429419711811466,0.187186718735412,626,313,313,-4.95pp (-12% of mean),
Labour force,census,mlfp_agri,S_log_log_lag8,0,8,log_int,TRUE,log/log,0.015219038467812,"",0.0124498695775915,0.221950685166004,0.45604274793345,0.162185304961617,1428,714,714,+1.52pp (+3% of mean),
Labour force,census,mlfp_agri,S_log_log_lag8,25,8,log_int,TRUE,log/log,0.00989196686262585,"",0.027266682235288,0.716926565038536,0.44260747963999,0.175176634639557,950,475,475,+0.99pp (+2% of mean),
Labour force,census,mlfp_agri,S_log_log_lag8,50,8,log_int,TRUE,log/log,-0.0317092021005045,"",0.0323706181251717,0.32789178401797,0.437754888927936,0.180818912992519,802,401,401,-3.17pp (-7% of mean),
Labour force,census,mlfp_agri,S_log_log_lag8,100,8,log_int,TRUE,log/log,-0.0453472469167215,"",0.0359895120400511,0.208606365861337,0.429419711811466,0.187186718735412,626,313,313,-4.53pp (-11% of mean),
Labour force,census,mlfp_agri,S_log_log_lag9,0,9,log_int,TRUE,log/log,0.0257197440231964,***,0.0094216331397451,0.00649246924831208,0.45604274793345,0.162185304961617,1428,714,714,+2.57pp (+6% of mean),
Labour force,census,mlfp_agri,S_log_log_lag9,25,9,log_int,TRUE,log/log,0.0183458392396379,"",0.0156326523074242,0.241161071170503,0.44260747963999,0.175176634639557,950,475,475,+1.83pp (+4% of mean),
Labour force,census,mlfp_agri,S_log_log_lag9,50,9,log_int,TRUE,log/log,-0.00388314383071424,"",0.0163505252795814,0.81239553829273,0.437754888927936,0.180818912992519,802,401,401,-0.39pp (-1% of mean),
Labour force,census,mlfp_agri,S_log_log_lag9,100,9,log_int,TRUE,log/log,-0.0112661345502647,"",0.0174016509399398,0.517837798262042,0.429419711811466,0.187186718735412,626,313,313,-1.13pp (-3% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag6,0,6,lin_int,FALSE,lin/lin,-0.0500399700774945,"",0.0337875582800981,0.139043629570059,0.45604274793345,0.162185304961617,1428,714,714,-5.00pp (-11% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag6,25,6,lin_int,FALSE,lin/lin,-0.0302429450228643,"",0.0398501960129312,0.448280115509427,0.44260747963999,0.175176634639557,950,475,475,-3.02pp (-7% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag6,50,6,lin_int,FALSE,lin/lin,-0.0512065082894607,"",0.0415138040757265,0.218120505790051,0.437754888927936,0.180818912992519,802,401,401,-5.12pp (-12% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag6,100,6,lin_int,FALSE,lin/lin,-0.0728290827110358,"",0.0458409720712211,0.11313340696122,0.429419711811466,0.187186718735412,626,313,313,-7.28pp (-17% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag7,0,7,lin_int,FALSE,lin/lin,-0.0181293268043204,"",0.039188359895673,0.643777776782145,0.45604274793345,0.162185304961617,1428,714,714,-1.81pp (-4% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag7,25,7,lin_int,FALSE,lin/lin,-0.022677063630916,"",0.0483989066381444,0.639610325143764,0.44260747963999,0.175176634639557,950,475,475,-2.27pp (-5% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag7,50,7,lin_int,FALSE,lin/lin,-0.0924189610163626,*,0.0516181719415028,0.0741402002579052,0.437754888927936,0.180818912992519,802,401,401,-9.24pp (-21% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag7,100,7,lin_int,FALSE,lin/lin,-0.0924148068604925,"",0.0592976354697022,0.120130739029724,0.429419711811466,0.187186718735412,626,313,313,-9.24pp (-22% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag8,0,8,lin_int,FALSE,lin/lin,0.0583020561555793,*,0.032887565622918,0.0766938974299221,0.45604274793345,0.162185304961617,1428,714,714,+5.83pp (+13% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag8,25,8,lin_int,FALSE,lin/lin,0.0222579205445814,"",0.0430005711037216,0.604965474811725,0.44260747963999,0.175176634639557,950,475,475,+2.23pp (+5% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag8,50,8,lin_int,FALSE,lin/lin,-0.0562090863567852,"",0.0499221934808584,0.260868603797797,0.437754888927936,0.180818912992519,802,401,401,-5.62pp (-13% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag8,100,8,lin_int,FALSE,lin/lin,-0.0614482320486713,"",0.0602101531692425,0.308252387200927,0.429419711811466,0.187186718735412,626,313,313,-6.14pp (-14% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag9,0,9,lin_int,FALSE,lin/lin,0.056836631144452,***,0.0203859055958386,0.0054441396734327,0.45604274793345,0.162185304961617,1428,714,714,+5.68pp (+12% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag9,25,9,lin_int,FALSE,lin/lin,0.0177271807152968,"",0.0183614085627827,0.334807447478116,0.44260747963999,0.175176634639557,950,475,475,+1.77pp (+4% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag9,50,9,lin_int,FALSE,lin/lin,0.00169846477182896,"",0.0176859937946046,0.923541302428566,0.437754888927936,0.180818912992519,802,401,401,+0.17pp (+0% of mean),
Labour force,census,mlfp_agri,S_lin_lin_lag9,100,9,lin_int,FALSE,lin/lin,-0.00142389858639027,"",0.0208694809366977,0.945647245783417,0.429419711811466,0.187186718735412,626,313,313,-0.14pp (-0% of mean),
Labour force,census,mlfp_all,S_log_lin_lag6,0,6,log_int,FALSE,log/lin,-0.0123422725385805,***,0.00386516837835301,0.00146888568035726,0.788124732814487,0.0744763384412162,1428,714,714,-1.23pp (-2% of mean),
Labour force,census,mlfp_all,S_log_lin_lag6,25,6,log_int,FALSE,log/lin,-0.0150461539127006,***,0.00371050408429029,0.00005859947896493,0.78618498755781,0.0768277946104009,950,475,475,-1.50pp (-2% of mean),
Labour force,census,mlfp_all,S_log_lin_lag6,50,6,log_int,FALSE,log/lin,-0.0211706453397279,***,0.00389394717899876,0.0000000945588241014629,0.782791662417726,0.0788930273922393,802,401,401,-2.12pp (-3% of mean),
Labour force,census,mlfp_all,S_log_lin_lag6,100,6,log_int,FALSE,log/lin,-0.0212737994156201,***,0.00462796576657087,0.00000623994976630582,0.778874830299637,0.0807881404717007,626,313,313,-2.13pp (-3% of mean),
Labour force,census,mlfp_all,S_log_lin_lag7,0,7,log_int,FALSE,log/lin,-0.0118929618289304,***,0.0040309193743393,0.00327727985386121,0.788124732814487,0.0744763384412162,1428,714,714,-1.19pp (-2% of mean),
Labour force,census,mlfp_all,S_log_lin_lag7,25,7,log_int,FALSE,log/lin,-0.0145837258726903,***,0.00388482263883701,0.000195622513439405,0.78618498755781,0.0768277946104009,950,475,475,-1.46pp (-2% of mean),
Labour force,census,mlfp_all,S_log_lin_lag7,50,7,log_int,FALSE,log/lin,-0.0211606288559044,***,0.0039360171789278,0.000000129621788693757,0.782791662417726,0.0788930273922393,802,401,401,-2.12pp (-3% of mean),
Labour force,census,mlfp_all,S_log_lin_lag7,100,7,log_int,FALSE,log/lin,-0.0208379284878653,***,0.00466248418556515,0.0000109951115582417,0.778874830299637,0.0807881404717007,626,313,313,-2.08pp (-3% of mean),
