dataset,outcome,group,spec,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_unit,n_muni,n_years,sd_y,r2_within,err,grid_c_mig,grid_c_fx,grid_block_set,grid_treatment
census,housing_foundation_traditional,Housing,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0235619303009619,***,0.704773123110608,-2.35619303009619,-3.34319365031518,0.00396551404616263,7.53180131868301e-09,626,313,313,2,0.277731196634169,0.146612343069475,,FALSE,TRUE,blockA_only,log_int
census,housing_roof_modern,Housing,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00824632881930743,"",0.661583389153435,0.824632881930743,1.24645342590289,0.00535673137523251,0.124712180779097,626,313,313,2,0.303952164838171,0.197980377716105,,FALSE,TRUE,blockA_only,log_int
census,housing_roof_traditional,Housing,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00308371354678745,"",0.147626615414826,0.308371354678745,2.08886015446626,0.00486846924705858,0.526933120830297,626,313,313,2,0.198165722790323,0.232157051882926,,FALSE,TRUE,blockA_only,log_int
census,fem_ownership_house,Female Ownership,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00279319206466467,**,0.101812260236939,0.279319206466467,2.74347319091465,0.00118571784015808,0.0191065116933665,939,313,313,3,0.0558152983395581,0.131823568385615,,FALSE,TRUE,blockA_only,log_int
census,fem_ownership_land,Female Ownership,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00241547084434984,*,0.182654959964251,0.241547084434984,1.32242280462715,0.0013697866783017,0.0788131948496665,939,313,313,3,0.0779616984438522,0.150893308558753,,FALSE,TRUE,blockA_only,log_int
census,fem_ownership_both,Female Ownership,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0019615895548093,**,0.0925763628425536,0.19615895548093,2.11888812065928,0.000976860848525438,0.0454992112887492,939,313,313,3,0.0508216404692334,0.15604092209297,,FALSE,TRUE,blockA_only,log_int
census,fem_ownership_livestock,Female Ownership,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00419024388830722,"",0.0799096078382976,0.419024388830722,5.2437297612403,0.00318419908683123,0.189157180848379,313,313,313,1,0.0446679777852517,,1-year outcome: cross-section (no entity FE),FALSE,TRUE,blockA_only,log_int
census,ent_has_nonagro,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00700104377006322,**,0.138674765666358,-0.700104377006322,-5.0485347758995,0.00271339455179554,0.0103318599258068,626,313,313,2,0.0847809374065196,0.29777799656634,,FALSE,TRUE,blockA_only,log_int
census,ent_cottage,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00237889323774992,"",0.0612122408709042,0.237889323774992,3.88630313790827,0.00261614580690058,0.363887253532905,626,313,313,2,0.0773882219524663,0.0356357558700481,,FALSE,TRUE,blockA_only,log_int
census,ent_trade,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.001893903098953,"",0.166158980503466,-0.1893903098953,-1.13981386574137,0.00278492440083662,0.496973615695071,626,313,313,2,0.140530945139087,0.0546490704659979,,FALSE,TRUE,blockA_only,log_int
census,ent_transport,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00134986143821701,**,0.0120955367161441,-0.134986143821701,-11.1599962026929,0.000556059814105984,0.0157668606727406,626,313,313,2,0.0162486738828225,0.242482115882518,,FALSE,TRUE,blockA_only,log_int
census,ent_services,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0073710713835227,*,0.189467456219451,0.73710713835227,3.89041555241295,0.00394466877231562,0.0626132047200083,626,313,313,2,0.199660907711857,0.0296533243940249,,FALSE,TRUE,blockA_only,log_int
census,ent_other,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00764356056894048,**,0.117317985260621,-0.764356056894048,-6.51525045538444,0.00341487471537258,0.0259057308065094,626,313,313,2,0.132566925013327,0.0628398984868229,,FALSE,TRUE,blockA_only,log_int
census,ent_female_owner_share,Enterprise,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00372540612745413,**,0.0448769009943358,-0.372540612745413,-8.30138901062783,0.00173064536105708,0.032115795218168,313,313,313,1,0.0266197928271879,,1-year outcome: cross-section (no entity FE),FALSE,TRUE,blockA_only,log_int
census,absent_hh_share,Absent HH,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0208242843940994,***,0.266911919398183,2.08242843940994,7.80193122924326,0.00181730893450685,1.31202014483475e-25,939,313,313,3,0.130636261406532,0.341745173646489,,FALSE,TRUE,blockA_only,log_int
census,hh_death_12m,Absent HH,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00013073058258454,"",0.0299317911129661,0.013073058258454,0.436761642800282,0.000342665195935598,0.703083705357978,626,313,313,2,0.00896059963725258,0.0394193594123005,,FALSE,TRUE,blockA_only,log_int
census,mar_ever_married_15_60,Marriage,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00594167681865335,***,0.735304455834165,-0.594167681865335,-0.808056686112805,0.00120521491373888,1.33842079193462e-06,939,313,313,3,0.0431306118142588,0.16195586711283,,FALSE,TRUE,blockA_only,log_int
census,mar_never_married_15_60,Marriage,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00600001632312488,***,0.263373135338992,0.600001632312488,2.27814287717772,0.00120893533715528,1.14338185637581e-06,939,313,313,3,0.0436746769586873,0.169402645680812,,FALSE,TRUE,blockA_only,log_int
census,mar_female_age_first_mean,Marriage,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.088698102593819,***,18.1390519756869,8.8698102593819,0.488989737240446,0.0260012396661484,0.000731687065764532,939,313,313,3,0.749647336456507,0.106178015548486,,FALSE,TRUE,blockA_only,log_int
census,mar_female_married_by_18,Marriage,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0214329634103883,***,0.39811024309706,-2.14329634103883,-5.38367544719588,0.00320285969915529,1.02226864226387e-10,939,313,313,3,0.101946624771593,0.183472886216775,,FALSE,TRUE,blockA_only,log_int
census,mar_female_married_by_20,Marriage,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00747587874303813,***,0.710729216702766,-0.747587874303813,-1.05186033827629,0.00256369640963222,0.00380175509896233,939,313,313,3,0.0871831591139876,0.147512006852739,,FALSE,TRUE,blockA_only,log_int
census,fert_birth_mean,Fertility,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0332596662678125,***,2.38547706934962,3.32596662678125,1.39425638146588,0.00983297525467055,0.000809933036054876,939,313,313,3,0.483484577841015,0.156053366787611,,FALSE,TRUE,blockA_only,log_int
census,fert_birth_son_mean,Fertility,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.015876220957411,***,1.24026468827676,1.5876220957411,1.28006715884733,0.00510984133827081,0.00206384661024406,939,313,313,3,0.246081150563533,0.159807823036301,,FALSE,TRUE,blockA_only,log_int
census,fert_birth_dau_mean,Fertility,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0173834453104013,***,1.14521238107286,1.73834453104013,1.51792327761215,0.00495970982656256,0.000523611991698821,939,313,313,3,0.242807799276671,0.138608390459695,,FALSE,TRUE,blockA_only,log_int
census,fert_births_last12m_share,Fertility,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0040126207285529,***,0.0735485699469005,0.40126207285529,5.45574269010243,0.000713695618626839,4.18487851833324e-08,939,313,313,3,0.0250023536651688,0.135092798620048,,FALSE,TRUE,blockA_only,log_int
census,fert_births_last12m_rate,Fertility,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00401397086808871,***,0.0737758101590412,0.401397086808871,5.44076826731641,0.000720555425304989,5.48518553053978e-08,939,313,313,3,0.0249358069078263,0.136183061447035,,FALSE,TRUE,blockA_only,log_int
census,mort_children_dead_mean,Child Mortality,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00254425618015743,"",0.139936557543282,0.254425618015743,1.8181497564498,0.0020791186041509,0.221981725305935,939,313,313,3,0.0998558614876546,0.141698262377939,,FALSE,TRUE,blockA_only,log_int
census,mort_child_dead_any,Child Mortality,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00163949475954453,"",0.090901167246913,0.163949475954453,1.80360143791245,0.00114069186580557,0.151640264882762,939,313,313,3,0.054203605406945,0.132985755642255,,FALSE,TRUE,blockA_only,log_int
census,mort_child_death_ratio,Child Mortality,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.000366917275416376,"",0.0543548071590692,0.0366917275416376,0.675041076574136,0.000645229027173226,0.569994575655482,939,313,313,3,0.0297350217008223,0.090966793125181,,FALSE,TRUE,blockA_only,log_int
census,work_share_agriculture,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00215324322443224,"",0.448975297671398,-0.215324322443224,-0.479590577833569,0.00315256815474971,0.495105838570081,939,313,313,3,0.19875976434015,0.102229959085592,,FALSE,TRUE,blockA_only,log_int
census,work_share_nonagriculture,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000340251879319911,"",0.243876178272183,-0.0340251879319911,-0.139518292327907,0.00154064862298804,0.825353871724122,939,313,313,3,0.118712813082011,0.174738968326569,,FALSE,TRUE,blockA_only,log_int
census,work_share_wage_nonagri,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00128457819840273,"",0.143680034622895,-0.128457819840273,-0.894054766742124,0.00105044102754785,0.222292575359635,939,313,313,3,0.0792136307706197,0.142237260726032,,FALSE,TRUE,blockA_only,log_int
census,work_share_own_nonagri,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.000670892772099319,"",0.0650698445955407,0.0670892772099319,1.03103484612486,0.00069408229954305,0.334497842663356,939,313,313,3,0.0372610235273704,0.0937997795743032,,FALSE,TRUE,blockA_only,log_int
census,work_share_extended_econ,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.018571515852597,**,0.0310728455296704,-1.8571515852597,-59.7676702472058,0.00724177895142891,0.0108003036587918,626,313,313,2,0.0236450651062892,0.073442546475315,,FALSE,TRUE,blockA_only,log_int
census,work_share_job_seeking,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00175117253884433,"",0.037039585537751,0.175117253884433,4.72784053444531,0.00115910530447928,0.131852349810082,939,313,313,3,0.0426785486505595,0.0713211591363426,,FALSE,TRUE,blockA_only,log_int
census,work_share_household_chores,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00659469343376374,**,0.156818639807496,-0.659469343376374,-4.20529947323807,0.00255223513421662,0.0102237228695283,939,313,313,3,0.0940984320309098,0.0823119073504629,,FALSE,TRUE,blockA_only,log_int
census,work_share_student,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00484232943970615,***,0.153942343118035,0.484232943970615,3.14554744433979,0.00103586965307336,4.38798389312075e-06,939,313,313,3,0.0449432793675659,0.182501088652774,,FALSE,TRUE,blockA_only,log_int
census,work_share_no_work,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.000388234746561321,"",0.0297048445931062,0.0388234746561321,1.30697450829762,0.000396131103557052,0.327812727549781,939,313,313,3,0.0143591607248486,0.0744649745092862,,FALSE,TRUE,blockA_only,log_int
census,work_lfp,Work Activity,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00257061327636717,"",0.693100841052149,-0.257061327636717,-0.370885897709328,0.00260288096716571,0.324112339535508,939,313,313,3,0.12027477584943,0.0737901269851188,,FALSE,TRUE,blockA_only,log_int
census,occ_share_armed_forces,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00028678169709999,"",0.00206896581495988,-0.028678169709999,-13.8611133652564,0.000299403150912207,0.338882741982206,939,313,313,3,0.0140009224448084,0.16680335379569,,FALSE,TRUE,blockA_only,log_int
census,occ_share_managers,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000416445804403425,"",0.022825882409517,-0.0416445804403425,-1.82444558739071,0.000617964847789354,0.500874565584091,939,313,313,3,0.0311275114920486,0.44065786261866,,FALSE,TRUE,blockA_only,log_int
census,occ_share_professionals,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000236058201224431,"",0.0366184368041767,-0.0236058201224431,-0.644643031833368,0.000349922333657081,0.500428407952336,939,313,313,3,0.0203322247043317,0.112025271157319,,FALSE,TRUE,blockA_only,log_int
census,occ_share_technicians,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000643234434312023,**,0.0150601484395419,-0.0643234434312024,-4.2711028838411,0.000300802972611334,0.0332614424558497,939,313,313,3,0.017441398802964,0.146163867122545,,FALSE,TRUE,blockA_only,log_int
census,occ_share_office_assistants,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000512977989708175,**,0.0122198932107397,-0.0512977989708175,-4.19789257452214,0.000204763624264705,0.0127468813034838,939,313,313,3,0.0145265741772717,0.206147155949995,,FALSE,TRUE,blockA_only,log_int
census,occ_share_service_sales,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00231640048394757,**,0.0617818455693121,-0.231640048394757,-3.74932225251969,0.00095667005680266,0.0160345473723492,939,313,313,3,0.0515578256701328,0.155938140241724,,FALSE,TRUE,blockA_only,log_int
census,occ_share_agriculture,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00137490987681792,"",0.640528197294036,0.137490987681792,0.214652513757606,0.00267401407648032,0.607493973769286,939,313,313,3,0.214611430836963,0.160287567743653,,FALSE,TRUE,blockA_only,log_int
census,occ_share_craft_trades,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000536245562124964,"",0.0654558134630519,-0.0536245562124964,-0.819248182482158,0.000981465888929396,0.585200690181522,939,313,313,3,0.0472220378683906,0.176089052505227,,FALSE,TRUE,blockA_only,log_int
census,occ_share_machine_operators,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.000953079060339129,**,0.0186665925796954,0.0953079060339129,5.10580094503076,0.000379442210357351,0.0125167549808799,939,313,313,3,0.0190845006200429,0.144775358467377,,FALSE,TRUE,blockA_only,log_int
census,occ_share_elementary,Occupation,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00270791624033427,"",0.124436712051032,0.270791624033427,2.17613933677688,0.00175453646683249,0.123752275732504,939,313,313,3,0.0941402028705114,0.162633433884039,,FALSE,TRUE,blockA_only,log_int
census,ind_agri_forestry_fish,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00304509831009249,"",0.685409208663891,-0.304509831009249,-0.444274496403176,0.00288040424120187,0.291248473894505,939,313,313,3,0.197403151972686,0.106685034914859,,FALSE,TRUE,blockA_only,log_int
census,ind_manufacturing,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00103185418941096,"",0.049518817244869,-0.103185418941096,-2.08376178354276,0.000756241790707913,0.173409264591385,939,313,313,3,0.0445560372709019,0.112718384830473,,FALSE,TRUE,blockA_only,log_int
census,ind_construction,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00505746757319667,***,0.0398682733398838,0.505746757319667,12.6854442129482,0.000973612667345922,3.71220966100147e-07,939,313,313,3,0.034577255699402,0.16505230931307,,FALSE,TRUE,blockA_only,log_int
census,ind_wholesale_retail,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00239139963448716,**,0.0748141212661894,0.239139963448716,3.19645488580763,0.00105505834353594,0.0240988134232233,939,313,313,3,0.0538832165883682,0.13251360248112,,FALSE,TRUE,blockA_only,log_int
census,ind_transport_accommodation,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000537277972534987,"",0.0312052844881973,-0.0537277972534987,-1.72175316247542,0.000501763409831939,0.285096211669787,939,313,313,3,0.0309937895466327,0.0948343911229284,,FALSE,TRUE,blockA_only,log_int
census,ind_finance_real_estate_prof,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000754581220128986,**,0.0145050087931331,-0.0754581220128986,-5.20221139394424,0.000368490412276634,0.0414201263134167,939,313,313,3,0.0221836666715121,0.415990576303133,,FALSE,TRUE,blockA_only,log_int
census,ind_public_admin_defence,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00150179109149689,**,0.0171225909948145,-0.150179109149689,-8.77081682294288,0.000660953939266698,0.0237573431372843,939,313,313,3,0.0274492797136023,0.202250636877249,,FALSE,TRUE,blockA_only,log_int
census,ind_education,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000274993584327404,"",0.0329227798689556,-0.0274993584327404,-0.835268423328699,0.000317506012865297,0.387098042456381,939,313,313,3,0.0154022674594352,0.0410507683830604,,FALSE,TRUE,blockA_only,log_int
census,ind_health,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000253030046043986,*,0.00744103365318199,-0.0253030046043986,-3.40046904553084,0.000136058301411439,0.063866501115114,939,313,313,3,0.00791179819504422,0.178539385747139,,FALSE,TRUE,blockA_only,log_int
census,ind_arts_recreation,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-3.50052344649008e-05,"",0.00119603472519256,-0.00350052344649008,-2.9267740917192,0.000129404659967263,0.786946900784077,939,313,313,3,0.00332227223887238,0.347826109621251,,FALSE,TRUE,blockA_only,log_int
census,ind_others,Industry,tx_log_int_nocmig_cfx_blk_blockA_only,100,-1.52355591832389e-05,"",0.0459968469616923,-0.00152355591832389,-0.0331230512298541,0.00114790097515875,0.989418840723275,939,313,313,3,0.0439905652618087,0.0644238536480754,,FALSE,TRUE,blockA_only,log_int
census,emp_share_employer,Employment Status,tx_log_int_nocmig_cfx_blk_blockA_only,100,2.9967565403269e-05,"",0.0221520538367096,0.0029967565403269,0.135281205183819,0.000401659309694761,0.940573297325843,939,313,313,3,0.01705902728429,0.116294717023579,,FALSE,TRUE,blockA_only,log_int
census,emp_share_employee,Employment Status,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00425941137925514,**,0.234867481850859,-0.425941137925514,-1.81353814742216,0.00164773928100018,0.010191460359128,939,313,313,3,0.142913922490402,0.116207559085455,,FALSE,TRUE,blockA_only,log_int
census,emp_share_self_employed,Employment Status,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00537727113140327,**,0.668684230206625,0.537727113140327,0.80415701290603,0.0022684782442863,0.0183749804611175,939,313,313,3,0.150097627319846,0.0946862785967911,,FALSE,TRUE,blockA_only,log_int
census,emp_share_unpaid_family_worker,Employment Status,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0011478273175514,"",0.0742962341058062,-0.11478273175514,-1.54493337564965,0.00154236675202671,0.457316396496734,939,313,313,3,0.0605056503033513,0.0433631932300305,,FALSE,TRUE,blockA_only,log_int
census,mig_in_share,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00482625530143995,"",0.12014651914473,0.482625530143995,4.01697472036303,0.00335007764491078,0.15068921857219,939,313,313,3,0.15251082682953,0.270635007412704,,FALSE,TRUE,blockA_only,log_int
census,mig_in_domestic,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00307831435043061,"",0.108537918423105,0.307831435043061,2.83616490453655,0.0032098002183351,0.338283132879025,939,313,313,3,0.141672200635943,0.305899471038248,,FALSE,TRUE,blockA_only,log_int
census,mig_in_international,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00174794095100934,**,0.0116086007216255,0.174794095100934,15.0572923724831,0.000711714268184404,0.01459575131744,939,313,313,3,0.0175269068936434,0.167494175320659,,FALSE,TRUE,blockA_only,log_int
census,mig_in_from_rural,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00447571166824815,*,0.0901589963440248,0.447571166824815,4.96424300373744,0.0026514406455493,0.0924047152007148,939,313,313,3,0.114265174486305,0.186492971064611,,FALSE,TRUE,blockA_only,log_int
census,mig_in_from_urban,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000327674308633086,"",0.0175527506110727,-0.0327674308633086,-1.86679749455553,0.00124408423673789,0.792426978375983,939,313,313,3,0.0391368639423682,0.366329315644707,,FALSE,TRUE,blockA_only,log_int
census,mig_in_reason_economic,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00194986909857826,"",0.0306123392589724,-0.194986909857826,-6.36955275479888,0.00134435615368028,0.147948466924368,939,313,313,3,0.0492261399024996,0.356801348896255,,FALSE,TRUE,blockA_only,log_int
census,mig_in_reason_noneconomic,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00704434689123921,***,0.0856103896145756,0.704434689123921,8.22837849816288,0.00234699177542018,0.00290399282431236,939,313,313,3,0.108563918486836,0.193402527435904,,FALSE,TRUE,blockA_only,log_int
census,mig_in_reason_study,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.000675764744967282,*,0.00926651967349165,-0.0675764744967281,-7.29254098386489,0.000398628594158647,0.0910306239437771,939,313,313,3,0.0194293470685058,0.456394490943407,,FALSE,TRUE,blockA_only,log_int
census,mig_in_reason_marriage,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00396115908191956,***,0.0487558523761898,0.396115908191956,8.12447919350501,0.00139472107678692,0.00480612136218669,939,313,313,3,0.0645265671725765,0.222105844131289,,FALSE,TRUE,blockA_only,log_int
census,mig_in_return,In-migration,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00285680011300331,***,0.0168611538471111,-0.285680011300331,-16.9430878746936,0.000772274310832207,0.000255524827144249,313,313,313,1,0.0162015594332281,,1-year outcome: cross-section (no entity FE),FALSE,TRUE,blockA_only,log_int
census,flfp_all,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0105683087173026,***,0.64369155425916,1.05683087173026,1.64182808479846,0.00326754054679037,0.001349967637213,939,313,313,3,0.183653385844689,0.0632460694650063,,FALSE,TRUE,blockA_only,log_int
census,fem_employment_rate,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00810109178215503,**,0.630562388265286,0.810109178215503,1.2847407223957,0.00336605243931977,0.0166780647513024,939,313,313,3,0.184049439761369,0.0562478654406914,,FALSE,TRUE,blockA_only,log_int
census,flfp_agri,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0115015989455402,***,0.471652064342412,1.15015989455402,2.43857703910955,0.00416043440442672,0.00603978148765041,939,313,313,3,0.219246040111736,0.119818806447532,,FALSE,TRUE,blockA_only,log_int
census,flfp_nonagri,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00340050716338519,"",0.158910323922874,-0.340050716338519,-2.13989064992127,0.00209340805037333,0.105302772935356,939,313,313,3,0.0838117961935786,0.237166279478258,,FALSE,TRUE,blockA_only,log_int
census,flfp_wage,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00129527156347818,"",0.0813748116959176,0.129527156347818,1.59173525134333,0.000986791158257917,0.190279252969571,939,313,313,3,0.060394552102902,0.278871610928818,,FALSE,TRUE,blockA_only,log_int
census,flfp_chores_only,Female Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0145321129681109,***,0.214871811336258,-1.45321129681109,-6.76315468173218,0.00275497842410452,2.48925044951231e-07,939,313,313,3,0.167317525592575,0.127302522848704,,FALSE,TRUE,blockA_only,log_int
census,mlfp_all,Male Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0110666681087175,***,0.784474169795681,-1.10666681087175,-1.41071159954187,0.00208655334809256,2.15282127956391e-07,939,313,313,3,0.0724688403100678,0.198796441286791,,FALSE,TRUE,blockA_only,log_int
census,mlfp_agri,Male Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00784215175008805,**,0.446697375756298,-0.784215175008805,-1.7555849162558,0.00311328292797421,0.0122707238729506,939,313,313,3,0.186759167357246,0.111121782578643,,FALSE,TRUE,blockA_only,log_int
census,mlfp_nonagri,Male Labor,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00492576752703091,**,0.314496848044596,-0.492576752703091,-1.5662374862124,0.00235550846216308,0.0373214655555469,939,313,313,3,0.149636967989655,0.129291958077568,,FALSE,TRUE,blockA_only,log_int
census,share_women,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00866179058966158,***,0.54387855779426,0.866179058966158,1.592596447411,0.000834369580638579,6.98508123892156e-22,939,313,313,3,0.0417788136896187,0.289680129301847,,FALSE,TRUE,blockA_only,log_int
census,share_men,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00866179058966159,***,0.45612144220574,-0.866179058966159,-1.89900973472643,0.000834369580638578,6.98508123892069e-22,939,313,313,3,0.0417788136896187,0.289680129301848,,FALSE,TRUE,blockA_only,log_int
census,fem_share_of_ag_workers,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0246566445614506,***,0.547369384025854,2.46566445614506,4.50457137008709,0.00232629403947224,1.27028588024954e-22,939,313,313,3,0.109525058705922,0.293882122425885,,FALSE,TRUE,blockA_only,log_int
census,fem_ag_specialization_ratio,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0601444675717573,***,1.07881754497511,6.01444675717573,5.5750360987265,0.00718288809368359,1.91915222596639e-15,939,313,313,3,0.342567992333356,0.205289167776189,,FALSE,TRUE,blockA_only,log_int
census,fem_wage_share_of_employment,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00156320902457382,"",0.150475237109224,-0.156320902457382,-1.038848022176,0.00179171665470029,0.383625998587621,939,313,313,3,0.126907010346052,0.17651590662576,,FALSE,TRUE,blockA_only,log_int
census,gap_lfp_m_minus_f,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0216349768260201,***,0.14078261553652,-2.16349768260201,-15.3676480178817,0.00286716016298172,4.96863758776394e-13,939,313,313,3,0.154788191946006,0.20053894471565,,FALSE,TRUE,blockA_only,log_int
census,gap_nonagri_m_minus_f,Gender Gaps,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00152526036364574,"",0.155586524121722,-0.152526036364574,-0.980329351951113,0.00238368424282099,0.522723337713101,939,313,313,3,0.102823461929667,0.13865232555295,,FALSE,TRUE,blockA_only,log_int
census,head_female_share,HH Head,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.0141007908133532,***,0.276502373520523,1.41007908133532,5.0996997363231,0.00169876950507893,3.17246207728131e-15,939,313,313,3,0.104366518698116,0.222198692079825,,FALSE,TRUE,blockA_only,log_int
census,head_age_mean,HH Head,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.138167536592475,***,46.6747638324733,-13.8167536592475,-0.296021929727145,0.045149296981016,0.00240367035796332,939,313,313,3,2.73153234443818,0.11507644260411,,FALSE,TRUE,blockA_only,log_int
census,head_elderly_share,HH Head,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.00295099447708511,***,0.22649690238871,-0.295099447708511,-1.30288513704292,0.00103059966033528,0.00447536179699412,939,313,313,3,0.0575233121823675,0.115643763644029,,FALSE,TRUE,blockA_only,log_int
census,head_young_share,HH Head,tx_log_int_nocmig_cfx_blk_blockA_only,100,0.00155015318223144,*,0.130181906122526,0.155015318223144,1.19075932163142,0.000789157366647887,0.0503810272232247,939,313,313,3,0.0397261849799776,0.170460575714944,,FALSE,TRUE,blockA_only,log_int
census,head_female_elderly,HH Head,tx_log_int_nocmig_cfx_blk_blockA_only,100,-0.0010083783548514,**,0.0538209506971417,-0.10083783548514,-1.87357960383438,0.000441616964441009,0.023080169396882,939,313,313,3,0.0246600146732793,0.102203145054518,,FALSE,TRUE,blockA_only,log_int
