outcome_group,dataset,outcome,spec,threshold,lag,treatment_kind,c_mig_log_flag,beta,stars,se,pval,mean_y,sd_y,n,n_muni,interpret,err
Assets / amenities,census,amen_water_piped,S_both_linear,100,0,lin_int,FALSE,0.0177214022091221,"",0.0381882518331801,0.642932833301851,0.625192530622425,0.309931118936912,939,313,+1.77pp (+3% of mean),
Assets / amenities,census,amen_water_traditional,S0_baseline,0,0,log_int,FALSE,0.00620098123065943,"",0.00563086995016092,0.271160593363265,0.419204984125423,0.320701296950645,2142,714,+0.62pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S0_baseline,25,0,log_int,FALSE,0.0138117889705436,*,0.00722272429256206,0.0564442201040687,0.378656097981604,0.3151803274259,1425,475,+1.38pp (+4% of mean),
Assets / amenities,census,amen_water_traditional,S0_baseline,50,0,log_int,FALSE,0.0158548824717702,**,0.00778585415003467,0.04237137765577,0.373728637767356,0.315228702251807,1203,401,+1.59pp (+4% of mean),
Assets / amenities,census,amen_water_traditional,S0_baseline,100,0,log_int,FALSE,0.0255449340617697,***,0.00917133383007624,0.00567477617928423,0.356317561394895,0.306284498998786,939,313,+2.55pp (+7% of mean),
Assets / amenities,census,amen_water_traditional,S_lag1,0,1,log_int,FALSE,0.00841124062834351,"",0.00574916612102547,0.143898022980161,0.419204984125423,0.320701296950645,2142,714,+0.84pp (+2% of mean),
Assets / amenities,census,amen_water_traditional,S_lag1,25,1,log_int,FALSE,0.0146356861941635,**,0.00708362582763766,0.0393590147402521,0.378656097981604,0.3151803274259,1425,475,+1.46pp (+4% of mean),
Assets / amenities,census,amen_water_traditional,S_lag1,50,1,log_int,FALSE,0.0182701869406474,**,0.00805691415714942,0.0238838599550479,0.373728637767356,0.315228702251807,1203,401,+1.83pp (+5% of mean),
Assets / amenities,census,amen_water_traditional,S_lag1,100,1,log_int,FALSE,0.0275555878576753,***,0.00940392740191474,0.00363712646315769,0.356317561394895,0.306284498998786,939,313,+2.76pp (+8% of mean),
Assets / amenities,census,amen_water_traditional,S_lag2,0,2,log_int,FALSE,0.00309803846107267,"",0.00543883742708111,0.569118879052464,0.400758575202319,0.336353956726681,1428,714,+0.31pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag2,25,2,log_int,FALSE,0.00188498439715711,"",0.00656766464307544,0.774230203550113,0.36162362386458,0.328061712010522,950,475,+0.19pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag2,50,2,log_int,FALSE,0.00532375151860868,"",0.007808087669963,0.495744030622765,0.356604592053021,0.326820761040165,802,401,+0.53pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag2,100,2,log_int,FALSE,0.0100445486475054,"",0.00897041807948225,0.263685219987056,0.33804411726316,0.317074165223594,626,313,+1.00pp (+3% of mean),
Assets / amenities,census,amen_water_traditional,S_lag3,0,3,log_int,FALSE,0.00248987687922819,"",0.00484733676218309,0.607649742432779,0.400758575202319,0.336353956726681,1428,714,+0.25pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag3,25,3,log_int,FALSE,0.00154804109775477,"",0.00648107720928806,0.811320848033975,0.36162362386458,0.328061712010522,950,475,+0.15pp (+0% of mean),
Assets / amenities,census,amen_water_traditional,S_lag3,50,3,log_int,FALSE,0.00533570754632263,"",0.00768174458314681,0.487711885213265,0.356604592053021,0.326820761040165,802,401,+0.53pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag3,100,3,log_int,FALSE,0.00965673326589824,"",0.008864928073029,0.276853955774805,0.33804411726316,0.317074165223594,626,313,+0.97pp (+3% of mean),
Assets / amenities,census,amen_water_traditional,S_lag4,0,4,log_int,FALSE,0.000881366602333283,"",0.00478009198507841,0.853765614195913,0.400758575202319,0.336353956726681,1428,714,+0.09pp (+0% of mean),
Assets / amenities,census,amen_water_traditional,S_lag4,25,4,log_int,FALSE,0.00155109036162751,"",0.00646080600384074,0.810374421005286,0.36162362386458,0.328061712010522,950,475,+0.16pp (+0% of mean),
Assets / amenities,census,amen_water_traditional,S_lag4,50,4,log_int,FALSE,0.00573891595706333,"",0.00764031082490362,0.453012212382301,0.356604592053021,0.326820761040165,802,401,+0.57pp (+2% of mean),
Assets / amenities,census,amen_water_traditional,S_lag4,100,4,log_int,FALSE,0.00980595599811216,"",0.00878294645013406,0.265077181015646,0.33804411726316,0.317074165223594,626,313,+0.98pp (+3% of mean),
Assets / amenities,census,amen_water_traditional,S_lag5,0,5,log_int,FALSE,0.00128547742592944,"",0.00505386954499149,0.799294583614409,0.400758575202319,0.336353956726681,1428,714,+0.13pp (+0% of mean),
Assets / amenities,census,amen_water_traditional,S_lag5,25,5,log_int,FALSE,0.00219017311687846,"",0.00662746224900949,0.741191369103109,0.36162362386458,0.328061712010522,950,475,+0.22pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag5,50,5,log_int,FALSE,0.00598588190605314,"",0.007800221697887,0.443297084656478,0.356604592053021,0.326820761040165,802,401,+0.60pp (+2% of mean),
Assets / amenities,census,amen_water_traditional,S_lag5,100,5,log_int,FALSE,0.00997779128520058,"",0.00898490644609562,0.267636206789387,0.33804411726316,0.317074165223594,626,313,+1.00pp (+3% of mean),
Assets / amenities,census,amen_water_traditional,S_lag10,0,10,log_int,FALSE,-0.0175029707446805,**,0.00732926954246419,0.0171954207450801,0.400758575202319,0.336353956726681,1428,714,-1.75pp (-4% of mean),
Assets / amenities,census,amen_water_traditional,S_lag10,25,10,log_int,FALSE,0.00811858077168337,"",0.013615840991859,0.551286211443785,0.36162362386458,0.328061712010522,950,475,+0.81pp (+2% of mean),
Assets / amenities,census,amen_water_traditional,S_lag10,50,10,log_int,FALSE,0.00190385792224793,"",0.0139687163603865,0.891657112422725,0.356604592053021,0.326820761040165,802,401,+0.19pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_lag10,100,10,log_int,FALSE,0.00294215884488499,"",0.0160821455342044,0.854959472717004,0.33804411726316,0.317074165223594,626,313,+0.29pp (+1% of mean),
Assets / amenities,census,amen_water_traditional,S_both_log,0,0,log_int,TRUE,-0.0215037985828335,**,0.00963147745302594,0.0258811881310064,0.419204984125423,0.320701296950645,2142,714,-2.15pp (-5% of mean),
Assets / amenities,census,amen_water_traditional,S_both_log,25,0,log_int,TRUE,-0.0626304074632554,"",0.0397150222692998,0.115463710261629,0.378656097981604,0.3151803274259,1425,475,-6.26pp (-17% of mean),
Assets / amenities,census,amen_water_traditional,S_both_log,50,0,log_int,TRUE,-0.0986685352391481,***,0.0298404770772109,0.00102993135378239,0.373728637767356,0.315228702251807,1203,401,-9.87pp (-26% of mean),
Assets / amenities,census,amen_water_traditional,S_both_log,100,0,log_int,TRUE,-0.0668244833508626,**,0.0283856259009478,0.0191839633027463,0.356317561394895,0.306284498998786,939,313,-6.68pp (-19% of mean),
Assets / amenities,census,amen_water_traditional,S_both_linear,0,0,lin_int,FALSE,-0.0405995021468132,*,0.0209709439457946,0.0532640736781749,0.419204984125423,0.320701296950645,2142,714,-4.06pp (-10% of mean),
Assets / amenities,census,amen_water_traditional,S_both_linear,25,0,lin_int,FALSE,-0.0566543089552158,"",0.037161751543022,0.128042572833667,0.378656097981604,0.3151803274259,1425,475,-5.67pp (-15% of mean),
Assets / amenities,census,amen_water_traditional,S_both_linear,50,0,lin_int,FALSE,-0.0660811208839308,*,0.0337215486916662,0.0507353150551341,0.373728637767356,0.315228702251807,1203,401,-6.61pp (-18% of mean),
Assets / amenities,census,amen_water_traditional,S_both_linear,100,0,lin_int,FALSE,-0.0315601265609189,"",0.0363632287346734,0.386108910113383,0.356317561394895,0.306284498998786,939,313,-3.16pp (-9% of mean),
Consumption,hh,food_exp_homeprod_7day,S0_baseline,0,0,log_int,FALSE,139.679883414392,*,71.7463094950703,0.0525515518740751,1365.48172188521,875.139225236156,16955,281,140 Rs (+10% of mean),
Consumption,hh,food_exp_homeprod_7day,S0_baseline,25,0,log_int,FALSE,90.2258003278227,"",83.4236106632787,0.280828683748636,1428.30951581935,902.257916817475,11844,191,90 Rs (+6% of mean),
Consumption,hh,food_exp_homeprod_7day,S0_baseline,50,0,log_int,FALSE,58.0560542795313,"",82.1061036415201,0.480492834861127,1439.38403049699,907.312182375225,10509,169,58 Rs (+4% of mean),
Consumption,hh,food_exp_homeprod_7day,S0_baseline,100,0,log_int,FALSE,24.6559623218626,"",96.2112567510684,0.798142094833318,1452.65711178318,937.20913371037,8506,133,25 Rs (+2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag1,0,1,log_int,FALSE,-224.781439092149,*,121.667005326206,0.0657274678114399,1365.48172188521,875.139225236156,16955,281,-225 Rs (-16% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag1,25,1,log_int,FALSE,-76.9661184493408,"",89.3966471136221,0.390350278680924,1428.30951581935,902.257916817475,11844,191,-77 Rs (-5% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag1,50,1,log_int,FALSE,-37.4572150412861,"",82.1016069645781,0.648813839402856,1439.38403049699,907.312182375225,10509,169,-37 Rs (-3% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag1,100,1,log_int,FALSE,-43.4068785402337,"",106.972739535475,0.685564816780482,1452.65711178318,937.20913371037,8506,133,-43 Rs (-3% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag2,0,2,log_int,FALSE,77.1822123977495,"",88.369071373167,0.38318942007708,1365.48172188521,875.139225236156,16955,281,77 Rs (+6% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag2,25,2,log_int,FALSE,55.7701374153127,"",49.5127385574436,0.261425528302359,1428.30951581935,902.257916817475,11844,191,56 Rs (+4% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag2,50,2,log_int,FALSE,22.2053042662225,"",50.0957452856731,0.658149919057607,1439.38403049699,907.312182375225,10509,169,22 Rs (+2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag2,100,2,log_int,FALSE,-5.02131050389542,"",54.0852458219675,0.926170900866567,1452.65711178318,937.20913371037,8506,133,-5 Rs (-0% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag3,0,3,log_int,FALSE,12.0734423177185,"",68.7794132075307,0.860783316003428,1365.48172188521,875.139225236156,16955,281,12 Rs (+1% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag3,25,3,log_int,FALSE,-11.2016663511921,"",51.9298516696525,0.829447025328889,1428.30951581935,902.257916817475,11844,191,-11 Rs (-1% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag3,50,3,log_int,FALSE,-49.9775338842461,"",50.4286592151063,0.323084368326936,1439.38403049699,907.312182375225,10509,169,-50 Rs (-3% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag3,100,3,log_int,FALSE,-61.6812925496856,"",53.3761514014748,0.249933680512041,1452.65711178318,937.20913371037,8506,133,-62 Rs (-4% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag4,0,4,log_int,FALSE,61.009522591403,"",52.8498064691321,0.249322799414413,1365.48172188521,875.139225236156,16955,281,61 Rs (+4% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag4,25,4,log_int,FALSE,8.56640799947684,"",40.3488656462118,0.832093939607482,1428.30951581935,902.257916817475,11844,191,9 Rs (+1% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag4,50,4,log_int,FALSE,-14.918380288873,"",39.1484851671067,0.703631502923046,1439.38403049699,907.312182375225,10509,169,-15 Rs (-1% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag4,100,4,log_int,FALSE,-27.7938395045502,"",43.5275922549597,0.524232578710306,1452.65711178318,937.20913371037,8506,133,-28 Rs (-2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag5,0,5,log_int,FALSE,29.3054589058072,"",36.1694647580053,0.418498075970699,1365.48172188521,875.139225236156,16955,281,29 Rs (+2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag5,25,5,log_int,FALSE,5.33510980275764,"",32.2074886558549,0.868610003186659,1428.30951581935,902.257916817475,11844,191,5 Rs (+0% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag5,50,5,log_int,FALSE,-13.089998539352,"",32.9879146754356,0.692009758751143,1439.38403049699,907.312182375225,10509,169,-13 Rs (-1% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag5,100,5,log_int,FALSE,-28.9791192957853,"",37.4803911859075,0.440797747204792,1452.65711178318,937.20913371037,8506,133,-29 Rs (-2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag10,0,10,log_int,FALSE,57.7114424192914,"",51.196936844102,0.26060437965917,1365.48172188521,875.139225236156,16955,281,58 Rs (+4% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag10,25,10,log_int,FALSE,54.2729311840292,"",57.8852238116743,0.349642557941223,1428.30951581935,902.257916817475,11844,191,54 Rs (+4% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag10,50,10,log_int,FALSE,40.1482324726735,"",54.0414473965943,0.45857037115966,1439.38403049699,907.312182375225,10509,169,40 Rs (+3% of mean),
Consumption,hh,food_exp_homeprod_7day,S_lag10,100,10,log_int,FALSE,28.7844265206027,"",71.4315674063079,0.68762583192508,1452.65711178318,937.20913371037,8506,133,29 Rs (+2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_log,0,0,log_int,TRUE,69.7175573547985,"",69.3211282512628,0.315419218287894,1365.48172188521,875.139225236156,16955,281,70 Rs (+5% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_log,25,0,log_int,TRUE,-406.170622986573,*,240.783302329827,0.0932690779123188,1428.30951581935,902.257916817475,11844,191,-406 Rs (-28% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_log,50,0,log_int,TRUE,-100.704400316176,"",259.91785382645,0.698915703695523,1439.38403049699,907.312182375225,10509,169,-101 Rs (-7% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_log,100,0,log_int,TRUE,-29.8044196458024,"",226.086447666823,0.89532142962685,1452.65711178318,937.20913371037,8506,133,-30 Rs (-2% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_linear,0,0,lin_int,FALSE,244.940806754629,"",242.74284543674,0.313819592716076,1365.48172188521,875.139225236156,16955,281,245 Rs (+18% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_linear,25,0,lin_int,FALSE,-204.618185695476,"",429.280248988689,0.634156184283212,1428.30951581935,902.257916817475,11844,191,-205 Rs (-14% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_linear,50,0,lin_int,FALSE,295.330306141134,"",421.369459777718,0.484346219700239,1439.38403049699,907.312182375225,10509,169,295 Rs (+21% of mean),
Consumption,hh,food_exp_homeprod_7day,S_both_linear,100,0,lin_int,FALSE,316.596843905541,"",403.771251398958,0.434386506108813,1452.65711178318,937.20913371037,8506,133,317 Rs (+22% of mean),
Consumption,hh,food_exp_protein_7day,S0_baseline,0,0,log_int,FALSE,116.502674188998,**,50.6196385971141,0.0220959187363583,695.108696920205,585.704252253088,16955,281,117 Rs (+17% of mean),
Consumption,hh,food_exp_protein_7day,S0_baseline,25,0,log_int,FALSE,-13.0483788026529,"",67.6317995691125,0.847217830383219,723.57801152016,599.735388118167,11844,191,-13 Rs (-2% of mean),
Consumption,hh,food_exp_protein_7day,S0_baseline,50,0,log_int,FALSE,-14.3753698513201,"",64.9267632724853,0.825042869953501,737.136907003012,597.368740192583,10509,169,-14 Rs (-2% of mean),
Consumption,hh,food_exp_protein_7day,S0_baseline,100,0,log_int,FALSE,-19.6803863040584,"",68.2840749236036,0.773635441677008,748.538094684192,607.720180363834,8506,133,-20 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag1,0,1,log_int,FALSE,-58.8314741039572,"",80.4625719155915,0.465289360741463,695.108696920205,585.704252253088,16955,281,-59 Rs (-8% of mean),
Consumption,hh,food_exp_protein_7day,S_lag1,25,1,log_int,FALSE,3.97096751124045,"",67.2210810220883,0.952955851985132,723.57801152016,599.735388118167,11844,191,4 Rs (+1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag1,50,1,log_int,FALSE,20.9517556315445,"",60.1863378949228,0.728189771832096,737.136907003012,597.368740192583,10509,169,21 Rs (+3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag1,100,1,log_int,FALSE,30.0773742155032,"",65.9999354497689,0.649341402979929,748.538094684192,607.720180363834,8506,133,30 Rs (+4% of mean),
Consumption,hh,food_exp_protein_7day,S_lag2,0,2,log_int,FALSE,-31.3828933553407,"",58.1587735831797,0.589896797530738,695.108696920205,585.704252253088,16955,281,-31 Rs (-5% of mean),
Consumption,hh,food_exp_protein_7day,S_lag2,25,2,log_int,FALSE,6.05167362149043,"",29.9729878400642,0.840207591033014,723.57801152016,599.735388118167,11844,191,6 Rs (+1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag2,50,2,log_int,FALSE,6.27379313385396,"",30.7744766185228,0.838706890281621,737.136907003012,597.368740192583,10509,169,6 Rs (+1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag2,100,2,log_int,FALSE,24.3099759724259,"",29.9373853057913,0.418237898410372,748.538094684192,607.720180363834,8506,133,24 Rs (+3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag3,0,3,log_int,FALSE,-65.7917369681347,"",47.3090477408761,0.165426799736736,695.108696920205,585.704252253088,16955,281,-66 Rs (-9% of mean),
Consumption,hh,food_exp_protein_7day,S_lag3,25,3,log_int,FALSE,-26.927916041726,"",30.4605745644538,0.377799859757359,723.57801152016,599.735388118167,11844,191,-27 Rs (-4% of mean),
Consumption,hh,food_exp_protein_7day,S_lag3,50,3,log_int,FALSE,-18.5049601221511,"",31.711942997918,0.56031723910572,737.136907003012,597.368740192583,10509,169,-19 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag3,100,3,log_int,FALSE,1.29019921684877,"",29.721140465653,0.965440183341416,748.538094684192,607.720180363834,8506,133,1 Rs (+0% of mean),
Consumption,hh,food_exp_protein_7day,S_lag4,0,4,log_int,FALSE,-21.3615419497993,"",36.0586419725246,0.554053388794486,695.108696920205,585.704252253088,16955,281,-21 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag4,25,4,log_int,FALSE,-19.2930559109927,"",25.9951241136007,0.458894911914849,723.57801152016,599.735388118167,11844,191,-19 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag4,50,4,log_int,FALSE,-3.4356446248185,"",25.0004912954097,0.890860945709503,737.136907003012,597.368740192583,10509,169,-3 Rs (-0% of mean),
Consumption,hh,food_exp_protein_7day,S_lag4,100,4,log_int,FALSE,12.9160503451254,"",24.1090210195451,0.593043137752983,748.538094684192,607.720180363834,8506,133,13 Rs (+2% of mean),
Consumption,hh,food_exp_protein_7day,S_lag5,0,5,log_int,FALSE,-19.3770160785672,"",25.3232528017542,0.444804849812202,695.108696920205,585.704252253088,16955,281,-19 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_lag5,25,5,log_int,FALSE,-16.6695427838264,"",20.4412525966827,0.415815618331443,723.57801152016,599.735388118167,11844,191,-17 Rs (-2% of mean),
Consumption,hh,food_exp_protein_7day,S_lag5,50,5,log_int,FALSE,-5.11546282081122,"",20.6008609617479,0.804195462467813,737.136907003012,597.368740192583,10509,169,-5 Rs (-1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag5,100,5,log_int,FALSE,6.49622483162817,"",20.3133784996008,0.749625320260472,748.538094684192,607.720180363834,8506,133,6 Rs (+1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag10,0,10,log_int,FALSE,52.1824895628148,"",39.2910205004714,0.185225918794252,695.108696920205,585.704252253088,16955,281,52 Rs (+8% of mean),
Consumption,hh,food_exp_protein_7day,S_lag10,25,10,log_int,FALSE,11.1172844827334,"",43.7152043888199,0.799529842507718,723.57801152016,599.735388118167,11844,191,11 Rs (+2% of mean),
Consumption,hh,food_exp_protein_7day,S_lag10,50,10,log_int,FALSE,-6.54398471021742,"",40.433535937996,0.871622026367953,737.136907003012,597.368740192583,10509,169,-7 Rs (-1% of mean),
Consumption,hh,food_exp_protein_7day,S_lag10,100,10,log_int,FALSE,-25.2040620477273,"",45.3965469536052,0.579699043378367,748.538094684192,607.720180363834,8506,133,-25 Rs (-3% of mean),
Consumption,hh,food_exp_protein_7day,S_both_log,0,0,log_int,TRUE,133.467501037778,***,47.9495906307912,0.00574374931828473,695.108696920205,585.704252253088,16955,281,133 Rs (+19% of mean),
Consumption,hh,food_exp_protein_7day,S_both_log,25,0,log_int,TRUE,-127.846585461151,"",147.888027544333,0.388413080811601,723.57801152016,599.735388118167,11844,191,-128 Rs (-18% of mean),
Consumption,hh,food_exp_protein_7day,S_both_log,50,0,log_int,TRUE,-16.427148035301,"",151.460910666583,0.913761820129507,737.136907003012,597.368740192583,10509,169,-16 Rs (-2% of mean),
Consumption,hh,food_exp_protein_7day,S_both_log,100,0,log_int,TRUE,-48.0065132358619,"",128.712320575938,0.709765092972966,748.538094684192,607.720180363834,8506,133,-48 Rs (-6% of mean),
Consumption,hh,food_exp_protein_7day,S_both_linear,0,0,lin_int,FALSE,503.125991975825,***,161.851578338109,0.00207354712070532,695.108696920205,585.704252253088,16955,281,503 Rs (+72% of mean),
Consumption,hh,food_exp_protein_7day,S_both_linear,25,0,lin_int,FALSE,217.731223158173,"",242.769457833376,0.370926380431081,723.57801152016,599.735388118167,11844,191,218 Rs (+30% of mean),
Consumption,hh,food_exp_protein_7day,S_both_linear,50,0,lin_int,FALSE,372.89835914832,"",240.966665593095,0.123621978510177,737.136907003012,597.368740192583,10509,169,373 Rs (+51% of mean),
Consumption,hh,food_exp_protein_7day,S_both_linear,100,0,lin_int,FALSE,296.564523357157,"",232.324419709327,0.204016413353303,748.538094684192,607.720180363834,8506,133,297 Rs (+40% of mean),
Consumption,hh,food_exp_purchased_7day,S0_baseline,0,0,log_int,FALSE,26.9000039344403,"",86.6622644363471,0.756487388953857,808.14669855343,756.915186341754,16955,281,27 Rs (+3% of mean),
Consumption,hh,food_exp_purchased_7day,S0_baseline,25,0,log_int,FALSE,-97.9765749022152,"",69.6758996751859,0.161305212053155,810.631772268136,768.239933975865,11844,191,-98 Rs (-12% of mean),
Consumption,hh,food_exp_purchased_7day,S0_baseline,50,0,log_int,FALSE,-58.4902565332899,"",67.330016661677,0.386245108356075,825.372740963855,774.095670278811,10509,169,-58 Rs (-7% of mean),
Consumption,hh,food_exp_purchased_7day,S0_baseline,100,0,log_int,FALSE,10.7348858194708,"",72.3983028695794,0.882351713585002,839.019774339886,785.467265756184,8506,133,11 Rs (+1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag1,0,1,log_int,FALSE,72.2884784444085,"",92.4769949148484,0.435056390056073,808.14669855343,756.915186341754,16955,281,72 Rs (+9% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag1,25,1,log_int,FALSE,68.3244921311484,"",66.1184838366051,0.302746878430862,810.631772268136,768.239933975865,11844,191,68 Rs (+8% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag1,50,1,log_int,FALSE,45.8014225913394,"",65.0590443407041,0.482408803028688,825.372740963855,774.095670278811,10509,169,46 Rs (+6% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag1,100,1,log_int,FALSE,-12.5109354102826,"",69.2466712593097,0.856902126827888,839.019774339886,785.467265756184,8506,133,-13 Rs (-1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag2,0,2,log_int,FALSE,-165.602442886147,**,68.3962819085183,0.0161043256547228,808.14669855343,756.915186341754,16955,281,-166 Rs (-20% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag2,25,2,log_int,FALSE,-54.2358586815898,"",38.2901573416148,0.158282988391008,810.631772268136,768.239933975865,11844,191,-54 Rs (-7% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag2,50,2,log_int,FALSE,-36.4286815774784,"",37.5211823319088,0.333002235714206,825.372740963855,774.095670278811,10509,169,-36 Rs (-4% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag2,100,2,log_int,FALSE,-0.694995404180256,"",42.6708980304747,0.987029750057304,839.019774339886,785.467265756184,8506,133,-1 Rs (-0% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag3,0,3,log_int,FALSE,-137.098265527151,**,62.3937436643753,0.0288175640349059,808.14669855343,756.915186341754,16955,281,-137 Rs (-17% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag3,25,3,log_int,FALSE,-63.6703064653522,*,36.8479759147398,0.0856275975473405,810.631772268136,768.239933975865,11844,191,-64 Rs (-8% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag3,50,3,log_int,FALSE,-28.8738442190983,"",37.606393777834,0.443689264588169,825.372740963855,774.095670278811,10509,169,-29 Rs (-3% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag3,100,3,log_int,FALSE,-8.08670131082456,"",41.465623812998,0.845675725541223,839.019774339886,785.467265756184,8506,133,-8 Rs (-1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag4,0,4,log_int,FALSE,-51.7763858576567,"",48.5711007240514,0.287345745771413,808.14669855343,756.915186341754,16955,281,-52 Rs (-6% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag4,25,4,log_int,FALSE,-27.8032368191174,"",32.0602187741133,0.38691583811414,810.631772268136,768.239933975865,11844,191,-28 Rs (-3% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag4,50,4,log_int,FALSE,9.20590463651212,"",31.2909686068133,0.768965782335628,825.372740963855,774.095670278811,10509,169,9 Rs (+1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag4,100,4,log_int,FALSE,33.9271289727609,"",37.249811206526,0.364060981360719,839.019774339886,785.467265756184,8506,133,34 Rs (+4% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag5,0,5,log_int,FALSE,-35.0363133158736,"",32.5269620268756,0.282341835625601,808.14669855343,756.915186341754,16955,281,-35 Rs (-4% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag5,25,5,log_int,FALSE,-21.9470873493488,"",26.1294543005974,0.401999548797727,810.631772268136,768.239933975865,11844,191,-22 Rs (-3% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag5,50,5,log_int,FALSE,7.32796626598688,"",26.2187743642524,0.780210235067909,825.372740963855,774.095670278811,10509,169,7 Rs (+1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag5,100,5,log_int,FALSE,31.3322286606393,"",32.2039660826274,0.332367249363122,839.019774339886,785.467265756184,8506,133,31 Rs (+4% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag10,0,10,log_int,FALSE,11.7567320480835,"",55.2265021724644,0.831573854495393,808.14669855343,756.915186341754,16955,281,12 Rs (+1% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag10,25,10,log_int,FALSE,-23.9285982656596,"",39.6229418072445,0.546625389984284,810.631772268136,768.239933975865,11844,191,-24 Rs (-3% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag10,50,10,log_int,FALSE,-34.3306696172139,"",39.2614923890473,0.383142915228574,825.372740963855,774.095670278811,10509,169,-34 Rs (-4% of mean),
Consumption,hh,food_exp_purchased_7day,S_lag10,100,10,log_int,FALSE,-13.8410885278251,"",43.0799840027169,0.7485001928587,839.019774339886,785.467265756184,8506,133,-14 Rs (-2% of mean),
Consumption,hh,food_exp_purchased_7day,S_both_log,0,0,log_int,TRUE,161.974949840282,**,65.5808776203056,0.0141133211358806,808.14669855343,756.915186341754,16955,281,162 Rs (+20% of mean),
Consumption,hh,food_exp_purchased_7day,S_both_log,25,0,log_int,TRUE,11.2818086186878,"",169.945921971591,0.94714135348656,810.631772268136,768.239933975865,11844,191,11 Rs (+1% of mean),
