hhid,year,any_shock,coped_self,coped_external,cope_category
3125,2016,1,0,0,neither
3125,2017,1,0,0,neither
3126,2016,1,1,0,self_only
3127,2016,1,1,0,self_only
3127,2017,1,0,0,neither
3128,2016,1,0,0,neither
3128,2017,1,0,0,neither
3130,2016,1,0,0,neither
3131,2016,1,0,1,external_only
3131,2018,1,0,0,neither
3132,2016,1,0,0,neither
3133,2018,1,0,0,neither
3134,2016,1,0,0,neither
3134,2017,1,0,0,neither
3135,2016,1,0,0,neither
3136,2016,1,1,1,both
3138,2016,1,0,1,external_only
3140,2016,1,1,0,self_only
3141,2016,1,1,0,self_only
3141,2018,1,0,0,neither
3142,2016,1,1,0,self_only
3142,2017,1,0,0,neither
3143,2016,1,0,1,external_only
3144,2016,1,0,0,neither
3144,2017,1,0,1,external_only
3145,2018,1,0,0,neither
3146,2016,1,1,1,both
3146,2017,1,0,0,neither
3146,2018,1,0,0,neither
3147,2016,1,1,0,self_only
3147,2018,1,0,0,neither
3148,2017,1,0,0,neither
3149,2016,1,0,0,neither
3149,2017,1,0,0,neither
3150,2016,1,0,0,neither
3151,2017,1,0,0,neither
3151,2018,1,0,0,neither
3152,2016,1,1,0,self_only
3152,2017,1,0,0,neither
3152,2018,1,1,1,both
3153,2016,1,0,0,neither
3153,2017,1,0,0,neither
3156,2016,1,0,0,neither
3157,2018,1,0,0,neither
3158,2016,1,0,1,external_only
3159,2016,1,0,1,external_only
3159,2018,1,0,0,neither
3160,2016,1,0,0,neither
3160,2018,1,1,0,self_only
3161,2016,1,1,0,self_only
3162,2016,1,0,1,external_only
3162,2017,1,0,0,neither
3163,2016,1,1,1,both
3164,2016,1,0,0,neither
3164,2018,1,0,0,neither
3165,2016,1,1,0,self_only
3167,2016,1,0,0,neither
3168,2016,1,0,0,neither
3168,2018,1,0,0,neither
3169,2016,1,0,1,external_only
3169,2018,1,0,0,neither
3170,2016,1,0,0,neither
3170,2017,1,0,0,neither
3170,2018,1,0,0,neither
3171,2016,1,0,0,neither
3172,2016,1,1,0,self_only
3173,2016,1,1,0,self_only
3173,2017,1,0,0,neither
3174,2016,1,0,0,neither
3175,2016,1,0,0,neither
3175,2018,1,0,0,neither
3176,2016,1,1,0,self_only
3177,2016,1,1,1,both
3178,2017,1,0,0,neither
3180,2016,1,1,1,both
3180,2017,1,0,0,neither
3181,2016,1,1,0,self_only
3181,2017,1,0,0,neither
3182,2016,1,1,0,self_only
3182,2017,1,0,1,external_only
3183,2017,1,0,0,neither
3183,2018,1,0,0,neither
3184,2016,1,1,0,self_only
3184,2017,1,0,0,neither
3184,2018,1,0,0,neither
3185,2016,1,0,1,external_only
3185,2017,1,0,0,neither
3186,2016,1,0,0,neither
3188,2016,1,1,0,self_only
3188,2017,1,0,0,neither
3189,2016,1,0,0,neither
3190,2016,1,0,0,neither
3190,2017,1,0,1,external_only
3190,2018,1,0,0,neither
3192,2016,1,1,0,self_only
3192,2017,1,0,0,neither
3193,2016,1,0,0,neither
3193,2017,1,0,0,neither
3194,2016,1,0,0,neither
3194,2017,1,0,0,neither
3195,2016,1,0,0,neither
3197,2016,1,1,0,self_only
3198,2016,1,0,0,neither
3198,2018,1,0,0,neither
3199,2016,1,0,0,neither
3200,2016,1,1,1,both
3200,2017,1,0,0,neither
3201,2016,1,1,0,self_only
3202,2016,1,0,0,neither
3202,2017,1,0,0,neither
3203,2016,1,0,1,external_only
3205,2016,1,1,0,self_only
3206,2016,1,0,0,neither
3207,2016,1,1,0,self_only
3208,2016,1,0,0,neither
3209,2016,1,0,0,neither
3209,2017,1,0,0,neither
3210,2016,1,0,0,neither
3210,2018,1,0,0,neither
3211,2016,1,0,0,neither
3212,2016,1,1,0,self_only
3212,2017,1,0,0,neither
3213,2016,1,1,0,self_only
3213,2017,1,0,0,neither
3214,2016,1,1,0,self_only
3215,2016,1,0,0,neither
3215,2018,1,0,0,neither
3216,2016,1,0,0,neither
3217,2016,1,0,0,neither
3217,2017,1,0,0,neither
3218,2016,1,1,1,both
3218,2018,1,0,0,neither
3219,2016,1,0,0,neither
3219,2017,1,0,0,neither
3219,2018,1,0,0,neither
3220,2016,1,0,0,neither
3220,2017,1,0,0,neither
3221,2016,1,1,0,self_only
3221,2018,1,0,1,external_only
3222,2016,1,0,0,neither
3223,2016,1,0,0,neither
3224,2016,1,1,0,self_only
3225,2016,1,0,1,external_only
3226,2016,1,0,1,external_only
3226,2018,1,0,0,neither
3227,2016,1,0,0,neither
3227,2017,1,0,0,neither
3227,2018,1,0,0,neither
3228,2016,1,0,0,neither
3228,2017,1,0,0,neither
3229,2016,1,0,0,neither
3230,2016,1,0,1,external_only
3231,2016,1,0,0,neither
3231,2017,1,0,0,neither
3232,2016,1,1,1,both
3232,2017,1,0,0,neither
3232,2018,1,0,0,neither
3234,2016,1,1,1,both
3235,2016,1,1,0,self_only
3235,2017,1,0,0,neither
3237,2016,1,1,1,both
3239,2016,1,1,0,self_only
3240,2016,1,1,0,self_only
3241,2016,1,1,0,self_only
3241,2018,1,1,0,self_only
3242,2016,1,0,0,neither
3243,2016,1,0,0,neither
3244,2017,1,0,1,external_only
3245,2016,1,0,0,neither
3245,2018,1,0,0,neither
3246,2016,1,1,0,self_only
3246,2017,1,0,0,neither
3246,2018,1,0,0,neither
3248,2016,1,1,0,self_only
3249,2016,1,0,1,external_only
3250,2016,1,1,0,self_only
3251,2016,1,0,0,neither
3251,2017,1,0,0,neither
3252,2016,1,1,1,both
3252,2017,1,0,0,neither
3253,2016,1,1,0,self_only
3254,2016,1,0,0,neither
3254,2017,1,0,0,neither
3254,2018,1,0,0,neither
3256,2016,1,1,0,self_only
3256,2017,1,1,1,both
3256,2018,1,0,0,neither
3257,2016,1,0,0,neither
3258,2016,1,1,0,self_only
3259,2017,1,0,0,neither
3260,2016,1,0,0,neither
3261,2016,1,0,0,neither
3262,2016,1,1,0,self_only
3262,2017,1,0,0,neither
3263,2016,1,0,0,neither
3263,2017,1,0,0,neither
3264,2018,1,0,0,neither
3265,2016,1,0,0,neither
3266,2016,1,0,0,neither
3266,2017,1,0,0,neither
3267,2016,1,0,0,neither
3267,2017,1,0,0,neither
3269,2016,1,1,1,both
3271,2016,1,1,0,self_only
3271,2018,1,0,0,neither
3272,2016,1,1,1,both
3272,2017,1,1,0,self_only
3273,2016,1,1,0,self_only
3274,2016,1,0,1,external_only
3275,2016,1,1,0,self_only
3275,2017,1,0,0,neither
3275,2018,1,0,0,neither
3276,2017,1,0,0,neither
3277,2016,1,0,0,neither
3278,2016,1,1,0,self_only
3278,2017,1,0,0,neither
3279,2017,1,0,0,neither
3279,2018,1,0,0,neither
3280,2016,1,1,0,self_only
3281,2016,1,0,1,external_only
3282,2016,1,1,1,both
3284,2016,1,0,0,neither
3284,2017,1,0,0,neither
3284,2018,1,0,0,neither
3285,2016,1,0,0,neither
3285,2017,1,0,0,neither
3286,2016,1,1,0,self_only
3286,2017,1,1,0,self_only
3286,2018,1,1,0,self_only
3288,2016,1,0,0,neither
3288,2018,1,0,0,neither
3289,2016,1,1,0,self_only
3289,2017,1,1,0,self_only
3290,2017,1,0,0,neither
3291,2016,1,0,0,neither
3291,2017,1,0,0,neither
3291,2018,1,0,0,neither
3292,2017,1,0,1,external_only
3293,2016,1,1,1,both
3294,2017,1,0,0,neither
3295,2016,1,0,1,external_only
3296,2016,1,0,0,neither
3296,2017,1,0,0,neither
3296,2018,1,0,0,neither
3297,2016,1,0,0,neither
3297,2017,1,0,0,neither
3298,2016,1,0,0,neither
3298,2017,1,0,0,neither
3299,2016,1,0,0,neither
3299,2017,1,0,0,neither
3300,2017,1,1,0,self_only
3302,2016,1,0,0,neither
3303,2016,1,0,1,external_only
3304,2016,1,0,1,external_only
3305,2016,1,0,0,neither
3305,2018,1,0,0,neither
3306,2016,1,1,0,self_only
3306,2017,1,0,0,neither
3307,2017,1,0,0,neither
3307,2018,1,0,0,neither
3309,2016,1,0,1,external_only
3309,2018,1,0,0,neither
3310,2016,1,0,0,neither
3310,2017,1,0,0,neither
3310,2018,1,0,0,neither
3311,2017,1,0,1,external_only
3312,2016,1,1,0,self_only
3314,2016,1,0,0,neither
3314,2017,1,0,0,neither
3316,2016,1,0,1,external_only
3317,2016,1,1,0,self_only
3318,2016,1,0,0,neither
3318,2017,1,1,0,self_only
3321,2016,1,0,0,neither
3321,2017,1,0,0,neither
3322,2016,1,0,0,neither
3322,2017,1,0,0,neither
3325,2016,1,0,0,neither
3325,2017,1,0,0,neither
3326,2016,1,1,0,self_only
3327,2016,1,1,0,self_only
3327,2018,1,0,0,neither
3328,2016,1,1,1,both
3328,2018,1,0,0,neither
3329,2016,1,1,1,both
3330,2017,1,0,0,neither
3330,2018,1,0,0,neither
3331,2016,1,0,0,neither
3331,2017,1,0,0,neither
3332,2016,1,1,0,self_only
3334,2016,1,0,0,neither
3335,2016,1,1,0,self_only
3336,2016,1,0,1,external_only
3337,2016,1,1,0,self_only
3338,2016,1,1,1,both
3338,2018,1,0,0,neither
3339,2016,1,1,0,self_only
3340,2016,1,0,1,external_only
3340,2017,1,1,0,self_only
3340,2018,1,0,0,neither
3341,2016,1,1,1,both
3341,2017,1,0,0,neither
3342,2016,1,1,1,both
3342,2017,1,0,0,neither
3343,2016,1,0,0,neither
3343,2018,1,0,0,neither
3345,2016,1,0,0,neither
3345,2018,1,0,0,neither
3346,2016,1,0,0,neither
3346,2017,1,0,0,neither
3346,2018,1,0,0,neither
3347,2017,1,0,0,neither
3347,2018,1,0,0,neither
3348,2016,1,0,0,neither
3348,2018,1,0,0,neither
3349,2016,1,0,1,external_only
3350,2017,1,0,0,neither
3351,2016,1,0,0,neither
3352,2016,1,1,0,self_only
3352,2018,1,0,0,neither
3353,2016,1,0,0,neither
3353,2017,1,0,0,neither
3354,2016,1,1,0,self_only
3354,2017,1,0,0,neither
3355,2016,1,1,0,self_only
3355,2018,1,0,0,neither
3356,2017,1,1,0,self_only
3357,2016,1,0,1,external_only
3357,2017,1,1,1,both
3358,2016,1,0,0,neither
3358,2017,1,1,1,both
3359,2016,1,0,0,neither
3359,2018,1,0,0,neither
3361,2016,1,0,0,neither
3362,2016,1,1,0,self_only
3362,2017,1,0,0,neither
3363,2016,1,1,0,self_only
3363,2017,1,0,0,neither
3364,2016,1,0,0,neither
3364,2018,1,1,0,self_only
3365,2016,1,0,1,external_only
3366,2016,1,0,0,neither
3366,2017,1,0,0,neither
3367,2016,1,0,0,neither
3368,2017,1,0,0,neither
3369,2016,1,0,0,neither
3369,2017,1,0,0,neither
3369,2018,1,0,0,neither
3370,2016,1,1,0,self_only
3372,2016,1,1,1,both
3372,2018,1,0,0,neither
3373,2016,1,0,0,neither
3375,2016,1,0,1,external_only
3376,2016,1,0,1,external_only
3377,2016,1,0,0,neither
3378,2016,1,0,0,neither
3379,2016,1,1,0,self_only
3379,2018,1,1,0,self_only
3381,2016,1,0,0,neither
3381,2017,1,0,0,neither
3383,2016,1,0,0,neither
3383,2017,1,0,0,neither
3384,2016,1,0,1,external_only
3384,2018,1,0,0,neither
3385,2016,1,1,0,self_only
3386,2016,1,0,1,external_only
3387,2016,1,1,0,self_only
3387,2017,1,0,0,neither
3389,2016,1,0,0,neither
3390,2016,1,0,0,neither
3391,2016,1,0,0,neither
3392,2016,1,0,1,external_only
3393,2017,1,0,0,neither
3393,2018,1,0,0,neither
3394,2016,1,1,0,self_only
3395,2016,1,0,1,external_only
3397,2016,1,1,1,both
3398,2016,1,1,0,self_only
3399,2016,1,1,0,self_only
3400,2016,1,0,0,neither
3401,2016,1,0,0,neither
3402,2016,1,0,0,neither
3402,2017,1,0,0,neither
3402,2018,1,0,0,neither
3403,2016,1,1,0,self_only
3404,2016,1,1,0,self_only
3405,2016,1,1,0,self_only
3405,2017,1,0,0,neither
3406,2016,1,0,0,neither
3407,2016,1,0,1,external_only
3408,2016,1,1,1,both
3408,2017,1,0,0,neither
3409,2016,1,0,1,external_only
3409,2017,1,0,0,neither
3410,2016,1,1,0,self_only
3410,2017,1,0,0,neither
3412,2016,1,0,1,external_only
3412,2017,1,0,0,neither
3414,2016,1,0,1,external_only
3414,2017,1,1,0,self_only
3415,2016,1,1,1,both
3416,2016,1,1,0,self_only
3417,2016,1,0,0,neither
3418,2016,1,1,0,self_only
3418,2017,1,0,0,neither
3419,2016,1,1,0,self_only
3420,2016,1,0,0,neither
3420,2018,1,0,0,neither
3421,2016,1,1,1,both
3421,2017,1,0,0,neither
3422,2016,1,1,1,both
3423,2017,1,1,0,self_only
3423,2018,1,0,0,neither
3425,2016,1,0,1,external_only
3426,2017,1,0,0,neither
3426,2018,1,0,0,neither
3427,2017,1,0,1,external_only
3428,2017,1,0,0,neither
3429,2016,1,0,0,neither
3430,2016,1,1,1,both
3430,2018,1,0,0,neither
3431,2016,1,0,0,neither
3431,2017,1,0,0,neither
3432,2016,1,0,0,neither
3432,2017,1,0,0,neither
3433,2016,1,0,1,external_only
3433,2017,1,0,1,external_only
3434,2016,1,0,1,external_only
3434,2017,1,1,1,both
3434,2018,1,0,0,neither
3435,2016,1,1,0,self_only
3436,2018,1,0,1,external_only
3437,2016,1,0,0,neither
3438,2016,1,0,0,neither
3438,2017,1,0,0,neither
3439,2016,1,0,0,neither
3440,2016,1,1,0,self_only
3441,2018,1,0,0,neither
3442,2016,1,0,0,neither
3443,2016,1,0,0,neither
3444,2016,1,1,1,both
3444,2018,1,0,0,neither
3445,2016,1,0,0,neither
3446,2016,1,0,0,neither
3447,2016,1,1,0,self_only
3447,2017,1,0,0,neither
3447,2018,1,0,0,neither
3448,2016,1,1,1,both
3448,2017,1,1,0,self_only
3449,2016,1,1,0,self_only
3450,2016,1,1,0,self_only
3450,2018,1,1,0,self_only
3451,2016,1,1,0,self_only
3451,2017,1,0,0,neither
3452,2016,1,0,0,neither
3453,2016,1,0,0,neither
3454,2016,1,0,1,external_only
3456,2016,1,0,1,external_only
3456,2018,1,0,0,neither
3457,2016,1,1,1,both
3457,2017,1,0,0,neither
3458,2016,1,1,0,self_only
3459,2016,1,1,0,self_only
3459,2018,1,0,0,neither
3460,2016,1,1,1,both
3460,2017,1,1,0,self_only
3461,2016,1,1,0,self_only
3462,2016,1,1,0,self_only
3464,2016,1,1,0,self_only
3466,2016,1,0,0,neither
3467,2016,1,1,0,self_only
3467,2018,1,0,0,neither
3468,2016,1,0,0,neither
3469,2016,1,1,0,self_only
3470,2017,1,0,0,neither
3471,2016,1,0,0,neither
3472,2016,1,0,0,neither
3473,2016,1,1,0,self_only
3473,2018,1,1,0,self_only
3474,2016,1,1,0,self_only
3475,2016,1,0,0,neither
3475,2017,1,0,0,neither
3476,2016,1,0,0,neither
3476,2017,1,0,0,neither
3476,2018,1,0,0,neither
3477,2016,1,0,1,external_only
3477,2018,1,0,0,neither
3478,2016,1,1,1,both
3479,2016,1,0,0,neither
3479,2017,1,0,0,neither
3480,2016,1,1,0,self_only
3480,2018,1,0,0,neither
3481,2016,1,0,1,external_only
3482,2016,1,1,0,self_only
3483,2016,1,0,0,neither
3483,2017,1,0,0,neither
3484,2016,1,1,0,self_only
3486,2016,1,0,0,neither
3486,2018,1,0,0,neither
3487,2016,1,1,0,self_only
3488,2016,1,0,0,neither
3489,2016,1,0,0,neither
3490,2017,1,0,0,neither
3490,2018,1,0,0,neither
3491,2016,1,0,0,neither
3492,2016,1,1,1,both
3494,2016,1,0,0,neither
3495,2016,1,0,0,neither
3495,2017,1,0,0,neither
3496,2016,1,0,0,neither
3497,2016,1,1,0,self_only
3498,2016,1,1,0,self_only
3498,2017,1,0,0,neither
3498,2018,1,0,0,neither
3499,2016,1,0,0,neither
3499,2017,1,1,1,both
3499,2018,1,0,0,neither
3500,2016,1,0,0,neither
3503,2016,1,0,1,external_only
3504,2016,1,0,0,neither
3505,2016,1,0,0,neither
3506,2016,1,0,0,neither
3507,2016,1,0,0,neither
3507,2018,1,0,0,neither
3508,2016,1,1,1,both
3510,2016,1,0,0,neither
3510,2018,1,1,1,both
3511,2016,1,0,1,external_only
3511,2017,1,0,1,external_only
3512,2016,1,0,0,neither
3512,2017,1,0,0,neither
3512,2018,1,0,0,neither
3513,2016,1,1,1,both
3513,2017,1,0,1,external_only
3515,2017,1,0,0,neither
3517,2016,1,0,1,external_only
3517,2017,1,0,0,neither
3517,2018,1,0,0,neither
3518,2016,1,0,0,neither
3518,2017,1,1,0,self_only
3519,2017,1,0,0,neither
3519,2018,1,0,0,neither
3521,2017,1,0,0,neither
3521,2018,1,0,1,external_only
3522,2016,1,1,0,self_only
3523,2016,1,1,1,both
3524,2016,1,0,0,neither
3525,2016,1,1,0,self_only
3525,2018,1,0,0,neither
3526,2016,1,1,1,both
3527,2017,1,0,0,neither
3527,2018,1,0,0,neither
3528,2016,1,0,0,neither
3529,2017,1,0,1,external_only
3530,2016,1,0,0,neither
3531,2016,1,0,1,external_only
3533,2016,1,0,0,neither
3533,2018,1,0,0,neither
3534,2016,1,1,0,self_only
3535,2018,1,1,0,self_only
3536,2016,1,1,0,self_only
3536,2018,1,0,0,neither
3537,2016,1,1,1,both
3537,2017,1,0,0,neither
3537,2018,1,0,0,neither
3539,2016,1,1,0,self_only
3540,2016,1,0,0,neither
3541,2016,1,0,0,neither
3541,2018,1,0,0,neither
3542,2017,1,0,0,neither
3543,2016,1,1,0,self_only
3544,2016,1,1,0,self_only
3544,2017,1,0,0,neither
3544,2018,1,0,0,neither
3546,2016,1,1,0,self_only
3547,2016,1,0,0,neither
3548,2016,1,0,0,neither
3548,2017,1,0,0,neither
3549,2016,1,1,1,both
3549,2017,1,0,0,neither
3550,2016,1,1,1,both
3552,2016,1,0,0,neither
3553,2016,1,0,0,neither
3554,2016,1,0,1,external_only
3555,2016,1,1,1,both
3556,2016,1,0,0,neither
3556,2017,1,0,0,neither
3557,2016,1,0,0,neither
3557,2017,1,0,0,neither
3557,2018,1,0,0,neither
3558,2016,1,1,0,self_only
3559,2016,1,1,0,self_only
3559,2017,1,0,0,neither
3559,2018,1,1,1,both
3560,2016,1,1,0,self_only
3561,2016,1,1,0,self_only
3562,2016,1,0,0,neither
3563,2016,1,0,0,neither
3564,2016,1,0,0,neither
3565,2016,1,0,0,neither
3567,2016,1,0,0,neither
3568,2016,1,0,0,neither
3568,2017,1,0,0,neither
3569,2016,1,1,0,self_only
3570,2016,1,0,1,external_only
3571,2017,1,0,0,neither
3572,2016,1,1,0,self_only
3573,2016,1,0,0,neither
3573,2017,1,0,0,neither
3574,2016,1,0,0,neither
3574,2018,1,0,0,neither
3575,2016,1,1,0,self_only
3575,2017,1,0,0,neither
3575,2018,1,0,0,neither
3576,2016,1,1,0,self_only
3577,2016,1,1,0,self_only
3577,2017,1,0,0,neither
3578,2016,1,0,0,neither
3579,2016,1,0,1,external_only
3580,2017,1,0,0,neither
3581,2016,1,0,0,neither
3581,2017,1,0,0,neither
3582,2017,1,0,0,neither
3582,2018,1,1,0,self_only
3584,2016,1,0,0,neither
3586,2016,1,1,0,self_only
3587,2016,1,1,0,self_only
3587,2017,1,1,0,self_only
3587,2018,1,0,0,neither
3588,2017,1,0,0,neither
3590,2016,1,1,0,self_only
3591,2016,1,1,0,self_only
3592,2017,1,0,0,neither
3593,2016,1,0,0,neither
3594,2016,1,0,0,neither
3595,2016,1,0,0,neither
3595,2017,1,0,0,neither
3596,2016,1,0,0,neither
3597,2017,1,0,0,neither
3598,2018,1,1,0,self_only
3599,2016,1,0,0,neither
3599,2017,1,0,0,neither
3599,2018,1,0,0,neither
3600,2017,1,0,0,neither
3601,2016,1,1,0,self_only
3602,2016,1,0,0,neither
3602,2017,1,0,0,neither
3603,2016,1,1,0,self_only
3603,2018,1,1,0,self_only
3605,2018,1,0,0,neither
3606,2018,1,0,0,neither
3607,2017,1,0,1,external_only
3609,2016,1,1,0,self_only
3610,2016,1,0,0,neither
3612,2016,1,1,0,self_only
3613,2016,1,0,0,neither
3613,2017,1,0,0,neither
3614,2016,1,0,0,neither
3615,2016,1,0,0,neither
3616,2016,1,0,0,neither
3616,2018,1,0,1,external_only
3617,2017,1,0,0,neither
3618,2016,1,0,1,external_only
3619,2016,1,1,0,self_only
3619,2017,1,0,0,neither
3620,2016,1,0,0,neither
3620,2017,1,0,0,neither
3622,2016,1,1,0,self_only
3622,2017,1,0,0,neither
3623,2016,1,1,0,self_only
3624,2016,1,1,1,both
3624,2018,1,0,0,neither
3625,2016,1,0,0,neither
3627,2016,1,0,0,neither
3627,2017,1,0,0,neither
3629,2016,1,0,0,neither
3629,2017,1,0,0,neither
3630,2016,1,0,0,neither
3630,2017,1,1,0,self_only
3632,2016,1,1,1,both
3633,2016,1,0,1,external_only
3634,2016,1,0,0,neither
3635,2016,1,1,0,self_only
3636,2016,1,0,0,neither
3638,2016,1,0,0,neither
3639,2016,1,1,1,both
3639,2018,1,0,0,neither
3641,2016,1,1,0,self_only
3642,2016,1,1,1,both
3643,2016,1,0,1,external_only
3643,2017,1,0,0,neither
3644,2016,1,0,1,external_only
3645,2016,1,0,0,neither
3646,2017,1,0,0,neither
3646,2018,1,0,0,neither
3647,2016,1,0,1,external_only
3648,2016,1,0,0,neither
3649,2016,1,1,0,self_only
3651,2016,1,1,1,both
3651,2017,1,1,0,self_only
3652,2016,1,0,1,external_only
3653,2016,1,1,1,both
3653,2017,1,0,1,external_only
3654,2017,1,0,0,neither
3654,2018,1,1,0,self_only
3655,2016,1,1,1,both
3656,2016,1,1,0,self_only
3656,2017,1,0,0,neither
3656,2018,1,0,0,neither
3658,2017,1,0,0,neither
3658,2018,1,0,0,neither
3659,2016,1,1,0,self_only
3660,2016,1,0,0,neither
3660,2017,1,0,0,neither
3661,2016,1,0,1,external_only
3662,2016,1,1,0,self_only
3663,2016,1,0,0,neither
3663,2017,1,0,0,neither
3664,2016,1,0,0,neither
3664,2018,1,0,0,neither
3665,2016,1,1,0,self_only
3666,2016,1,0,0,neither
3666,2017,1,0,0,neither
3667,2016,1,1,1,both
3668,2016,1,1,0,self_only
3668,2017,1,0,0,neither
3669,2016,1,0,1,external_only
3670,2016,1,1,0,self_only
3671,2016,1,0,0,neither
3672,2016,1,0,0,neither
3672,2017,1,0,0,neither
3672,2018,1,0,0,neither
3673,2016,1,1,0,self_only
3673,2018,1,0,0,neither
3674,2016,1,0,0,neither
3674,2017,1,0,0,neither
3675,2017,1,1,0,self_only
3677,2018,1,0,0,neither
3678,2016,1,0,0,neither
3678,2017,1,0,0,neither
3678,2018,1,0,0,neither
3679,2017,1,0,0,neither
3680,2016,1,0,0,neither
3681,2016,1,1,0,self_only
3682,2017,1,0,1,external_only
3683,2016,1,0,0,neither
3684,2016,1,1,0,self_only
3685,2016,1,0,0,neither
3685,2017,1,1,0,self_only
3686,2016,1,1,1,both
3686,2017,1,0,0,neither
3687,2016,1,1,0,self_only
3687,2018,1,0,0,neither
3688,2016,1,0,0,neither
3691,2016,1,1,0,self_only
3691,2018,1,0,0,neither
3692,2016,1,1,1,both
3692,2017,1,0,0,neither
3693,2016,1,1,0,self_only
3694,2016,1,0,0,neither
3695,2016,1,0,1,external_only
3695,2017,1,1,0,self_only
3696,2016,1,0,0,neither
3697,2016,1,0,0,neither
3698,2016,1,1,0,self_only
3698,2018,1,1,0,self_only
3701,2016,1,1,0,self_only
3702,2016,1,0,0,neither
3703,2016,1,0,1,external_only
3704,2016,1,0,1,external_only
3705,2016,1,1,1,both
3706,2016,1,0,0,neither
3706,2017,1,0,0,neither
3707,2016,1,0,1,external_only
3707,2018,1,1,0,self_only
3708,2016,1,1,0,self_only
3708,2018,1,0,0,neither
3709,2016,1,1,0,self_only
3711,2016,1,1,0,self_only
3712,2016,1,1,1,both
3712,2017,1,0,0,neither
3712,2018,1,0,0,neither
3713,2017,1,0,1,external_only
3714,2016,1,0,0,neither
3716,2016,1,1,0,self_only
3716,2017,1,0,0,neither
3718,2016,1,0,0,neither
3719,2017,1,0,0,neither
3719,2018,1,0,0,neither
3720,2016,1,0,1,external_only
3721,2016,1,0,1,external_only
3722,2018,1,0,0,neither
3724,2016,1,1,0,self_only
3725,2016,1,1,0,self_only
3726,2016,1,1,0,self_only
3726,2018,1,0,0,neither
3727,2017,1,0,0,neither
3728,2016,1,1,0,self_only
3729,2016,1,0,0,neither
3729,2017,1,0,1,external_only
3731,2016,1,0,1,external_only
3731,2017,1,0,0,neither
3732,2017,1,0,0,neither
3733,2016,1,0,0,neither
3733,2018,1,0,0,neither
3735,2017,1,0,0,neither
3736,2016,1,0,0,neither
3737,2016,1,1,0,self_only
3738,2016,1,1,0,self_only
3739,2016,1,0,0,neither
3739,2017,1,1,0,self_only
3739,2018,1,0,0,neither
3740,2017,1,0,0,neither
3741,2016,1,1,0,self_only
3743,2016,1,0,0,neither
3744,2016,1,1,0,self_only
3745,2016,1,1,0,self_only
3746,2017,1,0,0,neither
3746,2018,1,0,0,neither
3747,2016,1,1,0,self_only
3748,2016,1,0,0,neither
3749,2016,1,0,0,neither
3749,2018,1,0,0,neither
3750,2016,1,1,0,self_only
3751,2016,1,1,0,self_only
3751,2018,1,0,0,neither
3754,2016,1,0,1,external_only
3754,2017,1,0,0,neither
3755,2016,1,0,0,neither
3755,2018,1,0,0,neither
3756,2017,1,0,0,neither
3756,2018,1,0,0,neither
3757,2016,1,0,0,neither
3758,2016,1,1,0,self_only
3758,2018,1,0,0,neither
3759,2016,1,0,0,neither
3759,2017,1,0,0,neither
3759,2018,1,0,0,neither
3760,2016,1,0,0,neither
3761,2018,1,0,0,neither
3762,2016,1,1,0,self_only
3763,2016,1,0,0,neither
3764,2016,1,1,1,both
3764,2017,1,0,0,neither
3764,2018,1,0,0,neither
3765,2016,1,0,0,neither
3766,2016,1,0,1,external_only
3766,2018,1,0,0,neither
3767,2016,1,1,1,both
3768,2016,1,1,0,self_only
3768,2017,1,0,0,neither
3769,2016,1,0,0,neither
3770,2016,1,1,1,both
3770,2018,1,0,0,neither
3771,2017,1,0,0,neither
3772,2016,1,1,0,self_only
3773,2017,1,0,0,neither
3774,2016,1,0,0,neither
3775,2016,1,0,1,external_only
3776,2016,1,0,0,neither
3777,2016,1,0,0,neither
3777,2017,1,1,0,self_only
3777,2018,1,0,0,neither
3778,2016,1,1,0,self_only
3780,2016,1,1,0,self_only
3780,2017,1,0,0,neither
3780,2018,1,0,0,neither
3781,2016,1,0,1,external_only
3782,2016,1,1,0,self_only
3782,2018,1,0,0,neither
3783,2016,1,0,0,neither
3783,2017,1,0,0,neither
3784,2016,1,0,0,neither
3784,2017,1,0,0,neither
3785,2016,1,0,1,external_only
3785,2018,1,0,0,neither
3786,2016,1,0,1,external_only
3787,2016,1,0,0,neither
3787,2018,1,0,0,neither
3788,2016,1,0,0,neither
3789,2016,1,0,0,neither
3790,2016,1,0,0,neither
3791,2017,1,0,0,neither
3792,2016,1,1,0,self_only
3794,2017,1,0,0,neither
3794,2018,1,0,0,neither
3795,2016,1,1,0,self_only
3795,2017,1,0,0,neither
3796,2016,1,0,0,neither
3796,2017,1,0,0,neither
3796,2018,1,0,1,external_only
3797,2016,1,1,1,both
3797,2017,1,0,0,neither
3798,2016,1,0,0,neither
3798,2017,1,0,0,neither
3798,2018,1,0,0,neither
3799,2018,1,1,0,self_only
3800,2016,1,1,0,self_only
3801,2016,1,1,0,self_only
3802,2016,1,0,0,neither
3802,2018,1,1,0,self_only
3803,2016,1,0,0,neither
3804,2017,1,0,0,neither
3804,2018,1,0,0,neither
3805,2016,1,1,0,self_only
3806,2016,1,1,1,both
3807,2016,1,0,1,external_only
3807,2017,1,0,0,neither
3807,2018,1,1,0,self_only
3808,2016,1,1,0,self_only
3809,2016,1,1,1,both
3809,2017,1,0,0,neither
3810,2016,1,1,1,both
3811,2016,1,1,0,self_only
3812,2016,1,0,0,neither
3812,2018,1,0,0,neither
