hhid,year,any_shock,n_shocks,total_loss_rs,mean_loss_per_shock_rs,health_shock_any,death_shock_any,natural_disaster_shock_any,agricultural_shock_any,economic_shock_any,other_shock_any,any_coping_reported,cope_self_insurance_any,cope_credit_or_asset_any,cope_external_support_any,cope_savings_any,cope_borrow_any,cope_sell_assets_any,cope_family_community_any,cope_public_private_aid_any,cope_migration_remittance_any,main_coping_savings_consumption,main_coping_borrow,main_coping_sell_assets,main_coping_external_support,severe_loss_any,multiple_shocks
5621,2017,1,2,11700,5850,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5622,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,2017,1,1,24000,24000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5623,2016,1,1,350000,350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5623,2017,1,3,146000,48666.666666666664,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
5623,2018,1,1,4000,4000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
5624,2017,1,1,7000,7000,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5626,2018,1,2,63000,31500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5628,2017,1,1,15000,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5629,2017,1,1,25900,25900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5629,2018,1,1,13450,13450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5630,2016,1,5,263400,52680,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
5631,2017,1,1,15000,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5632,2016,1,1,20000,20000,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
5633,2016,1,1,2500,2500,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5634,2016,1,1,16000,16000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5635,2016,1,3,24000,8000,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
5635,2017,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5637,2016,1,2,705000,352500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5637,2017,1,1,4800,4800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5638,2016,1,3,80000,26666.666666666668,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5638,2018,1,1,60000,60000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
5639,2016,1,1,7000,7000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5640,2017,1,1,15000,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5640,2018,1,1,46000,46000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5641,2016,1,2,200000,100000,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
5642,2016,1,1,50000,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5642,2017,1,2,6100,3050,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5643,2016,1,1,800,800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,2017,1,1,20000,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5645,2016,1,1,50000,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5645,2018,1,2,40000,20000,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
5646,2016,1,1,35000,35000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5647,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,2016,1,1,20000,20000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
5650,2016,1,2,90500,45250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5650,2017,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5651,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5651,2017,1,1,22200,22200,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
5652,2016,1,1,10000,10000,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5653,2016,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5653,2018,1,1,21500,21500,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
5654,2016,1,4,85000,21250,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1
5655,2016,1,1,2000,2000,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5655,2017,1,1,50000,50000,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5656,2016,1,2,50000,25000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5656,2017,1,1,250000,250000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5657,2016,1,1,100000,100000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5657,2017,1,1,25550,25550,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5658,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5659,2016,1,1,15000,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5660,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5661,2016,1,2,418000,209000,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1
5662,2016,1,1,100000,100000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5662,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5663,2016,1,8,21300,2662.5,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
5664,2016,1,1,40000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5665,2017,1,1,51000,51000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5665,2018,1,1,13400,13400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5666,2016,1,2,360000,180000,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
5666,2017,1,1,2200,2200,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5667,2016,1,2,12000,6000,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5668,2016,1,3,1535000,511666.6666666667,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
5669,2016,1,3,18000,6000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5669,2017,1,2,14000,7000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5670,2018,1,1,16000,16000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,2016,1,2,50000,25000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
5672,2016,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5673,2016,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5674,2016,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5675,2016,1,1,250000,250000,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0
5675,2018,1,1,7000,7000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5676,2017,1,3,12000,4000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5677,2016,1,1,10000,10000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
5678,2016,1,2,17000,8500,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5679,2016,1,1,1000000,1000000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5680,2016,1,1,190000,190000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5681,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5682,2016,1,1,150000,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5682,2018,1,1,4000,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5683,2017,1,1,10000,10000,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5684,2016,1,1,12000,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5685,2016,1,4,14500,3625,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5686,2017,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5688,2016,1,3,600,200,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5688,2018,1,1,70000,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5690,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,2016,1,1,800,800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,2017,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5691,2018,1,1,1700,1700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5692,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5692,2017,1,1,21500,21500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5693,2016,1,6,1872800,312133.3333333333,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
5693,2018,1,1,800000,800000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5694,2016,1,6,326000,54333.333333333336,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1
5694,2017,1,1,160000,160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5694,2018,1,1,25000,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5695,2016,1,1,20000,20000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
5695,2018,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,2016,1,2,2500,1250,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5697,2016,1,1,1000000,1000000,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5697,2017,1,1,1200000,1200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5699,2016,1,1,1500,1500,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5700,2016,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5701,2016,1,1,250000,250000,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
5702,2016,1,1,2000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5703,2018,1,1,120000,120000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5704,2016,1,2,102000,51000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
5704,2017,1,1,5000,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,2018,1,2,12000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5705,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5705,2018,1,1,300000,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5706,2016,1,2,300000,150000,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
5707,2017,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5707,2018,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5708,2018,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5709,2016,1,2,205000,102500,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
5710,2016,1,2,28750,14375,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
5711,2016,1,2,83000,41500,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
5712,2016,1,1,13000,13000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5713,2017,1,2,13450,6725,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
5713,2018,1,2,88000,44000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5714,2016,1,2,32000,16000,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
5716,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5716,2017,1,1,11500,11500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5717,2016,1,2,70000,35000,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
5717,2017,1,1,120000,120000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5719,2016,1,1,5000,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5720,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,2017,1,1,120000,120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5720,2018,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5721,2018,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,2016,1,1,6300,6300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5722,2017,1,3,158000,52666.666666666664,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5723,2016,1,1,150000,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5726,2016,1,2,4500,2250,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
5726,2017,1,3,12700,4233.333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5727,2016,1,2,524000,262000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5727,2017,1,2,6000,3000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5728,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5728,2017,1,1,3550,3550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5729,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5729,2018,1,1,25000,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5730,2016,1,4,28000,7000,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
5730,2017,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5731,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5731,2018,1,1,5000,5000,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
5733,2017,1,2,62000,31000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5734,2016,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5735,2016,1,1,8000,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,2016,1,2,35000,17500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5736,2017,1,1,40000,40000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
5736,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5737,2016,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5737,2017,1,1,91860,91860,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
5738,2016,1,1,25000,25000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,2016,1,3,52000,17333.333333333332,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5739,2018,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,2016,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5741,2016,1,2,45000,22500,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
5741,2018,1,1,20000,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5743,2016,1,1,50000,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5744,2016,1,2,60000,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5745,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5745,2017,1,1,9125,9125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5746,2016,1,1,730000,730000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5746,2017,1,1,517750,517750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5747,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5748,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5748,2018,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5749,2016,1,2,20000,10000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5750,2016,1,1,400,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5751,2016,1,1,4000,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5752,2016,1,1,40000,40000,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5753,2016,1,1,50000,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5753,2017,1,1,5000,5000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5754,2016,1,1,100000,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5755,2016,1,2,18000,9000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5755,2017,1,1,40050,40050,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5756,2016,1,2,25000,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5756,2018,1,1,10500,10500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,2016,1,6,96300,16050,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
5757,2018,1,1,485000,485000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5758,2016,1,3,23000,7666.666666666667,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5759,2016,1,3,130000,43333.333333333336,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
5759,2018,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5760,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5760,2017,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5761,2016,1,4,74000,18500,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
5762,2016,1,1,15000,15000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
5763,2016,1,2,4000,2000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5764,2017,1,1,30000,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5765,2016,1,2,32500,16250,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
5765,2017,1,1,26000,26000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5765,2018,1,2,25000,12500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5766,2016,1,2,20000,10000,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
5767,2016,1,1,17000,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5768,2016,1,1,5000,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5769,2016,1,1,900,900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5769,2017,1,1,553000,553000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
5769,2018,1,1,450000,450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5770,2016,1,2,1700000,850000,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1
5770,2018,1,1,200000,200000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5772,2016,1,2,10000,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5773,2016,1,2,7000,3500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5773,2018,1,2,36200,18100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5774,2016,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5774,2018,1,2,50000,25000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5775,2016,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5776,2016,1,1,15000,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,2017,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5778,2017,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5779,2016,1,3,48000,16000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
5779,2017,1,2,37200,18600,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5780,2016,1,2,168000,84000,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
5780,2018,1,1,5000,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,2016,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,2017,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5781,2018,1,2,130000,65000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5783,2016,1,1,45000,45000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5783,2018,1,1,23000,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5784,2017,1,1,70000,70000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
5784,2018,1,1,300000,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5785,2016,1,1,50000,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5785,2017,1,1,3750,3750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5787,2016,1,3,13000,4333.333333333333,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
