hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
1893,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1893,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1894,2016,2,2,1,0,1,6000,10000,2000,2500,0,1500,0,16000,8000
1894,2017,3,3,1,1,0,0,26500,8500,16200,10000,19000,10000,90200,30066.666666666668
1894,2018,2,2,1,0,0,0,50050,6000,10200,0,5000,0,71250,35625
1895,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1895,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1895,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1896,2016,1,1,1,1,0,0,14000,1400,2000,0,8000,0,25400,25400
1896,2017,1,1,1,1,0,0,11000,2000,1500,0,8000,0,22500,22500
1896,2018,1,1,1,1,0,0,10000,2500,2000,0,0,0,14500,14500
1897,2016,3,3,1,3,0,0,50400,7500,35000,14400,2600,0,109900,36633.333333333336
1897,2017,3,3,1,3,0,0,57000,6000,8500,14400,500,500,86900,28966.666666666668
1897,2018,2,2,1,1,0,0,7500,3300,7500,12000,12000,0,42300,21150
1898,2016,1,1,1,0,1,1000,500,0,3000,0,0,0,3500,3500
1898,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1898,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1899,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1899,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1899,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1900,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1900,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1900,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1901,2016,2,2,1,0,2,700,1800,3900,3400,0,2530,0,11630,5815
1901,2017,4,4,1,0,3,1200,260,3500,6800,0,4100,500,15160,3790
1901,2018,3,3,1,0,3,1200,1600,3200,2600,0,0,0,7400,2466.6666666666665
1902,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1902,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1902,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1903,2016,2,2,1,2,0,0,26000,3000,2500,0,5000,6000,42500,21250
1903,2017,2,2,1,2,0,0,1800,1800,4500,0,3000,0,11100,5550
1903,2018,2,2,1,0,0,0,900,5000,6500,0,2500,0,14900,7450
1904,2016,1,1,1,0,0,0,4000,1000,3000,0,3500,0,11500,11500
1904,2017,2,2,1,0,0,0,30300,8500,12000,0,11500,0,62300,31150
1904,2018,2,2,1,0,0,0,1800,2200,5500,0,7000,0,16500,8250
1905,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1905,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1905,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1906,2016,2,2,1,0,1,300,8240,2400,2800,0,0,0,13440,6720
1906,2017,2,2,1,1,0,0,39200,6000,20000,0,0,0,65200,32600
1906,2018,2,2,1,0,0,0,12300,3500,11000,0,5000,12000,43800,21900
1907,2016,1,1,1,1,0,0,5000,1600,4500,0,0,0,11100,11100
1907,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1907,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1908,2016,2,2,1,0,1,500,280,1400,2200,0,0,0,3880,1940
1908,2017,2,2,1,0,1,400,4900,3000,3500,0,0,0,11400,5700
1908,2018,2,2,1,0,0,0,0,3150,3000,0,0,0,6150,3075
1909,2016,2,2,1,2,0,0,6500,2000,2300,0,900,0,11700,5850
1909,2017,2,2,1,1,0,0,17500,4500,3000,0,2000,0,27000,13500
1909,2018,2,2,1,1,0,0,16000,4000,7000,0,6000,0,33000,16500
1910,2016,1,1,1,0,0,0,6000,3000,3000,0,500,0,12500,12500
1910,2017,1,1,1,1,0,0,7000,3000,3800,0,0,0,13800,13800
1910,2018,1,1,1,0,1,400,0,1200,2000,0,0,0,3200,3200
1911,2018,2,2,1,0,1,300,10700,5000,7000,0,900,0,23600,11800
1912,2016,1,1,1,1,0,0,20400,3000,5000,0,5000,12000,45400,45400
1912,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1912,2018,1,1,1,0,0,0,24000,3000,3500,10000,6000,0,46500,46500
1913,2016,2,2,1,1,1,400,0,2300,2300,0,0,1320,5920,2960
1913,2017,2,2,1,1,0,0,9500,4000,5000,0,0,4000,22500,11250
1913,2018,2,2,1,1,0,0,23000,5000,4000,450,1500,3000,36950,18475
1914,2016,1,1,1,0,0,0,6000,2500,6000,0,0,4000,18500,18500
1914,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1914,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1915,2016,2,2,1,2,0,0,7000,2600,2500,0,50,0,12150,6075
1915,2017,2,2,1,0,0,0,3600,5000,7000,0,2500,0,18100,9050
1915,2018,2,2,1,0,0,0,9000,2800,3200,0,0,0,15000,7500
1916,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1916,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1916,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1917,2016,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1917,2017,1,1,1,1,0,0,1530,1200,2500,0,0,0,5230,5230
1917,2018,1,1,1,0,1,400,0,700,500,0,0,0,1200,1200
1918,2016,2,2,1,1,0,0,19800,3500,7000,0,500,0,30800,15400
1918,2017,2,2,1,1,0,0,30000,2600,14000,7400,5000,0,59000,29500
1918,2018,2,2,1,1,0,0,33000,3000,7500,12000,10000,0,65500,32750
1919,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1919,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1919,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1920,2017,2,2,1,0,2,1000,0,0,0,0,0,0,0,0
1921,2016,2,2,1,0,0,0,250,1800,1350,0,0,0,3400,1700
1921,2017,2,2,1,0,0,0,300,0,2300,0,0,0,2600,1300
1921,2018,2,2,1,0,0,0,200,3000,3800,0,7200,0,14200,7100
1922,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1922,2017,1,1,1,0,0,0,360,750,800,0,7200,0,9110,9110
1922,2018,1,1,1,0,0,0,500,1400,400,0,700,0,3000,3000
1923,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1923,2017,2,2,1,0,1,500,7050,3050,4800,0,14400,3200,32500,16250
1923,2018,1,1,1,0,0,0,4800,2000,3000,0,1500,1000,12300,12300
1924,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1924,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1924,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1925,2016,1,1,1,0,0,0,15000,0,5000,0,0,0,20000,20000
1925,2017,3,3,1,0,0,0,46100,7300,8800,0,0,0,62200,20733.333333333332
1925,2018,3,3,1,0,0,0,18150,7500,13800,8000,5000,0,52450,17483.333333333332
1926,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1926,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1926,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1927,2016,3,3,1,0,1,400,600,3000,2200,0,0,0,5800,1933.3333333333333
1927,2017,3,3,1,0,0,0,600,3000,2800,0,0,0,6400,2133.3333333333335
1927,2018,2,2,1,0,0,0,600,4500,5500,0,1300,0,11900,5950
1928,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1928,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1928,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1929,2016,2,2,1,2,0,0,22000,4700,8000,0,2000,0,36700,18350
1929,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1929,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1930,2016,2,2,1,2,0,0,32500,0,2000,0,760,0,35260,17630
1930,2017,2,2,1,2,0,0,28000,0,11000,0,4500,3000,46500,23250
1930,2018,2,2,1,1,1,400,15700,3000,3600,0,800,0,23100,11550
1931,2016,2,2,1,0,2,800,1000,3000,2000,0,0,0,6000,3000
1931,2017,2,2,1,0,1,400,700,1200,8000,0,5500,1000,16400,8200
1931,2018,1,1,1,0,1,400,450,1200,1800,0,800,0,4250,4250
1932,2016,1,1,1,0,1,500,800,1700,3500,0,2000,0,8000,8000
1932,2017,1,1,1,0,1,500,2800,1500,2000,0,0,0,6300,6300
1932,2018,1,1,1,0,0,0,0,1600,3500,0,0,0,5100,5100
1933,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1933,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1933,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1934,2017,1,1,1,1,0,0,11700,1500,2000,0,7200,0,22400,22400
1935,2016,2,2,1,1,1,400,6600,1150,7000,0,0,0,14750,7375
1935,2017,2,2,1,1,1,400,14000,2500,7000,0,0,0,23500,11750
1935,2018,2,2,1,0,2,800,3250,2500,2780,0,0,0,8530,4265
1936,2016,3,3,1,0,3,1200,600,2200,2400,0,1200,0,6400,2133.3333333333335
1936,2017,3,3,1,0,2,800,545,3000,3300,0,6000,0,12845,4281.666666666667
1936,2018,2,2,1,0,2,800,450,1300,650,0,0,0,2400,1200
1937,2016,2,2,1,2,0,0,28200,5000,10000,0,7200,0,50400,25200
1937,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1937,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1938,2016,2,2,1,0,0,0,340,3000,1800,0,0,0,5140,2570
1938,2017,1,1,1,0,0,0,500,2500,700,0,2000,2500,8200,8200
1938,2018,1,1,1,0,0,0,1200,2500,3000,0,5000,3000,14700,14700
1939,2017,1,1,1,1,0,0,8000,2000,1500,0,0,0,11500,11500
1940,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1940,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1940,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1941,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1941,2017,1,1,1,0,0,0,1000,1800,2800,0,1000,0,6600,6600
1941,2018,1,1,1,0,0,0,2200,3000,3000,0,4000,0,12200,12200
1942,2016,3,3,1,2,0,0,31500,5000,8000,13500,8000,6900,72900,24300
1942,2017,2,2,1,0,0,0,23300,5000,8500,5000,4000,8000,53800,26900
1942,2018,2,2,1,0,0,0,29700,4200,12000,7500,6000,17000,76400,38200
1943,2016,1,1,1,0,0,0,5000,0,4000,2000,0,0,11000,11000
1943,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1943,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1944,2016,2,2,1,0,0,0,0,3350,1200,0,0,0,4550,2275
1944,2017,2,2,1,0,1,400,2400,2400,2050,0,1800,0,8650,4325
1944,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1945,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1945,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1945,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1946,2016,3,3,1,0,0,0,600,3500,2600,0,0,0,6700,2233.3333333333335
1946,2017,3,3,1,0,0,0,130,2000,1300,0,200,0,3630,1210
1946,2018,3,3,1,0,1,400,1250,2400,4200,0,1500,0,9350,3116.6666666666665
1948,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1948,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1948,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1949,2016,4,4,1,0,0,0,1000,4000,11500,0,0,0,16500,4125
1949,2017,4,4,1,0,0,0,7800,8000,9500,0,0,0,25300,6325
1949,2018,4,4,1,0,3,825,5325,9500,18500,0,12000,0,45325,11331.25
1950,2016,1,1,1,1,0,0,35000,6000,12000,5000,1200,3000,62200,62200
1950,2017,1,1,1,0,0,0,25000,3000,4000,0,5000,4000,41000,41000
1950,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1951,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1951,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1951,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1952,2016,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1952,2017,2,2,1,0,1,400,400,3000,18000,0,0,900,22300,11150
1952,2018,2,2,1,0,0,0,12500,3000,12000,0,1000,0,28500,14250
1953,2016,2,2,1,0,1,400,0,2000,1100,0,0,3000,6100,3050
1953,2017,3,3,1,1,0,0,4000,6000,7000,0,0,3500,20500,6833.333333333333
1953,2018,3,3,1,1,1,5000,13700,5500,9000,0,3800,3000,35000,11666.666666666666
1954,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1954,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1954,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1955,2016,4,4,1,0,4,2000,0,3200,2400,0,0,0,5600,1400
1955,2017,4,4,1,0,4,2000,0,500,1000,0,0,0,1500,375
1955,2018,4,4,1,0,2,1000,0,6500,2000,0,4000,0,12500,3125
1956,2016,2,2,1,0,0,0,1460,2700,3100,0,1100,0,8360,4180
1956,2017,2,2,1,0,1,400,2700,5000,5500,0,4400,0,17600,8800
1956,2018,3,3,1,0,0,0,19800,4600,12500,0,15000,6000,57900,19300
1957,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1957,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1957,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1958,2016,1,1,1,0,1,400,1000,1000,1500,0,0,0,3500,3500
1958,2017,1,1,1,0,1,400,1000,900,1100,0,3000,0,6000,6000
1958,2018,1,1,1,0,0,0,1500,1100,1800,0,0,0,4400,4400
1959,2016,3,3,1,0,0,0,1650,2600,8000,0,3300,0,15550,5183.333333333333
1959,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1959,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1960,2016,2,2,1,0,0,0,1300,2000,2000,0,3000,6000,14300,7150
1960,2017,2,2,1,0,0,0,18000,4000,4000,0,0,3000,29000,14500
1960,2018,2,2,1,0,0,0,20000,3000,4000,0,0,4000,31000,15500
1961,2016,2,2,1,0,0,0,17000,4500,5420,0,400,0,27320,13660
1961,2017,2,2,1,1,0,0,27000,5200,12500,0,6500,0,51200,25600
1961,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1962,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1962,2017,2,2,1,0,2,800,200,1700,300,0,0,0,2200,1100
1962,2018,2,2,1,0,2,800,480,1000,5000,0,2400,0,8880,4440
1963,2016,1,1,1,0,1,380,200,0,0,0,0,0,200,200
1963,2017,2,2,1,0,2,720,700,2400,1000,0,0,0,4100,2050
1963,2018,2,2,1,0,2,800,650,1600,1800,0,2400,0,6450,3225
1965,2016,3,3,1,2,0,0,34500,7480,3500,0,4500,3300,53280,17760
1965,2017,3,3,1,2,0,0,21050,6500,7500,0,7000,0,42050,14016.666666666666
1965,2018,3,3,1,3,0,0,102000,12500,11500,0,17000,0,143000,47666.666666666664
1966,2016,1,1,1,0,1,300,300,800,500,0,0,0,1600,1600
1966,2017,1,1,1,0,0,0,120,1000,2000,0,0,0,3120,3120
1966,2018,2,2,1,0,1,400,100,1800,2100,0,0,0,4000,2000
1967,2016,1,1,1,0,1,300,0,900,1800,0,0,0,2700,2700
1967,2017,1,1,1,0,1,300,360,1300,1200,0,3600,0,6460,6460
1967,2018,1,1,1,0,0,0,750,1750,1500,0,1500,0,5500,5500
1968,2016,1,1,1,1,0,0,2500,1500,3000,0,1000,4000,12000,12000
1968,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1968,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1969,2016,3,3,1,2,1,300,14000,6500,9000,0,0,3000,32500,10833.333333333334
1969,2017,3,3,1,2,1,400,17840,6000,14000,5400,0,0,43240,14413.333333333334
1969,2018,2,2,1,1,0,0,7300,2200,4150,4000,2200,0,19850,9925
1970,2016,2,2,1,2,0,0,19000,4500,8500,0,5000,0,37000,18500
1970,2017,3,3,1,1,0,0,24000,7000,22000,0,15000,1500,69500,23166.666666666668
1970,2018,3,3,1,1,0,0,13000,5400,10000,0,800,0,29200,9733.333333333334
1971,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1971,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1971,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1972,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1972,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1972,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1973,2017,1,1,1,0,1,350,350,1250,850,0,2500,0,4950,4950
1975,2016,3,3,1,0,0,0,1625,2525,3150,0,670,0,7970,2656.6666666666665
1975,2017,3,3,1,0,2,800,690,3800,5700,0,1500,0,11690,3896.6666666666665
1975,2018,3,3,1,0,2,800,2500,3200,3500,0,0,0,9200,3066.6666666666665
1976,2016,2,2,1,0,0,0,0,1200,1500,0,0,0,2700,1350
1976,2017,2,2,1,0,2,800,195,1900,1200,0,10000,0,13295,6647.5
1976,2018,2,2,1,0,2,800,1100,4500,4500,0,0,300,10400,5200
1977,2016,3,3,1,3,0,0,19700,15000,44000,0,9900,5700,94300,31433.333333333332
1977,2017,3,3,1,1,0,0,91400,7000,6400,0,36000,48000,188800,62933.333333333336
1977,2018,3,3,1,0,0,0,1050,1200,4100,0,500,2000,8850,2950
1978,2016,1,1,1,1,0,0,10150,2400,2500,0,1500,0,16550,16550
1978,2017,2,2,1,2,0,0,56500,3500,4700,0,3650,0,68350,34175
1978,2018,2,2,1,2,0,0,16400,2000,2800,0,200,0,21400,10700
1979,2016,4,4,1,0,3,2000,26300,2500,10500,0,5000,25000,69300,17325
1979,2017,4,4,1,0,3,1500,17050,8700,12000,0,10500,8000,56250,14062.5
1979,2018,4,4,1,0,0,0,16270,6500,14000,17500,14000,0,68270,17067.5
1980,2016,3,3,1,1,1,0,4310,3500,3600,0,0,0,11410,3803.3333333333335
1980,2017,3,3,1,0,1,300,200,2000,4000,0,4000,0,10200,3400
1980,2018,3,3,1,0,1,400,1400,3600,2300,0,0,0,7300,2433.3333333333335
1981,2016,1,1,1,1,0,0,8000,2000,3500,0,3600,0,17100,17100
1981,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1981,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1982,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1982,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1982,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1983,2016,1,1,1,0,0,0,100,600,500,0,300,0,1500,1500
1983,2017,1,1,1,0,1,450,350,0,550,0,2000,0,2900,2900
1983,2018,1,1,1,0,0,0,100,1500,1800,0,3600,0,7000,7000
1984,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1984,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1984,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1985,2016,4,4,1,2,0,0,70800,20000,19000,40000,42000,34000,225800,56450
1985,2017,3,3,1,3,0,0,43000,14500,16000,7400,15600,4000,100500,33500
1985,2018,3,3,1,3,0,0,41800,10600,17500,0,17500,0,87400,29133.333333333332
1986,2016,2,2,1,0,0,0,4300,2200,3300,0,14000,2500,26300,13150
1986,2017,2,2,1,0,0,0,1000,0,4300,0,1500,5000,11800,5900
1986,2018,2,2,1,0,0,0,8200,2300,8060,0,600,0,19160,9580
1987,2016,4,4,1,0,3,600,7400,2700,12700,0,0,4350,27150,6787.5
1987,2017,4,4,1,0,0,0,2000,3000,5200,0,4000,9000,23200,5800
1987,2018,4,4,1,0,0,0,1250,3200,3700,0,0,0,8150,2037.5
1988,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1988,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1988,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1989,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1989,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1989,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1990,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1990,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1990,2018,1,1,1,0,0,0,0,500,1000,0,0,0,1500,1500
1991,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1991,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1991,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1992,2016,1,1,1,0,0,0,600,1500,1000,0,450,0,3550,3550
1992,2017,1,1,1,1,0,0,13000,1500,4000,3600,5000,0,27100,27100
1992,2018,1,1,1,1,0,0,16000,2000,4000,3600,5000,0,30600,30600
1993,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1993,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1993,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1994,2016,5,5,1,0,0,0,1850,7500,11000,0,0,10600,30950,6190
1994,2017,5,5,1,0,1,450,9870,6000,16100,0,16000,2000,49970,9994
1994,2018,4,4,1,0,0,0,25600,10000,20000,0,20000,13000,88600,22150
1995,2016,1,1,1,1,0,0,8400,1000,2000,9000,4000,0,24400,24400
1995,2017,1,1,1,1,0,0,5000,1000,1550,0,1200,0,8750,8750
1995,2018,1,1,1,1,0,0,6000,1200,5000,0,3000,0,15200,15200
1996,2016,2,2,1,0,0,0,20000,3000,12500,0,2100,0,37600,18800
1996,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1996,2018,1,1,1,0,0,0,8000,3000,3500,12000,4000,0,30500,30500
1997,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1997,2017,1,1,1,1,0,0,4800,2000,750,0,6000,0,13550,13550
1997,2018,1,1,1,1,0,0,7200,3000,2500,0,400,0,13100,13100
1998,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1998,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1998,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1999,2016,3,3,1,0,1,400,0,4280,1380,0,0,1400,7060,2353.3333333333335
1999,2017,3,3,1,0,0,0,5500,4200,6000,0,2700,2000,20400,6800
1999,2018,3,3,1,0,0,0,7000,5000,18000,0,3500,0,33500,11166.666666666666
2000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2001,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2001,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2001,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2002,2016,1,1,1,0,1,4000,0,1500,1200,0,0,6000,8700,8700
2002,2017,1,1,1,0,1,400,1500,1000,3000,0,0,3500,9000,9000
2002,2018,1,1,1,0,0,0,10000,1500,5000,0,1000,0,17500,17500
2003,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2003,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2003,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2004,2016,3,3,1,0,0,0,300,1900,3700,0,0,0,5900,1966.6666666666667
2004,2017,2,2,1,0,0,0,0,2000,1000,0,0,0,3000,1500
2004,2018,2,2,1,0,0,0,450,2620,2290,0,740,0,6100,3050
2005,2016,1,1,1,0,1,200,200,750,500,0,500,0,1950,1950
2005,2017,2,2,1,2,0,0,16000,2000,3200,0,8000,0,29200,14600
2005,2018,3,3,1,3,0,0,19500,7000,7000,0,11200,0,44700,14900
2006,2016,2,2,1,0,0,0,17000,5000,8000,0,6500,4000,40500,20250
2006,2017,1,1,1,0,0,0,29500,0,12000,4000,0,8500,54000,54000
2006,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2007,2017,2,2,1,1,1,0,12700,6500,4000,5000,7000,0,35200,17600
2008,2016,4,4,1,0,2,700,1950,3050,4900,0,24400,0,34300,8575
2008,2017,4,4,1,1,1,500,5600,8500,6600,0,11000,0,31700,7925
2008,2018,4,4,1,2,1,400,19500,9400,11700,0,17000,2000,59600,14900
2009,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2009,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2009,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2010,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2010,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2010,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2011,2016,2,2,1,0,0,0,1200,0,3000,0,0,0,4200,2100
2011,2017,2,2,1,0,1,600,630,3000,5300,0,0,9600,18530,9265
2011,2018,2,2,1,0,1,1200,450,1200,1000,0,2500,800,5950,2975
2012,2016,2,2,1,0,0,0,350,2000,4500,0,0,0,6850,3425
2012,2017,2,2,1,0,0,0,1000,4000,3000,0,0,0,8000,4000
2012,2018,4,4,1,2,0,0,12000,7500,10700,4800,0,0,35000,8750
2013,2016,2,2,1,0,0,0,300,2250,3300,0,500,0,6350,3175
2013,2017,2,2,1,0,0,0,280,4500,4500,0,5500,0,14780,7390
2013,2018,2,2,1,0,0,0,880,5200,2350,0,7300,0,15730,7865
2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2015,2017,1,1,1,0,0,0,0,650,200,0,500,0,1350,1350
2015,2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,2016,1,1,1,0,0,0,8000,1500,5000,0,0,0,14500,14500
2016,2017,1,1,1,0,0,0,2500,1500,3000,0,0,0,7000,7000
2016,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2017,2016,2,2,1,0,0,0,700,2400,3400,0,0,0,6500,3250
2017,2017,2,2,1,0,0,0,1400,1800,500,0,0,0,3700,1850
2017,2018,2,2,1,0,0,0,4320,2200,3500,0,1300,0,11320,5660
2018,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2018,2017,1,1,1,1,0,0,1500,0,800,0,0,0,2300,2300
2018,2018,1,1,1,1,0,0,7200,1250,1700,0,1000,0,11150,11150
2019,2016,3,3,1,0,1,400,2730,1000,2800,0,0,0,6530,2176.6666666666665
2019,2017,2,2,1,0,1,400,1500,2300,2400,0,4500,0,10700,5350
2019,2018,2,2,1,0,1,400,3000,1250,1600,0,0,4000,9850,4925
2020,2016,1,1,1,0,0,0,9000,1500,6000,0,3000,0,19500,19500
2020,2017,1,1,1,0,0,0,10000,5000,9000,0,6000,0,30000,30000
2020,2018,2,2,1,0,0,0,14400,4000,6000,0,10000,4000,38400,19200
2021,2016,2,2,1,0,0,0,800,7000,10000,0,7200,0,25000,12500
2021,2017,2,2,1,0,0,0,900,4000,2000,0,0,0,6900,3450
