hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,has_nonag_enterprise,n_nonag_enterprises,n_enterprises_valid_sector,n_full_owned,n_partial_owned,enterprise_workers_total,enterprise_workers_mean,enterprise_revenue_12m,enterprise_expenses_12m,enterprise_profit_12m,enterprise_capex_12m,enterprise_asset_sales_12m,enterprise_rev_per_firm,enterprise_profit_per_firm,enterprise_rev_per_worker,enterprise_profit_margin,ind_agri_forestry_fish,ind_mining_quarrying,ind_manufacturing,ind_electricity_gas_water,ind_water_waste,ind_construction,ind_wholesale_retail,ind_accommodation_food,ind_transport_storage,ind_information_comm,ind_financial_insurance,ind_real_estate,ind_professional_technical,ind_public_admin_defence,ind_education,ind_health_social,ind_others,sector_agriculture_share,sector_manufacturing_construction_share,sector_services_share
3624,2016,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Kwholasthar,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,2017,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Kwholasthar,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,2018,754.5958251953125,1,Balungpani,40603,Kwhola Sothar Gaunpalika,Lamjung,Lamjung,Rural municipality,Kwholasthar,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,2016,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Hupsekot,1,1,1,1,0,0,2,2,175000,34000,141000,75000,0,175000,141000,87500,0.8057142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3625,2017,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Hupsekot,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,2018,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Hupsekot,1,1,1,1,1,0,1,1,300000,117000,183000,50000,0,300000,183000,300000,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3626,2016,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,manahari,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,2017,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,manahari,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,2018,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,manahari,7,1,2,2,2,0,3,1.5,2200000,1081000,1119000,0,0,1100000,559500,733333.3333333334,0.5086363636363637,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1
3627,2016,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,2017,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,2018,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,1,1,1,1,0,1,1,560000,215000,345000,0,0,560000,345000,560000,0.6160714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3628,2016,990.53192138671875,3,Banauli,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,2017,990.53192138671875,3,Banauli,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,2016,585.5533447265625,4,Maulali,70208,Durgathali Gaunpalika,Bajhang,Bajhang,Rural municipality,Durgathali,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,2017,585.5533447265625,4,Maulali,70208,Durgathali Gaunpalika,Bajhang,Bajhang,Rural municipality,Durgathali,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,2018,585.5533447265625,4,Maulali,70208,Durgathali Gaunpalika,Bajhang,Bajhang,Rural municipality,Durgathali,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,2016,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,2017,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,2018,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,1,1,1,1,0,1,1,300000,255000,45000,50000,0,300000,45000,300000,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3631,2016,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawari,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,2017,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawari,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,2018,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godawari,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2016,487.4611206054687,3,Bahuntilpung,31103,Tinpatan Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Tinpatan Gaupalika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2017,487.4611206054687,3,Bahuntilpung,31103,Tinpatan Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Tinpatan Gaupalika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2018,487.4611206054687,3,Bahuntilpung,31103,Tinpatan Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Tinpatan Gaupalika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,2016,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,2017,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,2018,544.4632568359375,8,Chyanam,10407,Sunkoshi Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Sunkoshi,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,2016,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Ethair bisanpur,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,2017,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Ethair bisanpur,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,2018,898.64581298828125,7,ItahariBishnupur,20112,Bishnupur Gaunpalika,Saptari,Saptari,Rural municipality,Ethair bisanpur,6,1,1,1,1,0,3,3,650000,360000,290000,50000,0,650000,290000,216666.66666666666,0.4461538461538462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3635,2016,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,2017,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,2018,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,2016,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,2017,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,2018,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,1,1,1,1,0,2,2,300000,200500,99500,50000,0,300000,99500,150000,0.33166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3637,2016,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,2017,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,2018,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,2016,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli,13,1,1,1,0,0,2,2,400000,250000,150000,250000,0,400000,150000,200000,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3638,2017,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,2018,631.615234375,1,Pragatinagar,40805,Devchuli Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Depchuli,13,1,1,1,1,0,1,1,200000,61000,139000,10000,0,200000,139000,200000,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3639,2016,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,2017,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,2018,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Mane Bhyanjang,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,2016,990.53192138671875,8,Mudali,20810,Kalikamai Gaunpalika,Parsa,Parsa,Rural municipality,Kalikamai,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,2017,990.53192138671875,8,Mudali,20810,Kalikamai Gaunpalika,Parsa,Parsa,Rural municipality,Kalikamai,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,2018,990.53192138671875,8,Mudali,20810,Kalikamai Gaunpalika,Parsa,Parsa,Rural municipality,Kalikamai,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,2016,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,sunwal Aadrsh,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,2017,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,sunwal Aadrsh,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,2018,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,sunwal Aadrsh,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,2016,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,INDRAWATI,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,2017,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,INDRAWATI,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,2018,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,INDRAWATI,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,2016,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,1,1,1,0,0,1,1,100000,8000,92000,200000,0,100000,92000,100000,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3643,2017,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,2018,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,1,1,1,1,0,1,1,80000,33500,46500,100000,0,80000,46500,80000,0.58125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3644,2016,487.4611206054687,5,Nagre Gagarche,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,chauri Deaurali,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,2017,487.4611206054687,5,Nagre Gagarche,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,chauri Deaurali,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,2018,487.4611206054687,5,Nagre Gagarche,30901,Chauri Deurali Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,chauri Deaurali,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,2016,487.4611206054687,9,Falate Bhulmu,30902,Bhumlu Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bhulmu,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,2017,487.4611206054687,9,Falate Bhulmu,30902,Bhumlu Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bhulmu,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,2018,487.4611206054687,9,Falate Bhulmu,30902,Bhumlu Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,Rural municipality,Bhulmu,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,2016,618.27056884765625,3,Jhapra,60704,Chhedagad Municipality,Jajarkot,Jajarkot,Municipality,Chhedagad,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,2017,618.27056884765625,3,Jhapra,60704,Chhedagad Municipality,Jajarkot,Jajarkot,Municipality,Chhedagad,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,2018,618.27056884765625,3,Jhapra,60704,Chhedagad Municipality,Jajarkot,Jajarkot,Municipality,Chhedagad,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,2016,585.5533447265625,1,Mahankal,30204,Helambu Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Helambu,4,1,1,1,0,0,1,1,120000,22500,97500,150000,15000,120000,97500,120000,0.8125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3647,2017,585.5533447265625,1,Mahankal,30204,Helambu Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Helambu,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,2018,585.5533447265625,1,Mahankal,30204,Helambu Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Helambu,4,1,1,1,1,0,1,1,180000,18000,162000,400000,0,180000,162000,180000,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3648,2016,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,2017,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,2018,898.64581298828125,4,Budhabare,11102,Buddhashanti Gaunpalika,Jhapa,Jhapa,Municipality,Buddhasanti,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,2016,990.53192138671875,7,Parsa,20508,Parsa Gaunpalika,Sarlahi,Sarlahi,Rural municipality,Parsa,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,2017,990.53192138671875,7,Parsa,20508,Parsa Gaunpalika,Sarlahi,Sarlahi,Rural municipality,Parsa,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,2018,990.53192138671875,7,Parsa,20508,Parsa Gaunpalika,Sarlahi,Sarlahi,Rural municipality,Parsa,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,2016,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manahari,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,2017,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manahari,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,2018,487.4611206054687,3,Manahari,31205,Manahari Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Manahari,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,2016,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,2017,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,2018,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2016,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2017,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2018,634.085205078125,2,Sugarkhal,70801,Mohanyal Gaunpalika,Kailali,Kailali,Rural municipality,Mohanyal,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,2016,754.5958251953125,7,Palumtar,40108,Palungtar Municipality,Gorkha,Gorkha,Municipality,Palungtar,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,2017,754.5958251953125,7,Palumtar,40108,Palungtar Municipality,Gorkha,Gorkha,Municipality,Palungtar,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,2018,754.5958251953125,7,Palumtar,40108,Palungtar Municipality,Gorkha,Gorkha,Municipality,Palungtar,4,1,1,1,1,0,3,3,1380000,875000,505000,30000,0,1380000,505000,460000,0.36594202898550726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3654,2016,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,2017,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,2018,585.5533447265625,7,Bramhatola,70108,Budhiganga Municipality,Bajura,Bajura,Municipality,Budiganga,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,2016,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,2017,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,2018,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,2016,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,2017,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,2018,754.5958251953125,2,Resh,41102,Kathekhola Gaunpalika,Baglung,Baglung,Rural municipality,Kathekhola,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
