hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,has_nonag_enterprise,n_nonag_enterprises,n_enterprises_valid_sector,n_full_owned,n_partial_owned,enterprise_workers_total,enterprise_workers_mean,enterprise_revenue_12m,enterprise_expenses_12m,enterprise_profit_12m,enterprise_capex_12m,enterprise_asset_sales_12m,enterprise_rev_per_firm,enterprise_profit_per_firm,enterprise_rev_per_worker,enterprise_profit_margin,ind_agri_forestry_fish,ind_mining_quarrying,ind_manufacturing,ind_electricity_gas_water,ind_water_waste,ind_construction,ind_wholesale_retail,ind_accommodation_food,ind_transport_storage,ind_information_comm,ind_financial_insurance,ind_real_estate,ind_professional_technical,ind_public_admin_defence,ind_education,ind_health_social,ind_others,sector_agriculture_share,sector_manufacturing_construction_share,sector_services_share
622,2018,618.27056884765625,9,Dandakhali,61001,Simta Gaunpalika,Surkhet,Surkhet,Rural municipality,Simta,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2016,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotama,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2017,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotama,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2018,631.615234375,5,Tikuligadh,50808,Tilottama Municipality,Rupandehi,Rupandehi,Municipality,Tilotama,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2016,618.27056884765625,2,Syalapakha,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2017,618.27056884765625,2,Syalapakha,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2016,634.085205078125,2,Sugarkhal,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2016,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2017,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2018,585.5533447265625,5,Tapting,10307,Solu Dhudhakunda Municipality,Solukhumbu,Solukhumbu,Municipality,Solu Dudhkunda,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2016,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2018,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2016,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,1,1,0,0,0,0,300000,2700,297300,200000,0,300000,297300,,0.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
628,2017,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2018,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,1,1,1,0,1,1,150000,1025000,-875000,600000,10000,150000,-875000,150000,-5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
629,2016,631.615234375,8,Rakachuli,40808,Binayee Triveni Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Binaytribeni,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2017,631.615234375,8,Rakachuli,40808,Binayee Triveni Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Binaytribeni,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2018,631.615234375,8,Rakachuli,40808,Binayee Triveni Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Binaytribeni,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2016,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2017,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2018,585.5533447265625,7,Sanwa,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Mikwakhola,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2016,634.085205078125,4,Masuriya,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2016,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2017,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2018,487.4611206054687,8,Kalpabrishykha,31108,Marin Gaunpalika,Sindhuli,Sindhuli,Rural municipality,Marin,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2016,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2017,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2018,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailung,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2016,487.4611206054687,8,Mahadevsthan Mandan,30903,Mandan Deupur Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Mandan deupur,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2017,487.4611206054687,8,Mahadevsthan Mandan,30903,Mandan Deupur Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Mandan deupur,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2018,487.4611206054687,8,Mahadevsthan Mandan,30903,Mandan Deupur Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Mandan deupur,7,1,1,1,1,0,1,1,100000,9000,91000,0,0,100000,91000,100000,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
635,2016,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2017,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2018,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2016,898.64581298828125,3,Belhichapena,20111,Rajgadh Gaunpalika,Saptari,Saptari,Rural municipality,Belhichapena,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2017,898.64581298828125,3,Belhichapena,20111,Rajgadh Gaunpalika,Saptari,Saptari,Rural municipality,Belhichapena,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2018,898.64581298828125,3,Belhichapena,20111,Rajgadh Gaunpalika,Saptari,Saptari,Rural municipality,Belhichapena,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2016,631.615234375,2,DayaNagar,50807,Siyari Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Siyari,5,1,1,1,0,0,1,1,300000,150000,150000,130000,0,300000,150000,300000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
637,2017,631.615234375,2,DayaNagar,50807,Siyari Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Siyari,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2018,631.615234375,2,DayaNagar,50807,Siyari Gaunpalika,Rupandehi,Rupandehi,Rural municipality,Siyari,5,1,1,1,1,0,2,2,400000,206000,194000,50000,0,400000,194000,200000,0.485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
638,2016,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal Aadarah,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2017,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal Aadarah,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2018,631.615234375,4,Sunwal,50702,Sunwal Nagarpalika,Nawalparasi West,Nawalparasi,Municipality,Sunwal Aadarah,4,1,1,1,1,0,1,1,50000,31000,19000,0,0,50000,19000,50000,0.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
639,2016,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,2017,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,2018,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2016,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulsipur,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2017,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulsipur,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2018,666.9111328125,8,Manpur,51003,Tulsipur Sub-Metropolitian City,Dang,Dang,Sub-metropolitan area,Tulsipur,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2016,898.64581298828125,7,Sanischare,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2017,898.64581298828125,7,Sanischare,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,2018,898.64581298828125,7,Sanischare,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2016,990.53192138671875,7,Dahiyar,20714,Mahagadhimai Municipality,Bara,Bara,Municipality,Ghadhimai,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2017,990.53192138671875,7,Dahiyar,20714,Mahagadhimai Municipality,Bara,Bara,Municipality,Ghadhimai,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2018,990.53192138671875,7,Dahiyar,20714,Mahagadhimai Municipality,Bara,Bara,Municipality,Ghadhimai,5,1,1,1,1,0,2,2,1500000,1145000,355000,500000,0,1500000,355000,750000,0.23666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
643,2016,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2017,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2018,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2016,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2017,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2018,487.4611206054687,1,Daman,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2016,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,1,1,1,0,0,2,2,90000,0,90000,75000,0,90000,90000,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
645,2017,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2018,618.27056884765625,8,Latikoili,61006,Birendranagar Municipality,Surkhet,Surkhet,Municipality,Birendranagar,9,1,1,1,1,0,1,1,150000,61000,89000,0,0,150000,89000,150000,0.5933333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
646,2016,487.4611206054687,5,Bajrabarahi,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2017,487.4611206054687,5,Bajrabarahi,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2018,487.4611206054687,5,Bajrabarahi,31202,Thaha Municipality,Makwanpur,Makwanpur,Municipality,Thaha,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2016,898.64581298828125,9,Kaptanganj,11311,Dewangunj Gaunpalika,Sunsari,Sunsari,Rural municipality,Dewanganj,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2017,898.64581298828125,9,Kaptanganj,11311,Dewangunj Gaunpalika,Sunsari,Sunsari,Rural municipality,Dewanganj,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2018,898.64581298828125,9,Kaptanganj,11311,Dewangunj Gaunpalika,Sunsari,Sunsari,Rural municipality,Dewanganj,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2016,487.4611206054687,9,Hatpate,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2017,487.4611206054687,9,Hatpate,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2018,487.4611206054687,9,Hatpate,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,2016,585.5533447265625,4,Maulali,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,2017,585.5533447265625,4,Maulali,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2016,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,pachkhal,11,1,2,2,0,0,3,1.5,1520000,1106400,413600,0,0,760000,206800,506666.6666666667,0.27210526315789474,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
650,2017,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,pachkhal,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2018,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,pachkhal,11,1,2,2,2,0,4,2,900000,231200,668800,100000,0,450000,334400,225000,0.7431111111111111,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
651,2016,544.4632568359375,2,Sungdel,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,Rural municipality,Kepilasgadi,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,2017,544.4632568359375,2,Sungdel,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,Rural municipality,Kepilasgadi,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,2018,544.4632568359375,2,Sungdel,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,Rural municipality,Kepilasgadi,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2016,990.53192138671875,5,Khariyani,20309,Sabaila Municipality,Dhanusha,Dhanusha,Municipality,Sabaila,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2017,990.53192138671875,5,Khariyani,20309,Sabaila Municipality,Dhanusha,Dhanusha,Municipality,Sabaila,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2018,990.53192138671875,5,Khariyani,20309,Sabaila Municipality,Dhanusha,Dhanusha,Municipality,Sabaila,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2016,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2017,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2018,754.5958251953125,2,Khudi,40602,Marshyangdi Gaunpalika,Lamjung,Lamjung,Rural municipality,Marsyangdi,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,2016,898.64581298828125,7,Kanchanpur,20102,Kanchanrup Municipality,Saptari,Saptari,Municipality,Kanchanrup,8,1,1,1,0,0,1,1,480000,9000,471000,280000,0,480000,471000,480000,0.98125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
654,2017,898.64581298828125,7,Kanchanpur,20102,Kanchanrup Municipality,Saptari,Saptari,Municipality,Kanchanrup,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,2018,898.64581298828125,7,Kanchanpur,20102,Kanchanrup Municipality,Saptari,Saptari,Municipality,Kanchanrup,8,1,2,2,2,0,5,2.5,4800000,3830000,970000,175000,0,2400000,485000,960000,0.20208333333333334,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,1
655,2016,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2017,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2018,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2016,487.4611206054687,3,Jyamrung,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2017,487.4611206054687,3,Jyamrung,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2016,898.64581298828125,3,Fatepur,20101,Saptakoshi Municipality,Saptari,Saptari,Municipality,saptkoshi,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2017,898.64581298828125,3,Fatepur,20101,Saptakoshi Municipality,Saptari,Saptari,Municipality,saptkoshi,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2018,898.64581298828125,3,Fatepur,20101,Saptakoshi Municipality,Saptari,Saptari,Municipality,saptkoshi,1,1,1,1,1,0,1,1,75000,24500,50500,15000,0,75000,50500,75000,0.6733333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,2016,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2017,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2018,487.4611206054687,2,Nalang,30408,Siddhalek Gaunpalika,Dhading,Dhading,Rural municipality,Siddhalek,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2016,898.64581298828125,4,Rangeli,11211,Rangeli Municipality,Morang,Morang,Municipality,Rangeli,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
