hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,agri_hh,owned_plots_n,owned_area_sqm,cultivated_area_sqm,rented_in_area_sqm,rented_in_any,plot_wet_farmed_share,plot_wet_rented_share,plot_wet_shared_share,plot_wet_fallow_share,plot_dry_farmed_share,plot_dry_rented_share,plot_dry_shared_share,plot_dry_fallow_share,double_crop_share,wet_use_seed,wet_use_fertiliser,wet_use_pesticide,wet_use_equipment,wet_use_hired_labour,dry_use_seed,dry_use_fertiliser,dry_use_pesticide,dry_use_equipment,dry_use_hired_labour,input_total_12m_rs,input_intensity_per_sqm,n_crop_types,grows_staple,grows_cashcrop,grows_horticulture,wet_grows_staple,dry_grows_staple,crop_sold_any,crop_sales_12m_rs,crop_sale_share,owns_tractor,owns_pump,owns_modern_equip,n_modern_equip_types,ag_equip_stock_value_rs,livestock_has
1663,2018,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Pach pokhari Thangpool,5,1,1,763.10577392578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1400,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1664,2016,990.53192138671875,1,Hariharpur,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Chhileswar Natha,7,1,1,135.4528045654297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1664,2017,990.53192138671875,1,Hariharpur,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Chhileswar Natha,7,1,1,135.4528045654297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,900,,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1664,2018,990.53192138671875,1,Hariharpur,20305,Chhireshwornath Municipality,Dhanusha,Dhanusha,Municipality,Chhileswar Natha,7,1,1,135.4528045654297,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1665,2016,631.615234375,8,Guthisuryapura,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Partappur,7,1,1,4402.2109375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3700,,2,1,0,0,1,0,0,0,0,0,1,1,1,3500,1
1665,2017,631.615234375,8,Guthisuryapura,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Partappur,7,1,1,4402.2109375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,7900,,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1665,2018,631.615234375,8,Guthisuryapura,50706,Pratappur Gaunpalika,Nawalparasi West,Nawalparasi,Rural municipality,Partappur,7,1,1,4402.2109375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,7600,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1666,2016,487.4611206054687,7,Darkha,30402,Khaniyabas Gaunpalika,Dhading,Dhading,Rural municipality,khaniyabas Gaupalika,4,1,0,0,1017.4739990234376,1017.4739990234376,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,800,0.7862608781824723,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1666,2017,487.4611206054687,7,Darkha,30402,Khaniyabas Gaunpalika,Dhading,Dhading,Rural municipality,khaniyabas Gaupalika,4,1,2,1144.6589965820313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7000,,6,1,1,1,1,1,0,0,0,0,0,0,0,3000,1
1666,2018,487.4611206054687,7,Darkha,30402,Khaniyabas Gaunpalika,Dhading,Dhading,Rural municipality,khaniyabas Gaupalika,4,1,2,1144.6589965820313,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3550,,7,1,1,1,1,1,0,0,0,0,0,0,0,2500,1
1667,2016,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,1,1,0,0,0,0,0,0,0,700,1
1667,2017,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,,3,1,0,0,1,1,0,0,0,0,0,0,0,2000,1
1667,2018,547.52593994140625,4,Durgasthan,70405,Dasharathchand Municipality,Baitadi,Baitadi,Municipality,DasarathChand,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,1,1,14000,0.4,0,0,0,0,9000,1
1668,2016,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali,9,1,2,6104.843994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250,,5,1,1,0,1,1,0,0,0,0,0,0,0,4500,1
1668,2017,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali,9,1,2,6104.843994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13000,,14,1,1,1,1,1,1,32105,0.35714285714285715,0,0,0,0,3000,1
1668,2018,585.5533447265625,9,Dattu,70303,Mahakali Municipality,Darchula,Darchula,Municipality,Mahakali,9,1,2,6104.843994140625,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0,1,0,0,0,0,1,7500,,2,1,0,0,1,1,0,0,0,0,0,0,0,50000,1
1669,2016,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeshwar Gaupalika,5,1,2,2034.9480590820313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3050,,4,1,0,0,1,1,0,0,0,0,0,0,0,950,1
1669,2017,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeshwar Gaupalika,5,1,2,2034.9480590820313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,800,,8,1,1,1,1,1,0,0,0,0,0,0,0,1600,1
1669,2018,585.5533447265625,6,Katakuti,30108,Shailung Gaunpalika,Dolakha,Dolakha,Rural municipality,Sailungeshwar Gaupalika,5,1,2,2034.9480590820313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,600,,6,1,0,1,1,1,0,0,0,0,0,0,0,1700,1
1670,2016,544.4632568359375,5,Kurule,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,Rural municipality,Chaubise,3,1,2,11700.951171875,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1,1,1,0,0,1,5400,,4,1,0,1,1,0,1,116150,0.5,0,0,0,0,900,1
1670,2017,544.4632568359375,5,Kurule,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,Rural municipality,Chaubise,3,1,2,11700.951171875,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,1,1,0,0,0,0,0,0,0,0,1200,1
1670,2018,544.4632568359375,5,Kurule,10707,Chaubise Gaunpalika,Dhankuta,Dhankuta,Rural municipality,Chaubise,3,1,2,11700.951171875,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,1,1,0,0,0,1,5200,,8,1,1,1,1,0,1,41740,0.21755368814192344,0,0,0,0,500,1
1671,2016,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,2,44260.1201171875,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,6,1,0,0,1,1,0,0,0,0,0,0,0,2000,1
1671,2017,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,2,44260.1201171875,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,6,1,0,0,1,1,0,0,0,0,0,0,0,3500,1
1671,2018,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,2,44260.1201171875,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,1,1,0,0,0,0,0,0,0,11000,1
1672,2016,754.5958251953125,7,Jamune,40703,Myagde Gaunpalika,Tanahun,Tanahun,Rural municipality,Magadi,3,1,1,3052.422119140625,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,500,,3,1,0,0,1,0,0,0,0,0,0,0,0,500,1
1672,2017,754.5958251953125,7,Jamune,40703,Myagde Gaunpalika,Tanahun,Tanahun,Rural municipality,Magadi,3,1,1,3052.422119140625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,6200,,3,1,0,1,1,0,1,5650,0.5751322751322752,0,0,0,0,0,1
1672,2018,754.5958251953125,7,Jamune,40703,Myagde Gaunpalika,Tanahun,Tanahun,Rural municipality,Magadi,3,1,1,3052.422119140625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,6700,,2,1,0,1,1,1,0,0,0,0,0,0,0,4000,1
1673,2016,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,2,5418.10546875,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,29050,,2,1,0,0,1,1,1,18200,0.40625,0,0,0,0,0,1
1673,2017,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,2,5418.10546875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,7600,,3,1,0,0,1,1,1,35550,0.4075757575757576,0,0,0,0,0,1
1673,2018,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,1,2,5418.10546875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,17200,,2,1,0,0,1,1,0,0,0,0,0,0,0,900,0
1674,2016,754.5958251953125,6,Anbukhaireni,40710,Aanbu Khaireni Gaunpalika,Tanahun,Tanahun,Rural municipality,Anbukhaireni,6,1,1,3561.158935546875,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5720,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1674,2017,754.5958251953125,6,Anbukhaireni,40710,Aanbu Khaireni Gaunpalika,Tanahun,Tanahun,Rural municipality,Anbukhaireni,6,1,1,3561.158935546875,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4750,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1674,2018,754.5958251953125,6,Anbukhaireni,40710,Aanbu Khaireni Gaunpalika,Tanahun,Tanahun,Rural municipality,Anbukhaireni,6,1,1,3561.158935546875,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,4000,1
1675,2016,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,godawori  nagarpalika,3,1,3,16592.9482421875,0,0,0,0,0,0.6666666666666666,0,0,0,0.6666666666666666,0,0,0,1,0,1,0,0,1,0,1,0,7000,,2,1,0,0,1,1,0,0,0,0,1,1,2,4500,1
1675,2017,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,godawori  nagarpalika,3,1,3,16592.9482421875,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1
1675,2018,634.085205078125,1,Malakheti,70803,Godawari Municipality,Kailali,Kailali,Municipality,godawori  nagarpalika,3,1,3,16592.9482421875,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
1676,2016,634.085205078125,4,Pathariya,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janaki,8,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1676,2017,634.085205078125,4,Pathariya,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janaki,8,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1
1676,2018,634.085205078125,4,Pathariya,70808,Janaki Gaunpalika,Kailali,Kailali,Rural municipality,Janaki,8,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,3000,1
1677,2016,487.4611206054687,5,Sankhupati Chour,30905,Dhulikhel Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,dhulikhel na pa,12,1,4,7885.423828125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,19000,,12,1,1,1,1,1,0,0,0,1,1,1,2,39500,1
1677,2017,487.4611206054687,5,Sankhupati Chour,30905,Dhulikhel Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,dhulikhel na pa,12,1,4,7885.423828125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,22000,,6,1,1,1,1,1,1,90500,0.44920634920634916,1,0,1,1,20000,1
1677,2018,487.4611206054687,5,Sankhupati Chour,30905,Dhulikhel Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,dhulikhel na pa,12,1,4,7885.423828125,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,1,0,0,1,0,1,1,0,1,24900,,4,1,1,1,1,0,1,200000,0.25,1,0,1,1,30000,1
1678,2016,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1678,2017,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0
1678,2018,990.53192138671875,5,Suganikash,20308,Hansapur Municipality,Dhanusha,Dhanusha,Municipality,Hanspur,5,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1679,2016,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
1679,2017,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1
1679,2018,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
1680,2016,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,1,1,0,0,0,0,0,0,0,2000,1
1680,2017,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,560,,3,1,0,0,1,1,0,0,0,0,0,0,0,4500,1
1680,2018,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Melekh,7,1,2,3561.1590576171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,1,1,0,0,0,0,0,0,0,7500,1
1681,2016,898.64581298828125,6,Bharaul,11302,Barahachhetra Municipality,Sunsari,Sunsari,Municipality,Batahachhetra,4,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
1681,2017,898.64581298828125,6,Bharaul,11302,Barahachhetra Municipality,Sunsari,Sunsari,Municipality,Batahachhetra,4,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0
1681,2018,898.64581298828125,6,Bharaul,11302,Barahachhetra Municipality,Sunsari,Sunsari,Municipality,Batahachhetra,4,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1682,2016,666.9111328125,1,Sisahaniya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,7,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1682,2017,666.9111328125,1,Sisahaniya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,7,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0
1682,2018,666.9111328125,1,Sisahaniya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,7,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1683,2016,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,1,2709.052734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,15000,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1683,2017,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,1,2709.052734375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,8200,,2,1,0,1,1,0,0,0,0,0,0,0,0,2000,1
1683,2018,898.64581298828125,9,Arjundhara,11103,Arjundhara Municipality,Jhapa,Jhapa,Municipality,Aarjundhara,6,1,1,2709.052734375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,6800,,2,1,0,0,1,1,0,0,0,0,0,0,0,2500,0
1684,2016,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Indrawati Gaupali,10,1,3,4578.633056640625,508.7369995117187,508.7369995117187,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5000,9.828260977280905,3,1,0,0,1,0,0,0,0,0,0,0,0,2500,1
1684,2017,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Indrawati Gaupali,10,1,3,4578.633056640625,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1684,2018,585.5533447265625,5,Bhotasipa,30206,Indrawoti Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Indrawati Gaupali,10,1,3,4578.633056640625,0,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,10700,,2,1,0,0,1,0,0,0,0,0,0,0,0,3500,1
1685,2016,487.4611206054687,1,Tinkanya,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1685,2017,487.4611206054687,1,Tinkanya,,,,,,,,1,1,763.10577392578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,900,,5,1,0,1,1,1,0,0,0,0,0,0,0,700,1
1686,2016,585.5533447265625,1,Bhamchaur,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1686,2017,585.5533447265625,1,Bhamchaur,,,,,,,,1,1,3306.790771484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,1,1,1,0,0,0,0,0,0,0,1500,1
1687,2016,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1687,2017,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,5200,,3,1,1,0,1,1,1,10000,0.20634920634920634,0,0,0,0,0,1
1687,2018,631.615234375,5,Deurali,40804,Hupsekot Gaunpalika,Nawalparasi East,Nawalparasi,Rural municipality,Husikot,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,7500,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1688,2016,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,1,2,1574.6371612548828,0,0,0,0,0,0,0.5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,290,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1688,2017,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,1,2,1574.6371612548828,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,1,0,0,1,0,1,0,3600,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1688,2018,631.615234375,1,Kawaswoti,40806,Kawaswoti Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Kawasoti,7,1,2,1574.6371612548828,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1689,2016,487.4611206054687,2,Hatiya,31206,Hetauda Sub-Metropolitian City,Makwanpur,Makwanpur,Sub-metropolitan area,Hetauda,17,1,1,3724.947509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,7200,,3,1,0,1,1,1,1,16200,0.5,0,0,0,0,0,1
1689,2017,487.4611206054687,2,Hatiya,31206,Hetauda Sub-Metropolitian City,Makwanpur,Makwanpur,Sub-metropolitan area,Hetauda,17,1,1,3724.947509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1689,2018,487.4611206054687,2,Hatiya,31206,Hetauda Sub-Metropolitian City,Makwanpur,Makwanpur,Sub-metropolitan area,Hetauda,17,1,1,3724.947509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,4450,,2,1,0,0,1,1,1,33000,0.2777777777777778,0,0,0,0,0,1
1690,2016,585.5533447265625,8,ThuloSirubari,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara Sanga chok Gadi,14,1,4,2289.3167724609375,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,8100,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1690,2017,585.5533447265625,8,ThuloSirubari,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara Sanga chok Gadi,14,1,4,2289.3167724609375,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,1,0,1,0,0,1,6400,,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1690,2018,585.5533447265625,8,ThuloSirubari,30207,Choutara Sangachowkgadhi Municipality,Sindhupalchok,Sindhupalchok,Municipality,Chautara Sanga chok Gadi,14,1,4,2289.3167724609375,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,1,0,1,0,0,1,6240,,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1691,2016,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Mellekh,7,1,2,4578.6331787109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,1,1,0,0,0,0,0,0,0,4500,1
1691,2017,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Mellekh,7,1,2,4578.6331787109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,1,1,0,0,0,0,0,0,0,6500,1
1691,2018,547.52593994140625,8,Nandegada,70703,Mellekh Gaunpalika,Achham,Achham,Rural municipality,Mellekh,7,1,2,4578.6331787109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,1,0,1,1,1,0,0,0,0,0,0,0,14700,1
1692,2016,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,11100,,2,1,0,0,1,1,0,0,0,0,1,1,1,3100,1
1692,2017,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,5000,,2,1,0,0,1,1,0,0,0,0,0,0,0,1800,1
1692,2018,634.085205078125,5,Darakh,70805,Ghodaghodi Municipality,Kailali,Kailali,Municipality,Ghodaghodi,1,1,1,2370.421142578125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2200,,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1693,2016,487.4611206054687,5,Faparbari,31210,Bagmati Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Bagmati,7,1,2,1693.157958984375,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,1,0,1,0,0,1,6500,,2,1,0,0,1,0,0,0,0,1,0,1,1,500000,1
