hhid,year,wt_hh,psu,vdc,vmun_code,lgname,district77,district_name,s00q03a,s00q03b,s00q03c,n_jobs_total,share_wage_agri,share_wage_nonagri,share_self_agri,share_self_nonagri,hh_has_wage_job,n_wage_jobs_hh,wage_total_income_12m_rs,wage_sector_primary_any,wage_sector_secondary_any,wage_sector_tertiary_any
16,2017,990.53192138671875,9,Dhaubini,20811,Dhobini Gaunpalika,Parsa,Parsa,Rural municipality,Dhaubni Rural Municipality,5,2,0,0.5,0.5,0,1,1,209300,0,0,1
16,2018,990.53192138671875,9,Dhaubini,20811,Dhobini Gaunpalika,Parsa,Parsa,Rural municipality,Dhaubni Rural Municipality,5,3,0,0.3333333333333333,0.6666666666666666,0,1,1,144000,0,0,1
17,2016,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Pachkhal,11,2,0,0,1,0,0,0,0,0,0,0
17,2017,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Pachkhal,11,3,0,0.3333333333333333,0.6666666666666666,0,1,1,85500,0,1,0
17,2018,487.4611206054687,8,Kharelthok,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,Municipality,Pachkhal,11,2,0,0,1,0,0,0,0,0,0,0
18,2016,487.4611206054687,5,Faparbari,31210,Bagmati Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Bagmati,7,3,0.3333333333333333,0,0.6666666666666666,0,1,1,1000,1,0,0
18,2017,487.4611206054687,5,Faparbari,31210,Bagmati Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Bagmati,7,1,0,0,1,0,0,0,0,0,0,0
18,2018,487.4611206054687,5,Faparbari,31210,Bagmati Gaunpalika,Makwanpur,Makwanpur,Rural municipality,Bagmati,7,1,0,0,1,0,0,0,0,0,0,0
19,2016,990.53192138671875,2,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,1,2,0,0,0.5,0.5,0,0,0,0,0,0
19,2017,990.53192138671875,2,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,1,2,0,0.5,0.5,0,1,1,75600,0,1,0
19,2018,990.53192138671875,2,Hathiyon,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,1,3,0,0,1,0,0,0,0,0,0,0
20,2016,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyang,4,3,0,0,1,0,0,0,0,0,0,0
20,2017,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyang,4,2,0,0,1,0,0,0,0,0,0,0
20,2018,544.4632568359375,7,Ketuke,10408,Manebhanjyang Gaunpalika,Okhaldhunga,Okhaldhunga,Rural municipality,Manabhangyang,4,3,0,0,1,0,0,0,0,0,0,0
21,2016,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,2,0,0,0.5,0.5,0,0,0,0,0,0
21,2017,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,2,0,0.5,0.5,0,1,1,84000,0,0,1
21,2018,487.4611206054687,4,Ganeshthan,30503,Suryagadhi Gaunpalika,Nuwakot,Nuwakot,Rural municipality,Surya Gadi,5,2,0,0.5,0.5,0,1,1,84000,0,0,1
22,2016,898.64581298828125,5,Chhinnamasta,20118,Chhinnamasta Gaunpalika,Saptari,Saptari,Rural municipality,chinamasta,3,0,,,,,0,0,0,0,0,0
22,2017,898.64581298828125,5,Chhinnamasta,20118,Chhinnamasta Gaunpalika,Saptari,Saptari,Rural municipality,chinamasta,3,2,0.5,0.5,0,0,1,2,120400,1,1,0
22,2018,898.64581298828125,5,Chhinnamasta,20118,Chhinnamasta Gaunpalika,Saptari,Saptari,Rural municipality,chinamasta,3,4,0.25,0.25,0.5,0,1,2,99800,1,1,0
23,2016,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,96000,0,0,1
23,2017,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,6,0,0.3333333333333333,0.6666666666666666,0,1,2,402000,0,0,1
23,2018,634.085205078125,6,Narayanpur,70810,Tikapur Municipality,Kailali,Kailali,Municipality,Tikapur,7,6,0,0.16666666666666666,0.8333333333333334,0,1,1,168392,0,0,1
24,2016,547.52593994140625,5,Jalapadevi,70704,Sanphebagar Municipality,Achham,Achham,Municipality,SanfeBagar,2,0,,,,,0,0,0,0,0,0
24,2017,547.52593994140625,5,Jalapadevi,70704,Sanphebagar Municipality,Achham,Achham,Municipality,SanfeBagar,2,1,1,0,0,0,1,1,0,1,0,0
24,2018,547.52593994140625,5,Jalapadevi,70704,Sanphebagar Municipality,Achham,Achham,Municipality,SanfeBagar,2,2,0,0.5,0.5,0,1,1,30600,0,1,0
25,2016,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,2,0,0.5,0.5,0,1,1,227000,0,0,1
25,2017,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,2,0,0.5,0.5,0,1,1,325000,0,0,1
25,2018,754.5958251953125,4,Bhote Odar,40606,Sundarbazar Municipality,Lamjung,Lamjung,Municipality,Sundarbazar,8,2,0,0.5,0.5,0,1,1,306500,0,0,1
26,2016,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,,,,,0,0,0,0,0,0
26,2017,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,,,,,0,0,0,0,0,0
26,2018,631.615234375,4,Gaidakot,40801,Gaidakot Nagarpalika,Nawalparasi East,Nawalparasi,Municipality,Gaidakot Municipality,4,0,,,,,0,0,0,0,0,0
27,2016,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,2,0,0,0.5,0.5,0,0,0,0,0,0
27,2017,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,4,0,0,0.75,0.25,0,0,0,0,0,0
27,2018,754.5958251953125,2,Isma Rajasthal,50405,Isma Gaunpalika,Gulmi,Gulmi,Rural municipality,Isma rajsthal Gaaupalika,5,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
28,2016,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,4,0,0,0.5,0.5,0,0,0,0,0,0
28,2017,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,4,0,0.25,0.5,0.25,1,1,200000,0,0,1
28,2018,754.5958251953125,2,Darling,41107,Badigad Gaunpalika,Baglung,Baglung,Rural municipality,Badigad,9,5,0,0.2,0.6,0.2,1,1,240000,0,0,1
29,2016,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,2,0,1,0,0,1,2,450000,0,0,1
29,2017,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,5,0,0,1,0,0,0,0,0,0,0
29,2018,634.085205078125,4,Masuriya,70804,Gauriganga Municipality,Kailali,Kailali,Municipality,Gauriganga Nagar palika,8,3,0,0,1,0,0,0,0,0,0,0
30,2016,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,5,0,0.4,0.6,0,1,2,39600,0,1,0
30,2017,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,7,0,0.2857142857142857,0.7142857142857143,0,1,2,87600,0,1,0
30,2018,634.085205078125,3,Beladevipur,70803,Godawari Municipality,Kailali,Kailali,Municipality,Godabari,9,6,0,0.3333333333333333,0.6666666666666666,0,1,2,66350,1,1,0
31,2016,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,2,0,0.5,0.5,0,1,1,108500,0,1,0
31,2017,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,3,0,0.3333333333333333,0.6666666666666666,0,1,1,42700,0,1,0
31,2018,754.5958251953125,6,Kaulmabarahachaur,40901,Putalibazar Municipality,Syangja,Syangja,Municipality,Putalibazar,9,2,0,0,1,0,0,0,0,0,0,0
32,2016,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,3,0,0.3333333333333333,0.6666666666666666,0,1,1,35000,0,1,0
32,2017,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,5,0.2,0.2,0.6,0,1,2,5700,0,1,0
32,2018,585.5533447265625,8,Phakumba,10102,Mikwakhola Gaunpalika,Taplejung,Taplejung,Rural municipality,Maiwakhola,6,4,0,0.25,0.75,0,1,1,64800,0,1,0
33,2016,487.4611206054687,1,Padam Pokhari,,,,,,,,0,,,,,0,0,0,0,0,0
33,2017,487.4611206054687,1,Padam Pokhari,,,,,,,,1,0,1,0,0,1,1,216000,0,1,0
34,2016,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,2,0,0.5,0.5,0,1,1,190000,0,1,0
34,2017,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,4,0,0.25,0.75,0,1,1,280000,0,1,0
34,2018,898.64581298828125,8,Aekamba,11306,Itahari Sub-Metropolitian City,Sunsari,Sunsari,Sub-metropolitan area,Itahari,14,5,0,0.4,0.6,0,1,2,320700,1,1,0
35,2016,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.6666666666666666,0.3333333333333333,0,1,2,2000,0,0,1
35,2017,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,2,0,0.5,0.5,0,1,1,60392,0,0,0
35,2018,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,47600,0,1,0
36,2016,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,1,0,0,0,1,1,28200,1,0,0
36,2017,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,0,0,1,0,0,0,0,0,0,0
36,2018,487.4611206054687,3,Nipane,31101,Dudhouli Municipality,Sindhuli,Sindhuli,Municipality,Dudhauli,3,1,0,0,1,0,0,0,0,0,0,0
37,2016,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,254000,0,0,1
37,2017,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,3,0,0.3333333333333333,0.6666666666666666,0,1,1,228000,0,0,1
37,2018,487.4611206054687,3,Goganpani,30411,Galchhi Gaunpalika,Dhading,Dhading,Rural municipality,Galchi,8,2,0,0.5,0.5,0,1,1,319500,0,0,1
38,2016,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,72000,0,1,0
38,2017,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,2,0,0,1,0,0,0,0,0,0,0
38,2018,547.52593994140625,2,Khirsain,70601,Purbichouki Gaunpalika,Doti,Doti,Rural municipality,Purbichuki,1,2,0,0,1,0,0,0,0,0,0,0
39,2016,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,2,0,0,0,1,0,0,0,0,0,0
39,2017,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,2,0,0,0,1,0,0,0,0,0,0
39,2018,634.085205078125,9,Boniya,70806,Bardagoriya Gaunpalika,Kailali,Kailali,Rural municipality,Bardagoriya,2,2,0,0,0.5,0.5,0,0,0,0,0,0
40,2016,990.53192138671875,6,Hajariya,,,,,,,,0,,,,,0,0,0,0,0,0
40,2017,990.53192138671875,6,Hajariya,,,,,,,,3,0,0.3333333333333333,0.6666666666666666,0,1,1,43500,0,1,0
41,2016,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,1,0,1,0,0,1,1,149000,0,1,0
41,2017,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,2,0.5,0.5,0,0,1,2,229350,1,1,0
41,2018,990.53192138671875,7,ParsaDewadh,20409,Samsi Gaunpalika,Mahottari,Mahottari,Rural municipality,samsi,2,2,0,1,0,0,1,2,251500,0,1,0
42,2016,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,87600,0,1,0
42,2017,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,4,0.25,0.25,0,0.5,1,2,58200,1,0,0
42,2018,990.53192138671875,2,Arnaha,20516,Balara Municipality,Sarlahi,Sarlahi,Municipality,Balra,5,6,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0
43,2016,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,4,0,0,1,0,0,0,0,0,0,0
43,2017,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,4,0,0.25,0.75,0,1,1,63000,0,1,0
43,2018,618.27056884765625,5,Sahare,61004,Gurbhakot Municipality,Surkhet,Surkhet,Municipality,Gorubakot,4,3,0,0.3333333333333333,0.6666666666666666,0,1,1,56250,0,1,0
44,2016,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,2,0,0.5,0,0.5,1,1,156000,0,0,0
44,2017,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,2,0,0,0,1,0,0,0,0,0,0
44,2018,585.5533447265625,1,Juming,10301,Khumbu Pasanglhamu Gaunpalika,Solukhumbu,Solukhumbu,Rural municipality,Khumbu Pasanglamu,1,2,0,0,0,1,0,0,0,0,0,0
45,2016,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,3,0,1,0,0,1,3,249750,1,1,1
45,2017,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,1,0,0,0,1,0,0,0,0,0,0
45,2018,990.53192138671875,7,Barahathawa,20504,Barahathawa Municipality,Sarlahi,Sarlahi,Municipality,Barhathwa,7,2,0,0,0.5,0.5,0,0,0,0,0,0
46,2016,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,3,0,0,1,0,0,0,0,0,0,0
46,2017,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,2,0,0,1,0,0,0,0,0,0,0
46,2018,898.64581298828125,2,Ramganj Belgachhi,11312,Barju Gaunpalika,Sunsari,Sunsari,Rural municipality,Barju,1,2,0,0,1,0,0,0,0,0,0,0
47,2016,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
47,2017,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,1,0,0,1,0,0,0,0,0,0,0
47,2018,544.4632568359375,2,Thoksila,11401,Belaka Municipality,Udayapur,Udayapur,Municipality,Belaka,9,1,0,0,1,0,0,0,0,0,0,0
48,2016,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,2,0,0,1,0,0,0,0,0,0,0
48,2017,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,4,0,0.25,0.75,0,1,1,9000,0,1,0
48,2018,544.4632568359375,9,Mane Bhanjyang,10607,Ramprasad Rai Gaunpalika,Bhojpur,Bhojpur,Rural municipality,Ram Prasad Rai,5,3,0,0,1,0,0,0,0,0,0,0
49,2016,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,4,0,0.25,0.75,0,1,1,144000,0,0,1
49,2017,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,3,0,0,0.6666666666666666,0,0,0,0,0,0,0
49,2018,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Rural municipality,pathari sanishchare,6,2,0,0,1,0,0,0,0,0,0,0
50,2016,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,20000,0,1,0
50,2017,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,2,0,0,1,0,0,0,0,0,0,0
50,2018,585.5533447265625,7,Mahat,60404,Chandannath Municipality,Jumla,Jumla,Municipality,Chandannath,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,216392,0,0,1
51,2016,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,1,0,0,1,0,0,0,0,0,0,0
51,2017,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,2,0,0,1,0,0,0,0,0,0,0
51,2018,487.4611206054687,2,Dadiguranshe,31105,Kamalamai Municipality,Sindhuli,Sindhuli,Municipality,Kamalamai,1,1,0,0,1,0,0,0,0,0,0,0
52,2016,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,5,0,0.2,0.8,0,1,1,42500,0,1,0
52,2017,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,2,0,0,1,0,0,0,0,0,0,0
52,2018,618.27056884765625,2,Syalapakha,50102,Sisne Gaupalika,Rukum East,Rukum,Rural municipality,Sisne,8,2,0,0,1,0,0,0,0,0,0,0
53,2016,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,1,0,0,1,0,0,0,0,0,0,0
53,2017,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,2,0,0.5,0.5,0,1,1,65000,0,0,1
53,2018,585.5533447265625,4,Khiratadi,70202,Bungal Municipality,Bajhang,Bajhang,Municipality,Bungal,3,2,0,0.5,0.5,0,1,1,72000,0,0,1
54,2016,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,3,0,0,1,0,0,0,0,0,0,0
54,2017,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,4,0,0.5,0.5,0,1,2,133250,0,1,0
54,2018,666.9111328125,7,Indrapur,51105,Janaki Gaunpalika,Banke,Banke,Rural municipality,Janaki,3,8,0,0.375,0.625,0,1,3,185600,0,1,0
55,2016,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,2,0,0.5,0.5,0,1,1,72600,0,1,0
55,2017,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,2,1,0,0,0,1,2,81000,1,0,0
55,2018,754.5958251953125,4,Arthunge,40406,Beni Municipality,Myagdi,Myagdi,Municipality,Beni Muncipality,6,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,2,166400,1,1,0
56,2016,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,7,0,0.14285714285714285,0.8571428571428571,0,1,1,74400,0,0,1
56,2017,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,3,0,0.3333333333333333,0.6666666666666666,0,1,1,84000,0,0,1
56,2018,585.5533447265625,5,Badalkot,60502,Pachal Jharana Gaunpalika,Kalikot,Kalikot,Rural municipality,Pachaljharana,1,4,0,0.25,0.75,0,1,1,97500,0,0,0
57,2016,898.64581298828125,5,Baijanathpur,11209,Ratuwamai Municipality,Morang,Morang,Metropolitan area,Itahari,19,2,0,0.5,0.5,0,1,1,144000,0,1,0
57,2017,898.64581298828125,5,Baijanathpur,11209,Ratuwamai Municipality,Morang,Morang,Metropolitan area,Itahari,19,1,0,0,1,0,0,0,0,0,0,0
57,2018,898.64581298828125,5,Baijanathpur,11209,Ratuwamai Municipality,Morang,Morang,Metropolitan area,Itahari,19,2,0,0.5,0.5,0,1,1,177600,0,1,0
58,2016,898.64581298828125,4,Rangeli,11211,Rangeli Municipality,Morang,Morang,Municipality,Rangeli,7,1,0,1,0,0,1,1,95000,0,1,0
58,2017,898.64581298828125,4,Rangeli,11211,Rangeli Municipality,Morang,Morang,Municipality,Rangeli,7,3,0,0.3333333333333333,0.6666666666666666,0,1,1,260000,0,0,1
58,2018,898.64581298828125,4,Rangeli,11211,Rangeli Municipality,Morang,Morang,Municipality,Rangeli,7,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
59,2016,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,pathari sanishchare,6,2,0,0,1,0,0,0,0,0,0,0
59,2017,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,pathari sanishchare,6,1,0,0,1,0,0,0,0,0,0,0
59,2018,898.64581298828125,7,Hasandaha,11207,Pathari Shanishchare Municipality,Morang,Morang,Municipality,pathari sanishchare,6,2,0,0,1,0,0,0,0,0,0,0
60,2016,544.4632568359375,2,Mahamai,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,6,4,0,0,1,0,0,0,0,0,0,0
60,2017,544.4632568359375,2,Mahamai,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,6,4,0,0,0.75,0.25,0,0,0,0,0,0
60,2018,544.4632568359375,2,Mahamai,11001,Mai Municipality,Ilam,Ilam,Municipality,Mai,6,3,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0
61,2016,754.5958251953125,7,Birkot,50602,Purbakhola Gaunpalika,Palpa,Palpa,Rural municipality,Purba khola Gaaupalika,5,1,0,0,1,0,0,0,0,0,0,0
61,2017,754.5958251953125,7,Birkot,50602,Purbakhola Gaunpalika,Palpa,Palpa,Rural municipality,Purba khola Gaaupalika,5,2,0,0,1,0,0,0,0,0,0,0
61,2018,754.5958251953125,7,Birkot,50602,Purbakhola Gaunpalika,Palpa,Palpa,Rural municipality,Purba khola Gaaupalika,5,1,0,0,1,0,0,0,0,0,0,0
62,2016,618.27056884765625,7,Ghetma,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,Municipality,Aathabiskot,13,2,0,0,1,0,0,0,0,0,0,0
62,2017,618.27056884765625,7,Ghetma,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,Municipality,Aathabiskot,13,1,0,0,1,0,0,0,0,0,0,0
62,2018,618.27056884765625,7,Ghetma,60801,Aathbiskot Nagarpalika,Rukum West,Rukum,Municipality,Aathabiskot,13,2,0,0,1,0,0,0,0,0,0,0
63,2016,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari thankpal,5,2,0,0.5,0.5,0,1,1,182000,0,0,1
63,2017,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari thankpal,5,2,0,0,0.5,0,0,0,0,0,0,0
63,2018,585.5533447265625,2,Gunsakot,30203,Panchpokhari Thangpal Gaunpalika,Sindhupalchok,Sindhupalchok,Rural municipality,Panchpokhari thankpal,5,1,0,0,1,0,0,0,0,0,0,0
64,2016,898.64581298828125,3,Mahabhara,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,1,4,0,0,1,0,0,0,0,0,0,0
64,2017,898.64581298828125,3,Mahabhara,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,1,2,0,0,1,0,0,0,0,0,0,0
64,2018,898.64581298828125,3,Mahabhara,11109,Gauriganj Gaunpalika,Jhapa,Jhapa,Rural municipality,Gauriganch,1,2,0,0,1,0,0,0,0,0,0,0
65,2016,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,madane,1,4,0,0.25,0.75,0,1,1,81600,0,0,0
65,2017,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,madane,1,4,0,0,1,0,0,0,0,0,0,0
65,2018,754.5958251953125,9,Aaglung,50407,Madane Gaunpalika,Gulmi,Gulmi,Rural municipality,madane,1,2,0,0.5,0.5,0,1,1,180000,0,0,1
66,2016,666.9111328125,9,Lalmatiya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,4,3,0,0.3333333333333333,0.6666666666666666,0,1,1,156000,0,0,1
66,2017,666.9111328125,9,Lalmatiya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,4,1,0,0,1,0,0,0,0,0,0,0
66,2018,666.9111328125,9,Lalmatiya,51008,Rapti Gaunpalika,Dang,Dang,Rural municipality,Rapti,4,2,0,0,1,0,0,0,0,0,0,0
67,2016,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,2,0,0,1,0,0,0,0,0,0,0
67,2017,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,2,0,0,1,0,0,0,0,0,0,0
67,2018,544.4632568359375,6,Gajurmukhi,11006,Mangsebung Gaunpalika,Ilam,Ilam,Rural municipality,Mansybung,1,2,0,0,1,0,0,0,0,0,0,0
