dataset,outcome,group,spec,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_unit,n_muni,n_years,sd_y,r2_within,err
hh,agro_hh,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,-0.00942117194788217,"",0.951713102409639,-0.942117194788217,-0.989917226528535,0.0730714279493446,0.897566473477957,10509,3657,169,3,0.214381900187361,0.00387024663544167,
hh,n_plots_owned,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,0.0419178062518925,"",1.8288799821866,4.19178062518925,2.29199327786266,0.0763808122604609,0.583871182705039,8856,3124,169,3,1.20589376482017,0.0169552795044158,
hh,total_owned_area_sqm,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,254.931849531192,"",5484.48552872763,25493.1849531192,4.64823634223965,181.735486022118,0.162532778294984,8856,3124,169,3,6981.54368462641,0.000866302348547454,
hh,cultivated_area_sqm,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,-242.76030379825,"",4413.93825962081,-24276.030379825,-5.49985725942403,627.006975935054,0.6991180074074,8856,3124,169,3,5834.53061055234,0.000193695246071934,
hh,cultivated_area_total_sqm,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,22.5702990487103,"",3880.70484578466,2257.02990487103,0.581603083605467,625.785803191249,0.971271649484648,10509,3657,169,3,5630.27824724116,0.000919376503966451,
hh,rented_in_area_sqm,Land — agriculture,tx_lin_int_cmig_cfx_blk_none,50,1568.94878759354,"",1128.82655756212,156894.878759354,138.989358204146,1997.10280089968,0.4335351604433,1305,628,140,3,2531.26843681017,0.0180296601016712,
hh,share_self_wet,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,-0.110171215518782,"",0.842892823981961,-11.0171215518782,-13.0706078381728,0.0888840767566212,0.216891562614393,8848,3123,169,3,0.321071217018462,0.00178989548307851,
hh,share_rented_out_wet,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,0.004501875209713,"",0.0719684298049361,0.4501875209713,6.25534727090048,0.0688025966978975,0.947908031166362,8856,3124,169,3,0.237800819018579,0.000895570476406427,
hh,share_fallow_wet,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,0.100625040759976,*,0.0757938497590308,10.0625040759976,132.76148537103,0.0592828113185315,0.0914778691770306,8848,3123,169,3,0.217212826143355,0.00538093241175386,
hh,share_self_dry,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,0.00143656099062329,"",0.655848080888471,0.143656099062329,0.219038681744284,0.160024344162768,0.992848025802319,8848,3123,169,3,0.429448480126574,0.0121472458525775,
hh,share_fallow_dry,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,-0.0175854984772526,"",0.275300369392291,-1.75854984772526,-6.3877496844888,0.160392794878042,0.912825581372817,8848,3123,169,3,0.401504326381559,0.0141278245140711,
hh,share_both_seasons,Land use — wet/dry,tx_lin_int_cmig_cfx_blk_none,50,-0.0165793806625026,"",0.649820225735268,-1.65793806625026,-2.55137959791005,0.155343167979655,0.9151325424683,8848,3123,169,3,0.431942688938914,0.0113227402494795,
hh,n_crops_total,Cropping,tx_lin_int_cmig_cfx_blk_none,50,-1.34312931117322,"",3.54146816803811,-134.312931117322,-37.925776752563,1.27485663496247,0.293600409948178,8671,3600,169,3,2.26642157985992,0.0105881962399914,
hh,multi_season,Cropping,tx_lin_int_cmig_cfx_blk_none,50,-0.029546383537548,"",0.764183629276743,-2.9546383537548,-3.86639838981005,0.195479404498743,0.880040056223949,8671,3600,169,3,0.424530945284999,0.0103249027655771,
hh,grows_staple,Cropping,tx_lin_int_cmig_cfx_blk_none,50,0.0406237930535059,"",0.91056734517107,4.06237930535059,4.46137161286778,0.115128518391339,0.724638687321702,8671,3600,169,3,0.285382678352335,0.00147934687699869,
hh,grows_cashcrop,Cropping,tx_lin_int_cmig_cfx_blk_none,50,-0.221445362702428,"",0.20560848852317,-22.1445362702428,-107.702441807247,0.142208106442192,0.12130665773215,8671,3600,169,3,0.404167445920105,0.0020381253424866,
hh,grows_horticulture,Cropping,tx_lin_int_cmig_cfx_blk_none,50,-0.0535491400485235,"",0.381117366825466,-5.35491400485235,-14.0505641331865,0.215247740576912,0.803835523200179,8671,3600,169,3,0.485687615729516,0.00358682115369557,
hh,crop_simpson_diversity,Cropping,tx_lin_int_cmig_cfx_blk_none,50,0.0442423028357726,"",0.220573613441766,4.42423028357726,20.0578401674745,0.175483501697614,0.80129606227476,2618,1968,169,3,0.249885595690561,0.00142096600048058,
hh,staple_value_share,Cropping,tx_lin_int_cmig_cfx_blk_none,50,0.0796689711457605,"",0.549480513389996,7.96689711457605,14.49896205677,0.232174409119102,0.731971491640387,2618,1968,169,3,0.469153419921592,0.0149055844609712,
hh,food_exp_total_7day,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,828.801304249738,*,2307.51674887048,82880.1304249738,35.9174556221718,454.605143719308,0.070062218942865,10509,3657,169,3,1199.04132379575,0.00414067807096197,
hh,food_exp_protein_7day,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,374.907482371869,*,737.136907003012,37490.7482371869,50.8599527184353,213.091402273434,0.0803343163112054,10509,3657,169,3,597.368740192583,0.00155329048193775,
hh,food_exp_staples_7day,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,247.991145560495,"",657.126741340362,24799.1145560495,37.7387085259474,155.535912494956,0.112719293100586,10509,3657,169,3,424.375514318,0.00566513064764862,
hh,food_insec_any,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,0.103190635580553,"",0.120670180722892,10.3190635580553,85.5146109522459,0.130778522720285,0.4311956063189,10509,3657,169,3,0.325758924369377,0.00270459959842739,
hh,food_insec_score,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,0.323510354195387,"",0.768072289156627,32.3510354195387,42.1197794481837,0.983606754042263,0.742639305814304,10509,3657,169,3,2.39921639362598,0.00194300964460081,
hh,food_insec_worried,Consumption — food,tx_lin_int_cmig_cfx_blk_none,50,0.102569409462714,"",0.120764307228916,10.2569409462714,84.9335468536146,0.130703569950483,0.433706317188664,10509,3657,169,3,0.325868508219041,0.00262069400502873,
hh,nonfood_exp_30day,Consumption — non-food,tx_lin_int_cmig_cfx_blk_none,50,-969.706942149446,"",1809.11455195783,-96970.6942149446,-53.6011907648427,1356.14585975629,0.475572990897183,10509,3657,169,3,4937.22048182876,0.000323491025479461,
hh,nonfood_exp_12m,Consumption — non-food,tx_lin_int_cmig_cfx_blk_none,50,-84402.2198232677,"",98999.6704913404,-8440221.98232677,-85.2550512586307,86332.1603326712,0.329655537337687,10509,3657,169,3,242980.473686109,0.00193473330799332,
hh,nonfood_communication_12m,Consumption — non-food,tx_lin_int_cmig_cfx_blk_none,50,-604.427630313931,"",1032.56984186747,-60442.7630313931,-58.5362467318225,1258.02931347167,0.631528275137219,10509,3657,169,3,3828.35278096847,0.00172944707534051,
hh,nonfood_transport_12m,Consumption — non-food,tx_lin_int_cmig_cfx_blk_none,50,-24312.8791886954,"",14330.6407473645,-2431287.91886954,-169.656609340143,27669.9696089578,0.380833116625984,10509,3657,169,3,114558.458098552,0.000227235751406374,
hh,nonfood_entertainment_leisure_12m,Consumption — non-food,tx_lin_int_cmig_cfx_blk_none,50,-726.051880310862,"",521.009789156627,-72605.1880310862,-139.35474830255,788.69159209319,0.358590953589063,10509,3657,169,3,3245.64102510443,0.000171632065028571,
