dataset,outcome,group,spec,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_unit,n_muni,n_years,sd_y,r2_within,err
census,amen_water_piped,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.00726606662132881,***,0.604729354419555,0.726606662132881,1.20154025403696,0.00271658642920627,0.00773804994798533,1425,475,475,3,0.318961694989695,0.0868588418235982,
census,amen_water_traditional,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,-0.00600660217850374,**,0.378656097981604,-0.600660217850374,-1.58629484921052,0.00270955535504689,0.0271090903074181,1425,475,475,3,0.3151803274259,0.068012194548248,
census,amen_cooking_wood,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.0139367271021487,***,0.722266412318828,1.39367271021487,1.92958261168549,0.00388046535777791,0.000363090909045506,1425,475,475,3,0.277180338058469,0.214704807941281,
census,amen_cooking_kerosene,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,-0.000720881620911686,"",0.0231593404006335,-0.0720881620911686,-3.1127035936307,0.000901349161915939,0.42423851447178,1425,475,475,3,0.0628736066244297,0.323047266455421,
census,amen_cooking_lpg,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.0061778130066491,*,0.147392857949522,0.61778130066491,4.19139237313984,0.00331130198367435,0.0627043579271292,1425,475,475,3,0.218559292389676,0.196514313739006,
census,amen_cooking_biogas,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.000770343595053876,"",0.015488037395696,0.0770343595053876,4.97379735968322,0.000692715267398674,0.266674409467232,1425,475,475,3,0.0291345443813548,0.0806742309728943,
census,amen_cooking_electric,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.000578686463456314,***,0.00238724102276648,0.0578686463456314,24.240805931933,0.000119749331502813,1.82413948500474e-06,950,475,475,2,0.00852116596699019,0.137455932380463,
census,amen_cooking_modern,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.00739370410712596,**,0.164312430867186,0.739370410712596,4.49978377661658,0.00302718659986238,0.0149528548583777,1425,475,475,3,0.223207274656949,0.225715963486882,
census,amen_cooking_traditional,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,-0.00709419570739649,**,0.830846952009908,-0.709419570739649,-0.853851084153931,0.00303062358706829,0.0196542178932298,1425,475,475,3,0.222060036708862,0.229791313628807,
census,amen_lighting_electricity,Amenities,tx_lin_int_nocmig_cfx_blk_blockA_only,25,0.0067545969919984,*,0.659417391464645,0.67545969919984,1.02432800217714,0.00354996980300193,0.0576828299422207,1425,475,475,3,0.35616188377898,0.287965298563421,
