"lgcode","year","geog_pop_2001","geog_total_mig_2001","geog_intensity_2001","shareshock_index_2001","shareshock_growth_yoy","shareshock_log_yoy","shareshock_growth_dec","shareshock_log_dec","ssiv_index_2001","ssiv_growth_yoy","ssiv_log_yoy","ssiv_growth_dec","ssiv_log_dec","absexp_index_2001","absexp_growth_yoy","absexp_log_yoy","absexp_growth_dec","absexp_log_dec"
10101,2015,12938,118,0.00912042046684186,0.710573136916949,-0.0170542873508475,-0.0193453387330508,0,0,0.00648072578112537,-0.000155542271402071,-0.000176437623318906,0,0,83.8476301562,-2.0124059074,-2.2827499705,0,0
10101,2016,12938,118,0.00912042046684186,0.68735986881017,-0.0317105423974576,-0.0326989439245763,0,0,0.00626901101558201,-0.000289213479896429,-0.00029822811741382,0,0,81.1084645196,-3.7418440029,-3.8584753831,0,0
10101,2017,12938,118,0.00912042046684186,0.708907759372034,0.030705784159322,0.030048978870339,0,0,0.0064655368376797,0.000280049662297109,0.000274059321896738,0,0,83.6511156059,3.6232825308,3.5457795067,0,0
10101,2018,12938,118,0.00912042046684186,0.68412392574322,-0.0378001559652542,-0.0392499420864407,0,0,0.00623949785420467,-0.000344753316115319,-0.000357975975127531,0,0,80.7266232377,-4.4604184039,-4.6314931662,0,0
10101,2019,12938,118,0.00912042046684186,0.678653707698305,-0.0159619136576271,-0.0170553826483051,0,0,0.00618960716558974,-0.000145579364012985,-0.000155552260975421,0,0,80.0811375084,-1.8835058116,-2.0125351525,0,0
10101,2020,12938,118,0.00912042046684186,0.652483766045763,-0.0414467843864407,-0.0425627189101695,0,0,0.00595092629412583,-0.000378012100602875,-0.000388189892672747,0,0,76.9930843934,-4.8907205576,-5.0224008314,0,0
10101,2021,12938,118,0.00912042046684186,0.650418255391525,-0.00415364096949153,-0.00430395332372881,-0.298635636077119,-0.374609389869492,0.00593208796848045,-0.0000378829521100634,-0.0000392538639820683,-0.00272368256740609,-0.00341659514643685,76.7493541362,-0.4901296344,-0.5078664922,-35.2390050571,-44.2039080046
10101,2022,12938,118,0.00912042046684186,0.638724290548305,-0.0304101008177966,-0.0323356937347458,0,0,0.00582543409218581,-0.000277352905897357,-0.000294915122947905,0,0,75.3694662847,-3.5883918965,-3.8156118607,0,0
10101,2023,12938,118,0.00912042046684186,0.639580912811864,-0.0305839172262712,-0.033587901211017,0,0,0.00583324684741073,-0.000278938184626681,-0.000306335781643222,0,0,75.4705477118,-3.6089022327,-3.9633723429,0,0
10102,2000,9561,139,0.0145382282188056,1.03132305138777,0,0,0,0,0.0149936098883903,0,0,0,0,143.3539041429,0,0,0,0
10102,2001,9561,139,0.0145382282188056,0.985611510791367,-0.0430387506115108,-0.0443564310194245,0,0,0.0143290450789666,-0.000625707178642401,-0.000644863917132099,0,0,137,-5.982386335,-6.1655439117,0,0
10102,2002,9561,139,0.0145382282188056,0.948367671285612,-0.0372438395057554,-0.0380370367848921,0,0,0.0137875856404874,-0.000541459438479238,-0.000552991121545863,0,0,131.8231063087,-5.1768936913,-5.2871481131,0,0
10102,2003,9561,139,0.0145382282188056,0.964805814256835,0.0170384284086331,0.016771649628777,0,0,0.0140265671144964,0.000247708560694488,0.000243830069909005,0,0,134.1080081817,2.3683415488,2.3312592984,0,0
10102,2004,9561,139,0.0145382282188056,0.991722050494245,0.0272318991827338,0.0267003939014389,0,0,0.0144178814997071,0.000395903565150089,0.000388176420071122,0,0,137.8493650187,3.7852339864,3.7113547523,0,0
10102,2005,9561,139,0.0145382282188056,1.01949803193165,0.027280743576259,0.0267319928805755,0,0,0.0148216950568455,0.000396613676090367,0.000388635813241293,0,0,141.7102264385,3.7920233571,3.7157470104,0,0
10102,2006,9561,139,0.0145382282188056,0.993986130307914,-0.0251012064266187,-0.0255775700582734,0,0,0.0144507972087439,-0.000364927067597532,-0.000371852550789666,0,0,138.1640721128,-3.4890676933,-3.5552822381,0,0
