lgcode,share_e_asia,share_gulf,share_oecd_europe,share_oecd_north,share_other,share_s_asia,share_se_asia
20401,0.02040816326530612,0.5714285714285714,0.0,0.14285714285714285,0.12244897959183673,0.10204081632653061,0.04081632653061224
20402,0.04,0.76,0.08,0.08,0.0,0.04,0.0
20403,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,0.13333333333333333
20404,0.0625,0.3958333333333333,0.0,0.0625,0.020833333333333332,0.4375,0.020833333333333332
20405,0.031007751937984496,0.9069767441860465,0.0,0.015503875968992248,0.023255813953488372,0.007751937984496124,0.015503875968992248
20406,0.0,0.9827856025039123,0.0,0.0,0.0,0.00782472613458529,0.009389671361502348
20407,0.011406844106463879,0.9277566539923955,0.0038022813688212928,0.0038022813688212928,0.011406844106463879,0.0076045627376425855,0.034220532319391636
20408,0.0,0.8805970149253731,0.0,0.0,0.029850746268656716,0.014925373134328358,0.07462686567164178
20409,0.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0
20410,0.0,0.8114754098360656,0.01639344262295082,0.03278688524590164,0.09016393442622951,0.040983606557377046,0.00819672131147541
20411,0.0,0.9166666666666666,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332
20412,0.019417475728155338,0.9320388349514563,0.0,0.0,0.02912621359223301,0.019417475728155338,0.0
20413,0.0032258064516129032,0.9741935483870968,0.0,0.0,0.012903225806451613,0.0,0.00967741935483871
20414,0.0,0.9570815450643777,0.0,0.0,0.008583690987124463,0.004291845493562232,0.030042918454935622
20415,0.011560693641618497,0.8786127167630058,0.0,0.011560693641618497,0.057803468208092484,0.023121387283236993,0.017341040462427744
20501,0.16666666666666666,0.7444444444444445,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.011111111111111112,0.011111111111111112
20502,0.056818181818181816,0.6477272727272727,0.056818181818181816,0.056818181818181816,0.10227272727272728,0.022727272727272728,0.056818181818181816
20503,0.0,0.7796610169491526,0.06779661016949153,0.03389830508474576,0.01694915254237288,0.0,0.1016949152542373
20504,0.08571428571428572,0.4857142857142857,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.05714285714285714,0.0
20505,0.16666666666666666,0.6666666666666666,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555
20506,0.0594059405940594,0.48514851485148514,0.039603960396039604,0.09900990099009901,0.2376237623762376,0.039603960396039604,0.039603960396039604
20507,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0
20508,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0
20509,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20510,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20511,0.0,0.6923076923076923,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0
20512,0.125,0.5,0.125,0.0,0.125,0.125,0.0
20513,0.25,0.0,0.0,0.5,0.0,0.0,0.25
20514,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20515,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20516,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
20517,0.0,0.0,0.0,0.5,0.125,0.375,0.0
20518,0.0,0.0,0.5,0.0,0.5,0.0,0.0
20519,0.13636363636363635,0.7272727272727273,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0
20520,0.0,0.7865168539325843,0.0449438202247191,0.011235955056179775,0.07865168539325842,0.056179775280898875,0.02247191011235955
20601,0.13953488372093023,0.5581395348837209,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.046511627906976744,0.046511627906976744
20602,0.0,0.8947368421052632,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842
20603,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20604,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
20605,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
20606,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
20607,0.0,0.8,0.0,0.1,0.1,0.0,0.0
20608,0.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0
20609,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
20610,0.0,0.75,0.0,0.0,0.0,0.25,0.0
20611,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0
20612,0.0,0.6666666666666666,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,0.0
20613,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0
20614,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20615,0.0,0.8571428571428571,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523
20616,0.0,0.4,0.0,0.3,0.25,0.05,0.0
20617,0.11764705882352941,0.11764705882352941,0.0,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.0
20618,0.1111111111111111,0.6666666666666666,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0
20701,0.0,0.7142857142857143,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.02857142857142857
20702,0.1016949152542373,0.5932203389830508,0.03389830508474576,0.13559322033898305,0.05084745762711865,0.03389830508474576,0.05084745762711865
20703,0.019704433497536946,0.8226600985221675,0.019704433497536946,0.019704433497536946,0.06403940886699508,0.0,0.054187192118226604
20704,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
20705,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
20706,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20707,0.0,0.8181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0
20708,0.01818181818181818,0.6363636363636364,0.02727272727272727,0.16363636363636364,0.08181818181818182,0.06363636363636363,0.00909090909090909
20709,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20711,0.0,0.5,0.0,0.0,0.5,0.0,0.0
20712,0.0,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0
20713,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20714,0.0,0.3333333333333333,0.0,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666
20715,0.0,0.5,0.0,0.5,0.0,0.0,0.0
20801,0.045454545454545456,0.7727272727272727,0.015151515151515152,0.0,0.0,0.06060606060606061,0.10606060606060606
20802,0.0,0.5,0.0,0.0,0.0,0.5,0.0
20803,0.0,0.5,0.0,0.0,0.5,0.0,0.0
20804,0.0,0.9166666666666666,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
20805,0.2,0.8,0.0,0.0,0.0,0.0,0.0
20806,0.0,0.8461538461538461,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693
