dname,year,DIST,founding_year_ad,n_new_firms,emp_new_firms,rev_new_firms,cap_new_firms,n_new_firms_size_micro_1,n_new_firms_size_small_2_9,n_new_firms_size_medium_10_50,n_new_firms_size_large_51p,n_new_firms_education_health_social,n_new_firms_manufacturing,n_new_firms_other_services,n_new_firms_trade_retail,n_new_firms_finance_prof_realestate,n_new_firms_hospitality_food,n_new_firms_transport_storage,n_new_firms_agriculture,n_new_firms_construction,log_n_new_firms,log_emp_new_firms,log_rev_new_firms,log_cap_new_firms,log_n_new_firms_size_micro_1,log_n_new_firms_size_small_2_9,log_n_new_firms_size_medium_10_50,log_n_new_firms_size_large_51p,log_n_new_firms_education_health_social,log_n_new_firms_manufacturing,log_n_new_firms_other_services,log_n_new_firms_trade_retail,log_n_new_firms_finance_prof_realestate,log_n_new_firms_hospitality_food,log_n_new_firms_transport_storage,log_n_new_firms_agriculture,log_n_new_firms_construction
Achham,1998,707,1998,64,218,138109452,85997044,23,39,2,0,10,5,2,29,5,3,3,7,0,4.174387269895637,5.389071729816501,18.743557066435162,18.26982349316233,3.1780538303479458,3.6888794541139363,1.0986122886681098,0,2.3978952727983707,1.791759469228055,1.0986122886681098,3.4011973816621555,1.791759469228055,1.3862943611198906,1.3862943611198906,2.0794415416798357,0
Achham,1999,707,1999,34,93,33949404,22799500,8,26,0,0,7,3,2,13,2,1,3,3,0,3.5553480614894135,4.543294782270004,17.340381886042206,16.942249207720256,2.1972245773362196,3.295836866004329,0,0,2.0794415416798357,1.3862943611198906,1.0986122886681098,2.6390573296152584,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.3862943611198906,0
Achham,2000,707,2000,42,112,23268972,27023807,16,25,1,0,10,4,0,15,2,4,1,6,0,3.7612001156935624,4.727387818712341,16.962631400226325,17.11222881320874,2.833213344056216,3.258096538021482,0.6931471805599453,0,2.3978952727983707,1.6094379124341003,0,2.772588722239781,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.9459101490553132,0
Achham,2001,707,2001,60,149,95915064,64301315,21,39,0,0,14,3,1,34,1,4,0,3,0,4.110873864173311,5.0106352940962555,18.37897361823571,17.979090655561397,3.091042453358316,3.6888794541139363,0,0,2.70805020110221,1.3862943611198906,0.6931471805599453,3.5553480614894135,0.6931471805599453,1.6094379124341003,0,1.3862943611198906,0
Achham,2002,707,2002,41,92,72464208,51330000,20,20,1,0,3,5,2,25,1,5,0,0,0,3.7376696182833684,4.532599493153256,18.098603328964742,17.75378595401827,3.044522437723423,3.044522437723423,0.6931471805599453,0,1.3862943611198906,1.791759469228055,1.0986122886681098,3.258096538021482,0.6931471805599453,1.791759469228055,0,0,0
Achham,2003,707,2003,125,229,109502064,1265339118,57,68,0,0,12,7,0,80,3,18,1,4,0,4.836281906951478,5.438079308923196,18.5114539654905,20.958606001460208,4.060443010546419,4.23410650459726,0,0,2.5649493574615367,2.0794415416798357,0,4.394449154672439,1.3862943611198906,2.9444389791664403,0.6931471805599453,1.6094379124341003,0
Achham,2004,707,2004,48,102,62951364,24585200,18,30,0,0,7,3,1,32,0,4,1,0,0,3.8918202981106265,4.634728988229636,17.95787300209563,17.017655234511658,2.9444389791664403,3.4339872044851463,0,0,2.0794415416798357,1.3862943611198906,0.6931471805599453,3.4965075614664802,0,1.6094379124341003,0.6931471805599453,0,0
Achham,2005,707,2005,85,173,149305956,278717724,39,46,0,0,17,7,3,38,2,16,0,1,1,4.454347296253507,5.159055299214529,18.821508161244598,19.44571008928167,3.6888794541139363,3.8501476017100584,0,0,2.8903717578961645,2.0794415416798357,1.3862943611198906,3.6635616461296463,1.0986122886681098,2.833213344056216,0,0.6931471805599453,0.6931471805599453
Achham,2006,707,2006,79,230,80104896,107203202,29,46,4,0,22,8,0,34,3,9,1,2,0,4.382026634673881,5.442417710521793,18.198847546249755,18.490236684885957,3.4011973816621555,3.8501476017100584,1.6094379124341003,0,3.1354942159291497,2.1972245773362196,0,3.5553480614894135,1.3862943611198906,2.302585092994046,0.6931471805599453,1.0986122886681098,0
Achham,2007,707,2007,134,330,84345576,103388180,54,75,5,0,29,5,1,64,3,26,1,5,0,4.90527477843843,5.802118375377063,18.250432929304008,18.45400120983039,4.007333185232471,4.330733340286331,1.791759469228055,0,3.4011973816621555,1.791759469228055,0.6931471805599453,4.174387269895637,1.3862943611198906,3.295836866004329,0.6931471805599453,1.791759469228055,0
Achham,2008,707,2008,182,624,197565060,205504767,70,105,6,1,41,10,6,87,5,20,0,12,1,5.209486152841421,6.437751649736401,19.10157851084249,19.140979793577873,4.2626798770413155,4.663439094112067,1.9459101490553132,0.6931471805599453,3.7376696182833684,2.3978952727983707,1.9459101490553132,4.477336814478207,1.791759469228055,3.044522437723423,0,2.5649493574615367,0.6931471805599453
Achham,2009,707,2009,124,285,127684080,136445606,46,75,3,0,35,7,2,53,6,14,0,7,0,4.8283137373023015,5.655991810819852,18.665069653874273,18.731436609657152,3.8501476017100584,4.330733340286331,1.3862943611198906,0,3.58351893845611,2.0794415416798357,1.0986122886681098,3.9889840465642745,1.9459101490553132,2.70805020110221,0,2.0794415416798357,0
Achham,2010,707,2010,130,342,164816508,162129336,68,56,6,0,14,11,4,74,8,15,1,3,0,4.875197323201151,5.8377304471659395,18.920343346393242,18.903904951206844,4.23410650459726,4.04305126783455,1.9459101490553132,0,2.70805020110221,2.4849066497880004,1.6094379124341003,4.31748811353631,2.1972245773362196,2.772588722239781,0.6931471805599453,1.3862943611198906,0
Achham,2011,707,2011,189,389,138658260,217784179,81,106,2,0,13,9,9,116,5,30,1,6,0,5.247024072160486,5.966146739123692,18.747522909931632,19.19901513037969,4.406719247264253,4.672828834461906,1.0986122886681098,0,2.6390573296152584,2.302585092994046,2.302585092994046,4.762173934797756,1.791759469228055,3.4339872044851463,0.6931471805599453,1.9459101490553132,0
Achham,2012,707,2012,235,467,167139540,100177775047,102,131,2,0,12,18,11,155,10,26,0,3,0,5.4638318050256105,6.148468295917647,18.934339596333004,25.330212195086425,4.634728988229636,4.882801922586371,1.0986122886681098,0,2.5649493574615367,2.9444389791664403,2.4849066497880004,5.049856007249537,2.3978952727983707,3.295836866004329,0,1.3862943611198906,0
Achham,2013,707,2013,341,657,218704380,192062210,161,178,2,0,15,22,14,215,5,57,1,10,2,5.834810737062605,6.489204931325317,19.203231517453673,19.07332989313533,5.087596335232384,5.187385805840755,1.0986122886681098,0,2.772588722239781,3.1354942159291497,2.70805020110221,5.375278407684165,1.791759469228055,4.060443010546419,0.6931471805599453,2.3978952727983707,1.0986122886681098
Achham,2014,707,2014,265,518,276622368,232536748,135,125,5,0,7,22,14,165,5,47,0,5,0,5.583496308781699,6.251903883165888,19.438163845219314,19.26455883071654,4.912654885736052,4.836281906951478,1.791759469228055,0,2.0794415416798357,3.1354942159291497,2.70805020110221,5.111987788356544,1.791759469228055,3.871201010907891,0,1.791759469228055,0
Achham,2015,707,2015,390,2731,232852092,228115804,198,185,6,1,21,34,6,244,11,65,0,8,1,5.968707559985366,7.912789220690681,19.265914015971546,19.24536397463937,5.293304824724492,5.225746673713202,1.9459101490553132,0.6931471805599453,3.091042453358316,3.5553480614894135,1.9459101490553132,5.501258210544727,2.4849066497880004,4.189654742026425,0,2.1972245773362196,0.6931471805599453
Achham,2016,707,2016,479,1011,388762080,440651897,238,235,5,1,12,46,12,296,14,88,1,9,1,6.173786103901937,6.919683849847411,19.778478097502184,19.903765774774012,5.476463551931511,5.4638318050256105,1.791759469228055,0.6931471805599453,2.5649493574615367,3.8501476017100584,2.5649493574615367,5.6937321388027,2.70805020110221,4.48863636973214,0.6931471805599453,2.302585092994046,0.6931471805599453
