dname,year,DIST,founding_year_ad,n_new_firms,emp_new_firms,rev_new_firms,cap_new_firms,n_new_firms_size_micro_1,n_new_firms_size_small_2_9,n_new_firms_size_medium_10_50,n_new_firms_size_large_51p,n_new_firms_education_health_social,n_new_firms_manufacturing,n_new_firms_other_services,n_new_firms_trade_retail,n_new_firms_finance_prof_realestate,n_new_firms_hospitality_food,n_new_firms_transport_storage,n_new_firms_agriculture,n_new_firms_construction,log_n_new_firms,log_emp_new_firms,log_rev_new_firms,log_cap_new_firms,log_n_new_firms_size_micro_1,log_n_new_firms_size_small_2_9,log_n_new_firms_size_medium_10_50,log_n_new_firms_size_large_51p,log_n_new_firms_education_health_social,log_n_new_firms_manufacturing,log_n_new_firms_other_services,log_n_new_firms_trade_retail,log_n_new_firms_finance_prof_realestate,log_n_new_firms_hospitality_food,log_n_new_firms_transport_storage,log_n_new_firms_agriculture,log_n_new_firms_construction
Bardiya,2004,512,2004,162,575,401064924,230137833,60,91,10,1,20,17,24,63,4,10,0,23,1,5.093750200806762,6.3561076606958915,19.809633879895873,19.25418896565283,4.110873864173311,4.5217885770490405,2.3978952727983707,0.6931471805599453,3.044522437723423,2.8903717578961645,3.2188758248682006,4.1588830833596715,1.6094379124341003,2.3978952727983707,0,3.1780538303479458,0.6931471805599453
Bardiya,2005,512,2005,274,678,355155072,437812792,105,164,5,0,28,32,33,138,6,20,0,17,0,5.616771097666572,6.520621127558696,19.688065077411384,19.897301963731636,4.663439094112067,5.10594547390058,1.791759469228055,0,3.367295829986474,3.4965075614664802,3.5263605246161616,4.9344739331306915,1.9459101490553132,3.044522437723423,0,2.8903717578961645,0
Bardiya,2006,512,2006,293,1210,666720600,1053482878,108,160,24,1,37,34,45,123,11,16,1,25,1,5.683579767338681,7.099201743553092,20.317881627065898,20.77536753953398,4.6913478822291435,5.081404364984463,3.2188758248682006,0.6931471805599453,3.6375861597263857,3.5553480614894135,3.828641396489095,4.820281565605037,2.4849066497880004,2.833213344056216,0.6931471805599453,3.258096538021482,0.6931471805599453
Bardiya,2007,512,2007,344,1108,451842360,647983522,127,198,19,0,37,43,42,172,13,29,0,6,2,5.84354441703136,7.011213987350367,19.928843918116435,20.28937582652413,4.852030263919617,5.293304824724492,2.995732273553991,0,3.6375861597263857,3.784189633918261,3.7612001156935624,5.153291594497779,2.6390573296152584,3.4011973816621555,0,1.9459101490553132,1.0986122886681098
Bardiya,2008,512,2008,698,2200,1085046024,1398357952,288,378,30,2,52,62,66,388,23,76,1,29,1,6.54965074223381,7.696667081526462,20.804888242393996,21.058564494478713,5.666426688112432,5.937536205082426,3.4339872044851463,1.0986122886681098,3.970291913552122,4.143134726391533,4.204692619390966,5.963579343618446,3.1780538303479458,4.343805421853684,0.6931471805599453,3.4011973816621555,0.6931471805599453
Bardiya,2009,512,2009,347,1055,1988515260,999108600,120,214,12,1,32,39,32,176,15,36,1,13,3,5.8522024797744745,6.962243464266207,21.410654097211687,20.722374040414064,4.795790545596741,5.3706380281276624,2.5649493574615367,0.6931471805599453,3.4965075614664802,3.6888794541139363,3.4965075614664802,5.176149732573829,2.772588722239781,3.6109179126442243,0.6931471805599453,2.6390573296152584,1.3862943611198906
Bardiya,2010,512,2010,415,1352,761270412,483045212,136,260,19,0,32,55,45,195,19,56,0,12,1,6.030685260261263,7.210079628170788,20.450499191735595,19.995620815931478,4.919980925828125,5.564520407322694,2.995732273553991,0,3.4965075614664802,4.02535169073515,3.828641396489095,5.278114659230517,2.995732273553991,4.04305126783455,0,2.5649493574615367,0.6931471805599453
Bardiya,2011,512,2011,698,1903,1004000040,1335860656,302,381,14,1,45,85,88,372,24,56,2,25,1,6.54965074223381,7.55171221535131,20.727257899052603,21.01284160796869,5.713732805509369,5.945420608606575,2.70805020110221,0.6931471805599453,3.828641396489095,4.454347296253507,4.48863636973214,5.921578419643816,3.2188758248682006,4.04305126783455,1.0986122886681098,3.258096538021482,0.6931471805599453
Bardiya,2012,512,2012,741,1720,1940435940,669433785,317,406,17,1,32,96,90,411,16,67,0,27,2,6.60934924316738,7.450660796211539,21.38617849663339,20.321942817532364,5.762051382780177,6.008813185442595,2.8903717578961645,0.6931471805599453,3.4965075614664802,4.574710978503383,4.51085950651685,6.021023349349527,2.833213344056216,4.219507705176107,0,3.332204510175204,1.0986122886681098
Bardiya,2013,512,2013,1228,2758,1386179172,1077706904,531,673,23,1,49,134,126,748,28,98,0,45,0,7.113956109566034,7.922623574217286,21.049817002807803,20.798101384709938,6.2766434893416445,6.513230110912307,3.1780538303479458,0.6931471805599453,3.912023005428146,4.90527477843843,4.844187086458591,6.618738983517219,3.367295829986474,4.59511985013459,0,3.828641396489095,0
Bardiya,2014,512,2014,1145,2451,1146432288,808773044,510,621,13,1,66,118,112,676,27,90,2,51,3,7.044032897274685,7.804659297056102,20.859920599643353,20.51102889796384,6.236369590203704,6.432940092739179,2.6390573296152584,0.6931471805599453,4.204692619390966,4.77912349311153,4.727387818712341,6.517671272912275,3.332204510175204,4.51085950651685,1.0986122886681098,3.9512437185814275,1.3862943611198906
Bardiya,2015,512,2015,1429,3268,1597183776,967329690,680,730,16,3,53,149,135,879,34,128,3,45,3,7.265429723253953,8.092239406724211,21.191507775951745,20.690049937398957,6.523562306149512,6.594413459749778,2.833213344056216,1.3862943611198906,3.9889840465642745,5.0106352940962555,4.912654885736052,6.779921907472252,3.5553480614894135,4.859812404361672,1.3862943611198906,3.828641396489095,1.3862943611198906
Bardiya,2016,512,2016,1770,3821,2258436012,1316161563,828,917,22,3,56,159,153,1120,27,171,5,75,4,7.479299637782834,8.248529124800218,21.537938381021544,20.997985431311,6.720220155135295,6.822197390620491,3.1354942159291497,1.3862943611198906,4.04305126783455,5.075173815233827,5.0369526024136295,7.02197642307216,3.332204510175204,5.147494476813453,1.791759469228055,4.330733340286331,1.6094379124341003
Bardiya,2017,512,2017,2596,5102,2406853176,2192692765,1290,1279,25,2,52,217,189,1684,52,279,3,116,4,7.862112211662748,8.537583881063972,21.601585995548692,21.50839619898436,7.1631723908466425,7.154615356913663,3.258096538021482,1.0986122886681098,3.970291913552122,5.384495062789089,5.247024072160486,7.429520842786462,3.970291913552122,5.634789603169249,1.3862943611198906,4.762173934797756,1.6094379124341003
Bardiya,2018,512,2018,265,577,132559932,149022745,131,129,5,0,8,19,12,179,4,35,0,8,0,5.583496308781699,6.359573868672378,18.70254542565095,18.81960950997685,4.882801922586371,4.867534450455582,1.791759469228055,0,2.1972245773362196,2.995732273553991,2.5649493574615367,5.19295685089021,1.6094379124341003,3.58351893845611,0,2.1972245773362196,0
Bhaktapur,1980,307,1980,10,166,105630324,20753500,2,3,4,1,6,0,1,2,0,1,0,0,0,2.3978952727983707,5.117993812416755,18.475456056572042,16.84822551330044,1.0986122886681098,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.9459101490553132,0,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,0,0,0
Bhaktapur,1981,307,1981,9,208,114628980,59834408,2,3,2,2,4,0,1,4,0,0,0,0,0,2.302585092994046,5.342334251964811,18.557211218581212,17.90709145477878,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.6094379124341003,0,0.6931471805599453,1.6094379124341003,0,0,0,0,0
Bhaktapur,1982,307,1982,13,128,62725020,121281459,3,5,5,0,6,2,0,2,0,2,1,0,0,2.6390573296152584,4.859812404361672,17.954270985011444,18.613624518044453,1.3862943611198906,1.791759469228055,1.791759469228055,0,1.9459101490553132,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0.6931471805599453,0,0
Bhaktapur,1983,307,1983,54,260,133002036,39648688,18,31,4,1,2,16,2,24,0,9,0,1,0,4.007333185232471,5.564520407322694,18.705875001858217,17.495568441185757,2.9444389791664403,3.4657359027997265,1.6094379124341003,0.6931471805599453,1.0986122886681098,2.833213344056216,1.0986122886681098,3.2188758248682006,0,2.302585092994046,0,0.6931471805599453,0
Bhaktapur,1984,307,1984,16,171,385525872,35387088,4,6,6,0,7,4,2,1,1,1,0,0,0,2.833213344056216,5.147494476813453,19.770118864150017,17.38185759406427,1.6094379124341003,1.9459101490553132,1.9459101490553132,0,2.0794415416798357,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0
Bhaktapur,1985,307,1985,28,349,190141356,188661853,2,18,7,1,8,5,1,9,0,3,1,1,0,3.367295829986474,5.857933154483459,19.063278337716227,19.05546683834007,1.0986122886681098,2.9444389791664403,2.0794415416798357,0.6931471805599453,2.1972245773362196,1.791759469228055,0.6931471805599453,2.302585092994046,0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0
Bhaktapur,1986,307,1986,17,161,37518600,29400263,4,7,6,0,6,5,1,4,0,1,0,0,0,2.8903717578961645,5.087596335232384,17.440347394626745,17.196514211860432,1.6094379124341003,2.0794415416798357,1.9459101490553132,0,1.9459101490553132,1.791759469228055,0.6931471805599453,1.6094379124341003,0,0.6931471805599453,0,0,0
Bhaktapur,1987,307,1987,37,441,380562696,221626000,4,23,7,3,16,6,1,10,1,3,0,0,0,3.6375861597263857,6.091309882077698,19.75716149698772,19.21650183898691,1.6094379124341003,3.1780538303479458,2.0794415416798357,1.3862943611198906,2.833213344056216,1.9459101490553132,0.6931471805599453,2.3978952727983707,0.6931471805599453,1.3862943611198906,0,0,0
Bhaktapur,1988,307,1988,102,964,2223608808,1288107694,27,54,17,4,18,22,13,32,2,14,1,0,0,4.634728988229636,6.872128101338986,21.522397302629553,20.97644007526354,3.332204510175204,4.007333185232471,2.8903717578961645,1.6094379124341003,2.9444389791664403,3.1354942159291497,2.6390573296152584,3.4965075614664802,1.0986122886681098,2.70805020110221,0.6931471805599453,0,0
Bhaktapur,1989,307,1989,24,472,309471996,49201011,6,11,5,2,6,3,0,11,0,4,0,0,0,3.2188758248682006,6.159095388491933,19.550378167804897,17.711424750356688,1.9459101490553132,2.4849066497880004,1.791759469228055,1.0986122886681098,1.9459101490553132,1.3862943611198906,0,2.4849066497880004,0,1.6094379124341003,0,0,0
Bhaktapur,1990,307,1990,30,352,167597532,48408529,9,12,7,2,5,10,2,11,0,1,1,0,0,3.4339872044851463,5.8664680569332965,18.937076026333518,17.695186595827895,2.302585092994046,2.5649493574615367,2.0794415416798357,1.0986122886681098,1.791759469228055,2.3978952727983707,1.0986122886681098,2.4849066497880004,0,0.6931471805599453,0.6931471805599453,0,0
Bhaktapur,1991,307,1991,40,823,515591400,193082099,6,22,8,4,10,9,2,13,2,3,0,0,1,3.713572066704308,6.714170529909472,20.060825151233136,19.078626045018115,1.9459101490553132,3.1354942159291497,2.1972245773362196,1.6094379124341003,2.3978952727983707,2.302585092994046,1.0986122886681098,2.6390573296152584,1.0986122886681098,1.3862943611198906,0,0,0.6931471805599453
Bhaktapur,1992,307,1992,26,298,85545660,30037306,7,11,6,2,5,8,2,7,1,3,0,0,0,3.295836866004329,5.700443573390687,18.264560838138383,17.217950733704512,2.0794415416798357,2.4849066497880004,1.9459101490553132,1.0986122886681098,1.791759469228055,2.1972245773362196,1.0986122886681098,2.0794415416798357,0.6931471805599453,1.3862943611198906,0,0,0
Bhaktapur,1993,307,1993,219,1960,137590453560,957479495,52,140,21,6,21,41,12,99,11,34,0,1,0,5.393627546352362,7.581209826196346,25.64754738184847,20.679814864690574,3.970291913552122,4.948759890378168,3.091042453358316,1.9459101490553132,3.091042453358316,3.7376696182833684,2.5649493574615367,4.605170185988092,2.4849066497880004,3.5553480614894135,0,0.6931471805599453,0
Bhaktapur,1994,307,1994,60,1536,32069211600,1960546745,12,34,9,5,16,13,4,16,3,7,0,1,0,4.110873864173311,7.337587743538596,24.19116226665737,21.396489223329766,2.5649493574615367,3.5553480614894135,2.302585092994046,1.791759469228055,2.833213344056216,2.6390573296152584,1.6094379124341003,2.833213344056216,1.3862943611198906,2.0794415416798357,0,0.6931471805599453,0
Bhaktapur,1995,307,1995,99,1793,1314450696,999418523,24,47,22,6,15,21,9,38,4,5,0,6,1,4.605170185988092,7.492203042618741,20.996684694393906,20.722684191823678,3.2188758248682006,3.871201010907891,3.1354942159291497,1.9459101490553132,2.772588722239781,3.091042453358316,2.302585092994046,3.6635616461296463,1.6094379124341003,1.791759469228055,0,1.9459101490553132,0.6931471805599453
Bhaktapur,1996,307,1996,64,870,7360472328,690926464,20,32,9,3,7,13,7,28,2,6,0,1,0,4.174387269895637,6.769641976852503,22.71938994276393,20.353543957834678,3.044522437723423,3.4965075614664802,2.302585092994046,1.3862943611198906,2.0794415416798357,2.6390573296152584,2.0794415416798357,3.367295829986474,1.0986122886681098,1.9459101490553132,0,0.6931471805599453,0
Bhaktapur,1997,307,1997,100,542,431421264,348790607,31,54,13,2,12,21,8,43,4,8,1,3,0,4.61512051684126,6.297109319933935,19.882595583704006,19.669982323031068,3.4657359027997265,4.007333185232471,2.6390573296152584,1.0986122886681098,2.5649493574615367,3.091042453358316,2.1972245773362196,3.784189633918261,1.6094379124341003,2.1972245773362196,0.6931471805599453,1.3862943611198906,0
Bhaktapur,1998,307,1998,200,2177,1225027512,252228797,64,108,23,5,23,44,15,91,2,24,0,1,0,5.303304908059076,7.686162303492906,20.926229140282725,19.34584716212929,4.174387269895637,4.6913478822291435,3.1780538303479458,1.791759469228055,3.1780538303479458,3.8066624897703196,2.772588722239781,4.5217885770490405,1.0986122886681098,3.2188758248682006,0,0.6931471805599453,0
Bhaktapur,1999,307,1999,87,1656,605090028,1251948052,18,49,14,6,12,12,10,32,9,9,1,2,0,4.477336814478207,7.4127640174265625,20.220887813188728,20.947966617549476,2.9444389791664403,3.912023005428146,2.70805020110221,1.9459101490553132,2.5649493574615367,2.5649493574615367,2.3978952727983707,3.4965075614664802,2.302585092994046,2.302585092994046,0.6931471805599453,1.0986122886681098,0
Bhaktapur,2000,307,2000,129,1847,4347820500,2647564310,28,68,28,5,15,22,17,47,12,16,0,0,0,4.867534450455582,7.521859252201629,22.192940522234526,21.696905926362938,3.367295829986474,4.23410650459726,3.367295829986474,1.791759469228055,2.772588722239781,3.1354942159291497,2.8903717578961645,3.871201010907891,2.5649493574615367,2.833213344056216,0,0,0
Bhaktapur,2001,307,2001,124,1079,944835624,1291035134,26,74,20,4,13,23,9,51,11,15,0,2,0,4.8283137373023015,6.984716320118266,20.666521528529447,20.978710163777535,3.295836866004329,4.31748811353631,3.044522437723423,1.6094379124341003,2.6390573296152584,3.1780538303479458,2.302585092994046,3.9512437185814275,2.4849066497880004,2.772588722239781,0,1.0986122886681098,0
Bhaktapur,2002,307,2002,111,983,1317588420,190698543,34,60,14,3,14,23,10,50,6,8,0,0,0,4.718498871295094,6.891625897052253,20.999068948841305,19.06620443551266,3.5553480614894135,4.110873864173311,2.70805020110221,1.3862943611198906,2.70805020110221,3.1780538303479458,2.3978952727983707,3.9318256327243257,1.9459101490553132,2.1972245773362196,0,0,0
Bhaktapur,2003,307,2003,476,2802,1317915120,448916722,172,273,24,7,52,82,39,214,6,78,0,5,0,6.1675164908883415,7.938445551164788,20.999316871104714,19.922347956344083,5.153291594497779,5.6131281063880705,3.2188758248682006,2.0794415416798357,3.970291913552122,4.418840607796598,3.6888794541139363,5.3706380281276624,1.9459101490553132,4.3694478524670215,0,1.791759469228055,0
Bhaktapur,2004,307,2004,148,1841,963659148,398828026,38,86,17,7,25,24,15,61,6,17,0,0,0,5.003946305945459,7.518607216815252,20.686248210175197,19.804040871917557,3.6635616461296463,4.465908118654584,2.8903717578961645,2.0794415416798357,3.258096538021482,3.2188758248682006,2.772588722239781,4.127134385045092,1.9459101490553132,2.8903717578961645,0,0,0
Bhaktapur,2005,307,2005,276,1934,1506243312,726067614,77,164,31,4,26,42,17,135,16,35,0,4,1,5.6240175061873385,7.5678626054638825,21.13288451569131,20.40315370206122,4.356708826689592,5.10594547390058,3.4657359027997265,1.6094379124341003,3.295836866004329,3.7612001156935624,2.8903717578961645,4.912654885736052,2.833213344056216,3.58351893845611,0,1.6094379124341003,0.6931471805599453
Bhaktapur,2006,307,2006,279,1290,722554356,1383323444,97,159,20,3,32,42,27,122,20,34,1,1,0,5.634789603169249,7.1631723908466425,20.398303209722958,21.04775473430259,4.584967478670572,5.075173815233827,3.044522437723423,1.3862943611198906,3.4965075614664802,3.7612001156935624,3.332204510175204,4.812184355372417,3.044522437723423,3.5553480614894135,0.6931471805599453,0.6931471805599453,0
Bhaktapur,2007,307,2007,455,2984,6104154096,3715822246,104,285,63,3,38,59,41,180,86,50,0,1,0,6.1224928095143865,8.001355025826703,22.532235375858928,22.035865822254436,4.653960350157523,5.655991810819852,4.1588830833596715,1.3862943611198906,3.6635616461296463,4.0943445622221,3.7376696182833684,5.198497031265826,4.465908118654584,3.9318256327243257,0,0.6931471805599453,0
Bhaktapur,2008,307,2008,745,3930,2371217712,1915930114,238,437,64,6,36,113,85,322,72,113,0,3,1,6.61472560020376,8.27664912542186,21.586669463095497,21.373469041403986,5.476463551931511,6.082218910376446,4.174387269895637,1.9459101490553132,3.6109179126442243,4.736198448394496,4.454347296253507,5.777652323222656,4.290459441148391,4.736198448394496,0,1.3862943611198906,0.6931471805599453
Bhaktapur,2009,307,2009,430,2737,2426359788,2907194633,119,255,49,7,25,81,36,170,64,51,0,3,0,6.066108090103747,7.914983005848394,21.60965794191316,21.790454409842233,4.787491742782046,5.545177444479562,3.912023005428146,2.0794415416798357,3.258096538021482,4.406719247264253,3.6109179126442243,5.14166355650266,4.174387269895637,3.9512437185814275,0,1.3862943611198906,0
Bhaktapur,2010,307,2010,456,3451,1634401080,1717367286,135,277,39,5,37,69,47,208,45,46,0,4,0,6.124683390894205,8.146709052203319,21.214542262872264,21.26405830804174,4.912654885736052,5.627621113690637,3.6888794541139363,1.791759469228055,3.6375861597263857,4.248495242049359,3.871201010907891,5.342334251964811,3.828641396489095,3.8501476017100584,0,1.6094379124341003,0
Bhaktapur,2011,307,2011,813,3090,2310364800,1238959389,285,471,52,5,28,145,67,409,38,115,1,10,0,6.70196036600254,8.036249942132116,21.560671271522487,20.93753766262365,5.655991810819852,6.156978985585555,3.970291913552122,1.791759469228055,3.367295829986474,4.983606621708336,4.219507705176107,6.016157159698354,3.6635616461296463,4.7535901911063645,0.6931471805599453,2.3978952727983707,0
Bhaktapur,2012,307,2012,850,4520,11861635932,3434696431,288,482,75,5,30,157,70,404,48,131,1,8,1,6.7464121285733745,8.416488487294606,23.19657515801873,21.957194383751816,5.666426688112432,6.180016653652572,4.330733340286331,1.791759469228055,3.4339872044851463,5.062595033026967,4.2626798770413155,6.003887067106539,3.8918202981106265,4.882801922586371,0.6931471805599453,2.1972245773362196,0.6931471805599453
Bhaktapur,2013,307,2013,1409,5379,2795716500,1497926798,547,794,60,8,56,281,116,672,35,234,3,10,2,7.251344983372214,8.59044365315583,21.751354261685073,21.127347855026372,6.306275286948016,6.678342114654332,4.110873864173311,2.1972245773362196,4.04305126783455,5.641907070938114,4.762173934797756,6.511745329644728,3.58351893845611,5.459585514144159,1.3862943611198906,2.3978952727983707,1.0986122886681098
Bhaktapur,2014,307,2014,1193,3378,2778583080,1742523746,466,679,46,2,45,214,92,608,29,192,0,13,0,7.085064293952548,8.12533508671429,21.74520695162285,21.278600328626606,6.1463292576688975,6.522092798170152,3.8501476017100584,1.0986122886681098,3.828641396489095,5.3706380281276624,4.532599493153256,6.411818267709897,3.4011973816621555,5.262690188904886,0,2.6390573296152584,0
Bhaktapur,2015,307,2015,1869,5225,10395128232,1351487573,763,1049,55,2,76,371,161,894,46,300,4,15,2,7.533693709848633,8.561401446080557,23.064603094207236,21.024471729409875,6.638567789166521,6.956545443151569,4.02535169073515,1.0986122886681098,4.343805421853684,5.918893854273146,5.087596335232384,6.796823718274855,3.8501476017100584,5.707110264748875,1.6094379124341003,2.772588722239781,1.0986122886681098
Bhaktapur,2016,307,2016,2588,6967,5306654844,3090946617,1126,1396,61,5,70,440,178,1335,51,482,1,25,6,7.859026979751538,8.849083518532339,22.39222750099105,21.851743229808147,7.027314514039777,7.242082359256962,4.127134385045092,1.791759469228055,4.2626798770413155,6.089044875446846,5.187385805840755,7.197435354096591,3.9512437185814275,6.180016653652572,0.6931471805599453,3.258096538021482,1.9459101490553132
Bhaktapur,2017,307,2017,4862,11187,6061438464,3041425417,2289,2480,89,4,80,729,337,2470,84,1120,4,28,10,8.489410810403786,9.32259705432185,22.52521297932177,21.835592129971147,7.736307096548285,7.816416983691801,4.499809670330265,1.6094379124341003,4.394449154672439,6.593044534142437,5.823045895483019,7.81237820598861,4.442651256490317,7.02197642307216,1.6094379124341003,3.367295829986474,2.3978952727983707
Bhaktapur,2018,307,2018,715,1459,450971268,367948512,345,359,11,0,16,100,38,364,15,175,0,3,4,6.573680166960646,7.286191714702382,19.926914190337918,19.723453576018755,5.846438775057725,5.886104031450156,2.4849066497880004,0,2.833213344056216,4.61512051684126,3.6635616461296463,5.8998973535824915,2.772588722239781,5.170483995038151,0,1.3862943611198906,1.6094379124341003
Bhojpur,1980,106,1980,8,59,43782696,24020204,0,5,3,0,8,0,0,0,0,0,0,0,0,2.1972245773362196,4.0943445622221,17.59474925163348,16.99440590913423,0,1.791759469228055,1.3862943611198906,0,2.1972245773362196,0,0,0,0,0,0,0,0
Bhojpur,1981,106,1981,4,51,6409344,7199368,0,3,1,0,3,1,0,0,0,0,0,0,0,1.6094379124341003,3.9512437185814275,15.67326763958834,15.789503941256884,0,1.3862943611198906,0.6931471805599453,0,1.3862943611198906,0.6931471805599453,0,0,0,0,0,0,0
Bhojpur,1982,106,1982,11,53,12985740,27653483,2,8,1,0,6,0,0,2,0,0,2,1,0,2.4849066497880004,3.9889840465642745,16.379362467295998,17.135262281611464,1.0986122886681098,2.1972245773362196,0.6931471805599453,0,1.9459101490553132,0,0,1.0986122886681098,0,0,1.0986122886681098,0.6931471805599453,0
Bhojpur,1983,106,1983,8,48,37340352,23610900,1,6,1,0,4,1,0,1,0,1,0,1,0,2.1972245773362196,3.8918202981106265,17.435585149702153,16.9772190701294,0.6931471805599453,1.9459101490553132,0.6931471805599453,0,1.6094379124341003,0.6931471805599453,0,0.6931471805599453,0,0.6931471805599453,0,0.6931471805599453,0
Bhojpur,1984,106,1984,7,30,5694852,40673718,0,7,0,0,2,1,0,2,1,0,1,0,0,2.0794415416798357,3.4339872044851463,15.55507334241439,17.521092717027038,0,2.0794415416798357,0,0,1.0986122886681098,0.6931471805599453,0,1.0986122886681098,0.6931471805599453,0,0.6931471805599453,0,0
Bhojpur,1985,106,1985,15,59,20838468,67568741,1,14,0,0,9,1,0,4,1,0,0,0,0,2.772588722239781,4.0943445622221,16.85231130765943,18.028656037625282,0.6931471805599453,2.70805020110221,0,0,2.302585092994046,0.6931471805599453,0,1.6094379124341003,0.6931471805599453,0,0,0,0
Bhojpur,1986,106,1986,12,45,6983088,13984500,2,10,0,0,6,1,0,2,0,0,2,1,0,2.5649493574615367,3.828641396489095,15.75900192698539,16.453460202894732,1.0986122886681098,2.3978952727983707,0,0,1.9459101490553132,0.6931471805599453,0,1.0986122886681098,0,0,1.0986122886681098,0.6931471805599453,0
Bhojpur,1987,106,1987,9,54,49956672,49289983,1,6,2,0,4,0,1,3,0,0,1,0,0,2.302585092994046,4.007333185232471,17.7266666477296,17.713231454072055,0.6931471805599453,1.9459101490553132,1.0986122886681098,0,1.6094379124341003,0,0.6931471805599453,1.3862943611198906,0,0,0.6931471805599453,0,0
Bhojpur,1988,106,1988,37,136,256401708,31213069,8,28,1,0,16,3,1,10,0,2,3,2,0,3.6375861597263857,4.919980925828125,19.36225594835519,17.256347475317718,2.1972245773362196,3.367295829986474,0.6931471805599453,0,2.833213344056216,1.3862943611198906,0.6931471805599453,2.3978952727983707,0,1.0986122886681098,1.3862943611198906,1.0986122886681098,0
Bhojpur,1989,106,1989,30,117,86904528,87937436,4,26,0,0,21,2,0,6,0,0,0,1,0,3.4339872044851463,4.770684624465665,18.280320706253853,18.292136176420716,1.6094379124341003,3.295836866004329,0,0,3.091042453358316,1.0986122886681098,0,1.9459101490553132,0,0,0,0.6931471805599453,0
Bhojpur,1990,106,1990,21,62,26421492,15698177,8,13,0,0,10,0,1,2,0,1,0,7,0,3.091042453358316,4.143134726391533,17.08968836568134,16.56905521262869,2.1972245773362196,2.6390573296152584,0,0,2.3978952727983707,0,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,0,2.0794415416798357,0
Bhojpur,1991,106,1991,35,119,30480948,45863664,12,22,1,0,21,1,1,3,0,0,1,8,0,3.58351893845611,4.787491742782046,17.232612423468634,17.641183749339948,2.5649493574615367,3.1354942159291497,0.6931471805599453,0,3.091042453358316,0.6931471805599453,0.6931471805599453,1.3862943611198906,0,0,0.6931471805599453,2.1972245773362196,0
Bhojpur,1992,106,1992,33,81,11855340,29017365,22,9,2,0,12,1,2,0,1,1,1,15,0,3.5263605246161616,4.406719247264253,16.28828904130246,17.183405036311264,3.1354942159291497,2.302585092994046,1.0986122886681098,0,2.5649493574615367,0.6931471805599453,1.0986122886681098,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.772588722239781,0
Bhojpur,1993,106,1993,56,139,49752984,40479005,26,29,1,0,11,7,3,15,2,6,1,11,0,4.04305126783455,4.941642422609304,17.72258101976895,17.516294027306028,3.295836866004329,3.4011973816621555,0.6931471805599453,0,2.4849066497880004,2.0794415416798357,1.3862943611198906,2.772588722239781,1.0986122886681098,1.9459101490553132,0.6931471805599453,2.4849066497880004,0
Bhojpur,1994,106,1994,46,124,37247664,35853809,26,19,1,0,18,0,3,3,2,2,0,18,0,3.8501476017100584,4.8283137373023015,17.433099816261326,17.39496039551362,3.295836866004329,2.995732273553991,0.6931471805599453,0,2.9444389791664403,0,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,0,2.9444389791664403,0
Bhojpur,1995,106,1995,78,215,63236472,48445641,40,38,0,0,33,1,2,10,2,1,3,26,0,4.3694478524670215,5.375278407684165,17.962391797086745,17.695952943855037,3.713572066704308,3.6635616461296463,0,0,3.5263605246161616,0.6931471805599453,1.0986122886681098,2.3978952727983707,1.0986122886681098,0.6931471805599453,1.3862943611198906,3.295836866004329,0
Bhojpur,1996,106,1996,41,145,23779140,115771579,21,18,2,0,14,1,2,6,1,1,1,15,0,3.7376696182833684,4.983606621708336,16.984319325782202,18.56712966983863,3.091042453358316,2.9444389791664403,1.0986122886681098,0,2.70805020110221,0.6931471805599453,1.0986122886681098,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.772588722239781,0
Bhojpur,1997,106,1997,51,168,49095732,47440635,22,28,1,0,16,1,1,15,1,0,4,13,0,3.9512437185814275,5.1298987149230735,17.70928268471137,17.674989718971972,3.1354942159291497,3.367295829986474,0.6931471805599453,0,2.833213344056216,0.6931471805599453,0.6931471805599453,2.772588722239781,0.6931471805599453,0,1.6094379124341003,2.6390573296152584,0
Bhojpur,1998,106,1998,53,151,61416204,44781368,23,27,3,0,14,5,3,19,0,2,1,9,0,3.9889840465642745,5.0238805208462765,17.933184283376708,17.617302740351366,3.1780538303479458,3.332204510175204,1.3862943611198906,0,2.70805020110221,1.791759469228055,1.3862943611198906,2.995732273553991,0,1.0986122886681098,0.6931471805599453,2.302585092994046,0
Bhojpur,1999,106,1999,40,89,55695876,28663395,18,22,0,0,12,4,1,9,3,0,2,9,0,3.713572066704308,4.499809670330265,17.835416680613797,17.17113146601731,2.9444389791664403,3.1354942159291497,0,0,2.5649493574615367,1.6094379124341003,0.6931471805599453,2.302585092994046,1.3862943611198906,0,1.0986122886681098,2.302585092994046,0
