version,beta,se,t,p,ci_lo,ci_hi,n
v1_2001,6.700408416581259,0.8544044221490116,7.842197726140374,4.427285014028495e-15,5.025775749169196,8.375041083993322,18130
v2_2009_10,1.116007250436306,0.6471050242574341,1.724615338471443,0.08459681735408868,-0.15231859710826479,2.384333097980877,18130
