spec,coef_no,se_no,t_no,p_no,coef_full,se_full,t_full,p_full
fx_2001 x log(1000*mi),0.49064949123059093,0.11394454520706442,4.306037558348789,1.8222239108522942e-05,-0.10032433920616608,0.5774518508091493,-0.17373628479255454,0.8621081300117375
fx_2001 x mi_linear,53.07731223524945,15.50187976543003,3.4239274874015293,0.0006417546701189547,161.43299429549833,65.37843909365067,2.469208450575813,0.0137085738680216
fx_2001 x mi_dofe,136.0702520744943,32.529410915770356,4.182991583426647,3.12423975294962e-05,20.15590739842498,155.79074857978418,0.12937807656853678,0.8970846948045896
fx_dofe x log(1000*mi),0.5164391381782507,0.12061055086868787,4.281873637576804,2.0279278261314815e-05,-0.6903006221641608,0.6949955525294325,-0.9932446612813787,0.3208327025912794
fx_dofe x mi_linear,52.345527155837374,17.109085568458486,3.05951635734052,0.002274799043162634,-264.4371229558826,92.30321958630985,-2.8648743146886195,0.004259689676707978
fx_dofe x mi_dofe,169.71920256133004,47.81802629582725,3.549272433608165,0.0004038857775765514,80.66734803637718,189.98348351274706,0.4246018998328597,0.6712188866835636
