"spec","coef","se","n_obs","r2","t_stat","p_val"
"ssiv_index_2001",55.3902164175749,21.9633233214171,72,0.0787936427964899,2.52194149341517,0.011670911778525
"shareshock_index_2001",1.77457928834679,3.39503643456433,72,0.0148328348517794,0.52269815730991,0.601184320777872
"absexp_index_2001",0.000362958046691763,0.0000834014856612486,72,0.342382686728698,4.35193742430427,0.0000134939779504211
"ssiv_index_2001+log_pop",72.7070470865954,15.6318092273334,72,0.74102251369248,4.65122405405648,0.00000329970588055817
"shareshock_index_2001+log_pop",-2.59149430388817,1.77011908872327,72,0.634450113924533,-1.46402257362093,0.143187780646002
"absexp_index_2001+log_pop",0.000194912076464129,0.0000611880368330554,72,0.688274300039073,3.18546053366484,0.00144523815042735
