spec,coef,se,t_stat,p_val,n_obs,r2_within,sig
fx_2001 x log(1000*mi),-0.10032433920616608,0.5774518508091493,-0.17373628479255454,0.8621081300117375,1110,-1.1277975881665383,
fx_2001 x mi_linear,161.43299429549833,65.37843909365067,2.469208450575813,0.0137085738680216,1110,-1.282717521774544,**
fx_2001 x mi_dofe,20.15590739842498,155.79074857978418,0.12937807656853678,0.8970846948045896,1110,-0.9513390853427635,
fx_dofe x log(1000*mi),-0.6903006221641608,0.6949955525294325,-0.9932446612813787,0.3208327025912794,1110,-103.44442285556558,
fx_dofe x mi_linear,-264.4371229558826,92.30321958630985,-2.8648743146886195,0.004259689676707978,1110,-73.12810554485579,***
fx_dofe x mi_dofe,80.66734803637718,189.98348351274706,0.4246018998328597,0.6712188866835636,1110,-33.94489545504922,
