dataset,outcome,variant,dropped_dname,beta,se,p,sig,n
nec_panel,log_n_new_firms_education_health_social,loo,Dailekh,0.3626803545986359,0.20298984833487893,0.07813902816121235,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dailekh,0.3994589876193473,0.24051808377827136,0.10103765607110814,,592
nec_panel,log_rev_new_firms,loo,Dailekh,1.1189695054206623,0.5180923204529928,0.03407368204351052,**,592
census,amen_assets_car,loo,Dang,-0.017986162980332242,0.008725530176925601,0.04283389809595702,**,148
census,amen_assets_computer,loo,Dang,-0.03333724056934101,0.01919051167122272,0.0865742836281175,*,148
census,amen_assets_landline,loo,Dang,0.10434938418946141,0.025382983636371058,1.0197955738741227e-4,***,148
census,amen_assets_mobile,loo,Dang,0.19978778795121888,0.11007285872686472,0.07362376764541159,*,148
census,amen_assets_radio,loo,Dang,0.22375095313654572,0.08561923289257381,0.0108825089813849,**,148
census,amen_assets_tv,loo,Dang,0.16780129797935128,0.08307484690186283,0.04706649425375088,**,148
census,amen_cooking_kerosene,loo,Dang,0.013722238434898339,0.005992424420580638,0.024917059506218062,**,148
census,amen_water_traditional,loo,Dang,0.12925060915999984,0.07702278159780591,0.09760747740398451,*,148
census,ind_agri_forestry_fish,loo,Dang,-0.14586640000506623,0.07739612139541258,0.06345482101247635,*,148
census,mig_in_internal_share,loo,Dang,-0.15997980997772532,0.08253379566369262,0.05644682222410973,*,148
census,mig_in_temp_noneconomic_share,loo,Dang,-0.31677064458234666,0.0997263740735958,0.0021856592782280716,***,148
census,mig_in_temp_share,loo,Dang,-0.502712055554464,0.18349093875237174,0.007724238050980706,***,148
census,net_internal_mig_share,loo,Dang,-0.3325549368919739,0.13100517760674565,0.013265492451398778,**,148
census,net_temp_mig_share,loo,Dang,-0.7230921130231802,0.23477994620018217,0.0029184678550153178,***,148
hh,edu_spend_total_12m,loo,Dang,-4903.406280183574,1145.1520750278628,8.829162210425242e-5,***,16454
hh,input_intensity_per_sqm,loo,Dang,-0.8077433539048253,0.3418416519439844,0.022231294529144324,**,12941
hh,n_workers_total,loo,Dang,-0.14059482269264478,0.07877916089906245,0.08063545046417982,*,16829
hh,nonfood_exp_12m,loo,Dang,-19697.872502284,9057.752011874887,0.03461205450314394,**,16829
hh,remit_amount_intl_12m_rs,loo,Dang,-7985.178843950153,4848.252336862894,0.10608580394722285,,16829
hh,sector_transport,loo,Dang,-0.004901230871440131,0.0013228566764882479,5.462577964131241e-4,***,16829
hh,share_fallow_wet,loo,Dang,0.014275077786301663,0.007862261285448858,0.07567413802606704,*,14368
hh,total_input_cost_rs,loo,Dang,-2099.38292164865,999.8727470018528,0.04104151149313729,**,16829
nec_cs,emp_total,loo,Dang,-40911.65335757528,16232.907491276977,0.014230462910385364,**,74
nec_cs,n_firms,loo,Dang,-9074.301467707746,3433.024152356704,0.01031390135348169,**,74
nec_cs,share_keeps_accounts,loo,Dang,0.04453962905198352,0.02452987690128642,0.07409661123454775,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Dang,0.3754123442773389,0.1963853401950276,0.059851458236827956,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dang,0.408882556270746,0.24080993407453846,0.09377695804362057,*,592
nec_panel,log_rev_new_firms,loo,Dang,1.0151577421892368,0.5039043665607204,0.047632492573652985,**,592
census,amen_assets_car,loo,Darchula,-0.015225800003319061,0.008583219537878963,0.08024934385512204,*,148
census,amen_assets_computer,loo,Darchula,-0.026696347678531122,0.01953394278435037,0.1759250237035913,,148
census,amen_assets_landline,loo,Darchula,0.09701927614791367,0.02536473203172127,2.7328554108674893e-4,***,148
census,amen_assets_mobile,loo,Darchula,0.1629098994052354,0.1090292881371986,0.13943750801121643,,148
census,amen_assets_radio,loo,Darchula,0.20455189486753145,0.08907292124536366,0.024521550384921115,**,148
census,amen_assets_tv,loo,Darchula,0.1564608194920432,0.08545319219482492,0.07118838122631348,*,148
census,amen_cooking_kerosene,loo,Darchula,0.01707086971870791,0.005336651826098375,0.00204220158707945,***,148
census,amen_water_traditional,loo,Darchula,0.11206124592759703,0.07795423064342578,0.15484138664693936,,148
census,ind_agri_forestry_fish,loo,Darchula,-0.14065499370023435,0.07901262969772561,0.0792113297971457,*,148
census,mig_in_internal_share,loo,Darchula,-0.12533657274989335,0.08420138864464002,0.1409177656034842,,148
census,mig_in_temp_noneconomic_share,loo,Darchula,-0.27737015856439723,0.10010297199005234,0.007087337095172855,***,148
census,mig_in_temp_share,loo,Darchula,-0.42517860798078083,0.18621039503243123,0.025323396831625457,**,148
census,net_internal_mig_share,loo,Darchula,-0.321069685066196,0.13879396003341127,0.023526761820875597,**,148
census,net_temp_mig_share,loo,Darchula,-0.6642747817149839,0.24466222393140605,0.008264908094938102,***,148
hh,edu_spend_total_12m,loo,Darchula,-4916.206002772011,1114.8025185728154,5.812513762371715e-5,***,16793
hh,input_intensity_per_sqm,loo,Darchula,-0.8549287631556292,0.3408809708390237,0.01557610787551782,**,13143
hh,n_workers_total,loo,Darchula,-0.14548588280115554,0.08166677773735527,0.08116531588474286,*,17190
hh,nonfood_exp_12m,loo,Darchula,-18747.410849919313,9098.37253366075,0.04479045822959826,**,17190
hh,remit_amount_intl_12m_rs,loo,Darchula,-8054.115086580521,4902.732038481079,0.10696417367514344,,17190
hh,sector_transport,loo,Darchula,-0.00546661248570943,0.0013636523347906814,2.1202245358855013e-4,***,17190
hh,share_fallow_wet,loo,Darchula,0.014669611779893496,0.00811704314701847,0.07699110014008516,*,14654
hh,total_input_cost_rs,loo,Darchula,-2229.6195366544,1013.579587754174,0.032672766019824835,**,17190
nec_cs,emp_total,loo,Darchula,-39415.74546422538,16066.075550156373,0.016887164751605253,**,74
nec_cs,n_firms,loo,Darchula,-8719.507624167487,3392.974417920082,0.01251261951337839,**,74
nec_cs,share_keeps_accounts,loo,Darchula,0.04074077551883665,0.025727563403082843,0.11822659504915702,,74
nec_panel,log_n_new_firms_education_health_social,loo,Darchula,0.3534807835433677,0.20334060053164701,0.08636224440450746,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Darchula,0.3789249884242625,0.245817927975552,0.12752242218024348,,592
nec_panel,log_rev_new_firms,loo,Darchula,0.7226368540255843,0.4358639522136813,0.10162079695614322,,592
census,amen_assets_car,loo,Dhading,-0.017852521533366934,0.008720906151969956,0.04424870579361688,**,148
census,amen_assets_computer,loo,Dhading,-0.035813833454285106,0.019316213209208462,0.06776713850019542,*,148
census,amen_assets_landline,loo,Dhading,0.10371128047237331,0.025331102483929537,1.0816197542208005e-4,***,148
census,amen_assets_mobile,loo,Dhading,0.20021200115338966,0.11051367465919337,0.07415356926275944,*,148
census,amen_assets_radio,loo,Dhading,0.21453312273063532,0.08521707490205223,0.01401385938945994,**,148
census,amen_assets_tv,loo,Dhading,0.17254054832402135,0.08262150729578839,0.0402568437097438,**,148
census,amen_cooking_kerosene,loo,Dhading,0.013446464188620524,0.006019252225207157,0.02855227266084956,**,148
census,amen_water_traditional,loo,Dhading,0.13642252342056696,0.0767072463192838,0.07948826857027337,*,148
census,ind_agri_forestry_fish,loo,Dhading,-0.14573169815574333,0.077907286263383,0.06541203972885985,*,148
census,mig_in_internal_share,loo,Dhading,-0.16111878593226597,0.08286986046227066,0.055720325940260475,*,148
census,mig_in_temp_noneconomic_share,loo,Dhading,-0.31788007033976107,0.09992285788349607,0.0021537756213567054,***,148
census,mig_in_temp_share,loo,Dhading,-0.5063587742949341,0.18410194479377823,0.007499379572907169,***,148
census,net_internal_mig_share,loo,Dhading,-0.3410492265695662,0.13167894559055715,0.011579749234420863,**,148
census,net_temp_mig_share,loo,Dhading,-0.7415696280296619,0.2361922064878824,0.002441319254600369,***,148
hh,edu_spend_total_12m,loo,Dhading,-5003.720466965815,1141.0039219114035,6.300018362491413e-5,***,16451
hh,input_intensity_per_sqm,loo,Dhading,-0.8384470665821239,0.33704760211840024,0.016386302952590644,**,12873
hh,n_workers_total,loo,Dhading,-0.14374737864353693,0.07870472020527848,0.07401065034308847,*,16848
hh,nonfood_exp_12m,loo,Dhading,-16531.060707262346,8711.71862044262,0.06377697827624383,*,16848
hh,remit_amount_intl_12m_rs,loo,Dhading,-8387.637824246649,4883.803442840492,0.092345172692813,*,16848
hh,sector_transport,loo,Dhading,-0.005596034925862163,0.001388350981315384,1.9779997138983713e-4,***,16848
hh,share_fallow_wet,loo,Dhading,0.0144168338407219,0.00790795281054416,0.07452224638648713,*,14366
hh,total_input_cost_rs,loo,Dhading,-2123.9476361942543,997.3153918784762,0.03835434668259174,**,16848
nec_cs,emp_total,loo,Dhading,-40762.757982512514,16236.143184149996,0.014589455638018401,**,74
nec_cs,n_firms,loo,Dhading,-9081.401832731672,3432.785048508222,0.010252338112185467,**,74
nec_cs,share_keeps_accounts,loo,Dhading,0.04455292930363389,0.024498870749976857,0.07365642753152285,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Dhading,0.38246131369331954,0.19733316468051562,0.0564722764548657,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dhading,0.4188604231855796,0.24139975326644986,0.08693749853605853,*,592
nec_panel,log_rev_new_firms,loo,Dhading,1.045350102209351,0.5071129822088618,0.04282908836371985,**,592
census,amen_assets_car,loo,Dhankuta,-0.017827433263023593,0.008686070016455572,0.04371500473661707,**,148
census,amen_assets_computer,loo,Dhankuta,-0.03449875396914779,0.019311917399436686,0.07818717247167598,*,148
census,amen_assets_landline,loo,Dhankuta,0.10366558174899229,0.02528550642643648,1.0606756612955343e-4,***,148
census,amen_assets_mobile,loo,Dhankuta,0.20093991314427193,0.10989277637225447,0.07155830939577217,*,148
census,amen_assets_radio,loo,Dhankuta,0.22912870983734734,0.0850067726027105,0.008720622578417254,***,148
census,amen_assets_tv,loo,Dhankuta,0.16373718401582943,0.0827975872192761,0.05175417410665525,*,148
census,amen_cooking_kerosene,loo,Dhankuta,0.01349889866629536,0.006008412146732422,0.027685766213395285,**,148
census,amen_water_traditional,loo,Dhankuta,0.12882488356481403,0.07692114643025731,0.09825944170787865,*,148
census,ind_agri_forestry_fish,loo,Dhankuta,-0.13526829386590736,0.0753672156930492,0.07682684489009299,*,148
census,mig_in_internal_share,loo,Dhankuta,-0.16282689131900435,0.08249470561454775,0.05219091943195497,*,148
census,mig_in_temp_noneconomic_share,loo,Dhankuta,-0.3153946308899337,0.0996218838678493,0.00225597157669053,***,148
census,mig_in_temp_share,loo,Dhankuta,-0.5025487962632341,0.1836777494819731,0.007802770901966275,***,148
census,net_internal_mig_share,loo,Dhankuta,-0.35027511975713893,0.12862773591221538,0.008083471137895338,***,148
census,net_temp_mig_share,loo,Dhankuta,-0.7422631192101705,0.23515526137155512,0.002321079738152552,***,148
hh,edu_spend_total_12m,loo,Dhankuta,-4987.029789247188,1112.2859235082076,4.5615047031165105e-5,***,16739
hh,input_intensity_per_sqm,loo,Dhankuta,-0.8202677525128258,0.33367825864862255,0.017621060957479083,**,13097
hh,n_workers_total,loo,Dhankuta,-0.14093599029668613,0.07829954456659087,0.07815352587441836,*,17140
hh,nonfood_exp_12m,loo,Dhankuta,-18426.33503310244,9072.599690857518,0.04781455989812383,**,17140
hh,remit_amount_intl_12m_rs,loo,Dhankuta,-8288.549706004016,4881.530603028852,0.09599388311576641,*,17140
hh,sector_transport,loo,Dhankuta,-0.005440508996873536,0.0013585096978496014,2.1475132337749037e-4,***,17140
hh,share_fallow_wet,loo,Dhankuta,0.01392274675697965,0.007878046482268322,0.08353767602173112,*,14607
hh,total_input_cost_rs,loo,Dhankuta,-2076.7680921423844,993.6766708152783,0.041941267641243944,**,17140
nec_cs,emp_total,loo,Dhankuta,-40921.039080509705,16204.752238321815,0.014049559741384894,**,74
nec_cs,n_firms,loo,Dhankuta,-9085.595037046449,3427.9301875278625,0.010117686607711568,**,74
nec_cs,share_keeps_accounts,loo,Dhankuta,0.04332876868718619,0.02424336276331961,0.07863343599060323,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Dhankuta,0.38730912859674316,0.19716994143849098,0.05329769799785814,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dhankuta,0.422082624574604,0.2401051452073437,0.08295510280338363,*,592
nec_panel,log_rev_new_firms,loo,Dhankuta,1.043083924865102,0.5064388491742103,0.04299902693916395,**,592
census,amen_assets_car,loo,Dhanusa,-0.01586299002578793,0.008529456472093846,0.06694439961787924,*,148
census,amen_assets_computer,loo,Dhanusa,-0.03499654904823726,0.01954341404761117,0.07748593808046121,*,148
census,amen_assets_landline,loo,Dhanusa,0.10773614323712745,0.025354402077812047,6.248380948501803e-5,***,148
census,amen_assets_mobile,loo,Dhanusa,0.20761145655456134,0.1114360606947543,0.06647747831011236,*,148
census,amen_assets_radio,loo,Dhanusa,0.22941536094795342,0.08725960582367179,0.010432346296472595,**,148
census,amen_assets_tv,loo,Dhanusa,0.1818985911485508,0.08310431024201546,0.03181042284382864,**,148
census,amen_cooking_kerosene,loo,Dhanusa,0.014313233145487495,0.00595226847213711,0.018724219352524284,**,148
census,amen_water_traditional,loo,Dhanusa,0.11597920892749743,0.07652805381973848,0.1339610577327747,,148
census,ind_agri_forestry_fish,loo,Dhanusa,-0.1258831252266655,0.07815159946278498,0.11154886954532582,,148
census,mig_in_internal_share,loo,Dhanusa,-0.16794159735016298,0.08323881550091812,0.04731084455871698,**,148
census,mig_in_temp_noneconomic_share,loo,Dhanusa,-0.32181757207797806,0.10026402970791685,0.0019756070697369175,***,148
census,mig_in_temp_share,loo,Dhanusa,-0.5104992891989195,0.18461827320374247,0.007199946702855987,***,148
census,net_internal_mig_share,loo,Dhanusa,-0.37175469711053183,0.13344046861285527,0.006796638434664367,***,148
census,net_temp_mig_share,loo,Dhanusa,-0.7830094962782623,0.23631520435730025,0.0014363142936475463,***,148
hh,edu_spend_total_12m,loo,Dhanusa,-5188.914127909797,1150.0434447381144,4.153836334233358e-5,***,16481
hh,input_intensity_per_sqm,loo,Dhanusa,-0.9085747620414474,0.33520867278318506,0.00929129632529058,***,13004
hh,n_workers_total,loo,Dhanusa,-0.14585993611887899,0.08299284145086028,0.08520891899373198,*,16876
hh,nonfood_exp_12m,loo,Dhanusa,-15046.697021159323,9726.79548109904,0.12844798254858442,,16876
hh,remit_amount_intl_12m_rs,loo,Dhanusa,-8667.439556202828,5502.514384138972,0.12178417233978273,,16876
hh,sector_transport,loo,Dhanusa,-0.005638283278596659,0.0014156927062074218,2.3026429518884748e-4,***,16876
hh,share_fallow_wet,loo,Dhanusa,0.017737158197662937,0.007634346194141282,0.024444110635370542,**,14443
hh,total_input_cost_rs,loo,Dhanusa,-2500.5959702971923,968.0276664557398,0.012891445922249207,**,16876
nec_cs,emp_total,loo,Dhanusa,-41702.21316449408,16310.804227953618,0.012948849701220976,**,74
nec_cs,n_firms,loo,Dhanusa,-9288.355901471885,3443.162284040981,0.008917860923703731,***,74
nec_cs,share_keeps_accounts,loo,Dhanusa,0.04784328614111963,0.024272920394260482,0.05304497804921552,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Dhanusa,0.4014624354849346,0.19894062533588405,0.04726668282182873,**,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dhanusa,0.4599005604355164,0.24435246025094637,0.06380571539043842,*,592
nec_panel,log_rev_new_firms,loo,Dhanusa,1.0902434912505747,0.509495031090013,0.03570935492398009,**,592
census,amen_assets_car,loo,Dolakha,-0.018013038627623216,0.008700798033784252,0.04196443820625898,**,148
census,amen_assets_computer,loo,Dolakha,-0.034375592746156855,0.019321060171553536,0.07937338105063675,*,148
census,amen_assets_landline,loo,Dolakha,0.10364780015273294,0.025410569912337286,1.1411668124426612e-4,***,148
census,amen_assets_mobile,loo,Dolakha,0.20329074075092537,0.11043297961808386,0.06970687221242698,*,148
census,amen_assets_radio,loo,Dolakha,0.22415789154674187,0.08552420690293337,0.010661879543419253,**,148
census,amen_assets_tv,loo,Dolakha,0.16361406983863164,0.08407715143591953,0.055504483150756304,*,148
census,amen_cooking_kerosene,loo,Dolakha,0.013503476943676674,0.006006146868362648,0.027578096905499512,**,148
census,amen_water_traditional,loo,Dolakha,0.12898009546534428,0.07679957123047748,0.09734222248635314,*,148
census,ind_agri_forestry_fish,loo,Dolakha,-0.14018197700859952,0.07713005648086897,0.07324797970020812,*,148
census,mig_in_internal_share,loo,Dolakha,-0.16044930424388726,0.08260116450958459,0.055939341735521474,*,148
census,mig_in_temp_noneconomic_share,loo,Dolakha,-0.3157366792835544,0.10014261758953905,0.0023464550279864386,***,148
census,mig_in_temp_share,loo,Dolakha,-0.5022901246867589,0.18407238546524562,0.007960293707380757,***,148
census,net_internal_mig_share,loo,Dolakha,-0.33936257652250956,0.13029907242309682,0.011142093248694838,**,148
census,net_temp_mig_share,loo,Dolakha,-0.7350782925945474,0.235385359147748,0.0025675210748481504,***,148
hh,edu_spend_total_12m,loo,Dolakha,-5032.681140089623,1127.5233755468753,4.874117404093163e-5,***,16745
hh,input_intensity_per_sqm,loo,Dolakha,-0.8181420003540277,0.3308901773032575,0.017010038662886126,**,13100
hh,n_workers_total,loo,Dolakha,-0.13925035172769076,0.0775689047892388,0.07892194992254621,*,17142
hh,nonfood_exp_12m,loo,Dolakha,-20033.99670423861,8815.944346979972,0.02757577274284715,**,17142
hh,remit_amount_intl_12m_rs,loo,Dolakha,-8240.342124314322,4906.869763098477,0.0995830682606785,*,17142
hh,sector_transport,loo,Dolakha,-0.005440809365164343,0.0013525412583173303,2.0291567038223162e-4,***,17142
hh,share_fallow_wet,loo,Dolakha,0.014125606354474473,0.007966893829944121,0.08256766517298289,*,14606
hh,total_input_cost_rs,loo,Dolakha,-2080.3194836000694,993.4826334710739,0.04156847103820228,**,17142
nec_cs,emp_total,loo,Dolakha,-40897.703361367836,16224.925424199526,0.014216520318455795,**,74
nec_cs,n_firms,loo,Dolakha,-9075.29607550096,3433.0832801504407,0.010307211209906622,**,74
nec_cs,share_keeps_accounts,loo,Dolakha,0.043767172798983206,0.024399738246134114,0.07757623220409983,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Dolakha,0.39030250729549143,0.19796760921148146,0.052451477163711326,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dolakha,0.41884460305435833,0.24190030671333956,0.08759117670384697,*,592
nec_panel,log_rev_new_firms,loo,Dolakha,1.041952509212597,0.5060908719275463,0.043079686134305115,**,592
census,amen_assets_car,loo,Dolpa,-0.019582184427328873,0.008744306509028826,0.028175018445068624,**,148
census,amen_assets_computer,loo,Dolpa,-0.040304016186352584,0.019433129313005754,0.041608394582682,**,148
census,amen_assets_landline,loo,Dolpa,0.10919608155378911,0.025918666827213145,7.109089760032863e-5,***,148
census,amen_assets_mobile,loo,Dolpa,0.20991983822965465,0.11208629707391612,0.06509445707522678,*,148
census,amen_assets_radio,loo,Dolpa,0.21145050496982143,0.08611835150558195,0.016456562021465296,**,148
census,amen_assets_tv,loo,Dolpa,0.1814532540921916,0.0801295351698465,0.02651334520964641,**,148
census,amen_cooking_kerosene,loo,Dolpa,0.014357490821100079,0.0062101781277308175,0.023605449286996406,**,148
census,amen_water_traditional,loo,Dolpa,0.11029256049935865,0.08040108657163797,0.17433346462075788,,148
census,ind_agri_forestry_fish,loo,Dolpa,-0.14480433142867538,0.07757029615391017,0.06595240550726562,*,148
census,mig_in_internal_share,loo,Dolpa,-0.1877960509339076,0.08364544471900835,0.027787966609636217,**,148
census,mig_in_temp_noneconomic_share,loo,Dolpa,-0.34213833423394985,0.09565129850641797,6.217360366041965e-4,***,148
census,mig_in_temp_share,loo,Dolpa,-0.5559606175073168,0.1759021455980954,0.0022922774073076187,***,148
census,net_internal_mig_share,loo,Dolpa,-0.3710933332762881,0.1362021240626179,0.008052292558298486,***,148
census,net_temp_mig_share,loo,Dolpa,-0.782818633396766,0.23626196649066974,0.0014365872368503664,***,148
hh,edu_spend_total_12m,loo,Dolpa,-4982.4427329905275,1112.7161664690577,4.5144121995092813e-05,***,16961
hh,input_intensity_per_sqm,loo,Dolpa,-0.8222833427565306,0.33359312702741134,0.01725640626600204,**,13310
hh,n_workers_total,loo,Dolpa,-0.14083643852522448,0.07830418101123705,0.07824603845595608,*,17362
hh,nonfood_exp_12m,loo,Dolpa,-18604.440506446317,9017.462473120215,0.04441700546902986,**,17362
hh,remit_amount_intl_12m_rs,loo,Dolpa,-8254.681099357069,4878.103611972664,0.09696020276649706,*,17362
hh,sector_transport,loo,Dolpa,-0.005461786331699834,0.001359456698334221,2.0183454982619853e-4,***,17362
hh,share_fallow_wet,loo,Dolpa,0.013894256077673528,0.007882054706154835,0.08417523796313478,*,14826
hh,total_input_cost_rs,loo,Dolpa,-2075.456216077327,993.1405172913949,0.04184938210286274,**,17362
nec_cs,emp_total,loo,Dolpa,-43914.8240898822,16102.01287105146,0.008231361192302444,***,74
nec_cs,n_firms,loo,Dolpa,-9717.710053261697,3398.45299474918,0.005723053747055228,***,74
nec_cs,share_keeps_accounts,loo,Dolpa,0.04957704521727703,0.02414161894997865,0.04410595949242377,**,74
nec_panel,log_n_new_firms_education_health_social,loo,Dolpa,0.5265428501270336,0.1901947805598142,0.0071348250273568095,***,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Dolpa,0.4396069310034168,0.2504578128011267,0.08341814431156529,*,592
nec_panel,log_rev_new_firms,loo,Dolpa,1.099329756606723,0.5246758419213368,0.03961739487197577,**,592
census,amen_assets_car,loo,Doti,-0.018136395546068596,0.008729515669035104,0.04126452412167189,**,148
census,amen_assets_computer,loo,Doti,-0.03400427714996393,0.019269770148856256,0.08180657955907941,*,148
census,amen_assets_landline,loo,Doti,0.10432789101202353,0.025101228928082597,8.693779441026867e-5,***,148
census,amen_assets_mobile,loo,Doti,0.20639384766669253,0.11086420245773454,0.06667345362703371,*,148
census,amen_assets_radio,loo,Doti,0.2269054633146538,0.0861080640757094,0.010265425062552652,**,148
census,amen_assets_tv,loo,Doti,0.16110330431160916,0.08323155602000107,0.05678933396845175,*,148
census,amen_cooking_kerosene,loo,Doti,0.013500500128595137,0.006018984923572135,0.02793334119333228,**,148
census,amen_water_traditional,loo,Doti,0.12376888674520534,0.07814635758712632,0.1175602208774204,,148
census,ind_agri_forestry_fish,loo,Doti,-0.14907950516692117,0.07685127926792054,0.05626220499037328,*,148
census,mig_in_internal_share,loo,Doti,-0.16146300432333152,0.08199856352442875,0.052738115245846894,*,148
census,mig_in_temp_noneconomic_share,loo,Doti,-0.3163237229604159,0.09953756489382896,0.002175533775110949,***,148
census,mig_in_temp_share,loo,Doti,-0.5068448530341487,0.1836365874046103,0.007302692113509159,***,148
census,net_internal_mig_share,loo,Doti,-0.32264631260879223,0.13460042903156588,0.019087397076411456,**,148
census,net_temp_mig_share,loo,Doti,-0.7152381180211287,0.2375672304787701,0.003578258069274155,***,148
hh,edu_spend_total_12m,loo,Doti,-4970.182839826609,1114.5054448032254,4.937820813030126e-5,***,16757
hh,input_intensity_per_sqm,loo,Doti,-0.8207487508948398,0.33503246840497874,0.01799391124275963,**,13101
hh,n_workers_total,loo,Doti,-0.14023122637381413,0.07800806623838445,0.0785241796731916,*,17146
hh,nonfood_exp_12m,loo,Doti,-18531.913223621224,8931.473736429973,0.043379695253909244,**,17146
hh,remit_amount_intl_12m_rs,loo,Doti,-8200.104378455893,4892.503733717669,0.10023017576315904,,17146
hh,sector_transport,loo,Doti,-0.005433417378695093,0.001394676588098362,3.0258446552156585e-4,***,17146
hh,share_fallow_wet,loo,Doti,0.013803376752781087,0.00786040488537003,0.08545651644143462,*,14616
hh,total_input_cost_rs,loo,Doti,-2074.9581258467874,994.5100902430277,0.04227802829604675,**,17146
nec_cs,emp_total,loo,Doti,-40680.00084810742,16162.671020847778,0.014355003686135043,**,74
nec_cs,n_firms,loo,Doti,-9019.01232792091,3417.0406829115586,0.01041897813735803,**,74
nec_cs,share_keeps_accounts,loo,Doti,0.04076841725023903,0.022362600504802765,0.07296492664903029,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Doti,0.39512168697891253,0.19610146017249347,0.047600298710145365,**,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Doti,0.4075479804421169,0.23968374373023654,0.09332071508428995,*,592
nec_panel,log_rev_new_firms,loo,Doti,1.0399515725970214,0.5110129306632512,0.045474443705035096,**,592
census,amen_assets_car,loo,Gorkha,-0.01805779704172217,0.008707140742635637,0.04161587367928518,**,148
census,amen_assets_computer,loo,Gorkha,-0.03385108059788105,0.01936881961306061,0.08471911621817065,*,148
census,amen_assets_landline,loo,Gorkha,0.10311081736948112,0.02536325134771673,1.1965685867985732e-4,***,148
census,amen_assets_mobile,loo,Gorkha,0.20332169407825806,0.11037403305751918,0.06951962149716952,*,148
census,amen_assets_radio,loo,Gorkha,0.22847416613533322,0.08489223993985202,0.008817912643942038,***,148
census,amen_assets_tv,loo,Gorkha,0.164462080674659,0.08313010129793166,0.05166084950924101,*,148
census,amen_cooking_kerosene,loo,Gorkha,0.013375599851478858,0.005995903673034306,0.02876777086894541,**,148
census,amen_water_traditional,loo,Gorkha,0.1299839217393766,0.07667248479593997,0.09427758288268344,*,148
census,ind_agri_forestry_fish,loo,Gorkha,-0.14163665843669182,0.07687401841595076,0.06946985398040684,*,148
census,mig_in_internal_share,loo,Gorkha,-0.15889283164324297,0.08276178369788599,0.05878045321975421,*,148
census,mig_in_temp_noneconomic_share,loo,Gorkha,-0.3142765616985129,0.10000725555335795,0.002420508893922755,***,148
census,mig_in_temp_share,loo,Gorkha,-0.49939110023176747,0.18421986610483837,0.008361031657681522,***,148
census,net_internal_mig_share,loo,Gorkha,-0.33423121667248895,0.129752866143073,0.012020687182003182,**,148
census,net_temp_mig_share,loo,Gorkha,-0.7295441919911116,0.23500233735715706,0.002713056863000919,***,148
hh,edu_spend_total_12m,loo,Gorkha,-4907.9692648714,1078.4681713324478,3.6513175923223554e-5,***,16757
hh,input_intensity_per_sqm,loo,Gorkha,-0.8250006446093677,0.33478421784993434,0.01736141459152318,**,13118
hh,n_workers_total,loo,Gorkha,-0.1409768139799302,0.07831974957785552,0.07814441210323292,*,17152
hh,nonfood_exp_12m,loo,Gorkha,-20226.038141055466,8935.36174461664,0.02815761094648342,**,17152
hh,remit_amount_intl_12m_rs,loo,Gorkha,-8089.146531286935,4925.355674454121,0.1070542507417571,,17152
hh,sector_transport,loo,Gorkha,-0.005431831965283048,0.0013441680353794903,1.9141749752278375e-4,***,17152
hh,share_fallow_wet,loo,Gorkha,0.013294069472478857,0.007759285961913036,0.09310802179321412,*,14620
hh,total_input_cost_rs,loo,Gorkha,-2093.9127385206757,1000.6502339641329,0.04170053898428671,**,17152
nec_cs,emp_total,loo,Gorkha,-40841.399828924055,16207.576606056798,0.014244988445717817,**,74
nec_cs,n_firms,loo,Gorkha,-9066.531850140214,3426.9854211148718,0.010248577696946775,**,74
nec_cs,share_keeps_accounts,loo,Gorkha,0.04401657351411183,0.024399558160156667,0.07593894213245292,*,74
nec_panel,log_n_new_firms_education_health_social,loo,Gorkha,0.3877358525447674,0.19641326549174948,0.05215656869115954,*,592
nec_panel,log_n_new_firms_size_medium_10_50,loo,Gorkha,0.40872864115481883,0.2395667589600182,0.09223788956175688,*,592
nec_panel,log_rev_new_firms,loo,Gorkha,1.046066573422272,0.5061462505731433,0.04230718767163726,**,592
census,amen_assets_car,loo,Gulmi,-0.017965789311233122,0.00873958987806737,0.0433905881896616,**,148
census,amen_assets_computer,loo,Gulmi,-0.033950186040430194,0.019399167880362053,0.08430559835498505,*,148
census,amen_assets_landline,loo,Gulmi,0.10602824648485941,0.025449580149630977,8.394054154264243e-5,***,148
census,amen_assets_mobile,loo,Gulmi,0.20391182409111594,0.11072373929367128,0.06959193731207526,*,148
