dataset,outcome,scaling,model,beta,se,p,sig,mean_y,n
hh,sector_hotels,log,M4,-4.46424142684806e-4,0.0021974911462534236,0.8398577063940448,,0.008371775158038613,17362
hh,sector_transport,log,M2,-0.0030009367656350363,0.0010905402629502983,0.008285615460451779,***,0.00427131385614215,17362
hh,sector_transport,log,M3,-0.002810718059007974,0.0011162309968957111,0.01511789974601265,**,0.00427131385614215,17362
hh,sector_transport,log,M4,-0.005461786331699834,0.001359456698334221,2.0183454982619853e-4,***,0.00427131385614215,17362
nec_cs,n_firms,log,M2,-8399.286031214864,5285.874708617545,0.11644096305193481,,12311.413333333334,75
nec_cs,n_firms,log,M3,-8054.144342668631,4648.459502776293,0.08750011764894114,*,12311.413333333334,75
nec_cs,n_firms,log,M4,-9077.586287612916,3424.556301790462,0.01007685877646982,**,12311.413333333334,75
nec_cs,emp_total,log,M2,-39843.630686602264,25487.125612540123,0.12237062339655895,,43046.09333333333,75
nec_cs,emp_total,log,M3,-38075.37302383959,22211.426721671716,0.09085011241516243,*,43046.09333333333,75
nec_cs,emp_total,log,M4,-40901.64451601221,16196.741376252741,0.014008041674781934,**,43046.09333333333,75
nec_cs,mean_emp_per_firm,log,M2,-0.17464842050750315,0.09766689610897694,0.0779501520087917,*,3.216176822613978,75
nec_cs,mean_emp_per_firm,log,M3,-0.15791336176429827,0.078825743491725,0.048960561317792445,**,3.216176822613978,75
nec_cs,mean_emp_per_firm,log,M4,0.003763990977928594,0.08700154985364766,0.9656241217541783,,3.216176822613978,75
nec_cs,formality_index,log,M2,-2.4382841593077062e-4,0.0082300022411491,0.976446682033678,,0.535749238763582,75
nec_cs,formality_index,log,M3,6.786871027863807e-4,0.007106599140734653,0.9241859557077764,,0.535749238763582,75
nec_cs,formality_index,log,M4,0.0047005510826746075,0.006623225719981951,0.48042398613074233,,0.535749238763582,75
nec_cs,share_registered,log,M2,0.008879969151249835,0.010546326941770852,0.40257808929995487,,0.5115098604161161,75
nec_cs,share_registered,log,M3,0.010263690430377219,0.010332283610404301,0.3239073691907842,,0.5115098604161161,75
nec_cs,share_registered,log,M4,0.003278806803025877,0.015771621136133562,0.8359626633329422,,0.5115098604161161,75
nec_cs,share_tax_registered,log,M2,-0.01697698042680913,0.014825874051158244,0.25596343979343267,,0.6356170165928496,75
nec_cs,share_tax_registered,log,M3,-0.017452077866778545,0.015399468665597844,0.2609044952993571,,0.6356170165928496,75
nec_cs,share_tax_registered,log,M4,-0.0179936754329234,0.020255503986575264,0.3776361069606907,,0.6356170165928496,75
nec_cs,share_keeps_accounts,log,M2,0.015268351002330427,0.030768572068431758,0.6212422664340604,,0.5042506209826508,75
nec_cs,share_keeps_accounts,log,M3,0.018383834722225975,0.029210206081444767,0.5311311234821124,,0.5042506209826508,75
nec_cs,share_keeps_accounts,log,M4,0.043883270721642234,0.024397850622515562,0.0767165362845187,*,0.5042506209826508,75
nec_cs,share_emp_female,log,M2,0.004808144793978914,0.008373613806372525,0.5676208143294333,,0.3868631306396366,75
nec_cs,share_emp_female,log,M3,0.007295486673639144,0.0073641225081116255,0.32520629329385786,,0.3868631306396366,75
nec_cs,share_emp_female,log,M4,-0.0027441389137377835,0.00947755229176322,0.773089065301823,,0.3868631306396366,75
nec_cs,share_emp_foreign,log,M2,-2.1331557172288217e-4,7.611686793432755e-4,0.7800913063736297,,0.00540126246385556,75
nec_cs,share_emp_foreign,log,M3,-2.480126149027261e-4,7.9073219210988e-4,0.7547070329935053,,0.00540126246385556,75
nec_cs,share_emp_foreign,log,M4,5.397347174288447e-4,0.0012979195996866565,0.6788924221140287,,0.00540126246385556,75
nec_cs,share_firms_size_micro_1,log,M2,0.0012618207721305547,0.008833671981853848,0.8868138356329622,,0.37340937239038224,75
nec_cs,share_firms_size_micro_1,log,M3,-5.5684016214339405e-5,0.009299538951402576,0.9952392277282032,,0.37340937239038224,75
nec_cs,share_firms_size_micro_1,log,M4,-0.009310633401712625,0.00994642158668946,0.35269758509119686,,0.37340937239038224,75
nec_cs,share_firms_size_small_2_9,log,M2,0.0022187836669505414,0.008319652542763472,0.7904687489431207,,0.5815556448080867,75
nec_cs,share_firms_size_small_2_9,log,M3,0.003245095546026163,0.008820451256770095,0.7140379867292912,,0.5815556448080867,75
nec_cs,share_firms_size_small_2_9,log,M4,0.01022900659770026,0.009253304375442159,0.2730423414870454,,0.5815556448080867,75
nec_cs,share_firms_size_medium_10_50,log,M2,-0.0027409282187262534,0.0014137591549123218,0.056451503311107265,*,0.04218430838931957,75
nec_cs,share_firms_size_medium_10_50,log,M3,-0.0024719910262498233,0.0014556288060175123,0.09384340115473315,*,0.04218430838931957,75
nec_cs,share_firms_size_medium_10_50,log,M4,-6.340870453109832e-4,0.0022265422107177256,0.7767138352226582,,0.04218430838931957,75
nec_cs,share_firms_size_large_51p,log,M2,-7.396762203545939e-4,2.8265939384293514e-4,0.01080815715899889,**,0.0028506744122114135,75
nec_cs,share_firms_size_large_51p,log,M3,-7.174205035617863e-4,0.00025560580848500703,0.00645504120485247,***,0.0028506744122114135,75
nec_cs,share_firms_size_large_51p,log,M4,-2.842861506748417e-4,3.493935922609645e-4,0.41881277869722144,,0.0028506744122114135,75
nec_cs,share_borrowed_any,log,M2,0.0147385571119848,0.007729895587537498,0.06055059011726585,*,0.35052194823900695,75
nec_cs,share_borrowed_any,log,M3,0.013501031396541092,0.008116539090943654,0.10064121309061204,,0.35052194823900695,75
nec_cs,share_borrowed_any,log,M4,0.0037512545596301745,0.013180989649201048,0.7768585601792045,,0.35052194823900695,75
nec_cs,share_formal_credit,log,M2,0.009759354139398053,0.007607901377269557,0.20367923469481686,,0.27045525554193595,75
nec_cs,share_formal_credit,log,M3,0.008818218174272818,0.008224587196133257,0.28727117384484363,,0.27045525554193595,75
nec_cs,share_formal_credit,log,M4,0.0014202767365341946,0.012942652002587993,0.912956730946369,,0.27045525554193595,75
nec_cs,share_any_foreign_cap,log,M2,0.003950962046575191,0.00456009936340382,0.3891379403976918,,0.009119699923177668,75
nec_cs,share_any_foreign_cap,log,M3,0.004566406864676306,0.004803103885498325,0.34497173643743717,,0.009119699923177668,75
nec_cs,share_any_foreign_cap,log,M4,0.003065149095171793,0.004627493059271875,0.5100708970633354,,0.009119699923177668,75
nec_panel,log_n_new_firms,log,M2,-0.1187971421911666,0.15112643512034077,0.4343318372472108,,6.240685426545331,600
nec_panel,log_n_new_firms,log,M3,-0.09106126698728949,0.1188147585551192,0.44586819873020056,,6.240685426545331,600
nec_panel,log_n_new_firms,log,M4,-0.15819981544742112,0.16732289057276573,0.34749283379300144,,6.240685426545331,600
nec_panel,log_emp_new_firms,log,M2,0.01702211424516109,0.10631551032226315,0.8732311305133627,,7.187564634519539,600
nec_panel,log_emp_new_firms,log,M3,0.027259517672626146,0.09578760385576027,0.776758560400306,,7.187564634519539,600
nec_panel,log_emp_new_firms,log,M4,-0.06479631344934852,0.1491475607697149,0.6652300049398592,,7.187564634519539,600
nec_panel,log_rev_new_firms,log,M2,0.9904935581655372,0.2982062944440246,0.0013929331005987661,***,20.488250997589486,600
nec_panel,log_rev_new_firms,log,M3,1.0002383887576978,0.31062117114585214,0.0019043446110180245,***,20.488250997589486,600
nec_panel,log_rev_new_firms,log,M4,1.0403893186683806,0.5057148789842236,0.04318498782039994,**,20.488250997589486,600
nec_panel,log_cap_new_firms,log,M2,0.007453484657846232,0.4856956237341946,0.9877974445327338,,20.507080253192207,600
nec_panel,log_cap_new_firms,log,M3,-0.026698900327356175,0.4613875664116332,0.954010912698104,,20.507080253192207,600
nec_panel,log_cap_new_firms,log,M4,-0.018838899428435873,0.5527297869073232,0.972902430493503,,20.507080253192207,600
nec_panel,log_n_new_firms_size_micro_1,log,M2,-0.04167514249085702,0.2042748990343521,0.838901814498834,,5.297685873620941,600
nec_panel,log_n_new_firms_size_micro_1,log,M3,-0.009904075775628692,0.17167945437687387,0.9541515735548772,,5.297685873620941,600
nec_panel,log_n_new_firms_size_micro_1,log,M4,-0.16601013588521896,0.18385466830742966,0.3694864529536702,,5.297685873620941,600
nec_panel,log_n_new_firms_size_small_2_9,log,M2,-0.20806608843745014,0.1402521676292322,0.14218469988270127,,5.670052810191737,600
nec_panel,log_n_new_firms_size_small_2_9,log,M3,-0.1813780258963929,0.1125685443625878,0.11137891815653297,,5.670052810191737,600
nec_panel,log_n_new_firms_size_small_2_9,log,M4,-0.17844480938248064,0.17946727655253997,0.32331571561885286,,5.670052810191737,600
nec_panel,log_n_new_firms_size_medium_10_50,log,M2,0.4465088755665516,0.16605894976491578,0.008853632130460155,***,2.570909470873294,600
nec_panel,log_n_new_firms_size_medium_10_50,log,M3,0.43316015806358343,0.16124252207819265,0.008913345381014582,***,2.570909470873294,600
nec_panel,log_n_new_firms_size_medium_10_50,log,M4,0.418297763850291,0.24063384560455692,0.08631441140496371,*,2.570909470873294,600
nec_panel,log_n_new_firms_size_large_51p,log,M2,0.19351131106868102,0.16912911943080858,0.25624351999937833,,0.6581547832289413,600
nec_panel,log_n_new_firms_size_large_51p,log,M3,0.17213812653278332,0.14982430633100116,0.25428366582107403,,0.6581547832289413,600
nec_panel,log_n_new_firms_size_large_51p,log,M4,-0.05282299905217572,0.16737282197756648,0.7531938792766741,,0.6581547832289413,600
nec_panel,log_n_new_firms_education_health_social,log,M2,0.2616458843317744,0.16015048446192595,0.10655907812736887,,3.1326709576725706,600
nec_panel,log_n_new_firms_education_health_social,log,M3,0.24952653400808728,0.16580521919060934,0.13659662771481318,,3.1326709576725706,600
nec_panel,log_n_new_firms_education_health_social,log,M4,0.3890978754616716,0.19628985770049348,0.05116326484063083,*,3.1326709576725706,600
nec_panel,log_n_new_firms_manufacturing,log,M2,0.033502415606703195,0.20422044945712584,0.8701388406600233,,4.034317704803814,600
nec_panel,log_n_new_firms_manufacturing,log,M3,0.04783798757598222,0.19076756896487726,0.8026901323299196,,4.034317704803814,600
nec_panel,log_n_new_firms_manufacturing,log,M4,0.10773506416743979,0.26268088243650806,0.6828906877182706,,4.034317704803814,600
nec_panel,log_n_new_firms_other_services,log,M2,-0.006680199070145054,0.2527805140620002,0.9789879959406032,,3.5043211982699956,600
nec_panel,log_n_new_firms_other_services,log,M3,0.013490402458877677,0.25185105561921495,0.9574260856474572,,3.5043211982699956,600
nec_panel,log_n_new_firms_other_services,log,M4,-0.31080165973848717,0.2031191248375894,0.13024474668804645,,3.5043211982699956,600
nec_panel,log_n_new_firms_trade_retail,log,M2,-0.19724854128246755,0.15389447064106884,0.2039447651876932,,5.616977412580939,600
nec_panel,log_n_new_firms_trade_retail,log,M3,-0.1621674615301366,0.11667809744827154,0.1687352868209359,,5.616977412580939,600
nec_panel,log_n_new_firms_trade_retail,log,M4,-0.20748204909918758,0.18938089532681318,0.2768152239150073,,5.616977412580939,600
nec_panel,log_n_new_firms_finance_prof_realestate,log,M2,-0.2271993459980992,0.12477527297319826,0.07266941082491224,*,2.6822543310596014,600
nec_panel,log_n_new_firms_finance_prof_realestate,log,M3,-0.25071785586124495,0.11862659799590862,0.03792883931504087,**,2.6822543310596014,600
nec_panel,log_n_new_firms_finance_prof_realestate,log,M4,-0.0841828530131203,0.18540998133405007,0.6511316325994688,,2.6822543310596014,600
nec_panel,log_n_new_firms_hospitality_food,log,M2,-0.15615969654071576,0.20748189587860327,0.4540523917622983,,4.352390341803276,600
nec_panel,log_n_new_firms_hospitality_food,log,M3,-0.12444311093375257,0.17078337474435232,0.4685090891955255,,4.352390341803276,600
nec_panel,log_n_new_firms_hospitality_food,log,M4,-0.21385597286997934,0.22936365809502107,0.3541681246041217,,4.352390341803276,600
nec_panel,log_n_new_firms_transport_storage,log,M2,0.2902854316589758,0.1050603055711216,0.0072208818324525645,***,0.594600142144198,600
nec_panel,log_n_new_firms_transport_storage,log,M3,0.269870245354207,0.1021020086090319,0.010020751907845625,**,0.594600142144198,600
nec_panel,log_n_new_firms_transport_storage,log,M4,0.20942254661241153,0.15813357820033086,0.18946614246114438,,0.594600142144198,600
nec_panel,log_n_new_firms_agriculture,log,M2,-0.5054343908374559,0.18023167193597162,0.006435739669282991,***,2.58510893103185,600
nec_panel,log_n_new_firms_agriculture,log,M3,-0.5096103117199029,0.19125358608267468,0.009457091267933596,***,2.58510893103185,600
nec_panel,log_n_new_firms_agriculture,log,M4,-0.2954400131868455,0.2761932952766718,0.28823759293635765,,2.58510893103185,600
nec_panel,log_n_new_firms_construction,log,M2,0.18388168905347668,0.4283974488883486,0.6690018590026676,,0.5547031827085873,600
nec_panel,log_n_new_firms_construction,log,M3,0.15796069000291751,0.4147347412730957,0.7043897550844509,,0.5547031827085873,600
nec_panel,log_n_new_firms_construction,log,M4,-0.1351173379427429,0.3175635137664126,0.6717207039783,,0.5547031827085873,600
