dataset,outcome,label,group,scaling,lag,model,variant,beta,se,p,sig,mean_y,sd_y,n,n_unit
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,0,M2,baseline,-0.03836826295774061,0.01591888775785049,0.01842730199444173,**,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,0,M3,baseline,0.02506259028389354,0.02245077181938488,0.2678903930381242,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,0,M4,baseline,0.02961036729119366,0.02070747237443481,0.15694394784246032,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,0,M5,baseline,-0.00712864930176991,0.01287043093678978,0.5813321720089286,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,1,M2,baseline,-0.05206188900969316,0.0194526553169989,0.00916027936181405,***,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,1,M3,baseline,0.02295618404343866,0.02873202391846719,0.4268616061963106,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,1,M4,baseline,0.02570100560498436,0.02614879631161992,0.32887147885599044,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,1,M5,baseline,-0.00882114249735163,0.0146695273682995,0.5494617349572051,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,2,M2,baseline,-0.07273559346595027,0.02757473226510632,0.01016695753672821,**,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,2,M3,baseline,0.03417991246941893,0.04066571236553221,0.4033304713723001,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,2,M4,baseline,0.03827743438158709,0.03708376911563685,0.30534560172660935,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,2,M5,baseline,-0.0121021900108271,0.02094909594886335,0.5652237000582542,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,3,M2,baseline,-0.07261487228023628,0.02850544449793032,0.01292932956603685,**,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,3,M3,baseline,0.03499526114806095,0.04186111322480435,0.4058546632684549,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,3,M4,baseline,0.03880127734170224,0.03799092451360383,0.3104254361850203,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,3,M5,baseline,-0.01187033812811609,0.02128205026435575,0.5786897841097052,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,5,M2,baseline,-0.10758384416698008,0.0409206940459418,0.01040691559455997,**,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,5,M3,baseline,0.04852629992539925,0.06025251578678412,0.423179533309911,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,5,M4,baseline,0.0551952697766396,0.05477511208239917,0.31689627359997286,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_any,Toilet: any,amenities_water_toilet,raw,5,M5,baseline,-0.01854074765455354,0.03071096331299902,0.5478776807175729,NA,0.777379905666688,0.2367709796481963,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,0,M2,baseline,0.06004962776438893,0.1204854795215686,0.6196822553305514,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,0,M3,baseline,0.01736923961981166,0.10458771659430768,0.8685520854248265,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,0,M4,baseline,-0.0234526086508178,0.10431689623221768,0.8227383347917682,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,0,M5,baseline,-0.10856163683394152,0.08574805760538572,0.20946511188910644,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,1,M2,baseline,0.08639806712275133,0.15167418156699475,0.5706543318728635,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,1,M3,baseline,0.0449713594277425,0.14104552926021555,0.7507439161511841,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,1,M4,baseline,0.0185512378276488,0.1392523935727892,0.8943808186893748,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,1,M5,baseline,-0.06404932630762737,0.1144978109516802,0.5775824339321494,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,2,M2,baseline,0.11993947380357994,0.21476027862658717,0.5782021749241739,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,2,M3,baseline,0.06180385251943104,0.19839400328699577,0.7562807150363183,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,2,M4,baseline,0.02219144814850439,0.19643665195827112,0.910360251934362,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,2,M5,baseline,-0.097164548141834,0.1610472902794716,0.5481345003614799,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,3,M2,baseline,0.1156524569584514,0.2178426380185021,0.5970785397882137,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,3,M3,baseline,0.05783564795602771,0.2021249495214636,0.7755718748524818,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,3,M4,baseline,0.02289313064347357,0.19908006723540872,0.908760873418046,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,3,M5,baseline,-0.09474167367687893,0.163344583037054,0.5636690300237179,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,5,M2,baseline,0.17498674393025482,0.3157521329407535,0.5811196341073757,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,5,M3,baseline,0.0865707123741402,0.29415523238899793,0.7693504979773602,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,5,M4,baseline,0.03193213211874141,0.28940219454166966,0.9124398210252768,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,lin,5,M5,baseline,-0.14143185133670438,0.23826823984263729,0.554601499440315,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,0,M2,baseline,0.07523482889316613,0.12332884511419202,0.5437079025705887,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,0,M3,baseline,0.04550024238671725,0.1020119499490888,0.6568789827877674,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,0,M4,baseline,0.01087736902978289,0.10196212704009174,0.9153311511875966,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,0,M5,baseline,-0.08754680592053306,0.08879687517803778,0.3273840296107574,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,1,M2,baseline,0.10136936023121912,0.16553586554073804,0.5421695407311304,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,1,M3,baseline,0.07800605899234178,0.14402180090904274,0.5897027516632456,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,1,M4,baseline,0.07793946224291903,0.14086958427058063,0.581743634597808,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,1,M5,baseline,-0.00735579373208133,0.11992781076890084,0.951257632113238,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,2,M2,baseline,0.1428602799324974,0.2345135939503594,0.5442729092456324,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,2,M3,baseline,0.11056954505263177,0.2026125922701517,0.5869004470731913,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,2,M4,baseline,0.10740818814556607,0.20030522664422015,0.5934130132610633,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,2,M5,baseline,-0.0194084652165131,0.16986191036040282,0.9093409366542646,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,3,M2,baseline,0.13704358299343866,0.23848788548692432,0.5672807930767126,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,3,M3,baseline,0.10331424840005912,0.2075565661722091,0.6201261849831587,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,3,M4,baseline,0.10620001514699226,0.20227843304071527,0.6011394884262876,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,3,M5,baseline,-0.01409322018301478,0.1719569572536703,0.9349015200100326,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,5,M2,baseline,0.20563063489543865,0.34591247882696957,0.5540186623377079,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,5,M3,baseline,0.1539233161374588,0.3018543397933444,0.6116209973531728,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,5,M4,baseline,0.1515165005977943,0.2929044452243386,0.6064966699921746,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,log,5,M5,baseline,-0.02710501169830248,0.2501497321837431,0.914007245310788,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,0,M2,baseline,-0.02836343213692098,0.01600485789985237,0.08048144328047464,*,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,0,M3,baseline,0.00384722973578859,0.02316583696737045,0.8685520854247937,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,0,M4,baseline,-0.00519467606862197,0.02310585114341343,0.8227383347918013,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,0,M5,baseline,-0.02404604729598529,0.01899291415320089,0.20946511188911685,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,1,M2,baseline,-0.03181646110711256,0.02101735499602268,0.13433149703533753,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,1,M3,baseline,0.00996100894663917,0.03124112316643581,0.7507439161511313,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,1,M4,baseline,0.00410903847079243,0.03084394947962125,0.8943808186893598,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,1,M5,baseline,-0.01418671617880429,0.02536089043722473,0.5775824339321298,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,2,M2,baseline,-0.04522924688389279,0.02959791831020559,0.1307455275810416,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,2,M3,baseline,0.01368935108292511,0.04394362249325939,0.756280715036342,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,2,M4,baseline,0.00491533314444654,0.04351007557928835,0.9103602519344254,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,2,M5,baseline,-0.02152162944712082,0.03567144777741316,0.5481345003614442,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,3,M2,baseline,-0.04607757095890591,0.03014063545879524,0.1305893712913079,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,3,M3,baseline,0.01281040675788848,0.04477001487484023,0.7755718748524614,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,3,M4,baseline,0.00507075352086156,0.0440955834127086,0.9087608734180476,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,3,M5,baseline,-0.02098497068186428,0.03618029060542419,0.563669030023698,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,5,M2,baseline,-0.06695862975092437,0.04378569938029514,0.13046981779749325,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,5,M3,baseline,0.01917512949237856,0.06515442136530561,0.7693504979773467,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,5,M4,baseline,0.00707286276793032,0.06410163903620242,0.91243982102531,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_modern,Toilet: modern,amenities_water_toilet,raw,5,M5,baseline,-0.03132669224214624,0.05277563540377392,0.5546014994402346,NA,0.5053664511600996,0.23589277164274206,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,0,M2,baseline,-0.1763452392372462,0.12627470147416098,0.16673251733398473,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,0,M3,baseline,-0.11112927359241288,0.10058474769597664,0.2728116696551164,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,0,M4,baseline,-0.13400734201889805,0.09281151181842778,0.15299731498647356,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,0,M5,baseline,0.02552195784201938,0.05717704459818671,0.656635496257501,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,1,M2,baseline,-0.17031970225087223,0.1690395126967486,0.31694267846849056,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,1,M3,baseline,-0.10121294310145536,0.12900891548598928,0.4352263537455231,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,1,M4,baseline,-0.11666584217326637,0.11760969842313083,0.3244424849909763,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,1,M5,baseline,0.03128119221670045,0.06561974173785108,0.6349776236914015,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,2,M2,baseline,-0.24706979300328943,0.2386623317992262,0.30393394620795766,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,2,M3,baseline,-0.1507696525754482,0.18255152583028864,0.4115145808436913,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,2,M4,baseline,-0.1736118873394047,0.16674205482718196,0.301172428523969,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,2,M5,baseline,0.04256297353144822,0.09366096614118996,0.6508448232172208,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,3,M2,baseline,-0.2490993655888527,0.24231069640257225,0.30729069788172264,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,3,M3,baseline,-0.1543208592663728,0.18788436422060595,0.41407914721795414,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,3,M4,baseline,-0.17591830993818353,0.17080095999520337,0.30638306743419014,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,3,M5,baseline,0.04146212672371369,0.0951717556355269,0.6643546611798525,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,5,M2,baseline,-0.36036472971777833,0.3509945222318029,0.3079079633572289,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,5,M3,baseline,-0.21418333331288053,0.2705292745145339,0.4310547293191137,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,5,M4,baseline,-0.2506481159472049,0.24636694613305463,0.31228882347795667,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,lin,5,M5,baseline,0.065935505659656,0.13733383137826466,0.632564526416743,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,0,M2,baseline,-0.08342907858743631,0.12660431802145936,0.511957199574666,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,0,M3,baseline,-0.03642073723208509,0.09328684408976,0.6973501042747601,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,0,M4,baseline,-0.10755978902577217,0.09103324378619726,0.2411698918836965,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,0,M5,baseline,0.05291155795107266,0.052644898239206,0.31814066116689527,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,1,M2,baseline,-0.06665234805054654,0.17286329099200565,0.7009151460982378,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,1,M3,baseline,-0.0254799876210135,0.13193088391121036,0.8473852158928191,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,1,M4,baseline,-0.07440100410993099,0.12185229085252944,0.5433461169097233,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,1,M5,baseline,0.04915860770342203,0.06624344468683825,0.4603816907104217,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,2,M2,baseline,-0.09913317279531596,0.24511604142525387,0.6870604571179018,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,2,M3,baseline,-0.04276403710467898,0.1864416534706599,0.8192144850441008,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,2,M4,baseline,-0.11838457305342769,0.1729661245577959,0.49583672389940014,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,2,M5,baseline,0.069396608142408,0.09424593305381491,0.4638545512353889,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,3,M2,baseline,-0.09936478422059024,0.2481686376141026,0.6900212608949937,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,3,M3,baseline,-0.04085109416634265,0.19136632816743068,0.8315469282493734,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,3,M4,baseline,-0.11161152875520236,0.17663386754040883,0.5294121801359271,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,3,M5,baseline,0.0686172992563841,0.09545900845746252,0.47451906147402434,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,5,M2,baseline,-0.14463109663228124,0.35953750561250614,0.6886450676491955,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,5,M3,baseline,-0.05423782999883866,0.2761159139913599,0.8448110000462632,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,5,M4,baseline,-0.1639593593350962,0.25608355244864023,0.5239829158056772,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,log,5,M5,baseline,0.10456897368725304,0.13859804292828756,0.4529574682733417,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,0,M2,baseline,0.038028994700289,0.01574745502446542,0.01820905807720302,**,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,0,M3,baseline,-0.02461477043552021,0.02227919245591331,0.2728116696551214,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,0,M4,baseline,-0.02968218772460761,0.02055744614657588,0.15299731498648234,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,0,M5,baseline,0.00565303014262925,0.01266452826937156,0.6566354962574581,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,1,M2,baseline,0.05143621614621735,0.01929509724525448,0.00942673884817362,***,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,1,M3,baseline,-0.02241833568249157,0.02857505260468417,0.43522635374550733,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,1,M4,baseline,-0.02584110225802782,0.02605016332864971,0.3244424849909955,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,1,M5,baseline,0.00692868170980461,0.01453455805748967,0.6349776236913831,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,2,M2,baseline,0.07189026001257187,0.02734477655776515,0.01040833486715273,**,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,2,M3,baseline,-0.03339498465903978,0.04043456558034281,0.4115145808437425,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,2,M4,baseline,-0.03845446490914508,0.03693281948888887,0.30117242852403875,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,2,M5,baseline,0.00942755935194032,0.02074559749927932,0.6508448232171332,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,3,M2,baseline,0.07177870870393244,0.02826725818865733,0.0132079401910288,**,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,3,M3,baseline,-0.03418156531992028,0.04161577183232963,0.4140791472179606,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,3,M4,baseline,-0.03896532996710527,0.03783185370102018,0.30638306743423616,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,3,M5,baseline,0.00918372538649242,0.02108023242828128,0.6643546611797427,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,5,M2,baseline,0.1062554659117284,0.04058840010116441,0.01072421530656923,**,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,5,M3,baseline,-0.04744090742413781,0.0599213490109221,0.4310547293191352,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,5,M4,baseline,-0.05551773744838145,0.05456947234447653,0.3122888234780156,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_none,Toilet: none,amenities_water_toilet,raw,5,M5,baseline,0.01460449873284538,0.03041899423192018,0.6325645264165987,NA,0.2191812354565218,0.23445355361507,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,0,M2,baseline,0.11693450149406635,0.13457903488664658,0.38771621438975834,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,0,M3,baseline,0.09429738948918388,0.1430268750024854,0.5117507128369945,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,0,M4,baseline,0.15479793992283708,0.11895406738175318,0.19718421119422236,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,0,M5,baseline,0.0211143384971191,0.08721532032107066,0.8093767103406353,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,1,M2,baseline,0.08570248678824655,0.1736493059375372,0.623094302526827,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,1,M3,baseline,0.05774446281132642,0.17603929377873245,0.7438226199960107,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,1,M4,baseline,0.09590003679888112,0.15199124698045355,0.530012234942624,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,1,M5,baseline,-0.01990089642229112,0.1058938873141172,0.8514440006107795,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,2,M2,baseline,0.1295777982998949,0.2457585168103047,0.5995926332261801,NA,0.2699072472938189,0.15135842937112992,150,75
census,amen_toilet_ordinary,Toilet: ordinary,amenities_water_toilet,lin,2,M3,baseline,0.09105458958689036,0.24983565917098968,0.7165554910233763,NA,0.2699072472938189,0.15135842937112992,150,75
