"dist","district","district_population_2011","year","total_migrants"
53,"Rolpa",224506,2016,7443
53,"Rolpa",224506,2017,7922
53,"Rolpa",224506,2018,7127
53,"Rolpa",224506,2019,6838
53,"Rolpa",224506,2020,2118
53,"Rolpa",224506,2021,5101
53,"Rolpa",224506,2022,9161
53,"Rolpa",224506,2023,8666
53,"Rolpa",224506,2024,4253
54,"Rukum",208567,2009,528
54,"Rukum",208567,2010,1942
54,"Rukum",208567,2011,2277
54,"Rukum",208567,2012,3770
54,"Rukum",208567,2013,4243
54,"Rukum",208567,2014,5491
54,"Rukum",208567,2015,4571
54,"Rukum",208567,2016,4285
54,"Rukum",208567,2017,4617
54,"Rukum",208567,2018,3506
54,"Rukum",208567,2019,3378
54,"Rukum",208567,2020,1069
54,"Rukum",208567,2021,2322
54,"Rukum",208567,2022,5860
54,"Rukum",208567,2023,5042
54,"Rukum",208567,2024,2168
49,"Rupandehi",880196,2009,1456
49,"Rupandehi",880196,2010,5331
49,"Rupandehi",880196,2011,7984
49,"Rupandehi",880196,2012,17081
49,"Rupandehi",880196,2013,18442
49,"Rupandehi",880196,2014,22703
49,"Rupandehi",880196,2015,20244
49,"Rupandehi",880196,2016,18945
49,"Rupandehi",880196,2017,18752
49,"Rupandehi",880196,2018,16566
49,"Rupandehi",880196,2019,15255
49,"Rupandehi",880196,2020,5268
49,"Rupandehi",880196,2021,11628
49,"Rupandehi",880196,2022,22596
49,"Rupandehi",880196,2023,21561
49,"Rupandehi",880196,2024,10689
55,"Salyan",242444,2009,947
55,"Salyan",242444,2010,3717
55,"Salyan",242444,2011,3633
55,"Salyan",242444,2012,5729
55,"Salyan",242444,2013,6068
55,"Salyan",242444,2014,7821
55,"Salyan",242444,2015,5941
55,"Salyan",242444,2016,6213
55,"Salyan",242444,2017,6216
55,"Salyan",242444,2018,4718
55,"Salyan",242444,2019,4697
55,"Salyan",242444,2020,1630
55,"Salyan",242444,2021,3612
55,"Salyan",242444,2022,8579
55,"Salyan",242444,2023,7592
55,"Salyan",242444,2024,3345
9,"Sankhuwasabha",158742,2009,1041
9,"Sankhuwasabha",158742,2010,2919
9,"Sankhuwasabha",158742,2011,2848
9,"Sankhuwasabha",158742,2012,4747
9,"Sankhuwasabha",158742,2013,5240
9,"Sankhuwasabha",158742,2014,5882
9,"Sankhuwasabha",158742,2015,4624
9,"Sankhuwasabha",158742,2016,4722
9,"Sankhuwasabha",158742,2017,4801
9,"Sankhuwasabha",158742,2018,4380
9,"Sankhuwasabha",158742,2019,4273
9,"Sankhuwasabha",158742,2020,1202
9,"Sankhuwasabha",158742,2021,2351
9,"Sankhuwasabha",158742,2022,5525
9,"Sankhuwasabha",158742,2023,5383
9,"Sankhuwasabha",158742,2024,2272
15,"Saptari",639284,2009,2492
15,"Saptari",639284,2010,8610
15,"Saptari",639284,2011,7892
15,"Saptari",639284,2012,13621
15,"Saptari",639284,2013,15929
15,"Saptari",639284,2014,19244
15,"Saptari",639284,2015,17499
15,"Saptari",639284,2016,18322
15,"Saptari",639284,2017,19348
15,"Saptari",639284,2018,15333
15,"Saptari",639284,2019,14053
15,"Saptari",639284,2020,4649
15,"Saptari",639284,2021,11071
15,"Saptari",639284,2022,20902
15,"Saptari",639284,2023,17941
15,"Saptari",639284,2024,10582
19,"Sarlahi",769729,2009,1644
19,"Sarlahi",769729,2010,6517
19,"Sarlahi",769729,2011,5926
19,"Sarlahi",769729,2012,11269
19,"Sarlahi",769729,2013,14761
19,"Sarlahi",769729,2014,19328
19,"Sarlahi",769729,2015,16771
19,"Sarlahi",769729,2016,17928
19,"Sarlahi",769729,2017,20330
19,"Sarlahi",769729,2018,15418
19,"Sarlahi",769729,2019,14298
19,"Sarlahi",769729,2020,4465
19,"Sarlahi",769729,2021,12402
19,"Sarlahi",769729,2022,23577
19,"Sarlahi",769729,2023,19700
19,"Sarlahi",769729,2024,10547
20,"Sindhuli",296192,2009,1222
20,"Sindhuli",296192,2010,3699
20,"Sindhuli",296192,2011,4357
20,"Sindhuli",296192,2012,7752
20,"Sindhuli",296192,2013,8362
20,"Sindhuli",296192,2014,10447
20,"Sindhuli",296192,2015,8336
20,"Sindhuli",296192,2016,7382
20,"Sindhuli",296192,2017,7376
20,"Sindhuli",296192,2018,6036
20,"Sindhuli",296192,2019,6376
20,"Sindhuli",296192,2020,1865
20,"Sindhuli",296192,2021,4493
20,"Sindhuli",296192,2022,9675
20,"Sindhuli",296192,2023,9609
20,"Sindhuli",296192,2024,4661
23,"Sindhupalchok",287798,2009,1264
23,"Sindhupalchok",287798,2010,2968
23,"Sindhupalchok",287798,2011,3612
23,"Sindhupalchok",287798,2012,9135
23,"Sindhupalchok",287798,2013,10486
23,"Sindhupalchok",287798,2014,11587
23,"Sindhupalchok",287798,2015,8959
23,"Sindhupalchok",287798,2016,8281
23,"Sindhupalchok",287798,2017,8167
23,"Sindhupalchok",287798,2018,6374
23,"Sindhupalchok",287798,2019,7885
23,"Sindhupalchok",287798,2020,2483
23,"Sindhupalchok",287798,2021,5597
23,"Sindhupalchok",287798,2022,11232
23,"Sindhupalchok",287798,2023,11068
23,"Sindhupalchok",287798,2024,5140
16,"Siraha",637328,2009,3587
16,"Siraha",637328,2010,11794
16,"Siraha",637328,2011,11278
16,"Siraha",637328,2012,23329
16,"Siraha",637328,2013,25359
16,"Siraha",637328,2014,29269
16,"Siraha",637328,2015,24857
16,"Siraha",637328,2016,25783
16,"Siraha",637328,2017,29602
16,"Siraha",637328,2018,27375
16,"Siraha",637328,2019,25596
16,"Siraha",637328,2020,7920
16,"Siraha",637328,2021,22133
16,"Siraha",637328,2022,31654
16,"Siraha",637328,2023,27625
16,"Siraha",637328,2024,14989
11,"Solukhumbu",105886,2009,325
11,"Solukhumbu",105886,2010,1067
11,"Solukhumbu",105886,2011,1208
11,"Solukhumbu",105886,2012,2502
11,"Solukhumbu",105886,2013,2707
11,"Solukhumbu",105886,2014,3123
11,"Solukhumbu",105886,2015,2736
11,"Solukhumbu",105886,2016,2384
11,"Solukhumbu",105886,2017,2476
11,"Solukhumbu",105886,2018,2092
11,"Solukhumbu",105886,2019,2007
11,"Solukhumbu",105886,2020,641
11,"Solukhumbu",105886,2021,1615
11,"Solukhumbu",105886,2022,3616
11,"Solukhumbu",105886,2023,3676
11,"Solukhumbu",105886,2024,1578
6,"Sunsari",763487,2009,2058
6,"Sunsari",763487,2010,7002
6,"Sunsari",763487,2011,8380
6,"Sunsari",763487,2012,16827
6,"Sunsari",763487,2013,18773
6,"Sunsari",763487,2014,21428
6,"Sunsari",763487,2015,19566
6,"Sunsari",763487,2016,19283
6,"Sunsari",763487,2017,19531
6,"Sunsari",763487,2018,18073
6,"Sunsari",763487,2019,16761
6,"Sunsari",763487,2020,5339
6,"Sunsari",763487,2021,13147
6,"Sunsari",763487,2022,22936
6,"Sunsari",763487,2023,20924
6,"Sunsari",763487,2024,11034
59,"Surkhet",350804,2009,345
59,"Surkhet",350804,2010,1433
59,"Surkhet",350804,2011,1508
59,"Surkhet",350804,2012,2631
59,"Surkhet",350804,2013,3940
59,"Surkhet",350804,2014,5033
59,"Surkhet",350804,2015,4118
59,"Surkhet",350804,2016,3813
59,"Surkhet",350804,2017,3959
59,"Surkhet",350804,2018,3183
59,"Surkhet",350804,2019,3415
59,"Surkhet",350804,2020,956
59,"Surkhet",350804,2021,2357
59,"Surkhet",350804,2022,5421
59,"Surkhet",350804,2023,5674
59,"Surkhet",350804,2024,2548
39,"Syangja",289148,2009,1294
39,"Syangja",289148,2010,4135
39,"Syangja",289148,2011,6186
39,"Syangja",289148,2012,14352
39,"Syangja",289148,2013,13992
39,"Syangja",289148,2014,15790
39,"Syangja",289148,2015,13721
39,"Syangja",289148,2016,13620
39,"Syangja",289148,2017,14245
39,"Syangja",289148,2018,13736
39,"Syangja",289148,2019,13386
39,"Syangja",289148,2020,4315
39,"Syangja",289148,2021,10055
39,"Syangja",289148,2022,15582
39,"Syangja",289148,2023,14465
39,"Syangja",289148,2024,6621
38,"Tanahun",323288,2009,1834
38,"Tanahun",323288,2010,5433
38,"Tanahun",323288,2011,7438
38,"Tanahun",323288,2012,14985
38,"Tanahun",323288,2013,14469
38,"Tanahun",323288,2014,16483
38,"Tanahun",323288,2015,14170
38,"Tanahun",323288,2016,13503
38,"Tanahun",323288,2017,14573
38,"Tanahun",323288,2018,13847
38,"Tanahun",323288,2019,13616
38,"Tanahun",323288,2020,4090
38,"Tanahun",323288,2021,9961
38,"Tanahun",323288,2022,16257
38,"Tanahun",323288,2023,14678
38,"Tanahun",323288,2024,7081
1,"Taplejung",127461,2009,855
1,"Taplejung",127461,2010,2339
1,"Taplejung",127461,2011,2439
1,"Taplejung",127461,2012,4235
1,"Taplejung",127461,2013,4394
1,"Taplejung",127461,2014,4949
1,"Taplejung",127461,2015,3972
1,"Taplejung",127461,2016,3831
1,"Taplejung",127461,2017,4042
1,"Taplejung",127461,2018,3871
1,"Taplejung",127461,2019,3702
1,"Taplejung",127461,2020,1073
1,"Taplejung",127461,2021,1850
1,"Taplejung",127461,2022,4317
1,"Taplejung",127461,2023,4178
1,"Taplejung",127461,2024,1846
8,"Tehrathum",101577,2009,771
8,"Tehrathum",101577,2010,1977
8,"Tehrathum",101577,2011,2366
8,"Tehrathum",101577,2012,4105
8,"Tehrathum",101577,2013,4237
8,"Tehrathum",101577,2014,4668
8,"Tehrathum",101577,2015,3866
8,"Tehrathum",101577,2016,3782
8,"Tehrathum",101577,2017,3930
8,"Tehrathum",101577,2018,3525
8,"Tehrathum",101577,2019,3301
8,"Tehrathum",101577,2020,875
8,"Tehrathum",101577,2021,1794
8,"Tehrathum",101577,2022,4013
8,"Tehrathum",101577,2023,3657
8,"Tehrathum",101577,2024,1588
14,"Udayapur",317532,2009,1507
14,"Udayapur",317532,2010,4098
14,"Udayapur",317532,2011,4491
14,"Udayapur",317532,2012,7960
14,"Udayapur",317532,2013,8971
14,"Udayapur",317532,2014,10836
14,"Udayapur",317532,2015,9073
14,"Udayapur",317532,2016,8799
14,"Udayapur",317532,2017,8934
14,"Udayapur",317532,2018,7698
14,"Udayapur",317532,2019,7781
14,"Udayapur",317532,2020,2383
14,"Udayapur",317532,2021,5118
14,"Udayapur",317532,2022,11278
14,"Udayapur",317532,2023,10699
14,"Udayapur",317532,2024,5610
