"district_rename","country","year","Gender","total_migrants"
"SINDHUPALCHOK","Cambodia",2022,"Male",2
"SINDHUPALCHOK","Cambodia",2023,"Male",1
"SINDHUPALCHOK","Canada",2011,"Female",1
"SINDHUPALCHOK","Canada",2011,"Male",1
"SINDHUPALCHOK","Canada",2012,"Female",2
"SINDHUPALCHOK","Canada",2012,"Male",1
"SINDHUPALCHOK","Canada",2013,"Male",3
"SINDHUPALCHOK","Canada",2014,"Female",1
"SINDHUPALCHOK","Canada",2014,"Male",8
"SINDHUPALCHOK","Canada",2015,"Female",1
"SINDHUPALCHOK","Canada",2015,"Male",1
"SINDHUPALCHOK","Canada",2016,"Male",1
"SINDHUPALCHOK","Canada",2017,"Male",3
"SINDHUPALCHOK","Canada",2018,"Male",1
"SINDHUPALCHOK","Canada",2019,"Female",1
"SINDHUPALCHOK","Canada",2019,"Male",4
"SINDHUPALCHOK","Canada",2020,"Female",1
"SINDHUPALCHOK","Canada",2020,"Male",3
"SINDHUPALCHOK","Canada",2021,"Female",2
"SINDHUPALCHOK","Canada",2021,"Male",1
"SINDHUPALCHOK","Canada",2022,"Male",7
"SINDHUPALCHOK","Canada",2023,"Male",9
"SINDHUPALCHOK","Canada",2024,"Female",2
"SINDHUPALCHOK","Canada",2024,"Male",5
"SINDHUPALCHOK","Cayman Islands",2015,"Female",1
"SINDHUPALCHOK","Cayman Islands",2016,"Female",1
"SINDHUPALCHOK","Cayman Islands",2017,"Female",3
"SINDHUPALCHOK","Cayman Islands",2017,"Male",4
"SINDHUPALCHOK","Cayman Islands",2018,"Female",1
"SINDHUPALCHOK","Cayman Islands",2019,"Male",3
"SINDHUPALCHOK","Cayman Islands",2021,"Female",1
"SINDHUPALCHOK","Cayman Islands",2022,"Female",7
"SINDHUPALCHOK","Cayman Islands",2022,"Male",7
"SINDHUPALCHOK","Cayman Islands",2023,"Female",3
"SINDHUPALCHOK","Cayman Islands",2023,"Male",9
"SINDHUPALCHOK","Cayman Islands",2024,"Female",5
"SINDHUPALCHOK","Cayman Islands",2024,"Male",1
"SINDHUPALCHOK","Chile",2016,"Male",1
"SINDHUPALCHOK","Chile",2017,"Female",1
"SINDHUPALCHOK","China",2012,"Male",1
"SINDHUPALCHOK","China",2013,"Male",4
"SINDHUPALCHOK","China",2014,"Male",1
"SINDHUPALCHOK","China",2015,"Male",1
"SINDHUPALCHOK","China",2016,"Female",2
"SINDHUPALCHOK","China",2016,"Male",4
"SINDHUPALCHOK","China",2017,"Female",1
"SINDHUPALCHOK","China",2017,"Male",15
"SINDHUPALCHOK","China",2018,"Female",2
"SINDHUPALCHOK","China",2018,"Male",11
"SINDHUPALCHOK","China",2019,"Female",5
"SINDHUPALCHOK","China",2019,"Male",10
"SINDHUPALCHOK","China",2020,"Female",1
"SINDHUPALCHOK","China",2020,"Male",3
"SINDHUPALCHOK","China",2022,"Male",1
"SINDHUPALCHOK","China",2023,"Female",2
"SINDHUPALCHOK","China",2023,"Male",6
"SINDHUPALCHOK","China",2024,"Female",1
"SINDHUPALCHOK","China",2024,"Male",2
"SINDHUPALCHOK","Colombia",2023,"Male",1
"SINDHUPALCHOK","Comoros",2017,"Male",4
"SINDHUPALCHOK","Comoros",2021,"Male",2
"SINDHUPALCHOK","Congo - Brazzaville",2012,"Female",2
"SINDHUPALCHOK","Congo - Brazzaville",2012,"Male",1
"SINDHUPALCHOK","Congo - Brazzaville",2013,"Male",2
"SINDHUPALCHOK","Congo - Brazzaville",2015,"Male",2
"SINDHUPALCHOK","Congo - Brazzaville",2016,"Male",1
"SINDHUPALCHOK","Congo - Brazzaville",2019,"Male",1
"SINDHUPALCHOK","Croatia",2019,"Female",2
"SINDHUPALCHOK","Croatia",2019,"Male",13
"SINDHUPALCHOK","Croatia",2020,"Male",24
"SINDHUPALCHOK","Croatia",2021,"Female",23
"SINDHUPALCHOK","Croatia",2021,"Male",68
"SINDHUPALCHOK","Croatia",2022,"Female",94
"SINDHUPALCHOK","Croatia",2022,"Male",173
"SINDHUPALCHOK","Croatia",2023,"Female",144
"SINDHUPALCHOK","Croatia",2023,"Male",229
"SINDHUPALCHOK","Croatia",2024,"Female",68
"SINDHUPALCHOK","Croatia",2024,"Male",141
"SINDHUPALCHOK","Cyprus",2011,"Female",1
"SINDHUPALCHOK","Cyprus",2011,"Male",2
"SINDHUPALCHOK","Cyprus",2012,"Female",37
"SINDHUPALCHOK","Cyprus",2012,"Male",2
"SINDHUPALCHOK","Cyprus",2013,"Female",168
"SINDHUPALCHOK","Cyprus",2013,"Male",14
"SINDHUPALCHOK","Cyprus",2014,"Female",181
"SINDHUPALCHOK","Cyprus",2014,"Male",7
"SINDHUPALCHOK","Cyprus",2015,"Female",176
"SINDHUPALCHOK","Cyprus",2015,"Male",5
"SINDHUPALCHOK","Cyprus",2016,"Female",163
"SINDHUPALCHOK","Cyprus",2016,"Male",7
"SINDHUPALCHOK","Cyprus",2017,"Female",164
"SINDHUPALCHOK","Cyprus",2017,"Male",9
"SINDHUPALCHOK","Cyprus",2018,"Female",192
"SINDHUPALCHOK","Cyprus",2018,"Male",9
"SINDHUPALCHOK","Cyprus",2019,"Female",238
"SINDHUPALCHOK","Cyprus",2019,"Male",9
"SINDHUPALCHOK","Cyprus",2020,"Female",77
"SINDHUPALCHOK","Cyprus",2020,"Male",4
"SINDHUPALCHOK","Cyprus",2021,"Female",218
"SINDHUPALCHOK","Cyprus",2021,"Male",6
"SINDHUPALCHOK","Cyprus",2022,"Female",315
"SINDHUPALCHOK","Cyprus",2022,"Male",24
"SINDHUPALCHOK","Cyprus",2023,"Female",346
"SINDHUPALCHOK","Cyprus",2023,"Male",64
"SINDHUPALCHOK","Cyprus",2024,"Female",172
"SINDHUPALCHOK","Cyprus",2024,"Male",48
"SINDHUPALCHOK","Czechia",2016,"Male",1
"SINDHUPALCHOK","Czechia",2017,"Female",1
"SINDHUPALCHOK","Czechia",2017,"Male",4
"SINDHUPALCHOK","Czechia",2018,"Male",9
"SINDHUPALCHOK","Czechia",2019,"Male",3
"SINDHUPALCHOK","Czechia",2020,"Male",2
"SINDHUPALCHOK","Czechia",2021,"Male",3
"SINDHUPALCHOK","Czechia",2022,"Male",3
"SINDHUPALCHOK","Czechia",2023,"Male",4
"SINDHUPALCHOK","Denmark",2012,"Male",1
"SINDHUPALCHOK","Denmark",2013,"Female",2
"SINDHUPALCHOK","Denmark",2014,"Female",1
"SINDHUPALCHOK","Denmark",2015,"Female",1
"SINDHUPALCHOK","Denmark",2016,"Female",1
"SINDHUPALCHOK","Denmark",2016,"Male",1
"SINDHUPALCHOK","Denmark",2017,"Female",2
"SINDHUPALCHOK","Denmark",2017,"Male",1
"SINDHUPALCHOK","Denmark",2018,"Female",1
"SINDHUPALCHOK","Denmark",2019,"Male",1
"SINDHUPALCHOK","Denmark",2020,"Male",1
"SINDHUPALCHOK","Denmark",2022,"Male",1
"SINDHUPALCHOK","Denmark",2024,"Female",1
"SINDHUPALCHOK","Denmark",2024,"Male",3
"SINDHUPALCHOK","Egypt",2011,"Female",3
"SINDHUPALCHOK","Egypt",2011,"Male",2
"SINDHUPALCHOK","Egypt",2012,"Female",8
"SINDHUPALCHOK","Egypt",2012,"Male",3
"SINDHUPALCHOK","Egypt",2013,"Female",16
"SINDHUPALCHOK","Egypt",2013,"Male",9
"SINDHUPALCHOK","Egypt",2014,"Female",15
"SINDHUPALCHOK","Egypt",2014,"Male",3
"SINDHUPALCHOK","Egypt",2015,"Female",17
"SINDHUPALCHOK","Egypt",2015,"Male",3
"SINDHUPALCHOK","Egypt",2016,"Female",27
"SINDHUPALCHOK","Egypt",2016,"Male",13
"SINDHUPALCHOK","Egypt",2017,"Female",14
"SINDHUPALCHOK","Egypt",2017,"Male",2
"SINDHUPALCHOK","Egypt",2018,"Female",5
"SINDHUPALCHOK","Egypt",2018,"Male",2
"SINDHUPALCHOK","Egypt",2019,"Female",2
"SINDHUPALCHOK","Egypt",2020,"Female",1
"SINDHUPALCHOK","Egypt",2020,"Male",2
"SINDHUPALCHOK","Egypt",2021,"Female",1
"SINDHUPALCHOK","Egypt",2021,"Male",1
"SINDHUPALCHOK","Egypt",2022,"Female",1
"SINDHUPALCHOK","Egypt",2022,"Male",4
"SINDHUPALCHOK","Egypt",2023,"Male",4
"SINDHUPALCHOK","Egypt",2024,"Female",3
"SINDHUPALCHOK","Egypt",2024,"Male",1
"SINDHUPALCHOK","Finland",2012,"Male",1
"SINDHUPALCHOK","Finland",2013,"Female",1
"SINDHUPALCHOK","Finland",2015,"Female",1
"SINDHUPALCHOK","Finland",2019,"Female",1
"SINDHUPALCHOK","Finland",2022,"Male",1
"SINDHUPALCHOK","France",2017,"Male",2
"SINDHUPALCHOK","France",2019,"Male",4
"SINDHUPALCHOK","France",2020,"Male",1
"SINDHUPALCHOK","France",2021,"Female",1
"SINDHUPALCHOK","France",2021,"Male",4
"SINDHUPALCHOK","France",2022,"Male",3
"SINDHUPALCHOK","France",2023,"Male",3
"SINDHUPALCHOK","France",2024,"Male",5
"SINDHUPALCHOK","Germany",2012,"Female",7
"SINDHUPALCHOK","Germany",2013,"Female",9
"SINDHUPALCHOK","Germany",2013,"Male",3
"SINDHUPALCHOK","Germany",2014,"Female",20
"SINDHUPALCHOK","Germany",2014,"Male",5
"SINDHUPALCHOK","Germany",2015,"Female",16
"SINDHUPALCHOK","Germany",2015,"Male",2
"SINDHUPALCHOK","Germany",2016,"Female",21
"SINDHUPALCHOK","Germany",2017,"Female",17
"SINDHUPALCHOK","Germany",2017,"Male",1
"SINDHUPALCHOK","Germany",2018,"Female",12
"SINDHUPALCHOK","Germany",2019,"Female",1
"SINDHUPALCHOK","Germany",2019,"Male",1
"SINDHUPALCHOK","Germany",2021,"Male",1
"SINDHUPALCHOK","Germany",2022,"Female",1
"SINDHUPALCHOK","Germany",2022,"Male",1
"SINDHUPALCHOK","Germany",2023,"Female",2
"SINDHUPALCHOK","Germany",2023,"Male",5
"SINDHUPALCHOK","Germany",2024,"Female",2
"SINDHUPALCHOK","Germany",2024,"Male",1
"SINDHUPALCHOK","Greece",2014,"Male",1
"SINDHUPALCHOK","Greece",2019,"Male",1
"SINDHUPALCHOK","Greece",2023,"Female",1
"SINDHUPALCHOK","Greece",2024,"Female",2
"SINDHUPALCHOK","Greece",2024,"Male",6
"SINDHUPALCHOK","Hong Kong SAR China",2010,"Female",1
"SINDHUPALCHOK","Hong Kong SAR China",2012,"Male",1
"SINDHUPALCHOK","Hong Kong SAR China",2013,"Male",7
"SINDHUPALCHOK","Hong Kong SAR China",2014,"Female",1
"SINDHUPALCHOK","Hong Kong SAR China",2014,"Male",2
"SINDHUPALCHOK","Hong Kong SAR China",2015,"Female",2
"SINDHUPALCHOK","Hong Kong SAR China",2015,"Male",4
"SINDHUPALCHOK","Hong Kong SAR China",2017,"Male",3
"SINDHUPALCHOK","Hong Kong SAR China",2018,"Female",1
"SINDHUPALCHOK","Hong Kong SAR China",2019,"Female",1
"SINDHUPALCHOK","Hong Kong SAR China",2019,"Male",1
"SINDHUPALCHOK","Hong Kong SAR China",2022,"Male",2
"SINDHUPALCHOK","Hong Kong SAR China",2023,"Female",1
"SINDHUPALCHOK","Hong Kong SAR China",2024,"Male",2
"SINDHUPALCHOK","Hungary",2013,"Male",1
"SINDHUPALCHOK","Hungary",2015,"Male",1
"SINDHUPALCHOK","Hungary",2022,"Female",1
"SINDHUPALCHOK","Hungary",2023,"Male",9
"SINDHUPALCHOK","Hungary",2024,"Male",1
"SINDHUPALCHOK","Iceland",2011,"Female",1
"SINDHUPALCHOK","Iceland",2013,"Male",1
"SINDHUPALCHOK","Iceland",2015,"Male",1
"SINDHUPALCHOK","Iceland",2017,"Male",1
"SINDHUPALCHOK","Iceland",2019,"Male",1
"SINDHUPALCHOK","Iceland",2022,"Male",1
"SINDHUPALCHOK","Iceland",2024,"Male",1
"SINDHUPALCHOK","Indonesia",2017,"Male",1
"SINDHUPALCHOK","Iran",2019,"Male",1
"SINDHUPALCHOK","Ireland",2021,"Male",2
"SINDHUPALCHOK","Ireland",2022,"Female",1
"SINDHUPALCHOK","Ireland",2022,"Male",2
"SINDHUPALCHOK","Ireland",2023,"Female",1
"SINDHUPALCHOK","Ireland",2023,"Male",1
"SINDHUPALCHOK","Israel",2010,"Male",9
"SINDHUPALCHOK","Israel",2011,"Female",13
"SINDHUPALCHOK","Israel",2011,"Male",5
"SINDHUPALCHOK","Israel",2012,"Female",89
"SINDHUPALCHOK","Israel",2012,"Male",32
"SINDHUPALCHOK","Israel",2013,"-",1
"SINDHUPALCHOK","Israel",2013,"Female",70
"SINDHUPALCHOK","Israel",2013,"Male",27
"SINDHUPALCHOK","Israel",2014,"Female",65
"SINDHUPALCHOK","Israel",2014,"Male",26
"SINDHUPALCHOK","Israel",2015,"Female",68
"SINDHUPALCHOK","Israel",2015,"Male",27
"SINDHUPALCHOK","Israel",2016,"Female",52
"SINDHUPALCHOK","Israel",2016,"Male",21
"SINDHUPALCHOK","Israel",2017,"Female",47
"SINDHUPALCHOK","Israel",2017,"Male",10
"SINDHUPALCHOK","Israel",2018,"Female",33
"SINDHUPALCHOK","Israel",2018,"Male",10
"SINDHUPALCHOK","Israel",2019,"Female",28
"SINDHUPALCHOK","Israel",2019,"Male",6
"SINDHUPALCHOK","Israel",2020,"Female",5
"SINDHUPALCHOK","Israel",2020,"Male",4
"SINDHUPALCHOK","Israel",2021,"Female",3
"SINDHUPALCHOK","Israel",2021,"Male",2
"SINDHUPALCHOK","Israel",2022,"Female",42
"SINDHUPALCHOK","Israel",2022,"Male",12
"SINDHUPALCHOK","Israel",2023,"Female",23
"SINDHUPALCHOK","Israel",2023,"Male",4
"SINDHUPALCHOK","Israel",2024,"Female",15
"SINDHUPALCHOK","Israel",2024,"Male",8
"SINDHUPALCHOK","Italy",2011,"Female",1
"SINDHUPALCHOK","Italy",2013,"Female",1
"SINDHUPALCHOK","Italy",2013,"Male",3
"SINDHUPALCHOK","Italy",2015,"Female",2
"SINDHUPALCHOK","Italy",2015,"Male",1
"SINDHUPALCHOK","Italy",2016,"Female",1
"SINDHUPALCHOK","Italy",2018,"Female",1
"SINDHUPALCHOK","Italy",2019,"Male",1
"SINDHUPALCHOK","Italy",2022,"Male",1
"SINDHUPALCHOK","Italy",2023,"Male",1
"SINDHUPALCHOK","Italy",2024,"Male",1
"SINDHUPALCHOK","Japan",2011,"Female",1
"SINDHUPALCHOK","Japan",2011,"Male",9
"SINDHUPALCHOK","Japan",2012,"Female",7
"SINDHUPALCHOK","Japan",2012,"Male",20
"SINDHUPALCHOK","Japan",2013,"Female",6
"SINDHUPALCHOK","Japan",2013,"Male",13
"SINDHUPALCHOK","Japan",2014,"Female",5
"SINDHUPALCHOK","Japan",2014,"Male",20
"SINDHUPALCHOK","Japan",2015,"Female",2
"SINDHUPALCHOK","Japan",2015,"Male",38
"SINDHUPALCHOK","Japan",2016,"Female",5
"SINDHUPALCHOK","Japan",2016,"Male",38
"SINDHUPALCHOK","Japan",2017,"Female",4
"SINDHUPALCHOK","Japan",2017,"Male",26
"SINDHUPALCHOK","Japan",2018,"Female",2
"SINDHUPALCHOK","Japan",2018,"Male",30
"SINDHUPALCHOK","Japan",2019,"Female",5
"SINDHUPALCHOK","Japan",2019,"Male",47
"SINDHUPALCHOK","Japan",2020,"Female",7
"SINDHUPALCHOK","Japan",2020,"Male",22
"SINDHUPALCHOK","Japan",2021,"Male",19
"SINDHUPALCHOK","Japan",2022,"Female",43
"SINDHUPALCHOK","Japan",2022,"Male",89
"SINDHUPALCHOK","Japan",2023,"Female",84
"SINDHUPALCHOK","Japan",2023,"Male",166
"SINDHUPALCHOK","Japan",2024,"Female",49
"SINDHUPALCHOK","Japan",2024,"Male",83
"SINDHUPALCHOK","Jordan",2010,"Male",3
"SINDHUPALCHOK","Jordan",2011,"Female",1
"SINDHUPALCHOK","Jordan",2011,"Male",3
"SINDHUPALCHOK","Jordan",2012,"Female",12
"SINDHUPALCHOK","Jordan",2012,"Male",6
"SINDHUPALCHOK","Jordan",2013,"Female",39
"SINDHUPALCHOK","Jordan",2013,"Male",33
"SINDHUPALCHOK","Jordan",2014,"Female",34
"SINDHUPALCHOK","Jordan",2014,"Male",1
"SINDHUPALCHOK","Jordan",2015,"Female",49
"SINDHUPALCHOK","Jordan",2015,"Male",7
"SINDHUPALCHOK","Jordan",2016,"Female",112
"SINDHUPALCHOK","Jordan",2016,"Male",18
"SINDHUPALCHOK","Jordan",2017,"Female",217
"SINDHUPALCHOK","Jordan",2017,"Male",26
"SINDHUPALCHOK","Jordan",2018,"Female",111
"SINDHUPALCHOK","Jordan",2018,"Male",5
"SINDHUPALCHOK","Jordan",2019,"Female",408
"SINDHUPALCHOK","Jordan",2019,"Male",4
"SINDHUPALCHOK","Jordan",2020,"Female",126
"SINDHUPALCHOK","Jordan",2020,"Male",1
"SINDHUPALCHOK","Jordan",2021,"Female",228
"SINDHUPALCHOK","Jordan",2022,"Female",139
"SINDHUPALCHOK","Jordan",2022,"Male",5
"SINDHUPALCHOK","Jordan",2023,"Female",72
"SINDHUPALCHOK","Jordan",2023,"Male",1
"SINDHUPALCHOK","Jordan",2024,"Female",83
"SINDHUPALCHOK","Kazakhstan",2014,"Male",1
"SINDHUPALCHOK","Kazakhstan",2017,"Male",1
"SINDHUPALCHOK","Kenya",2016,"Male",1
"SINDHUPALCHOK","Kosovo",2022,"Female",1
"SINDHUPALCHOK","Kosovo",2023,"Female",7
"SINDHUPALCHOK","Kuwait",2009,"Female",9
"SINDHUPALCHOK","Kuwait",2009,"Male",22
"SINDHUPALCHOK","Kuwait",2010,"Female",5
"SINDHUPALCHOK","Kuwait",2010,"Male",51
"SINDHUPALCHOK","Kuwait",2011,"Female",229
"SINDHUPALCHOK","Kuwait",2011,"Male",170
"SINDHUPALCHOK","Kuwait",2012,"-",1
"SINDHUPALCHOK","Kuwait",2012,"Female",1082
"SINDHUPALCHOK","Kuwait",2012,"Male",265
"SINDHUPALCHOK","Kuwait",2013,"Female",744
"SINDHUPALCHOK","Kuwait",2013,"Male",219
"SINDHUPALCHOK","Kuwait",2014,"Female",400
"SINDHUPALCHOK","Kuwait",2014,"Male",211
"SINDHUPALCHOK","Kuwait",2015,"Female",447
"SINDHUPALCHOK","Kuwait",2015,"Male",185
"SINDHUPALCHOK","Kuwait",2016,"Female",457
"SINDHUPALCHOK","Kuwait",2016,"Male",283
"SINDHUPALCHOK","Kuwait",2017,"Female",186
"SINDHUPALCHOK","Kuwait",2017,"Male",279
"SINDHUPALCHOK","Kuwait",2018,"Female",143
"SINDHUPALCHOK","Kuwait",2018,"Male",266
"SINDHUPALCHOK","Kuwait",2019,"Female",147
"SINDHUPALCHOK","Kuwait",2019,"Male",267
"SINDHUPALCHOK","Kuwait",2020,"Female",40
"SINDHUPALCHOK","Kuwait",2020,"Male",72
"SINDHUPALCHOK","Kuwait",2021,"Female",68
"SINDHUPALCHOK","Kuwait",2021,"Male",73
"SINDHUPALCHOK","Kuwait",2022,"Female",545
"SINDHUPALCHOK","Kuwait",2022,"Male",648
"SINDHUPALCHOK","Kuwait",2023,"Female",439
"SINDHUPALCHOK","Kuwait",2023,"Male",417
"SINDHUPALCHOK","Kuwait",2024,"Female",125
"SINDHUPALCHOK","Kuwait",2024,"Male",206
"SINDHUPALCHOK","Laos",2013,"Male",1
"SINDHUPALCHOK","Latvia",2014,"Male",1
"SINDHUPALCHOK","Lebanon",2009,"Female",149
"SINDHUPALCHOK","Lebanon",2009,"Male",89
"SINDHUPALCHOK","Lebanon",2010,"Female",140
"SINDHUPALCHOK","Lebanon",2010,"Male",19
"SINDHUPALCHOK","Lebanon",2011,"Female",10
"SINDHUPALCHOK","Lebanon",2011,"Male",2
"SINDHUPALCHOK","Lebanon",2012,"Female",66
"SINDHUPALCHOK","Lebanon",2012,"Male",26
"SINDHUPALCHOK","Lebanon",2013,"Female",170
"SINDHUPALCHOK","Lebanon",2013,"Male",35
"SINDHUPALCHOK","Lebanon",2014,"Female",257
"SINDHUPALCHOK","Lebanon",2014,"Male",61
"SINDHUPALCHOK","Lebanon",2015,"Female",93
"SINDHUPALCHOK","Lebanon",2015,"Male",16
"SINDHUPALCHOK","Lebanon",2016,"Female",55
"SINDHUPALCHOK","Lebanon",2016,"Male",30
"SINDHUPALCHOK","Lebanon",2017,"Female",32
"SINDHUPALCHOK","Lebanon",2017,"Male",3
"SINDHUPALCHOK","Lebanon",2019,"Male",2
"SINDHUPALCHOK","Lebanon",2020,"Male",1
"SINDHUPALCHOK","Lebanon",2021,"Female",2
"SINDHUPALCHOK","Lebanon",2022,"Female",5
"SINDHUPALCHOK","Lebanon",2022,"Male",1
"SINDHUPALCHOK","Lebanon",2023,"Female",2
"SINDHUPALCHOK","Lebanon",2024,"Female",1
"SINDHUPALCHOK","Libya",2009,"Male",1
"SINDHUPALCHOK","Libya",2010,"Male",3
"SINDHUPALCHOK","Lithuania",2023,"Male",4
"SINDHUPALCHOK","Lithuania",2024,"Male",1
"SINDHUPALCHOK","Luxembourg",2013,"Male",1
"SINDHUPALCHOK","Luxembourg",2018,"Male",1
"SINDHUPALCHOK","Macao SAR China",2011,"Male",2
"SINDHUPALCHOK","Macao SAR China",2012,"Male",14
"SINDHUPALCHOK","Macao SAR China",2013,"Male",5
"SINDHUPALCHOK","Macao SAR China",2014,"Female",2
"SINDHUPALCHOK","Macao SAR China",2014,"Male",9
"SINDHUPALCHOK","Macao SAR China",2015,"Female",1
"SINDHUPALCHOK","Macao SAR China",2015,"Male",19
"SINDHUPALCHOK","Macao SAR China",2016,"Female",1
"SINDHUPALCHOK","Macao SAR China",2016,"Male",19
"SINDHUPALCHOK","Macao SAR China",2017,"Female",3
"SINDHUPALCHOK","Macao SAR China",2017,"Male",26
"SINDHUPALCHOK","Macao SAR China",2018,"Female",1
"SINDHUPALCHOK","Macao SAR China",2018,"Male",28
"SINDHUPALCHOK","Macao SAR China",2019,"Female",2
"SINDHUPALCHOK","Macao SAR China",2019,"Male",25
"SINDHUPALCHOK","Macao SAR China",2020,"Female",1
"SINDHUPALCHOK","Macao SAR China",2020,"Male",8
"SINDHUPALCHOK","Macao SAR China",2023,"Female",3
"SINDHUPALCHOK","Macao SAR China",2023,"Male",40
"SINDHUPALCHOK","Macao SAR China",2024,"Male",9
"SINDHUPALCHOK","Madagascar",2016,"Male",1
"SINDHUPALCHOK","Madagascar",2017,"Male",1
"SINDHUPALCHOK","Madagascar",2022,"Male",1
"SINDHUPALCHOK","Malaysia",2009,"Female",1
"SINDHUPALCHOK","Malaysia",2009,"Male",458
"SINDHUPALCHOK","Malaysia",2010,"Female",50
"SINDHUPALCHOK","Malaysia",2010,"Male",1560
"SINDHUPALCHOK","Malaysia",2011,"Female",55
"SINDHUPALCHOK","Malaysia",2011,"Male",1143
"SINDHUPALCHOK","Malaysia",2012,"Female",248
"SINDHUPALCHOK","Malaysia",2012,"Male",2248
"SINDHUPALCHOK","Malaysia",2013,"Female",407
"SINDHUPALCHOK","Malaysia",2013,"Male",3267
"SINDHUPALCHOK","Malaysia",2014,"Female",396
"SINDHUPALCHOK","Malaysia",2014,"Male",4401
"SINDHUPALCHOK","Malaysia",2015,"Female",238
"SINDHUPALCHOK","Malaysia",2015,"Male",2030
"SINDHUPALCHOK","Malaysia",2016,"Female",86
"SINDHUPALCHOK","Malaysia",2016,"Male",1134
"SINDHUPALCHOK","Malaysia",2017,"Female",234
"SINDHUPALCHOK","Malaysia",2017,"Male",1556
"SINDHUPALCHOK","Malaysia",2018,"Female",120
"SINDHUPALCHOK","Malaysia",2018,"Male",797
"SINDHUPALCHOK","Malaysia",2019,"Female",55
"SINDHUPALCHOK","Malaysia",2019,"Male",733
"SINDHUPALCHOK","Malaysia",2020,"Female",19
"SINDHUPALCHOK","Malaysia",2020,"Male",303
"SINDHUPALCHOK","Malaysia",2021,"Male",22
"SINDHUPALCHOK","Malaysia",2022,"Female",231
"SINDHUPALCHOK","Malaysia",2022,"Male",2180
"SINDHUPALCHOK","Malaysia",2023,"Female",159
"SINDHUPALCHOK","Malaysia",2023,"Male",1895
"SINDHUPALCHOK","Malaysia",2024,"Female",57
"SINDHUPALCHOK","Malaysia",2024,"Male",642
"SINDHUPALCHOK","Maldives",2011,"Female",2
"SINDHUPALCHOK","Maldives",2011,"Male",3
"SINDHUPALCHOK","Maldives",2012,"Female",5
"SINDHUPALCHOK","Maldives",2012,"Male",4
"SINDHUPALCHOK","Maldives",2013,"Female",6
"SINDHUPALCHOK","Maldives",2013,"Male",9
"SINDHUPALCHOK","Maldives",2014,"Female",7
"SINDHUPALCHOK","Maldives",2014,"Male",6
"SINDHUPALCHOK","Maldives",2015,"Female",7
"SINDHUPALCHOK","Maldives",2015,"Male",11
"SINDHUPALCHOK","Maldives",2016,"Female",15
"SINDHUPALCHOK","Maldives",2016,"Male",7
"SINDHUPALCHOK","Maldives",2017,"Female",24
"SINDHUPALCHOK","Maldives",2017,"Male",9
"SINDHUPALCHOK","Maldives",2018,"Female",27
"SINDHUPALCHOK","Maldives",2018,"Male",22
"SINDHUPALCHOK","Maldives",2019,"Female",26
"SINDHUPALCHOK","Maldives",2019,"Male",24
"SINDHUPALCHOK","Maldives",2020,"Female",10
"SINDHUPALCHOK","Maldives",2020,"Male",8
"SINDHUPALCHOK","Maldives",2021,"Female",31
"SINDHUPALCHOK","Maldives",2021,"Male",21
"SINDHUPALCHOK","Maldives",2022,"Female",43
"SINDHUPALCHOK","Maldives",2022,"Male",48
"SINDHUPALCHOK","Maldives",2023,"Female",62
"SINDHUPALCHOK","Maldives",2023,"Male",53
"SINDHUPALCHOK","Maldives",2024,"Female",35
"SINDHUPALCHOK","Maldives",2024,"Male",23
"SINDHUPALCHOK","Mali",2021,"Male",1
"SINDHUPALCHOK","Mali",2023,"Male",1
"SINDHUPALCHOK","Malta",2017,"Female",5
"SINDHUPALCHOK","Malta",2017,"Male",2
"SINDHUPALCHOK","Malta",2018,"Female",28
"SINDHUPALCHOK","Malta",2018,"Male",12
"SINDHUPALCHOK","Malta",2019,"Female",46
"SINDHUPALCHOK","Malta",2019,"Male",19
"SINDHUPALCHOK","Malta",2020,"Female",10
"SINDHUPALCHOK","Malta",2020,"Male",11
"SINDHUPALCHOK","Malta",2021,"Female",8
"SINDHUPALCHOK","Malta",2021,"Male",18
"SINDHUPALCHOK","Malta",2022,"Female",61
"SINDHUPALCHOK","Malta",2022,"Male",69
"SINDHUPALCHOK","Malta",2023,"Female",59
"SINDHUPALCHOK","Malta",2023,"Male",83
"SINDHUPALCHOK","Malta",2024,"Female",13
"SINDHUPALCHOK","Malta",2024,"Male",27
"SINDHUPALCHOK","Mauritius",2010,"Female",1
"SINDHUPALCHOK","Mauritius",2012,"Male",1
"SINDHUPALCHOK","Mauritius",2013,"Male",4
"SINDHUPALCHOK","Mauritius",2014,"Male",1
"SINDHUPALCHOK","Mauritius",2015,"Male",2
"SINDHUPALCHOK","Mauritius",2016,"Male",1
"SINDHUPALCHOK","Mauritius",2018,"Male",3
"SINDHUPALCHOK","Mauritius",2022,"Male",2
"SINDHUPALCHOK","Mauritius",2023,"Male",16
"SINDHUPALCHOK","Mauritius",2024,"Female",1
"SINDHUPALCHOK","Mauritius",2024,"Male",23
"SINDHUPALCHOK","Mexico",2019,"Male",1
"SINDHUPALCHOK","Mexico",2022,"Female",1
"SINDHUPALCHOK","Mexico",2023,"Male",4
"SINDHUPALCHOK","Morocco",2018,"Male",1
"SINDHUPALCHOK","Morocco",2021,"Male",1
"SINDHUPALCHOK","Morocco",2023,"Male",1
"SINDHUPALCHOK","Mozambique",2019,"Female",1
"SINDHUPALCHOK","Mozambique",2020,"Female",1
"SINDHUPALCHOK","Netherlands",2017,"Male",1
