"district_rename","country","year","Gender","total_migrants"
"ACHHAM","Afghanistan",2012,"Male",1
"ACHHAM","Afghanistan",2017,"Male",1
"ACHHAM","Afghanistan",2019,"Male",1
"ACHHAM","Albania",2023,"Female",1
"ACHHAM","Albania",2023,"Male",6
"ACHHAM","Albania",2024,"Male",2
"ACHHAM","Australia",2012,"Male",1
"ACHHAM","Australia",2022,"Male",1
"ACHHAM","Australia",2023,"Male",2
"ACHHAM","Azerbaijan",2024,"Male",1
"ACHHAM","Bahrain",2011,"Male",2
"ACHHAM","Bahrain",2012,"Male",7
"ACHHAM","Bahrain",2013,"Male",2
"ACHHAM","Bahrain",2014,"Male",6
"ACHHAM","Bahrain",2015,"Female",1
"ACHHAM","Bahrain",2015,"Male",6
"ACHHAM","Bahrain",2016,"Male",12
"ACHHAM","Bahrain",2017,"Male",15
"ACHHAM","Bahrain",2018,"Male",3
"ACHHAM","Bahrain",2019,"Male",11
"ACHHAM","Bahrain",2021,"Male",5
"ACHHAM","Bahrain",2022,"Male",4
"ACHHAM","Bahrain",2023,"Female",2
"ACHHAM","Bahrain",2023,"Male",16
"ACHHAM","Bahrain",2024,"Female",2
"ACHHAM","Bahrain",2024,"Male",31
"ACHHAM","Bosnia & Herzegovina",2023,"Male",5
"ACHHAM","Bosnia & Herzegovina",2024,"Male",1
"ACHHAM","Brunei",2023,"Male",1
"ACHHAM","Brunei",2024,"Male",3
"ACHHAM","Bulgaria",2023,"Male",8
"ACHHAM","Bulgaria",2024,"Female",3
"ACHHAM","Bulgaria",2024,"Male",16
"ACHHAM","Canada",2018,"Male",1
"ACHHAM","Canada",2022,"Male",1
"ACHHAM","Canada",2023,"Male",2
"ACHHAM","Canada",2024,"Female",1
"ACHHAM","Canada",2024,"Male",1
"ACHHAM","Cayman Islands",2023,"Male",2
"ACHHAM","Cayman Islands",2024,"Male",1
"ACHHAM","China",2019,"Male",1
"ACHHAM","Croatia",2020,"Male",2
"ACHHAM","Croatia",2021,"Male",4
"ACHHAM","Croatia",2022,"Female",1
"ACHHAM","Croatia",2022,"Male",33
"ACHHAM","Croatia",2023,"Female",16
"ACHHAM","Croatia",2023,"Male",94
"ACHHAM","Croatia",2024,"Female",15
"ACHHAM","Croatia",2024,"Male",85
"ACHHAM","Cyprus",2013,"Female",2
"ACHHAM","Cyprus",2015,"Female",2
"ACHHAM","Cyprus",2016,"Female",1
"ACHHAM","Cyprus",2016,"Male",1
"ACHHAM","Cyprus",2017,"Female",2
"ACHHAM","Cyprus",2018,"Male",2
"ACHHAM","Cyprus",2020,"Female",1
"ACHHAM","Cyprus",2020,"Male",1
"ACHHAM","Cyprus",2021,"Male",5
"ACHHAM","Cyprus",2022,"Female",7
"ACHHAM","Cyprus",2022,"Male",1
"ACHHAM","Cyprus",2023,"Female",7
"ACHHAM","Cyprus",2023,"Male",5
"ACHHAM","Cyprus",2024,"Female",9
"ACHHAM","Cyprus",2024,"Male",24
"ACHHAM","Czechia",2013,"Male",1
"ACHHAM","Czechia",2016,"Male",1
"ACHHAM","Czechia",2018,"Male",2
"ACHHAM","Czechia",2023,"Male",1
"ACHHAM","Czechia",2024,"Male",1
"ACHHAM","Denmark",2017,"Male",1
"ACHHAM","Dominican Republic",2022,"Male",1
"ACHHAM","Egypt",2023,"Male",2
"ACHHAM","Egypt",2024,"Male",1
"ACHHAM","Finland",2022,"Female",1
"ACHHAM","Finland",2023,"Male",1
"ACHHAM","Germany",2019,"Male",1
"ACHHAM","Hungary",2022,"Male",1
"ACHHAM","Ireland",2019,"Male",1
"ACHHAM","Ireland",2024,"Male",1
"ACHHAM","Israel",2012,"Female",1
"ACHHAM","Israel",2016,"Male",1
"ACHHAM","Israel",2022,"Male",1
"ACHHAM","Italy",2016,"Male",1
"ACHHAM","Italy",2024,"Male",1
"ACHHAM","Japan",2015,"Male",2
"ACHHAM","Japan",2016,"Male",1
"ACHHAM","Japan",2017,"Male",1
"ACHHAM","Japan",2022,"Female",1
"ACHHAM","Japan",2022,"Male",17
"ACHHAM","Japan",2023,"Female",5
"ACHHAM","Japan",2023,"Male",34
"ACHHAM","Japan",2024,"Female",5
"ACHHAM","Japan",2024,"Male",19
"ACHHAM","Jordan",2012,"Male",1
"ACHHAM","Jordan",2013,"Male",1
"ACHHAM","Jordan",2015,"Female",1
"ACHHAM","Jordan",2016,"Female",1
"ACHHAM","Jordan",2016,"Male",1
"ACHHAM","Jordan",2017,"Female",4
"ACHHAM","Jordan",2017,"Male",1
"ACHHAM","Jordan",2021,"Male",1
"ACHHAM","Jordan",2022,"Female",1
"ACHHAM","Jordan",2024,"Female",2
"ACHHAM","Kuwait",2010,"Male",2
"ACHHAM","Kuwait",2011,"Male",12
"ACHHAM","Kuwait",2012,"Female",1
"ACHHAM","Kuwait",2012,"Male",14
"ACHHAM","Kuwait",2013,"Female",8
"ACHHAM","Kuwait",2013,"Male",12
"ACHHAM","Kuwait",2014,"Female",3
"ACHHAM","Kuwait",2014,"Male",14
"ACHHAM","Kuwait",2015,"Female",11
"ACHHAM","Kuwait",2015,"Male",36
"ACHHAM","Kuwait",2016,"Female",6
"ACHHAM","Kuwait",2016,"Male",30
"ACHHAM","Kuwait",2017,"Male",28
"ACHHAM","Kuwait",2018,"Female",1
"ACHHAM","Kuwait",2018,"Male",18
"ACHHAM","Kuwait",2019,"Male",16
"ACHHAM","Kuwait",2020,"Male",3
"ACHHAM","Kuwait",2021,"Male",1
"ACHHAM","Kuwait",2022,"Female",12
"ACHHAM","Kuwait",2022,"Male",134
"ACHHAM","Kuwait",2023,"Female",35
"ACHHAM","Kuwait",2023,"Male",117
"ACHHAM","Kuwait",2024,"Female",20
"ACHHAM","Kuwait",2024,"Male",80
"ACHHAM","Lebanon",2013,"Female",1
"ACHHAM","Lebanon",2014,"Male",1
"ACHHAM","Lebanon",2015,"Female",4
"ACHHAM","Libya",2010,"Male",2
"ACHHAM","Lithuania",2023,"Male",2
"ACHHAM","Macao SAR China",2011,"Male",2
"ACHHAM","Macao SAR China",2012,"Male",2
"ACHHAM","Macao SAR China",2013,"Male",3
"ACHHAM","Macao SAR China",2014,"Male",1
"ACHHAM","Macao SAR China",2015,"Male",5
"ACHHAM","Macao SAR China",2016,"Male",4
"ACHHAM","Macao SAR China",2017,"Male",3
"ACHHAM","Macao SAR China",2018,"Male",3
"ACHHAM","Macao SAR China",2019,"Male",1
"ACHHAM","Macao SAR China",2023,"Female",3
"ACHHAM","Macao SAR China",2023,"Male",38
"ACHHAM","Macao SAR China",2024,"Male",12
"ACHHAM","Malaysia",2009,"Male",8
"ACHHAM","Malaysia",2010,"Male",131
"ACHHAM","Malaysia",2011,"Female",2
"ACHHAM","Malaysia",2011,"Male",159
"ACHHAM","Malaysia",2012,"Female",1
"ACHHAM","Malaysia",2012,"Male",236
"ACHHAM","Malaysia",2013,"Female",2
"ACHHAM","Malaysia",2013,"Male",443
"ACHHAM","Malaysia",2014,"Female",6
"ACHHAM","Malaysia",2014,"Male",869
"ACHHAM","Malaysia",2015,"Female",6
"ACHHAM","Malaysia",2015,"Male",501
"ACHHAM","Malaysia",2016,"Male",178
"ACHHAM","Malaysia",2017,"Female",4
"ACHHAM","Malaysia",2017,"Male",237
"ACHHAM","Malaysia",2018,"Male",111
"ACHHAM","Malaysia",2019,"Male",71
"ACHHAM","Malaysia",2020,"Male",33
"ACHHAM","Malaysia",2021,"Male",1
"ACHHAM","Malaysia",2022,"Female",28
"ACHHAM","Malaysia",2022,"Male",762
"ACHHAM","Malaysia",2023,"Female",16
"ACHHAM","Malaysia",2023,"Male",1060
"ACHHAM","Malaysia",2024,"Female",13
"ACHHAM","Malaysia",2024,"Male",639
"ACHHAM","Maldives",2013,"Female",1
"ACHHAM","Maldives",2014,"Male",1
"ACHHAM","Maldives",2015,"Female",1
"ACHHAM","Maldives",2015,"Male",3
"ACHHAM","Maldives",2016,"Male",1
"ACHHAM","Maldives",2017,"Male",1
"ACHHAM","Maldives",2018,"Male",1
"ACHHAM","Maldives",2019,"Male",1
"ACHHAM","Maldives",2020,"Male",2
"ACHHAM","Maldives",2021,"Female",1
"ACHHAM","Maldives",2021,"Male",2
"ACHHAM","Maldives",2022,"Male",10
"ACHHAM","Maldives",2023,"Female",4
"ACHHAM","Maldives",2023,"Male",22
"ACHHAM","Maldives",2024,"Female",3
"ACHHAM","Maldives",2024,"Male",10
"ACHHAM","Malta",2018,"Male",1
"ACHHAM","Malta",2021,"Male",1
"ACHHAM","Malta",2022,"Female",1
"ACHHAM","Malta",2022,"Male",12
"ACHHAM","Malta",2023,"Female",1
"ACHHAM","Malta",2023,"Male",17
"ACHHAM","Malta",2024,"Male",1
"ACHHAM","Mauritius",2023,"Female",1
"ACHHAM","Mauritius",2023,"Male",3
"ACHHAM","Mauritius",2024,"Male",7
"ACHHAM","Mexico",2022,"Male",1
"ACHHAM","Netherlands",2016,"Male",1
"ACHHAM","Netherlands",2021,"Male",1
"ACHHAM","Netherlands",2024,"Male",1
"ACHHAM","New Zealand",2023,"Male",1
"ACHHAM","Nigeria",2012,"Male",1
"ACHHAM","Nigeria",2017,"Male",1
"ACHHAM","Nigeria",2019,"Male",1
"ACHHAM","Nigeria",2021,"Male",1
"ACHHAM","North Macedonia",2024,"Female",1
"ACHHAM","North Macedonia",2024,"Male",4
"ACHHAM","Oman",2009,"Male",1
"ACHHAM","Oman",2010,"Male",2
"ACHHAM","Oman",2011,"Male",1
"ACHHAM","Oman",2012,"Female",1
"ACHHAM","Oman",2012,"Male",14
"ACHHAM","Oman",2013,"Male",6
"ACHHAM","Oman",2014,"Female",1
"ACHHAM","Oman",2014,"Male",13
"ACHHAM","Oman",2015,"Female",1
"ACHHAM","Oman",2015,"Male",10
"ACHHAM","Oman",2016,"Female",2
"ACHHAM","Oman",2016,"Male",11
"ACHHAM","Oman",2017,"Male",14
"ACHHAM","Oman",2018,"Male",9
"ACHHAM","Oman",2019,"Male",10
"ACHHAM","Oman",2020,"Male",3
"ACHHAM","Oman",2021,"Male",6
"ACHHAM","Oman",2022,"Female",2
"ACHHAM","Oman",2022,"Male",11
"ACHHAM","Oman",2023,"Male",24
"ACHHAM","Oman",2024,"Female",1
"ACHHAM","Oman",2024,"Male",30
"ACHHAM","Papua New Guinea",2018,"Male",1
"ACHHAM","Papua New Guinea",2022,"Male",1
"ACHHAM","Poland",2018,"Male",2
"ACHHAM","Poland",2022,"Male",8
"ACHHAM","Poland",2023,"Female",3
"ACHHAM","Poland",2023,"Male",17
"ACHHAM","Poland",2024,"Male",4
"ACHHAM","Portugal",2023,"Male",6
"ACHHAM","Qatar",2009,"Male",12
"ACHHAM","Qatar",2010,"Male",20
"ACHHAM","Qatar",2011,"Female",1
"ACHHAM","Qatar",2011,"Male",63
"ACHHAM","Qatar",2012,"Male",106
"ACHHAM","Qatar",2013,"Male",173
"ACHHAM","Qatar",2014,"Female",3
"ACHHAM","Qatar",2014,"Male",184
"ACHHAM","Qatar",2015,"Female",6
"ACHHAM","Qatar",2015,"Male",229
"ACHHAM","Qatar",2016,"Male",250
"ACHHAM","Qatar",2017,"Female",3
"ACHHAM","Qatar",2017,"Male",210
"ACHHAM","Qatar",2018,"Female",1
"ACHHAM","Qatar",2018,"Male",110
"ACHHAM","Qatar",2019,"Female",1
"ACHHAM","Qatar",2019,"Male",69
"ACHHAM","Qatar",2020,"Male",16
"ACHHAM","Qatar",2021,"Male",41
"ACHHAM","Qatar",2022,"Female",16
"ACHHAM","Qatar",2022,"Male",133
"ACHHAM","Qatar",2023,"Female",20
"ACHHAM","Qatar",2023,"Male",180
"ACHHAM","Qatar",2024,"Female",26
"ACHHAM","Qatar",2024,"Male",104
"ACHHAM","Romania",2018,"Male",4
"ACHHAM","Romania",2019,"Male",35
"ACHHAM","Romania",2020,"Male",8
"ACHHAM","Romania",2021,"Female",1
"ACHHAM","Romania",2021,"Male",49
"ACHHAM","Romania",2022,"Female",7
"ACHHAM","Romania",2022,"Male",157
"ACHHAM","Romania",2023,"Female",13
"ACHHAM","Romania",2023,"Male",196
"ACHHAM","Romania",2024,"Female",12
"ACHHAM","Romania",2024,"Male",149
"ACHHAM","Russia",2017,"Male",1
"ACHHAM","Russia",2019,"Male",1
"ACHHAM","Russia",2023,"Male",1
"ACHHAM","Saudi Arabia",2009,"Male",6
"ACHHAM","Saudi Arabia",2010,"Male",47
"ACHHAM","Saudi Arabia",2011,"Female",1
"ACHHAM","Saudi Arabia",2011,"Male",62
"ACHHAM","Saudi Arabia",2012,"Male",146
"ACHHAM","Saudi Arabia",2013,"Male",145
"ACHHAM","Saudi Arabia",2014,"Male",185
"ACHHAM","Saudi Arabia",2015,"Male",251
"ACHHAM","Saudi Arabia",2016,"Female",1
"ACHHAM","Saudi Arabia",2016,"Male",281
"ACHHAM","Saudi Arabia",2017,"Male",172
"ACHHAM","Saudi Arabia",2018,"Female",1
"ACHHAM","Saudi Arabia",2018,"Male",107
"ACHHAM","Saudi Arabia",2019,"Female",1
"ACHHAM","Saudi Arabia",2019,"Male",111
"ACHHAM","Saudi Arabia",2020,"Male",36
"ACHHAM","Saudi Arabia",2021,"Male",94
"ACHHAM","Saudi Arabia",2022,"Female",1
"ACHHAM","Saudi Arabia",2022,"Male",156
"ACHHAM","Saudi Arabia",2023,"Female",1
"ACHHAM","Saudi Arabia",2023,"Male",390
"ACHHAM","Saudi Arabia",2024,"Male",279
"ACHHAM","Serbia",2022,"Female",1
"ACHHAM","Serbia",2022,"Male",4
"ACHHAM","Serbia",2023,"Female",4
"ACHHAM","Serbia",2023,"Male",17
"ACHHAM","Serbia",2024,"Female",5
"ACHHAM","Serbia",2024,"Male",15
"ACHHAM","Seychelles",2013,"Male",1
"ACHHAM","Seychelles",2015,"Male",5
"ACHHAM","Seychelles",2016,"Male",4
"ACHHAM","Seychelles",2017,"Male",2
"ACHHAM","Seychelles",2018,"Male",3
"ACHHAM","Seychelles",2019,"Male",10
"ACHHAM","Seychelles",2020,"Male",2
"ACHHAM","Seychelles",2021,"Male",1
"ACHHAM","Seychelles",2022,"Male",11
"ACHHAM","Seychelles",2023,"Male",5
"ACHHAM","Seychelles",2024,"Male",6
"ACHHAM","Singapore",2015,"Male",1
"ACHHAM","Singapore",2017,"Male",1
"ACHHAM","Slovakia",2023,"Male",1
"ACHHAM","Slovenia",2022,"Male",1
"ACHHAM","Slovenia",2023,"Male",6
"ACHHAM","Slovenia",2024,"Female",1
"ACHHAM","Slovenia",2024,"Male",1
"ACHHAM","South Korea",2012,"Male",2
"ACHHAM","South Korea",2013,"Male",1
"ACHHAM","South Korea",2016,"Male",1
"ACHHAM","South Korea",2018,"Male",1
"ACHHAM","South Korea",2019,"Male",2
"ACHHAM","South Korea",2022,"Male",25
"ACHHAM","South Korea",2023,"Male",111
"ACHHAM","South Korea",2024,"Male",13
"ACHHAM","Spain",2024,"Male",1
"ACHHAM","Sri Lanka",2018,"Male",1
"ACHHAM","Tanzania",2021,"Male",1
"ACHHAM","Turkey",2016,"Male",1
"ACHHAM","Turkey",2017,"Female",1
"ACHHAM","Turkey",2018,"Male",3
"ACHHAM","Turkey",2019,"Male",1
"ACHHAM","Turkey",2020,"Male",1
"ACHHAM","Turkey",2021,"Male",3
"ACHHAM","Turkey",2022,"Male",1
"ACHHAM","Turkey",2023,"Male",3
"ACHHAM","Turkey",2024,"Male",3
"ACHHAM","United Arab Emirates",2009,"Male",9
"ACHHAM","United Arab Emirates",2010,"Male",14
"ACHHAM","United Arab Emirates",2011,"Female",4
"ACHHAM","United Arab Emirates",2011,"Male",33
"ACHHAM","United Arab Emirates",2012,"Female",6
"ACHHAM","United Arab Emirates",2012,"Male",88
"ACHHAM","United Arab Emirates",2013,"Female",6
"ACHHAM","United Arab Emirates",2013,"Male",91
"ACHHAM","United Arab Emirates",2014,"Female",5
"ACHHAM","United Arab Emirates",2014,"Male",125
"ACHHAM","United Arab Emirates",2015,"Female",18
"ACHHAM","United Arab Emirates",2015,"Male",155
"ACHHAM","United Arab Emirates",2016,"Female",14
"ACHHAM","United Arab Emirates",2016,"Male",199
"ACHHAM","United Arab Emirates",2017,"Female",1
"ACHHAM","United Arab Emirates",2017,"Male",218
"ACHHAM","United Arab Emirates",2018,"Female",5
"ACHHAM","United Arab Emirates",2018,"Male",175
"ACHHAM","United Arab Emirates",2019,"Female",3
"ACHHAM","United Arab Emirates",2019,"Male",199
"ACHHAM","United Arab Emirates",2020,"Female",4
"ACHHAM","United Arab Emirates",2020,"Male",47
"ACHHAM","United Arab Emirates",2021,"Female",3
"ACHHAM","United Arab Emirates",2021,"Male",99
"ACHHAM","United Arab Emirates",2022,"Female",21
"ACHHAM","United Arab Emirates",2022,"Male",229
"ACHHAM","United Arab Emirates",2023,"Female",130
"ACHHAM","United Arab Emirates",2023,"Male",526
"ACHHAM","United Arab Emirates",2024,"Female",29
"ACHHAM","United Arab Emirates",2024,"Male",416
"ACHHAM","United Kingdom",2022,"Male",2
"ACHHAM","United Kingdom",2023,"Male",1
"ACHHAM","United Kingdom",2024,"Male",1
"ACHHAM","United States",2012,"Male",3
"ACHHAM","United States",2014,"Female",1
"ACHHAM","United States",2014,"Male",1
"ACHHAM","United States",2016,"Male",1
"ACHHAM","United States",2019,"Male",1
"ACHHAM","United States",2021,"Female",1
"ACHHAM","United States",2021,"Male",1
"ACHHAM","United States",2022,"Female",1
"ACHHAM","United States",2023,"Male",4
"ACHHAM","United States",2024,"Female",1
"ACHHAM","Uzbekistan",2014,"Male",1
"ACHHAM","Uzbekistan",2023,"Male",3
"ACHHAM","Uzbekistan",2024,"Male",1
"ARGHAKHANCHI","Afghanistan",2011,"Male",2
"ARGHAKHANCHI","Afghanistan",2012,"Male",6
"ARGHAKHANCHI","Afghanistan",2013,"Male",4
"ARGHAKHANCHI","Afghanistan",2014,"Male",5
"ARGHAKHANCHI","Afghanistan",2015,"Male",4
"ARGHAKHANCHI","Afghanistan",2016,"Male",2
"ARGHAKHANCHI","Afghanistan",2017,"Male",12
"ARGHAKHANCHI","Afghanistan",2018,"Male",5
"ARGHAKHANCHI","Afghanistan",2019,"Male",9
"ARGHAKHANCHI","Afghanistan",2020,"Male",4
"ARGHAKHANCHI","Afghanistan",2021,"Male",2
"ARGHAKHANCHI","Afghanistan",2023,"Male",1
"ARGHAKHANCHI","Afghanistan",2024,"Male",1
"ARGHAKHANCHI","Albania",2022,"Female",2
"ARGHAKHANCHI","Albania",2023,"Female",2
"ARGHAKHANCHI","Albania",2023,"Male",8
"ARGHAKHANCHI","Albania",2024,"Female",1
"ARGHAKHANCHI","Albania",2024,"Male",2
"ARGHAKHANCHI","Algeria",2020,"Male",1
"ARGHAKHANCHI","Angola",2018,"Male",1
"ARGHAKHANCHI","Angola",2019,"Male",1
"ARGHAKHANCHI","Angola",2021,"Male",1
"ARGHAKHANCHI","Angola",2023,"Male",1
"ARGHAKHANCHI","Australia",2016,"Male",1
"ARGHAKHANCHI","Australia",2019,"Male",1
"ARGHAKHANCHI","Australia",2022,"Male",3
"ARGHAKHANCHI","Australia",2023,"Male",5
"ARGHAKHANCHI","Australia",2024,"Male",1
"ARGHAKHANCHI","Austria",2018,"Female",1
"ARGHAKHANCHI","Austria",2023,"Female",1
"ARGHAKHANCHI","Bahrain",2009,"Male",1
"ARGHAKHANCHI","Bahrain",2010,"Male",11
"ARGHAKHANCHI","Bahrain",2011,"Female",1
"ARGHAKHANCHI","Bahrain",2011,"Male",25
"ARGHAKHANCHI","Bahrain",2012,"Male",57
"ARGHAKHANCHI","Bahrain",2013,"Male",57
"ARGHAKHANCHI","Bahrain",2014,"Male",56
"ARGHAKHANCHI","Bahrain",2015,"Female",1
"ARGHAKHANCHI","Bahrain",2015,"Male",48
"ARGHAKHANCHI","Bahrain",2016,"Male",77
"ARGHAKHANCHI","Bahrain",2017,"Female",1
"ARGHAKHANCHI","Bahrain",2017,"Male",70
"ARGHAKHANCHI","Bahrain",2018,"Female",3
"ARGHAKHANCHI","Bahrain",2018,"Male",65
"ARGHAKHANCHI","Bahrain",2019,"Female",5
"ARGHAKHANCHI","Bahrain",2019,"Male",88
"ARGHAKHANCHI","Bahrain",2020,"Male",28
"ARGHAKHANCHI","Bahrain",2021,"Female",3
"ARGHAKHANCHI","Bahrain",2021,"Male",66
"ARGHAKHANCHI","Bahrain",2022,"Female",6
"ARGHAKHANCHI","Bahrain",2022,"Male",92
"ARGHAKHANCHI","Bahrain",2023,"Female",2
"ARGHAKHANCHI","Bahrain",2023,"Male",78
"ARGHAKHANCHI","Bahrain",2024,"Female",3
"ARGHAKHANCHI","Bahrain",2024,"Male",51
"ARGHAKHANCHI","Belgium",2020,"Male",1
"ARGHAKHANCHI","Belgium",2022,"Female",1
"ARGHAKHANCHI","Belgium",2022,"Male",1
"ARGHAKHANCHI","Belgium",2024,"Male",1
"ARGHAKHANCHI","Bermuda",2014,"Male",1
"ARGHAKHANCHI","Bermuda",2017,"Male",1
"ARGHAKHANCHI","Bermuda",2019,"Male",1
"ARGHAKHANCHI","Bosnia & Herzegovina",2023,"Male",4
"ARGHAKHANCHI","Bosnia & Herzegovina",2024,"Male",1
"ARGHAKHANCHI","Brunei",2013,"Male",1
"ARGHAKHANCHI","Brunei",2017,"Female",1
"ARGHAKHANCHI","Brunei",2019,"Male",5
"ARGHAKHANCHI","Brunei",2020,"Male",2
"ARGHAKHANCHI","Brunei",2022,"Male",4
"ARGHAKHANCHI","Brunei",2023,"Female",1
"ARGHAKHANCHI","Brunei",2023,"Male",3
"ARGHAKHANCHI","Brunei",2024,"Male",2
"ARGHAKHANCHI","Bulgaria",2023,"Female",1
"ARGHAKHANCHI","Bulgaria",2023,"Male",3
"ARGHAKHANCHI","Bulgaria",2024,"Male",11
"ARGHAKHANCHI","Burundi",2018,"Male",1
"ARGHAKHANCHI","Cameroon",2015,"Male",1
"ARGHAKHANCHI","Cameroon",2016,"Male",1
"ARGHAKHANCHI","Cameroon",2018,"Male",1
"ARGHAKHANCHI","Cameroon",2019,"Male",2
"ARGHAKHANCHI","Cameroon",2021,"Male",3
"ARGHAKHANCHI","Cameroon",2022,"Male",3
"ARGHAKHANCHI","Canada",2013,"Male",3
"ARGHAKHANCHI","Canada",2014,"Female",1
"ARGHAKHANCHI","Canada",2014,"Male",1
"ARGHAKHANCHI","Canada",2015,"Female",1
"ARGHAKHANCHI","Canada",2016,"Female",1
"ARGHAKHANCHI","Canada",2019,"Male",2
"ARGHAKHANCHI","Canada",2020,"Male",1
"ARGHAKHANCHI","Canada",2021,"Male",1
"ARGHAKHANCHI","Canada",2022,"Male",3
"ARGHAKHANCHI","Canada",2023,"Female",1
"ARGHAKHANCHI","Canada",2023,"Male",6
"ARGHAKHANCHI","Canada",2024,"Male",2
"ARGHAKHANCHI","Cayman Islands",2015,"Male",1
"ARGHAKHANCHI","Cayman Islands",2019,"Male",1
"ARGHAKHANCHI","Cayman Islands",2021,"Male",1
"ARGHAKHANCHI","Cayman Islands",2022,"Female",1
"ARGHAKHANCHI","Cayman Islands",2022,"Male",1
"ARGHAKHANCHI","Cayman Islands",2024,"Male",1
"ARGHAKHANCHI","Central African Republic",2020,"Male",1
"ARGHAKHANCHI","Central African Republic",2021,"Male",1
"ARGHAKHANCHI","Central African Republic",2022,"Male",2
"ARGHAKHANCHI","Chile",2014,"Male",1
"ARGHAKHANCHI","Chile",2016,"Male",1
"ARGHAKHANCHI","China",2016,"Male",1
"ARGHAKHANCHI","China",2017,"Male",1
"ARGHAKHANCHI","China",2018,"Male",2
"ARGHAKHANCHI","China",2019,"Male",1
"ARGHAKHANCHI","Congo - Brazzaville",2018,"Male",1
"ARGHAKHANCHI","Congo - Brazzaville",2019,"Male",1
"ARGHAKHANCHI","Congo - Brazzaville",2021,"Male",2
"ARGHAKHANCHI","Congo - Brazzaville",2022,"Male",2
"ARGHAKHANCHI","Congo - Brazzaville",2023,"Male",1
"ARGHAKHANCHI","Congo - Brazzaville",2024,"Male",1
"ARGHAKHANCHI","Croatia",2018,"Male",1
"ARGHAKHANCHI","Croatia",2019,"Female",1
"ARGHAKHANCHI","Croatia",2020,"Male",4
"ARGHAKHANCHI","Croatia",2021,"Male",12
"ARGHAKHANCHI","Croatia",2022,"Female",6
"ARGHAKHANCHI","Croatia",2022,"Male",55
"ARGHAKHANCHI","Croatia",2023,"Female",14
"ARGHAKHANCHI","Croatia",2023,"Male",109
"ARGHAKHANCHI","Croatia",2024,"Female",16
"ARGHAKHANCHI","Croatia",2024,"Male",73
"ARGHAKHANCHI","Cyprus",2012,"Female",1
"ARGHAKHANCHI","Cyprus",2013,"Female",1
"ARGHAKHANCHI","Cyprus",2014,"Female",1
"ARGHAKHANCHI","Cyprus",2014,"Male",1
"ARGHAKHANCHI","Cyprus",2015,"Female",1
"ARGHAKHANCHI","Cyprus",2016,"Female",4
"ARGHAKHANCHI","Cyprus",2017,"Female",5
"ARGHAKHANCHI","Cyprus",2018,"Female",2
"ARGHAKHANCHI","Cyprus",2018,"Male",7
"ARGHAKHANCHI","Cyprus",2019,"Female",6
"ARGHAKHANCHI","Cyprus",2019,"Male",4
"ARGHAKHANCHI","Cyprus",2020,"Female",1
"ARGHAKHANCHI","Cyprus",2021,"Female",6
"ARGHAKHANCHI","Cyprus",2021,"Male",3
"ARGHAKHANCHI","Cyprus",2022,"Female",15
"ARGHAKHANCHI","Cyprus",2022,"Male",6
"ARGHAKHANCHI","Cyprus",2023,"Female",37
"ARGHAKHANCHI","Cyprus",2023,"Male",28
"ARGHAKHANCHI","Cyprus",2024,"Female",25
"ARGHAKHANCHI","Cyprus",2024,"Male",25
"ARGHAKHANCHI","Czechia",2016,"Male",2
"ARGHAKHANCHI","Czechia",2017,"Male",8
"ARGHAKHANCHI","Czechia",2018,"Male",21
"ARGHAKHANCHI","Czechia",2019,"Male",3
"ARGHAKHANCHI","Czechia",2020,"Male",2
"ARGHAKHANCHI","Czechia",2021,"Male",6
"ARGHAKHANCHI","Czechia",2022,"Male",4
"ARGHAKHANCHI","Czechia",2023,"Male",4
"ARGHAKHANCHI","Czechia",2024,"Male",3
"ARGHAKHANCHI","Denmark",2012,"Male",2
"ARGHAKHANCHI","Denmark",2013,"Female",1
"ARGHAKHANCHI","Denmark",2015,"Male",1
"ARGHAKHANCHI","Djibouti",2013,"Male",1
"ARGHAKHANCHI","Djibouti",2024,"Male",1
"ARGHAKHANCHI","Egypt",2016,"Male",1
"ARGHAKHANCHI","Egypt",2018,"Male",1
"ARGHAKHANCHI","Egypt",2020,"Male",1
"ARGHAKHANCHI","Egypt",2023,"Male",1
"ARGHAKHANCHI","Egypt",2024,"Male",1
"ARGHAKHANCHI","Estonia",2019,"Male",4
"ARGHAKHANCHI","Estonia",2021,"Male",2
"ARGHAKHANCHI","Estonia",2023,"Male",1
"ARGHAKHANCHI","Ethiopia",2020,"Male",1
"ARGHAKHANCHI","Ethiopia",2022,"Male",1
"ARGHAKHANCHI","Finland",2011,"Male",1
"ARGHAKHANCHI","Finland",2014,"Male",4
"ARGHAKHANCHI","Finland",2015,"Male",2
"ARGHAKHANCHI","Finland",2018,"Male",1
"ARGHAKHANCHI","Finland",2022,"Male",4
"ARGHAKHANCHI","Finland",2024,"Male",1
"ARGHAKHANCHI","France",2022,"Male",3
"ARGHAKHANCHI","France",2023,"Male",3
"ARGHAKHANCHI","Germany",2014,"Female",2
"ARGHAKHANCHI","Germany",2014,"Male",1
"ARGHAKHANCHI","Germany",2015,"Female",1
"ARGHAKHANCHI","Germany",2016,"Female",3
"ARGHAKHANCHI","Germany",2017,"Female",1
"ARGHAKHANCHI","Germany",2018,"Female",2
"ARGHAKHANCHI","Germany",2022,"Male",1
"ARGHAKHANCHI","Germany",2023,"Male",2
"ARGHAKHANCHI","Ghana",2014,"Male",1
