hhid,year,member_id,wt_hh,vmun_code,lgname,district77,district_name,is_internal,is_international,dest_india,dest_gulf,dest_malaysia,dest_other_country,s11q02b_raw,s11q02d_raw,s11q02a_raw,migrant_male,migrant_female,migrant_third_gender,migrant_age,months_away,long_term_migrant,reason_work,reason_education,reason_family,reason_disaster,earning_primary_rs,earning_secondary_rs,earning_total_rs,has_secondary_job,remit_sent_flag,remit_amount_rs,remit_freq_per_year,remit_via_formal,remit_via_informal,remit_via_bank_ime,remit_via_friends,remit_via_hundi,remit_via_other,remit_use_consumption,remit_use_human_capital,remit_use_business_investment,remit_use_land_housing,remit_use_investment_any,remit_use_debt,mig_cost_any,mig_cost_rs,mig_cost_loan_flag,cost_to_monthly_earning_ratio
5620,2016,1986,487.4611206054687,30902,Bhumlu Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,21,50,1,1,0,0,0,7500,0,7500,,1,20000,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,,0
5620,2017,1986,487.4611206054687,30902,Bhumlu Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5621,2016,32649,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,25,9,0,1,0,0,0,40000,0,40000,,1,350000,2,1,0,1,0,0,0,0,0,0,0,0,1,1,125000,1,3.125
5621,2016,32650,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,0,1,0,24,7,0,1,0,0,0,7000,0,7000,,0,0,,,,,,,,,,,,,,1,2000,0,0.2857142857142857
5621,2016,32652,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,1,0,1,0,0,Qatar,,,1,0,0,20,44,1,1,0,0,0,130000,0,130000,,1,1200000,7,1,0,1,0,0,0,0,0,0,1,1,0,1,100000,1,0.7692307692307693
5621,2016,32651,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,1,0,0,2,7,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5621,2017,27296,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,1,0,1,0,0,Qatar,,,1,0,0,23,8,0,1,0,0,0,30000,0,30000,,1,100000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,150000,1,5
5621,2017,32651,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,1,0,0,3,20,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5621,2017,32652,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5621,2017,32649,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5621,2017,32650,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,0,1,0,25,20,0,0,1,0,0,3000,0,3000,,0,0,,,,,,,,,,,,,,0,0,,0
5621,2018,27296,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,0,1,0,1,0,0,Qatar,,,1,0,0,24,20,0,1,0,0,0,30000,0,30000,,1,250000,3,1,0,1,0,0,0,1,1,1,0,1,0,1,120000,1,4
5621,2018,32651,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,1,0,0,4,32,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5621,2018,32649,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,1,0,0,28,8,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,600,0,
5621,2018,32650,618.27056884765625,50205,Madi Gaunpalika,Rolpa,Rolpa,1,0,0,0,0,0,,,Rolpa,0,1,0,26,32,1,1,0,0,0,18000,0,18000,,0,0,,,,,,,,,,,,,,1,600,0,0.03333333333333333
5626,2016,32653,544.4632568359375,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,0,1,0,0,1,0,Malayasia,,,1,0,0,35,25,1,1,0,0,0,80000,0,80000,,1,400000,5,1,0,1,0,0,0,1,0,0,0,0,0,1,150000,1,1.875
5626,2017,32653,544.4632568359375,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,0,1,0,0,1,0,Malayasia,,,1,0,0,36,38,1,1,0,0,0,25000,0,25000,,1,80000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,125000,1,5
5626,2018,32653,544.4632568359375,10501,Kepilasgadhi Gaunpalika,Khotang,Khotang,0,1,0,0,1,0,Malayasia,,,1,0,0,37,50,1,1,0,0,0,23000,0,23000,,1,150000,2,1,0,1,0,0,0,0,1,0,0,0,0,1,150000,1,6.521739130434782
5627,2016,32654,898.64581298828125,11115,Kachanakawal Gaunpalika,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,28,18,0,1,0,0,0,998,0,998,,1,200000,3,1,0,1,0,0,0,0,0,0,1,1,1,1,100000,1,100.20040080160321
5627,2017,27320,898.64581298828125,11115,Kachanakawal Gaunpalika,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,31,1,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,110000,1,110.22044088176352
5627,2017,32654,898.64581298828125,11115,Kachanakawal Gaunpalika,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,29,31,1,1,0,0,0,40000,0,40000,,1,500000,5,1,0,1,0,0,0,1,0,0,1,1,0,1,120000,1,3
5627,2018,32654,898.64581298828125,11115,Kachanakawal Gaunpalika,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,30,43,1,1,0,0,0,998,0,998,,1,160000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,95000,1,95.19038076152304
5627,2018,27320,898.64581298828125,11115,Kachanakawal Gaunpalika,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,32,13,0,1,0,0,0,998,0,998,,1,80000,2,1,0,1,0,0,0,1,0,0,0,0,1,1,98000,1,98.19639278557115
5629,2016,32656,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,22,12,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3500,0,
5629,2016,32658,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,4,12,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2016,32655,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,25,12,0,1,0,0,0,12000,0,12000,,1,18000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3500,0,0.2916666666666667
5629,2016,32657,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,5,12,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2017,32656,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,23,25,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3000,1,
5629,2017,32658,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,5,25,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2017,32657,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,6,25,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2017,32655,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,26,25,1,1,0,0,0,16000,0,16000,,1,20000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3000,0,0.1875
5629,2017,27333,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,19,12,0,1,0,0,0,12000,0,12000,,1,20000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3000,1,0.25
5629,2018,32658,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,6,37,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2018,32656,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,24,37,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,1,
5629,2018,27332,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,26,11,0,1,0,0,0,9000,0,9000,,1,18000,3,0,1,0,1,0,0,0,0,0,0,0,1,1,5000,0,0.5555555555555556
5629,2018,27333,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,20,24,0,1,0,0,0,15000,0,15000,,1,50000,3,1,1,1,1,0,0,1,1,0,0,0,1,1,5000,0,0.3333333333333333
5629,2018,32657,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,0,1,0,7,37,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5629,2018,32655,547.52593994140625,70703,Mellekh Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,27,37,1,1,0,0,0,17000,0,17000,,1,55000,3,1,1,1,1,0,0,1,0,0,0,0,1,1,5000,1,0.29411764705882354
5631,2016,32659,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,20,24,0,1,0,0,0,8000,0,8000,,1,60000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,5000,1,0.625
5631,2016,32660,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,16,8,0,1,0,0,0,5000,0,5000,,0,0,,,,,,,,,,,,,,1,5000,1,1
5631,2017,32660,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,17,21,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,10000,1,10.02004008016032
5631,2017,32659,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,21,37,1,1,0,0,0,13000,0,13000,,1,15000,2,0,1,0,1,0,0,1,0,0,0,0,1,1,10000,1,0.7692307692307693
5631,2018,32660,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,18,33,1,1,0,0,0,16000,0,16000,,1,80000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,5000,1,0.3125
5631,2018,32659,547.52593994140625,70403,Puchaundi Municipality,Baitadi,Baitadi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5634,2018,27351,544.4632568359375,10605,Arun Gaunpalika,Bhojpur,Bhojpur,1,0,0,0,0,0,,,Kathmandu,1,0,0,22,10,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,150000,1,
5635,2016,27353,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,1,0,0,42,4,0,1,0,0,0,10000,0,10000,,1,30000,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1000,0,0.1
5635,2017,27354,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,1,0,0,18,12,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
5635,2017,27355,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,0,1,0,15,10,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
5635,2017,27353,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,1,0,0,44,17,0,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,2000,0,0.13333333333333333
5635,2018,27353,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,1,0,0,45,29,1,1,0,0,0,20000,0,20000,,0,0,,,,,,,,,,,,,,1,150,0,0.0075
5635,2018,27355,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,0,1,0,16,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,150,0,
5635,2018,27354,754.5958251953125,50606,Ribdikot Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Rupandehi,1,0,0,19,24,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,150,0,
5636,2016,33145,990.53192138671875,20801,Thori Gaunpalika,Parsa,Parsa,1,0,0,0,0,0,,,Rupandehi,1,0,0,26,6,0,1,0,0,0,15000,0,15000,,1,20000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,1000,0,0.06666666666666667
5636,2017,27362,990.53192138671875,20801,Thori Gaunpalika,Parsa,Parsa,0,1,0,1,0,0,Qatar,,,1,0,0,24,9,0,1,0,0,0,25000,0,25000,,1,120000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,100000,0,4
5636,2018,27362,990.53192138671875,20801,Thori Gaunpalika,Parsa,Parsa,0,1,0,1,0,0,Qatar,,,1,0,0,25,21,0,1,0,0,0,25000,0,25000,,1,200000,5,1,0,1,0,0,0,1,1,0,0,0,0,1,160000,1,6.4
5637,2016,27366,618.27056884765625,61008,Panchapuri Municipality,Surkhet,Surkhet,0,1,1,0,0,0,India,,,1,0,0,24,24,0,1,0,0,0,10000,0,10000,,0,0,,,,,,,,,,,,,,1,8000,1,0.8
5637,2017,27366,618.27056884765625,61008,Panchapuri Municipality,Surkhet,Surkhet,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5640,2018,27380,547.52593994140625,70702,Ramaroshan Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,45,11,0,1,0,0,0,16000,0,16000,,1,45000,3,1,1,1,1,0,0,1,1,0,0,0,0,1,5000,0,0.3125
5643,2016,32663,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,32,10,0,1,0,0,0,18000,0,18000,,1,45000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,5000,0,0.2777777777777778
5643,2017,32663,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,33,23,0,1,0,0,0,16000,18000,34000,,1,60000,3,0,1,0,1,0,0,1,1,0,0,0,0,1,5000,1,0.14705882352941177
5643,2018,32663,547.52593994140625,70408,Melauli Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,34,35,1,1,0,0,0,20000,0,20000,,1,60000,3,0,1,0,1,0,0,1,0,0,0,0,0,1,5000,0,0.25
5648,2016,32664,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,42,12,0,1,0,0,0,13000,0,13000,,1,19000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,0,0.38461538461538464
5648,2016,32665,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kathmandu,1,0,0,20,36,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,150000,1,
5648,2017,32664,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,43,25,1,1,0,0,0,10000,0,10000,,1,42000,3,0,1,0,1,0,0,0,1,0,0,0,0,1,3000,1,0.3
5648,2017,32665,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kathmandu,1,0,0,21,49,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200000,1,
5648,2018,32664,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,0,1,1,0,0,0,India,,,1,0,0,44,37,1,1,0,0,0,10000,0,10000,,1,300000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,0,0.5
5648,2018,32665,634.085205078125,70805,Ghodaghodi Municipality,Kailali,Kailali,1,0,0,0,0,0,,,Kathmandu,1,0,0,22,61,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
5650,2016,32669,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Sunsari,0,1,0,20,24,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,10000,0,
5650,2016,32667,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,26,28,1,1,0,0,0,998,0,998,,1,80000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,125000,1,125.25050100200401
5650,2016,32666,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,55,118,1,1,0,0,0,35000,0,35000,,1,300000,2,1,1,1,1,0,0,1,0,0,0,0,0,1,80000,1,2.2857142857142856
5650,2016,32668,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,24,28,1,1,0,0,0,998,0,998,,1,155000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,125000,0,125.25050100200401
5650,2017,32668,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,25,41,1,1,0,0,0,25000,0,25000,,1,250000,2,1,0,1,0,0,0,1,1,0,0,0,1,1,200000,1,8
5650,2017,32667,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,27,41,1,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,120000,1,120.24048096192385
5650,2017,32666,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,51,131,1,1,0,0,0,35000,0,35000,,1,300000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,80000,1,2.2857142857142856
5650,2017,32669,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Sunsari,0,1,0,21,37,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,250,1,
5650,2018,32669,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,1,0,0,0,0,0,,,Sunsari,0,1,0,33,49,1,0,1,0,0,0,10000,10000,,0,0,,,,,,,,,,,,,,1,2500,0,0.25
5650,2018,32667,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5650,2018,32668,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,0,1,0,Malayasia,,,1,0,0,37,53,1,1,0,0,0,998,0,998,,1,250000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,120000,1,120.24048096192385
5650,2018,32666,544.4632568359375,10706,Sangurigadhi Gaunpalika,Dhankuta,Dhankuta,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,52,143,1,1,0,0,0,998,0,998,,1,150000,2,1,0,1,0,0,0,1,1,0,0,0,1,1,150000,1,150.3006012024048
5651,2016,32670,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,24,0,1,0,0,0,30000,0,30000,,1,60000,5,0,1,0,1,0,0,1,1,0,0,0,0,1,1000,0,0.03333333333333333
5651,2016,32671,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,0,1,0,25,12,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1500,0,
5651,2017,32671,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,0,1,0,26,25,1,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,1500,0,1.503006012024048
5651,2017,32670,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,1,0,0,26,37,1,1,0,0,0,998,0,998,,1,35000,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,,0
5651,2018,32670,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,1,0,0,27,49,1,1,0,0,0,15000,0,15000,,1,20000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,230,0,0.015333333333333332
5651,2018,32671,487.4611206054687,30507,Tarakeshwor Gaunpalika,Nuwakot,Nuwakot,1,0,0,0,0,0,,,Kathmandu,0,1,0,27,37,1,1,0,0,0,10000,0,10000,,0,0,,,,,,,,,,,,,,1,220,0,0.022
5657,2016,32672,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,0,1,0,18,15,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
5657,2017,34127,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,1,0,1,0,0,Qatar,,,1,0,0,42,18,0,1,0,0,0,50000,0,50000,,1,150000,2,1,0,1,0,0,0,1,1,0,0,0,1,1,120000,1,2.4
5657,2017,32672,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,0,1,0,19,28,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,22000,0,
5657,2018,32672,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,1,0,0,0,0,0,,,Kathmandu,0,1,0,20,40,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,800,0,
5657,2018,34127,487.4611206054687,30406,Nilkhantha Municipality,Dhading,Dhading,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5659,2017,27469,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,24,7,0,1,0,0,0,35000,0,35000,,0,0,,,,,,,,,,,,,,1,125000,0,3.5714285714285716
5659,2018,27469,666.9111328125,51104,Khajura Gaunpalika,Banke,Banke,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,25,19,0,1,0,0,0,35000,0,35000,,1,120000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,45000,0,1.2857142857142858
5662,2016,32674,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,1,0,0,0,0,0,,,Makwanpur,1,0,0,15,87,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
5662,2016,32673,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,0,1,1,0,0,0,India,,,1,0,0,40,13,0,1,0,0,0,35000,0,35000,,1,210000,6,1,0,1,0,0,0,1,1,1,0,1,0,1,5000,0,0.14285714285714285
5662,2017,32674,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,1,0,0,0,0,0,,,Makwanpur,1,0,0,16,100,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
5662,2017,32673,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,0,1,1,0,0,0,India,,,1,0,0,41,26,1,1,0,0,0,25000,0,25000,,1,650000,5,1,0,1,0,0,0,1,1,0,0,0,0,1,8000,0,0.32
5662,2018,32673,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,0,1,1,0,0,0,India,,,1,0,0,42,38,1,1,0,0,0,42000,0,42000,,1,150000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,1,0.11904761904761904
5662,2018,32674,487.4611206054687,31209,Bakaiya Gaunpalika,Makwanpur,Makwanpur,1,0,0,0,0,0,,,Makwanpur,1,0,0,17,112,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3000,0,
5664,2016,32675,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,1,0,0,1,0,Malayasia,,,1,0,0,24,30,1,1,0,0,0,998,0,998,,1,200000,2,1,0,1,0,0,0,0,0,0,1,1,1,1,150000,1,150.3006012024048
5664,2016,32676,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,27,12,0,1,0,0,0,998,0,998,,1,160000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,80000,0,80.16032064128257
5664,2017,32675,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
5664,2017,32676,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,28,25,1,1,0,0,0,35000,0,35000,,1,300000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,50000,0,1.4285714285714286
5664,2018,32676,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,29,37,1,1,0,0,0,998,0,998,,1,80000,1,1,0,1,0,0,0,1,0,0,0,0,1,1,105000,1,105.21042084168337
5665,2016,27487,547.52593994140625,70704,Sanphebagar Municipality,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,29,5,0,1,0,0,0,15000,0,15000,,1,30000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3000,1,0.2
5665,2017,27488,547.52593994140625,70704,Sanphebagar Municipality,Achham,Achham,1,0,0,0,0,0,,,Kanchanpur,0,1,0,11,10,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
5665,2017,27487,547.52593994140625,70704,Sanphebagar Municipality,Achham,Achham,1,0,0,0,0,0,,,Kanchanpur,1,0,0,30,10,0,1,0,0,0,6000,0,6000,,1,36000,3,0,1,0,1,0,0,1,0,0,0,0,0,1,1000,0,0.16666666666666666
5665,2018,27488,547.52593994140625,70704,Sanphebagar Municipality,Achham,Achham,1,0,0,0,0,0,,,Kanchanpur,0,1,0,12,22,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
5665,2018,27487,547.52593994140625,70704,Sanphebagar Municipality,Achham,Achham,1,0,0,0,0,0,,,Kanchanpur,1,0,0,31,22,0,1,0,0,0,18000,0,18000,,1,30000,3,1,0,1,0,0,0,0,1,0,0,0,0,1,1800,1,0.1
