hhid,year,member_id,wt_hh,vmun_code,lgname,district77,district_name,is_internal,is_international,dest_india,dest_gulf,dest_malaysia,dest_other_country,s11q02b_raw,s11q02d_raw,s11q02a_raw,migrant_male,migrant_female,migrant_third_gender,migrant_age,months_away,long_term_migrant,reason_work,reason_education,reason_family,reason_disaster,earning_primary_rs,earning_secondary_rs,earning_total_rs,has_secondary_job,remit_sent_flag,remit_amount_rs,remit_freq_per_year,remit_via_formal,remit_via_informal,remit_via_bank_ime,remit_via_friends,remit_via_hundi,remit_via_other,remit_use_consumption,remit_use_human_capital,remit_use_business_investment,remit_use_land_housing,remit_use_investment_any,remit_use_debt,mig_cost_any,mig_cost_rs,mig_cost_loan_flag,cost_to_monthly_earning_ratio
252,2017,29120,618.27056884765625,50101,Putha Uttarganga Gaupalika,Rukum East,Rukum,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
253,2017,3617,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,1,0,0,0,0,0,,,Kaski,1,0,0,16,3,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,1,2000,0,0.16666666666666666
253,2018,3617,754.5958251953125,50407,Madane Gaunpalika,Gulmi,Gulmi,1,0,0,0,0,0,,,Kaski,1,0,0,17,15,0,1,0,0,0,12000,0,12000,,1,50000,5,0,1,0,1,0,0,1,0,0,0,0,1,1,1500,0,0.125
256,2018,3629,898.64581298828125,11103,Arjundhara Municipality,Jhapa,Jhapa,0,1,0,0,1,0,Malayasia,,,1,0,0,35,10,0,1,0,0,0,40000,0,40000,,1,100000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,70000,0,1.75
257,2016,29121,898.64581298828125,20101,Saptakoshi Municipality,Saptari,Saptari,0,1,0,0,1,0,Malayasia,,,1,0,0,25,36,1,1,0,0,0,40000,0,40000,,1,200000,5,1,0,1,0,0,0,1,1,0,0,0,0,1,50000,1,1.25
257,2017,29121,898.64581298828125,20101,Saptakoshi Municipality,Saptari,Saptari,0,1,0,0,1,0,Malayasia,,,1,0,0,26,49,1,1,0,0,0,35000,0,35000,,1,350000,4,1,0,1,0,0,0,0,1,0,0,0,0,1,180000,1,5.142857142857143
257,2018,29121,898.64581298828125,20101,Saptakoshi Municipality,Saptari,Saptari,0,1,0,0,1,0,Malayasia,,,1,0,0,27,61,1,1,0,0,0,35000,0,35000,,1,200000,4,1,0,1,0,0,0,1,1,0,0,0,0,1,140000,1,4
258,2016,3636,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kathmandu,0,1,0,17,2,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
258,2016,3635,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kathmandu,1,0,0,20,3,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
258,2016,29122,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,43,24,0,1,0,0,0,998,0,998,,1,800000,5,1,0,1,0,0,0,1,1,0,1,1,1,1,100000,1,100.20040080160321
258,2017,3636,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kathmandu,0,1,0,17,15,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,5000,0,
258,2017,3635,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
258,2017,29122,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
258,2018,3636,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kathmandu,0,1,0,18,27,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
258,2018,3635,754.5958251953125,50603,Rambha Gaunpalika,Palpa,Palpa,1,0,0,0,0,0,,,Kathmandu,1,0,0,21,8,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
261,2016,29127,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,16,9,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,5000,1,5.01002004008016
261,2016,29126,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,17,12,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,3000,1,3.006012024048096
261,2016,29125,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,1,0,0,0,0,0,,,Surkhet,1,0,0,19,12,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
261,2016,29128,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,15,9,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,5000,1,5.01002004008016
261,2017,29125,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,1,0,0,0,0,0,,,Surkhet,1,0,0,23,25,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,30000,0,
261,2017,29126,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,20,25,1,1,0,0,0,18000,0,18000,,1,100000,1,1,0,1,0,0,0,1,1,0,0,0,0,1,150000,1,8.333333333333334
261,2017,29127,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,18,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,20000,0,
261,2017,29128,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,1,0,0,0,0,0,,,Surkhet,1,0,0,17,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,25000,1,
261,2018,29126,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,1,0,0,0,India,,,1,0,0,21,37,1,1,0,0,0,22000,0,22000,,1,100000,1,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,1,0.22727272727272727
261,2018,29128,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
261,2018,29125,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,1,0,0,0,0,0,,,Surkhet,1,0,0,24,37,1,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3000,0,
261,2018,29127,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
268,2017,3680,544.4632568359375,10606,Pauwa Dunma Gaunpalika,Bhojpur,Bhojpur,0,1,0,1,0,0,Qatar,,,0,0,1,20,7,0,1,0,0,0,25000,0,25000,,1,75000,1,1,0,1,0,0,0,0,0,0,0,0,1,1,175000,1,7
268,2018,3680,544.4632568359375,10606,Pauwa Dunma Gaunpalika,Bhojpur,Bhojpur,0,1,0,1,0,0,Qatar,,,1,0,0,21,19,0,1,0,0,0,28000,0,28000,,1,120000,3,1,0,1,0,0,0,1,0,1,0,1,1,1,100000,1,3.5714285714285716
272,2017,3698,898.64581298828125,11207,Pathari Shanishchare Municipality,Morang,Morang,0,1,0,1,0,0,United Arab Emirates,,,0,1,0,23,7,0,1,0,0,0,40000,0,40000,,1,150000,3,1,0,1,0,0,0,1,1,0,0,0,0,1,40000,0,1
272,2018,3698,898.64581298828125,11207,Pathari Shanishchare Municipality,Morang,Morang,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
274,2016,29130,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,United Arab Emirates,,,1,0,0,20,18,0,1,0,0,0,37000,0,37000,,1,100000,1,1,0,1,0,0,0,1,1,0,0,0,0,1,110000,0,2.972972972972973
274,2016,29129,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,29,72,1,1,0,0,0,40000,0,40000,,1,200000,5,1,0,1,0,0,0,1,1,0,0,0,0,1,30000,0,0.75
274,2017,29129,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,30,85,1,1,0,0,0,50000,0,50000,,1,400000,6,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,1,2
274,2017,29130,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
274,2018,29129,631.615234375,50808,Tilottama Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,31,97,1,1,0,0,0,30000,0,30000,,1,200000,6,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,1,3.3333333333333335
275,2016,29131,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,0,1,0,0,Qatar,,,1,0,0,35,24,0,1,0,0,0,14000,0,14000,,1,300000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,50000,0,3.5714285714285716
275,2017,29131,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,1,0,1,0,0,Qatar,,,1,0,0,36,37,1,1,0,0,0,14000,0,14000,,1,90000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,5000,1,0.35714285714285715
275,2018,29131,585.5533447265625,60509,Shuva Kalika Gaunpalika,Kalikot,Kalikot,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
276,2017,3712,898.64581298828125,11208,Urlabari Municipality,Morang,Morang,0,1,1,0,0,0,India,,,0,1,0,63,7,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
276,2017,3711,898.64581298828125,11208,Urlabari Municipality,Morang,Morang,0,1,1,0,0,0,India,,,1,0,0,67,7,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,0,
276,2018,3711,898.64581298828125,11208,Urlabari Municipality,Morang,Morang,0,1,1,0,0,0,India,,,1,0,0,68,19,0,1,0,0,0,16000,0,16000,,0,0,,,,,,,,,,,,,,1,3000,0,0.1875
276,2018,3712,898.64581298828125,11208,Urlabari Municipality,Morang,Morang,0,1,1,0,0,0,India,,,0,1,0,64,19,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,3000,0,
279,2018,3724,631.615234375,50803,Sainamaina Municipality,Rupandehi,Rupandehi,0,1,0,1,0,0,Saudi Arabia,,,1,0,0,36,10,0,1,0,0,0,30000,0,30000,,1,250000,4,1,0,1,0,0,0,1,1,0,0,0,1,1,150000,1,5
280,2017,3730,547.52593994140625,70702,Ramaroshan Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,20,7,0,1,0,0,0,12800,0,12800,,1,9600,1,0,1,0,1,0,0,1,0,0,0,0,0,1,5000,1,0.390625
280,2018,3730,547.52593994140625,70702,Ramaroshan Gaunpalika,Achham,Achham,0,1,1,0,0,0,India,,,1,0,0,21,19,0,1,0,0,0,16000,0,16000,,1,60000,3,1,1,1,1,0,0,1,0,0,0,0,1,1,5000,0,0.3125
281,2017,3734,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,21,10,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1200,0,
281,2017,3731,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,59,10,0,1,0,0,0,150000,0,150000,,1,65000,3,0,1,0,1,0,0,1,0,0,0,0,0,1,2000,0,0.013333333333333334
281,2017,3733,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,19,10,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
281,2017,3735,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,16,10,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
281,2017,3736,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,13,10,0,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,500,0,
281,2018,3733,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,22,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
281,2018,3734,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,22,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
281,2018,3731,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,60,22,0,1,0,0,0,50000,0,50000,,1,40000,2,0,1,0,1,0,0,0,0,1,0,1,0,1,200,0,0.004
281,2018,3735,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,0,1,0,17,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
281,2018,3736,487.4611206054687,30906,Panchkhal Municipality,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,14,22,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,200,0,
284,2016,29133,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,51,7,0,1,0,0,0,12000,0,12000,,0,0,,,,,,,,,,,,,,0,0,,0
284,2016,29135,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,0,1,0,20,5,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
284,2016,29136,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,23,8,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,0,0,,0
284,2016,29134,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,5,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,0,0,,0
284,2017,29134,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,18,0,1,0,0,0,22000,0,22000,,1,50000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,6000,1,0.2727272727272727
284,2017,29135,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,0,1,0,21,18,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,4000,0,
284,2017,29133,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
284,2017,29136,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,24,21,0,1,0,0,0,20000,0,20000,,1,35000,2,0,1,0,1,0,0,1,0,0,0,0,0,1,6000,1,0.3
284,2018,29136,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,33,1,1,0,0,0,25000,0,25000,,1,30000,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1000,0,0.04
284,2018,29134,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,1,0,0,26,30,1,1,1,0,0,30000,0,30000,,1,50000,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1000,0,0.03333333333333333
284,2018,29135,585.5533447265625,30108,Shailung Gaunpalika,Dolakha,Dolakha,1,0,0,0,0,0,,,Kathmandu,0,1,0,22,30,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
285,2016,29138,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,1,0,0,1,0,Malayasia,,,1,0,0,20,10,0,1,0,0,0,30000,0,30000,,1,150000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,200000,1,6.666666666666667
285,2016,29137,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Khotang,1,0,0,23,6,0,1,0,0,0,16000,0,16000,,0,0,,,,,,,,,,,,,,0,0,,0
285,2017,29137,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Khotang,1,0,0,24,19,0,1,0,0,0,16000,0,16000,,1,70000,2,0,1,0,1,0,0,1,0,0,0,0,1,1,750,0,0.046875
285,2017,29138,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,1,0,0,1,0,Malayasia,,,1,0,0,21,23,0,1,0,0,0,45000,0,45000,,1,150000,3,1,0,1,0,0,0,1,0,0,0,0,1,1,162000,1,3.6
285,2018,29137,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,1,0,0,0,0,0,,,Kathmandu,1,0,0,25,12,0,1,1,0,0,0,18000,18000,,0,0,,,,,,,,,,,,,,1,180,0,0.01
285,2018,29138,487.4611206054687,30911,Roshi Gaunpalika,Kabhrepalanchok,Kabhrepalanchok,0,1,0,0,1,0,Malayasia,,,1,0,0,22,35,1,1,0,0,0,25000,0,25000,,1,250000,5,1,0,1,0,0,0,1,0,0,0,0,0,1,180000,0,7.2
289,2016,3772,547.52593994140625,70405,Dasharathchand Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,27,5,0,1,0,0,0,13000,0,13000,,1,25000,1,0,1,0,1,0,0,1,1,0,0,0,0,1,2000,0,0.15384615384615385
289,2017,3774,547.52593994140625,70405,Dasharathchand Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,26,10,0,1,0,0,0,16000,0,16000,,1,100000,2,0,1,0,1,0,0,1,1,0,0,0,0,1,3000,0,0.1875
289,2017,3772,547.52593994140625,70405,Dasharathchand Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kanchanpur,1,0,0,28,18,0,1,0,0,0,10000,0,10000,,1,20000,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1000,0,0.1
289,2018,3772,547.52593994140625,70405,Dasharathchand Municipality,Baitadi,Baitadi,1,0,0,0,0,0,,,Kanchanpur,1,0,0,29,30,1,1,0,0,0,25000,0,25000,,1,80000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,6000,0,0.24
289,2018,3774,547.52593994140625,70405,Dasharathchand Municipality,Baitadi,Baitadi,0,1,1,0,0,0,India,,,1,0,0,27,22,0,1,0,0,0,20000,0,20000,,1,100000,3,1,0,1,0,0,0,1,0,1,0,1,0,1,7000,0,0.35
290,2016,29141,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,21,2,0,1,0,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,80000,0,80.16032064128257
290,2016,29140,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,25,60,1,1,0,0,0,998,0,998,,1,120000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,70000,1,70.14028056112224
290,2017,29141,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,20,15,0,1,0,0,0,30000,0,30000,,1,145000,3,1,0,1,0,0,0,1,0,0,0,0,0,1,110000,1,3.6666666666666665
290,2017,29140,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,26,73,1,1,0,0,0,40000,0,40000,,1,200000,3,1,0,1,0,0,0,1,1,0,0,0,1,1,100000,1,2.5
290,2018,29140,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,27,85,1,1,0,0,0,25000,0,25000,,1,50000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,130000,1,5.2
290,2018,29141,487.4611206054687,31104,Golanjor Gaunpalika,Sindhuli,Sindhuli,0,1,0,1,0,0,Qatar,,,1,0,0,21,27,1,1,0,0,0,20000,0,20000,,1,100000,1,1,0,1,0,0,0,1,0,0,0,0,1,1,100000,1,5
291,2018,3780,754.5958251953125,41102,Kathekhola Gaunpalika,Baglung,Baglung,0,1,1,0,0,0,India,,,1,0,0,43,9,0,1,0,0,0,13000,0,13000,,1,20000,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3000,0,0.23076923076923078
292,2018,3782,666.9111328125,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,0,1,0,1,0,0,Qatar,,,1,0,0,37,11,0,1,0,0,0,25000,0,25000,,1,140000,4,1,0,1,0,0,0,1,0,0,0,0,1,1,120000,1,4.8
293,2018,36184,666.9111328125,51008,Rapti Gaunpalika,Dang,Dang,0,1,1,0,0,0,India,,,1,0,0,20,36,1,1,0,0,0,10000,0,10000,,1,120000,10,1,1,1,1,0,0,1,0,0,0,0,1,1,4000,0,0.4
294,2016,29142,666.9111328125,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,1,0,0,0,0,0,,,Banke,1,0,0,35,11,0,0,0,0,0,998,0,998,,1,30000,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1500,0,1.503006012024048
294,2017,29142,666.9111328125,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,1,0,0,0,0,0,,,Banke,1,0,0,36,24,0,0,0,0,0,19500,0,19500,,1,150000,10,0,1,0,1,0,0,1,0,0,0,0,0,1,500,0,0.02564102564102564
294,2018,29142,666.9111328125,51106,Nepalganj Sub-Metropolitian City,Banke,Banke,1,0,0,0,0,0,,,Banke,1,0,0,37,36,1,0,0,0,0,15000,0,15000,,1,100000,12,0,1,0,1,0,1,1,1,0,0,0,0,1,100,0,0.006666666666666667
295,2016,29143,547.52593994140625,70602,Sayal Gaunpalika,Doti,Doti,0,1,1,0,0,0,India,,,1,0,0,17,24,0,1,0,0,0,8500,0,8500,,1,60000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,3000,0,0.35294117647058826
295,2017,29143,547.52593994140625,70602,Sayal Gaunpalika,Doti,Doti,0,1,1,0,0,0,India,,,1,0,0,18,37,1,1,0,0,0,15000,0,15000,,0,0,,,,,,,,,,,,,,1,5000,1,0.3333333333333333
295,2018,29143,547.52593994140625,70602,Sayal Gaunpalika,Doti,Doti,0,1,1,0,0,0,India,,,1,0,0,19,49,1,1,0,0,0,15000,0,15000,,1,60000,3,0,1,0,1,0,0,1,1,0,0,0,1,1,5000,1,0.3333333333333333
298,2017,3812,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,1,0,0,0,0,0,,,Nawalparasi,0,1,0,30,9,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,2000,1,
298,2017,3813,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,1,0,0,0,0,0,,,Nawalparasi,0,1,0,9,9,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,1,
298,2017,3814,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,1,0,0,0,0,0,,,Nawalparasi,0,1,0,7,9,0,0,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,0,,
298,2017,3811,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,0,1,1,0,0,0,India,,,1,0,0,35,10,0,1,0,0,0,998,0,998,,1,18000,2,1,0,1,0,0,0,1,1,0,0,0,0,1,5000,0,5.01002004008016
298,2018,3813,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
298,2018,3812,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
298,2018,3814,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
298,2018,3811,754.5958251953125,40707,Rhishing Gaunpalika,Tanahun,Tanahun,0,0,0,0,0,0,,,,0,0,0,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,0,,
301,2016,29144,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,33,60,1,1,0,0,0,998,0,998,,1,800000,2,1,0,1,0,0,0,1,1,1,0,1,1,1,1200000,1,1202.4048096192384
301,2016,29146,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,31,18,0,1,1,0,0,0,998,998,,1,300000,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1000000,1,1002.0040080160321
301,2016,29145,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,0,1,0,29,24,0,1,0,1,0,998,0,998,,0,0,,,,,,,,,,,,,,1,400000,1,400.80160320641284
301,2017,29144,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,34,73,1,1,0,0,0,90000,0,90000,,1,800000,5,1,0,1,0,0,0,0,1,1,0,1,1,1,1000000,1,11.11111111111111
301,2017,29146,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,32,31,1,1,1,0,0,100000,0,100000,,1,800000,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1100000,1,11
301,2017,3832,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,1,0,0,0,0,0,,,Rupandehi,0,1,0,29,36,1,0,0,1,0,0,0,0,,0,0,,,,,,,,,,,,,,1,1000,0,
301,2017,29145,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,0,1,0,30,37,1,1,0,0,0,150000,0,150000,,1,200000,3,1,0,1,0,0,0,0,0,0,0,0,1,1,600000,0,4
301,2018,29146,754.5958251953125,41108,Galkot Municipality,Baglung,Baglung,0,1,0,0,0,1,Japan,,,1,0,0,33,43,1,1,1,0,0,998,0,998,,0,0,,,,,,,,,,,,,,1,1200000,1,1202.4048096192384
